ERR1913222.220__1.220	39485__A0A1Q6PHM3__ERS852490_03067
ERR1913222.1857529__1.1857529	39491__A0A395V5R3__EUBREC_1883
ERR1913222.1857618__1.1857618	45851__D4RWC8__BHV86_07020
ERR1913222.1857723__1.1857723	2173__A5UJT8__METSMIALI_00111
ERR1913222.1857845__1.1857845	39485__C4Z389__ERS852490_01920
ERR1913222.1858062__1.1858062	39485__A0A174YVB5__lyc
ERR1913222.1858069__1.1858069	39485__A0A1Q6PGI3__ERS852492_02967
ERR1913222.1858071__1.1858071	45851__D4RW33__ylbJ
ERR1913222.1858108__1.1858108	45851__D4RZD5__BUTYVIB_01201
ERR1913222.1858078__1.1858078	45851__D4RYA4__BHV86_02030
ERR1913222.1858317__1.1858317	45851__D4S1N9__BHV86_08300
ERR1913222.1858326__1.1858326	45851__D4RY62__BHV86_05035
ERR1913222.1858370__1.1858370	45851__D4S2F2__BHV86_00830
ERR1913222.1859053__1.1859053	572010__ppdK
ERR1913222.1859075__1.1859075	45851__R5LL35__BUTYVIB_01928
ERR1913222.1859114__1.1859114	1262825__R5E6F3__BN724_01497
ERR1913222.1859129__1.1859129	1735__B7CDL5__EUBIFOR_02298
ERR1913222.1859366__1.1859366	1262992__R5CXM8__BN795_01024
ERR1913222.1859481__1.1859481	45851__D4S2U9__BHV86_05685
ERR1913222.1859670__1.1859670	1262886__R6QBN3__BN563_01269
ERR1913222.1859721__1.1859721	33039__A0A173VTT4__frdB_1
ERR1913222.1859858__1.1859858	1262760__R5LSJ2__BN758_01510
ERR1913222.1860048__1.1860048	39485__C4Z5L9__ERS852490_00668
ERR1913222.1860254__1.1860254	821__I9R3W6__DXC16_12455
ERR1913222.1860310__1.1860310	165179__A0A3E5A832__DXC61_13685
ERR1913222.1860674__1.1860674	39485__C4Z355__ERS852490_01971
ERR1913222.1860761__1.1860761	39491__A0A395ZDC6__addB
ERR1913222.1860988__1.1860988	45851__D4RXA5__BHV86_02525
ERR1913222.1861114__1.1861114	1263006__R6LPZ5__BN515_02090
ERR1913222.1861340__1.1861340	45851__D4RWC6__BHV86_07010
ERR1913222.1861640__1.1861640	33039__D4M340__sleB_2
ERR1913222.1861751__1.1861751	1262783__R6D1Z2__BN558_00296
ERR1913222.1861853__1.1861853	1262911__R6GKS1__BN557_00184
ERR1913222.1861828__1.1861828	649756__A0A174K9U9__HMPREF0369_00778
ERR1913222.1861873__1.1861873	1262760__R5LV11__BN758_01893
ERR1913222.1861947__1.1861947	1759399__E7SA16__ATM98_04535
ERR1913222.1862046__1.1862046	1262825__R5DZL7__BN724_01018
ERR1913222.1862097__1.1862097	45851__D4S2J5__BUTYVIB_02317
ERR1913222.1862624__1.1862624	45851__D4RZC9__BUTYVIB_01195
ERR1913222.1862689__1.1862689	357276__I9QBT7__BSEG_03340
ERR1913222.1862701__1.1862701	2173__A5ULV3__Msm_0976
ERR1913222.1862704__1.1862704	45851__D4RWC5__BHV86_07005
ERR1913222.1862739__1.1862739	1262886__R6QAM6__BN563_01696
ERR1913222.1862952__1.1862952	45851__D4RY78__BUTYVIB_00783
ERR1913222.1863008__1.1863008	39485__A0A1Q6PGI7__pehX_3
ERR1913222.1862988__1.1862988	2173__A5ULL1__Msm_0884
ERR1913222.1863001__1.1863001	45851__D4RYQ0__BUTYVIB_00958
ERR1913222.1863088__1.1863088	45851__D4S013__BHV86_10590
ERR1913222.1863092__1.1863092	33039__D4M6E9__ERS852390_02866
ERR1913222.1863117__1.1863117	1262825__R5DZJ8__BN724_01044
ERR1913222.1863296__1.1863296	1262961__R6EKE2__BN710_00905
ERR1913222.1863339__1.1863339	45851__D4RWC1__BHV86_06985
ERR1913222.1863371__1.1863371	165179__D1PGU8__PREVCOP_06463
ERR1913222.1863413__1.1863413	1262825__R5EGD8__BN724_01599
ERR1913222.1863508__1.1863508	1262825__R5DZJ1__BN724_00084
ERR1913222.1863619__1.1863619	165179__D1PDT3__PREVCOP_05375
ERR1913222.1863652__1.1863652	45851__R5LRP4__BUTYVIB_00447
ERR1913222.1863878__1.1863878	357276__A0A076ISJ4__B5F95_19420
ERR1913222.1864049__1.1864049	28052__R5HJU0__ERS852451_00148
ERR1913222.1864140__1.1864140	1262825__R5ED22__BN724_01434
ERR1913222.1864149__1.1864149	39485__A0A1Q6PHM3__ERS852490_03067
ERR1913222.1864194__1.1864194	1263006__R6LLP6__BN515_01041
ERR1913222.1864371__1.1864371	39485__C4Z0S8__hisK
ERR1913222.1864393__1.1864393	821__A6L0C7__ERS852556_03520
ERR1913222.1864532__1.1864532	1965604__A0A1Y4ERL1__B5F54_16810
ERR1913222.1864545__1.1864545	1262882__R5MMP8__BN519_01654
ERR1913222.1864551__1.1864551	40520__R7DD01__ERS852533_01371
ERR1913222.1864594__1.1864594	1160721__W0U611__BHW50_08625
ERR1913222.1864772__1.1864772	39491__A0A395UYA6__EUBREC_0408
ERR1913222.1864750__1.1864750	165179__A0A3E5A5E5__DXC61_13965
ERR1913222.1864784__1.1864784	39485__A0A1Q6PGI7__pehX_3
ERR1913222.1864868__1.1864868	1042156__F7V3A8__HipB
ERR1913222.1865105__1.1865105	45851__D4RYQ2__BUTYVIB_00960
ERR1913222.1865147__1.1865147	2173__A0A1D2WXC5__METSMIALI_01265
ERR1913222.1865549__1.1865549	853__A0A173YYY4__DWZ04_09420
ERR1913222.1865586__1.1865586	39488__A0A174B7Y0__ERS852450_00913
ERR1913222.1865647__1.1865647	1262886__R6QKQ6__BN563_01547
ERR1913222.1865654__1.1865654	39492__D4JRV5__acrR_2
ERR1913222.1865666__1.1865666	1262961__R6EH58__BN710_00506
ERR1913222.1865787__1.1865787	1262760__R5L619__BN758_00730
ERR1913222.1865796__1.1865796	45851__D4RWG7__BUTYVIB_00298
ERR1913222.1865896__1.1865896	165179__D1PCT4__DXB80_09470
ERR1913222.1865864__1.1865864	165179__A0A3E5EAM8__PREVCOP_03872
ERR1913222.1866287__1.1866287	1150298__A0A174DTK6__ERS852498_00510
ERR1913222.1866581__1.1866581	165179__A0A3E5DZA5__DXB80_12550
ERR1913222.1866644__1.1866644	39485__A0A174YNW2__cph2_3
ERR1913222.1866773__1.1866773	39485__C4Z1Y9__EUBELI_00143
ERR1913222.1866819__1.1866819	418240__C6JD47__ERS852523_00908
ERR1913222.1866895__1.1866895	45851__D4S247__BUTYVIB_02169
ERR1913222.1866913__1.1866913	2173__A0A1D2WUQ6__METSMIF1_02304
ERR1913222.1866965__1.1866965	821__U6RDC2__DXD46_15675
ERR1913222.1867170__1.1867170	45851__D4RYC5__BHV86_01930
ERR1913222.1867326__1.1867326	100886__E2NR34__ERS852383_04208
ERR1913222.1867412__1.1867412	165179__A0A3E4SDC8__PREVCOP_05706
ERR1913222.1867677__1.1867677	45851__D4RWC5__BHV86_07005
ERR1913222.1867788__1.1867788	1262886__R6QCG3__BN563_00145
ERR1913222.1867870__1.1867870	821__A0A396F1N0__M099_1553
ERR1913222.1867994__1.1867994	39485__A0A174Z4K7__dosC_2
ERR1913222.1868101__1.1868101	2173__A0A1D2WSY4__METSMIF1_03317
ERR1913222.1868255__1.1868255	1262882__R5N526__BN519_01603
ERR1913222.1868315__1.1868315	39492__D4JWA3__ERS852540_01332
ERR1913222.1868465__1.1868465	165179__A0A3E5E3D6__DXC61_05750
ERR1913222.1868776__1.1868776	165179__R6C3A5__DXC61_11820
ERR1913222.1868824__1.1868824	39485__C4Z389__ERS852490_01920
ERR1913222.1868864__1.1868864	165179__A0A3E5AI09__DXC61_05815
ERR1913222.1869039__1.1869039	165179__A0A3E5AEF7__DXC61_05000
ERR1913222.1869041__1.1869041	1262882__R5MND9__BN519_00831
ERR1913222.1869330__1.1869330	45851__D4S1R9__BHV86_08150
ERR1913222.1869337__1.1869337	165179__D1P9T6__PREVCOP_04016
ERR1913222.1869393__1.1869393	39485__C4Z6R3__mcp2_1
ERR1913222.1869458__1.1869458	45851__D4S283__BUTYVIB_02205
ERR1913222.1869639__1.1869639	165179__D1PCL6__DXB80_13435
ERR1913222.1869827__1.1869827	45851__D4S0B1__BHV86_10120
ERR1913222.1870125__1.1870125	39491__A0A395V6A3__DXB69_00505
ERR1913222.1870317__1.1870317	165179__A0A3E5DPL2__PREVCOP_05023
ERR1913222.1870341__1.1870341	45851__D4S080__BHV86_10275
ERR1913222.1870393__1.1870393	2173__A0A1D2WTP5__BK798_02785
ERR1913222.1870424__1.1870424	418240__A0A173Y0F1__ERS852478_01157
ERR1913222.1870442__1.1870442	45851__D4S0P1__BUTYVIB_01660
ERR1913222.1870857__1.1870857	45851__D4RYG8__BUTYVIB_00874
ERR1913222.1871069__1.1871069	165179__D1PE06__DXC61_05975
ERR1913222.1871142__1.1871142	853__A0A2A7B1Y7__C7K05_11930
ERR1913222.1871168__1.1871168	165179__A0A3E5DWJ4__PREVCOP_06538
ERR1913222.1871314__1.1871314	853__A0A2A6Z8X1__FPR_03410
ERR1913222.1871596__1.1871596	1261__A0A135YTZ5__HMPREF3183_00253
ERR1913222.1871705__1.1871705	458033__GCA_001482755.1_02203
ERR1913222.1871798__1.1871798	2173__A0A1D2WST6__METSMIALI_00213
ERR1913222.1871803__1.1871803	45851__D4RZ40__BHV86_03390
ERR1913222.1871849__1.1871849	45851__D4RYS4__BHV86_05460
ERR1913222.1871915__1.1871915	1262882__R5MMP8__BN519_01654
ERR1913222.1871970__1.1871970	45851__D4RXM8__BHV86_03015
ERR1913222.1872389__1.1872389	45851__D4RWY2__BHV86_07415
ERR1913222.1872391__1.1872391	39485__A0A174ZA72__glgB_1
ERR1913222.1872441__1.1872441	165179__A0A3E5EAT2__DXC61_07585
ERR1913222.1872462__1.1872462	33043__D5HI39__baeS_1
ERR1913222.1872904__1.1872904	706562__GCA_900112995.1_02127
ERR1913222.1872917__1.1872917	45851__D4RWC5__BHV86_07005
ERR1913222.1873151__1.1873151	1262761__R6QW14__BN606_00877
ERR1913222.1873202__1.1873202	165179__A0A3E5DRF6__DXC61_00200
ERR1913222.1873221__1.1873221	1262945__R6YU24__BN600_01204
ERR1913222.1873299__1.1873299	40520__R7D6C0__RUMOBE_01488
ERR1913222.1873308__1.1873308	1262930__R5ZVQ3__BN693_01357
ERR1913222.1873323__1.1873323	165179__A0A3E5DN34__DXC61_07865
ERR1913222.1873334__1.1873334	626940__E8LGD9__cdsA
ERR1913222.1873480__1.1873480	1262825__R5EK39__BN724_02341
ERR1913222.1873699__1.1873699	1735__B7C932__EUBIFOR_00689
ERR1913222.1873717__1.1873717	1262930__R6AXR1__BN693_00352
ERR1913222.1873732__1.1873732	45851__D4RYU0__BHV86_05340
ERR1913222.1873943__1.1873943	1262992__R5D0H1__BN795_01569
ERR1913222.1874068__1.1874068	45851__D4RXC9__BUTYVIB_00480
ERR1913222.1874167__1.1874167	100886__A0A174HSH4__CATMIT_02717
ERR1913222.1874264__1.1874264	544645__A0A3E4TG71__DXC42_03425
ERR1913222.1874350__1.1874350	45851__D4S2F2__BHV86_00830
ERR1913222.1874552__1.1874552	165179__A0A3E4SID1__DXB80_01945
ERR1913222.1874641__1.1874641	39485__C4Z6J7__ERS852492_02047
ERR1913222.1874649__1.1874649	33039__A0A174ZC42__ppaC
ERR1913222.1874686__1.1874686	39485__A0A174Z7L4__EUBELI_01085
ERR1913222.1874708__1.1874708	301302__A0A173T010__M72_26571
ERR1913222.1874824__1.1874824	39492__A0A3D4MN89__nadD
ERR1913222.1875116__1.1875116	165179__D1P8Q2__trpF
ERR1913222.1875168__1.1875168	45851__D4RW43__BUTYVIB_00173
ERR1913222.1875223__1.1875223	45851__D4S1B2__BHV86_08920
ERR1913222.1875429__1.1875429	40520__A0A174QTE4__ERS852394_02571
ERR1913222.1875621__1.1875621	2292352__A0A374UKE7__DXC23_09500
ERR1913222.1875684__1.1875684	901__B6WXX4__DESPIGER_1515
ERR1913222.1875748__1.1875748	45851__D4RYA4__BHV86_02030
ERR1913222.1875992__1.1875992	1263006__R6MLU5__BN515_01014
ERR1913222.1876097__1.1876097	45851__D4S013__BHV86_10590
ERR1913222.1876351__1.1876351	39491__A0A396FUZ3__phoR_1
ERR1913222.1876497__1.1876497	1735__B7C9Y8__EUBIFOR_00992
ERR1913222.1876787__1.1876787	1262886__R6Q9S2__BN563_00641
ERR1913222.1876800__1.1876800	45851__D4S1N9__BHV86_08300
ERR1913222.1877050__1.1877050	45851__D4S1N9__BHV86_08300
ERR1913222.1877149__1.1877149	45851__D4RYR7__BHV86_05495
ERR1913222.1877127__1.1877127	40520__A0A174IJ62__DXC87_06795
ERR1913222.1877153__1.1877153	45851__D4RWN7__BHV86_06150
ERR1913222.1877343__1.1877343	165179__A0A174WRI9__DXB80_04870
ERR1913222.1877490__1.1877490	853__A0A173T751__C4N24_10280
ERR1913222.1877545__1.1877545	2022527__A0A264Y9Y7__CHL74_02905
ERR1913222.1877630__1.1877630	165179__D1PAV8__DXB80_13055
ERR1913222.1877745__1.1877745	45851__D4RWN6__BUTYVIB_00072
ERR1913222.1877767__1.1877767	45851__D4RZF5__BUTYVIB_01221
ERR1913222.1877844__1.1877844	821__E5UY21__C800_02204
ERR1913222.1877915__1.1877915	1262882__R5MLA4__BN519_01536
ERR1913222.1877921__1.1877921	165179__A0A229I443__DXB80_10950
ERR1913222.1877947__1.1877947	1262825__R5E6F3__BN724_01497
ERR1913222.1878079__1.1878079	39491__A0A396FNP1__DXD95_06025
ERR1913222.1878088__1.1878088	45851__D4S184__BUTYVIB_01854
ERR1913222.1878238__1.1878238	45851__D4RWD3__BHV86_07045
ERR1913222.1878420__1.1878420	1262911__R6H2J2__BN557_01228
ERR1913222.1878470__1.1878470	131111__K0YXY4__HMPREF9241_00030
ERR1913222.1878648__1.1878648	45851__D4RWG7__BUTYVIB_00298
ERR1913222.1878742__1.1878742	45851__D4S1I1__BHV86_08605
ERR1913222.1878862__1.1878862	45851__D4RZ69__BUTYVIB_01134
ERR1913222.1878839__1.1878839	821__A0A396ER29__ERS852457_02298
ERR1913222.1878891__1.1878891	1262886__R6RCF6__BN563_00371
ERR1913222.1878999__1.1878999	39485__C4Z685__EUBELI_20332
ERR1913222.1879083__1.1879083	45851__D4S200__BHV86_07815
ERR1913222.1879084__1.1879084	45851__D4RYQ2__BUTYVIB_00960
ERR1913222.1879104__1.1879104	165179__A0A174IHQ2__PREVCOP_05478
ERR1913222.1879276__1.1879276	33043__D5HDY1__cdd
ERR1913222.1879392__1.1879392	1262945__R6YVH0__BN600_01659
ERR1913222.1879395__1.1879395	1262825__R5ECD5__BN724_02213
ERR1913222.1879407__1.1879407	1262761__R6QKZ0__BN606_00913
ERR1913222.1879388__1.1879388	88431__A0A3D0F0E5__ERS852526_03216
ERR1913222.1879725__1.1879725	165179__D1PAN5__PREVCOP_04260
ERR1913222.1879758__1.1879758	165179__A0A3E5AAM8__DXB80_10240
ERR1913222.1879868__1.1879868	45851__D4RX09__BUTYVIB_00360
ERR1913222.1879963__1.1879963	28052__R5HJU0__ERS852451_00148
ERR1913222.1880052__1.1880052	1262886__R6QR12__BN563_01295
ERR1913222.1880157__1.1880157	45851__D4RZ82__BHV86_03550
ERR1913222.1880259__1.1880259	45851__D4RWG7__BUTYVIB_00298
ERR1913222.1880373__1.1880373	165179__D1P8Q2__trpF
ERR1913222.1880567__1.1880567	39485__A0A174ZPH7__ERS852490_01992
ERR1913222.1880619__1.1880619	1262825__R5ELB8__BN724_02142
ERR1913222.1881081__1.1881081	853__A0A2A7B1Y7__C7K05_11930
ERR1913222.1881335__1.1881335	33039__R6P284__spoIIIE
ERR1913222.1881341__1.1881341	39485__C4Z538__EUBELI_00734
ERR1913222.1881358__1.1881358	853__A0A173T6P2__DWZ46_14595
ERR1913222.1881376__1.1881376	39485__R5ZVC3__ERS852490_00250
ERR1913222.1881435__1.1881435	1262911__R6GKX4__BN557_01388
ERR1913222.1881521__1.1881521	1262825__R5EGM6__BN724_01636
ERR1913222.1881623__1.1881623	1262959__R5Y383__BN680_00338
ERR1913222.1881926__1.1881926	853__A0A173T6P2__DWZ46_14595
ERR1913222.1881901__1.1881901	1262911__R6GT76__BN557_01150
ERR1913222.1881914__1.1881914	39485__A0A175A403__EUBELI_20577
ERR1913222.1882093__1.1882093	387090__S0FBK4__BACCOPRO_01365
ERR1913222.1882205__1.1882205	45851__R5LYR7__BHV86_03710
ERR1913222.1882265__1.1882265	626929__F3PJN9__B5F24_15155
ERR1913222.1882350__1.1882350	45851__D4RY81__BUTYVIB_00786
ERR1913222.1882546__1.1882546	45851__D4S0F7__BUTYVIB_01576
ERR1913222.1882555__1.1882555	821__A0A396FEL8__C5Z04_06030
ERR1913222.1882584__1.1882584	28118__R6F6C0__Odosp_0731
ERR1913222.1882661__1.1882661	39485__R5ZSH7__EUBELI_00953
ERR1913222.1882996__1.1882996	1262961__R6DV84__BN710_01922
ERR1913222.1883011__1.1883011	45851__D4RWI2__BHV86_07325
ERR1913222.1883028__1.1883028	1262911__R6GPB5__BN557_00842
ERR1913222.1883035__1.1883035	2173__A0A1D2WTT4__BK798_05110
ERR1913222.1883116__1.1883116	45851__D4RXK7__BUTYVIB_00558
ERR1913222.1883244__1.1883244	671267__R9IB12__C802_00696
ERR1913222.1883252__1.1883252	301302__R5VFU2__xynA1
ERR1913222.1883254__1.1883254	1735__A0A0E9FQA7__EUBIFOR_02262
ERR1913222.1883397__1.1883397	45851__D4RZ84__BUTYVIB_01149
ERR1913222.1883557__1.1883557	1262882__R5MM10__BN519_01679
ERR1913222.1883639__1.1883639	45851__D4RZK8__BUTYVIB_01274
ERR1913222.1883829__1.1883829	328814__GCA_004558275.1_01000
ERR1913222.1883846__1.1883846	33043__D5HIK4__ERS852400_01112
ERR1913222.1884179__1.1884179	1262945__R6YT88__BN600_00074
ERR1913222.1884138__1.1884138	45851__D4RWC5__BHV86_07005
ERR1913222.1884275__1.1884275	853__A0A173XRA8__CGS56_09290
ERR1913222.1884388__1.1884388	39491__A0A396FEW6__T1815_18721
ERR1913222.1884435__1.1884435	147206__GCF_000156215.1_00202
ERR1913222.1884460__1.1884460	1150298__A0A174HDJ7__ERS852535_00590
ERR1913222.1884674__1.1884674	39491__A0A396FGM9__fliU_1
ERR1913222.1885174__1.1885174	1262924__R7HM98__BN585_01697
ERR1913222.1885234__1.1885234	39485__A0A174ZNZ2__ERS852492_02345
ERR1913222.1885477__1.1885477	1262911__R6HP91__BN557_01264
ERR1913222.1885836__1.1885836	1262761__R6RU22__BN606_01110
ERR1913222.1886162__1.1886162	39492__A0A3D4MN89__nadD
ERR1913222.1886203__1.1886203	1160721__R6UA13__BHW50_07285
ERR1913222.1886330__1.1886330	165179__D1PD99__PREVCOP_05186
ERR1913222.1886394__1.1886394	33043__A0A173YPE0__thiD
ERR1913222.1886432__1.1886432	2173__A5ULD0__BK798_05990
ERR1913222.1886507__1.1886507	1262825__R5EN22__BN724_00572
ERR1913222.1886582__1.1886582	45851__D4S200__BHV86_07815
ERR1913222.1886641__1.1886641	1262760__R5LYY2__BN758_00304
ERR1913222.1886974__1.1886974	116085__D4J7W6__DW747_05890
ERR1913222.1886984__1.1886984	1262988__R7N7L2__BN816_00087
ERR1913222.1887063__1.1887063	1262961__R6DYT0__BN710_00050
ERR1913222.1887066__1.1887066	45851__D4S0P1__BUTYVIB_01660
ERR1913222.1887083__1.1887083	45851__D4S2J5__BUTYVIB_02317
ERR1913222.1887092__1.1887092	1262882__R5MIC9__BN519_00834
ERR1913222.1887623__1.1887623	165179__D1PDG7__DXB80_11180
ERR1913222.1887663__1.1887663	45851__D4S1I1__BHV86_08605
ERR1913222.1887808__1.1887808	45851__D4RZF5__BUTYVIB_01221
ERR1913222.1887947__1.1887947	1297617__A0A0S2W319__C7373_102437
ERR1913222.1888083__1.1888083	1262825__R5E4H7__BN724_01665
ERR1913222.1888404__1.1888404	39485__A0A174ZBJ8__speA_2
ERR1913222.1888466__1.1888466	165179__R6CNX7__DXB80_02200
ERR1913222.1888482__1.1888482	45851__D4RYC4__BHV86_01935
ERR1913222.1888505__1.1888505	33043__D5HFA0__glfT2
ERR1913222.1888545__1.1888545	853__A0A174AML0__FPR_08640
ERR1913222.1888584__1.1888584	1262959__R5YDI8__BN680_00380
ERR1913222.1888685__1.1888685	165179__A0A229I1J2__DXB80_03950
ERR1913222.1888757__1.1888757	626929__R6LKK1__B5F24_07400
ERR1913222.1888934__1.1888934	28052__R5HJU0__ERS852451_00148
ERR1913222.1888997__1.1888997	1262825__R5EBY3__BN724_02066
ERR1913222.1889056__1.1889056	39485__A0A174YTF7__ERS852490_01271
ERR1913222.1889306__1.1889306	33043__A0A173WU55__ganB_2
ERR1913222.1889383__1.1889383	45851__D4S141__BHV86_05760
ERR1913222.1889731__1.1889731	45851__R5LHP6__BUTYVIB_00994
ERR1913222.1890003__1.1890003	165179__D1PDG7__DXB80_11180
ERR1913222.1890037__1.1890037	165179__R6C3A5__DXC61_11820
ERR1913222.1890110__1.1890110	45851__D4RYU3__BUTYVIB_01007
ERR1913222.1890114__1.1890114	1262886__R6QAI4__BN563_00898
ERR1913222.1890340__1.1890340	45851__D4RYQ0__BUTYVIB_00958
ERR1913222.1890465__1.1890465	45851__D4S247__BUTYVIB_02169
ERR1913222.1890493__1.1890493	100886__A0A174PHR7__CATMIT_02609
ERR1913222.1890708__1.1890708	45851__D4RZK8__BUTYVIB_01274
ERR1913222.1891143__1.1891143	45851__R5LAF0__BHV86_08225
ERR1913222.1891165__1.1891165	33039__A0A3D0EY88__ERS852390_03120
ERR1913222.1891294__1.1891294	28116__F7LBW8__C5Z02_16055
ERR1913222.1891301__1.1891301	1262825__R5EC53__BN724_01317
ERR1913222.1891255__1.1891255	45851__D4RWN7__BHV86_06150
ERR1913222.1891329__1.1891329	45851__D4S2U9__BHV86_05685
ERR1913222.1891573__1.1891573	371601__G1UK36__HMPREF1074_03496
ERR1913222.1891601__1.1891601	45851__D4S0T7__BHV86_09275
ERR1913222.1892857__1.1892857	1262882__R5MKI3__BN519_00334
ERR1913222.1892864__1.1892864	45851__D4S2U9__BHV86_05685
ERR1913222.1892998__1.1892998	418240__C6JFD7__ERS852523_02475
ERR1913222.1893086__1.1893086	853__A0A174AML0__FPR_08640
ERR1913222.1893183__1.1893183	45851__D4RZK8__BUTYVIB_01274
ERR1913222.1893199__1.1893199	1261__D3MR67__SAMN05660467_01650
ERR1913222.1893256__1.1893256	1262760__R5LAY9__BN758_01679
ERR1913222.1893746__1.1893746	1262911__R6H2J2__BN557_01228
ERR1913222.1893791__1.1893791	45851__D4S031__BHV86_10500
ERR1913222.1893849__1.1893849	1262911__R6GUQ4__BN557_01581
ERR1913222.1893861__1.1893861	1262882__R5MND9__BN519_00831
ERR1913222.1894228__1.1894228	322505__group_70
ERR1913222.1894545__1.1894545	1965569__A0A1Y4NK94__B5F07_19320
ERR1913222.1894564__1.1894564	39492__D4JVG1__ERS852540_00951
ERR1913222.1894785__1.1894785	1262959__R5YSA1__BN680_00535
ERR1913222.1895137__1.1895137	42817__U3GVR0__CARG_01970
ERR1913222.1895178__1.1895178	45851__D4S1P9__BUTYVIB_02021
ERR1913222.1895252__1.1895252	39485__R6AET9__EUBELI_01205
ERR1913222.1895509__1.1895509	45851__D4RY81__BUTYVIB_00786
ERR1913222.1895572__1.1895572	2022527__A0A264Y8G4__CHL74_05770
ERR1913222.1895586__1.1895586	45851__D4RX43__BUTYVIB_00394
ERR1913222.1895792__1.1895792	45851__D4S317__BUTYVIB_02469
ERR1913222.1895834__1.1895834	45851__D4S2U9__BHV86_05685
ERR1913222.1895926__1.1895926	45851__R5LYT8__BUTYVIB_02538
ERR1913222.1896104__1.1896104	45851__D4RZ69__BUTYVIB_01134
ERR1913222.1896147__1.1896147	39485__C4Z028__ERS852492_00100
ERR1913222.1896442__1.1896442	853__A0A3E2U7E6__ERS852582_01640
ERR1913222.1896564__1.1896564	1262882__R5N3H1__BN519_01121
ERR1913222.1896615__1.1896615	2022527__A0A264Y5Y7__CHL74_10300
ERR1913222.1896782__1.1896782	39491__A0A395UZ82__EUR_31520
ERR1913222.1897087__1.1897087	45851__D4S2F3__BUTYVIB_02275
ERR1913222.1897292__1.1897292	1262816__R6CR09__BN687_02017
ERR1913222.1897298__1.1897298	45851__D4S366__BUTYVIB_02552
ERR1913222.1897330__1.1897330	165179__A0A3E5E4T9__DXB80_08030
ERR1913222.1897459__1.1897459	39485__A0A174Z7G5__EUBELI_01168
ERR1913222.1897705__1.1897705	165179__A0A3E5E2S3__DXB80_03455
ERR1913222.1897699__1.1897699	39485__R5ZNS8__rsmG
ERR1913222.1897861__1.1897861	165179__A0A174IHQ2__PREVCOP_05478
ERR1913222.1898009__1.1898009	1262882__R5MLA4__BN519_01536
ERR1913222.1898129__1.1898129	1262825__R5E9H3__BN724_00255
ERR1913222.1898133__1.1898133	1680__A0A0C2VBJ4__birA
ERR1913222.1898164__1.1898164	165179__D1P8V8__DXC61_01940
ERR1913222.1898846__1.1898846	45851__D4RZ69__BUTYVIB_01134
ERR1913222.1898939__1.1898939	1105031__J1H3W2__HMPREF1141_2783
ERR1913222.1899055__1.1899055	45851__D4RX43__BUTYVIB_00394
ERR1913222.1898996__1.1898996	1262760__R5LWF0__BN758_02075
ERR1913222.1899136__1.1899136	1897011__A0A1Q6RGX0__BHW41_01465
ERR1913222.1899186__1.1899186	2173__A5UK90__BK798_02015
ERR1913222.1899388__1.1899388	1235793__R9KSF0__C809_01679
ERR1913222.1899524__1.1899524	1263000__R5EMC1__BN466_00539
ERR1913222.1899707__1.1899707	45851__D4RYC5__BHV86_01930
ERR1913222.1899747__1.1899747	39485__A0A174Z8V5__fliU_2
ERR1913222.1900102__1.1900102	45851__D4RYC5__BHV86_01930
ERR1913222.1900180__1.1900180	821__C6ZAA5__ERS852556_00403
ERR1913222.1900255__1.1900255	45851__D4RZF4__BUTYVIB_01220
ERR1913222.1900827__1.1900827	45851__D4RYC5__BHV86_01930
ERR1913222.1901045__1.1901045	1262886__R6QKS8__BN563_01572
ERR1913222.1901249__1.1901249	42817__U3GZV0__CARG_08000
ERR1913222.1901271__1.1901271	853__A0A3E2U7E6__ERS852582_01640
ERR1913222.1901987__1.1901987	1262959__R5YVJ9__BN680_01667
ERR1913222.1902289__1.1902289	45851__D4RWP4__BHV86_06190
ERR1913222.1902363__1.1902363	33043__A0A174H5E3__ERS852400_02880
ERR1913222.1902403__1.1902403	39485__A0A174ZKZ4__spoIIQ_1
ERR1913222.1902516__1.1902516	147207__adhE_1
ERR1913222.1902534__1.1902534	46503__B7B776__DXB85_00355
ERR1913222.1902547__1.1902547	1262760__R5L7M6__BN758_01020
ERR1913222.1902651__1.1902651	45851__D4RWC5__BHV86_07005
ERR1913222.1902664__1.1902664	45851__D4S247__BUTYVIB_02169
ERR1913222.1902682__1.1902682	45851__D4RWC5__BHV86_07005
ERR1913222.1902911__1.1902911	1262961__R6DWQ2__BN710_01824
