ERR1913162.17__1.17	239935__R6JD78__CXU05_09250
ERR1913162.934108__1.934108	1262869__R7CRJ0__BN625_01726
ERR1913162.934207__1.934207	39496__A5Z5I2__EUBVEN_00963
ERR1913162.934600__1.934600	1263006__R6LU28__BN515_01365
ERR1913162.934635__1.934635	239935__A0A2N8IYM5__CXT84_05130
ERR1913162.934733__1.934733	214856__A0A173XTZ8__ERS852447_00498
ERR1913162.934740__1.934740	1550024__A0A0D8J0U7__ASJ35_13230
ERR1913162.934828__1.934828	823__D0TAX5__HMPREF1075_01064
ERR1913162.935001__1.935001	1262992__R5DCV6__BN795_00412
ERR1913162.935094__1.935094	1235835__R9LCU2__C814_02677
ERR1913162.935173__1.935173	820__A0A139K5A6__DXB48_12175
ERR1913162.935372__1.935372	328814__GCA_004558275.1_00288
ERR1913162.935420__1.935420	1262869__R7CUK0__BN625_00521
ERR1913162.935486__1.935486	239935__R6JCH3__CXT95_08205
ERR1913162.935862__1.935862	39485__C4Z1Y9__EUBELI_00143
ERR1913162.936053__1.936053	216816__E8MW20__DD674_07905
ERR1913162.936093__1.936093	1235835__R9LCU2__C814_02677
ERR1913162.936059__1.936059	47678__R5U2X1__ERS852494_00033
ERR1913162.936108__1.936108	239935__A0A2N8INZ4__CXU08_03560
ERR1913162.936130__1.936130	1262882__R5MM69__BN519_00075
ERR1913162.936329__1.936329	1262869__R7CTX9__BN625_00495
ERR1913162.936338__1.936338	823__D0TDY6__DHP27_09090
ERR1913162.936500__1.936500	823__D0T9Q9__M095_2648
ERR1913162.936957__1.936957	410072__C0B543__DXD67_15070
ERR1913162.936927__1.936927	1262869__R7CU80__BN625_00417
ERR1913162.936935__1.936935	239935__R6J4Y4__CXU17_09810
ERR1913162.936992__1.936992	745368__A0A1T4XKD6__SAMN02745178_01942
ERR1913162.937056__1.937056	1262882__R5N1L4__BN519_00757
ERR1913162.937117__1.937117	820__A0A174LJB2__HMPREF1072_04112
ERR1913162.937286__1.937286	328814__GCA_004558275.1_00236
ERR1913162.937331__1.937331	1262882__R5N5S3__BN519_00085
ERR1913162.937402__1.937402	239935__A0A2N8I3G2__CXT89_00720
ERR1913162.937806__1.937806	1262882__R5N1N6__BN519_00968
ERR1913162.937886__1.937886	39492__D4JRP0__yetF
ERR1913162.938028__1.938028	1235835__R9LCU2__C814_02677
ERR1913162.938116__1.938116	820__R9I2U8__DXC68_09590
ERR1913162.938088__1.938088	820__A0A139K426__B5G17_09115
ERR1913162.938342__1.938342	1262882__R5MEK3__BN519_00296
ERR1913162.939352__1.939352	823__A0A395YZG9__M092_4358
ERR1913162.939302__1.939302	487175__D9Y3H6__HMPREF9439_00946
ERR1913162.939317__1.939317	1262882__R5N2A9__BN519_00921
ERR1913162.939372__1.939372	2173__A0A1D2WW26__METSMIALI_01077
ERR1913162.939638__1.939638	214856__A0A173XTZ8__ERS852447_00498
ERR1913162.939677__1.939677	328814__GCA_004558275.1_00291
ERR1913162.939793__1.939793	1262924__R7HN51__BN585_01718
ERR1913162.939873__1.939873	29361__B6FKH5__CLONEX_00621
ERR1913162.939902__1.939902	1262869__R7CKH2__BN625_00829
ERR1913162.939927__1.939927	239935__A0A2N8IRL2__CXU06_01170
ERR1913162.939965__1.939965	1262743__R5C054__BN727_01980
ERR1913162.940194__1.940194	100886__A0A174M1X1__CATMIT_00960
ERR1913162.940240__1.940240	1297617__A0A0S2W6G4__IB211_02516c
ERR1913162.940671__1.940671	357276__A0A0M1W657__HMPREF1064_04629
ERR1913162.940736__1.940736	820__A7V470__HMPREF1072_02076
ERR1913162.940808__1.940808	820__A0A3E4W980__M093_3873
ERR1913162.940885__1.940885	1262743__R5C054__BN727_01980
ERR1913162.940923__1.940923	821__A0A3E4HP25__SAMN04487923_102450
ERR1913162.940928__1.940928	821__A0A174MBW9__SAMN04487923_10272
ERR1913162.941100__1.941100	28116__A0A1Y4PHM7__DXA80_25130
ERR1913162.941620__1.941620	1235790__S0J8L6__C805_00148
ERR1913162.941858__1.941858	821__A0A0P0LJ37__DXB82_14270
ERR1913162.942003__1.942003	1262992__R5DCV6__BN795_00412
ERR1913162.942109__1.942109	410072__C0B801__mucD
ERR1913162.942121__1.942121	239935__A0A2N8HDT1__CXT94_05270
ERR1913162.942251__1.942251	1262882__R5N1R4__BN519_00788
ERR1913162.942516__1.942516	820__A0A396CMY7__HMPREF1072_03009
ERR1913162.942680__1.942680	239935__A0A2N8ITX2__CXT86_11265
ERR1913162.942708__1.942708	1550024__G9RT62__ASJ35_10800
ERR1913162.942786__1.942786	1262882__R5MHQ8__BN519_00707
ERR1913162.942882__1.942882	1262882__R5MSX6__BN519_01697
ERR1913162.942992__1.942992	1262882__R5N1R4__BN519_00788
ERR1913162.943039__1.943039	1160721__R6SW95__BHW50_08895
ERR1913162.943095__1.943095	328814__GCA_004558275.1_01621
ERR1913162.943163__1.943163	328814__GCA_004558275.1_02025
ERR1913162.943295__1.943295	1262882__R5MNC1__BN519_00818
ERR1913162.943470__1.943470	1262882__R5MND9__BN519_00831
ERR1913162.944037__1.944037	823__D0TBY4__M090_0431
ERR1913162.944116__1.944116	1262882__R5MDR8__BN519_00124
ERR1913162.944295__1.944295	410072__A0A3E4GN60__truA
ERR1913162.944440__1.944440	214856__I3YPR5__ERS852447_01364
ERR1913162.944422__1.944422	357276__A0A076IRX4__ABI39_13585
ERR1913162.944498__1.944498	1262869__R7CR03__BN625_01769
ERR1913162.944617__1.944617	1262869__R7CQI7__BN625_01450
ERR1913162.944958__1.944958	28116__E5C5U2__HMPREF2532_02418
ERR1913162.945151__1.945151	39492__D4JVC7__yfgF
ERR1913162.945477__1.945477	28128__A0A133QQF4__HMPREF3226_00089
ERR1913162.945492__1.945492	239935__A0A139TPD4__CXT86_06450
ERR1913162.945620__1.945620	1262803__R6NL95__BN649_00814
ERR1913162.945817__1.945817	544645__A0A3E4T7C6__DXC42_09005
ERR1913162.946219__1.946219	1262938__R5FD41__BN812_00031
ERR1913162.946302__1.946302	100884__E7GFH3__HMPREF9488_03516
ERR1913162.946323__1.946323	28116__A7M018__M089_5540
ERR1913162.946588__1.946588	1262882__R5MLA4__BN519_01536
ERR1913162.946597__1.946597	246787__A0A3D6AQP8__AA416_04153
ERR1913162.946616__1.946616	1262882__R5MZZ3__BN519_00482
ERR1913162.946655__1.946655	1897011__A0A1Q6RFG3__BHW41_03700
ERR1913162.946794__1.946794	1235835__R9LCU2__C814_02677
ERR1913162.946905__1.946905	28116__D4WLZ3__C5Z02_24105
ERR1913162.947008__1.947008	1683__A0A126SUE9__BIFANG_03659
ERR1913162.947105__1.947105	328814__GCA_004558275.1_00294
ERR1913162.947200__1.947200	216816__E8MVM4__APC1480_1562
ERR1913162.947318__1.947318	1150298__A0A174PC05__ERS852498_00682
ERR1913162.947377__1.947377	28116__A0A1G8H1M8__DXF98_11065
ERR1913162.947537__1.947537	301301__G2T5V7__RHOM_15795
ERR1913162.947568__1.947568	239935__A0A2N8IVR0__CXT87_07115
ERR1913162.947722__1.947722	239935__A0A2N8HW65__CXU09_08515
ERR1913162.947732__1.947732	1550024__A0A0W7TN61__ASJ35_14460
ERR1913162.947826__1.947826	239935__A0A139TPG3__CXT86_08810
ERR1913162.948141__1.948141	820__A0A139KHX1__HMPREF2141_00289
ERR1913162.948117__1.948117	821__A0A0P0M4G3__M099_3092
ERR1913162.948146__1.948146	1379702__U6EE28__MBMB1_1515
ERR1913162.948178__1.948178	239935__A0A139TQT9__Amuc_1197
ERR1913162.948186__1.948186	46503__R6WX12__DXB85_11560
ERR1913162.948485__1.948485	239935__A0A2N8IKW7__pstA
ERR1913162.948500__1.948500	1263005__R6ENA8__BN497_01487
ERR1913162.948548__1.948548	28117__B0MXG8__ALIPUT_01814
ERR1913162.948552__1.948552	28118__R6F4F9__Odosp_1027
ERR1913162.948577__1.948577	1603888__A0A133SJQ2__HMPREF3201_00575
ERR1913162.948712__1.948712	28116__A0A1Y4Q112__evgS_13
ERR1913162.948695__1.948695	1297617__A0A0S2W7T0__C7373_108105
ERR1913162.948771__1.948771	1550024__A0A0D8IY45__ASJ35_05575
ERR1913162.948819__1.948819	820__A0A3E4PYB0__yejM
ERR1913162.948828__1.948828	1262882__R5MEN9__BN519_00201
ERR1913162.948935__1.948935	214856__A0A173YDP1__ERS852559_00120
ERR1913162.949046__1.949046	357276__A0A1Y3Z6X3__GV66_07715
ERR1913162.949562__1.949562	239935__A0A2N8HZW2__A4V05_11120
ERR1913162.949566__1.949566	328814__GCA_004558275.1_00235
ERR1913162.949627__1.949627	384639__GCA_003096855.1_01192
ERR1913162.949660__1.949660	1262882__R5MGS8__BN519_00565
ERR1913162.949737__1.949737	239935__A0A2N8I1R3__CXU05_06075
ERR1913162.949749__1.949749	239935__A0A2N8IF99__lpdA
ERR1913162.949854__1.949854	47678__R5U948__ERS852494_02962
ERR1913162.949947__1.949947	47678__R5U7L8__DXB67_16595
ERR1913162.950348__1.950348	328814__GCA_004558275.1_02025
ERR1913162.950516__1.950516	544644__GCA_001915615.1_01915
ERR1913162.950665__1.950665	239935__A0A2N8IMC3__CXT96_03840
ERR1913162.951044__1.951044	821__A0A395UNT8__DXD64_15275
ERR1913162.951058__1.951058	1160721__A0A1C6JFS8__RBI_I00359
ERR1913162.951108__1.951108	1262882__R5N532__BN519_01420
ERR1913162.951316__1.951316	1550024__A0A0D8J0Y8__ASJ35_08680
ERR1913162.951433__1.951433	410072__A0A173SR68__ERS852525_01153
ERR1913162.951541__1.951541	28117__R7JPX7__BHV66_00900
ERR1913162.951661__1.951661	1235835__R9LCU2__C814_02677
ERR1913162.951662__1.951662	357276__C3R9Y0__HMPREF1064_01889
ERR1913162.951747__1.951747	47678__R5U7X8__C5Z00_18270
ERR1913162.951833__1.951833	1262882__R5N587__BN519_01643
ERR1913162.951894__1.951894	1550024__A0A3B9WG46__ASJ35_14590
ERR1913162.951910__1.951910	1160721__R6THG6__RBI_I00012
ERR1913162.951924__1.951924	154046__A0A174N8L5__DWX31_05830
ERR1913162.951943__1.951943	1683__C4FGU5__BIANG_0917
ERR1913162.952066__1.952066	46503__R6Y0Q3__DCY29_15880
ERR1913162.952103__1.952103	818__Q8A3I3__HMPREF2534_00068
ERR1913162.952182__1.952182	239935__A0A2N8IMD6__CXU03_05585
ERR1913162.952315__1.952315	1262869__R7CPH9__BN625_01415
ERR1913162.952330__1.952330	1262882__R5N3H1__BN519_01121
ERR1913162.952338__1.952338	40518__R5DU92__DXD93_03170
ERR1913162.952684__1.952684	1550024__A0A0D8J3J4__TQ39_01275
ERR1913162.952719__1.952719	1262882__R5MGX3__BN519_00046
ERR1913162.952780__1.952780	29361__B6FRT6__CLONEX_02860
ERR1913162.953066__1.953066	1262869__R7CV70__BN625_00699
ERR1913162.953503__1.953503	818__A0A2J6AAA9__NCTC10582_00162
ERR1913162.953602__1.953602	1262882__R5MEN9__BN519_00201
ERR1913162.953728__1.953728	328814__GCA_004558275.1_00036
ERR1913162.953761__1.953761	1432052__A0A1E3UN84__BEI59_04105
ERR1913162.954121__1.954121	1378168__V2YA11__N510_02528
ERR1913162.954175__1.954175	1262869__R7CTU1__BN625_00702
ERR1913162.954413__1.954413	821__A0A173XDD3__DXB82_17180
ERR1913162.954967__1.954967	33043__D5HJ22__ERS852575_02302
ERR1913162.955245__1.955245	239935__A0A2N8IRL2__CXU06_01170
ERR1913162.955295__1.955295	387090__S0F8B2__BACCOPRO_02129
ERR1913162.955414__1.955414	29361__B6FKH5__CLONEX_00621
ERR1913162.955469__1.955469	2173__A0A1D2WSY5__METSMIF1_03017
ERR1913162.955471__1.955471	823__D0TAX5__HMPREF1075_01064
ERR1913162.955726__1.955726	1262869__R7CQK4__BN625_01693
ERR1913162.955807__1.955807	239935__A0A139TPD8__CXU12_11015
ERR1913162.956008__1.956008	820__A0A173W419__DXC68_17760
ERR1913162.956346__1.956346	1262743__R5C054__BN727_01980
ERR1913162.956384__1.956384	821__A0A396F1N0__M099_1553
ERR1913162.956448__1.956448	818__A0A139L1D5__BT_2967
ERR1913162.956515__1.956515	1262882__R5N3H1__BN519_01121
ERR1913162.956607__1.956607	1263005__R6EQI9__BN497_00072
ERR1913162.956654__1.956654	1550024__G9RZ38__ASJ35_12765
ERR1913162.956814__1.956814	821__A0A396FEL8__C5Z04_06030
ERR1913162.957136__1.957136	214856__I3YPP9__Alfi_2707
ERR1913162.957171__1.957171	1262869__R7CTU1__BN625_00702
ERR1913162.957215__1.957215	1262882__R5N4D8__BN519_01497
ERR1913162.957364__1.957364	1550024__G9RTA6__TQ39_10970
ERR1913162.957483__1.957483	239935__A0A139TPG3__CXT86_08810
ERR1913162.957493__1.957493	239935__B2URG6__CXU02_00030
ERR1913162.957675__1.957675	239935__A0A2N8HB50__CXU17_02615
ERR1913162.958104__1.958104	1262882__R5MND9__BN519_00831
ERR1913162.958300__1.958300	821__E5UY21__C800_02204
ERR1913162.958326__1.958326	239935__A0A139TMG9__CXU07_10650
ERR1913162.958572__1.958572	214856__R5UN64__ERS852447_02669
ERR1913162.958517__1.958517	1160721__W0U2T9__BHW50_11050
ERR1913162.958711__1.958711	1262785__R6LW19__BN565_02355
ERR1913162.958891__1.958891	214856__R6XNE7__ERS852447_02267
ERR1913162.958934__1.958934	28116__A0A1Y4Q112__evgS_13
ERR1913162.959043__1.959043	1262882__R5N1L4__BN519_00757
ERR1913162.959088__1.959088	239935__R6JCH3__CXT95_08205
ERR1913162.959166__1.959166	40518__R5DR72__RBL236_02110
ERR1913162.959305__1.959305	239935__A0A3F3K985__CXT98_05805
ERR1913162.959674__1.959674	821__E5UY21__C800_02204
ERR1913162.959779__1.959779	357276__E5UTL1__HMPREF1065_03551
ERR1913162.959944__1.959944	1262869__R7CLV2__BN625_01058
ERR1913162.960014__1.960014	1862668__GCA_001945525.1_00031
ERR1913162.960149__1.960149	1262882__R5MQ68__BN519_01178
ERR1913162.960273__1.960273	1262992__R5D2Z2__BN795_00316
ERR1913162.960284__1.960284	214856__R6Z7Q9__ERS852447_02172
ERR1913162.960302__1.960302	239935__A0A2N8HT18__CXT93_06135
ERR1913162.960512__1.960512	820__A0A3E5BMG9__DXD40_05130
ERR1913162.960534__1.960534	28116__A0A1G8H1M8__DXF98_11065
ERR1913162.960583__1.960583	46503__R6X275__DD461_10840
ERR1913162.960657__1.960657	820__A0A174M9V5__M093_0237
ERR1913162.960712__1.960712	1262882__R5MGK3__BN519_00655
ERR1913162.960848__1.960848	1897011__A0A1Q6RG62__BHW41_02455
ERR1913162.960906__1.960906	239935__R7DVW2__CXU02_03915
ERR1913162.961010__1.961010	214856__A0A173XXB0__ERS852559_00248
ERR1913162.961680__1.961680	328814__GCA_004558275.1_01621
ERR1913162.961649__1.961649	1262882__R5MK82__BN519_00260
ERR1913162.961972__1.961972	40518__R5E2Z2__DXD93_09295
ERR1913162.962020__1.962020	239935__A0A2N8I390__CXU16_10675
ERR1913162.962038__1.962038	820__A0A396EUU8__luxQ_3
ERR1913162.962047__1.962047	40518__R5DS23__DXD86_01715
ERR1913162.962103__1.962103	1262882__R5MRS7__BN519_01490
ERR1913162.962154__1.962154	291645__I9SGK8__HMPREF1068_00004
ERR1913162.962168__1.962168	239935__A0A2N8I791__CXT99_09415
ERR1913162.962107__1.962107	28117__B0MXW9__ALIPUT_01981
ERR1913162.962120__1.962120	1262882__R5MYS9__BN519_00290
ERR1913162.962231__1.962231	301301__A0A395VAM3__yfiN_2
ERR1913162.962747__1.962747	328814__GCA_004558275.1_01621
ERR1913162.962771__1.962771	28118__F9ZAE1__DF785_04930
ERR1913162.962875__1.962875	823__E1YT73__NCTC11152_02675
ERR1913162.962891__1.962891	357276__B6VUQ5__B5F00_10940
ERR1913162.963002__1.963002	818__Q8A0R7__ERS852461_00039
ERR1913162.963173__1.963173	1034346__A0A3C0DGI6__DES51_10935
ERR1913162.963293__1.963293	1262882__R5MJM8__BN519_01064
ERR1913162.963368__1.963368	239935__A0A139TPD4__CXT86_06450
ERR1913162.963560__1.963560	821__D4VD59__BHV80_04260
ERR1913162.963704__1.963704	214856__R6YD52__ERS852447_02171
ERR1913162.963705__1.963705	214856__A0A174FWM7__ERS852559_00590
ERR1913162.963718__1.963718	823__A0A073I5R7__cloSI
ERR1913162.963740__1.963740	239935__A0A2N8HDT1__CXT94_05270
ERR1913162.963889__1.963889	239935__A0A2N8HBM4__CXT85_06270
ERR1913162.963847__1.963847	1262869__R7CRV8__BN625_00418
ERR1913162.963855__1.963855	2173__A0A1D2WRI1__BK798_01230
ERR1913162.963916__1.963916	357276__A0A076IN30__DXD47_09350
ERR1913162.964019__1.964019	821__A0A174AYT0__DXC02_03530
ERR1913162.964024__1.964024	239935__A0A2N8I1R3__CXU05_06075
ERR1913162.964102__1.964102	28116__A0A1Y4Q112__evgS_13
ERR1913162.964254__1.964254	214856__A0A174ZLY7__ERS852447_02456
ERR1913162.964618__1.964618	1262882__R5MFM2__BN519_00460
ERR1913162.964638__1.964638	154046__A0A374P7D5__DXB08_18740
ERR1913162.964651__1.964651	556259__E5C690__BSGG_1431
ERR1913162.965120__1.965120	1262882__R5N1R4__BN519_00788
ERR1913162.965137__1.965137	1550024__G9RTA6__TQ39_10970
ERR1913162.965279__1.965279	823__A0A073IAS1__M091_0201
ERR1913162.965344__1.965344	820__A0A396EXA7__DXB37_15530
ERR1913162.965401__1.965401	47678__R5UME6__BACCAC_01239
ERR1913162.965508__1.965508	239935__A0A2N8ITX2__CXT86_11265
ERR1913162.965542__1.965542	39492__D4JTG7__EUBSIR_00572
ERR1913162.965557__1.965557	2292352__A0A374UNZ9__DXC23_01520
ERR1913162.965655__1.965655	1262869__R7CUK0__BN625_00521
ERR1913162.965694__1.965694	328814__GCA_004558275.1_00036
ERR1913162.965718__1.965718	239935__A0A2N8I694__CXU04_06245
ERR1913162.965771__1.965771	818__A0A2J6AAA9__NCTC10582_00162
ERR1913162.965794__1.965794	1262882__R5MFY4__BN519_00529
ERR1913162.966390__1.966390	239935__A0A2N8HL14__CXT98_09285
ERR1913162.966394__1.966394	1550024__A0A3B9WKW6__TQ39_07780
ERR1913162.966798__1.966798	239935__A0A2N8HAQ1__DEF40_05290
ERR1913162.966882__1.966882	328814__GCA_004558275.1_01620
ERR1913162.967269__1.967269	328814__GCA_004558275.1_00290
ERR1913162.967307__1.967307	1034346__A0A3C0DHE7__DES51_105270
ERR1913162.967322__1.967322	1262992__R5DCV6__BN795_00412
ERR1913162.967404__1.967404	46503__R6X0F0__DD461_05620
ERR1913162.967431__1.967431	1099853__G9S3X9__NSB1T_04035
ERR1913162.967470__1.967470	2173__R7PS55__BK798_05180
ERR1913162.967516__1.967516	39492__D4JQU2__EUBSIR_01294
ERR1913162.967535__1.967535	214856__R6YD52__ERS852447_02171
ERR1913162.967577__1.967577	28118__F9ZB36__B5F99_17235
ERR1913162.967662__1.967662	47678__A5ZEA3__ERS852558_00257
ERR1913162.967671__1.967671	239935__A0A2N8HQR1__Amuc_0287
ERR1913162.967820__1.967820	410072__C0B9X3__ERS852481_01672
ERR1913162.967978__1.967978	1262882__R5MGI7__BN519_00643
ERR1913162.968044__1.968044	1262882__R5MKV8__BN519_01281
ERR1913162.968176__1.968176	214856__A0A174ZEF7__mboIIM_1
ERR1913162.968327__1.968327	1262882__R5MEW7__BN519_00010
ERR1913162.968502__1.968502	823__A0A355XIK0__CEQ22_011965
ERR1913162.968714__1.968714	46503__R6Y449__ERS852463_00137
ERR1913162.968718__1.968718	1262882__R5N1T9__BN519_00804
ERR1913162.968769__1.968769	817__A0A1C0WW19__macB_12
ERR1913162.968802__1.968802	28117__B0MWC6__BHV66_00965
ERR1913162.968934__1.968934	39485__A0A174ZKZ4__spoIIQ_1
ERR1913162.969125__1.969125	39496__A5Z5I2__EUBVEN_00963
ERR1913162.969273__1.969273	239935__A0A2N8HW65__CXU09_08515
ERR1913162.969599__1.969599	214856__I3YPR6__Alfi_2724
ERR1913162.969648__1.969648	410072__A0A3E4GPR9__ERS852481_01341
ERR1913162.969673__1.969673	1262882__R5MFY4__BN519_00529
ERR1913162.969788__1.969788	821__A0A0P0M2J4__DXD46_10295
ERR1913162.969797__1.969797	1235835__R9LCU2__C814_02677
ERR1913162.969812__1.969812	28118__F9Z7E2__NCTC10826_02531
ERR1913162.970159__1.970159	360807__C0FPV8__RIL183_29891
ERR1913162.970439__1.970439	1683__C4FGU5__BIANG_0917
ERR1913162.970490__1.970490	1262882__R5MQ68__BN519_01178
ERR1913162.971022__1.971022	671267__R9I7B5__C802_04018
ERR1913162.971300__1.971300	239935__A0A139TMG9__CXU07_10650
ERR1913162.971474__1.971474	823__A0A355XJ56__DDY96_07685
ERR1913162.971529__1.971529	820__A0A139JY23__B5G17_06330
ERR1913162.972169__1.972169	1235835__R9LCU2__C814_02677
ERR1913162.972367__1.972367	214856__R6Y6H8__ERS852447_01719
ERR1913162.972517__1.972517	239935__A0A2N8J2P6__ADH72_06730
ERR1913162.972631__1.972631	1262992__R5DA07__BN795_01576
ERR1913162.972690__1.972690	239935__B2UNC5__B5G29_07685
ERR1913162.972996__1.972996	821__A6L0C7__ERS852556_03520
ERR1913162.973151__1.973151	239935__A0A139TT05__CXU09_03335
ERR1913162.973386__1.973386	1262882__R5N511__BN519_01592
ERR1913162.973540__1.973540	1897011__A0A1Q6RJ96__BHW41_00350
ERR1913162.974058__1.974058	28116__C3QMW5__M089_4133
ERR1913162.974026__1.974026	74426__nifJ
ERR1913162.974182__1.974182	1897011__A0A1Q6RH97__BHW41_01945
ERR1913162.974342__1.974342	357276__A0A0M1W657__HMPREF1064_04629
ERR1913162.974431__1.974431	1550024__G9RX76__ASJ35_12355
ERR1913162.974445__1.974445	1683__A0A126SUE9__BIFANG_03659
ERR1913162.974525__1.974525	239935__A0A2N8I1R3__CXU05_06075
ERR1913162.974722__1.974722	1263006__R6LU28__BN515_01365
ERR1913162.974794__1.974794	1262882__R5MYP8__BN519_00439
ERR1913162.975034__1.975034	357276__I9RAC4__BSEG_00561
ERR1913162.975059__1.975059	387090__S0FDJ4__BACCOPRO_03775
ERR1913162.975159__1.975159	1897011__A0A1Q6RG37__BHW41_02405
ERR1913162.975358__1.975358	239935__A0A2N8I3G2__CXT89_00720
ERR1913162.975419__1.975419	239935__A0A2N8HUU6__CXT90_06150
ERR1913162.975759__1.975759	1034346__A0A3C0DGX7__DES51_11114
ERR1913162.975817__1.975817	239935__A0A2N8I365__CXU20_11690
ERR1913162.975878__1.975878	1550024__G9RNN4__ASJ35_08335
ERR1913162.975909__1.975909	301301__A0A174G0R7__RHOM_09270
ERR1913162.975983__1.975983	187326__E2ZBP1__HMPREF9429_00873
ERR1913162.976206__1.976206	39490__U2PIQ8__ERS852448_02846
ERR1913162.976208__1.976208	823__A0A174UI22__CF162_13840
ERR1913162.976315__1.976315	1683__C4FGU5__BIANG_0917
ERR1913162.976384__1.976384	821__E5UPR6__SAMN04487923_101768
ERR1913162.976493__1.976493	357276__A0A076IN30__DXD47_09350
ERR1913162.976530__1.976530	328814__GCA_004558275.1_02030
ERR1913162.976632__1.976632	1262889__R7HCM3__BN634_01536
ERR1913162.976828__1.976828	39485__C4Z434__tilS
ERR1913162.976914__1.976914	239935__R7E524__CXT91_06180
ERR1913162.977109__1.977109	39485__R6AKA4__rssA
ERR1913162.977117__1.977117	239935__A0A139TT05__CXU09_03335
ERR1913162.977118__1.977118	301302__A0A0M6W9I4__M72_19871
ERR1913162.977164__1.977164	301301__G2T0P1__RHOM_03005
ERR1913162.977184__1.977184	239935__A0A2N8IMD6__CXU03_05585
ERR1913162.977281__1.977281	239935__A0A2N8I9P4__CXT85_05050
ERR1913162.977433__1.977433	1550024__A0A3B9WIA4__TQ39_14495
ERR1913162.977760__1.977760	28116__A7LS06__HMPREF2532_04668
ERR1913162.977951__1.977951	1262882__R5N3H1__BN519_01121
ERR1913162.978005__1.978005	357276__B6W5Q9__HMPREF1063_03125
ERR1913162.978069__1.978069	328814__GCA_004558275.1_00035
ERR1913162.978254__1.978254	1262882__R5MLP5__BN519_01602
ERR1913162.978356__1.978356	357276__C3RA36__HMPREF1065_03270
ERR1913162.978431__1.978431	1262869__R7CN33__BN625_01339
ERR1913162.978462__1.978462	1262869__R7CQG9__BN625_01583
ERR1913162.978970__1.978970	1550024__A0A0D8IU01__TQ39_19670
ERR1913162.979066__1.979066	239935__A0A2N8HUU6__CXT90_06150
ERR1913162.979312__1.979312	239935__R6J9Y2__CXT85_07000
ERR1913162.979839__1.979839	1262882__R5MHZ2__BN519_00742
ERR1913162.979888__1.979888	239935__A0A2N8ITX2__CXT86_11265
ERR1913162.980233__1.980233	357276__I9QPN3__EL88_09245
ERR1913162.980268__1.980268	1262882__R5MND9__BN519_00831
ERR1913162.980479__1.980479	1262869__R7CNL6__BN625_01290
ERR1913162.980604__1.980604	821__A0A174K302__CUU_3129
ERR1913162.980856__1.980856	1262882__R5MIY9__BN519_01097
ERR1913162.981358__1.981358	1262869__R7CNL6__BN625_01290
ERR1913162.981527__1.981527	823__A0A355XN73__DXC05_07000
