ERR1913014.505__1.505	487174__K0WU53__DDY40_07650
ERR1913014.4225841__1.4225841	239935__A0A2N8HPG4__CXU16_03730
ERR1913014.4225952__1.4225952	818__A0A174TT69__SAMN02910322_02680
ERR1913014.4225942__1.4225942	1262989__R6YJL6__BN815_00943
ERR1913014.4226102__1.4226102	40518__R5E550__aroK
ERR1913014.4226181__1.4226181	820__A0A3E4W9D9__B5G17_12400
ERR1913014.4226254__1.4226254	246787__R6KBH9__HMPREF1062_04676
ERR1913014.4226315__1.4226315	820__A0A174GYA8__DXB64_07370
ERR1913014.4226405__1.4226405	1262986__R5ZYE0__BN492_00151
ERR1913014.4226522__1.4226522	239935__A0A2N8HB50__CXU17_02615
ERR1913014.4226615__1.4226615	820__A0A139KJ23__celCCA
ERR1913014.4226638__1.4226638	823__A0A355XJT5__ERS852429_03504
ERR1913014.4226672__1.4226672	818__C6IEV5__ERS852430_00644
ERR1913014.4226819__1.4226819	853__A0A2A7B9I6__DW855_13690
ERR1913014.4226848__1.4226848	820__A0A173YYG4__evgS_3
ERR1913014.4226887__1.4226887	821__A0A174NM17__lacZ_6
ERR1913014.4226907__1.4226907	1547__H1AM98__DW242_12225
ERR1913014.4226966__1.4226966	239935__A0A2N8IAZ5__xseA
ERR1913014.4226968__1.4226968	28117__B0N007__BHV66_10275
ERR1913014.4227104__1.4227104	820__A0A139K337__ERS852459_02375
ERR1913014.4227187__1.4227187	820__A0A3E4WCC2__lptB_1
ERR1913014.4227289__1.4227289	357276__I9QBT7__BSEG_03340
ERR1913014.4227393__1.4227393	1262989__R6YQI0__BN815_02023
ERR1913014.4227440__1.4227440	239935__A0A2N8ITX2__CXT86_11265
ERR1913014.4227500__1.4227500	246787__A0A3D6B0I1__BcellWH2_03253
ERR1913014.4227580__1.4227580	818__A0A174RFL1__ERS852511_03380
ERR1913014.4227667__1.4227667	40518__R5E304__thiT
ERR1913014.4227642__1.4227642	820__A0A396EWL3__ERS417307_03868
ERR1913014.4227729__1.4227729	818__A0A2J6AED2__C5Z03_02940
ERR1913014.4227889__1.4227889	310298__B3JQJ5__BACCOP_04231
ERR1913014.4227967__1.4227967	208479__R5FK50__HMPREF1095_04662
ERR1913014.4228025__1.4228025	818__A0A139K1T6__SAMN05216253_11033
ERR1913014.4228034__1.4228034	820__A0A174TRB5__DXD40_11305
ERR1913014.4228310__1.4228310	820__A0A174R952__DXB48_02570
ERR1913014.4228321__1.4228321	28117__B0MXR1__BHV66_08035
ERR1913014.4228427__1.4228427	292800__A0A1C7FMP9__ADH75_14350
ERR1913014.4228431__1.4228431	820__A0A174G065__DXB62_08975
ERR1913014.4228444__1.4228444	2108523__A0A2P2F214__LAWASA_27
ERR1913014.4228647__1.4228647	487175__R5ZWS3__HMPREF9439_00648
ERR1913014.4228695__1.4228695	821__A0A0P0M6M0__M097_4734
ERR1913014.4228762__1.4228762	820__R7E9Z4__DXC68_06065
ERR1913014.4228940__1.4228940	357276__B6W1J2__BACDOR_03380
ERR1913014.4228964__1.4228964	871327__A0A1H5WNU7__SAMN05444001_11221
ERR1913014.4228965__1.4228965	239935__A0A139TPD8__CXU12_11015
ERR1913014.4229190__1.4229190	820__A0A3E4W9D9__B5G17_12400
ERR1913014.4229379__1.4229379	246787__A0A3D6B0I1__BcellWH2_03253
ERR1913014.4229430__1.4229430	820__A0A174CG08__DXB62_13215
ERR1913014.4229541__1.4229541	246787__R6K7I2__BcellWH2_03256
ERR1913014.4229542__1.4229542	47678__R5U8Y1__BACCAC_02615
ERR1913014.4229596__1.4229596	28118__R6F9B8__Odosp_3480
ERR1913014.4229627__1.4229627	357276__B6W1J2__BACDOR_03380
ERR1913014.4229651__1.4229651	28118__F9ZBV2__NCTC10826_00352
ERR1913014.4229678__1.4229678	818__A0A3E5GYI4__NCTC10582_00013
ERR1913014.4229863__1.4229863	821__A0A174JYD3__ERS852457_02610
ERR1913014.4229932__1.4229932	818__Q8A112__BT_3859
ERR1913014.4229976__1.4229976	821__A6L0C7__ERS852556_03520
ERR1913014.4230015__1.4230015	28117__B0MTY2__BHV66_06485
ERR1913014.4230027__1.4230027	821__D4VC51__M099_1508
ERR1913014.4230028__1.4230028	820__A0A3E4VZT7__DXB48_16145
ERR1913014.4230098__1.4230098	239935__A0A2N8IAY7__CXU13_02935
ERR1913014.4230234__1.4230234	821__A0A174JYD3__ERS852457_02610
ERR1913014.4230245__1.4230245	33025__A0A395J947__C8D73_11315
ERR1913014.4230260__1.4230260	818__A0A3E5HDS4__BJP75_002620
ERR1913014.4230311__1.4230311	1501391__GCA_000786575.1_00072
ERR1913014.4230389__1.4230389	84112__F0HRI9__Elen_1816
ERR1913014.4230442__1.4230442	310298__B3JII2__BACCOP_01694
ERR1913014.4230431__1.4230431	246787__A0A3D6AZF8__BACCELL_02529
ERR1913014.4230432__1.4230432	28117__B0MTV0__BHV66_06395
ERR1913014.4230492__1.4230492	214856__A0A174ZLX0__ERS852559_00738
ERR1913014.4230518__1.4230518	820__A0A3E4G826__C801_01612
ERR1913014.4230591__1.4230591	821__A0A173XDD3__DXB82_17180
ERR1913014.4230597__1.4230597	820__A7VAR9__ERS852421_00197
ERR1913014.4230671__1.4230671	820__A0A174G065__DXB62_08975
ERR1913014.4230719__1.4230719	239935__A0A139TSG7__CXU17_09600
ERR1913014.4230859__1.4230859	214856__R6XUN2__rcsC_1
ERR1913014.4230886__1.4230886	214856__A0A174ZLX0__ERS852559_00738
ERR1913014.4230944__1.4230944	1262700__R5YA16__BN695_01668
ERR1913014.4230978__1.4230978	47678__R5UES3__CGC64_00760
ERR1913014.4230979__1.4230979	556259__E5CB59__BSGG_2608
ERR1913014.4230997__1.4230997	40519__U2KYP1__RUMCAL_00200
ERR1913014.4231064__1.4231064	371601__D7J0R3__SAMN04487924_11751
ERR1913014.4231187__1.4231187	820__A0A139JV05__B5G17_18125
ERR1913014.4231193__1.4231193	239935__A0A2N8IIB9__CXU04_01970
ERR1913014.4231285__1.4231285	818__Q8A3I3__HMPREF2534_00068
ERR1913014.4231365__1.4231365	239935__A0A139TPG3__CXT86_08810
ERR1913014.4231415__1.4231415	823__A0A174VBJ5__M091_5021
ERR1913014.4231551__1.4231551	818__A0A139KY34__ERS852461_03898
ERR1913014.4231740__1.4231740	820__A7UYX8__DXD40_11635
ERR1913014.4231781__1.4231781	487174__K0X3V7__DIT83_01400
ERR1913014.4232026__1.4232026	239935__A0A2N8HEH9__CXU07_11710
ERR1913014.4232058__1.4232058	820__A0A174F696__macB_13
ERR1913014.4232166__1.4232166	818__A0A396EBF0__ERS852430_00820
ERR1913014.4232194__1.4232194	820__A0A374QGD2__ERS852421_02382
ERR1913014.4232224__1.4232224	820__A7UYX8__DXD40_11635
ERR1913014.4232268__1.4232268	292800__A0A1C7FV36__A4U99_10420
ERR1913014.4232292__1.4232292	246787__A0A3D6AWM8__BACCELL_01963
ERR1913014.4232314__1.4232314	821__A0A3E4WAR6__DXD64_10735
ERR1913014.4232380__1.4232380	1262700__R5XD02__BN695_01659
ERR1913014.4232492__1.4232492	818__A0A0N7I9H8__ERS852461_00040
ERR1913014.4232530__1.4232530	820__A0A396EUU8__luxQ_3
ERR1913014.4232544__1.4232544	820__A0A139KHD8__ERS417307_00569
ERR1913014.4232624__1.4232624	357276__I9QBT7__BSEG_03340
ERR1913014.4232681__1.4232681	821__D4VD59__BHV80_04260
ERR1913014.4232712__1.4232712	820__A0A174CK74__DXB48_07060
ERR1913014.4232733__1.4232733	239935__A0A139TTZ7__CXU14_07900
ERR1913014.4232781__1.4232781	33025__A0A395JED3__C8D73_101461
ERR1913014.4232797__1.4232797	818__A0A0P0F004__SAMN02910322_02925
ERR1913014.4232805__1.4232805	47678__R5UPG7__C5Z00_18695
ERR1913014.4232850__1.4232850	820__A0A173YYG4__evgS_3
ERR1913014.4232826__1.4232826	239935__A0A2N8HZZ2__CXU19_04895
ERR1913014.4232869__1.4232869	818__D7I8A4__C799_02600
ERR1913014.4232939__1.4232939	33025__A0A395J9R3__C8D73_10817
ERR1913014.4232984__1.4232984	239935__A0A2N8HUU6__CXT90_06150
ERR1913014.4232986__1.4232986	33025__A0A395JEP7__C8D73_10844
ERR1913014.4233031__1.4233031	818__Q8A3A6__Btheta7330_00071
ERR1913014.4233116__1.4233116	821__A6L0C7__ERS852556_03520
ERR1913014.4233154__1.4233154	820__A0A174TRB5__DXD40_11305
ERR1913014.4233164__1.4233164	1150298__A0A174BC67__ERS852498_00837
ERR1913014.4233171__1.4233171	820__A0A1T4IYF4__mprA_1
ERR1913014.4233210__1.4233210	821__A0A174NM17__lacZ_6
ERR1913014.4233265__1.4233265	239935__A0A2N8HL50__CXT98_09135
ERR1913014.4233300__1.4233300	820__R9I2U8__DXC68_09590
ERR1913014.4233323__1.4233323	1262911__R6HN81__BN557_00921
ERR1913014.4233370__1.4233370	246787__R6LCL3__AA416_03522
ERR1913014.4233375__1.4233375	820__A0A174A6K0__M093_0079
ERR1913014.4233457__1.4233457	818__A0A1H7L4U6__BSIG_3287
ERR1913014.4233442__1.4233442	1262743__R5C054__BN727_01980
ERR1913014.4233638__1.4233638	1099853__U5CA60__NSB1T_01535
ERR1913014.4233693__1.4233693	820__A0A1T4IYF4__mprA_1
ERR1913014.4233781__1.4233781	820__R9HP61__DXC91_01090
ERR1913014.4233921__1.4233921	246787__A0A0P0GV75__HMPREF1062_00095
ERR1913014.4234016__1.4234016	871324__A0A1M6C0H7__SAMN05444350_103243
ERR1913014.4234069__1.4234069	1099853__G9S0P5__NSB1T_11890
ERR1913014.4234076__1.4234076	239935__A0A2N8IUW6__Amuc_1525
ERR1913014.4234108__1.4234108	1262700__R5Y7L6__BN695_00886
ERR1913014.4234119__1.4234119	239935__A0A2N8HQY4__CXT99_03170
ERR1913014.4234127__1.4234127	239935__A0A2N8HB50__CXU17_02615
ERR1913014.4234174__1.4234174	818__A0A3E5HDS4__BJP75_002620
ERR1913014.4234243__1.4234243	239935__A0A139TTZ7__CXU14_07900
ERR1913014.4234255__1.4234255	820__A0A3E5E0T0__ERS852554_00312
ERR1913014.4234257__1.4234257	821__A0A174WBC9__ERS852556_03145
ERR1913014.4234264__1.4234264	1262700__R5XDW9__BN695_01259
ERR1913014.4234523__1.4234523	239935__A0A139TSG7__CXU17_09600
ERR1913014.4234530__1.4234530	239935__A0A2N8HT18__CXT93_06135
ERR1913014.4234503__1.4234503	47678__R5U9Z6__HMPREF1061_03205
ERR1913014.4234594__1.4234594	239935__A0A2N8HQQ5__CXU12_06805
ERR1913014.4234746__1.4234746	357276__A0A0K2HJA6__DXD47_07320
ERR1913014.4234809__1.4234809	818__A0A174LEN9__BJP75_006595
ERR1913014.4234819__1.4234819	239935__A0A2N8IUW6__Amuc_1525
ERR1913014.4234830__1.4234830	821__D4V4X2__DXC16_18525
ERR1913014.4234871__1.4234871	357276__B6W1J2__BACDOR_03380
ERR1913014.4234885__1.4234885	292800__A0A1C7FP14__ERS852518_04317
ERR1913014.4234934__1.4234934	820__A0A078S4C2__ERS417307_00828
ERR1913014.4234994__1.4234994	626932__G5H6W0__HMPREF9450_00670
ERR1913014.4235074__1.4235074	28117__R7JIJ8__BHV66_01635
ERR1913014.4235180__1.4235180	47678__R5U7L8__DXB67_16595
ERR1913014.4235197__1.4235197	214856__R6Z3P8__ERS852559_01737
ERR1913014.4235246__1.4235246	239935__A0A139TTZ7__CXU14_07900
ERR1913014.4235344__1.4235344	821__A0A396ER29__ERS852457_02298
ERR1913014.4235329__1.4235329	328814__GCA_004558275.1_00067
ERR1913014.4235334__1.4235334	821__A0A173WG51__BVU_2549
ERR1913014.4235382__1.4235382	818__A0A3E5HZF3__HMPREF2534_03697
ERR1913014.4235454__1.4235454	47678__A5ZH12__DXB67_04890
ERR1913014.4235526__1.4235526	1262743__R5C054__BN727_01980
ERR1913014.4235731__1.4235731	28117__B0MYI9__BHV66_05415
ERR1913014.4235747__1.4235747	818__R6VB25__BSIG_5053
ERR1913014.4235773__1.4235773	487175__R5DYU5__HMPREF9439_02354
ERR1913014.4235901__1.4235901	820__A0A1Q6IDS8__chtA
ERR1913014.4236152__1.4236152	239935__A0A2N8IDX4__CXU20_07380
ERR1913014.4236214__1.4236214	818__A0A3E5H650__C799_01514
ERR1913014.4236241__1.4236241	818__R7KVH8__SAMN02910322_00597
ERR1913014.4236287__1.4236287	818__A0A3E5HWN5__BSIG_3066
ERR1913014.4236290__1.4236290	487174__K0X250__DDY40_03675
ERR1913014.4236331__1.4236331	39492__R6RT40__prkC_3
ERR1913014.4236471__1.4236471	821__A0A3E4XY72__NCTC10583_01067
ERR1913014.4236508__1.4236508	28117__B0MZ50__ALIPUT_02424
ERR1913014.4236518__1.4236518	821__A6L0C7__ERS852556_03520
ERR1913014.4236521__1.4236521	39492__D4JVC7__yfgF
ERR1913014.4236763__1.4236763	821__A0A174MBW9__SAMN04487923_10272
ERR1913014.4236754__1.4236754	239935__A0A2N8IAZ5__xseA
ERR1913014.4236808__1.4236808	818__A0A3E5HDS4__BJP75_002620
ERR1913014.4236860__1.4236860	820__A0A3E4G493__ERS417307_00253
ERR1913014.4236862__1.4236862	818__A0A0N7IB36__BJP75_006465
ERR1913014.4236898__1.4236898	357276__B6VXX7__HMPREF1063_02683
ERR1913014.4236928__1.4236928	246787__E2N7F5__AA416_04404
ERR1913014.4236965__1.4236965	820__A0A3E4VXP2__yesR
ERR1913014.4237037__1.4237037	820__A0A174R952__DXB48_02570
ERR1913014.4237077__1.4237077	818__A0A3E5HDS4__BJP75_002620
ERR1913014.4237189__1.4237189	820__A0A3E4VXP2__yesR
ERR1913014.4237255__1.4237255	239935__R7E4Y3__CXU15_13135
ERR1913014.4237307__1.4237307	239935__A0A2N8HCF5__CXU15_05660
ERR1913014.4237409__1.4237409	2049043__A0A316MSI5__DBY37_09440
ERR1913014.4237455__1.4237455	357276__B6W1J2__BACDOR_03380
ERR1913014.4237473__1.4237473	28117__R7JPX7__BHV66_00900
ERR1913014.4237528__1.4237528	28117__B0MU57__ALIPUT_00175
ERR1913014.4237559__1.4237559	239935__R6JWM7__CXU14_12295
ERR1913014.4237670__1.4237670	28117__B0MUB3__ALIPUT_00727
ERR1913014.4237762__1.4237762	820__A0A174CG08__DXB62_13215
ERR1913014.4237827__1.4237827	820__A0A3E5E0T0__ERS852554_00312
ERR1913014.4237796__1.4237796	556259__E5CF00__BSGG_3866
ERR1913014.4237857__1.4237857	47678__R5UXY0__CGC64_03535
ERR1913014.4237960__1.4237960	239935__A0A2N8IDX4__CXU20_07380
ERR1913014.4238019__1.4238019	100884__E7GEK3__DXB30_07700
ERR1913014.4237999__1.4237999	820__A0A3E4W4Y7__B5G17_02055
ERR1913014.4238002__1.4238002	47678__A5ZHP9__bioD1
ERR1913014.4238092__1.4238092	821__R6F3Y1__SAMN04487923_104318
ERR1913014.4238174__1.4238174	821__R6F3Y1__SAMN04487923_104318
ERR1913014.4238334__1.4238334	239935__R7DVL7__CXT93_01180
ERR1913014.4238385__1.4238385	820__A0A174CG08__DXB62_13215
ERR1913014.4238516__1.4238516	239935__A0A2N8IQU3__CXU22_05890
ERR1913014.4238598__1.4238598	239935__A0A139TMD2__CXU18_02250
ERR1913014.4238617__1.4238617	818__A0A3E5HK02__BSIG_1732
ERR1913014.4238688__1.4238688	820__A0A139JRH8__HMPREF2141_04326
ERR1913014.4238985__1.4238985	239935__A0A2N8I375__menA
ERR1913014.4239011__1.4239011	820__A0A3E4W7J3__DXC07_00330
ERR1913014.4239104__1.4239104	818__A0A139L1D5__BT_2967
ERR1913014.4239174__1.4239174	246787__R6KBH9__HMPREF1062_04676
ERR1913014.4239291__1.4239291	818__A0A139K9H8__C5Z03_23905
ERR1913014.4239273__1.4239273	1099853__U5CKR3__NSB1T_08705
ERR1913014.4239283__1.4239283	820__A0A139KEW8__DXB64_06405
ERR1913014.4239329__1.4239329	28117__B0MWC6__BHV66_00965
ERR1913014.4239348__1.4239348	853__A8S882__C4N23_07600
ERR1913014.4239360__1.4239360	333367__C0D949__CLOSTASPAR_05798
ERR1913014.4239396__1.4239396	239935__A0A139TSG7__CXU17_09600
ERR1913014.4239407__1.4239407	818__Q8A3I3__HMPREF2534_00068
ERR1913014.4239408__1.4239408	487174__K0WXI5__DDY40_07185
ERR1913014.4239430__1.4239430	820__A0A174A6K0__M093_0079
ERR1913014.4239455__1.4239455	1653434__A0A150Y7H0__DWW28_02540
ERR1913014.4239702__1.4239702	246787__A0A3D6AV26__BcellWH2_02579
ERR1913014.4239733__1.4239733	310298__B3JFI7__BACCOP_00636
ERR1913014.4239877__1.4239877	820__A0A3E5E0T0__ERS852554_00312
ERR1913014.4239844__1.4239844	821__A0A395VIK7__BVU_1225
ERR1913014.4239967__1.4239967	818__R6VB25__BSIG_5053
ERR1913014.4239987__1.4239987	2108523__A0A2P2F8F2__LAWASA_2325
ERR1913014.4239988__1.4239988	1522__G1VQX9__CIAN88_03465
ERR1913014.4240025__1.4240025	818__A0A2J6AED2__C5Z03_02940
ERR1913014.4240046__1.4240046	246787__E2N7F5__AA416_04404
ERR1913014.4240097__1.4240097	820__A7V470__HMPREF1072_02076
ERR1913014.4240104__1.4240104	357276__A0A0K2HDP3__IY41_00705
ERR1913014.4240143__1.4240143	1262886__R6QI91__BN563_00800
ERR1913014.4240201__1.4240201	39492__D4JTH4__ERS852540_00702
ERR1913014.4240225__1.4240225	544644__GCA_001915615.1_01859
ERR1913014.4240260__1.4240260	239935__A0A2N8ITW6__CXT91_06265
ERR1913014.4240268__1.4240268	239935__B2URL9__CXU12_02290
ERR1913014.4240425__1.4240425	820__A0A139KHD8__ERS417307_00569
ERR1913014.4240426__1.4240426	1099853__R7DGD2__NSB1T_01240
ERR1913014.4240466__1.4240466	1297617__A0A0S2W2I7__BIV19_00590
ERR1913014.4240503__1.4240503	671267__R9IB12__C802_00696
ERR1913014.4240509__1.4240509	820__A0A139KJ23__celCCA
ERR1913014.4240539__1.4240539	820__A0A374Q854__HMPREF1073_03281
ERR1913014.4240543__1.4240543	29347__B0NDT1__CLOSCI_01609
ERR1913014.4240778__1.4240778	239935__A0A2N8HWQ2__CXU13_01775
ERR1913014.4240807__1.4240807	821__A0A3E4HP25__SAMN04487923_102450
ERR1913014.4240852__1.4240852	820__A0A3E4G826__C801_01612
ERR1913014.4241024__1.4241024	239935__A0A139TSG7__CXU17_09600
ERR1913014.4241089__1.4241089	239935__A0A2N8I3G2__CXT89_00720
ERR1913014.4241153__1.4241153	853__A0A2A7B9I6__DW855_13690
ERR1913014.4241172__1.4241172	818__D7I7V5__BJP75_001030
ERR1913014.4241232__1.4241232	189722__E0NQU7__HMPREF0658_0548
ERR1913014.4241243__1.4241243	820__A0A374Q854__HMPREF1073_03281
ERR1913014.4241420__1.4241420	487174__K0X591__DDY40_01805
ERR1913014.4241471__1.4241471	871327__A0A1H5WNU7__SAMN05444001_11221
ERR1913014.4241581__1.4241581	1262756__R5X002__BN568_00358
ERR1913014.4241596__1.4241596	544644__GCA_001915615.1_01797
ERR1913014.4241625__1.4241625	820__A7VAR9__ERS852421_00197
ERR1913014.4241644__1.4241644	239935__A0A139TLF5__CXU18_06685
ERR1913014.4241651__1.4241651	333367__C0D0A6__CLOSTASPAR_02688
ERR1913014.4241678__1.4241678	239935__A0A2N8HB50__CXU17_02615
ERR1913014.4241818__1.4241818	33025__A0A395JED3__C8D73_101461
ERR1913014.4241847__1.4241847	821__A0A173XDD3__DXB82_17180
ERR1913014.4241855__1.4241855	818__A0A139KDW2__HMPREF2534_02537
ERR1913014.4241860__1.4241860	820__A0A3E4RUC4__DHU98_02635
ERR1913014.4241869__1.4241869	820__A7UYX8__DXD40_11635
ERR1913014.4242236__1.4242236	28117__B0MSL1__BHV66_06710
ERR1913014.4242267__1.4242267	853__A0A173TAZ8__DWZ46_14590
ERR1913014.4242296__1.4242296	239935__A0A2N8IAZ5__xseA
ERR1913014.4242363__1.4242363	1262756__R5WYI7__BN568_01613
ERR1913014.4242366__1.4242366	239935__A0A2N8HCF5__CXU15_05660
ERR1913014.4242375__1.4242375	821__A0A174JYD3__ERS852457_02610
ERR1913014.4242389__1.4242389	28117__R7JJM9__ALIPUT_00662
ERR1913014.4242540__1.4242540	47678__R5U9Z0__HMPREF1061_03210
ERR1913014.4242566__1.4242566	820__A0A139KHX1__HMPREF2141_00289
ERR1913014.4242826__1.4242826	820__A0A3E4G3J9__ERS852459_02265
ERR1913014.4242828__1.4242828	1501391__GCA_000786575.1_00060
ERR1913014.4242950__1.4242950	820__A0A3E4VXP2__yesR
ERR1913014.4242973__1.4242973	853__D4JY61__C4N21_10560
ERR1913014.4243003__1.4243003	246787__A0A0P0GIS1__BcellWH2_02680
ERR1913014.4243019__1.4243019	78257__A0A087CUE0__BSAE_1156
ERR1913014.4243044__1.4243044	189722__E0NQU7__HMPREF0658_0548
ERR1913014.4243089__1.4243089	246787__A0A0P0GF82__HMPREF1062_02163
ERR1913014.4243207__1.4243207	28117__B0MUT8__ALIPUT_00879
ERR1913014.4243215__1.4243215	820__A0A3E4PYB0__yejM
ERR1913014.4243323__1.4243323	214856__R6Y2Y4__ERS852447_01086
ERR1913014.4243343__1.4243343	821__E5UY21__C800_02204
ERR1913014.4243304__1.4243304	820__A0A3E4PYB0__yejM
ERR1913014.4243431__1.4243431	239935__A0A2N8IDX4__CXU20_07380
ERR1913014.4243449__1.4243449	818__A0A139KDV3__HMPREF2534_02467
ERR1913014.4243624__1.4243624	239935__A0A139TLF5__CXU18_06685
ERR1913014.4243941__1.4243941	357276__B6W1J2__BACDOR_03380
ERR1913014.4243981__1.4243981	239935__A0A2N8IDX4__CXU20_07380
ERR1913014.4244022__1.4244022	820__A0A3E4G3J9__ERS852459_02265
ERR1913014.4244436__1.4244436	823__K6APS3__DDY96_02400
ERR1913014.4244510__1.4244510	2049039__A0A316SG69__DBY32_08730
ERR1913014.4244489__1.4244489	820__A0A139KJ23__celCCA
ERR1913014.4244500__1.4244500	820__A0A396EUU8__luxQ_3
ERR1913014.4244587__1.4244587	820__A0A3E4VZY4__ERS852554_01211
ERR1913014.4244558__1.4244558	39492__D4JR31__EUBSIR_00106
ERR1913014.4244593__1.4244593	821__A0A396F9T7__M097_3427
ERR1913014.4244668__1.4244668	818__A0A3E5HGB5__ERS852511_02145
ERR1913014.4244716__1.4244716	820__A0A396EXA7__DXB37_15530
ERR1913014.4244818__1.4244818	823__C7XA51__BDI_0499
ERR1913014.4244841__1.4244841	821__A6L0C7__ERS852556_03520
ERR1913014.4244937__1.4244937	1501391__GCA_000786575.1_00077
ERR1913014.4245015__1.4245015	820__A0A174B4N2__M093_2531
ERR1913014.4245061__1.4245061	310298__B3JII2__BACCOP_01694
ERR1913014.4245134__1.4245134	820__A0A139KG60__M094_2679
ERR1913014.4245166__1.4245166	47678__R5U8P0__DW706_15950
ERR1913014.4245194__1.4245194	820__A7VAS1__HMPREF2141_03259
ERR1913014.4245223__1.4245223	1099853__G9S362__NSB1T_03260
ERR1913014.4245233__1.4245233	292800__A0A1C7FP14__ERS852518_04317
ERR1913014.4245401__1.4245401	820__A0A173W419__DXC68_17760
ERR1913014.4245413__1.4245413	820__A7VAR9__ERS852421_00197
ERR1913014.4245585__1.4245585	239935__A0A2N8I9I3__CXU19_12035
ERR1913014.4245607__1.4245607	239935__R6IZU4__CXT87_08085
ERR1913014.4245630__1.4245630	818__C6IJ08__BJP75_000645
ERR1913014.4245643__1.4245643	239935__A0A139TTZ7__CXU14_07900
ERR1913014.4245862__1.4245862	1796613__A0A1C7H300__A4V03_17350
ERR1913014.4245931__1.4245931	487174__K0X6A4__HMPREF9448_00105
ERR1913014.4246112__1.4246112	818__A0A139KCA0__SAMN05216253_102371
ERR1913014.4246204__1.4246204	1520815__A0A1I3SQ74__SAMN02910435_02427
ERR1913014.4246279__1.4246279	1501392__A0A0B2JIS4__PU94_06055
ERR1913014.4246358__1.4246358	487174__K0WWT0__DIT83_10190
ERR1913014.4246432__1.4246432	239935__A0A2N8HJX0__CXU19_08380
ERR1913014.4246555__1.4246555	246787__E2N7F5__AA416_04404
ERR1913014.4246567__1.4246567	820__A0A139KG04__ERS852459_01249
ERR1913014.4246713__1.4246713	1547__B0N446__DW242_02240
ERR1913014.4246844__1.4246844	820__A0A3E4IGA7__DXD40_07110
ERR1913014.4246923__1.4246923	818__A0A0N7IB02__BT_3500
ERR1913014.4246989__1.4246989	47678__A5ZEA3__ERS852558_00257
ERR1913014.4247010__1.4247010	820__A0A174TRB5__DXD40_11305
ERR1913014.4247032__1.4247032	47678__A5ZEA3__ERS852558_00257
ERR1913014.4247033__1.4247033	1262700__R5XCS8__BN695_01594
ERR1913014.4247135__1.4247135	1547__H1AIG2__CLORAM_00951
ERR1913014.4247152__1.4247152	292800__A0A174WEZ4__HMPREF9460_03559
ERR1913014.4247159__1.4247159	292800__A0A1C7FR40__ERS852518_06781
ERR1913014.4247166__1.4247166	239935__A0A2N8I694__CXU04_06245
ERR1913014.4247252__1.4247252	853__A0A174BA00__DW905_01145
ERR1913014.4247254__1.4247254	820__A0A174A6K0__M093_0079
ERR1913014.4247360__1.4247360	239935__R7DVL7__CXT93_01180
ERR1913014.4247517__1.4247517	821__E5UY21__C800_02204
ERR1913014.4247652__1.4247652	33025__A0A395JD47__C8D73_101260
ERR1913014.4247689__1.4247689	487174__K0XQM6__HMPREF9448_00330
ERR1913014.4247723__1.4247723	821__A0A0P0M405__DXC02_15075
ERR1913014.4247933__1.4247933	246787__A0A3D6AQP8__AA416_04153
ERR1913014.4247936__1.4247936	338188__A0A1C7H5S1__HMPREF1057_02183
ERR1913014.4247980__1.4247980	1099853__U5CD68__NSB1T_05535
ERR1913014.4248023__1.4248023	47678__A5ZJ14__ERS852494_02225
ERR1913014.4248047__1.4248047	239935__A0A139TMD2__CXU18_02250
ERR1913014.4248058__1.4248058	818__A0A1H7K3G1__BSIG_3067
ERR1913014.4248062__1.4248062	239935__A0A139TMD2__CXU18_02250
ERR1913014.4248132__1.4248132	818__A0A3E5HVB7__Btheta7330_02386
ERR1913014.4248195__1.4248195	818__C6IEU8__BSIG_0269
ERR1913014.4248365__1.4248365	821__D4VD59__BHV80_04260
ERR1913014.4248426__1.4248426	239935__A0A2N8HPX2__CXT90_09930
ERR1913014.4248540__1.4248540	818__A0A3E5GY25__NCTC13706_02482
ERR1913014.4248597__1.4248597	1531__A0A227LVY5__HMPREF1083_00927
ERR1913014.4248664__1.4248664	820__A0A139KIL9__DXC68_05945
ERR1913014.4248674__1.4248674	357276__A0A0K2HDP3__IY41_00705
ERR1913014.4248817__1.4248817	47678__R5UAF6__ERS852494_02966
ERR1913014.4248874__1.4248874	239935__A0A2N8HWS3__CXU19_10285
ERR1913014.4248882__1.4248882	820__A0A3E4VZT7__DXB48_16145
ERR1913014.4248916__1.4248916	821__A0A396F598__CUU_3259
