ERR1913190.25__1.25	39491__C4ZC33__DXC13_11585
ERR1913190.842326__1.842326	165179__A0A174SR12__DXB80_04410
ERR1913190.842350__1.842350	28116__A0A1Y4PH15__DXA80_17985
ERR1913190.842484__1.842484	33025__A0A395JHD9__C8D73_101774
ERR1913190.842492__1.842492	853__A0A2J4JL53__CRH10_10795
ERR1913190.842576__1.842576	165179__R6CNX7__DXB80_02200
ERR1913190.842713__1.842713	360807__C0FT10__ROSEINA2194_01877
ERR1913190.842826__1.842826	649756__E5VMQ9__prkC_2
ERR1913190.842801__1.842801	165179__A0A3E5DY64__CFT61_10025
ERR1913190.842879__1.842879	1262882__R5MEN2__BN519_00200
ERR1913190.843136__1.843136	33025__A0A395JHD9__C8D73_101774
ERR1913190.843265__1.843265	165179__D1PGU8__PREVCOP_06463
ERR1913190.843352__1.843352	1262882__R5MFY4__BN519_00529
ERR1913190.843366__1.843366	165179__A0A174XZU8__DXB80_12180
ERR1913190.843373__1.843373	165179__D1P8V8__DXC61_01940
ERR1913190.843495__1.843495	39485__C4Z0R8__EUBELI_01181
ERR1913190.843617__1.843617	165179__A0A3E4SB80__DXC61_12880
ERR1913190.843632__1.843632	394340__putP_1
ERR1913190.844041__1.844041	1262882__R5MFY4__BN519_00529
ERR1913190.844260__1.844260	1262992__R5D9A6__BN795_00819
ERR1913190.844264__1.844264	165179__A0A3E5DWQ1__DXB80_06635
ERR1913190.844274__1.844274	410072__A0A174J5N8__sbcC
ERR1913190.844351__1.844351	1262882__R5ML49__BN519_01361
ERR1913190.844469__1.844469	1262882__R5N4D8__BN519_01497
ERR1913190.844561__1.844561	39492__D4JT56__lepB
ERR1913190.844619__1.844619	214856__R6Y6H8__ERS852447_01719
ERR1913190.844642__1.844642	46228__V8C484__HMPREF1202_01707
ERR1913190.844672__1.844672	853__A0A173YYY4__DWZ04_09420
ERR1913190.844740__1.844740	1262882__R5MEI8__BN519_00283
ERR1913190.844876__1.844876	116085__D4J9D8__dprA
ERR1913190.844953__1.844953	39485__A0A174YVS4__EUBELI_00620
ERR1913190.844954__1.844954	1263000__R5EHB0__BN466_01647
ERR1913190.845150__1.845150	1262882__R5MJ49__BN519_01124
ERR1913190.845193__1.845193	165179__D1P9T6__PREVCOP_04016
ERR1913190.845221__1.845221	39485__A0A175A2T1__EUBELI_02034
ERR1913190.845230__1.845230	410072__A0A173ZG02__ERS852574_01061
ERR1913190.845328__1.845328	165179__A0A174XZU8__DXB80_12180
ERR1913190.845351__1.845351	28117__B0MXG8__ALIPUT_01814
ERR1913190.845412__1.845412	357276__C3REQ8__GV66_09740
ERR1913190.845423__1.845423	1262882__R5MT08__BN519_01706
ERR1913190.845553__1.845553	1628085__A0A396Q7T2__C7386_1303
ERR1913190.845695__1.845695	853__R6QDR1__C4N27_08170
ERR1913190.845715__1.845715	165179__A0A3E5DZA5__DXB80_12550
ERR1913190.845749__1.845749	165179__A0A3E5EBQ2__DXC61_01930
ERR1913190.845766__1.845766	853__A0A174BZY1__xerD_1
ERR1913190.845862__1.845862	46228__V8C4S2__HMPREF1202_01829
ERR1913190.846209__1.846209	28117__R7JLL3__ALIPUT_02219
ERR1913190.846223__1.846223	1262882__R5N4P6__BN519_01346
ERR1913190.846535__1.846535	820__A0A139KA34__B5G17_05520
ERR1913190.846937__1.846937	820__A0A174QLF0__SAMN05444418_109151
ERR1913190.847240__1.847240	394340__padG
ERR1913190.847337__1.847337	1262992__R5D645__BN795_00736
ERR1913190.847387__1.847387	1263000__R5EH44__BN466_01492
ERR1913190.847521__1.847521	214856__A0A173YDP1__ERS852559_00120
ERR1913190.847867__1.847867	165179__A0A174W369__PREVCOP_04548
ERR1913190.847903__1.847903	1262886__R6RCC2__BN563_00326
ERR1913190.847907__1.847907	165179__A0A3E4SG51__DXC61_10575
ERR1913190.848026__1.848026	165179__A0A3E5DWQ1__DXB80_06635
ERR1913190.848287__1.848287	39491__A0A174LTW7__DXD13_08720
ERR1913190.848449__1.848449	165179__D1PHD6__DXC61_03380
ERR1913190.848480__1.848480	165179__A0A3E4SG51__DXC61_10575
ERR1913190.848502__1.848502	384639__GCA_003096855.1_00995
ERR1913190.848581__1.848581	165179__D1PGU8__PREVCOP_06463
ERR1913190.848674__1.848674	165179__A0A174W369__PREVCOP_04548
ERR1913190.849177__1.849177	214856__A0A174ZB00__ERS852559_00631
ERR1913190.849698__1.849698	165179__A0A174SR12__DXB80_04410
ERR1913190.849917__1.849917	1263000__R5EGP9__BN466_01419
ERR1913190.849828__1.849828	33025__A0A395JIJ9__C8D73_101350
ERR1913190.849933__1.849933	165179__A0A3E5A5E5__DXC61_13965
ERR1913190.850159__1.850159	246787__A0A3D6AZF8__BACCELL_02529
ERR1913190.850194__1.850194	165179__A0A174IPI3__CFT61_10940
ERR1913190.850209__1.850209	165179__A0A3E5AER8__DXB80_07075
ERR1913190.850411__1.850411	165179__A0A174IYW3__DXC61_01235
ERR1913190.850371__1.850371	1150298__A0A174SLE6__mlc_1
ERR1913190.850448__1.850448	165179__A0A174XZU8__DXB80_12180
ERR1913190.850481__1.850481	28117__B0MUL5__ALIPUT_00722
ERR1913190.850586__1.850586	165179__A0A3E5E2V4__PREVCOP_05070
ERR1913190.850526__1.850526	165179__D1PFV4__PREVCOP_06112
ERR1913190.850532__1.850532	1897011__A0A1Q6RBR7__BHW41_06875
ERR1913190.850622__1.850622	165179__A0A229I1J2__DXB80_03950
ERR1913190.850840__1.850840	1897011__A0A1Q6RDB1__BHW41_05850
ERR1913190.850891__1.850891	552398__F4XCQ4__HMPREF0866_01621
ERR1913190.851055__1.851055	165179__A0A174K816__DXB80_12000
ERR1913190.851529__1.851529	165179__A0A174IPI3__CFT61_10940
ERR1913190.851694__1.851694	39485__A0A174YTF8__EUBELI_20448
ERR1913190.851748__1.851748	853__A8SB03__C4Q21_07960
ERR1913190.851746__1.851746	165179__A0A174MTF2__DXC61_13200
ERR1913190.851913__1.851913	1262882__R5N5W2__BN519_00074
ERR1913190.852075__1.852075	165179__A0A3E5EB26__CFT61_02800
ERR1913190.852229__1.852229	1680__A7A8N9__BBMN23_1271
ERR1913190.852464__1.852464	33025__A0A395JCA1__C8D73_102219
ERR1913190.852473__1.852473	301301__A0A395V6S0__dosP
ERR1913190.852525__1.852525	165179__A0A3E5E0D5__PREVCOP_04205
ERR1913190.852556__1.852556	165179__D1PE06__DXC61_05975
ERR1913190.852653__1.852653	165179__A0A3E5E5L1__DXB80_05980
ERR1913190.852891__1.852891	147206__GCF_000156215.1_01403
ERR1913190.852917__1.852917	165179__A0A174SA26__PREVCOP_05758
ERR1913190.852982__1.852982	1897011__A0A1Q6RBT0__BHW41_06785
ERR1913190.853287__1.853287	853__A0A2A7B1Y7__C7K05_11930
ERR1913190.853347__1.853347	1897011__A0A1Q6RE83__BHW41_04925
ERR1913190.853444__1.853444	820__A0A139K5A6__DXB48_12175
ERR1913190.853832__1.853832	28117__B0N007__BHV66_10275
ERR1913190.853841__1.853841	357276__I9R002__HMPREF1064_01826
ERR1913190.853787__1.853787	1263000__R5EEL2__BN466_01100
ERR1913190.854294__1.854294	1262882__R5MND9__BN519_00831
ERR1913190.854367__1.854367	301302__A0A173TEJ2__M72_09031
ERR1913190.854830__1.854830	1262882__R5N3T7__BN519_01188
ERR1913190.855320__1.855320	1262882__R5MY46__BN519_00355
ERR1913190.855589__1.855589	820__A0A173WUD7__DXB48_08055
ERR1913190.855610__1.855610	165179__R6PNJ9__PREVCOP_04730
ERR1913190.855688__1.855688	410072__A0A174BMP0__DXD67_03635
ERR1913190.855739__1.855739	1263000__R5ESM1__BN466_01440
ERR1913190.855867__1.855867	1897011__A0A1Q6RJU8__BHW41_00020
ERR1913190.855855__1.855855	46228__V8BL81__DXD17_11825
ERR1913190.855968__1.855968	28116__A0A078Q1V5__SAMN05444282_12168
ERR1913190.856058__1.856058	165179__A0A3E5E920__DXB80_11625
ERR1913190.856132__1.856132	1897011__A0A1Q6RDX8__BHW41_05330
ERR1913190.856145__1.856145	1262882__R5MKW1__BN519_00390
ERR1913190.856313__1.856313	371601__A0A1H4ANE8__SAMN05216250_10552
ERR1913190.856354__1.856354	165179__A0A3E5A554__DXB80_13805
ERR1913190.856392__1.856392	165179__A0A174W369__PREVCOP_04548
ERR1913190.856449__1.856449	165179__A0A3E5A5E5__DXC61_13965
ERR1913190.856514__1.856514	165179__A0A3E5E4P9__DXB80_07930
ERR1913190.856841__1.856841	165179__D1PCT4__DXB80_09470
ERR1913190.856934__1.856934	165179__A0A3E5DWJ4__PREVCOP_06538
ERR1913190.856937__1.856937	1262882__R5MFA5__BN519_00331
ERR1913190.856990__1.856990	1897011__A0A1Q6RIP7__BHW41_00530
ERR1913190.857005__1.857005	301301__A0A395V3C0__mcpC_6
ERR1913190.857120__1.857120	820__E5VEH7__ERS852459_01300
ERR1913190.857143__1.857143	165179__A0A174W369__PREVCOP_04548
ERR1913190.857157__1.857157	1262882__R5MFM2__BN519_00460
ERR1913190.857263__1.857263	301302__A0A0M6W9I4__M72_19871
ERR1913190.857271__1.857271	301302__A0A173TNM6__luxQ
ERR1913190.857279__1.857279	1160721__R6SZN5__BHW50_07705
ERR1913190.857408__1.857408	165179__D1PCU4__PREVCOP_05029
ERR1913190.857462__1.857462	28117__B0MWC6__BHV66_00965
ERR1913190.857555__1.857555	1262882__R5MIC9__BN519_00834
ERR1913190.857764__1.857764	1262882__R5ML49__BN519_01361
ERR1913190.857974__1.857974	1262911__R6GVG8__BN557_01498
ERR1913190.858293__1.858293	301302__A0A173RYX5__ERS852420_00973
ERR1913190.858372__1.858372	1263000__R5EFJ5__BN466_01372
ERR1913190.858415__1.858415	214856__A0A173ZZ16__umuC_2
ERR1913190.858495__1.858495	1897011__A0A1Q6RE92__BHW41_04980
ERR1913190.858640__1.858640	1262882__R5MFK5__BN519_00378
ERR1913190.858784__1.858784	1262882__R5MYX5__BN519_00333
ERR1913190.859054__1.859054	165179__A0A3E5E189__PREVCOP_06699
ERR1913190.859132__1.859132	165179__R6CNX7__DXB80_02200
ERR1913190.859146__1.859146	1262992__R5CXM7__BN795_01016
ERR1913190.859191__1.859191	1262992__R5D546__BN795_00726
ERR1913190.859342__1.859342	371601__I9AGU6__CW1_2721
ERR1913190.859394__1.859394	39485__C4Z355__ERS852490_01971
ERR1913190.859413__1.859413	39486__R6SNR2__DXD18_05710
ERR1913190.859451__1.859451	28117__B0MY40__BHV66_05170
ERR1913190.859482__1.859482	165179__W1I4H6__DXB80_13655
ERR1913190.859502__1.859502	1628085__A0A3E2XSZ1__C7386_1044
ERR1913190.859628__1.859628	165179__A0A3E5AE59__DXC61_12885
ERR1913190.859641__1.859641	165179__A0A3E5AER8__DXB80_07075
ERR1913190.859709__1.859709	1263000__R5EJ76__BN466_01936
ERR1913190.859912__1.859912	328814__GCA_004558275.1_01745
ERR1913190.859920__1.859920	820__A7V470__HMPREF1072_02076
ERR1913190.860037__1.860037	301301__A0A395V8G6__RHOM_11005
ERR1913190.860116__1.860116	1262736__R5Y8Z5__BN496_01182
ERR1913190.860279__1.860279	165179__A0A3E5EA83__DXC61_07750
ERR1913190.860372__1.860372	46228__V8CBI3__RUMLAC_02492
ERR1913190.860423__1.860423	46228__B5CQY8__RUMLAC_01887
ERR1913190.860869__1.860869	301301__G2SXA1__frc_2
ERR1913190.860930__1.860930	301301__A0A395V573__RHOM_13925
ERR1913190.860917__1.860917	1262882__R5N3H1__BN519_01121
ERR1913190.861086__1.861086	165179__D1PAJ7__PREVCOP_04222
ERR1913190.861186__1.861186	1263000__R5EKT2__BN466_02168
ERR1913190.861194__1.861194	214856__A0A174ZER9__ERS852559_00614
ERR1913190.861274__1.861274	1262736__R5YHI2__BN496_00801
ERR1913190.861303__1.861303	46228__V8BL81__DXD17_11825
ERR1913190.861583__1.861583	487174__K0X429__HMPREF9448_00932
ERR1913190.861512__1.861512	165179__A0A3E5E6S6__DXB80_07575
ERR1913190.861642__1.861642	165179__A0A3E5ECZ7__PREVCOP_06006
ERR1913190.861626__1.861626	165179__A0A174IYW3__DXC61_01235
ERR1913190.861822__1.861822	165179__A0A3E5E643__DXB80_06030
ERR1913190.862034__1.862034	552398__F4XCR9__HMPREF0866_01636
ERR1913190.862448__1.862448	33025__A0A395JBB5__C8D73_107104
ERR1913190.862760__1.862760	745368__A0A1T4XVH3__SAMN02745178_02334
ERR1913190.862847__1.862847	165179__A0A3E5E189__PREVCOP_06699
ERR1913190.863053__1.863053	1262882__R5N3H1__BN519_01121
ERR1913190.863127__1.863127	165179__D1PCT4__DXB80_09470
ERR1913190.863260__1.863260	46228__V8CE24__thiD
ERR1913190.863379__1.863379	46503__R6WWH2__DXB85_00365
ERR1913190.863540__1.863540	1501391__GCA_000786575.1_00056
ERR1913190.863562__1.863562	1897011__A0A1Q6RH35__BHW41_01705
ERR1913190.863650__1.863650	165179__A0A3E5DPL2__PREVCOP_05023
ERR1913190.863771__1.863771	39485__R5ZRT8__gmr_6
ERR1913190.863999__1.863999	1262882__R5N2A9__BN519_00921
ERR1913190.864233__1.864233	28117__B0MYI9__BHV66_05415
ERR1913190.864345__1.864345	165179__A0A174IPI3__CFT61_10940
ERR1913190.864849__1.864849	33025__A0A395JB30__C8D73_1034
ERR1913190.865024__1.865024	165179__A0A174NK27__PREVCOP_06433
ERR1913190.865300__1.865300	165179__A0A174W369__PREVCOP_04548
ERR1913190.865606__1.865606	1235835__R9LCU2__C814_02677
ERR1913190.865720__1.865720	165179__D1PDJ4__DXB80_08505
ERR1913190.865913__1.865913	1776392__A0A1Y4T4U1__B5E75_01580
ERR1913190.866009__1.866009	165179__D1PDF6__DXB80_12430
ERR1913190.866085__1.866085	1262882__R5MQ68__BN519_01178
ERR1913190.866540__1.866540	165179__A0A3E5A554__DXB80_13805
ERR1913190.866565__1.866565	820__A0A139KEW8__DXB64_06405
ERR1913190.866616__1.866616	165179__A0A3E5A5E5__DXC61_13965
ERR1913190.866703__1.866703	820__A0A139K0K1__DXB37_05460
ERR1913190.866946__1.866946	165179__A0A3E5EB26__CFT61_02800
ERR1913190.867138__1.867138	301301__A0A395VEZ0__mcp4_1
ERR1913190.867087__1.867087	165179__A0A3E5E7Z8__PREVCOP_06480
ERR1913190.867224__1.867224	46228__V8C7P7__HMPREF1202_01523
ERR1913190.867362__1.867362	1897011__A0A1Q6RDJ0__BHW41_05420
ERR1913190.867679__1.867679	1262882__R5MH82__BN519_00752
ERR1913190.867786__1.867786	33025__A0A395JED3__C8D73_101461
ERR1913190.867861__1.867861	165179__A0A174K816__DXB80_12000
ERR1913190.867865__1.867865	165179__A0A174IPI3__CFT61_10940
ERR1913190.868055__1.868055	165179__D1PER3__DXB80_11525
ERR1913190.868154__1.868154	823__A0A173W8N5__ERS852513_00780
ERR1913190.868174__1.868174	165179__A0A3E5DV57__DXB80_11400
ERR1913190.868448__1.868448	301302__A0A173TSN3__ERS852420_02365
ERR1913190.868493__1.868493	165179__A0A3E4SB80__DXC61_12880
ERR1913190.868570__1.868570	165179__A0A3E5DZD8__DXB80_09150
ERR1913190.869016__1.869016	360807__A0A173VDL4__dosC_2
ERR1913190.869144__1.869144	33025__A0A395JA92__C8D73_108100
ERR1913190.869310__1.869310	1263000__R5EMW8__BN466_00256
ERR1913190.869420__1.869420	246787__A0A0P0GNB7__xyl4
ERR1913190.869468__1.869468	165179__A0A174WGF6__PREVCOP_04095
ERR1913190.869544__1.869544	1262882__R5MM96__BN519_01545
ERR1913190.869602__1.869602	33025__A0A395JBN6__C8D73_10630
ERR1913190.869810__1.869810	552398__F4XCQ4__HMPREF0866_01621
ERR1913190.869857__1.869857	357276__I8WC65__EL88_00520
ERR1913190.869903__1.869903	301302__A0A173T8V6__ERS852420_01966
ERR1913190.869953__1.869953	39492__D4JU81__xseA
ERR1913190.869997__1.869997	1263000__R5ESM1__BN466_01440
ERR1913190.870045__1.870045	1680__A0A174BEE7__BSTER_1311
ERR1913190.870064__1.870064	745368__A0A1T4Y963__SAMN02745178_02859
ERR1913190.870467__1.870467	165179__A0A174NK27__PREVCOP_06433
ERR1913190.870433__1.870433	1897011__A0A1Q6RCW9__BHW41_06050
ERR1913190.870598__1.870598	165179__R6CJG8__DXC61_09290
ERR1913190.870637__1.870637	214856__A0A174FWM7__ERS852559_00590
ERR1913190.870648__1.870648	165179__D1PB89__DXC61_08425
ERR1913190.870678__1.870678	853__A0A2A7B9I6__DW855_13690
ERR1913190.870978__1.870978	1263000__R5EGY6__BN466_00973
ERR1913190.871212__1.871212	33025__A0A395J9R3__C8D73_10817
ERR1913190.871306__1.871306	74426__infB
ERR1913190.871310__1.871310	1263000__R5EGY6__BN466_00973
ERR1913190.871418__1.871418	165179__A0A3E5AER8__DXB80_07075
ERR1913190.871425__1.871425	165179__A0A3E5E6C5__PREVCOP_03510
ERR1913190.871439__1.871439	165179__A0A229I4J4__proA
ERR1913190.871504__1.871504	1263000__R5ECL2__BN466_00920
ERR1913190.871665__1.871665	165179__D1PGJ6__DXC61_07300
ERR1913190.871628__1.871628	28117__B0MT86__BHV66_02450
ERR1913190.871786__1.871786	1263000__R5EK63__BN466_02075
ERR1913190.871934__1.871934	165179__A0A3E5A554__DXB80_13805
ERR1913190.872110__1.872110	1628085__A0A374VPL1__C7386_10315
ERR1913190.872228__1.872228	165179__A0A174SR12__DXB80_04410
ERR1913190.872445__1.872445	1263000__R5EGY6__BN466_00973
ERR1913190.872473__1.872473	301302__A0A0M6X0D2__cpsB_2
ERR1913190.872498__1.872498	165179__A0A3E5DN34__DXC61_07865
ERR1913190.872575__1.872575	165179__A0A3E4SID1__DXB80_01945
ERR1913190.872580__1.872580	1262736__R5YCP0__BN496_00404
ERR1913190.872638__1.872638	165179__A0A174SA26__PREVCOP_05758
ERR1913190.872653__1.872653	165179__A0A3E5E920__DXB80_11625
ERR1913190.872729__1.872729	165179__A0A3E5DPL2__PREVCOP_05023
ERR1913190.872734__1.872734	853__A0A2J4JL53__CRH10_10795
ERR1913190.872776__1.872776	1262882__R5MND9__BN519_00831
ERR1913190.873222__1.873222	165179__R6BQP4__DXC61_02015
ERR1913190.873381__1.873381	33025__A0A395JEP7__C8D73_10844
ERR1913190.873424__1.873424	165179__A0A3E5DX15__DXC61_00345
ERR1913190.873505__1.873505	28117__B0MY45__ALIPUT_02164
ERR1913190.873520__1.873520	46503__R6WWC9__PARMER_03215
ERR1913190.873590__1.873590	165179__D1PAJ7__PREVCOP_04222
ERR1913190.873654__1.873654	33025__A0A395JBB5__C8D73_107104
ERR1913190.873671__1.873671	1263000__R5EFY3__BN466_01416
ERR1913190.873746__1.873746	1262911__R6GTG0__BN557_01247
ERR1913190.873890__1.873890	1262882__R5MIY9__BN519_01097
ERR1913190.873922__1.873922	487174__K0WUZ1__DIT83_10815
ERR1913190.873981__1.873981	1262992__R5CXM7__BN795_01016
ERR1913190.874040__1.874040	1897011__A0A1Q6RCY9__BHW41_06000
ERR1913190.874220__1.874220	165179__A0A3E5E0D5__PREVCOP_04205
ERR1913190.874314__1.874314	1263000__R5ESM1__BN466_01440
ERR1913190.874578__1.874578	165179__A0A3E5DPL2__PREVCOP_05023
ERR1913190.874637__1.874637	214856__A0A174A257__ERS852447_01007
ERR1913190.874793__1.874793	1263000__R5EHB0__BN466_01647
ERR1913190.874832__1.874832	214856__A0A174ZED5__ERS852559_00591
ERR1913190.874837__1.874837	1262882__A0A356PSJ4__BN519_01180
ERR1913190.874906__1.874906	214856__R6XP73__ERS852447_00886
ERR1913190.874910__1.874910	301301__A0A173Z460__sunS_1
ERR1913190.874971__1.874971	1262882__A0A356PSJ4__BN519_01180
ERR1913190.875133__1.875133	820__A0A173WZS4__DXD90_10250
ERR1913190.875237__1.875237	1262882__R5MEI8__BN519_00283
ERR1913190.875395__1.875395	33025__A0A395J973__C8D73_11010
ERR1913190.875404__1.875404	165179__A0A3E5EDS1__DXC61_03115
ERR1913190.875535__1.875535	165179__A0A174MTF2__DXC61_13200
ERR1913190.875627__1.875627	487174__K0XLV6__DIT83_00940
ERR1913190.875866__1.875866	165179__A0A3E5DZ45__DXC61_02820
ERR1913190.876062__1.876062	165179__R6CNX7__DXB80_02200
ERR1913190.876156__1.876156	46228__V8C7Q2__RUMLAC_01460
ERR1913190.876175__1.876175	301301__G2SXA1__frc_2
ERR1913190.876225__1.876225	165179__D1P8V8__DXC61_01940
ERR1913190.876285__1.876285	165179__D1PES9__DXB80_11585
ERR1913190.876311__1.876311	165179__D1PC26__PREVCOP_04756
ERR1913190.876697__1.876697	165179__D1PEZ7__DXC61_06515
ERR1913190.876745__1.876745	820__A0A174GK47__ERS852421_00200
ERR1913190.876932__1.876932	165179__D1PES9__DXB80_11585
ERR1913190.877164__1.877164	301301__A0A395VAR4__yieL
ERR1913190.877391__1.877391	39492__D4JTG7__EUBSIR_00572
ERR1913190.877469__1.877469	28117__R7JN92__BHV66_00550
ERR1913190.877495__1.877495	1262948__R7EH06__BN671_00087
ERR1913190.877814__1.877814	1262882__R5MKI3__BN519_00334
ERR1913190.877877__1.877877	1501391__GCA_000786575.1_00041
ERR1913190.878159__1.878159	1160721__R6TBU4__BHW50_04080
ERR1913190.878121__1.878121	1263000__R5EC93__BN466_00873
ERR1913190.878133__1.878133	28117__B0MXW9__ALIPUT_01981
ERR1913190.878170__1.878170	820__A0A3E4RTP0__C801_01067
ERR1913190.878175__1.878175	165179__R6CJG8__DXC61_09290
ERR1913190.878203__1.878203	301301__A0A395VAM3__yfiN_2
ERR1913190.878418__1.878418	33025__A0A395JBB5__C8D73_107104
ERR1913190.878433__1.878433	165179__A0A3E5EDP4__DXB80_05800
ERR1913190.878540__1.878540	1262911__R6GT76__BN557_01150
ERR1913190.878690__1.878690	165179__A0A3E5EBM5__DXC61_02170
ERR1913190.878669__1.878669	626932__G5H8T7__HMPREF9450_02023
ERR1913190.878804__1.878804	165179__A0A3E5E7Z8__PREVCOP_06480
ERR1913190.878812__1.878812	214856__A0A174A1J3__ERS852447_01000
ERR1913190.878907__1.878907	1262882__R5MSX6__BN519_01697
ERR1913190.878952__1.878952	165179__D1PE06__DXC61_05975
ERR1913190.879013__1.879013	1262882__R5MGK3__BN519_00655
ERR1913190.879416__1.879416	357276__I9QBT7__BSEG_03340
ERR1913190.879443__1.879443	165179__A0A3E5EBY9__CFT61_01220
ERR1913190.879374__1.879374	1262882__R5MEK3__BN519_00296
ERR1913190.879526__1.879526	410072__C0BAJ3__ERS852574_01527
ERR1913190.879685__1.879685	165179__A0A3E5AI09__DXC61_05815
ERR1913190.879727__1.879727	39488__A0A285PMW6__ERS852450_00808
ERR1913190.879949__1.879949	214856__R6Z5D0__resA_4
ERR1913190.879883__1.879883	165179__A0A3E4S980__PREVCOP_04626
ERR1913190.879934__1.879934	820__A0A174QLF0__SAMN05444418_109151
ERR1913190.880068__1.880068	487174__K0X353__DIT83_07800
ERR1913190.880439__1.880439	821__A0A0P0LNX8__ERS852509_03015
ERR1913190.880452__1.880452	820__A0A174Q0F0__DXB48_08080
ERR1913190.880515__1.880515	1262882__R5MXW0__BN519_00317
ERR1913190.880701__1.880701	165179__A0A3E5DR10__DXC61_03505
ERR1913190.880814__1.880814	820__A0A174TRB5__DXD40_11305
ERR1913190.880894__1.880894	1262992__R5DDR5__BN795_00121
ERR1913190.880934__1.880934	165179__R6PU83__CFT61_14275
ERR1913190.881268__1.881268	28117__B0MU76__ALIPUT_00202
ERR1913190.881314__1.881314	165179__A0A229I9X5__CFT61_01205
ERR1913190.881350__1.881350	46228__V8CAV6__addA
ERR1913190.881902__1.881902	1262992__R5CXM7__BN795_01016
ERR1913190.881884__1.881884	165179__D1PEW8__DXB80_13775
ERR1913190.882019__1.882019	28117__R7JJM9__ALIPUT_00662
ERR1913190.882109__1.882109	1262882__R5MM69__BN519_00075
ERR1913190.882396__1.882396	820__A0A3E4RU03__M093_0563
ERR1913190.882754__1.882754	745368__A0A1T4X6K8__SAMN02745178_01452
ERR1913190.882771__1.882771	165179__A0A174IYW3__DXC61_01235
ERR1913190.882958__1.882958	165179__A0A229I1J2__DXB80_03950
ERR1913190.883133__1.883133	46228__B5CLQ5__RUMLAC_00379
ERR1913190.883214__1.883214	626932__G5H5D9__HMPREF9450_00149
ERR1913190.883427__1.883427	165179__R6CNX7__DXB80_02200
ERR1913190.883628__1.883628	39485__A0A174ZPH7__ERS852490_01992
ERR1913190.883665__1.883665	552398__T5S086__HMPREF0866_01580
ERR1913190.883726__1.883726	165179__A0A174SA26__PREVCOP_05758
ERR1913190.883800__1.883800	745368__A0A1T4Y2H2__SAMN02745178_02630
ERR1913190.883825__1.883825	387090__S0F8B2__BACCOPRO_02129
ERR1913190.883759__1.883759	357276__A0A076IXE0__HMPREF1064_04364
ERR1913190.884096__1.884096	165179__A0A3E5DZA5__DXB80_12550
ERR1913190.884125__1.884125	301302__A0A0M6X038__M72_18501
ERR1913190.884241__1.884241	165179__A0A3E5E7Z8__PREVCOP_06480
ERR1913190.884312__1.884312	165179__A0A3E5E7Z8__PREVCOP_06480
ERR1913190.884392__1.884392	1262882__R5MM90__BN519_01721
ERR1913190.884415__1.884415	1262882__R5N3T7__BN519_01188
ERR1913190.884465__1.884465	1262882__R5MIC9__BN519_00834
ERR1913190.884425__1.884425	165179__A0A3E5EBY9__CFT61_01220
