ERR1912978.144__1.144	1297617__A0A0S2W8P7__BIV19_11120
ERR1912978.5021571__1.5021571	544645__A0A1Y3VSG8__DXC42_08680
ERR1912978.5021701__1.5021701	239935__R6JAS2__CXU02_10725
ERR1912978.5021707__1.5021707	328814__GCA_004558275.1_00289
ERR1912978.5021732__1.5021732	821__A0A174K302__CUU_3129
ERR1912978.5021780__1.5021780	1547__B0N842__DW242_04955
ERR1912978.5021962__1.5021962	322505__xre_3
ERR1912978.5022049__1.5022049	301302__R5VE75__M72_12161
ERR1912978.5022052__1.5022052	329854__R5LZ68__BACINT_01603
ERR1912978.5022266__1.5022266	821__A0A174T998__DXB82_10860
ERR1912978.5022299__1.5022299	820__A0A173W419__DXC68_17760
ERR1912978.5022307__1.5022307	246787__A0A0N7IFH2__BcellWH2_02957
ERR1912978.5022540__1.5022540	301302__A0A0M6WPV4__M72_29701
ERR1912978.5022682__1.5022682	28116__E5C458__BACOV975_02730
ERR1912978.5022717__1.5022717	820__A0A3E4W3Y0__HMPREF2141_00338
ERR1912978.5022726__1.5022726	40519__U2MCQ8__RUMCAL_00556
ERR1912978.5022967__1.5022967	821__A0A395UNT8__DXD64_15275
ERR1912978.5023145__1.5023145	328814__GCA_004558275.1_00036
ERR1912978.5023181__1.5023181	360807__A0A174F8N1__ERS852444_00648
ERR1912978.5023187__1.5023187	33038__A7AYC4__CDL21_13075
ERR1912978.5023543__1.5023543	1263006__R6LRF6__BN515_00540
ERR1912978.5023708__1.5023708	329854__A0A3E4KRK8__DXK01_03500
ERR1912978.5023766__1.5023766	487174__K0X2Q8__DDY40_04590
ERR1912978.5023846__1.5023846	28116__A0A1Y4Q1S9__DHW41_02535
ERR1912978.5023885__1.5023885	33038__A0A2N5NVC1__CDL18_09740
ERR1912978.5023919__1.5023919	821__I9R3W6__DXC16_12455
ERR1912978.5023938__1.5023938	33038__A7B1B0__HMPREF1201_01657
ERR1912978.5024055__1.5024055	239935__A0A2N8HT44__CXT84_11035
ERR1912978.5024093__1.5024093	1160721__W0U3P8__RBI_I00386
ERR1912978.5024094__1.5024094	1160721__W0U3P8__RBI_I00386
ERR1912978.5024358__1.5024358	1263000__R5EKG2__BN466_02040
ERR1912978.5024378__1.5024378	28117__R7JMT0__BHV66_05875
ERR1912978.5024428__1.5024428	329854__R5LXT8__DXD57_15625
ERR1912978.5024432__1.5024432	246787__E2NH87__BcellWH2_04496
ERR1912978.5024591__1.5024591	487174__K0XL60__DDY40_11760
ERR1912978.5024726__1.5024726	33038__A7B3I2__DXD36_11565
ERR1912978.5024872__1.5024872	1147152__GeneID:14181982
ERR1912978.5025029__1.5025029	301302__A0A0M6WPV4__M72_29701
ERR1912978.5025356__1.5025356	649756__L1QAR3__CL2_07970
ERR1912978.5025447__1.5025447	301301__A0A395VA18__RHOM_11700
ERR1912978.5025572__1.5025572	329854__R5LZ68__BACINT_01603
ERR1912978.5025662__1.5025662	1550024__A0A0W7TR16__TQ39_07995
ERR1912978.5025752__1.5025752	1262911__R6GLG8__BN557_00337
ERR1912978.5025861__1.5025861	384639__GCA_003096855.1_01173
ERR1912978.5025879__1.5025879	1262911__R6GQ41__BN557_00435
ERR1912978.5025952__1.5025952	328814__GCA_004558275.1_00073
ERR1912978.5026072__1.5026072	821__R6F3Y1__SAMN04487923_104318
ERR1912978.5026176__1.5026176	33038__A0A2N5NXH5__CDL27_14300
ERR1912978.5026210__1.5026210	28116__A0A0J9IIV5__M089_5519
ERR1912978.5026298__1.5026298	360807__A0A0M6WAX8__ROSEINA2194_01360
ERR1912978.5026326__1.5026326	357276__A0A0M1W657__HMPREF1064_04629
ERR1912978.5026339__1.5026339	28052__R7NCP0__ERS852451_00670
ERR1912978.5026427__1.5026427	40519__U2MCQ8__RUMCAL_00556
ERR1912978.5026534__1.5026534	246787__A0A0P0GM17__BACCELL_03224
ERR1912978.5026936__1.5026936	384638__B7AT14__BACPEC_01282
ERR1912978.5027052__1.5027052	301301__A0A173Z460__sunS_1
ERR1912978.5027100__1.5027100	28116__I9JM49__NCTC11153_01044
ERR1912978.5027371__1.5027371	165179__D1PDF6__DXB80_12430
ERR1912978.5027376__1.5027376	821__A0A0P0L8F8__ERS852509_03705
ERR1912978.5027476__1.5027476	360807__C0FPV5__ERS852444_03160
ERR1912978.5027577__1.5027577	28052__R7NBQ0__ERS852499_01073
ERR1912978.5027642__1.5027642	360807__A0A0M6X184__ERS852392_03203
ERR1912978.5027903__1.5027903	33038__A7B2B8__CDL19_04760
ERR1912978.5028077__1.5028077	563769__GeneID:6972918
ERR1912978.5028202__1.5028202	446660__GCA_003428235.1_00299
ERR1912978.5028242__1.5028242	33038__A0A2N5NRJ3__CDL20_13245
ERR1912978.5028347__1.5028347	487174__K0X0F6__HMPREF9448_01444
ERR1912978.5028459__1.5028459	33038__A0A2N5NQ00__HMPREF1201_01708
ERR1912978.5028496__1.5028496	165179__D1PDF6__DXB80_12430
ERR1912978.5028525__1.5028525	28052__R5HJU0__ERS852451_00148
ERR1912978.5028539__1.5028539	28052__R5HJU0__ERS852451_00148
ERR1912978.5028786__1.5028786	33038__A0A3E4VAW9__CDL19_05110
ERR1912978.5028938__1.5028938	239935__A0A2N8IRL2__CXU06_01170
ERR1912978.5029048__1.5029048	821__A0A0P0L8F8__ERS852509_03705
ERR1912978.5029148__1.5029148	2292352__A0A374UKZ5__DXC23_11285
ERR1912978.5029185__1.5029185	165179__A0A3E5EA43__DXC61_07775
ERR1912978.5029194__1.5029194	28117__B0MZ50__ALIPUT_02424
ERR1912978.5029229__1.5029229	487174__K0WT65__HMPREF9448_02407
ERR1912978.5029311__1.5029311	106588__A6NUL8__BACCAP_01900
ERR1912978.5029429__1.5029429	1263076__GCA_000437615.1_00021
ERR1912978.5029463__1.5029463	28052__A0A174JKH6__hisZ
ERR1912978.5029507__1.5029507	821__A6KZK3__ERS852457_04265
ERR1912978.5029564__1.5029564	28116__I9JM49__NCTC11153_01044
ERR1912978.5029630__1.5029630	2173__A0A1D2WXH6__METSMIALI_01616
ERR1912978.5029708__1.5029708	2173__A0A1D2WTW4__BK798_02715
ERR1912978.5029716__1.5029716	33038__A0A2N5PW99__DXD36_03540
ERR1912978.5029813__1.5029813	106588__A6NUL8__BACCAP_01900
ERR1912978.5029888__1.5029888	471189__GCA_003340385.1_00423
ERR1912978.5029962__1.5029962	329854__B3C9R7__DXD57_13140
ERR1912978.5030063__1.5030063	821__A0A395UNT8__DXD64_15275
ERR1912978.5030100__1.5030100	2292352__A0A374UL63__DXC23_08410
ERR1912978.5030119__1.5030119	821__A0A174RA14__M099_1655
ERR1912978.5030125__1.5030125	239935__A0A139TVJ4__CXT86_02020
ERR1912978.5030176__1.5030176	487174__K0XG34__HMPREF9448_02234
ERR1912978.5030331__1.5030331	329854__B3C787__BACINT_00778
ERR1912978.5030392__1.5030392	29361__B6FSG5__CLONEX_03090
ERR1912978.5030422__1.5030422	360807__A0A173ZAC7__ROSEINA2194_01522
ERR1912978.5030460__1.5030460	552398__F4XCQ4__HMPREF0866_01621
ERR1912978.5030559__1.5030559	165179__D1PCL6__DXB80_13435
ERR1912978.5030760__1.5030760	33038__A0A396G9G9__CDL21_03070
ERR1912978.5030920__1.5030920	28052__R7NB47__msbA_2
ERR1912978.5030891__1.5030891	28117__B0N028__BHV66_05935
ERR1912978.5030892__1.5030892	28117__B0N028__BHV66_05935
ERR1912978.5030945__1.5030945	28052__A0A174N8X0__ERS852499_02136
ERR1912978.5031017__1.5031017	301302__R5UU15__ERS852420_02998
ERR1912978.5031070__1.5031070	33038__A0A2N5NWR8__CDL18_14140
ERR1912978.5031204__1.5031204	487174__K0XES7__HMPREF9448_00566
ERR1912978.5031240__1.5031240	360807__R5HHK5__ROSEINA2194_02134
ERR1912978.5031267__1.5031267	821__A6L0C7__ERS852556_03520
ERR1912978.5031365__1.5031365	329854__R5MLZ7__DXD27_15500
ERR1912978.5031418__1.5031418	328814__GCA_004558275.1_00288
ERR1912978.5031512__1.5031512	649756__D4MVS5__yxeP
ERR1912978.5031813__1.5031813	328814__GCA_004558275.1_00035
ERR1912978.5032002__1.5032002	28052__R7NF63__ERS852499_01792
ERR1912978.5032023__1.5032023	165179__A0A3E5EDV6__DXC61_03365
ERR1912978.5032083__1.5032083	1849041__A0A3E2SSB6__DW086_11640
ERR1912978.5032107__1.5032107	28052__A0A174MKP3__ERS852451_02483
ERR1912978.5032118__1.5032118	33038__A0A2N5P678__CDL25_02225
ERR1912978.5032416__1.5032416	39485__R5ZT06__EUBELI_20526
ERR1912978.5032452__1.5032452	387090__S0F7Y3__BACCOPRO_02028
ERR1912978.5032715__1.5032715	384639__GCA_003096855.1_01617
ERR1912978.5032774__1.5032774	821__A0A396F598__CUU_3259
ERR1912978.5032789__1.5032789	2292352__A0A374UMQ2__DXC23_07970
ERR1912978.5032793__1.5032793	29361__B6FRT6__CLONEX_02860
ERR1912978.5032868__1.5032868	371601__C3QR34__DXD03_22980
ERR1912978.5032895__1.5032895	360807__A0A0M6WXP1__ROSEINA2194_03223
ERR1912978.5032914__1.5032914	1262911__R6H212__BN557_01031
ERR1912978.5033029__1.5033029	487174__K0X1H0__DDY40_11080
ERR1912978.5033099__1.5033099	239935__R6JFR5__CXT84_04850
ERR1912978.5033230__1.5033230	487174__K0X068__DDY40_07105
ERR1912978.5033292__1.5033292	28052__A0A174J1L8__ERS852451_00926
ERR1912978.5033297__1.5033297	208479__R5F2L2__C5Z06_16840
ERR1912978.5033359__1.5033359	165179__D1PHC0__PREVCOP_06640
ERR1912978.5033452__1.5033452	821__A0A0P0M5Z6__BVU_0429
ERR1912978.5033422__1.5033422	239935__A0A2N8I8X8__B5G29_00185
ERR1912978.5033423__1.5033423	821__A0A396F598__CUU_3259
ERR1912978.5033588__1.5033588	552398__F4XCQ4__HMPREF0866_01621
ERR1912978.5033627__1.5033627	1262988__R7N751__BN816_00584
ERR1912978.5033636__1.5033636	706562__GCA_900112995.1_01630
ERR1912978.5033803__1.5033803	40519__U2MCQ8__RUMCAL_00556
ERR1912978.5033850__1.5033850	1150298__A0A174QNY9__ERS852498_01028
ERR1912978.5034105__1.5034105	33038__A0A396GES8__CDL19_08885
ERR1912978.5034194__1.5034194	35833__E5Y2U0__HMPREF0179_00454
ERR1912978.5034263__1.5034263	820__A0A3E4G826__C801_01612
ERR1912978.5034275__1.5034275	39496__A5Z5I2__EUBVEN_00963
ERR1912978.5034378__1.5034378	552398__F4XCQ4__HMPREF0866_01621
ERR1912978.5034384__1.5034384	1531__A8RIY8__SAMN05216528_10314
ERR1912978.5034401__1.5034401	821__C6Z451__BHV80_04265
ERR1912978.5034465__1.5034465	1262783__R6D0U1__BN558_02234
ERR1912978.5034475__1.5034475	106588__A6NUL8__BACCAP_01900
ERR1912978.5034624__1.5034624	556259__E5C8S0__BSGG_1769
ERR1912978.5034626__1.5034626	28117__R7JIJ8__BHV66_01635
ERR1912978.5034638__1.5034638	562__P77393__PU31_14870
ERR1912978.5034740__1.5034740	35833__E5YA05__HMPREF0179_03023
ERR1912978.5034745__1.5034745	329854__A0A3E4KRG9__DXK01_03510
ERR1912978.5034783__1.5034783	239935__R6JAS2__CXU02_10725
ERR1912978.5034815__1.5034815	28052__R7N8Y2__ERS852451_01598
ERR1912978.5034966__1.5034966	1262989__R6YG99__BN815_01610
ERR1912978.5035037__1.5035037	28052__R7NA50__ERS852499_01486
ERR1912978.5035025__1.5035025	1608898__E1W2J6__HMPREF3279_04665
ERR1912978.5035166__1.5035166	329854__R5LZ68__BACINT_01603
ERR1912978.5035178__1.5035178	329854__B3CDQ4__BACINT_02322
ERR1912978.5035189__1.5035189	33038__A7B8N9__CDL21_10000
ERR1912978.5035200__1.5035200	39492__D4JW28__spoVFA
ERR1912978.5035260__1.5035260	33038__A7B5W1__CDL22_11645
ERR1912978.5035318__1.5035318	214856__A0A173ZZ16__umuC_2
ERR1912978.5035502__1.5035502	216816__A0A133LQN7__BL15B_00780
ERR1912978.5035604__1.5035604	33038__A0A2N5PDA1__C5Y99_06180
ERR1912978.5035610__1.5035610	649756__D4MTV5__sorC
ERR1912978.5035620__1.5035620	649756__A0A173S1U5__DCR88_06920
ERR1912978.5035828__1.5035828	40519__U2MCQ8__RUMCAL_00556
ERR1912978.5035936__1.5035936	821__A0A174MBW9__SAMN04487923_10272
ERR1912978.5035939__1.5035939	1547__G9R3A9__CLORAM_00743
ERR1912978.5036029__1.5036029	28052__A0A174KKX6__ERS852499_01429
ERR1912978.5036083__1.5036083	1160721__W0U5X6__RBI_I01796
ERR1912978.5036146__1.5036146	28052__R7NAP6__ERS852499_01969
ERR1912978.5036188__1.5036188	360807__A0A173VUT6__RIL183_10071
ERR1912978.5036336__1.5036336	165179__A0A3E4SDC8__PREVCOP_05706
ERR1912978.5036355__1.5036355	821__A0A396F9T7__M097_3427
ERR1912978.5036459__1.5036459	1628085__A0A374VRS5__C7386_10481
ERR1912978.5036597__1.5036597	29361__B6FQ81__CLONEX_02300
ERR1912978.5036745__1.5036745	28118__F9Z8E3__SAMEA44545918_03282
ERR1912978.5036797__1.5036797	301301__A0A395VAD5__RHOM_06975
ERR1912978.5036815__1.5036815	28117__B0MYP3__BHV66_04995
ERR1912978.5036841__1.5036841	1297617__A0A0S2W283__C7373_10345
ERR1912978.5036882__1.5036882	40519__U2MCQ8__RUMCAL_00556
ERR1912978.5036981__1.5036981	1263076__GCA_000437615.1_00073
ERR1912978.5037122__1.5037122	418240__C6J887__ERS852523_03392
ERR1912978.5037309__1.5037309	1262992__R5DGC6__BN795_00540
ERR1912978.5037453__1.5037453	31971__A8RBH7__EUBDOL_01092
ERR1912978.5037494__1.5037494	820__A0A139K2N9__DXB62_12420
ERR1912978.5037658__1.5037658	1263109__GCA_000438135.1_01124
ERR1912978.5037752__1.5037752	165179__A0A3E5AGH1__DXB80_05820
ERR1912978.5037757__1.5037757	10868__GeneID:1261859
ERR1912978.5037771__1.5037771	821__A0A0P0M405__DXC02_15075
ERR1912978.5037783__1.5037783	329854__R7DLP0__DXD27_18335
ERR1912978.5037839__1.5037839	329854__R5M6T4__HMPREF2531_03715
ERR1912978.5037851__1.5037851	40519__U2MCQ8__RUMCAL_00556
ERR1912978.5037879__1.5037879	821__A6L0C7__ERS852556_03520
ERR1912978.5037943__1.5037943	1160721__W0U330__BHW50_08125
ERR1912978.5038095__1.5038095	563769__GeneID:6972918
ERR1912978.5038313__1.5038313	556259__E5C7G5__BSGG_0441
ERR1912978.5038381__1.5038381	821__U6RDC2__DXD46_15675
ERR1912978.5038434__1.5038434	214856__I3YMC8__ERS852447_02666
ERR1912978.5038510__1.5038510	649756__A0A173UQJ7__ERS852475_02472
ERR1912978.5038618__1.5038618	33038__A0A2N5NNN0__HMPREF1201_02166
ERR1912978.5038731__1.5038731	33038__A7B6V0__CDL25_07145
ERR1912978.5038678__1.5038678	246787__E2N7F5__AA416_04404
ERR1912978.5038757__1.5038757	360807__C0FYL6__ROSEINA2194_03855
ERR1912978.5038879__1.5038879	563769__GeneID:6972918
ERR1912978.5038936__1.5038936	360807__A0A1Q6T5F3__ERS852392_00510
ERR1912978.5038983__1.5038983	28116__D7K2E0__endOF2_3
ERR1912978.5039004__1.5039004	214856__A0A174FZ29__ERS852559_00600
ERR1912978.5039006__1.5039006	329854__R5MCA7__DXD57_10010
ERR1912978.5039099__1.5039099	649756__A0A173RL48__ERS852571_00544
ERR1912978.5039119__1.5039119	821__D4V4X2__DXC16_18525
ERR1912978.5039380__1.5039380	329854__A0A3E4KRK8__DXK01_03500
ERR1912978.5039468__1.5039468	242750__D1PVG9__HMPREF0645_0954
ERR1912978.5039642__1.5039642	239935__A0A2N8IIB9__CXU04_01970
ERR1912978.5039661__1.5039661	39485__A0A174YMC1__recN
ERR1912978.5039682__1.5039682	1160721__W0U3K4__RBI_I00339
ERR1912978.5039718__1.5039718	40519__U2MCQ8__RUMCAL_00556
ERR1912978.5039926__1.5039926	2108523__A0A2P2FEH2__LAWASA_4478
ERR1912978.5039931__1.5039931	1262986__D9Y8J4__BN492_00022
ERR1912978.5039935__1.5039935	33038__A0A3E4K696__HMPREF1201_01836
ERR1912978.5039991__1.5039991	329854__A0A3E4IQD7__BACINT_01717
ERR1912978.5040167__1.5040167	39485__C4Z389__ERS852490_01920
ERR1912978.5040319__1.5040319	239935__A0A2N8HT18__CXT93_06135
ERR1912978.5040510__1.5040510	239935__A0A2N8IV82__CXT99_06735
ERR1912978.5040722__1.5040722	33038__A0A2N5P0V0__CDL19_10970
ERR1912978.5040826__1.5040826	28052__A0A174KGM3__ERS852451_01819
ERR1912978.5040897__1.5040897	154288__A0A173Y8C5__ccpA_2
ERR1912978.5041083__1.5041083	1262824__R6S1A7__BN719_01944
ERR1912978.5041089__1.5041089	39485__C4Z5L9__ERS852490_00668
ERR1912978.5041179__1.5041179	418240__A0A174R2N4__ERS852523_02758
ERR1912978.5041194__1.5041194	446660__GCA_003428235.1_00291
ERR1912978.5041278__1.5041278	165179__D1PDF6__DXB80_12430
ERR1912978.5041412__1.5041412	357276__A0A0K2HFA1__HMPREF1065_02962
ERR1912978.5041533__1.5041533	487174__K0XLC3__HMPREF9448_01065
ERR1912978.5041603__1.5041603	39492__D4JUD7__EUBSIR_01877
ERR1912978.5041937__1.5041937	552398__F4XCQ4__HMPREF0866_01621
ERR1912978.5042032__1.5042032	1262992__R5DH34__BN795_00678
ERR1912978.5042046__1.5042046	33038__F7JTR7__CDL22_03005
ERR1912978.5042052__1.5042052	706562__GCA_900112995.1_00062
ERR1912978.5042216__1.5042216	39485__A0A174Z2K9__ERS852490_02052
ERR1912978.5042230__1.5042230	301302__A0A0M6WJW1__ERS852420_02245
ERR1912978.5042464__1.5042464	357276__A0A0K2HF54__HMPREF1063_03537
ERR1912978.5042472__1.5042472	357276__I8VN48__ABI39_07855
ERR1912978.5042495__1.5042495	28116__I9JM49__NCTC11153_01044
ERR1912978.5042574__1.5042574	1262986__R6APJ4__BN492_01259
ERR1912978.5042627__1.5042627	143393__X8K6H3__ADJ67_06775
ERR1912978.5042755__1.5042755	446660__GCA_003428235.1_01314
ERR1912978.5042892__1.5042892	33038__F7JT04__CDL21_01120
ERR1912978.5042989__1.5042989	33038__A0A396G7U5__CDL21_03845
ERR1912978.5043007__1.5043007	102684__A0A380KL19__Sinf_0535
ERR1912978.5043177__1.5043177	820__A0A139KHX1__HMPREF2141_00289
ERR1912978.5043187__1.5043187	301302__A0A173RMN7__ERS852420_00721
ERR1912978.5043258__1.5043258	106588__A6NUL8__BACCAP_01900
ERR1912978.5043482__1.5043482	384638__B7ASI3__BACPEC_02038
ERR1912978.5043500__1.5043500	29361__B6FQ81__CLONEX_02300
ERR1912978.5043752__1.5043752	28052__A0A174YME0__acm_2
ERR1912978.5043764__1.5043764	40519__U2MCQ8__RUMCAL_00556
ERR1912978.5043794__1.5043794	301301__A0A395VBJ2__ERS852391_02160
ERR1912978.5043871__1.5043871	301301__A0A395V8G6__RHOM_11005
ERR1912978.5043973__1.5043973	1263000__R5EK86__BN466_02022
ERR1912978.5044002__1.5044002	384638__B7APN3__BACPEC_00639
ERR1912978.5044068__1.5044068	649756__L1PTR0__ERS852425_01325
ERR1912978.5044073__1.5044073	46503__R6XCJ0__PARMER_01847
ERR1912978.5044245__1.5044245	820__A0A174CG08__DXB62_13215
ERR1912978.5044302__1.5044302	820__A0A396EUU8__luxQ_3
ERR1912978.5044575__1.5044575	360807__C0FP74__ERS852444_00195
ERR1912978.5044765__1.5044765	487174__K0X524__DDY40_09270
ERR1912978.5044796__1.5044796	239935__A0A2N8IXN0__CXT95_01765
ERR1912978.5044852__1.5044852	329854__B3C9R7__DXD57_13140
ERR1912978.5044888__1.5044888	1263000__R5EMW8__BN466_00256
ERR1912978.5045158__1.5045158	1262921__R5M635__BN473_01479
ERR1912978.5045225__1.5045225	33038__A0A2N5P1G8__lyc
ERR1912978.5045204__1.5045204	1262921__R5M635__BN473_01479
ERR1912978.5045333__1.5045333	818__A0A0P0FC49__C799_02008
ERR1912978.5045443__1.5045443	1150298__A0A174QNY9__ERS852498_01028
ERR1912978.5045531__1.5045531	28117__R7JJM9__ALIPUT_00662
ERR1912978.5045727__1.5045727	33038__A0A3E4VAW9__CDL19_05110
ERR1912978.5045835__1.5045835	246787__A0A3D6AS39__ina
ERR1912978.5045999__1.5045999	39485__A0A174Z7G5__EUBELI_01168
ERR1912978.5046019__1.5046019	31971__R7G9K5__EUBDOL_02159
ERR1912978.5046162__1.5046162	39485__A0A174Z340__EUBELI_00479
ERR1912978.5046216__1.5046216	2292352__A0A374UIX0__DXC23_12260
ERR1912978.5046294__1.5046294	487174__K0WYG0__DDY40_00295
ERR1912978.5046329__1.5046329	33038__A0A396G7H5__CDL19_02655
ERR1912978.5046355__1.5046355	301301__A0A395VEZ0__mcp4_1
ERR1912978.5046397__1.5046397	394340__regX3_2
ERR1912978.5046488__1.5046488	301302__R5UTG6__M72_25801
ERR1912978.5046611__1.5046611	28118__F9ZBG8__DHW44_04410
ERR1912978.5046719__1.5046719	214856__A0A174A0P3__ERS852447_00994
ERR1912978.5046706__1.5046706	821__A0A395UNT8__DXD64_15275
ERR1912978.5046690__1.5046690	33038__A0A396G7D8__asnB
ERR1912978.5046979__1.5046979	821__A0A395UNT8__DXD64_15275
ERR1912978.5047034__1.5047034	371601__A0A1Y4VIV8__SAMN05216250_12923
ERR1912978.5047084__1.5047084	329854__R5LW55__DXD57_21020
ERR1912978.5047142__1.5047142	329854__R5LT64__BACINT_03703
ERR1912978.5047146__1.5047146	28052__A0A174IBJ6__luxQ_1
ERR1912978.5047159__1.5047159	2292352__A0A374UL63__DXC23_08410
ERR1912978.5047223__1.5047223	821__A0A0P0L8F8__ERS852509_03705
ERR1912978.5047282__1.5047282	487174__K0XK80__DIT83_00335
ERR1912978.5047439__1.5047439	821__A0A395VMG0__DXC44_18080
ERR1912978.5047493__1.5047493	39496__A5Z4A5__EUBVEN_00528
ERR1912978.5047592__1.5047592	552398__T5S086__HMPREF0866_01580
ERR1912978.5047596__1.5047596	39491__A0A395V0E5__ERE_31370
ERR1912978.5047603__1.5047603	239935__A0A2N8I8X8__B5G29_00185
ERR1912978.5047735__1.5047735	28116__A0A1Y4V8A3__HMPREF1069_03044
ERR1912978.5047754__1.5047754	29361__B6FQ81__CLONEX_02300
ERR1912978.5048105__1.5048105	329854__B3CFY5__DXD57_10960
ERR1912978.5048146__1.5048146	487174__K0X6A4__HMPREF9448_00105
ERR1912978.5048329__1.5048329	33038__A7B7J5__DXD36_03640
ERR1912978.5048421__1.5048421	29361__B6FQ82__CLONEX_02301
ERR1912978.5048544__1.5048544	454154__G5SVP4__HMPREF9441_03461
ERR1912978.5048653__1.5048653	357276__A0A076ITH2__BSEG_03273
ERR1912978.5048681__1.5048681	33038__A7AYC4__CDL21_13075
ERR1912978.5048730__1.5048730	33038__A0A2N5PAB2__CDL21_14440
ERR1912978.5048785__1.5048785	33038__A0A2N5PIX3__CDL26_14635
ERR1912978.5048971__1.5048971	2292352__A0A374UIX0__DXC23_12260
ERR1912978.5049064__1.5049064	820__A0A139KHX1__HMPREF2141_00289
ERR1912978.5049388__1.5049388	39485__C4Z1Y9__EUBELI_00143
ERR1912978.5049420__1.5049420	821__A0A0P0L8F8__ERS852509_03705
ERR1912978.5049522__1.5049522	28052__A0A174MKL0__ERS852451_02503
ERR1912978.5049582__1.5049582	821__A0A174WBC9__ERS852556_03145
ERR1912978.5049799__1.5049799	1263000__R5F0H8__BN466_00254
ERR1912978.5049954__1.5049954	1263000__R5F0H8__BN466_00254
ERR1912978.5049956__1.5049956	165179__D1PEQ5__PREVCOP_05711
ERR1912978.5049997__1.5049997	384638__B7AWP7__BACPEC_03147
ERR1912978.5050106__1.5050106	371601__D7K8P3__SAMN05216250_10395
ERR1912978.5050251__1.5050251	820__A0A174TRB5__DXD40_11305
ERR1912978.5050289__1.5050289	821__U6RDC2__DXD46_15675
ERR1912978.5050453__1.5050453	823__D0TBY4__M090_0431
ERR1912978.5050556__1.5050556	706562__GCA_900112995.1_01419
ERR1912978.5050594__1.5050594	329854__B3C9R7__DXD57_13140
ERR1912978.5050640__1.5050640	301301__A0A395VD84__RHOM_09080
ERR1912978.5050854__1.5050854	820__A0A3E4PYB0__yejM
ERR1912978.5050949__1.5050949	1160721__W0U3Z9__RBI_I00543
ERR1912978.5051185__1.5051185	2108523__A0A2P2FAG7__LAWASA_3009
ERR1912978.5051344__1.5051344	820__A0A139JY23__B5G17_06330
ERR1912978.5051455__1.5051455	2292352__A0A374UKA6__DXC23_10805
ERR1912978.5051570__1.5051570	214856__A0A173ZZ16__umuC_2
ERR1912978.5051661__1.5051661	410072__A0A3E4GMB7__COPCOM_03357
ERR1912978.5051782__1.5051782	357276__B6W1J2__BACDOR_03380
ERR1912978.5051804__1.5051804	214856__A0A174A257__ERS852447_01007
ERR1912978.5051854__1.5051854	40518__R5DU28__DXD86_07960
ERR1912978.5052034__1.5052034	501571__R8VSP2__HMPREF1526_02946
ERR1912978.5052039__1.5052039	820__A7V8C2__ERS852554_01338
ERR1912978.5052051__1.5052051	2173__A0A1D2WWE0__METSMIF1_03349
ERR1912978.5052085__1.5052085	821__A0A174MBW9__SAMN04487923_10272
ERR1912978.5052261__1.5052261	33038__A7AZH0__HMPREF1201_02167
ERR1912978.5052316__1.5052316	28116__A0A078Q626__HMPREF1070_02735
ERR1912978.5052595__1.5052595	329854__R5M4R4__DXD57_00330
ERR1912978.5052598__1.5052598	2173__A5UNC4__METSMIALI_00562
ERR1912978.5052686__1.5052686	552398__F4XCR9__HMPREF0866_01636
ERR1912978.5052776__1.5052776	39485__A0A175A403__EUBELI_20577
ERR1912978.5052901__1.5052901	292800__G9YRQ7__ERS852518_04236
ERR1912978.5052922__1.5052922	28116__A0A139L3C0__C5Z02_05550
ERR1912978.5052947__1.5052947	1547__B0N7U3__DXB93_01200
ERR1912978.5053136__1.5053136	649756__L1PU84__ERS852571_01295
ERR1912978.5053232__1.5053232	39485__A0A175A2T1__EUBELI_02034
ERR1912978.5053260__1.5053260	214856__E4MFP6__ERS852447_01708
ERR1912978.5053245__1.5053245	487174__K0X3H8__HMPREF9448_02822
ERR1912978.5053291__1.5053291	1897011__A0A1Q6RDY7__BHW41_05255
ERR1912978.5053353__1.5053353	818__A0A3E5HNS1__BSIG_0465
ERR1912978.5053386__1.5053386	821__A0A0P0M405__DXC02_15075
ERR1912978.5053731__1.5053731	821__A0A174ALF2__BvMPK_3016
ERR1912978.5053838__1.5053838	1160721__R6TH97__BHW50_04165
ERR1912978.5053934__1.5053934	33038__A7B614__CDL24_02540
