ERR1913157.902__1.902	239935__A0A2N8IRW0__A4V05_11620
ERR1913157.1812358__1.1812358	1897011__A0A1Q6RDN9__BHW41_05070
ERR1913157.1812407__1.1812407	1235835__R9LCU2__C814_02677
ERR1913157.1812713__1.1812713	33043__D5HIL5__ERS852445_01761
ERR1913157.1812815__1.1812815	1235835__R9LCU2__C814_02677
ERR1913157.1812968__1.1812968	33043__D5HIL5__ERS852445_01761
ERR1913157.1813475__1.1813475	1262869__R7CPR8__BN625_01586
ERR1913157.1813537__1.1813537	1262761__R6RU22__BN606_01110
ERR1913157.1813751__1.1813751	33043__A0A173X9G8__ERS852386_00532
ERR1913157.1814284__1.1814284	239935__A0A2N8IRL2__CXU06_01170
ERR1913157.1814574__1.1814574	239935__A0A2N8HMQ8__pgsA
ERR1913157.1814752__1.1814752	33043__D5HEF6__ERS852445_00180
ERR1913157.1814897__1.1814897	33043__D5HIK4__ERS852400_01112
ERR1913157.1814830__1.1814830	46506__A0A108TDB0__DXC34_12240
ERR1913157.1815189__1.1815189	165179__D1PHV2__PREVCOP_06822
ERR1913157.1815525__1.1815525	853__A0A2A7B1Y7__C7K05_11930
ERR1913157.1815597__1.1815597	33043__D5HGK4__ERS852445_01371
ERR1913157.1815657__1.1815657	901__B6WXI0__DHV46_02055
ERR1913157.1815726__1.1815726	1262959__R5Y0V4__BN680_01500
ERR1913157.1815961__1.1815961	1262911__R6GHG8__BN557_01301
ERR1913157.1816080__1.1816080	239935__A0A2N8HPS5__Amuc_0950
ERR1913157.1816746__1.1816746	239935__A0A2N8HDT1__CXT94_05270
ERR1913157.1816762__1.1816762	1262761__R6QMJ7__BN606_00803
ERR1913157.1816822__1.1816822	1150298__R7JND0__ERS852498_02814
ERR1913157.1817175__1.1817175	901__B6WXF1__DESPIGER_1660
ERR1913157.1817214__1.1817214	292800__A0A174N232__ADH75_10840
ERR1913157.1817474__1.1817474	47678__R5UG30__ERS852558_03525
ERR1913157.1817461__1.1817461	1680__A0A173Y6N7__yhaH
ERR1913157.1818001__1.1818001	165179__D1PEW8__DXB80_13775
ERR1913157.1818201__1.1818201	1235793__R9KSF0__C809_01679
ERR1913157.1818455__1.1818455	1897011__A0A1Q6RH12__BHW41_01505
ERR1913157.1818470__1.1818470	1262761__R6QT25__BN606_01812
ERR1913157.1818707__1.1818707	1660__E6KUH6__HMPREF0970_00950
ERR1913157.1818680__1.1818680	820__A7V9F9__B5G17_14640
ERR1913157.1818806__1.1818806	1262761__R6RP99__BN606_00488
ERR1913157.1818840__1.1818840	1262761__R6RXA7__BN606_01380
ERR1913157.1818916__1.1818916	33043__A0A174B5C6__acm_3
ERR1913157.1818903__1.1818903	387661__K5Z6I9__HMPREF1077_01442
ERR1913157.1818987__1.1818987	165179__A0A229I3Z6__PREVCOP_03666
ERR1913157.1819089__1.1819089	853__E2ZGD9__C7J97_11715
ERR1913157.1819162__1.1819162	649756__D4MV98__ERS852475_00895
ERR1913157.1819251__1.1819251	239935__A0A2N8HSC0__CXU06_05505
ERR1913157.1819290__1.1819290	33043__A8SQU6__ERS852386_01237
ERR1913157.1819462__1.1819462	216816__A0A0A0UDU9__BL1246
ERR1913157.1819773__1.1819773	1263027__R6ZL17__BN699_01298
ERR1913157.1819854__1.1819854	1161942__bcrC_2
ERR1913157.1820093__1.1820093	745368__A0A1T4W6M6__SAMN02745178_00035
ERR1913157.1820141__1.1820141	1680__A7A7Z9__AAX71_05385
ERR1913157.1820205__1.1820205	823__A0A355XKQ8__DHP27_04010
ERR1913157.1820497__1.1820497	165179__A0A3E5EB26__CFT61_02800
ERR1913157.1820524__1.1820524	1262761__R6QXV6__BN606_00004
ERR1913157.1820938__1.1820938	1161942__alsT_1
ERR1913157.1821487__1.1821487	1263000__R5ESM1__BN466_01440
ERR1913157.1821516__1.1821516	165179__D1PDJ4__DXB80_08505
ERR1913157.1821654__1.1821654	1680__A0A173XYA2__B0703_0121
ERR1913157.1821678__1.1821678	239935__A0A2N8HAQ1__DEF40_05290
ERR1913157.1821736__1.1821736	1262761__R6RU22__BN606_01110
ERR1913157.1821907__1.1821907	165179__A0A3E5AF88__DXC61_14960
ERR1913157.1821984__1.1821984	33043__A0A173ZXG0__ERS852400_00169
ERR1913157.1822332__1.1822332	214856__R5UN64__ERS852447_02669
ERR1913157.1822477__1.1822477	33043__A0A174EI47__inlJ
ERR1913157.1822546__1.1822546	1897011__A0A1Q6RHZ2__BHW41_00730
ERR1913157.1822610__1.1822610	1262961__R6EK01__BN710_00862
ERR1913157.1822783__1.1822783	1161942__apbE
ERR1913157.1822793__1.1822793	239935__A0A139TVJ4__CXT86_02020
ERR1913157.1822780__1.1822780	1897011__A0A1Q6REA0__BHW41_04660
ERR1913157.1822945__1.1822945	853__A0A173XRA8__CGS56_09290
ERR1913157.1822999__1.1822999	1262911__R6GSH8__BN557_00939
ERR1913157.1823384__1.1823384	1262869__R7CSY3__BN625_00523
ERR1913157.1823392__1.1823392	328814__GCA_004558275.1_00079
ERR1913157.1823444__1.1823444	165179__D1PE06__DXC61_05975
ERR1913157.1824028__1.1824028	166486__D4L255__mcp4_5
ERR1913157.1824104__1.1824104	1897011__A0A1Q6RG48__BHW41_02345
ERR1913157.1824201__1.1824201	39492__D4JQS6__ykoD
ERR1913157.1824324__1.1824324	820__A0A3E4VZF8__C801_00319
ERR1913157.1824675__1.1824675	165179__A0A229I1J2__DXB80_03950
ERR1913157.1824758__1.1824758	1263027__R7AXQ2__BN699_01139
ERR1913157.1824822__1.1824822	239935__A0A2N8HT44__CXT84_11035
ERR1913157.1824908__1.1824908	239935__R6JAS2__CXU02_10725
ERR1913157.1825095__1.1825095	1262761__R6RU22__BN606_01110
ERR1913157.1825138__1.1825138	239935__A0A2N8HT18__CXT93_06135
ERR1913157.1825210__1.1825210	820__A0A173WZS4__DXD90_10250
ERR1913157.1825566__1.1825566	33043__D5HFX2__ERS852445_02161
ERR1913157.1825522__1.1825522	165179__A0A3E5DX15__DXC61_00345
ERR1913157.1825671__1.1825671	745368__A0A1T4Y178__SAMN02745178_02628
ERR1913157.1825689__1.1825689	39492__D4JSB6__ERS852540_00627
ERR1913157.1825725__1.1825725	1262761__R6QU88__BN606_01983
ERR1913157.1825729__1.1825729	165179__D1PDF6__DXB80_12430
ERR1913157.1825892__1.1825892	165179__D1P9T6__PREVCOP_04016
ERR1913157.1825902__1.1825902	1262915__R6HKU3__BN574_00841
ERR1913157.1825957__1.1825957	106588__A6NUL8__BACCAP_01900
ERR1913157.1826737__1.1826737	39492__D4JSG7__EUBSIR_01006
ERR1913157.1826797__1.1826797	1680__A0A087DHN0__AL0462_1532
ERR1913157.1827052__1.1827052	239935__A0A2N8I1R3__CXU05_06075
ERR1913157.1827183__1.1827183	1263000__R5EF60__BN466_01316
ERR1913157.1827354__1.1827354	1897011__A0A1Q6RE67__BHW41_04635
ERR1913157.1827858__1.1827858	47678__A0A3E5B7J9__HMPREF1061_03888
ERR1913157.1828225__1.1828225	572010__nifJ
ERR1913157.1828264__1.1828264	239935__A0A3F3K9J9__DEF40_00940
ERR1913157.1828471__1.1828471	239935__R7E524__CXT91_06180
ERR1913157.1828488__1.1828488	28117__B0MU76__ALIPUT_00202
ERR1913157.1828508__1.1828508	1263000__R5EDV4__BN466_01097
ERR1913157.1828595__1.1828595	39492__D4JVG7__ERS852540_00946
ERR1913157.1828840__1.1828840	1262959__R5XYX0__BN680_00040
ERR1913157.1828798__1.1828798	165179__R6CNX7__DXB80_02200
ERR1913157.1828887__1.1828887	853__A0A174BZY1__xerD_1
ERR1913157.1828890__1.1828890	1680__R5GRA4__ERS852382_01548
ERR1913157.1828995__1.1828995	310297__B5D433__DXC17_02005
ERR1913157.1829250__1.1829250	165179__D1PDJ4__DXB80_08505
ERR1913157.1829446__1.1829446	1297617__A0A0S2W7P1__C7373_1216
ERR1913157.1829460__1.1829460	239935__A0A2N8IU14__ADH72_05655
ERR1913157.1829703__1.1829703	328814__GCA_004558275.1_02279
ERR1913157.1829713__1.1829713	1628085__A0A374VS54__C7386_101156
ERR1913157.1830008__1.1830008	239935__B2UQB8__CXT86_01740
ERR1913157.1830905__1.1830905	239935__A0A2N8ILG3__CXT93_10135
ERR1913157.1831168__1.1831168	239935__A0A2N8HDT1__CXT94_05270
ERR1913157.1831317__1.1831317	1680__A7A7Z9__AAX71_05385
ERR1913157.1831341__1.1831341	454155__F3QZ25__HMPREF9442_03471
ERR1913157.1831472__1.1831472	239935__A0A2N8HEH9__CXU07_11710
ERR1913157.1831509__1.1831509	239935__A0A2N8IHY1__CXU06_00035
ERR1913157.1831936__1.1831936	292800__G9YPD5__A4U99_08485
ERR1913157.1831990__1.1831990	944036__A0A196S9G3__AV274_5726
ERR1913157.1832121__1.1832121	1263027__R6ZBL3__BN699_01374
ERR1913157.1832140__1.1832140	901__B6WXL8__DESPIG_02845
ERR1913157.1832181__1.1832181	216816__Q8G464__BFS25_05925
ERR1913157.1832318__1.1832318	239935__A0A139TT05__CXU09_03335
ERR1913157.1832321__1.1832321	1263000__R5ESM1__BN466_01440
ERR1913157.1832597__1.1832597	853__A0A174BA00__DW905_01145
ERR1913157.1832619__1.1832619	1680__A0A087DLC6__C8077_00815
ERR1913157.1832750__1.1832750	1897011__A0A1Q6RFB9__BHW41_03520
ERR1913157.1832774__1.1832774	239935__A0A2N8IV82__CXT99_06735
ERR1913157.1832794__1.1832794	39492__D4JQU6__ERS852540_02194
ERR1913157.1833771__1.1833771	33043__A0A174FIJ8__ERS852445_02217
ERR1913157.1833898__1.1833898	239935__A0A139TT05__CXU09_03335
ERR1913157.1833969__1.1833969	820__A0A174LJB2__HMPREF1072_04112
ERR1913157.1834278__1.1834278	1262761__R6QXE4__BN606_02110
ERR1913157.1834675__1.1834675	901__B6WV59__feoB
ERR1913157.1834711__1.1834711	1262761__R6QU78__BN606_01972
ERR1913157.1834814__1.1834814	853__A0A3E2U7E6__ERS852582_01640
ERR1913157.1834984__1.1834984	239935__A0A2N8I5H6__CXT92_05565
ERR1913157.1834962__1.1834962	239935__A0A2N8HT68__ADH72_00510
ERR1913157.1835266__1.1835266	1262911__R6GS70__BN557_00854
ERR1913157.1835564__1.1835564	853__A0A3E2U7E6__ERS852582_01640
ERR1913157.1835614__1.1835614	47678__R5UST1__ERS852558_03505
ERR1913157.1835644__1.1835644	1161942__ce-ne1
ERR1913157.1835687__1.1835687	1161942__bglA
ERR1913157.1836006__1.1836006	1680__R5GZF2__DXC60_01925
ERR1913157.1836069__1.1836069	33043__A0A173YLD4__ERS852575_00535
ERR1913157.1836104__1.1836104	239935__A0A2N8HT18__CXT93_06135
ERR1913157.1836284__1.1836284	1680__A0A174BEE7__BSTER_1311
ERR1913157.1836406__1.1836406	853__A0A3E2U7E6__ERS852582_01640
ERR1913157.1836569__1.1836569	216816__C5EBT1__BLIF_1344
ERR1913157.1836578__1.1836578	165179__D1PES9__DXB80_11585
ERR1913157.1836757__1.1836757	853__A0A173YYY4__DWZ04_09420
ERR1913157.1836974__1.1836974	901__B6WXX4__DESPIGER_1515
ERR1913157.1837110__1.1837110	1262761__R6QW09__BN606_00873
ERR1913157.1837163__1.1837163	239935__A0A2N8HUU6__CXT90_06150
ERR1913157.1837238__1.1837238	853__A0A3E2U7E6__ERS852582_01640
ERR1913157.1837273__1.1837273	39485__A0A174ZLH6__EUBELI_01564
ERR1913157.1837363__1.1837363	357276__D1K3K9__EL88_23995
ERR1913157.1837468__1.1837468	35833__S2KT88__HMPREF0179_05280
ERR1913157.1837471__1.1837471	1263000__R5EFA7__BN466_01197
ERR1913157.1837511__1.1837511	28117__B0MZ50__ALIPUT_02424
ERR1913157.1837598__1.1837598	33043__D5HFA0__glfT2
ERR1913157.1837687__1.1837687	1262911__R6GHG8__BN557_01301
ERR1913157.1837966__1.1837966	33043__D5HFA0__glfT2
ERR1913157.1838010__1.1838010	1263027__R7A798__BN699_01307
ERR1913157.1838032__1.1838032	1262945__R7A098__BN600_00317
ERR1913157.1838038__1.1838038	823__A0A174PLE5__DXD05_03010
ERR1913157.1838656__1.1838656	853__C7H7F5__DWZ46_01780
ERR1913157.1838796__1.1838796	901__B6WVE1__DESPIGER_2036
ERR1913157.1838884__1.1838884	901__B6WVF5__DESPIGER_2047
ERR1913157.1838985__1.1838985	1262761__R6QU88__BN606_01983
ERR1913157.1839410__1.1839410	1263000__R5EKG2__BN466_02040
ERR1913157.1839423__1.1839423	40518__R5DWB0__DXD86_00925
ERR1913157.1839617__1.1839617	239935__A0A2N8IMD6__CXU03_05585
ERR1913157.1839640__1.1839640	165179__D1PFV4__PREVCOP_06112
ERR1913157.1839812__1.1839812	853__A0A3E2V168__FAEPRAM212_00929
ERR1913157.1839857__1.1839857	487174__K0WYI1__DDY40_08675
ERR1913157.1840282__1.1840282	1262986__R5ZUP0__BN492_01284
ERR1913157.1840489__1.1840489	78346__A0A087D3Y1__BRUM_1576
ERR1913157.1840795__1.1840795	239935__A0A2N8IV82__CXT99_06735
ERR1913157.1840876__1.1840876	1262915__R6HF80__BN574_01649
ERR1913157.1840974__1.1840974	33043__D5HH51__ERS852386_00147
ERR1913157.1841166__1.1841166	820__A0A139JRH8__HMPREF2141_04326
ERR1913157.1841301__1.1841301	853__A0A173T0Y8__CGS54_07215
ERR1913157.1841344__1.1841344	853__C7H7F5__DWZ46_01780
ERR1913157.1841356__1.1841356	1897011__A0A1Q6RFA6__BHW41_03080
ERR1913157.1841471__1.1841471	853__A0A3E2U7E6__ERS852582_01640
ERR1913157.1841509__1.1841509	33043__D5HI05__ERS852400_02760
ERR1913157.1841643__1.1841643	33043__D5HJ22__ERS852575_02302
ERR1913157.1842060__1.1842060	33043__A0A173QUI0__ERS852386_00036
ERR1913157.1842043__1.1842043	1262961__R6E1C5__BN710_01058
ERR1913157.1842568__1.1842568	853__A0A3E2U7E6__ERS852582_01640
ERR1913157.1842642__1.1842642	239935__B2UQP8__CXU15_01110
ERR1913157.1842621__1.1842621	74426__yccM
ERR1913157.1842842__1.1842842	1235835__R9LCU2__C814_02677
ERR1913157.1842903__1.1842903	74426__group_4823
ERR1913157.1843022__1.1843022	310297__B5CWQ0__DXB87_14670
ERR1913157.1843050__1.1843050	901__B6WV59__feoB
ERR1913157.1843053__1.1843053	88431__A6BDR0__DXB16_07995
ERR1913157.1843223__1.1843223	239935__A0A2N8J1K0__CXT97_05765
ERR1913157.1843322__1.1843322	165179__D1PGU8__PREVCOP_06463
ERR1913157.1843605__1.1843605	106588__A6P303__BACCAP_04887
ERR1913157.1843718__1.1843718	853__E2ZGD9__C7J97_11715
ERR1913157.1843875__1.1843875	39491__A0A0M6WLC7__ERS852497_00640
ERR1913157.1843903__1.1843903	901__B6WTQ4__DESPIGER_1255
ERR1913157.1843979__1.1843979	216816__Q8G4D7__DD721_10575
ERR1913157.1844135__1.1844135	46503__R6X5E7__PARMER_00245
ERR1913157.1844237__1.1844237	239935__A0A2N8HQY4__CXT99_03170
ERR1913157.1844384__1.1844384	360807__A0A1Q6T5F3__ERS852392_00510
ERR1913157.1844538__1.1844538	1150298__A0A174M5F7__ERS852535_00457
ERR1913157.1844644__1.1844644	853__A0A173YYY4__DWZ04_09420
ERR1913157.1844713__1.1844713	1680__A0A173YLK6__BAD_0868
ERR1913157.1844886__1.1844886	165179__D1PHM6__DXC61_06700
ERR1913157.1845108__1.1845108	1161942__corC_1
ERR1913157.1845391__1.1845391	33043__A0A173YUV6__ERS852386_00507
ERR1913157.1845680__1.1845680	33043__D5HJ96__ERS852386_02112
ERR1913157.1845856__1.1845856	1262911__R6GY22__BN557_00023
ERR1913157.1845832__1.1845832	33043__A0A173X520__ERS852575_01617
ERR1913157.1845965__1.1845965	1897011__A0A1Q6RJ96__BHW41_00350
ERR1913157.1846036__1.1846036	853__A0A173T0Y8__CGS54_07215
ERR1913157.1846112__1.1846112	901__B6WXD6__DHV46_02215
ERR1913157.1846246__1.1846246	1680__A7A7Z9__AAX71_05385
ERR1913157.1846404__1.1846404	1262911__R6GY22__BN557_00023
ERR1913157.1846579__1.1846579	33043__A0A173WXS1__ERS852445_00262
ERR1913157.1846639__1.1846639	239935__R7E524__CXT91_06180
ERR1913157.1846652__1.1846652	165179__A0A3E5DX15__DXC61_00345
ERR1913157.1846682__1.1846682	39492__D4JUD9__EUBSIR_01875
ERR1913157.1847214__1.1847214	239935__A0A2N8ITW6__CXT91_06265
ERR1913157.1847942__1.1847942	1262761__R6QXL2__BN606_02127
ERR1913157.1847995__1.1847995	853__A0A174C5M1__CGS58_04460
ERR1913157.1848029__1.1848029	33043__A0A173X520__ERS852575_01617
ERR1913157.1848287__1.1848287	1262911__R6GHG8__BN557_01301
ERR1913157.1848588__1.1848588	1680__A0A0C2VBJ4__birA
ERR1913157.1848764__1.1848764	1680__A0A3E4SB79__BAD_1517
ERR1913157.1848915__1.1848915	239935__A0A2N8I5A2__DEF40_08455
ERR1913157.1849250__1.1849250	1034346__A0A2V2F5Y5__DBX92_12090
ERR1913157.1849411__1.1849411	853__A0A173T6P2__DWZ46_14595
ERR1913157.1849552__1.1849552	239935__A0A2N8HEH9__CXU07_11710
ERR1913157.1849778__1.1849778	853__A0A2A7B1Y7__C7K05_11930
ERR1913157.1849803__1.1849803	74426__rpoB
ERR1913157.1849842__1.1849842	239935__R6J4Y4__CXU17_09810
ERR1913157.1849868__1.1849868	165179__D1PER3__DXB80_11525
ERR1913157.1849931__1.1849931	1262761__R6QRP2__BN606_00241
ERR1913157.1850026__1.1850026	33043__A8SPT5__yfiN_2
ERR1913157.1850115__1.1850115	901__B6WTX7__DESPIGER_1193
ERR1913157.1850260__1.1850260	165179__A0A3E5A5E5__DXC61_13965
ERR1913157.1850261__1.1850261	239935__A0A2N8ITX2__CXT86_11265
ERR1913157.1850426__1.1850426	239935__A0A2N8HT44__CXT84_11035
ERR1913157.1850409__1.1850409	147206__GCF_000156215.1_01773
ERR1913157.1850631__1.1850631	901__B6WR27__lnt
ERR1913157.1850922__1.1850922	1262961__R6DWJ6__BN710_00420
ERR1913157.1850924__1.1850924	239935__A0A2N8IUK0__CXU01_07370
ERR1913157.1851040__1.1851040	1262961__R6DV64__BN710_01224
ERR1913157.1851102__1.1851102	310297__B5D009__DXB87_08940
ERR1913157.1851571__1.1851571	216816__A0A087BBV6__BFS26_06210
ERR1913157.1851576__1.1851576	33043__D5HI86__ERS852575_00288
ERR1913157.1851643__1.1851643	1262761__R6RB66__BN606_01964
ERR1913157.1851819__1.1851819	487174__K0X079__DIT83_00640
ERR1913157.1851916__1.1851916	116085__D4J6V9__DW747_08450
ERR1913157.1851920__1.1851920	1603888__A0A133SJQ2__HMPREF3201_00575
ERR1913157.1852005__1.1852005	853__A0A174C5M1__CGS58_04460
ERR1913157.1852037__1.1852037	33043__D5HIC8__vspIM
ERR1913157.1852058__1.1852058	33043__A0A173X520__ERS852575_01617
ERR1913157.1852261__1.1852261	33043__D5HIA8__ERS852575_01867
ERR1913157.1852398__1.1852398	310297__R5W0Z1__BACPLE_02183
ERR1913157.1852630__1.1852630	165179__A0A229I1J2__DXB80_03950
ERR1913157.1852890__1.1852890	1262961__R6DLQ1__BN710_00528
ERR1913157.1852899__1.1852899	1263027__R6ZR35__BN699_01038
ERR1913157.1853065__1.1853065	165179__A0A3E5EA43__DXC61_07775
ERR1913157.1853095__1.1853095	1262761__R6RB66__BN606_01964
ERR1913157.1853115__1.1853115	1262915__R6HBE0__BN574_01103
ERR1913157.1853223__1.1853223	239935__A0A2N8IMD6__CXU03_05585
ERR1913157.1853629__1.1853629	1680__A0A0C2YPV2__AL0462_1474
ERR1913157.1853666__1.1853666	1262986__R6ANN3__BN492_01101
ERR1913157.1853941__1.1853941	214856__I3YMN6__Alfi_1938
ERR1913157.1854086__1.1854086	853__A0A174C5M1__CGS58_04460
ERR1913157.1854089__1.1854089	239935__A0A2N8IMD6__CXU03_05585
ERR1913157.1854093__1.1854093	1262761__R6R5E1__BN606_01164
ERR1913157.1854202__1.1854202	33043__A0A173ZZF8__sbp_2
ERR1913157.1854356__1.1854356	214856__I3YPP3__Alfi_2701
ERR1913157.1854457__1.1854457	1161942__cdaR_1
ERR1913157.1854458__1.1854458	1262915__R6HDU8__BN574_01115
ERR1913157.1854513__1.1854513	28117__B0MXR1__BHV66_08035
ERR1913157.1854560__1.1854560	944036__A0A196SEQ5__AV274_2738
ERR1913157.1854680__1.1854680	1680__A7A4N3__ERS852382_00779
ERR1913157.1854749__1.1854749	853__A0A173XRA8__CGS56_09290
ERR1913157.1854851__1.1854851	853__A0A2A7B9I6__DW855_13690
ERR1913157.1854953__1.1854953	1235835__R9LCU2__C814_02677
ERR1913157.1854969__1.1854969	1262761__R6R3I7__BN606_01771
ERR1913157.1855021__1.1855021	1263000__R5EMW8__BN466_00256
ERR1913157.1855224__1.1855224	239935__A0A2N8IMC3__CXT96_03840
ERR1913157.1855418__1.1855418	165179__D1PDF6__DXB80_12430
ERR1913157.1855489__1.1855489	1262913__R7JQL8__BN646_00411
ERR1913157.1855538__1.1855538	28026__A0A396B960__DXC71_09530
ERR1913157.1855589__1.1855589	853__A0A174UDE9__C4N25_12775
ERR1913157.1855758__1.1855758	165179__A0A3E4S980__PREVCOP_04626
ERR1913157.1855979__1.1855979	1161942__copA_2
ERR1913157.1856026__1.1856026	745368__A0A1T4W6M6__SAMN02745178_00035
ERR1913157.1856028__1.1856028	1262761__R6QKZ0__BN606_00913
ERR1913157.1856036__1.1856036	745368__A0A1T4XVH8__SAMN02745178_02336
ERR1913157.1856052__1.1856052	1262761__R6QUS0__BN606_00152
ERR1913157.1856120__1.1856120	823__A0A395YZG9__M092_4358
ERR1913157.1856078__1.1856078	1161942__celA_6
ERR1913157.1856579__1.1856579	820__A0A396EUU8__luxQ_3
ERR1913157.1857080__1.1857080	1680__A0A173YLK6__BAD_0868
ERR1913157.1857178__1.1857178	901__B6WUI5__DESPIGER_1817
ERR1913157.1857242__1.1857242	1262761__R6R2P8__BN606_01616
ERR1913157.1857276__1.1857276	1520815__A0A1I3NNJ1__SAMN02910435_01357
ERR1913157.1857412__1.1857412	853__A0A174BA00__DW905_01145
ERR1913157.1857769__1.1857769	239935__A0A139TVJ4__CXT86_02020
ERR1913157.1857867__1.1857867	1262911__R6GSH8__BN557_00939
ERR1913157.1858014__1.1858014	328814__GCA_004558275.1_00294
ERR1913157.1858346__1.1858346	239935__A0A2N8I368__CXT95_04550
ERR1913157.1858525__1.1858525	901__B6WQB0__DHV46_07090
ERR1913157.1858667__1.1858667	28117__B0MVL5__BHV66_01660
ERR1913157.1858735__1.1858735	1161942__acm
ERR1913157.1858849__1.1858849	853__A0A2A7B1Y7__C7K05_11930
ERR1913157.1858955__1.1858955	1681__A0A292G7V3__BBIF_1776
ERR1913157.1858963__1.1858963	1263000__R5EUM2__BN466_01747
ERR1913157.1859115__1.1859115	28116__A0A1Y4PWZ5__DXF98_14885
ERR1913157.1859128__1.1859128	28116__A0A1Y4PWZ5__DXF98_14885
ERR1913157.1859255__1.1859255	1262992__R5CXM7__BN795_01016
ERR1913157.1859328__1.1859328	853__A0A2A7B9I6__DW855_13690
ERR1913157.1859560__1.1859560	1262761__R6RBJ5__BN606_02022
ERR1913157.1859585__1.1859585	165179__A0A3E5E920__DXB80_11625
ERR1913157.1859838__1.1859838	1262761__R6RU22__BN606_01110
ERR1913157.1859869__1.1859869	901__A0A1K1LF78__DESPIGER_1556
ERR1913157.1860371__1.1860371	33043__D5HJC5__ERS852386_02144
ERR1913157.1860439__1.1860439	821__A0A396F598__CUU_3259
ERR1913157.1860634__1.1860634	853__A0A2A7B9I6__DW855_13690
ERR1913157.1860652__1.1860652	1262761__R6R380__BN606_01693
ERR1913157.1860849__1.1860849	1262761__R6R5Y6__BN606_00217
ERR1913157.1860877__1.1860877	239935__A0A2N8IVR0__CXT87_07115
ERR1913157.1861063__1.1861063	901__B6WV59__feoB
ERR1913157.1861076__1.1861076	944036__A0A196S4X3__AV274_6193
ERR1913157.1861388__1.1861388	239935__A0A2N8IYM5__CXT84_05130
ERR1913157.1861663__1.1861663	239935__A0A2N8HMQ8__pgsA
ERR1913157.1861828__1.1861828	239935__A0A2N8IMD6__CXU03_05585
ERR1913157.1861924__1.1861924	33043__A0A173ZZ54__ERS852400_00193
ERR1913157.1862236__1.1862236	853__A0A3E2U7E6__ERS852582_01640
ERR1913157.1862305__1.1862305	39492__D4JSG7__EUBSIR_01006
ERR1913157.1862330__1.1862330	853__A0A2A7B9I6__DW855_13690
ERR1913157.1862340__1.1862340	944036__A0A196SBI3__AV274_4947
ERR1913157.1862467__1.1862467	166486__D4KUE6__ROSINTL182_08604
ERR1913157.1862506__1.1862506	1897011__A0A1Q6RG85__BHW41_02670
ERR1913157.1862766__1.1862766	1262761__R6QUP0__BN606_01674
ERR1913157.1862812__1.1862812	1263000__R5EGP9__BN466_01419
ERR1913157.1862839__1.1862839	28117__B0MY36__BHV66_05185
ERR1913157.1862983__1.1862983	165179__D1PE06__DXC61_05975
ERR1913157.1863146__1.1863146	33043__A0A173ZDC4__malL_1
ERR1913157.1863383__1.1863383	410072__C0BF75__ERS852389_02248
ERR1913157.1863726__1.1863726	33043__A0A374K1H3__ykoD_2
ERR1913157.1863773__1.1863773	1262911__R6H2J2__BN557_01228
ERR1913157.1864171__1.1864171	239935__A0A2N8HB50__CXU17_02615
ERR1913157.1864500__1.1864500	1680__A0A174BEE7__BSTER_1311
ERR1913157.1864447__1.1864447	384638__B7AT69__BACPEC_01337
ERR1913157.1864592__1.1864592	1897011__A0A1Q6RGE1__BHW41_02880
ERR1913157.1865466__1.1865466	1262761__R6R380__BN606_01693
ERR1913157.1865495__1.1865495	1262869__R7CRY6__BN625_00452
ERR1913157.1865478__1.1865478	1262761__R6QJQ2__BN606_00751
ERR1913157.1865483__1.1865483	1262911__R6H2J2__BN557_01228
ERR1913157.1865559__1.1865559	1680__A0A087DLC6__C8077_00815
ERR1913157.1865966__1.1865966	1262761__R6R3W1__BN606_01849
ERR1913157.1866074__1.1866074	1262915__R6HCJ7__BN574_00649
ERR1913157.1866168__1.1866168	165179__A0A3E5EA43__DXC61_07775
ERR1913157.1866412__1.1866412	1262761__R6QZS1__BN606_01236
ERR1913157.1866859__1.1866859	165179__D1PCU4__PREVCOP_05029
ERR1913157.1867215__1.1867215	1262992__R5D1Y3__BN795_00199
ERR1913157.1867273__1.1867273	1161942__albF
ERR1913157.1867319__1.1867319	1263006__R6MLU5__BN515_01014
ERR1913157.1867489__1.1867489	1161942__aroA_1
ERR1913157.1867655__1.1867655	239935__B2UQB8__CXT86_01740
