ERR1913140.348__1.348	1262882__R5N3T7__BN519_01188
ERR1913140.2589956__1.2589956	166486__D4KXJ6__ERS852572_00336
ERR1913140.2590064__1.2590064	166486__C7GAX1__ERS852572_03188
ERR1913140.2590171__1.2590171	820__A0A139K8N1__ERS852554_00951
ERR1913140.2590243__1.2590243	166486__D4L2C5__ERS852572_01688
ERR1913140.2590270__1.2590270	853__A0A1Q6QQK2__FAEPRAA2165_01190
ERR1913140.2590299__1.2590299	823__A0A078SLK0__ERS852513_02755
ERR1913140.2590344__1.2590344	823__A0A395YQ63__B5F32_15335
ERR1913140.2590392__1.2590392	165179__D1PER3__DXB80_11525
ERR1913140.2590442__1.2590442	165179__A0A3E5DRF6__DXC61_00200
ERR1913140.2590552__1.2590552	1262936__R7IZZ2__BN799_01307
ERR1913140.2590648__1.2590648	1262936__R7J6F9__BN799_00540
ERR1913140.2590695__1.2590695	905__D2RJS1__SAMN02910455_00100
ERR1913140.2590986__1.2590986	165179__D1PE06__DXC61_05975
ERR1913140.2591394__1.2591394	328814__GCA_004558275.1_00992
ERR1913140.2591547__1.2591547	820__A7VAS1__HMPREF2141_03259
ERR1913140.2591671__1.2591671	165179__R6C3K4__PREVCOP_05795
ERR1913140.2591995__1.2591995	28117__A0A1Q6F5G6__ALIPUT_00577
ERR1913140.2592018__1.2592018	165179__A0A3E5E3D6__DXC61_05750
ERR1913140.2592251__1.2592251	165179__A0A3E5DWJ4__PREVCOP_06538
ERR1913140.2592352__1.2592352	165179__A0A3E5EDS1__DXC61_03115
ERR1913140.2592340__1.2592340	33043__D5HDF1__ERS852386_02231
ERR1913140.2592460__1.2592460	1262936__R7IYH4__BN799_00795
ERR1913140.2592474__1.2592474	901__B6WXD6__DHV46_02215
ERR1913140.2592556__1.2592556	1262959__A0A355KWK7__BN680_01208
ERR1913140.2592665__1.2592665	1262919__R5PVL0__BN465_02203
ERR1913140.2592772__1.2592772	626940__E8LFY4__BHW43_02610
ERR1913140.2592811__1.2592811	821__A0A0N7J7X2__SAMN04487923_101621
ERR1913140.2592840__1.2592840	901__B6WX66__BHW59_05845
ERR1913140.2592859__1.2592859	2292352__A0A374UIX0__DXC23_12260
ERR1913140.2592911__1.2592911	847__C3XB45__BRW84_02955
ERR1913140.2593014__1.2593014	1262936__R7J2B4__BN799_01114
ERR1913140.2593096__1.2593096	165179__D1PEQ5__PREVCOP_05711
ERR1913140.2593158__1.2593158	820__A0A3E4PYB0__yejM
ERR1913140.2593254__1.2593254	165179__A0A3E5E3D6__DXC61_05750
ERR1913140.2593344__1.2593344	28117__B0MYW7__ALIPUT_02336
ERR1913140.2593435__1.2593435	1535__A7VPZ7__CH238_09625
ERR1913140.2593488__1.2593488	853__A0A3E2V168__FAEPRAM212_00929
ERR1913140.2593531__1.2593531	1689__D2Q7P1__BDP_0180
ERR1913140.2593631__1.2593631	165179__A0A3E4SJT2__PREVCOP_04897
ERR1913140.2593635__1.2593635	39492__B0MNL5__phoR_1
ERR1913140.2593667__1.2593667	46506__B0NQN6__AA415_00632
ERR1913140.2593709__1.2593709	901__B6WRI9__DESPIGER_0385
ERR1913140.2593758__1.2593758	165179__A0A3E5E7A6__PREVCOP_04277
ERR1913140.2593852__1.2593852	165179__A0A3E4SEG4__DXC61_11235
ERR1913140.2593820__1.2593820	1304__F8LL13__SSALIVM18_08411
ERR1913140.2593836__1.2593836	821__A0A0P0LKG6__HMPREF1058_02188
ERR1913140.2593980__1.2593980	901__B6WVE1__DESPIGER_2036
ERR1913140.2594056__1.2594056	1262963__R6D9I4__BN718_00461
ERR1913140.2594116__1.2594116	821__E5UY21__C800_02204
ERR1913140.2594264__1.2594264	165179__A0A3E5DZA5__DXB80_12550
ERR1913140.2594166__1.2594166	853__A0A2A7A4A9__C4N21_14870
ERR1913140.2594316__1.2594316	165179__D1P9T6__PREVCOP_04016
ERR1913140.2594474__1.2594474	166486__D4KX83__ERS852572_01103
ERR1913140.2594667__1.2594667	1263006__R6LU28__BN515_01365
ERR1913140.2594654__1.2594654	39491__A0A395ZDC6__addB
ERR1913140.2594692__1.2594692	165179__A0A3E5DWJ4__PREVCOP_06538
ERR1913140.2594903__1.2594903	165179__A0A3E5E5H1__DXC61_07220
ERR1913140.2594919__1.2594919	820__A0A3E4W084__BACUNI_04042
ERR1913140.2595197__1.2595197	33043__A0A173S5P8__ERS852445_00566
ERR1913140.2595201__1.2595201	39492__D4JU30__EUBSIR_00838
ERR1913140.2595178__1.2595178	40518__R5DP91__RBL236_00890
ERR1913140.2595183__1.2595183	821__A0A395VMG0__DXC44_18080
ERR1913140.2595221__1.2595221	853__A0A173YYY4__DWZ04_09420
ERR1913140.2595272__1.2595272	823__A0A174PLE5__DXD05_03010
ERR1913140.2595319__1.2595319	823__C7XA51__BDI_0499
ERR1913140.2595373__1.2595373	905__D2RKU2__SAMN02910455_01052
ERR1913140.2595374__1.2595374	39491__A0A395ZHV7__ykvU
ERR1913140.2595387__1.2595387	1262911__R6GYT4__BN557_00617
ERR1913140.2595420__1.2595420	165179__A0A3E5DX15__DXC61_00345
ERR1913140.2595516__1.2595516	166486__D4KWM6__ERS852572_00729
ERR1913140.2596050__1.2596050	165179__D1P9T6__PREVCOP_04016
ERR1913140.2596210__1.2596210	1262886__R6Q824__BN563_00941
ERR1913140.2596241__1.2596241	823__A0A355XEX9__ERS852560_03521
ERR1913140.2596372__1.2596372	1263006__R6LPZ5__BN515_02090
ERR1913140.2596411__1.2596411	1262936__R7J5X5__BN799_00356
ERR1913140.2596578__1.2596578	1262936__R7J0K9__BN799_01537
ERR1913140.2596721__1.2596721	165179__A0A3E4SDC8__PREVCOP_05706
ERR1913140.2596784__1.2596784	165179__D1PCU4__PREVCOP_05029
ERR1913140.2597041__1.2597041	905__D2RMV3__SAMN05216495_10796
ERR1913140.2597119__1.2597119	901__B6WWE5__DHV46_10030
ERR1913140.2597121__1.2597121	823__A0A174PLE5__DXD05_03010
ERR1913140.2597231__1.2597231	1262911__R6H174__BN557_01246
ERR1913140.2597264__1.2597264	39491__A0A174IJH1__DXB76_01865
ERR1913140.2597388__1.2597388	905__D2RLV1__SAMN05216495_11033
ERR1913140.2597518__1.2597518	360807__A0A0M6WUG1__ERS852392_00028
ERR1913140.2597524__1.2597524	39485__A0A1Q6PGI7__pehX_3
ERR1913140.2597576__1.2597576	1357825__GeneID:17494397
ERR1913140.2597587__1.2597587	39491__A0A396FI89__DXD95_01300
ERR1913140.2597727__1.2597727	1263000__R5EWT9__BN466_02076
ERR1913140.2597730__1.2597730	432198__GeneID:14182803
ERR1913140.2597743__1.2597743	905__D2RIX9__SAMN05216495_103126
ERR1913140.2597793__1.2597793	907__A0A1M6P8N3__AZ49_10195
ERR1913140.2597794__1.2597794	165179__A0A3E5A832__DXC61_13685
ERR1913140.2597852__1.2597852	562__P08371__RW92_04043
ERR1913140.2597955__1.2597955	166486__D4KUC4__arcB_1
ERR1913140.2598030__1.2598030	357276__A0A076IRZ5__BACDOR_00630
ERR1913140.2598106__1.2598106	853__A0A174C5M1__CGS58_04460
ERR1913140.2598250__1.2598250	39491__A0A395UYA6__EUBREC_0408
ERR1913140.2598278__1.2598278	40519__U2KKG4__RUMCAL_02379
ERR1913140.2598688__1.2598688	165179__R6BQP4__DXC61_02015
ERR1913140.2598750__1.2598750	214856__A0A174FWM7__ERS852559_00590
ERR1913140.2598762__1.2598762	165179__A0A3E5EBM5__DXC61_02170
ERR1913140.2598869__1.2598869	165179__A0A174PS14__DXC61_13945
ERR1913140.2598913__1.2598913	165179__A0A3E5E7A6__PREVCOP_04277
ERR1913140.2598921__1.2598921	165179__A0A229I1J2__DXB80_03950
ERR1913140.2599440__1.2599440	33043__D5HDF1__ERS852386_02231
ERR1913140.2599472__1.2599472	1262936__R7J0U9__BN799_01484
ERR1913140.2599766__1.2599766	562__P26458__cydB
ERR1913140.2599863__1.2599863	626940__E8LBE7__BN587_01102
ERR1913140.2600301__1.2600301	28118__F9Z7M2__B5F99_10065
ERR1913140.2600386__1.2600386	1262886__R6QCS6__BN563_01563
ERR1913140.2600600__1.2600600	33039__A0A173VTT4__frdB_1
ERR1913140.2600569__1.2600569	853__A0A3E2U7E6__ERS852582_01640
ERR1913140.2600755__1.2600755	820__A0A174DZ97__SAMN05444418_101240
ERR1913140.2600815__1.2600815	1897011__A0A1Q6RIP3__BHW41_00615
ERR1913140.2600804__1.2600804	328814__GCA_004558275.1_00989
ERR1913140.2601121__1.2601121	1739309__V8BAJ5__HMPREF2805_02210
ERR1913140.2601169__1.2601169	328814__GCA_004558275.1_00987
ERR1913140.2601308__1.2601308	360807__A0A173V2S2__phoR_7
ERR1913140.2601314__1.2601314	165179__A0A3E4SID1__DXB80_01945
ERR1913140.2601454__1.2601454	357276__A0A076IYE6__IY41_04275
ERR1913140.2601562__1.2601562	165179__D1PDJ4__DXB80_08505
ERR1913140.2601607__1.2601607	214856__I3YPP9__Alfi_2707
ERR1913140.2601656__1.2601656	28117__R7JG17__ALIPUT_01859
ERR1913140.2601684__1.2601684	1262882__R5MHQ8__BN519_00707
ERR1913140.2601772__1.2601772	410072__A0A173XQG6__ERS852574_01620
ERR1913140.2602112__1.2602112	10680__GeneID:1261100
ERR1913140.2602165__1.2602165	820__A0A3E4XDK3__ERS852554_03650
ERR1913140.2602227__1.2602227	360807__A0A173YFC9__ROSEINA2194_03541
ERR1913140.2602285__1.2602285	853__A0A174C5M1__CGS58_04460
ERR1913140.2602326__1.2602326	626940__E8LFE6__DCQ00_00370
ERR1913140.2602454__1.2602454	853__A0A173XRA8__CGS56_09290
ERR1913140.2602458__1.2602458	33043__D5HEE1__ERS852386_01671
ERR1913140.2602506__1.2602506	1262924__R7HUG0__BN585_00790
ERR1913140.2602565__1.2602565	165179__D1PGJ6__DXC61_07300
ERR1913140.2602608__1.2602608	165179__D1PE06__DXC61_05975
ERR1913140.2602656__1.2602656	1897011__A0A1Q6RFH2__BHW41_03500
ERR1913140.2602880__1.2602880	74426__asnS
ERR1913140.2603025__1.2603025	820__A0A3E4VZT7__DXB48_16145
ERR1913140.2603064__1.2603064	214856__A0A174A0P3__ERS852447_00994
ERR1913140.2603302__1.2603302	165179__A0A3E5E2B6__DXB80_02820
ERR1913140.2603336__1.2603336	357276__A0A076IS46__BACDOR_03265
ERR1913140.2603343__1.2603343	39492__D4MJF6__EUBSIR_02251
ERR1913140.2603624__1.2603624	1304__F8LK78__STRSA0001_0840
ERR1913140.2603760__1.2603760	823__A6LEF1__CF162_12695
ERR1913140.2603964__1.2603964	2293125__A0A374C0K0__DW917_10610
ERR1913140.2604130__1.2604130	39492__D4JW28__spoVFA
ERR1913140.2604194__1.2604194	1262936__R7IY41__BN799_00608
ERR1913140.2604196__1.2604196	820__A0A139KJ23__celCCA
ERR1913140.2604312__1.2604312	165179__D1PGD2__DXC61_10875
ERR1913140.2604367__1.2604367	907__G0VRU3__AZ49_08335
ERR1913140.2604464__1.2604464	2292352__A0A374UKJ4__DXC23_09360
ERR1913140.2604551__1.2604551	823__D7IT19__DHP27_03495
ERR1913140.2604538__1.2604538	1262911__R6GYT4__BN557_00617
ERR1913140.2604602__1.2604602	1262886__R6Q946__BN563_00499
ERR1913140.2604629__1.2604629	454155__F3QQI3__HMPREF9442_00425
ERR1913140.2604660__1.2604660	823__D7IPM3__DER51_17585
ERR1913140.2604759__1.2604759	363265__R6F6E7__HMPREF0673_02119
ERR1913140.2604916__1.2604916	165179__A0A3E5A5E5__DXC61_13965
ERR1913140.2605025__1.2605025	1262988__R7N598__BN816_01951
ERR1913140.2605035__1.2605035	39492__D4JSD3__EUBSIR_00131
ERR1913140.2605156__1.2605156	363265__R6FQP4__HMPREF0673_00216
ERR1913140.2605325__1.2605325	165179__A0A3E5E643__DXB80_06030
ERR1913140.2605365__1.2605365	901__B6WTQ4__DESPIGER_1255
ERR1913140.2605397__1.2605397	165179__A0A174MTF2__DXC61_13200
ERR1913140.2605470__1.2605470	853__D4JY61__C4N21_10560
ERR1913140.2605446__1.2605446	33043__A0A173QUA9__ERS852400_01795
ERR1913140.2605635__1.2605635	39485__A0A174Z1A6__EUBELI_00220
ERR1913140.2605687__1.2605687	165179__A0A174MTF2__DXC61_13200
ERR1913140.2606002__1.2606002	33043__D5HJ22__ERS852575_02302
ERR1913140.2606080__1.2606080	1124654__GeneID:14005768
ERR1913140.2606128__1.2606128	1262936__R7J5J9__BN799_00247
ERR1913140.2606103__1.2606103	165179__A0A3E5E3D6__DXC61_05750
ERR1913140.2606111__1.2606111	165179__A0A174SR12__DXB80_04410
ERR1913140.2606195__1.2606195	39491__C4Z8S1__DXB76_06750
ERR1913140.2606240__1.2606240	165179__D1PEW8__DXB80_13775
ERR1913140.2606294__1.2606294	33043__A0A173WZE5__ERS852386_00374
ERR1913140.2606406__1.2606406	1262882__R5N4G2__BN519_01273
ERR1913140.2606369__1.2606369	165179__D1PHD6__DXC61_03380
ERR1913140.2606451__1.2606451	166486__D4L1P5__ERS852572_00758
ERR1913140.2606523__1.2606523	360807__C0FSM3__ROSEINA2194_01739
ERR1913140.2606589__1.2606589	562__A0A377AAV3__CDL32_10800
ERR1913140.2606783__1.2606783	821__A0A0P0M5Z6__BVU_0429
ERR1913140.2606949__1.2606949	39491__A0A173VYV1__DXC13_02710
ERR1913140.2606953__1.2606953	414970__GeneID:5204415
ERR1913140.2607016__1.2607016	626940__E8LG74__BN587_01686
ERR1913140.2607015__1.2607015	33043__D5HHY4__luxQ_1
ERR1913140.2607089__1.2607089	33043__D5HF29__eglS_1
ERR1913140.2607192__1.2607192	626940__E8LFF6__BHW43_06155
ERR1913140.2607441__1.2607441	165179__A0A174IPI3__CFT61_10940
ERR1913140.2607518__1.2607518	357276__A0A0K2HDP3__IY41_00705
ERR1913140.2607569__1.2607569	39491__A0A396FP46__cobD_2
ERR1913140.2607583__1.2607583	33043__D5HIC8__vspIM
ERR1913140.2607632__1.2607632	165179__D1PGU8__PREVCOP_06463
ERR1913140.2607738__1.2607738	1262911__R6GR13__BN557_00618
ERR1913140.2607782__1.2607782	33043__D5HIL5__ERS852445_01761
ERR1913140.2607879__1.2607879	626940__E8LGB7__BN587_02010
ERR1913140.2608074__1.2608074	487175__F3QJV0__HMPREF9439_01207
ERR1913140.2608285__1.2608285	853__A0A2A7B9I6__DW855_13690
ERR1913140.2608374__1.2608374	166486__D4KVZ4__sleB_3
ERR1913140.2608407__1.2608407	1262882__R5MFM2__BN519_00460
ERR1913140.2608433__1.2608433	1262959__A0A355KWK7__BN680_01208
ERR1913140.2608523__1.2608523	1357825__GeneID:17494397
ERR1913140.2608532__1.2608532	165179__A0A3E5DPL2__PREVCOP_05023
ERR1913140.2608778__1.2608778	1262936__R7J3L8__BN799_00414
ERR1913140.2608689__1.2608689	1262743__R5C054__BN727_01980
ERR1913140.2608809__1.2608809	626940__A0A3C1IMH5__HMPREF9443_00013
ERR1913140.2608894__1.2608894	1262886__R6QRM1__BN563_01480
ERR1913140.2609072__1.2609072	291644__R5JCI3__HMPREF1532_04074
ERR1913140.2609282__1.2609282	1262959__R5YFN8__BN680_01122
ERR1913140.2609376__1.2609376	166486__C7GCP5__ROSINTL182_07683
ERR1913140.2609413__1.2609413	901__B6WVE0__DESPIG_02056
ERR1913140.2609526__1.2609526	820__A0A174GYA8__DXB64_07370
ERR1913140.2609614__1.2609614	901__B6WTW8__DESPIGER_1202
ERR1913140.2609631__1.2609631	901__B6WTG8__DESPIG_01374
ERR1913140.2609759__1.2609759	414970__GeneID:5204421
ERR1913140.2609828__1.2609828	562__P0AEK1__CR916_15790
ERR1913140.2609870__1.2609870	1263109__GCA_000438135.1_01227
ERR1913140.2609905__1.2609905	165179__A0A3E5ECZ7__PREVCOP_06006
ERR1913140.2610012__1.2610012	165179__A0A3E5AE59__DXC61_12885
ERR1913140.2610162__1.2610162	671267__R9IEN1__C802_02405
ERR1913140.2610186__1.2610186	165179__D1PB89__DXC61_08425
ERR1913140.2610242__1.2610242	853__A0A173TAZ8__DWZ46_14590
ERR1913140.2610339__1.2610339	820__A0A3E4VXP2__yesR
ERR1913140.2610570__1.2610570	39491__A0A395UUN5__EUBREC_0291
ERR1913140.2610632__1.2610632	1262889__R7HGJ7__BN634_01746
ERR1913140.2610577__1.2610577	39491__A0A395V1Y4__DXB99_08035
ERR1913140.2610579__1.2610579	165179__D1P9T6__PREVCOP_04016
ERR1913140.2610679__1.2610679	165179__W1I4H6__DXB80_13655
ERR1913140.2610707__1.2610707	1262741__R6CI04__BN697_01912
ERR1913140.2610763__1.2610763	853__A0A173XRA8__CGS56_09290
ERR1913140.2611013__1.2611013	626940__E8LFE6__DCQ00_00370
ERR1913140.2611021__1.2611021	1262936__R7J172__BN799_01663
ERR1913140.2611059__1.2611059	2292352__A0A374UML6__DXC23_09355
ERR1913140.2611477__1.2611477	33039__D4M4L0__ERS852577_02891
ERR1913140.2611489__1.2611489	166486__D4KZ95__ERS852572_03327
ERR1913140.2611757__1.2611757	1262936__R7J1M7__BN799_01868
ERR1913140.2611924__1.2611924	360807__A0A173WYK2__ROSEINA2194_02795
ERR1913140.2611993__1.2611993	348058__GeneID:7353029
ERR1913140.2612081__1.2612081	1262936__R7J1I2__BN799_01776
ERR1913140.2612320__1.2612320	1262911__R6H212__BN557_01031
ERR1913140.2612303__1.2612303	165179__R6C3K4__PREVCOP_05795
ERR1913140.2612346__1.2612346	10680__GeneID:1261100
ERR1913140.2612607__1.2612607	1262911__R6H0U7__BN557_01104
ERR1913140.2612917__1.2612917	28139__A0A379ND44__NCTC11190_02421
ERR1913140.2612965__1.2612965	165179__A0A3E5E0D5__PREVCOP_04205
ERR1913140.2613002__1.2613002	905__D2RL94__Acfer_1487
ERR1913140.2613061__1.2613061	1147152__GeneID:14181982
ERR1913140.2613156__1.2613156	357276__D1JY58__BACDOR_04277
ERR1913140.2613436__1.2613436	1318__U5PE10__HMPREF8577_1394
ERR1913140.2613475__1.2613475	165179__A0A229I1J2__DXB80_03950
ERR1913140.2613518__1.2613518	165179__A0A3E4SDC8__PREVCOP_05706
ERR1913140.2613529__1.2613529	39486__R6TK96__DXB12_05650
ERR1913140.2613564__1.2613564	572010__napA
ERR1913140.2613609__1.2613609	165179__A0A3E5EAT2__DXC61_07585
ERR1913140.2613765__1.2613765	33043__A0A173YPE0__thiD
ERR1913140.2613775__1.2613775	165179__D1PCL6__DXB80_13435
ERR1913140.2613842__1.2613842	1262886__R6RDB4__BN563_00049
ERR1913140.2613947__1.2613947	562__P77294__fimG
ERR1913140.2613957__1.2613957	1262911__R6HN87__BN557_00926
ERR1913140.2614192__1.2614192	39491__A0A396FKI0__DXC13_11560
ERR1913140.2614239__1.2614239	2292352__A0A374UKI4__DXC23_09350
ERR1913140.2614487__1.2614487	1675036__A0A344MKN1__ACT01_09605
ERR1913140.2614511__1.2614511	39486__B0GA07__DXD18_03830
ERR1913140.2614517__1.2614517	745368__A0A1T4X3J8__SAMN02745178_01380
ERR1913140.2614603__1.2614603	1262936__R7IZZ2__BN799_01307
ERR1913140.2614609__1.2614609	1262936__R7J3N4__BN799_00434
ERR1913140.2614615__1.2614615	165179__D1PGD2__DXC61_10875
ERR1913140.2614679__1.2614679	410072__A0A174K1W4__apxIB
ERR1913140.2614797__1.2614797	360807__A0A1Q6T5B1__ERS852444_03147
ERR1913140.2614852__1.2614852	1262959__R5Y0L7__BN680_01410
ERR1913140.2614882__1.2614882	1262743__R5C054__BN727_01980
ERR1913140.2615040__1.2615040	39492__B0MNL5__phoR_1
ERR1913140.2615107__1.2615107	39491__A0A0M6WBQ6__ERS852417_02951
ERR1913140.2615166__1.2615166	820__A0A1T4IYF4__mprA_1
ERR1913140.2615329__1.2615329	820__A0A174DZ97__SAMN05444418_101240
ERR1913140.2615423__1.2615423	357276__A0A0M1W6X7__HMPREF1065_03898
ERR1913140.2615440__1.2615440	1680__A0A174BEE7__BSTER_1311
ERR1913140.2615500__1.2615500	2108523__A0A2P2F3W3__LAWASA_692
ERR1913140.2615538__1.2615538	1739341__S9SKG4__HMPREF2837_10235
ERR1913140.2615605__1.2615605	39492__D4JUJ6__ssuB_2
ERR1913140.2615651__1.2615651	905__D2RKM4__SAMN05216495_1016
ERR1913140.2615722__1.2615722	1262959__R5YVJ9__BN680_01667
ERR1913140.2615949__1.2615949	410072__C0BF75__ERS852389_02248
ERR1913140.2616169__1.2616169	40519__U2M6Q1__RUMCAL_00207
ERR1913140.2616190__1.2616190	165179__D1PFV4__PREVCOP_06112
ERR1913140.2616211__1.2616211	166486__A0A173V5I7__ERS852572_02640
ERR1913140.2616359__1.2616359	39491__A0A396FUZ3__phoR_1
ERR1913140.2616437__1.2616437	562__A0A376L0A6__CQA14_19985
ERR1913140.2616493__1.2616493	2292352__A0A374UIX0__DXC23_12260
ERR1913140.2616624__1.2616624	1262959__R5YH34__BN680_01621
ERR1913140.2616584__1.2616584	165179__A0A174W369__PREVCOP_04548
ERR1913140.2616671__1.2616671	905__D2RJV7__SAMN02910455_00064
ERR1913140.2616741__1.2616741	39491__A0A173TFQ1__rsmF
ERR1913140.2616839__1.2616839	2108523__A0A2P2F5J6__LAWASA_1285
ERR1913140.2616958__1.2616958	1262886__R6QGJ5__BN563_00263
ERR1913140.2617060__1.2617060	1262741__R6CHF7__BN697_01681
ERR1913140.2617116__1.2617116	1262886__R6QJF6__BN563_01169
ERR1913140.2617229__1.2617229	204516__U6RAM4__HMPREF1534_03439
ERR1913140.2617242__1.2617242	1262936__R7J0K5__BN799_01232
ERR1913140.2617365__1.2617365	204516__U6RFV1__HMPREF1534_02560
ERR1913140.2617452__1.2617452	1262936__R7J272__BN799_00063
ERR1913140.2617567__1.2617567	10680__GeneID:1261100
ERR1913140.2617587__1.2617587	165179__A0A3E5EB26__CFT61_02800
ERR1913140.2617598__1.2617598	165179__D1PB89__DXC61_08425
ERR1913140.2617621__1.2617621	901__B6WS90__DHV46_08165
ERR1913140.2617738__1.2617738	901__B6WUW8__DESPIGER_1921
ERR1913140.2617983__1.2617983	33043__A0A173WXS1__ERS852445_00262
ERR1913140.2618092__1.2618092	39486__G1WN57__DORFOR_02477
ERR1913140.2618147__1.2618147	246787__R6KCH8__csbC
ERR1913140.2618259__1.2618259	1262959__R5XVV1__BN680_00303
ERR1913140.2618398__1.2618398	39492__D4MMN2__EUBSIR_00964
ERR1913140.2618430__1.2618430	244366__A0A0B7GCL1__sucC
ERR1913140.2618494__1.2618494	165179__A0A174IHQ2__PREVCOP_05478
ERR1913140.2618540__1.2618540	563769__GeneID:6973158
ERR1913140.2618608__1.2618608	165179__A0A3E5DWJ4__PREVCOP_06538
ERR1913140.2618675__1.2618675	165179__A0A3E4SDC8__PREVCOP_05706
ERR1913140.2618697__1.2618697	1262911__R6GSH8__BN557_00939
ERR1913140.2618758__1.2618758	165179__A0A3E5E2S3__DXB80_03455
ERR1913140.2618772__1.2618772	562__P0AF07__motB_2
ERR1913140.2618815__1.2618815	165179__D1PDJ4__DXB80_08505
ERR1913140.2618983__1.2618983	626940__E8LGA6__BHW43_03960
ERR1913140.2619059__1.2619059	1150298__A0A174MSM0__toxA_2
ERR1913140.2619091__1.2619091	165179__A0A3E4SID1__DXB80_01945
ERR1913140.2619296__1.2619296	165179__A0A174IPI3__CFT61_10940
ERR1913140.2619334__1.2619334	33043__A0A174B5C6__acm_3
ERR1913140.2619541__1.2619541	1262824__R6RN09__BN719_01315
ERR1913140.2619618__1.2619618	1262882__R5N3T7__BN519_01188
ERR1913140.2619667__1.2619667	823__A0A073I748__M096_3057
ERR1913140.2619751__1.2619751	33043__A8SWZ6__ERS852386_02582
ERR1913140.2619759__1.2619759	52226__C9KNZ7__MITSMUL_04951
ERR1913140.2619829__1.2619829	901__B6WX92__DESPIG_02718
ERR1913140.2619871__1.2619871	166486__D4KX18__ROSINTL182_07596
ERR1913140.2619952__1.2619952	39492__D4JV86__spoIIE
ERR1913140.2619900__1.2619900	820__A0A3E4W3Y0__HMPREF2141_00338
ERR1913140.2619964__1.2619964	820__A0A139K426__B5G17_09115
ERR1913140.2620119__1.2620119	1262936__R7J1I2__BN799_01776
ERR1913140.2620283__1.2620283	563769__GeneID:6973141
ERR1913140.2620385__1.2620385	360807__A0A0M6X0S9__RIL183_10591
ERR1913140.2620496__1.2620496	214856__R6Y1K2__ERS852447_02306
ERR1913140.2620524__1.2620524	1262936__R7IZZ2__BN799_01307
ERR1913140.2620597__1.2620597	853__A0A2A7ATM9__DWZ89_13645
ERR1913140.2620969__1.2620969	410072__C0BC38__ERS852574_02017
ERR1913140.2621040__1.2621040	1150298__A0A174RP87__uppP_1
ERR1913140.2621080__1.2621080	901__B6WVJ8__DHV46_03535
ERR1913140.2621375__1.2621375	1263000__R5EMU9__BN466_00667
ERR1913140.2621388__1.2621388	820__A0A139KIL9__DXC68_05945
ERR1913140.2621704__1.2621704	165179__A0A3E5E4P9__DXB80_07930
ERR1913140.2621809__1.2621809	165179__R6C3K4__PREVCOP_05795
ERR1913140.2621850__1.2621850	39491__A0A396FMT0__EUBREC_3020
ERR1913140.2622070__1.2622070	165179__R6CJG8__DXC61_09290
ERR1913140.2622019__1.2622019	165179__D1PFV4__PREVCOP_06112
ERR1913140.2622277__1.2622277	10680__GeneID:1261099
ERR1913140.2622437__1.2622437	1689__W2VKP3__HMPREF0168_1559
ERR1913140.2622534__1.2622534	100886__R7GNA5__ERS852383_05535
ERR1913140.2622540__1.2622540	33043__A0A374K1H3__ykoD_2
ERR1913140.2622579__1.2622579	671232__F5U369__C6A28_08760
ERR1913140.2622691__1.2622691	165179__D1P8Q2__trpF
ERR1913140.2622764__1.2622764	301301__A0A395V8V6__RHOM_04915
ERR1913140.2622809__1.2622809	1897011__A0A1Q6RI93__BHW41_01175
ERR1913140.2622816__1.2622816	1262882__R5MY46__BN519_00355
ERR1913140.2622930__1.2622930	360807__C0FVL5__ERS852392_00391
ERR1913140.2622950__1.2622950	39491__A0A395ZBW8__DXC13_08840
ERR1913140.2623008__1.2623008	33039__R6PZ42__mprA_2
ERR1913140.2623039__1.2623039	820__A0A3E4WCX3__C801_02709
ERR1913140.2623087__1.2623087	165179__D1PCT4__DXB80_09470
ERR1913140.2623117__1.2623117	1262886__R6QHT9__BN563_00630
ERR1913140.2623373__1.2623373	1357825__GeneID:17494398
ERR1913140.2623739__1.2623739	33043__A0A174AEP1__apr
