ERR1913314.38__1.38	28116__R6DIL2__DXD69_10970
ERR1913314.923006__1.923006	28052__R5HJU0__ERS852451_00148
ERR1913314.923090__1.923090	820__A0A174NUS8__DXC80_12885
ERR1913314.923062__1.923062	187327__G4Q5K5__Acin_0879
ERR1913314.923289__1.923289	187327__G4Q3J1__ACDG_01977
ERR1913314.923375__1.923375	1776081__A0A1B8WXQ3__A0U42_04700
ERR1913314.923428__1.923428	820__A0A174QLF0__SAMN05444418_109151
ERR1913314.923507__1.923507	821__A0A0P0M2J4__DXD46_10295
ERR1913314.923623__1.923623	28116__E5C458__BACOV975_02730
ERR1913314.923576__1.923576	40518__R5DME2__DXD86_07315
ERR1913314.923694__1.923694	820__A0A174DZ97__SAMN05444418_101240
ERR1913314.924194__1.924194	28116__E5C5U2__HMPREF2532_02418
ERR1913314.924470__1.924470	1680__A0A173Y6N7__yhaH
ERR1913314.924588__1.924588	46506__A0A108TBL0__BACSTE_01998
ERR1913314.924609__1.924609	216816__A0A0A6VPB9__B624_1780
ERR1913314.924560__1.924560	820__A7VAR9__ERS852421_00197
ERR1913314.924626__1.924626	338188__A0A174ETX3__ERS852397_01955
ERR1913314.924668__1.924668	820__A0A174F0C1__nreB
ERR1913314.924738__1.924738	820__R9HP61__DXC91_01090
ERR1913314.924807__1.924807	820__A7V470__HMPREF1072_02076
ERR1913314.924810__1.924810	820__A0A3E4RUC4__DHU98_02635
ERR1913314.924840__1.924840	820__R9I3Q7__HMPREF1072_01668
ERR1913314.924971__1.924971	28118__F9Z9B0__SAMEA44545918_02179
ERR1913314.925057__1.925057	47678__R5U3A7__ERS852494_02965
ERR1913314.925092__1.925092	1262743__R5C054__BN727_01980
ERR1913314.925148__1.925148	821__A0A396F9T7__M097_3427
ERR1913314.925174__1.925174	820__A0A3E4W084__BACUNI_04042
ERR1913314.925196__1.925196	40518__R5DP21__RBATCC27255_00348
ERR1913314.925199__1.925199	40518__R5DNY7__RBATCC27255_00367
ERR1913314.925252__1.925252	28116__E5C3L0__B5F02_21065
ERR1913314.925216__1.925216	820__A0A174CK74__DXB48_07060
ERR1913314.925220__1.925220	189722__E0NQU7__HMPREF0658_0548
ERR1913314.925322__1.925322	820__A0A3E4WA06__ERS852554_03404
ERR1913314.925400__1.925400	357276__B6VYT9__HMPREF1063_05030
ERR1913314.925437__1.925437	820__A0A3E4VXP2__yesR
ERR1913314.925382__1.925382	187327__G4Q2M9__ACDG_01875
ERR1913314.925535__1.925535	1262869__R7CM75__BN625_00831
ERR1913314.925569__1.925569	46506__B0NM94__HMPREF1181_03250
ERR1913314.925682__1.925682	28116__A0A396DFW5__C5Z02_07010
ERR1913314.925776__1.925776	820__A0A396CMY7__HMPREF1072_03009
ERR1913314.925938__1.925938	39491__A0A396FMF1__EUR_28700
ERR1913314.926020__1.926020	40518__R5DV58__htrA
ERR1913314.926035__1.926035	246787__E2N7F5__AA416_04404
ERR1913314.926151__1.926151	820__A0A3E4IGA7__DXD40_07110
ERR1913314.926284__1.926284	46506__A0A3E4TL81__HMPREF1181_01022
ERR1913314.926375__1.926375	47678__R5UXY0__CGC64_03535
ERR1913314.926394__1.926394	39491__A0A396FIZ8__ERE_20410
ERR1913314.926484__1.926484	823__A0A355XF06__B5F32_11480
ERR1913314.926560__1.926560	821__A0A0P0L8F8__ERS852509_03705
ERR1913314.926641__1.926641	40520__A0A395XDY5__ERS852394_00913
ERR1913314.926733__1.926733	820__A0A174EV88__HMPREF1072_01427
ERR1913314.926863__1.926863	820__A0A174M9V5__M093_0237
ERR1913314.927184__1.927184	246787__R6KM92__AA416_01456
ERR1913314.927446__1.927446	216816__R5MZK3__DPC6320_1630
ERR1913314.927542__1.927542	1262954__R7F8M1__BN611_00969
ERR1913314.927570__1.927570	74426__asnS
ERR1913314.927636__1.927636	820__A0A3E4G3J9__ERS852459_02265
ERR1913314.927696__1.927696	820__A0A139K426__B5G17_09115
ERR1913314.927707__1.927707	357276__I8WFU9__BACDOR_02006
ERR1913314.927664__1.927664	823__D0TC25__B5F32_04575
ERR1913314.927680__1.927680	28116__E5C5U2__HMPREF2532_02418
ERR1913314.927785__1.927785	1099853__U5CD68__NSB1T_05535
ERR1913314.927920__1.927920	820__A0A374QGD2__ERS852421_02382
ERR1913314.928010__1.928010	1680__A0A0C2YNK5__BADO_0780
ERR1913314.928118__1.928118	357276__A0A0K2HDP3__IY41_00705
ERR1913314.928125__1.928125	820__A0A139KIL9__DXC68_05945
ERR1913314.928191__1.928191	1262954__R7FEL1__BN611_01427
ERR1913314.928213__1.928213	40518__R5E6K5__speA
ERR1913314.928223__1.928223	1685__A0A3D8UEL2__DRBB29_0129
ERR1913314.928296__1.928296	1680__A0A087DLC6__C8077_00815
ERR1913314.928310__1.928310	820__A0A3E4QZJ7__C801_01798
ERR1913314.928391__1.928391	28117__B0N007__BHV66_10275
ERR1913314.928411__1.928411	40520__A0A174GNL5__DXD81_10555
ERR1913314.928671__1.928671	187327__G4Q4L2__Acin_0690
ERR1913314.928762__1.928762	418240__C6J9Y8__ERS852478_00235
ERR1913314.928806__1.928806	74426__gap
ERR1913314.928841__1.928841	40518__R5E1X3__clcA
ERR1913314.928961__1.928961	28116__A7LYG5__M089_5828
ERR1913314.928973__1.928973	820__A0A396EUU8__luxQ_3
ERR1913314.929064__1.929064	28117__B0MU76__ALIPUT_00202
ERR1913314.929037__1.929037	88431__A6BIL9__ERS852573_01301
ERR1913314.929196__1.929196	487174__K0WV96__HMPREF9448_01901
ERR1913314.929278__1.929278	820__A0A139KH21__DXC80_01780
ERR1913314.929310__1.929310	820__A0A139K4W1__M093_0353
ERR1913314.929515__1.929515	187327__G4Q2M9__ACDG_01875
ERR1913314.929516__1.929516	820__A0A173WZS4__DXD90_10250
ERR1913314.929638__1.929638	28116__A7M018__M089_5540
ERR1913314.929938__1.929938	357276__I9QBT7__BSEG_03340
ERR1913314.929828__1.929828	1111454__U7USM3__HMPREF1250_1278
ERR1913314.930043__1.930043	649756__B0P1Y8__ERS852571_00196
ERR1913314.930229__1.930229	40518__R5DYP7__envC
ERR1913314.930347__1.930347	1628085__A0A2U1BGZ9__C7386_101169
ERR1913314.930579__1.930579	28116__F7LC60__AA414_00422
ERR1913314.930835__1.930835	626929__F3PER9__HMPREF9445_00479
ERR1913314.930862__1.930862	1776081__A0A1B8WV48__A0U42_09045
ERR1913314.931013__1.931013	1150298__R7JUX4__ERS852535_02669
ERR1913314.931086__1.931086	820__A0A3E5BMG9__DXD40_05130
ERR1913314.931363__1.931363	39491__A0A0M6WBQ6__ERS852417_02951
ERR1913314.931318__1.931318	823__A6LHJ7__ERS852380_00253
ERR1913314.931368__1.931368	147207__dnaK2
ERR1913314.931419__1.931419	74426__rpoB
ERR1913314.931425__1.931425	487174__K0X6Z7__DDY40_11525
ERR1913314.931467__1.931467	187327__G4Q4X8__ACDG_00099
ERR1913314.931652__1.931652	187327__G4Q7V3__ACDG_00549
ERR1913314.931825__1.931825	28116__A0A1Y4PUF2__BACOV975_03357
ERR1913314.931855__1.931855	1105031__J1H3W2__HMPREF1141_2783
ERR1913314.931948__1.931948	649756__D4MXQ2__DO83_00240
ERR1913314.932009__1.932009	821__A0A396EVC9__DXB90_03525
ERR1913314.931980__1.931980	820__E5VA63__DXC80_01025
ERR1913314.932038__1.932038	823__A0A069SAX6__ERS852380_00710
ERR1913314.932001__1.932001	39488__A0A174JUI0__EUBHAL_01212
ERR1913314.932199__1.932199	823__A0A174UI22__CF162_13840
ERR1913314.932455__1.932455	820__A7V8C2__ERS852554_01338
ERR1913314.932503__1.932503	39486__R6S173__DXD84_02630
ERR1913314.932465__1.932465	556259__I0PXW0__BSGG_5187
ERR1913314.932645__1.932645	821__A0A3E4XY72__NCTC10583_01067
ERR1913314.932604__1.932604	187327__R6M6U9__xseA
ERR1913314.932712__1.932712	28116__A0A078Q626__HMPREF1070_02735
ERR1913314.932828__1.932828	187327__G4Q4K5__ACDG_01054
ERR1913314.932882__1.932882	360807__C0G083__ROSEINA2194_04432
ERR1913314.932927__1.932927	821__A0A3E4KIM1__M097_3660
ERR1913314.932970__1.932970	820__A0A139KG04__ERS852459_01249
ERR1913314.933075__1.933075	820__A0A174CG08__DXB62_13215
ERR1913314.933214__1.933214	40518__A0A1C6H844__DXD93_02510
ERR1913314.933196__1.933196	28116__D4WLZ3__C5Z02_24105
ERR1913314.933182__1.933182	820__A0A3E4WA06__ERS852554_03404
ERR1913314.933246__1.933246	147206__GCF_000156215.1_00014
ERR1913314.933292__1.933292	820__A0A3E4W6P0__gmhA
ERR1913314.933326__1.933326	820__A0A3E4W4Y7__B5G17_02055
ERR1913314.933422__1.933422	40518__A0A1Q6S5M1__DXD83_09325
ERR1913314.933476__1.933476	40518__R5DWB0__DXD86_00925
ERR1913314.933576__1.933576	1150298__R7JTX5__ERS852535_01291
ERR1913314.933604__1.933604	28116__I9ST00__M088_5588
ERR1913314.933724__1.933724	820__R9I2U8__DXC68_09590
ERR1913314.933829__1.933829	187327__G4Q682__Acin_1672
ERR1913314.933838__1.933838	1304__A0A0F3HE04__A6J87_01575
ERR1913314.933954__1.933954	556259__E5C445__BSGG_0931
ERR1913314.933958__1.933958	1776081__A0A1B8WTP3__A0U42_10575
ERR1913314.934030__1.934030	820__R7E9Z4__DXC68_06065
ERR1913314.934038__1.934038	1262746__R5SS80__BN750_02125
ERR1913314.934234__1.934234	820__A0A3E4G493__ERS417307_00253
ERR1913314.934248__1.934248	820__A0A139K024__B5G17_02060
ERR1913314.934337__1.934337	1776081__A0A1B8WSQ5__A0U42_03000
ERR1913314.934338__1.934338	39486__B0G9P9__DXC93_15995
ERR1913314.934381__1.934381	823__A0A355XF06__B5F32_11480
ERR1913314.935002__1.935002	216816__A0A083XVP2__HMPREF1315_0108
ERR1913314.935013__1.935013	745368__A0A1T4XU57__SAMN02745178_02337
ERR1913314.935145__1.935145	40520__A5ZSF0__DXC87_15965
ERR1913314.935342__1.935342	820__A0A174QT76__B5G17_18060
ERR1913314.935390__1.935390	820__A0A1T4IYF4__mprA_1
ERR1913314.935417__1.935417	820__A0A1Q6IDS8__chtA
ERR1913314.935556__1.935556	1776081__A0A1B8WXQ3__A0U42_04700
ERR1913314.935524__1.935524	47678__R5U3V5__DW706_14455
ERR1913314.935574__1.935574	745368__A0A1T4XVH3__SAMN02745178_02334
ERR1913314.935602__1.935602	47678__R5UAF6__ERS852494_02966
ERR1913314.935769__1.935769	39491__A0A395V1R3__T1815_08181
ERR1913314.935796__1.935796	216816__B3DU85__APC1504_0160
ERR1913314.935817__1.935817	820__A0A173YYG4__evgS_3
ERR1913314.936162__1.936162	1263107__GCA_000436995.1_00007
ERR1913314.936177__1.936177	1150298__A0A174DX06__ERS852498_00491
ERR1913314.936198__1.936198	820__A7V470__HMPREF1072_02076
ERR1913314.936200__1.936200	820__A0A139KJ23__celCCA
ERR1913314.936254__1.936254	187327__G4Q6Y0__ACDG_01211
ERR1913314.936266__1.936266	39491__A0A396FS17__envC
ERR1913314.936312__1.936312	821__A0A3E4KIM1__M097_3660
ERR1913314.936409__1.936409	556259__E5C614__BSGG_0177
ERR1913314.936345__1.936345	28117__B0MWC6__BHV66_00965
ERR1913314.936470__1.936470	820__A0A139K1Y6__DXB48_02610
ERR1913314.936500__1.936500	820__R9HP61__DXC91_01090
ERR1913314.936516__1.936516	820__A0A1T4IY80__ERS852554_01621
ERR1913314.936566__1.936566	371601__A0A1H3XPY7__CW1_0993
ERR1913314.936604__1.936604	821__A0A0P0LKG6__HMPREF1058_02188
ERR1913314.936656__1.936656	40518__R5E1X3__clcA
ERR1913314.936628__1.936628	820__A0A3E4W9D9__B5G17_12400
ERR1913314.936696__1.936696	40518__R5E282__DXD86_08940
ERR1913314.936772__1.936772	28117__R7JH62__BHV66_05735
ERR1913314.936849__1.936849	371601__F7LA63__HMPREF1074_04288
ERR1913314.936880__1.936880	187327__G4Q8X7__Acin_0433
ERR1913314.936921__1.936921	1150298__A0A174FT27__ERS852535_01803
ERR1913314.937034__1.937034	328814__GCA_004558275.1_00391
ERR1913314.937056__1.937056	821__E5UPR6__SAMN04487923_101768
ERR1913314.937240__1.937240	28116__E5C458__BACOV975_02730
ERR1913314.937344__1.937344	1262869__R7CUB7__BN625_00451
ERR1913314.937461__1.937461	820__A0A139KHD8__ERS417307_00569
ERR1913314.937535__1.937535	821__A0A174NM17__lacZ_6
ERR1913314.937545__1.937545	820__A0A396EUU8__luxQ_3
ERR1913314.937592__1.937592	28118__R6F7J8__Odosp_3206
ERR1913314.937727__1.937727	556259__E5C614__BSGG_0177
ERR1913314.937818__1.937818	47678__A5ZJ80__BACCAC_02965
ERR1913314.937894__1.937894	40518__R5DZE2__DXD86_07400
ERR1913314.938039__1.938039	649756__A0A173T0Q8__DCR88_01335
ERR1913314.938233__1.938233	371601__A0A1Y4VIV8__SAMN05216250_12923
ERR1913314.938327__1.938327	357276__A0A076ITU4__EL88_22160
ERR1913314.938364__1.938364	820__A0A139K9Q2__DXD40_08795
ERR1913314.938474__1.938474	40518__R5E6K5__speA
ERR1913314.938801__1.938801	40518__R5DY98__mepA_5
ERR1913314.939017__1.939017	418240__A0A174MZV1__ERS852523_01489
ERR1913314.939071__1.939071	28117__B0MXW9__ALIPUT_01981
ERR1913314.939089__1.939089	46506__B0NUC3__SAMN05444283_1019
ERR1913314.939218__1.939218	40520__R7DEU2__ERS852394_00085
ERR1913314.939284__1.939284	1262869__R7CUK0__BN625_00521
ERR1913314.939300__1.939300	820__A0A139KJ23__celCCA
ERR1913314.939281__1.939281	328813__A0A1Y3QZL2__B5G41_02100
ERR1913314.939357__1.939357	39486__B0G2A7__DXB12_08805
ERR1913314.939429__1.939429	39488__A0A174KVU1__EUBHAL_00302
ERR1913314.939547__1.939547	187327__G4Q2V4__Acin_1541
ERR1913314.939555__1.939555	208479__A8RP18__HMPREF1085_04904
ERR1913314.939597__1.939597	821__A0A173XDD3__DXB82_17180
ERR1913314.939702__1.939702	820__A0A174CK74__DXB48_07060
ERR1913314.939711__1.939711	1535__A7VNP6__CH238_14995
ERR1913314.939827__1.939827	820__A7VAR9__ERS852421_00197
ERR1913314.939896__1.939896	823__D0TCC2__HMPREF1075_01590
ERR1913314.939997__1.939997	820__A0A139JY23__B5G17_06330
ERR1913314.940002__1.940002	820__A0A396EWL3__ERS417307_03868
ERR1913314.940030__1.940030	39491__A0A173VYV1__DXC13_02710
ERR1913314.940094__1.940094	821__A0A3E4WAR6__DXD64_10735
ERR1913314.940122__1.940122	28118__R6FBF6__Odosp_2396
ERR1913314.940180__1.940180	214856__I3YMC8__ERS852447_02666
ERR1913314.940431__1.940431	1160721__W0U3K9__BHW50_11040
ERR1913314.940490__1.940490	47678__A0A3E5BQM1__DXB67_08970
ERR1913314.940642__1.940642	823__A0A355XFH7__ERS852513_00769
ERR1913314.940650__1.940650	322505__frlB
ERR1913314.940728__1.940728	39486__G1WN53__DXD84_08255
ERR1913314.941220__1.941220	47678__R5U819__DW706_12015
ERR1913314.941281__1.941281	40520__A0A3E5EEQ6__ERS852394_00491
ERR1913314.941490__1.941490	1150298__A0A173YHI7__ERS852406_00466
ERR1913314.941546__1.941546	820__R9HP61__DXC91_01090
ERR1913314.941651__1.941651	820__A0A139KG60__M094_2679
ERR1913314.941675__1.941675	820__A0A3E4GFT8__HMPREF1073_03236
ERR1913314.941720__1.941720	1550024__G9RT62__ASJ35_10800
ERR1913314.941726__1.941726	823__A0A173W404__DHP27_04905
ERR1913314.942054__1.942054	39488__A0A285PS86__EUBHAL_02647
ERR1913314.942031__1.942031	28116__F7L4X5__M089_2857
ERR1913314.942033__1.942033	39486__B0G472__DXD50_08450
ERR1913314.942110__1.942110	40520__R7D9Z5__DXD81_01525
ERR1913314.942192__1.942192	39488__A0A374MV67__DXD91_15895
ERR1913314.942341__1.942341	823__A0A174PDQ0__DXC05_08200
ERR1913314.942389__1.942389	47678__R5UXJ2__DW706_08325
ERR1913314.942536__1.942536	39491__A0A396FPV7__ERS852580_01177
ERR1913314.942665__1.942665	187327__R6M6L1__Acin_1516
ERR1913314.942875__1.942875	820__A0A174M9V5__M093_0237
ERR1913314.943324__1.943324	1150298__R7JU97__ERS852498_02579
ERR1913314.943338__1.943338	820__A0A174EV88__HMPREF1072_01427
ERR1913314.943362__1.943362	187327__G4Q6P7__ACDG_01266
ERR1913314.943423__1.943423	1502943__K9D317__HMPREF9282_00736
ERR1913314.943431__1.943431	28117__B0MXD0__ALIPUT_01669
ERR1913314.943436__1.943436	28117__B0MXD0__ALIPUT_01669
ERR1913314.943509__1.943509	1628085__A0A1C6BMM1__C7386_11221
ERR1913314.943632__1.943632	820__A0A396EUU8__luxQ_3
ERR1913314.943827__1.943827	28116__A0A3E5HTL2__SAMN05444282_12366
ERR1913314.943893__1.943893	1965555__A0A1Y4S6Z9__B5E77_13380
ERR1913314.943979__1.943979	28118__F9Z4Q2__Odosp_2759
ERR1913314.943997__1.943997	820__A7V9F9__B5G17_14640
ERR1913314.944094__1.944094	40518__R5DVR2__RBL236_00303
ERR1913314.944213__1.944213	187327__G4Q3E1__dnaQ
ERR1913314.944225__1.944225	1550024__G9RW43__TQ39_06925
ERR1913314.944342__1.944342	310298__B3JL94__BACCOP_02749
ERR1913314.944372__1.944372	28117__A0A1Q6FAD1__ALIPUT_01287
ERR1913314.944782__1.944782	28116__A0A078Q626__HMPREF1070_02735
ERR1913314.944802__1.944802	74426__sufB
ERR1913314.944814__1.944814	301302__A0A0M6W9H8__M72_19621
ERR1913314.944871__1.944871	187327__G4Q682__Acin_1672
ERR1913314.944955__1.944955	46506__B0NSD0__HMPREF1181_00408
ERR1913314.944966__1.944966	821__A0A3E4HP25__SAMN04487923_102450
ERR1913314.944976__1.944976	820__A7V859__ERS852462_00341
ERR1913314.945010__1.945010	187327__G4Q2N2__Acin_1468
ERR1913314.945021__1.945021	821__A0A174MBW9__SAMN04487923_10272
ERR1913314.945144__1.945144	1297617__A0A0S2W8Q5__C7373_1077
ERR1913314.945115__1.945115	1628085__A0A2U1BGQ7__C7386_101108
ERR1913314.945123__1.945123	572010__nrdD
ERR1913314.945178__1.945178	187327__G4Q6P7__ACDG_01266
ERR1913314.945187__1.945187	1262743__R5C054__BN727_01980
ERR1913314.945229__1.945229	1262954__R7FHY5__BN611_00403
ERR1913314.945218__1.945218	820__A0A3E4RU03__M093_0563
ERR1913314.945262__1.945262	291645__I9SGK8__HMPREF1068_00004
ERR1913314.945333__1.945333	821__D4VC51__M099_1508
ERR1913314.945302__1.945302	820__A0A174F0C1__nreB
ERR1913314.945402__1.945402	47678__R5V127__HMPREF1061_04334
ERR1913314.945435__1.945435	47678__A5ZLX1__C5Z00_04825
ERR1913314.945544__1.945544	47678__R5UPG7__C5Z00_18695
ERR1913314.945632__1.945632	40518__R5DU38__DXD83_06770
ERR1913314.945709__1.945709	40518__R5DLM5__RB5AMG_00422
ERR1913314.945721__1.945721	246787__A0A3D6AU53__AA416_01665
ERR1913314.945787__1.945787	40518__R5DZB1__DXD83_08840
ERR1913314.945757__1.945757	187327__G4Q2V4__Acin_1541
ERR1913314.945758__1.945758	418240__C6JD47__ERS852523_00908
ERR1913314.945844__1.945844	820__A0A174F696__macB_13
ERR1913314.945882__1.945882	292800__G9YVG8__HMPREF0372_03533
ERR1913314.945960__1.945960	216816__D6DBD5__DXC32_04335
ERR1913314.945996__1.945996	820__A0A174TRB5__DXD40_11305
ERR1913314.946065__1.946065	1550024__G9RZN9__ASJ35_05735
ERR1913314.946103__1.946103	292800__A0A174X5U4__B5F52_18190
ERR1913314.946120__1.946120	820__A0A3E4IGB2__HMPREF1073_03893
ERR1913314.946144__1.946144	40518__R5E550__aroK
ERR1913314.946146__1.946146	187327__G4Q7A0__ACDG_00618
ERR1913314.946233__1.946233	187327__G4Q5A9__Acin_2086
ERR1913314.946271__1.946271	74426__pflB_2
ERR1913314.946364__1.946364	292800__H1CA44__A4U99_06280
ERR1913314.946535__1.946535	40518__R5E6K4__RB5AMG_02070
ERR1913314.946602__1.946602	820__A0A139JRH8__HMPREF2141_04326
ERR1913314.946689__1.946689	28117__B0MSS1__ALIPUT_00273
ERR1913314.946940__1.946940	28117__B0MZ14__ALIPUT_02383
ERR1913314.947085__1.947085	820__A0A374Q351__DXD40_05850
ERR1913314.947100__1.947100	39491__A0A395V464__EUBREC_1509
ERR1913314.947069__1.947069	1776081__A0A1B8WVD5__A0U42_08535
ERR1913314.947140__1.947140	28117__R7JIJ8__BHV66_01635
ERR1913314.947167__1.947167	823__A0A355XIK0__CEQ22_011965
ERR1913314.947251__1.947251	357276__A0A0K2HDP3__IY41_00705
ERR1913314.947284__1.947284	394340__hgdC
ERR1913314.947326__1.947326	820__R9HXK9__DXB62_08265
ERR1913314.947336__1.947336	216816__V6XY04__APK78_02285
ERR1913314.947343__1.947343	1550024__A0A3B9WJ82__ASJ35_03765
ERR1913314.947345__1.947345	216816__C5EC66__tcrA
ERR1913314.947367__1.947367	1297617__A0A0S2W7I9__C7373_10563
ERR1913314.947492__1.947492	820__A0A139K8N1__ERS852554_00951
ERR1913314.947510__1.947510	820__A0A139KIL9__DXC68_05945
ERR1913314.947778__1.947778	818__Q89ZX6__ERS852511_03600
ERR1913314.947780__1.947780	820__A0A139KHD8__ERS417307_00569
ERR1913314.947843__1.947843	820__A7VAR9__ERS852421_00197
ERR1913314.948316__1.948316	820__A7V470__HMPREF1072_02076
ERR1913314.948335__1.948335	216816__B3DNW2__BL171B_07980
ERR1913314.948674__1.948674	28117__B0MTV0__BHV66_06395
ERR1913314.948775__1.948775	40520__R7D8F5__DXC87_14065
ERR1913314.948805__1.948805	147207__dnaK2
ERR1913314.948913__1.948913	626929__R6LJ78__B5F97_01745
ERR1913314.948980__1.948980	40518__R5DYU1__DXD86_01160
ERR1913314.949009__1.949009	820__A0A396EUU8__luxQ_3
ERR1913314.949109__1.949109	292800__A0A174NZG5__appA_1
ERR1913314.949118__1.949118	40518__R5DXH2__DXD83_10135
ERR1913314.949441__1.949441	28116__D4WJ30__DHW41_06080
ERR1913314.949547__1.949547	630129__A0A087B5Q9__BKAS_1209
ERR1913314.949583__1.949583	28116__A0A3E5ID75__SAMN05444282_10832
ERR1913314.949787__1.949787	823__A0A355XKR1__DHP27_04035
ERR1913314.950153__1.950153	40518__R5DP21__RBATCC27255_00348
ERR1913314.950188__1.950188	28117__B0MUX7__ALIPUT_00918
ERR1913314.950277__1.950277	40518__R5DZ16__DXD86_01455
ERR1913314.950284__1.950284	820__A0A139K024__B5G17_02060
ERR1913314.950377__1.950377	47678__A5ZB44__C5Z00_17730
ERR1913314.950384__1.950384	28116__A0A1Y4Q119__DXD69_10975
ERR1913314.950506__1.950506	471189__GCA_003340385.1_00057
ERR1913314.950564__1.950564	39491__A0A173QT73__alaS_2
ERR1913314.950784__1.950784	39491__R6TQ09__DXC13_03010
ERR1913314.950983__1.950983	820__A0A174LJB2__HMPREF1072_04112
ERR1913314.950939__1.950939	28116__A0A1G8P076__AA414_01051
ERR1913314.951049__1.951049	239935__R6JD78__CXU05_09250
ERR1913314.951211__1.951211	187327__G4Q7J0__ACDG_00809
ERR1913314.951217__1.951217	649756__A0A173UQJ7__ERS852475_02472
ERR1913314.951364__1.951364	39491__A0A2U2EED4__ERS852580_01584
ERR1913314.951378__1.951378	1603888__A0A133SFZ8__HMPREF3201_01866
ERR1913314.951478__1.951478	187327__G4Q3J1__ACDG_01977
ERR1913314.951524__1.951524	216816__Q8G6X1__DD674_00140
ERR1913314.951574__1.951574	820__A0A374MMF0__HMPREF1073_03811
ERR1913314.951576__1.951576	820__A0A078S4C2__ERS417307_00828
ERR1913314.951633__1.951633	1680__A0A0B5BL52__ERS852382_00480
ERR1913314.951808__1.951808	187327__G4Q7M4__ACDG_01826
ERR1913314.951821__1.951821	187327__G4Q4A5__ACDG_01070
ERR1913314.951929__1.951929	1262980__R5BQV7__BN814_00277
ERR1913314.951999__1.951999	216816__B3DR71__CE159_04070
ERR1913314.952072__1.952072	821__A0A0P0M3U7__DXB90_14325
ERR1913314.952113__1.952113	39488__C0EVP9__ERS852450_03163
ERR1913314.952214__1.952214	187327__R6MEG4__Acin_2254
ERR1913314.952239__1.952239	28116__E5C3S2__HMPREF1070_02476
ERR1913314.952471__1.952471	357276__B6VVS0__HMPREF1064_03951
ERR1913314.952641__1.952641	40518__R5DWP7__ansA
ERR1913314.952697__1.952697	187327__G4Q3J1__ACDG_01977
ERR1913314.952717__1.952717	820__A0A174DZ97__SAMN05444418_101240
ERR1913314.952813__1.952813	39491__A0A396FTE5__ERS852417_01346
ERR1913314.952835__1.952835	28116__A0A1Y4Q1S9__DHW41_02535
ERR1913314.952920__1.952920	556259__E5C6L5__BSGG_0298
ERR1913314.952924__1.952924	28118__R6F7E0__SAMEA44545918_02355
ERR1913314.952951__1.952951	47678__I9ECI0__HMPREF1061_03742
ERR1913314.953046__1.953046	821__A0A174AYT0__DXC02_03530
ERR1913314.953240__1.953240	820__A0A174TRB5__DXD40_11305
ERR1913314.953505__1.953505	820__I9J701__ERS852510_01809
ERR1913314.953557__1.953557	820__A0A1T4IYF4__mprA_1
ERR1913314.953595__1.953595	1965646__A0A1Y3WTS9__B5G10_01920
ERR1913314.953601__1.953601	28117__B0MY36__BHV66_05185
ERR1913314.953823__1.953823	820__R9HVB9__DXC68_17285
ERR1913314.953896__1.953896	649756__D4MWA6__HMPREF0369_02259
ERR1913314.953930__1.953930	384639__GCA_003096855.1_01170
