ERR1913021.342__1.342	1262935__R5GDB4__BN773_01091
ERR1913021.6413997__1.6413997	166486__R6AZI2__ydaF
ERR1913021.6414088__1.6414088	357276__D1JZM4__HMPREF1065_01278
ERR1913021.6414236__1.6414236	818__R9HBA6__HMPREF2534_04317
ERR1913021.6414243__1.6414243	821__D4V4X2__DXC16_18525
ERR1913021.6414636__1.6414636	28117__B0MU76__ALIPUT_00202
ERR1913021.6414640__1.6414640	2173__A0A1D2WR01__Msm_0221
ERR1913021.6414718__1.6414718	820__A0A174A6K0__M093_0079
ERR1913021.6414767__1.6414767	28111__E5WUH3__BACEGG_02112
ERR1913021.6414739__1.6414739	454155__F3QSG2__HMPREF9442_01120
ERR1913021.6415057__1.6415057	46506__A0A120A3P8__SAMN05444283_1172
ERR1913021.6415318__1.6415318	291644__I9SRU5__HMPREF1532_02538
ERR1913021.6415541__1.6415541	487174__K0X250__DDY40_03675
ERR1913021.6415617__1.6415617	820__A0A3E4W7J3__DXC07_00330
ERR1913021.6415663__1.6415663	357276__I8WC65__EL88_00520
ERR1913021.6415700__1.6415700	165179__A0A174SA26__PREVCOP_05758
ERR1913021.6415732__1.6415732	1262935__R5GCS7__BN773_00941
ERR1913021.6415739__1.6415739	28118__F9Z5M1__NCTC10826_02946
ERR1913021.6416111__1.6416111	28117__B0MU58__BHV66_05630
ERR1913021.6416386__1.6416386	39491__A0A396FEW6__T1815_18721
ERR1913021.6416411__1.6416411	357276__I9QBT7__BSEG_03340
ERR1913021.6416495__1.6416495	820__A0A174GYA8__DXB64_07370
ERR1913021.6416503__1.6416503	357276__A0A0M1W4C0__DXD47_07095
ERR1913021.6417021__1.6417021	28118__F9Z6X2__B5F99_11710
ERR1913021.6417108__1.6417108	40518__R5DLJ7__lytR_4
ERR1913021.6417229__1.6417229	28117__B0MY45__ALIPUT_02164
ERR1913021.6417302__1.6417302	2173__A0A1D2WTT4__BK798_05110
ERR1913021.6417475__1.6417475	1262886__R6QAH7__BN563_01646
ERR1913021.6417661__1.6417661	1262935__R5GH23__BN773_00804
ERR1913021.6417703__1.6417703	310298__B3JQJ5__BACCOP_04231
ERR1913021.6417742__1.6417742	820__A0A3E4G2R7__DXC07_00510
ERR1913021.6417751__1.6417751	46228__V8BMA2__DXD17_11785
ERR1913021.6418081__1.6418081	116085__D4JBV9__DW747_00800
ERR1913021.6418159__1.6418159	384638__B7APN3__BACPEC_00639
ERR1913021.6418196__1.6418196	46503__R6WTP2__HMPREF1078_03512
ERR1913021.6418405__1.6418405	853__C7H7F5__DWZ46_01780
ERR1913021.6418450__1.6418450	33039__D4M244__ERS852424_01686
ERR1913021.6418465__1.6418465	418240__C6J940__ERS852478_01123
ERR1913021.6418682__1.6418682	204516__U6RDD8__HMPREF1534_02559
ERR1913021.6418772__1.6418772	214856__A0A174BBG7__ERS852447_01289
ERR1913021.6418744__1.6418744	1262935__R5GT62__BN773_01738
ERR1913021.6418792__1.6418792	1227276__U2K7J0__HMPREF9148_02764
ERR1913021.6418830__1.6418830	1262935__R5GGB5__BN773_00347
ERR1913021.6418920__1.6418920	1262958__R7H1D8__BN645_01554
ERR1913021.6419045__1.6419045	46506__R6L6Y9__wza_1
ERR1913021.6419192__1.6419192	487174__K0X429__HMPREF9448_00932
ERR1913021.6419458__1.6419458	1262935__R5GDU9__BN773_01301
ERR1913021.6419532__1.6419532	1262873__R6W6D9__BN605_02180
ERR1913021.6419696__1.6419696	204516__U6RAM4__HMPREF1534_03439
ERR1913021.6419746__1.6419746	46503__R6Y2Q2__DCY29_15375
ERR1913021.6419825__1.6419825	487174__R5FJY1__DDY40_07045
ERR1913021.6419732__1.6419732	204516__U6REI9__HMPREF1534_02357
ERR1913021.6419862__1.6419862	357276__I9R994__BACDOR_04044
ERR1913021.6420070__1.6420070	671267__R9HYS1__C802_04097
ERR1913021.6420104__1.6420104	357276__A0A076J8D4__HMPREF1064_00553
ERR1913021.6420128__1.6420128	1680__A0A087DHN0__AL0462_1532
ERR1913021.6420155__1.6420155	745368__A0A1T4YBU5__SAMN02745178_02911
ERR1913021.6420246__1.6420246	165179__A0A174SA26__PREVCOP_05758
ERR1913021.6420347__1.6420347	40518__R5E4X5__RB5AMG_01438
ERR1913021.6420420__1.6420420	820__A0A174FUF0__HMPREF1073_03308
ERR1913021.6420453__1.6420453	823__C7XA51__BDI_0499
ERR1913021.6420629__1.6420629	39492__R6RYB8__ERS852540_00322
ERR1913021.6420638__1.6420638	28118__R6FX99__Odosp_1660
ERR1913021.6420668__1.6420668	706562__GCA_900112995.1_02127
ERR1913021.6420822__1.6420822	821__A0A173XDD3__DXB82_17180
ERR1913021.6420930__1.6420930	1262911__R6GPC5__BN557_00852
ERR1913021.6420947__1.6420947	301301__A0A395V5B0__ERS852391_02078
ERR1913021.6421049__1.6421049	1262746__R5SS80__BN750_02125
ERR1913021.6421241__1.6421241	1547597__A0A0C3RGB5__BA92_05965
ERR1913021.6421280__1.6421280	1262886__R6RCF6__BN563_00371
ERR1913021.6421476__1.6421476	46503__R6WTP2__HMPREF1078_03512
ERR1913021.6421611__1.6421611	28111__R5K222__bglX_7
ERR1913021.6421635__1.6421635	1262889__R7HDT7__BN634_01583
ERR1913021.6421637__1.6421637	165179__A0A3E5DWZ6__DXC61_10880
ERR1913021.6421722__1.6421722	820__A0A396EWL3__ERS417307_03868
ERR1913021.6421739__1.6421739	823__D0TGE9__ERS852429_03294
ERR1913021.6421896__1.6421896	28118__R6FYK4__folK
ERR1913021.6422103__1.6422103	40518__R5E4X1__DXD93_05270
ERR1913021.6422145__1.6422145	357276__I9RAC4__BSEG_00561
ERR1913021.6422154__1.6422154	823__A0A355XKQ8__DHP27_04010
ERR1913021.6422192__1.6422192	35833__E5Y2B5__HMPREF0179_00325
ERR1913021.6422271__1.6422271	853__C7H7F5__DWZ46_01780
ERR1913021.6422276__1.6422276	820__R9HXK9__DXB62_08265
ERR1913021.6422350__1.6422350	357276__I8WC65__EL88_00520
ERR1913021.6422454__1.6422454	28116__A0A1Y4Q112__evgS_13
ERR1913021.6422496__1.6422496	823__A6LEF3__ERS852560_01356
ERR1913021.6422590__1.6422590	357276__A0A076IYG1__B5F95_22465
ERR1913021.6422642__1.6422642	823__A0A395YRW4__DD466_15895
ERR1913021.6422718__1.6422718	357276__I9FRW5__B5F95_21685
ERR1913021.6422793__1.6422793	552398__F4XCR9__HMPREF0866_01636
ERR1913021.6422850__1.6422850	28111__E5X1H4__HMPREF1016_02781
ERR1913021.6422934__1.6422934	357276__A0A0M1W657__HMPREF1064_04629
ERR1913021.6423193__1.6423193	487174__K0WRZ5__HMPREF9448_02826
ERR1913021.6423383__1.6423383	454155__F3QT65__HMPREF9442_01382
ERR1913021.6423475__1.6423475	204516__U6RAM4__HMPREF1534_03439
ERR1913021.6423670__1.6423670	46228__V8CGG7__RUMLAC_01115
ERR1913021.6423826__1.6423826	357276__A0A1Y3Z3W0__IY41_20500
ERR1913021.6423863__1.6423863	357276__A0A0M1W9N4__GV66_05135
ERR1913021.6423991__1.6423991	821__C6ZAA5__ERS852556_00403
ERR1913021.6424071__1.6424071	28116__D4WLZ3__C5Z02_24105
ERR1913021.6424041__1.6424041	1262886__R6QCG3__BN563_00145
ERR1913021.6424026__1.6424026	1262889__R7HBQ2__BN634_01539
ERR1913021.6424342__1.6424342	291644__I9HP97__HMPREF1532_00061
ERR1913021.6424534__1.6424534	1262886__R6QCX3__BN563_01618
ERR1913021.6424688__1.6424688	46228__V8BYC1__RUMLAC_00426
ERR1913021.6424690__1.6424690	357276__A0A076J9V8__BACDOR_01395
ERR1913021.6424739__1.6424739	1262935__R5GFW3__BN773_00404
ERR1913021.6424758__1.6424758	357276__A0A076IYG1__B5F95_22465
ERR1913021.6424804__1.6424804	487174__K0XLH2__HMPREF9448_01152
ERR1913021.6424905__1.6424905	487175__F3QGM6__HMPREF9439_00065
ERR1913021.6425078__1.6425078	384638__B7AVU0__BACPEC_02840
ERR1913021.6425140__1.6425140	1897011__A0A1Q6RJV2__BHW41_00030
ERR1913021.6425460__1.6425460	821__D4VD59__BHV80_04260
ERR1913021.6426006__1.6426006	487173__H1CXZ3__HMPREF9453_00231
ERR1913021.6426209__1.6426209	357276__A6L053__ABI39_04450
ERR1913021.6426313__1.6426313	291644__I9TBC1__ERS852428_01240
ERR1913021.6426330__1.6426330	1262825__R5E4S3__BN724_00120
ERR1913021.6426419__1.6426419	1262889__R7H993__BN634_00107
ERR1913021.6426625__1.6426625	1261__A0A135YTZ5__HMPREF3183_00253
ERR1913021.6426950__1.6426950	204516__U6RFV1__HMPREF1534_02560
ERR1913021.6427108__1.6427108	1262935__R5GG37__BN773_00249
ERR1913021.6427217__1.6427217	28118__F9ZCH6__DHW44_07090
ERR1913021.6427559__1.6427559	820__A7VAR9__ERS852421_00197
ERR1913021.6427709__1.6427709	40518__R5DZ88__DXD93_06320
ERR1913021.6427693__1.6427693	39486__G1WLK1__DXD50_02145
ERR1913021.6427805__1.6427805	28118__R6FJE6__NCTC10826_00111
ERR1913021.6428008__1.6428008	1501392__A0A0B2JKA5__PU94_00340
ERR1913021.6428019__1.6428019	823__K6AMD2__B5F32_04565
ERR1913021.6428037__1.6428037	454155__F3QUE7__HMPREF9442_01818
ERR1913021.6428120__1.6428120	1262889__R7HAQ6__BN634_02130
ERR1913021.6428171__1.6428171	1262935__R5GR54__BN773_00986
ERR1913021.6428225__1.6428225	28118__F9ZCN9__DHW44_07820
ERR1913021.6428484__1.6428484	39488__A0A173UQ83__mutY
ERR1913021.6428565__1.6428565	291644__I8Z3U9__ERS852428_00841
ERR1913021.6428893__1.6428893	39491__A0A3E4E7C5__DXB69_03255
ERR1913021.6428903__1.6428903	357276__I9QDB8__B5F95_08105
ERR1913021.6429022__1.6429022	239935__R6J5N6__CXT99_10770
ERR1913021.6429024__1.6429024	818__A0A0P0F2P7__BT_1771
ERR1913021.6429082__1.6429082	357276__C3R5C9__HMPREF1063_00213
ERR1913021.6429137__1.6429137	357276__E5UTL1__HMPREF1065_03551
ERR1913021.6429197__1.6429197	820__A0A396CMY7__HMPREF1072_03009
ERR1913021.6429325__1.6429325	454155__F3QTG9__HMPREF9442_01487
ERR1913021.6429434__1.6429434	357276__A0A076ISD9__EL88_07480
ERR1913021.6429564__1.6429564	823__A0A174V089__BDI_3204
ERR1913021.6429613__1.6429613	166486__R6AZI2__ydaF
ERR1913021.6429621__1.6429621	39492__D4JT75__EUBSIR_01776
ERR1913021.6429680__1.6429680	47678__R5U4P2__CGC64_17185
ERR1913021.6429703__1.6429703	821__I9R3W6__DXC16_12455
ERR1913021.6429826__1.6429826	1262945__R6Z2F6__BN600_01358
ERR1913021.6430026__1.6430026	821__A0A396F9T7__M097_3427
ERR1913021.6430076__1.6430076	454155__F3QSG2__HMPREF9442_01120
ERR1913021.6430100__1.6430100	28111__E5WZE2__NCTC11155_00550
ERR1913021.6430237__1.6430237	46503__R6WTN6__PARMER_00136
ERR1913021.6430280__1.6430280	47678__R5U9Z0__HMPREF1061_03210
ERR1913021.6430333__1.6430333	39492__A0A174ZP27__EUBSIR_00033
ERR1913021.6430367__1.6430367	1262889__R7H889__BN634_02048
ERR1913021.6430465__1.6430465	39488__C0EUW7__ERS852578_01381
ERR1913021.6430501__1.6430501	1262886__R6QNM3__BN563_00033
ERR1913021.6430665__1.6430665	820__A0A139KHX1__HMPREF2141_00289
ERR1913021.6430646__1.6430646	310298__B3JQJ5__BACCOP_04231
ERR1913021.6430647__1.6430647	1680__A0A087DLC6__C8077_00815
ERR1913021.6430958__1.6430958	40518__R5DYU1__DXD86_01160
ERR1913021.6431079__1.6431079	823__D0TAX5__HMPREF1075_01064
ERR1913021.6431055__1.6431055	291644__I9TDL9__HMPREF1532_01624
ERR1913021.6431200__1.6431200	47678__R5UES3__CGC64_00760
ERR1913021.6431368__1.6431368	1262992__R5D1K9__BN795_01025
ERR1913021.6431583__1.6431583	1262935__R5GVN5__BN773_00725
ERR1913021.6431745__1.6431745	1262935__R5GTK7__BN773_00203
ERR1913021.6432072__1.6432072	357276__A0A076IRZ5__BACDOR_00630
ERR1913021.6432122__1.6432122	1262825__R5ED15__BN724_00006
ERR1913021.6432588__1.6432588	1262911__R6GKX4__BN557_01388
ERR1913021.6432848__1.6432848	28111__E5X429__BACEGG_00952
ERR1913021.6432927__1.6432927	2293125__A0A374C3L4__DW917_09100
ERR1913021.6433256__1.6433256	357276__A0A076IIL0__EL88_03065
ERR1913021.6433275__1.6433275	821__A0A3E4WAR6__DXD64_10735
ERR1913021.6433389__1.6433389	28111__E5X120__NCTC11155_02427
ERR1913021.6433415__1.6433415	821__A0A174NM17__lacZ_6
ERR1913021.6433465__1.6433465	1263000__R5ES99__BN466_01121
ERR1913021.6433611__1.6433611	357276__A0A076ISD9__EL88_07480
ERR1913021.6433621__1.6433621	46506__R6B8Z4__SAMN05444283_11711
ERR1913021.6433622__1.6433622	39492__B0MPL6__EUBSIR_01779
ERR1913021.6433728__1.6433728	357276__A0A0M1W9N4__GV66_05135
ERR1913021.6433805__1.6433805	454155__F3QTG9__HMPREF9442_01487
ERR1913021.6433892__1.6433892	357276__I9QBT7__BSEG_03340
ERR1913021.6434081__1.6434081	487174__K0WX70__DDY40_01710
ERR1913021.6434217__1.6434217	418240__A0A174EIE7__pknG
ERR1913021.6434313__1.6434313	357276__I8WPR6__EL88_06675
ERR1913021.6434280__1.6434280	1261635__A0A1Q9J110__BIV16_13990
ERR1913021.6434505__1.6434505	418240__A0A174FWP2__ERS852478_02093
ERR1913021.6434677__1.6434677	823__A0A174L7J4__CF162_00380
ERR1913021.6434689__1.6434689	47678__R5UGX6__CGC64_16275
ERR1913021.6434699__1.6434699	39488__C0F0P8__EUBHAL_03272
ERR1913021.6434722__1.6434722	28111__E5WVR8__NCTC11155_02792
ERR1913021.6434907__1.6434907	357276__I8WC65__EL88_00520
ERR1913021.6434983__1.6434983	357276__I9R994__BACDOR_04044
ERR1913021.6434987__1.6434987	39492__D4JT75__EUBSIR_01776
ERR1913021.6434990__1.6434990	291644__I8YN61__ERS852428_04093
ERR1913021.6435074__1.6435074	33039__D4M0U9__mucD
ERR1913021.6435128__1.6435128	28111__E5WUH3__BACEGG_02112
ERR1913021.6435181__1.6435181	291644__I8Z4T0__ERS852428_03213
ERR1913021.6435382__1.6435382	46228__B5CPY3__DXD17_03535
ERR1913021.6435562__1.6435562	820__A0A078S4C2__ERS417307_00828
ERR1913021.6435623__1.6435623	544644__GCA_001915615.1_00365
ERR1913021.6435826__1.6435826	821__A0A395VIK7__BVU_1225
ERR1913021.6435806__1.6435806	1262889__R7HEJ5__BN634_01091
ERR1913021.6435902__1.6435902	166486__D4KXJ6__ERS852572_00336
ERR1913021.6435975__1.6435975	239935__A0A2N8HL50__CXT98_09135
ERR1913021.6436088__1.6436088	1262889__R7HDC3__BN634_00683
ERR1913021.6436289__1.6436289	821__A0A174JYD3__ERS852457_02610
ERR1913021.6436416__1.6436416	1262935__R5GH23__BN773_00804
ERR1913021.6436532__1.6436532	821__A0A3E4WAR6__DXD64_10735
ERR1913021.6436888__1.6436888	1263000__R5EXT3__BN466_02213
ERR1913021.6436904__1.6436904	214856__I3YPN9__ERS852447_01389
ERR1913021.6436998__1.6436998	1262736__R5Y4W9__BN496_00368
ERR1913021.6437087__1.6437087	46228__V8CB66__RUMLAC_02810
ERR1913021.6437091__1.6437091	39492__A0A174ZG93__EUBSIR_00254
ERR1913021.6437156__1.6437156	291644__I9SJA4__ERS852428_03529
ERR1913021.6437265__1.6437265	47678__R5U8S9__DW706_06260
ERR1913021.6437466__1.6437466	39492__B0MM84__lgt
ERR1913021.6437403__1.6437403	487174__K0X3E9__DDY40_04905
ERR1913021.6437412__1.6437412	1897011__A0A1Q6REX0__BHW41_04225
ERR1913021.6437602__1.6437602	291644__I8YWR0__HMPREF1071_01375
ERR1913021.6437746__1.6437746	39486__B0G445__DXD10_10335
ERR1913021.6437758__1.6437758	46506__S3YGB4__DXC41_06355
ERR1913021.6438201__1.6438201	820__A0A3E4QZJ7__C801_01798
ERR1913021.6438242__1.6438242	821__A0A0P0L8F8__ERS852509_03705
ERR1913021.6438315__1.6438315	649756__A0A173S795__DO83_12945
ERR1913021.6438570__1.6438570	649756__L1Q8U4__ERS852571_01677
ERR1913021.6438685__1.6438685	1780376__A0A143XQT4__BN3659_01658
ERR1913021.6438719__1.6438719	39491__A0A174K9A3__DXB69_07785
ERR1913021.6438747__1.6438747	2293125__A0A374C671__DW917_09135
ERR1913021.6438749__1.6438749	246787__A0A3D6AYS8__HMPREF1062_06098
ERR1913021.6438767__1.6438767	820__A0A3E4RTP0__C801_01067
ERR1913021.6438951__1.6438951	357276__A0A076J726__IY41_15030
ERR1913021.6439401__1.6439401	1262935__R5GTF2__BN773_00142
ERR1913021.6439351__1.6439351	853__A0A173XRA8__CGS56_09290
ERR1913021.6439424__1.6439424	823__A0A073I1X2__DXD05_18820
ERR1913021.6439799__1.6439799	853__D4KAK8__C4N21_13380
ERR1913021.6440246__1.6440246	1262889__R7HCM3__BN634_01536
ERR1913021.6440334__1.6440334	371601__D6CXF7__BN891_50120
ERR1913021.6440346__1.6440346	1343__E3CSL0__HMPREF9192_0187
ERR1913021.6440520__1.6440520	2293125__A0A374CIX5__DW917_01125
ERR1913021.6440604__1.6440604	1150298__A0A174R918__ERS852535_01749
ERR1913021.6440705__1.6440705	46228__V8BRM9__HMPREF1202_02379
ERR1913021.6440785__1.6440785	1262889__R7H889__BN634_02048
ERR1913021.6440887__1.6440887	28111__R5JN40__HMPREF1016_01803
ERR1913021.6440953__1.6440953	40518__R5DPA7__RBATCC27255_01319
ERR1913021.6441122__1.6441122	853__A0A3E2U7E6__ERS852582_01640
ERR1913021.6441180__1.6441180	39490__A0A173R762__ERS852448_00257
ERR1913021.6441243__1.6441243	39492__B0MPL6__EUBSIR_01779
ERR1913021.6441301__1.6441301	487174__K0WUW8__DDY40_02615
ERR1913021.6441348__1.6441348	1262935__R5GS65__BN773_01399
ERR1913021.6441486__1.6441486	46506__R6L6Y9__wza_1
ERR1913021.6441533__1.6441533	28116__A0A1Y4PWN5__M088_3731
ERR1913021.6441715__1.6441715	39488__C0ES56__DXD91_10565
ERR1913021.6441739__1.6441739	291644__I9TBA1__HMPREF1532_01959
ERR1913021.6441791__1.6441791	820__A0A174A6K0__M093_0079
ERR1913021.6441980__1.6441980	40519__U2MA69__RUMCAL_01342
ERR1913021.6442144__1.6442144	2292352__A0A374UKS3__DXC23_09270
ERR1913021.6442274__1.6442274	28111__R5K5Y3__BACEGG_03205
ERR1913021.6442306__1.6442306	357276__A0A076IS73__GV66_00410
ERR1913021.6442664__1.6442664	291644__I9TJP2__ERS852428_00842
ERR1913021.6442784__1.6442784	821__A0A173WG51__BVU_2549
ERR1913021.6443059__1.6443059	454154__G5STF9__HMPREF9441_02662
ERR1913021.6443276__1.6443276	166486__D4L1H3__sacC
ERR1913021.6443305__1.6443305	1547597__A0A0C3RFJ2__DMB45_02915
ERR1913021.6443349__1.6443349	821__A0A0P0LFP6__C5Z04_13890
ERR1913021.6443862__1.6443862	357276__I9FRW5__B5F95_21685
ERR1913021.6443871__1.6443871	291644__I8Y2A3__HMPREF1532_03851
ERR1913021.6443967__1.6443967	291644__I8Y0K6__HMPREF1532_04085
ERR1913021.6444132__1.6444132	28111__R5K5Y0__NCTC11155_03071
ERR1913021.6444210__1.6444210	1262935__R5GSZ0__BN773_01827
ERR1913021.6444347__1.6444347	68891__A0A0F2DY13__dnaK
ERR1913021.6444356__1.6444356	1547597__A0A0C3RG99__IE90_11845
ERR1913021.6444597__1.6444597	357276__A0A0K2HNG3__HMPREF1064_03004
ERR1913021.6444915__1.6444915	1262935__R5GGB5__BN773_00347
ERR1913021.6445007__1.6445007	487174__K0X3H8__HMPREF9448_02822
ERR1913021.6445052__1.6445052	821__A0A395VIK7__BVU_1225
ERR1913021.6444992__1.6444992	39491__A0A395ZHW9__DXC13_02590
ERR1913021.6445198__1.6445198	165179__A0A3E5AAM8__DXB80_10240
ERR1913021.6445213__1.6445213	46228__V8C7P7__HMPREF1202_01523
ERR1913021.6445246__1.6445246	487174__K0X5B1__DDY40_01695
ERR1913021.6445455__1.6445455	821__A0A0P0LQT3__DXC03_05050
ERR1913021.6445573__1.6445573	357276__A0A0K2HDP3__IY41_00705
ERR1913021.6445579__1.6445579	1150298__A0A174BC67__ERS852498_00837
ERR1913021.6445553__1.6445553	39486__B0G9D1__DXC93_13935
ERR1913021.6445527__1.6445527	28139__A0A379MUK5__xerD_3
ERR1913021.6445672__1.6445672	39492__B0MPL6__EUBSIR_01779
ERR1913021.6445964__1.6445964	357276__A0A076IYG1__B5F95_22465
ERR1913021.6446034__1.6446034	821__A0A173XDD3__DXB82_17180
ERR1913021.6446067__1.6446067	1263000__R5F0Q6__BN466_00318
ERR1913021.6446134__1.6446134	246787__R6LGA6__tmoS_11
ERR1913021.6446496__1.6446496	821__E5UY21__C800_02204
ERR1913021.6446719__1.6446719	1262886__R6QHF8__BN563_00567
ERR1913021.6446687__1.6446687	487174__K0XEE4__DDY40_09500
ERR1913021.6446694__1.6446694	291644__I8YWL3__HMPREF1532_01571
ERR1913021.6446709__1.6446709	1547597__A0A318N9I7__DMB45_02875
ERR1913021.6446809__1.6446809	39488__A0A173RSC6__ERS852450_01530
ERR1913021.6446971__1.6446971	46228__V8C3F9__HMPREF1202_01724
ERR1913021.6447134__1.6447134	291644__I8Y742__susE
ERR1913021.6447135__1.6447135	357276__B6W1Y1__BSEG_03960
ERR1913021.6447191__1.6447191	357276__I9QBT7__BSEG_03340
ERR1913021.6447214__1.6447214	820__A0A3E4G493__ERS417307_00253
ERR1913021.6447272__1.6447272	853__A0A174CVG7__CGS58_09335
ERR1913021.6447354__1.6447354	39492__D4MMN2__EUBSIR_00964
ERR1913021.6447362__1.6447362	46228__B5CM12__DXD17_00945
ERR1913021.6447490__1.6447490	357276__A0A0K2HKT7__B5F95_21090
ERR1913021.6447582__1.6447582	1262935__R5GRH6__BN773_01325
ERR1913021.6447944__1.6447944	671267__R9IEN1__C802_02405
ERR1913021.6448051__1.6448051	821__A0A173WG51__BVU_2549
ERR1913021.6448139__1.6448139	165179__A0A229I3Z6__PREVCOP_03666
ERR1913021.6448189__1.6448189	204516__U6R9E0__HMPREF1534_03742
ERR1913021.6448237__1.6448237	357276__E5UTL1__HMPREF1065_03551
ERR1913021.6448483__1.6448483	357276__A0A076IYE6__IY41_04275
ERR1913021.6448498__1.6448498	371601__F7MC81__BN890_8450
ERR1913021.6448499__1.6448499	371601__F7MC81__BN890_8450
ERR1913021.6448536__1.6448536	2173__A0A1D2WRA5__METSMIALI_00279
ERR1913021.6448579__1.6448579	821__R6F3Y1__SAMN04487923_104318
ERR1913021.6448632__1.6448632	821__A0A0P0M5Z6__BVU_0429
ERR1913021.6448872__1.6448872	853__A0A173XRA8__CGS56_09290
ERR1913021.6448904__1.6448904	39488__A0A285PT25__EUBHAL_01908
ERR1913021.6449159__1.6449159	28117__B0MUL5__ALIPUT_00722
ERR1913021.6449205__1.6449205	28117__B0MSS1__ALIPUT_00273
ERR1913021.6449316__1.6449316	1262935__R5GQI1__BN773_00059
ERR1913021.6449379__1.6449379	291644__R5JNC3__HMPREF1071_03576
ERR1913021.6449402__1.6449402	28118__F9Z4Q7__DER54_08070
ERR1913021.6449765__1.6449765	106588__A6NQP6__BACCAP_00517
ERR1913021.6449826__1.6449826	820__A7VAR9__ERS852421_00197
ERR1913021.6449833__1.6449833	821__A0A395UNT8__DXD64_15275
ERR1913021.6449868__1.6449868	1262886__R6QCG3__BN563_00145
ERR1913021.6449840__1.6449840	39492__B0MPL6__EUBSIR_01779
ERR1913021.6450002__1.6450002	371601__A0A1I4R345__BN891_16250
ERR1913021.6450016__1.6450016	821__A0A0P0L8F8__ERS852509_03705
ERR1913021.6450125__1.6450125	1262935__R5GFU9__BN773_00394
ERR1913021.6450135__1.6450135	2293125__A0A374BSW4__DW917_13420
ERR1913021.6450595__1.6450595	1262958__R7GSW0__BN645_00908
ERR1913021.6450876__1.6450876	818__A0A0P0F989__BJP75_019080
ERR1913021.6450945__1.6450945	357276__A0A0K2HJA6__DXD47_07320
ERR1913021.6451348__1.6451348	487174__K0X347__DIT83_07775
ERR1913021.6451821__1.6451821	357276__I9QBT7__BSEG_03340
ERR1913021.6451836__1.6451836	745368__A0A1T4Y388__SAMN02745178_02684
ERR1913021.6451883__1.6451883	1547597__A0A318N000__IE90_09035
ERR1913021.6451930__1.6451930	1262958__R7H0I7__BN645_01812
ERR1913021.6452135__1.6452135	853__A0A174CVG7__CGS58_09335
ERR1913021.6452221__1.6452221	310298__B3JQJ5__BACCOP_04231
ERR1913021.6452276__1.6452276	820__A0A3E4RTP0__C801_01067
ERR1913021.6452304__1.6452304	410072__R6LKC9__ERS852525_01807
ERR1913021.6452311__1.6452311	1262886__R6Q824__BN563_00941
ERR1913021.6452393__1.6452393	487174__K0WZU7__HMPREF9448_01154
ERR1913021.6452706__1.6452706	46228__B5CTC0__RUMLAC_02743
ERR1913021.6453055__1.6453055	291644__I8YXS6__HMPREF1071_01285
ERR1913021.6453300__1.6453300	39492__D4JWX2__accB
ERR1913021.6453327__1.6453327	1547597__A0A0C3MDA9__IE90_08075
ERR1913021.6453373__1.6453373	47678__A5ZB44__C5Z00_17730
ERR1913021.6453381__1.6453381	39488__A0A173U9Q8__ERS852578_02196
ERR1913021.6453568__1.6453568	1262886__R6RCF6__BN563_00371
ERR1913021.6453587__1.6453587	28116__C3QXZ9__DXA80_15295
ERR1913021.6453617__1.6453617	357276__D1K526__GV66_17250
ERR1913021.6453664__1.6453664	33039__R6P9A7__ERS852424_01559
ERR1913021.6453728__1.6453728	166486__D4KXG6__ROSINTL182_08270
ERR1913021.6453882__1.6453882	246787__A0A3D6AYV2__BcellWH2_03647
ERR1913021.6454039__1.6454039	204516__U6RDD8__HMPREF1534_02559
ERR1913021.6454144__1.6454144	821__A0A0P0L8F8__ERS852509_03705
ERR1913021.6454145__1.6454145	821__A0A0P0L8F8__ERS852509_03705
ERR1913021.6454194__1.6454194	39490__U2PA96__HMPREF0373_03323
ERR1913021.6454732__1.6454732	820__A0A374MMF0__HMPREF1073_03811
ERR1913021.6454746__1.6454746	820__A0A3E4W980__M093_3873
