ERR1913021.161__1.161	745368__A0A1T4X3J8__SAMN02745178_01380
ERR1913021.5955768__1.5955768	28111__E5WVZ4__NCTC11155_02635
ERR1913021.5955778__1.5955778	28118__F9Z9Z6__DHW44_15190
ERR1913021.5955780__1.5955780	166486__D4KVA1__ROSINTL182_06909
ERR1913021.5955788__1.5955788	39492__A0A174ZG93__EUBSIR_00254
ERR1913021.5956038__1.5956038	357276__B6W1Y1__BSEG_03960
ERR1913021.5956171__1.5956171	46228__V8BSG0__RUMLAC_01955
ERR1913021.5956184__1.5956184	46228__B5CSZ7__HMPREF1202_01559
ERR1913021.5956272__1.5956272	357276__A0A0M1W1I8__ABI39_13620
ERR1913021.5956301__1.5956301	214856__R6XP73__ERS852447_00886
ERR1913021.5956477__1.5956477	357276__D1K3K9__EL88_23995
ERR1913021.5956609__1.5956609	39488__A0A174BS94__DXD91_16570
ERR1913021.5956744__1.5956744	1262736__R5Y3Z8__BN496_01484
ERR1913021.5956993__1.5956993	418240__A0A174S3Z4__ypdA_6
ERR1913021.5956966__1.5956966	165179__A0A3E5DWZ6__DXC61_10880
ERR1913021.5957418__1.5957418	821__A0A397WGD6__M098_0084
ERR1913021.5957518__1.5957518	46228__B5CS18__RUMLAC_02269
ERR1913021.5957664__1.5957664	1262911__R6H2J2__BN557_01228
ERR1913021.5957730__1.5957730	46503__R6Y9P8__evgS_3
ERR1913021.5957974__1.5957974	246787__A0A120A560__BACCELL_01375
ERR1913021.5958249__1.5958249	166486__D4KXZ7__ROSINTL182_05052
ERR1913021.5958289__1.5958289	454154__G5SLR2__HMPREF9441_00281
ERR1913021.5958321__1.5958321	1501391__GCA_000786575.1_00040
ERR1913021.5958576__1.5958576	1262886__R6QIV0__BN563_00982
ERR1913021.5958656__1.5958656	35833__E5Y5K1__HMPREF0179_01464
ERR1913021.5958879__1.5958879	1262889__R7HAK5__BN634_00884
ERR1913021.5958985__1.5958985	1262935__R5GFU9__BN773_00394
ERR1913021.5959139__1.5959139	487174__K0WT60__DDY40_05170
ERR1913021.5959212__1.5959212	357276__A0A0M1W657__HMPREF1064_04629
ERR1913021.5959286__1.5959286	28111__E5WYC3__NCTC11155_03517
ERR1913021.5959296__1.5959296	357276__A0A076J8D4__HMPREF1064_00553
ERR1913021.5959301__1.5959301	357276__A0A076J8M3__ABI39_13695
ERR1913021.5959338__1.5959338	28118__F9Z408__NCTC10826_01194
ERR1913021.5959523__1.5959523	821__C6ZAA5__ERS852556_00403
ERR1913021.5959557__1.5959557	39491__A0A396FQ67__DXB99_07505
ERR1913021.5959618__1.5959618	39492__D4MJF3__EUBSIR_02248
ERR1913021.5959834__1.5959834	291644__I9TL83__HMPREF1532_00872
ERR1913021.5959841__1.5959841	1262911__R6GY22__BN557_00023
ERR1913021.5959921__1.5959921	1262889__R7HCE8__BN634_01718
ERR1913021.5960034__1.5960034	821__A0A396F598__CUU_3259
ERR1913021.5960193__1.5960193	46506__S3YBS6__AA415_01011
ERR1913021.5960299__1.5960299	246787__R6KUE5__BcellWH2_01117
ERR1913021.5960314__1.5960314	28118__R6F390__ypdA_1
ERR1913021.5960317__1.5960317	823__A0A073I1X2__DXD05_18820
ERR1913021.5960398__1.5960398	410072__C0B8G3__DXD67_01535
ERR1913021.5960557__1.5960557	357276__I9R002__HMPREF1064_01826
ERR1913021.5960684__1.5960684	820__A0A374QGD2__ERS852421_02382
ERR1913021.5960711__1.5960711	35833__E5Y1J0__HMPREF0179_00049
ERR1913021.5960875__1.5960875	291644__I8YR49__ERS852428_01188
ERR1913021.5960890__1.5960890	291644__R5JG66__ERS852428_01236
ERR1913021.5961223__1.5961223	823__A0A355XH29__lolE_1
ERR1913021.5961322__1.5961322	291644__I9TNC0__ERS852428_03402
ERR1913021.5961286__1.5961286	1862668__GCA_001945525.1_00021
ERR1913021.5961406__1.5961406	291644__I8Y0K6__HMPREF1532_04085
ERR1913021.5961521__1.5961521	28118__R6F045__B5F99_10560
ERR1913021.5961531__1.5961531	47678__R5UFW6__ERS852558_01575
ERR1913021.5961567__1.5961567	818__A0A174V5M6__BT_1963
ERR1913021.5961578__1.5961578	821__U6RDC2__DXD46_15675
ERR1913021.5961704__1.5961704	626932__G5H7M7__HMPREF9450_00680
ERR1913021.5961781__1.5961781	291644__I9T2X5__ERS852428_03729
ERR1913021.5961835__1.5961835	357276__A0A076IP73__BACDOR_04237
ERR1913021.5961949__1.5961949	487174__K0X9T7__HMPREF9448_00996
ERR1913021.5961978__1.5961978	28111__R5JUK8__NCTC11155_02515
ERR1913021.5962172__1.5962172	39492__R6RYB8__ERS852540_00322
ERR1913021.5962231__1.5962231	820__A7V470__HMPREF1072_02076
ERR1913021.5962278__1.5962278	301301__G2T5Z5__RHOM_15985
ERR1913021.5962617__1.5962617	1897011__A0A1Q6REZ1__BHW41_04525
ERR1913021.5962798__1.5962798	28118__F9ZAE1__DF785_04930
ERR1913021.5963018__1.5963018	745368__A0A1T4Y963__SAMN02745178_02859
ERR1913021.5963122__1.5963122	1263000__R5EU91__BN466_01432
ERR1913021.5963180__1.5963180	291644__I8Y6B7__HMPREF1532_02902
ERR1913021.5963248__1.5963248	1897011__A0A1Q6RDN9__BHW41_05070
ERR1913021.5963495__1.5963495	357276__A0A076J4B1__DXD47_03445
ERR1913021.5963520__1.5963520	28111__E5WXY3__NCTC11155_00116
ERR1913021.5963521__1.5963521	33039__D4M379__selB
ERR1913021.5963542__1.5963542	821__A0A396F598__CUU_3259
ERR1913021.5963630__1.5963630	1160721__W0U4N8__RBI_I00805
ERR1913021.5963666__1.5963666	649756__B0P1J9__ERS852425_02604
ERR1913021.5963667__1.5963667	649756__B0P1J9__ERS852425_02604
ERR1913021.5963835__1.5963835	291644__I9SRU1__ERS852428_04178
ERR1913021.5963978__1.5963978	47678__R5U3D5__DW706_05635
ERR1913021.5963985__1.5963985	1262935__R5GQI1__BN773_00059
ERR1913021.5963993__1.5963993	214856__I3YMC8__ERS852447_02666
ERR1913021.5964148__1.5964148	46228__B5CLQ5__RUMLAC_00379
ERR1913021.5964236__1.5964236	39488__A0A173YJL3__EUBHAL_01681
ERR1913021.5964655__1.5964655	166486__A0A173V5I7__ERS852572_02640
ERR1913021.5964586__1.5964586	454155__F3QU38__HMPREF9442_01709
ERR1913021.5964595__1.5964595	821__A0A396F9T7__M097_3427
ERR1913021.5964714__1.5964714	1262942__R7R1F7__BN520_00492
ERR1913021.5964778__1.5964778	821__A0A174WBC9__ERS852556_03145
ERR1913021.5965151__1.5965151	2293125__A0A374BMK9__DW917_16190
ERR1913021.5965246__1.5965246	291644__I9SIM2__evgS_11
ERR1913021.5965300__1.5965300	821__A0A395UNT8__DXD64_15275
ERR1913021.5965590__1.5965590	1262935__R5GTJ9__BN773_01876
ERR1913021.5965780__1.5965780	1263107__GCA_000436995.1_00032
ERR1913021.5965833__1.5965833	165179__A0A3E5EAM5__DXC61_07785
ERR1913021.5965898__1.5965898	46503__R6Y8M7__ERS852463_01228
ERR1913021.5966031__1.5966031	1262935__R5GDB4__BN773_01091
ERR1913021.5966188__1.5966188	291644__I8YWU4__HMPREF1532_01473
ERR1913021.5966111__1.5966111	46506__A0A120A3P8__SAMN05444283_1172
ERR1913021.5966165__1.5966165	1262889__R7H9H9__BN634_02436
ERR1913021.5966368__1.5966368	357276__A0A0M1VZG8__HMPREF1064_01655
ERR1913021.5966466__1.5966466	1262911__R6H2J2__BN557_01228
ERR1913021.5966486__1.5966486	1262935__R5GH94__BN773_00883
ERR1913021.5966523__1.5966523	357276__A0A076INK2__BSEG_04225
ERR1913021.5966731__1.5966731	1262958__R7H8F6__BN645_00047
ERR1913021.5966804__1.5966804	338188__A0A174ETX3__ERS852397_01955
ERR1913021.5966925__1.5966925	384638__B7AWP7__BACPEC_03147
ERR1913021.5967476__1.5967476	357276__I9QBT7__BSEG_03340
ERR1913021.5967531__1.5967531	357276__E5UTL1__HMPREF1065_03551
ERR1913021.5967574__1.5967574	143393__X8K2Z9__HMPREF9092_0206
ERR1913021.5967881__1.5967881	745368__A0A1T4XKD6__SAMN02745178_01942
ERR1913021.5968065__1.5968065	39492__D4JWM0__atpF
ERR1913021.5968224__1.5968224	357276__A0A076J8D4__HMPREF1064_00553
ERR1913021.5968293__1.5968293	28116__A7M0W7__SAMN05444282_11172
ERR1913021.5968377__1.5968377	291644__I9T2C4__HMPREF1071_02429
ERR1913021.5968470__1.5968470	46228__V8CB03__HMPREF1202_00647
ERR1913021.5968637__1.5968637	1262893__R5GK54__BN782_01557
ERR1913021.5968673__1.5968673	1262935__R5GSZ0__BN773_01827
ERR1913021.5968686__1.5968686	28116__D4WJ30__DHW41_06080
ERR1913021.5968778__1.5968778	28118__R6FVQ4__DHW44_00725
ERR1913021.5968779__1.5968779	28118__R6FVQ4__DHW44_00725
ERR1913021.5968808__1.5968808	1150298__R7JPI7__cotI
ERR1913021.5968832__1.5968832	28116__A0A1Y4Q112__evgS_13
ERR1913021.5968918__1.5968918	46506__R6AC22__HMPREF1181_00516
ERR1913021.5969011__1.5969011	46228__B5CQY8__RUMLAC_01887
ERR1913021.5969268__1.5969268	165179__A0A229I7F5__DXB80_02650
ERR1913021.5969270__1.5969270	204516__U6RPN2__HMPREF1534_00368
ERR1913021.5969418__1.5969418	291644__I9HG96__HMPREF1071_03510
ERR1913021.5969423__1.5969423	357276__I9R994__BACDOR_04044
ERR1913021.5969405__1.5969405	1304__F8LL79__CYK22_09535
ERR1913021.5969465__1.5969465	28111__E5WVR8__NCTC11155_02792
ERR1913021.5969503__1.5969503	39491__A0A396FSK3__ERS852417_00383
ERR1913021.5969634__1.5969634	291644__I8YFE9__HMPREF1071_02973
ERR1913021.5969681__1.5969681	46228__V8C989__HMPREF1202_01036
ERR1913021.5969867__1.5969867	821__A0A396F598__CUU_3259
ERR1913021.5969797__1.5969797	1262825__R5E4S3__BN724_00120
ERR1913021.5970086__1.5970086	357276__I9QWD4__DXD47_15075
ERR1913021.5970143__1.5970143	1262911__R6H2B5__BN557_01151
ERR1913021.5970164__1.5970164	33039__D4M5J1__spoIIIAE_2
ERR1913021.5970330__1.5970330	246787__A0A3D6AWM8__BACCELL_01963
ERR1913021.5970600__1.5970600	1262889__R7HD84__BN634_01675
ERR1913021.5970641__1.5970641	357276__I9QBT7__BSEG_03340
ERR1913021.5970827__1.5970827	1262889__R7H9H9__BN634_02436
ERR1913021.5970941__1.5970941	2173__A0A1D2WRY2__Msm_1736
ERR1913021.5971431__1.5971431	39488__C0F0P8__EUBHAL_03272
ERR1913021.5971570__1.5971570	39492__D4JV38__EUBSIR_01205
ERR1913021.5971699__1.5971699	1262935__R5GT62__BN773_01738
ERR1913021.5971890__1.5971890	46506__B0NM94__HMPREF1181_03250
ERR1913021.5972138__1.5972138	301301__A0A395V3Q5__sufB
ERR1913021.5972453__1.5972453	357276__B6W1J2__BACDOR_03380
ERR1913021.5972573__1.5972573	39491__A0A395V464__EUBREC_1509
ERR1913021.5972612__1.5972612	204516__U6RGN8__HMPREF1534_01465
ERR1913021.5972773__1.5972773	853__A0A2A7B9I6__DW855_13690
ERR1913021.5972956__1.5972956	291644__R5JAW4__HMPREF1071_01744
ERR1913021.5972950__1.5972950	28118__R6F2P2__NCTC10826_02131
ERR1913021.5973057__1.5973057	1262911__R6GPB5__BN557_00842
ERR1913021.5973055__1.5973055	1897011__A0A1Q6RBR7__BHW41_06875
ERR1913021.5973103__1.5973103	410072__A0A173WD04__penA_2
ERR1913021.5973148__1.5973148	28117__B0MT84__ALIPUT_00402
ERR1913021.5973210__1.5973210	384638__B7APN3__BACPEC_00639
ERR1913021.5973289__1.5973289	1262736__R5YW03__BN496_00822
ERR1913021.5973364__1.5973364	39492__D4JRY3__EUBSIR_01473
ERR1913021.5973529__1.5973529	46228__V8BLJ0__DXD17_08675
ERR1913021.5973794__1.5973794	357276__B6W1Y5__IY41_11405
ERR1913021.5973872__1.5973872	291644__I9TDH8__HMPREF1071_01321
ERR1913021.5973873__1.5973873	291644__I9TDH8__HMPREF1071_01321
ERR1913021.5973891__1.5973891	39491__A0A395UUN5__EUBREC_0291
ERR1913021.5973921__1.5973921	823__A0A395YZG9__M092_4358
ERR1913021.5973942__1.5973942	1735__B7CCQ4__EUBIFOR_01982
ERR1913021.5973968__1.5973968	291644__I9TJP2__ERS852428_00842
ERR1913021.5973992__1.5973992	1262935__R5GG03__BN773_00437
ERR1913021.5974131__1.5974131	1262935__R5GG37__BN773_00249
ERR1913021.5974234__1.5974234	28117__B0MZ14__ALIPUT_02383
ERR1913021.5974279__1.5974279	357276__I9RAC4__BSEG_00561
ERR1913021.5974359__1.5974359	820__R9I3Q7__HMPREF1072_01668
ERR1913021.5974504__1.5974504	821__A0A173XDD3__DXB82_17180
ERR1913021.5974515__1.5974515	246787__A0A0P0GPH1__HMPREF1062_01913
ERR1913021.5974674__1.5974674	1262886__R6QML7__BN563_00260
ERR1913021.5974737__1.5974737	39492__D4JR58__EUBSIR_02090
ERR1913021.5974738__1.5974738	39492__D4JR58__EUBSIR_02090
ERR1913021.5975093__1.5975093	823__A0A355XF06__B5F32_11480
ERR1913021.5975153__1.5975153	291644__I9SJB6__HMPREF1532_04086
ERR1913021.5975632__1.5975632	47678__R5U9X5__BACCAC_01339
ERR1913021.5975637__1.5975637	291644__R5JCI3__HMPREF1532_04074
ERR1913021.5975875__1.5975875	39492__D4JUL4__ERS852540_01381
ERR1913021.5976172__1.5976172	357276__A0A076ISJ4__B5F95_19420
ERR1913021.5976486__1.5976486	820__A0A1T4IYF4__mprA_1
ERR1913021.5976645__1.5976645	357276__B6W5Q7__DXD47_13945
ERR1913021.5976655__1.5976655	46228__V8BQJ8__DXD17_00240
ERR1913021.5976705__1.5976705	291644__I9TBY1__HMPREF1532_01991
ERR1913021.5976800__1.5976800	28117__B0MU76__ALIPUT_00202
ERR1913021.5976890__1.5976890	1628085__A0A374VUI1__C7386_11920
ERR1913021.5977035__1.5977035	291644__I9T2C4__HMPREF1071_02429
ERR1913021.5977322__1.5977322	1262935__R5GU54__BN773_00232
ERR1913021.5977353__1.5977353	204516__U6RFV1__HMPREF1534_02560
ERR1913021.5977384__1.5977384	40518__R5DY98__mepA_5
ERR1913021.5977483__1.5977483	46228__V8BSF0__RUMLAC_01943
ERR1913021.5977502__1.5977502	487173__H1CXZ3__HMPREF9453_00231
ERR1913021.5977567__1.5977567	1262935__R5GH23__BN773_00804
ERR1913021.5977619__1.5977619	871327__A0A1H5WNU7__SAMN05444001_11221
ERR1913021.5977934__1.5977934	291644__I9SK54__HMPREF1532_03743
ERR1913021.5978048__1.5978048	291644__I8Y6B7__HMPREF1532_02902
ERR1913021.5978146__1.5978146	46506__R6A5T2__DXC41_10795
ERR1913021.5978246__1.5978246	246787__A0A0P0GPH1__HMPREF1062_01913
ERR1913021.5978272__1.5978272	28117__B0MTI4__ALIPUT_00084
ERR1913021.5978333__1.5978333	410072__A0A173S248__ERS852525_02992
ERR1913021.5978349__1.5978349	487174__K0WYI1__DDY40_08675
ERR1913021.5978392__1.5978392	28118__R6FD01__B5F99_06665
ERR1913021.5978433__1.5978433	487174__K0X250__DDY40_03675
ERR1913021.5978781__1.5978781	28111__E5WVZ4__NCTC11155_02635
ERR1913021.5978963__1.5978963	39492__D4JQY4__EUBSIR_01325
ERR1913021.5979071__1.5979071	1262825__R5EHM5__BN724_01843
ERR1913021.5979261__1.5979261	291644__R5IZM2__HMPREF1071_04522
ERR1913021.5979357__1.5979357	165179__A0A3E5DWZ6__DXC61_10880
ERR1913021.5979558__1.5979558	1897011__A0A1Q6RFQ8__BHW41_03470
ERR1913021.5979576__1.5979576	266762__GCA_000769135.1_00526
ERR1913021.5979691__1.5979691	39490__U2PCP5__HMPREF0373_03001
ERR1913021.5979885__1.5979885	39491__A0A395V297__EUR_01010
ERR1913021.5980032__1.5980032	357276__B6W1Y1__BSEG_03960
ERR1913021.5980063__1.5980063	823__K6A718__CEQ22_003390
ERR1913021.5980125__1.5980125	293939__A0A0S7DXK2__ALT_7486
ERR1913021.5980179__1.5980179	291644__I9T671__HMPREF1071_02076
ERR1913021.5980250__1.5980250	1501391__GCA_000786575.1_00101
ERR1913021.5980414__1.5980414	1262889__R7H954__BN634_00680
ERR1913021.5980573__1.5980573	357276__I9RHT4__EL88_09235
ERR1913021.5980756__1.5980756	487174__K0X455__HMPREF9448_00399
ERR1913021.5980793__1.5980793	357276__A0A0K2HG61__BACDOR_02028
ERR1913021.5980872__1.5980872	821__A0A174WBC9__ERS852556_03145
ERR1913021.5980954__1.5980954	2173__A0A1D2WSG3__METSMIALI_00588
ERR1913021.5981195__1.5981195	1796613__A0A1V0QDJ8__A4V03_07020
ERR1913021.5981376__1.5981376	487174__K0WX10__DIT83_10030
ERR1913021.5981487__1.5981487	1262889__R7HAA8__BN634_00776
ERR1913021.5981664__1.5981664	46503__R6X0P2__DD461_08655
ERR1913021.5981836__1.5981836	1262935__R5GSZ0__BN773_01827
ERR1913021.5981869__1.5981869	1262888__R6PRN7__BN582_01239
ERR1913021.5982064__1.5982064	357276__B6W5Q9__HMPREF1063_03125
ERR1913021.5982088__1.5982088	357276__A0A076IYE6__IY41_04275
ERR1913021.5982195__1.5982195	821__C6ZAA5__ERS852556_00403
ERR1913021.5982289__1.5982289	821__D4VD59__BHV80_04260
ERR1913021.5982335__1.5982335	357276__C3RDQ5__HMPREF1065_03827
ERR1913021.5982434__1.5982434	1501391__GCA_000786575.1_00154
ERR1913021.5982588__1.5982588	39492__D4JWA3__ERS852540_01332
ERR1913021.5982880__1.5982880	47678__A5ZBL9__C5Z00_18710
ERR1913021.5983013__1.5983013	820__A0A3E4WCX3__C801_02709
ERR1913021.5983115__1.5983115	291644__I9HGE0__HMPREF1071_03565
ERR1913021.5983508__1.5983508	166486__D4KJ39__ERS852572_02622
ERR1913021.5983629__1.5983629	821__A0A395UNT8__DXD64_15275
ERR1913021.5983682__1.5983682	820__A0A139KH21__DXC80_01780
ERR1913021.5983858__1.5983858	28118__R6FX99__Odosp_1660
ERR1913021.5983902__1.5983902	46506__A0A108TCV1__AA415_00106
ERR1913021.5983923__1.5983923	1262935__R5GCM2__BN773_01053
ERR1913021.5983974__1.5983974	823__A0A355XLS2__ERS852380_02644
ERR1913021.5984031__1.5984031	1160721__A0A1C6DCM8__RBI_I01997
ERR1913021.5984124__1.5984124	410072__C0B8D2__DXD67_01675
ERR1913021.5984213__1.5984213	46228__V8C7P7__HMPREF1202_01523
ERR1913021.5984408__1.5984408	1160721__A0A1C6DCM8__RBI_I01997
ERR1913021.5984564__1.5984564	291644__I9IAR0__HMPREF1071_00441
ERR1913021.5984767__1.5984767	2173__A5UNC4__METSMIALI_00562
ERR1913021.5984900__1.5984900	1262935__R5GT76__BN773_01902
ERR1913021.5984991__1.5984991	28116__R6JAK2__DXD69_23875
ERR1913021.5985645__1.5985645	1262935__R5GL68__BN773_00556
ERR1913021.5985864__1.5985864	823__A0A395Z066__M091_0663
ERR1913021.5986169__1.5986169	1547597__A0A0C3RHJ1__BA92_02310
ERR1913021.5986176__1.5986176	821__A0A396F598__CUU_3259
ERR1913021.5986220__1.5986220	357276__A0A3E4JJ65__HMPREF1064_00497
ERR1913021.5986260__1.5986260	357276__A0A0M1VYB8__HMPREF1063_02104
ERR1913021.5986421__1.5986421	357276__A0A0K2HDP3__IY41_00705
ERR1913021.5987304__1.5987304	1262935__R5GQI1__BN773_00059
ERR1913021.5987360__1.5987360	821__E5UY21__C800_02204
ERR1913021.5987388__1.5987388	821__A0A395UNT8__DXD64_15275
ERR1913021.5987541__1.5987541	28111__E5WUH3__BACEGG_02112
ERR1913021.5987599__1.5987599	46228__B5CSZ7__HMPREF1202_01559
ERR1913021.5987700__1.5987700	39491__A0A395ZF49__DXB69_05290
ERR1913021.5987716__1.5987716	1262935__R5GS65__BN773_01399
ERR1913021.5987717__1.5987717	1262935__R5GS65__BN773_01399
ERR1913021.5987745__1.5987745	1262888__R6PK09__BN582_01874
ERR1913021.5988133__1.5988133	46506__R6B8Z4__SAMN05444283_11711
ERR1913021.5988115__1.5988115	357276__I9QBT7__BSEG_03340
ERR1913021.5988160__1.5988160	384638__B7APR1__BACPEC_00667
ERR1913021.5988181__1.5988181	487174__K0WUW8__DDY40_02615
ERR1913021.5988381__1.5988381	165179__A0A174SA26__PREVCOP_05758
ERR1913021.5988563__1.5988563	1099853__G9S6H4__NSB1T_13585
ERR1913021.5988614__1.5988614	291644__R5J7N0__HMPREF1532_02343
ERR1913021.5988626__1.5988626	46228__V8BL81__DXD17_11825
ERR1913021.5988692__1.5988692	39490__U2PCP5__HMPREF0373_03001
ERR1913021.5988742__1.5988742	1150298__A0A174R4D7__tmpC_2
ERR1913021.5988793__1.5988793	204516__U6R9H3__HMPREF1534_03348
ERR1913021.5988921__1.5988921	357276__A0A0M1W657__HMPREF1064_04629
ERR1913021.5989110__1.5989110	28111__E5X3F5__BACEGG_02868
ERR1913021.5989299__1.5989299	487174__K0WUW8__DDY40_02615
ERR1913021.5989310__1.5989310	487174__K0XKD7__HMPREF9448_01550
ERR1913021.5989361__1.5989361	246787__A0A0P0GLJ1__BcellWH2_01674
ERR1913021.5989449__1.5989449	823__A0A174PDQ0__DXC05_08200
ERR1913021.5989458__1.5989458	820__A0A3E4RU03__M093_0563
ERR1913021.5989491__1.5989491	28111__E5WVZ4__NCTC11155_02635
ERR1913021.5989630__1.5989630	47678__R5UMP1__CGC64_03365
ERR1913021.5989772__1.5989772	39492__A0A174ZHV5__msbA_2
ERR1913021.5989864__1.5989864	821__A0A174WBC9__ERS852556_03145
ERR1913021.5989957__1.5989957	357276__C3REQ8__GV66_09740
ERR1913021.5990136__1.5990136	46228__V8CHJ4__RUMLAC_00753
ERR1913021.5990378__1.5990378	1262935__R5GEM8__BN773_01536
ERR1913021.5990418__1.5990418	357276__B6W1J2__BACDOR_03380
ERR1913021.5990499__1.5990499	291644__U6RCK0__HMPREF1532_04079
ERR1913021.5990531__1.5990531	46228__V8BPQ7__HMPREF1202_02326
ERR1913021.5990541__1.5990541	487174__K0WWT0__DIT83_10190
ERR1913021.5990964__1.5990964	357276__I9QWD4__DXD47_15075
ERR1913021.5991038__1.5991038	39488__A0A173UIN4__EUBHAL_00539
ERR1913021.5990977__1.5990977	418240__A0A174DNS5__ERS852478_02290
ERR1913021.5991190__1.5991190	371601__A0A1Y4VNI9__CW1_3373
ERR1913021.5991237__1.5991237	384638__B7APN3__BACPEC_00639
ERR1913021.5991357__1.5991357	357276__I9QBT7__BSEG_03340
ERR1913021.5991519__1.5991519	357276__A0A076IN21__BSEG_03078
ERR1913021.5991705__1.5991705	821__I9R3W6__DXC16_12455
ERR1913021.5991950__1.5991950	39492__B0MM84__lgt
ERR1913021.5992092__1.5992092	357276__I9R994__BACDOR_04044
ERR1913021.5992477__1.5992477	165179__A0A3E5AER8__DXB80_07075
ERR1913021.5992633__1.5992633	204516__U6R9E6__HMPREF1534_03149
ERR1913021.5992693__1.5992693	357276__C3R9Y0__HMPREF1064_01889
ERR1913021.5992742__1.5992742	357276__B6W1J2__BACDOR_03380
ERR1913021.5992961__1.5992961	28117__B0MY34__BHV66_05195
ERR1913021.5993016__1.5993016	35833__E5Y6S9__HMPREF0179_01914
ERR1913021.5993024__1.5993024	28117__B0MWZ3__BHV66_03240
ERR1913021.5993204__1.5993204	291644__I9HC81__HMPREF1071_04032
ERR1913021.5993347__1.5993347	821__I9R3W6__DXC16_12455
ERR1913021.5993355__1.5993355	204516__U6RDD8__HMPREF1534_02559
ERR1913021.5993398__1.5993398	28111__R5K5Y3__BACEGG_03205
ERR1913021.5993425__1.5993425	1262888__R6P2R8__BN582_01773
ERR1913021.5993454__1.5993454	1262886__R6Q989__BN563_01287
ERR1913021.5993704__1.5993704	291644__I8YFE9__HMPREF1071_02973
ERR1913021.5993897__1.5993897	357276__A0A076J0Y3__IY41_06810
ERR1913021.5994059__1.5994059	2293125__A0A374BSW4__DW917_13420
ERR1913021.5994205__1.5994205	1262958__R7GTD9__BN645_01214
ERR1913021.5994406__1.5994406	39492__D4JVX0__udk
ERR1913021.5994441__1.5994441	1150298__A0A174DSD1__dacB_3
ERR1913021.5994565__1.5994565	1735__B7CCQ2__EUBIFOR_01980
ERR1913021.5994747__1.5994747	1262935__R5GFW3__BN773_00404
ERR1913021.5994791__1.5994791	165179__D1PER3__DXB80_11525
ERR1913021.5994846__1.5994846	357276__B6VXX7__HMPREF1063_02683
ERR1913021.5994959__1.5994959	165179__A0A3E5AER8__DXB80_07075
ERR1913021.5995213__1.5995213	1262935__R5GTJ9__BN773_01876
ERR1913021.5995365__1.5995365	1262935__R5GL68__BN773_00556
ERR1913021.5995411__1.5995411	357276__A0A076IKP7__BACDOR_04239
ERR1913021.5995583__1.5995583	357276__A0A0K2HJA6__DXD47_07320
ERR1913021.5996140__1.5996140	818__Q8A0R7__ERS852461_00039
ERR1913021.5996266__1.5996266	1262889__R7H801__BN634_02373
ERR1913021.5996733__1.5996733	1262935__R5GQL0__BN773_00002
ERR1913021.5996847__1.5996847	28117__R7JIJ8__BHV66_01635
ERR1913021.5996861__1.5996861	487174__K0WVG2__DDY40_00285
ERR1913021.5996876__1.5996876	1262886__R6QPN8__BN563_00914
ERR1913021.5997089__1.5997089	28116__F7L4X5__M089_2857
ERR1913021.5997171__1.5997171	239935__A0A2N8HTZ8__CXU09_01270
ERR1913021.5997205__1.5997205	821__A0A0P0L8F8__ERS852509_03705
ERR1913021.5997246__1.5997246	821__A0A174NM17__lacZ_6
ERR1913021.5997496__1.5997496	1262935__R5GFE1__BN773_00206
ERR1913021.5997844__1.5997844	39492__D4JT90__coaE
ERR1913021.5997958__1.5997958	88431__A0A174G8Q6__ERS852526_02711
ERR1913021.5998039__1.5998039	1262935__R5GU54__BN773_00232
ERR1913021.5998155__1.5998155	853__R6QDR1__C4N27_08170
ERR1913021.5998255__1.5998255	821__E5UY21__C800_02204
ERR1913021.5998346__1.5998346	357276__I9QPN0__B5F95_09195
ERR1913021.5998384__1.5998384	39488__A0A285Q0V4__paaK_1
ERR1913021.5998722__1.5998722	357276__A0A076IRZ5__BACDOR_00630
ERR1913021.5998732__1.5998732	357276__D1JYA0__EL88_06560
ERR1913021.5998751__1.5998751	853__A0A173T6P2__DWZ46_14595
ERR1913021.5998836__1.5998836	821__D4VD59__BHV80_04260
ERR1913021.5999699__1.5999699	1262777__R5VV55__BN512_00056
ERR1913021.5999689__1.5999689	28118__F9Z7B3__SAMEA44545918_00670
