ERR1913062.307__1.307	28118__F9Z6D0__DHW44_12795
ERR1913062.4605612__1.4605612	357276__D1JYA3__BSEG_00395
ERR1913062.4605711__1.4605711	2293125__A0A374BSW4__DW917_13420
ERR1913062.4605767__1.4605767	2293125__A0A374CJ42__DW917_03305
ERR1913062.4605820__1.4605820	165179__A0A3E5EAM5__DXC61_07785
ERR1913062.4605822__1.4605822	823__A0A174U5E4__BDI_3390
ERR1913062.4605830__1.4605830	165179__D1PGU8__PREVCOP_06463
ERR1913062.4605839__1.4605839	166486__D4KZY5__ROSINTL182_07635
ERR1913062.4605897__1.4605897	28118__F9Z4Y7__DF785_06945
ERR1913062.4605923__1.4605923	39488__A0A374NRX1__licR_1
ERR1913062.4605925__1.4605925	28118__R6F2P2__NCTC10826_02131
ERR1913062.4605966__1.4605966	457421__C5ER41__CBFG_04197
ERR1913062.4605969__1.4605969	853__A0A173SUU8__CGS54_06840
ERR1913062.4606038__1.4606038	1262930__R6A3C4__BN693_01255
ERR1913062.4606072__1.4606072	166486__D4KX00__ROSINTL182_07577
ERR1913062.4606079__1.4606079	165179__A0A3E5DN34__DXC61_07865
ERR1913062.4606120__1.4606120	218538__C9LNK4__GCWU000321_01127
ERR1913062.4606148__1.4606148	165179__A0A229I4J4__proA
ERR1913062.4606426__1.4606426	1735__B7C9Y8__EUBIFOR_00992
ERR1913062.4606439__1.4606439	1262930__R6AYA7__BN693_00428
ERR1913062.4606463__1.4606463	166486__A0A173V5I7__ERS852572_02640
ERR1913062.4606619__1.4606619	310298__B3JED9__BACCOP_00230
ERR1913062.4606803__1.4606803	39485__A0A1Q6PHD7__ERS852492_01801
ERR1913062.4606848__1.4606848	820__A0A174QT76__B5G17_18060
ERR1913062.4607013__1.4607013	46503__R6WYJ8__DXB85_13825
ERR1913062.4607141__1.4607141	1263044__GCA_000433375.1_00023
ERR1913062.4607164__1.4607164	2293125__A0A374BUM7__DW917_12980
ERR1913062.4607211__1.4607211	165179__D1PGU8__PREVCOP_06463
ERR1913062.4607288__1.4607288	1262924__R7HLJ9__BN585_01064
ERR1913062.4607454__1.4607454	1522__G1VU01__SAMN05216507_10625
ERR1913062.4607432__1.4607432	1522__G1VU01__SAMN05216507_10625
ERR1913062.4607585__1.4607585	165179__A0A3E5EAM5__DXC61_07785
ERR1913062.4607678__1.4607678	1262930__R6AES4__BN693_02093
ERR1913062.4607812__1.4607812	328814__GCA_004558275.1_00061
ERR1913062.4607857__1.4607857	1703337__A0A2U0U7Q7__C7379_11089
ERR1913062.4607922__1.4607922	46503__K6A7H7__DCY29_03460
ERR1913062.4608000__1.4608000	820__A0A374Q8T2__DXB64_16190
ERR1913062.4608162__1.4608162	823__A0A355XLS2__ERS852380_02644
ERR1913062.4608234__1.4608234	1262930__R6AQL4__BN693_01311
ERR1913062.4608364__1.4608364	544644__GCA_001915615.1_02344
ERR1913062.4608521__1.4608521	165179__A0A3E5AHY4__CFT61_07675
ERR1913062.4608562__1.4608562	820__R9I3Q7__HMPREF1072_01668
ERR1913062.4608575__1.4608575	28118__F9Z5L6__Odosp_1662
ERR1913062.4608586__1.4608586	821__I9R3W6__DXC16_12455
ERR1913062.4608592__1.4608592	28116__C3QMW5__M089_4133
ERR1913062.4608775__1.4608775	1680__A0A087DHN0__AL0462_1532
ERR1913062.4608891__1.4608891	821__A0A174RA14__M099_1655
ERR1913062.4608909__1.4608909	165179__A0A174UTZ7__DXC61_06705
ERR1913062.4608998__1.4608998	310298__B3JNG7__BACCOP_03480
ERR1913062.4609045__1.4609045	821__I9R3W6__DXC16_12455
ERR1913062.4609171__1.4609171	39491__C4ZC33__DXC13_11585
ERR1913062.4609276__1.4609276	2293125__A0A374BSW4__DW917_13420
ERR1913062.4609305__1.4609305	2293125__A0A374BSW4__DW917_13420
ERR1913062.4609321__1.4609321	156456__G9YIG0__HMPREF0080_01452
ERR1913062.4609387__1.4609387	357276__D1JZM4__HMPREF1065_01278
ERR1913062.4609392__1.4609392	39488__A0A285Q0V4__paaK_1
ERR1913062.4609394__1.4609394	2293125__A0A374BY09__DW917_11855
ERR1913062.4609500__1.4609500	357276__I9QBT4__GV66_09000
ERR1913062.4609649__1.4609649	1262992__R5CXL4__BN795_01001
ERR1913062.4609676__1.4609676	165179__A0A3E5A5E5__DXC61_13965
ERR1913062.4609701__1.4609701	1262739__R6M9P7__BN659_01903
ERR1913062.4609758__1.4609758	818__A0A0P0F004__SAMN02910322_02925
ERR1913062.4609771__1.4609771	357276__A6L053__ABI39_04450
ERR1913062.4609835__1.4609835	1262924__R7HSM4__BN585_00913
ERR1913062.4609984__1.4609984	1099853__G9S842__NSB1T_03200
ERR1913062.4609960__1.4609960	853__A0A173XRA8__CGS56_09290
ERR1913062.4609940__1.4609940	820__A0A3E4G2R7__DXC07_00510
ERR1913062.4610015__1.4610015	310298__B3JQJ5__BACCOP_04231
ERR1913062.4610077__1.4610077	357276__A0A076IKP7__BACDOR_04239
ERR1913062.4610183__1.4610183	165179__A0A174SA26__PREVCOP_05758
ERR1913062.4610318__1.4610318	418240__A0A173YIF6__ypdA_1
ERR1913062.4610747__1.4610747	820__A7V9F9__B5G17_14640
ERR1913062.4610727__1.4610727	1262930__R6AAD1__BN693_01367
ERR1913062.4610802__1.4610802	1262930__R5ZVG4__BN693_00969
ERR1913062.4610854__1.4610854	357276__A0A0M1W657__HMPREF1064_04629
ERR1913062.4610912__1.4610912	28118__F9Z5U0__sfp
ERR1913062.4611042__1.4611042	165179__D1PGU8__PREVCOP_06463
ERR1913062.4611103__1.4611103	165179__A0A229I3Z6__PREVCOP_03666
ERR1913062.4611182__1.4611182	853__C7H7F5__DWZ46_01780
ERR1913062.4611212__1.4611212	487174__K0WUJ8__DIT83_08050
ERR1913062.4611260__1.4611260	165179__A0A3E5DY64__CFT61_10025
ERR1913062.4611356__1.4611356	544644__GCA_001915615.1_01909
ERR1913062.4611449__1.4611449	166486__A0A1Q6S8P7__ROSINTL182_06253
ERR1913062.4611530__1.4611530	853__E2ZJT1__C4N23_03535
ERR1913062.4611718__1.4611718	166486__D4KZ04__ERS852572_01569
ERR1913062.4611798__1.4611798	2293125__A0A374BUM7__DW917_12980
ERR1913062.4611901__1.4611901	544644__GCA_001915615.1_02238
ERR1913062.4611925__1.4611925	33025__A0A395JAF6__C8D73_10758
ERR1913062.4611988__1.4611988	853__C7H7F8__yccM_1
ERR1913062.4612013__1.4612013	165179__A0A3E5A6S0__PREVCOP_04351
ERR1913062.4612229__1.4612229	166486__D4KY48__gmr_5
ERR1913062.4612282__1.4612282	357276__A0A076INK2__BSEG_04225
ERR1913062.4612348__1.4612348	28052__R7N8Y9__macB_4
ERR1913062.4612361__1.4612361	165179__A0A3E5DY64__CFT61_10025
ERR1913062.4612381__1.4612381	410072__C0B9G1__ERS852525_01203
ERR1913062.4612532__1.4612532	820__A7VAR9__ERS852421_00197
ERR1913062.4612537__1.4612537	1262992__R5CX54__BN795_00843
ERR1913062.4612673__1.4612673	2293125__A0A374C4C8__DW917_09805
ERR1913062.4612819__1.4612819	166486__A0A173V5I7__ERS852572_02640
ERR1913062.4612833__1.4612833	218538__C9LPD3__GCWU000321_01411
ERR1913062.4612925__1.4612925	821__A0A0P0M2J4__DXD46_10295
ERR1913062.4613116__1.4613116	410072__A0A173XQG6__ERS852574_01620
ERR1913062.4613130__1.4613130	166486__D4L082__yicI_5
ERR1913062.4613139__1.4613139	552398__F4XHN7__HMPREF0866_03141
ERR1913062.4613299__1.4613299	50290__GeneID:11464218
ERR1913062.4613499__1.4613499	165179__A0A3E5EAM5__DXC61_07785
ERR1913062.4613639__1.4613639	410072__A0A173WD04__penA_2
ERR1913062.4613684__1.4613684	821__A0A0P0M6M0__M097_4734
ERR1913062.4613801__1.4613801	165179__D1PCL6__DXB80_13435
ERR1913062.4613810__1.4613810	33025__A0A395J947__C8D73_11315
ERR1913062.4613889__1.4613889	2293125__A0A374C8A8__DW917_07550
ERR1913062.4614227__1.4614227	46503__R6Y837__PARMER_03866
ERR1913062.4614289__1.4614289	165179__A0A229I2W6__PREVCOP_04332
ERR1913062.4614302__1.4614302	357276__B6W5Q7__DXD47_13945
ERR1913062.4614318__1.4614318	357276__A0A0M1W1I8__ABI39_13620
ERR1913062.4614556__1.4614556	166486__D4L1P2__ROSINTL182_05240
ERR1913062.4615035__1.4615035	28116__R6K4N7__ERS852555_03750
ERR1913062.4615165__1.4615165	1099853__U5CHQ9__NSB1T_13285
ERR1913062.4615177__1.4615177	39488__C0EY05__EUBHAL_02306
ERR1913062.4615203__1.4615203	487174__K0X250__DDY40_03675
ERR1913062.4615281__1.4615281	310298__B3JFK5__BACCOP_00655
ERR1913062.4615294__1.4615294	33039__A0A174XLA4__araR
ERR1913062.4615324__1.4615324	28116__A0A139LKF7__DXA80_16100
ERR1913062.4615407__1.4615407	310298__B3JLT9__BACCOP_02886
ERR1913062.4615415__1.4615415	165179__A0A3E5A6S0__PREVCOP_04351
ERR1913062.4615585__1.4615585	2293125__A0A374C9I8__DW917_06795
ERR1913062.4615675__1.4615675	1262924__R7HQB7__BN585_02057
ERR1913062.4615762__1.4615762	820__A7V092__hldE
ERR1913062.4615778__1.4615778	357276__A0A076IXE0__HMPREF1064_04364
ERR1913062.4615820__1.4615820	166486__D4KX83__ERS852572_01103
ERR1913062.4615822__1.4615822	28118__F9Z7P4__B5F99_17665
ERR1913062.4616172__1.4616172	821__A0A174RA14__M099_1655
ERR1913062.4616205__1.4616205	410072__A0A3E4GPD6__DXD67_10205
ERR1913062.4616230__1.4616230	1262992__R5D5Z8__BN795_00201
ERR1913062.4616710__1.4616710	166486__D4KZA5__ERS852572_03317
ERR1913062.4616730__1.4616730	1262930__R5ZXR2__BN693_01728
ERR1913062.4616963__1.4616963	165179__A0A3E5AHY4__CFT61_07675
ERR1913062.4617039__1.4617039	214856__I3YMC8__ERS852447_02666
ERR1913062.4617165__1.4617165	291645__I8XPK0__HMPREF1068_01554
ERR1913062.4617421__1.4617421	28118__F9ZB50__Odosp_2374
ERR1913062.4617449__1.4617449	166486__R6AY46__ROSINTL182_06128
ERR1913062.4617478__1.4617478	823__A0A174JYU9__DER51_02115
ERR1913062.4617509__1.4617509	1262930__R6A1N0__BN693_00917
ERR1913062.4617608__1.4617608	39488__A0A173Z3L4__DXD91_07055
ERR1913062.4617646__1.4617646	818__R7KVH8__SAMN02910322_00597
ERR1913062.4617663__1.4617663	46503__A7AG53__DD461_14240
ERR1913062.4617691__1.4617691	2293125__A0A374CCM7__DW917_05375
ERR1913062.4617939__1.4617939	165179__A0A3E5EAM5__DXC61_07785
ERR1913062.4617949__1.4617949	165179__A0A3E5DY64__CFT61_10025
ERR1913062.4618283__1.4618283	166486__D4L2Y9__ROSINTL182_06221
ERR1913062.4618392__1.4618392	165179__D1PGU8__PREVCOP_06463
ERR1913062.4618565__1.4618565	1262930__R6A6B2__BN693_00668
ERR1913062.4618815__1.4618815	357276__A0A0K2HJA6__DXD47_07320
ERR1913062.4618913__1.4618913	2293125__A0A374BN09__DW917_16245
ERR1913062.4618916__1.4618916	823__A0A395YX30__M090_4590
ERR1913062.4619155__1.4619155	28052__R6JVH3__ERS852499_00454
ERR1913062.4619165__1.4619165	821__A0A0P0L952__M097_4235
ERR1913062.4619169__1.4619169	1304__F8HCG1__SSALIVM18_03556
ERR1913062.4619207__1.4619207	357276__I9FU68__HMPREF1063_00557
ERR1913062.4619221__1.4619221	310298__B3JK99__BACCOP_02328
ERR1913062.4619520__1.4619520	818__A0A0P0FBI1__NCTC10582_00163
ERR1913062.4619652__1.4619652	1262930__R6ATZ0__BN693_01860
ERR1913062.4619715__1.4619715	360807__C0FQD4__codY
ERR1913062.4619754__1.4619754	821__I9R3W6__DXC16_12455
ERR1913062.4619786__1.4619786	820__A0A139KHX1__HMPREF2141_00289
ERR1913062.4619876__1.4619876	28118__F9Z587__Odosp_2804
ERR1913062.4620127__1.4620127	357276__A0A0P0M2G3__BACDOR_03913
ERR1913062.4620182__1.4620182	28116__A0A078Q626__HMPREF1070_02735
ERR1913062.4620189__1.4620189	165179__D1PHC0__PREVCOP_06640
ERR1913062.4620340__1.4620340	301301__A0A395VAJ9__RHOM_06125
ERR1913062.4620403__1.4620403	310298__B3JI31__BACCOP_01543
ERR1913062.4620326__1.4620326	626932__G5H833__HMPREF9450_01093
ERR1913062.4620440__1.4620440	1262992__R5DA18__BN795_01586
ERR1913062.4620428__1.4620428	626929__F3PJN9__B5F24_15155
ERR1913062.4620480__1.4620480	821__A0A396F598__CUU_3259
ERR1913062.4620569__1.4620569	40520__R7DD10__glgB
ERR1913062.4620594__1.4620594	46503__K5ZBF7__DD461_15285
ERR1913062.4620632__1.4620632	1262930__R6AHV3__BN693_00495
ERR1913062.4620749__1.4620749	626930__F3PR68__HMPREF9446_01218
ERR1913062.4620849__1.4620849	820__A0A173YYG4__evgS_3
ERR1913062.4620892__1.4620892	357276__A0A076IXE0__HMPREF1064_04364
ERR1913062.4621121__1.4621121	360807__C0FPP6__ERS852444_02985
ERR1913062.4621206__1.4621206	291645__I8XPK0__HMPREF1068_01554
ERR1913062.4621402__1.4621402	1262930__R5ZWP2__BN693_01542
ERR1913062.4621443__1.4621443	2293125__A0A374C4C8__DW917_09805
ERR1913062.4621852__1.4621852	166486__D4L1D0__ROSINTL182_06446
ERR1913062.4621920__1.4621920	39488__A0A173SKK4__ERS852578_01024
ERR1913062.4621955__1.4621955	823__A6LC27__DXB14_11470
ERR1913062.4621961__1.4621961	357276__B6W1Y1__BSEG_03960
ERR1913062.4622086__1.4622086	1262948__R7E9R0__BN671_01977
ERR1913062.4622173__1.4622173	357276__A0A076J8M3__ABI39_13695
ERR1913062.4622260__1.4622260	2293125__A0A374CMK5__DW917_00330
ERR1913062.4622283__1.4622283	823__D7IV95__DXC05_09565
ERR1913062.4622322__1.4622322	165179__D1PGU8__PREVCOP_06463
ERR1913062.4622486__1.4622486	820__A0A3E4W4Y7__B5G17_02055
ERR1913062.4622520__1.4622520	310298__B3JQJ5__BACCOP_04231
ERR1913062.4623083__1.4623083	310298__B3JQJ5__BACCOP_04231
ERR1913062.4623094__1.4623094	166486__D4KZI1__ERS852572_00422
ERR1913062.4623126__1.4623126	1262924__R7HQD9__BN585_00129
ERR1913062.4623229__1.4623229	821__A0A0P0M405__DXC02_15075
ERR1913062.4623283__1.4623283	1262930__R6AUX8__BN693_00160
ERR1913062.4623339__1.4623339	166486__C7G7A6__ROSINTL182_05773
ERR1913062.4623308__1.4623308	418240__A0A174NZX7__tagF_1
ERR1913062.4623343__1.4623343	1262924__R7HQB3__BN585_00435
ERR1913062.4623420__1.4623420	214851__D1PN40__SUBVAR_05755
ERR1913062.4623459__1.4623459	2293125__A0A374C9I8__DW917_06795
ERR1913062.4623527__1.4623527	821__A0A3E4XY72__NCTC10583_01067
ERR1913062.4623545__1.4623545	33039__D4M4L0__ERS852577_02891
ERR1913062.4623569__1.4623569	1262992__R5D6J2__BN795_00288
ERR1913062.4623575__1.4623575	310298__B3JNH3__BACCOP_03486
ERR1913062.4623585__1.4623585	1343__E8KWC0__HMPREF9425_1402
ERR1913062.4623596__1.4623596	1262988__R7N3Y4__BN816_00210
ERR1913062.4623795__1.4623795	1263044__GCA_000433375.1_00352
ERR1913062.4623833__1.4623833	2293125__A0A374BUM7__DW917_12980
ERR1913062.4623986__1.4623986	823__A0A073IAS1__M091_0201
ERR1913062.4624016__1.4624016	2293125__A0A374BUM7__DW917_12980
ERR1913062.4624110__1.4624110	357276__B6W1J2__BACDOR_03380
ERR1913062.4624133__1.4624133	1262924__R7HNZ2__BN585_02017
ERR1913062.4624264__1.4624264	1262930__R6A759__BN693_00811
ERR1913062.4624291__1.4624291	310298__B3JEV6__BACCOP_00400
ERR1913062.4624329__1.4624329	166486__A0A173VSA0__ROSINTL182_06124
ERR1913062.4624392__1.4624392	821__A0A395UNT8__DXD64_15275
ERR1913062.4624394__1.4624394	165179__A0A3E5ED28__PREVCOP_06655
ERR1913062.4624356__1.4624356	1262746__R5SN04__BN750_02419
ERR1913062.4624359__1.4624359	1262930__R5ZRJ3__BN693_00633
ERR1913062.4624346__1.4624346	310298__B3JEE8__BACCOP_00239
ERR1913062.4624415__1.4624415	1535__A7VWP4__CH238_02460
ERR1913062.4624495__1.4624495	820__A7V859__ERS852462_00341
ERR1913062.4624716__1.4624716	166486__D4L2C5__ERS852572_01688
ERR1913062.4624762__1.4624762	116085__D4J6A4__DW747_12795
ERR1913062.4624802__1.4624802	46503__R6X3F9__DCY29_09585
ERR1913062.4624830__1.4624830	371601__A0A139LNM6__BN891_32770
ERR1913062.4625021__1.4625021	1262930__R6AAD1__BN693_01367
ERR1913062.4625052__1.4625052	39496__A5Z776__EUBVEN_01559
ERR1913062.4625062__1.4625062	357276__I9RD92__BACDOR_04262
ERR1913062.4625067__1.4625067	166486__D4KRN2__ERS852572_01816
ERR1913062.4625112__1.4625112	166486__D4KZ14__inlA_1
ERR1913062.4625163__1.4625163	853__A0A2J4JL53__CRH10_10795
ERR1913062.4625218__1.4625218	1262948__R7EE27__BN671_00906
ERR1913062.4625284__1.4625284	310298__B3JNH4__BACCOP_03487
ERR1913062.4625431__1.4625431	487174__K0X455__HMPREF9448_00399
ERR1913062.4625402__1.4625402	818__A0A139K2A0__SAMN02910322_00898
ERR1913062.4625510__1.4625510	310298__B3JQJ5__BACCOP_04231
ERR1913062.4625553__1.4625553	853__A0A173TAZ8__DWZ46_14590
ERR1913062.4625573__1.4625573	821__A0A174V2F3__NCTC10583_01474
ERR1913062.4625693__1.4625693	1262930__R6AX76__BN693_00292
ERR1913062.4625763__1.4625763	820__A0A3E4VZT7__DXB48_16145
ERR1913062.4625854__1.4625854	28118__F9Z5M3__B5F93_14990
ERR1913062.4625874__1.4625874	820__A0A139KHX1__HMPREF2141_00289
ERR1913062.4625930__1.4625930	29361__B6FT65__CLONEX_03342
ERR1913062.4625996__1.4625996	328814__GCA_004558275.1_00059
ERR1913062.4626042__1.4626042	28116__A7LYG5__M089_5828
ERR1913062.4626173__1.4626173	2293125__A0A374BSW4__DW917_13420
ERR1913062.4626219__1.4626219	821__A0A0P0M5Z6__BVU_0429
ERR1913062.4626354__1.4626354	46503__R6X3F9__DCY29_09585
ERR1913062.4626590__1.4626590	28116__A0A078Q626__HMPREF1070_02735
ERR1913062.4626715__1.4626715	1263044__GCA_000433375.1_00023
ERR1913062.4626825__1.4626825	410072__A0A174A5E2__dtpT
ERR1913062.4626868__1.4626868	74426__rpoC
ERR1913062.4627015__1.4627015	166486__A0A173V5I7__ERS852572_02640
ERR1913062.4627288__1.4627288	410072__A0A173YGR9__ERS852389_00952
ERR1913062.4627458__1.4627458	2293125__A0A374BV30__DW917_13395
ERR1913062.4627707__1.4627707	74426__rpoC
ERR1913062.4627749__1.4627749	1262930__R6ALN3__BN693_00602
ERR1913062.4627949__1.4627949	1262930__R5ZV69__BN693_01268
ERR1913062.4627961__1.4627961	301301__G2SXB0__RHOM_09565
ERR1913062.4628022__1.4628022	166486__D4KZY5__ROSINTL182_07635
ERR1913062.4628049__1.4628049	166486__D4KZ69__ERS852572_01502
ERR1913062.4628084__1.4628084	1262930__R5ZV69__BN693_01268
ERR1913062.4628223__1.4628223	166486__D4KZY5__ROSINTL182_07635
ERR1913062.4628313__1.4628313	39492__B0MN61__epsF_2
ERR1913062.4628336__1.4628336	165179__D1PHC0__PREVCOP_06640
ERR1913062.4628370__1.4628370	1150298__A0A174MDR2__ERS852498_01766
ERR1913062.4628574__1.4628574	820__A0A1T4IY71__HMPREF2141_02402
ERR1913062.4628646__1.4628646	821__E5UY21__C800_02204
ERR1913062.4628707__1.4628707	1262930__R6A2C3__BN693_02165
ERR1913062.4628721__1.4628721	853__A0A2A7A4A9__C4N21_14870
ERR1913062.4628788__1.4628788	853__A0A174C5M1__CGS58_04460
ERR1913062.4628792__1.4628792	649756__L1PUE8__ERS852571_00747
ERR1913062.4628857__1.4628857	39496__A5Z9A6__EUBVEN_02301
ERR1913062.4628913__1.4628913	2293125__A0A374BN09__DW917_16245
ERR1913062.4629031__1.4629031	357276__A0A0M1W657__HMPREF1064_04629
ERR1913062.4629141__1.4629141	165179__A0A3E5AER8__DXB80_07075
ERR1913062.4629222__1.4629222	204516__U6RN30__HMPREF1534_00370
ERR1913062.4629271__1.4629271	418240__A0A173XCL4__ERS852523_02725
ERR1913062.4629319__1.4629319	410072__A0A3E4GPD6__DXD67_10205
ERR1913062.4629440__1.4629440	818__A0A396E023__ERS852430_02808
ERR1913062.4629454__1.4629454	47678__R5UER2__CGC64_00710
ERR1913062.4629664__1.4629664	821__A0A174NM17__lacZ_6
ERR1913062.4629769__1.4629769	853__A0A174C5M1__CGS58_04460
ERR1913062.4629892__1.4629892	357276__A0A076ISJ4__B5F95_19420
ERR1913062.4629947__1.4629947	1262930__R6AES4__BN693_02093
ERR1913062.4629958__1.4629958	166486__D4KYM4__ERS852572_02981
ERR1913062.4630004__1.4630004	821__U6RDC2__DXD46_15675
ERR1913062.4630088__1.4630088	1735__B7CDA5__EUBIFOR_02186
ERR1913062.4630140__1.4630140	823__A6LEF3__ERS852560_01356
ERR1913062.4630282__1.4630282	166486__D4KWL3__ROSINTL182_06053
ERR1913062.4630624__1.4630624	1262930__R5ZV69__BN693_01268
ERR1913062.4630671__1.4630671	1262992__R5CXV1__BN795_01088
ERR1913062.4630866__1.4630866	818__A0A3E5HN77__HMPREF2534_00072
ERR1913062.4630867__1.4630867	165179__D1PGU8__PREVCOP_06463
ERR1913062.4630886__1.4630886	46503__R6X3F9__DCY29_09585
ERR1913062.4630900__1.4630900	310298__B3JNH4__BACCOP_03487
ERR1913062.4630991__1.4630991	1263107__GCA_000436995.1_00012
ERR1913062.4630976__1.4630976	165179__A0A3E5AHY4__CFT61_07675
ERR1913062.4631157__1.4631157	2293125__A0A374CMK5__DW917_00330
ERR1913062.4631254__1.4631254	33039__A0A174XW11__RTO_07780
ERR1913062.4631299__1.4631299	39488__A0A174BS94__DXD91_16570
ERR1913062.4631301__1.4631301	1150298__A0A174I056__ERS852535_01387
ERR1913062.4631436__1.4631436	2293125__A0A374BSW4__DW917_13420
ERR1913062.4631516__1.4631516	544644__GCA_001915615.1_01039
ERR1913062.4631631__1.4631631	853__A0A173XRA8__CGS56_09290
ERR1913062.4631632__1.4631632	1262930__R5ZZ59__BN693_01578
ERR1913062.4631721__1.4631721	2293125__A0A374C9I8__DW917_06795
ERR1913062.4631839__1.4631839	410072__A0A3E4GQ67__sigV_1
ERR1913062.4631946__1.4631946	556259__E5C6L5__BSGG_0298
ERR1913062.4632069__1.4632069	166486__D4L398__ERS852572_03633
ERR1913062.4632137__1.4632137	2293125__A0A374C9I8__DW917_06795
ERR1913062.4632274__1.4632274	204516__U6R9H3__HMPREF1534_03348
ERR1913062.4632295__1.4632295	357276__A0A076II57__GV66_07710
ERR1913062.4632363__1.4632363	166486__C7G7A6__ROSINTL182_05773
ERR1913062.4632394__1.4632394	820__A0A3E5BMG9__DXD40_05130
ERR1913062.4632370__1.4632370	166486__D4L273__ERS852572_01638
ERR1913062.4632404__1.4632404	410072__C0B686__ERS852481_00939
ERR1913062.4632406__1.4632406	360807__A0A396A9J5__ROSEINA2194_00828
ERR1913062.4632456__1.4632456	301301__A0A395VDQ5__RHOM_08975
ERR1913062.4632600__1.4632600	165179__A0A174SA26__PREVCOP_05758
ERR1913062.4632732__1.4632732	33025__A0A395JEP7__C8D73_10844
ERR1913062.4632771__1.4632771	39486__R6SMK6__DXD82_09730
ERR1913062.4632872__1.4632872	39488__A0A285PUH7__ERS852450_00520
ERR1913062.4632890__1.4632890	820__A0A139K024__B5G17_02060
ERR1913062.4632972__1.4632972	46503__A7AG59__ERS852463_00349
ERR1913062.4633228__1.4633228	165179__D1PHC0__PREVCOP_06640
ERR1913062.4633284__1.4633284	338188__A0A174ETX3__ERS852397_01955
ERR1913062.4633346__1.4633346	1262930__R6ALR2__BN693_00077
ERR1913062.4633467__1.4633467	310298__B3JNH4__BACCOP_03487
ERR1913062.4633468__1.4633468	310298__B3JNH4__BACCOP_03487
ERR1913062.4633557__1.4633557	1262924__R7HT04__BN585_00021
ERR1913062.4633572__1.4633572	818__A0A396EBF0__ERS852430_00820
ERR1913062.4633732__1.4633732	310298__B3JED9__BACCOP_00230
ERR1913062.4633710__1.4633710	1150298__R7JRK4__ERS852406_01648
ERR1913062.4633776__1.4633776	818__A0A139K9H8__C5Z03_23905
ERR1913062.4633802__1.4633802	821__A0A397WGD6__M098_0084
ERR1913062.4633844__1.4633844	360807__A0A0M6X0S9__RIL183_10591
ERR1913062.4633927__1.4633927	1262948__R7E8R3__BN671_00101
ERR1913062.4634115__1.4634115	418240__C6JFD7__ERS852523_02475
ERR1913062.4634171__1.4634171	821__A0A174RA14__M099_1655
ERR1913062.4634250__1.4634250	46506__B0NU77__AA415_02810
ERR1913062.4634266__1.4634266	853__A0A173XRA8__CGS56_09290
ERR1913062.4634337__1.4634337	1262948__R7EGE9__BN671_00967
ERR1913062.4634339__1.4634339	820__R9HVB9__DXC68_17285
ERR1913062.4634648__1.4634648	1099853__U5CD68__NSB1T_05535
ERR1913062.4634668__1.4634668	821__A0A395UNT8__DXD64_15275
ERR1913062.4634721__1.4634721	1628085__A0A396QTT4__C7386_103139
ERR1913062.4634757__1.4634757	39488__A0A173T8Z7__hemZ_2
ERR1913062.4634762__1.4634762	165179__D1PHC0__PREVCOP_06640
ERR1913062.4634792__1.4634792	626933__H1DGX0__HMPREF9449_01506
ERR1913062.4634869__1.4634869	1263107__GCA_000436995.1_00210
ERR1913062.4634981__1.4634981	310298__B3JEE8__BACCOP_00239
ERR1913062.4635041__1.4635041	487174__R5FJY1__DDY40_07045
ERR1913062.4635330__1.4635330	2293125__A0A374BUM7__DW917_12980
ERR1913062.4635339__1.4635339	418240__C6JFI7__ERS852523_01130
ERR1913062.4635438__1.4635438	310298__B3JQR0__BACCOP_04272
ERR1913062.4635447__1.4635447	2293125__A0A374BSW4__DW917_13420
ERR1913062.4635559__1.4635559	820__A7V049__DXB48_04755
ERR1913062.4635614__1.4635614	1262930__R6A8N0__BN693_02179
ERR1913062.4635616__1.4635616	33039__R6P0F1__ERS852424_02256
ERR1913062.4635594__1.4635594	2293125__A0A374C4C8__DW917_09805
ERR1913062.4635609__1.4635609	33025__A0A395JHD9__C8D73_101774
