ERR1913257.130__1.130	1550024__A0A0D8IYY8__TQ39_09180
ERR1913257.693736__1.693736	216816__A0A395XZB7__DXD37_04075
ERR1913257.693779__1.693779	39485__C4Z028__ERS852492_00100
ERR1913257.693961__1.693961	820__A0A173YYG4__evgS_3
ERR1913257.694065__1.694065	1897011__A0A1Q6RDJ0__BHW41_05420
ERR1913257.694068__1.694068	40518__R5DZI2__DXD93_06940
ERR1913257.694069__1.694069	40518__R5DZI2__DXD93_06940
ERR1913257.694167__1.694167	239935__A0A2N8IHY1__CXU06_00035
ERR1913257.694306__1.694306	626940__E8LG07__BHW43_10200
ERR1913257.694471__1.694471	239935__A0A2N8IIB9__CXU04_01970
ERR1913257.694429__1.694429	239935__A0A2N8HT44__CXT84_11035
ERR1913257.694738__1.694738	1680__A0A087DKM6__B0042_0664
ERR1913257.694787__1.694787	216816__C2GUV2__APC1478_0430
ERR1913257.694970__1.694970	39491__A0A395V1R3__T1815_08181
ERR1913257.695114__1.695114	1262848__R6U282__BN818_00811
ERR1913257.695501__1.695501	39491__A0A395UVM9__DXB76_04540
ERR1913257.695510__1.695510	410072__A0A174ND44__ERS852389_01731
ERR1913257.695629__1.695629	216816__A0A3D8U3T8__DXD41_09580
ERR1913257.695839__1.695839	1680__A7A7Z9__AAX71_05385
ERR1913257.696104__1.696104	626940__E8LFE6__DCQ00_00370
ERR1913257.696256__1.696256	999425__K8MN02__HMPREF9186_02094
ERR1913257.696354__1.696354	39491__A0A396FRK0__ERS852417_00541
ERR1913257.696498__1.696498	1262911__R6HHR1__BN557_01622
ERR1913257.696589__1.696589	1308__A0A2X3WPE2__CDA68_01375
ERR1913257.696672__1.696672	1579__A0A3A9Y2Y2__FC29_GL001490
ERR1913257.696766__1.696766	1550024__G9RYS9__TQ39_01815
ERR1913257.696806__1.696806	626929__F3PKG7__SAMN05444376_0720
ERR1913257.696964__1.696964	1262911__R6GMD8__BN557_01647
ERR1913257.697157__1.697157	39486__B0G2J6__DXB12_13190
ERR1913257.697266__1.697266	820__A7V049__DXB48_04755
ERR1913257.697279__1.697279	1680__A0A2R4G1K8__BBMN23_0315
ERR1913257.697442__1.697442	745368__A0A1T4Y2H2__SAMN02745178_02630
ERR1913257.697490__1.697490	40520__D4LUV4__DXB81_08455
ERR1913257.697592__1.697592	74426__gap
ERR1913257.697674__1.697674	39492__D4JSG7__EUBSIR_01006
ERR1913257.697761__1.697761	820__A0A3E4W6P0__gmhA
ERR1913257.697712__1.697712	40520__R7D8F5__DXC87_14065
ERR1913257.697788__1.697788	2173__A0A1D2WXI2__METSMIF1_02140
ERR1913257.698007__1.698007	28111__E5WYC3__NCTC11155_03517
ERR1913257.698382__1.698382	1262920__R5KD76__BN467_01465
ERR1913257.698561__1.698561	329854__R7E733__DXD57_00120
ERR1913257.698682__1.698682	216816__B7GPE8__I118_0062
ERR1913257.698763__1.698763	1681__D4QAP5__CJD48_05740
ERR1913257.698980__1.698980	40518__R5DP91__RBL236_00890
ERR1913257.699024__1.699024	1550024__G9RY06__TQ39_00225
ERR1913257.699168__1.699168	216816__A0A0A0UDU9__BL1246
ERR1913257.699262__1.699262	29361__B6FRT6__CLONEX_02860
ERR1913257.699274__1.699274	820__A0A173YYG4__evgS_3
ERR1913257.699292__1.699292	1262911__R6GPI7__BN557_00907
ERR1913257.699364__1.699364	626940__E8LE14__DCQ00_06790
ERR1913257.699421__1.699421	46503__R6Y0Q3__DCY29_15880
ERR1913257.699486__1.699486	239935__R6IZU4__CXT87_08085
ERR1913257.699792__1.699792	820__A7V049__DXB48_04755
ERR1913257.699963__1.699963	40518__R5E7S2__RBL263_00671
ERR1913257.699965__1.699965	239935__B2UQP8__CXU15_01110
ERR1913257.700312__1.700312	301301__A0A395VA04__RHOM_13090
ERR1913257.700491__1.700491	39491__A0A396FMF1__EUR_28700
ERR1913257.700567__1.700567	1262736__R5Y652__BN496_00300
ERR1913257.700585__1.700585	820__A0A3E4G3J9__ERS852459_02265
ERR1913257.701101__1.701101	74426__pdxS
ERR1913257.701270__1.701270	1262736__R5Y4S4__BN496_00323
ERR1913257.701323__1.701323	357276__B6VVS0__HMPREF1064_03951
ERR1913257.701464__1.701464	39491__A0A396FNY7__LD38_16155
ERR1913257.701821__1.701821	239935__A0A2N8IRW0__A4V05_11620
ERR1913257.702213__1.702213	1686__B6XS54__BCAT_0916
ERR1913257.702385__1.702385	1680__A0A3E4SB79__BAD_1517
ERR1913257.702415__1.702415	384639__GCA_003096855.1_00253
ERR1913257.702459__1.702459	1262911__R6GTZ4__BN557_01440
ERR1913257.702573__1.702573	39491__A0A396FEW6__T1815_18721
ERR1913257.702655__1.702655	853__D4JY61__C4N21_10560
ERR1913257.702889__1.702889	1262736__R5Z0V0__BN496_00387
ERR1913257.702896__1.702896	39491__C4Z872__LD38_07250
ERR1913257.702909__1.702909	291645__I8XPK0__HMPREF1068_01554
ERR1913257.702960__1.702960	1680__A0A0C2YPV2__AL0462_1474
ERR1913257.703219__1.703219	384638__B7APR0__BACPEC_00666
ERR1913257.703339__1.703339	1680__A0A174BEE7__BSTER_1311
ERR1913257.703491__1.703491	216816__A0A1V8QFN0__HMPREF1315_0061
ERR1913257.703778__1.703778	301301__A0A395VAD5__RHOM_06975
ERR1913257.703782__1.703782	712122__A0A0M4GSP3__AM609_03360
ERR1913257.703871__1.703871	40518__R5DWH8__DXD86_04530
ERR1913257.703873__1.703873	1796613__I8YN26__ADH74_13170
ERR1913257.704056__1.704056	39491__A0A395UZL1__DXB76_05950
ERR1913257.704251__1.704251	1263109__GCA_000438135.1_01185
ERR1913257.704287__1.704287	39491__A0A395V1Y4__DXB99_08035
ERR1913257.704293__1.704293	454154__G5SQ56__HMPREF9441_01493
ERR1913257.704499__1.704499	626940__E8LGW7__HMPREF9443_02123
ERR1913257.704520__1.704520	745368__A0A1T4Y746__SAMN02745178_02815
ERR1913257.704672__1.704672	1550024__G9RP65__ASJ35_11645
ERR1913257.704952__1.704952	239935__A0A2N8IUQ8__CXU09_01665
ERR1913257.705009__1.705009	216816__C2GSX7__DD678_03555
ERR1913257.705138__1.705138	239935__A0A139TPD4__CXT86_06450
ERR1913257.705214__1.705214	1681__A0A286TCN9__LMG13195_0626
ERR1913257.705157__1.705157	246787__A0A3D6B0I1__BcellWH2_03253
ERR1913257.705508__1.705508	40520__A0A174NUP5__DXC87_01375
ERR1913257.705553__1.705553	246787__A0A3D6ARN8__yehU_6
ERR1913257.705580__1.705580	239935__A0A2N8HHB6__B5G29_11500
ERR1913257.705757__1.705757	204516__U6RAM4__HMPREF1534_03439
ERR1913257.706092__1.706092	1262924__R7HUG0__BN585_00790
ERR1913257.706141__1.706141	1681__E4VA65__APS66_06405
ERR1913257.706160__1.706160	820__A0A1T4IYF4__mprA_1
ERR1913257.706247__1.706247	1150298__R7JU58__ssuC_2
ERR1913257.706282__1.706282	1262848__R6UEX2__BN818_00035
ERR1913257.706468__1.706468	74426__nifJ
ERR1913257.706492__1.706492	74426__asnS
ERR1913257.706671__1.706671	39491__C4Z9D4__DXD95_00055
ERR1913257.706655__1.706655	74426__nrdD
ERR1913257.706739__1.706739	2173__A0A1D2WUQ6__METSMIF1_02304
ERR1913257.706901__1.706901	1263000__R5ETL6__BN466_01607
ERR1913257.707009__1.707009	1263109__GCA_000438135.1_00176
ERR1913257.707161__1.707161	1680__A7A7Z9__AAX71_05385
ERR1913257.707164__1.707164	1150298__R7JRK4__ERS852406_01648
ERR1913257.707175__1.707175	1550024__G9RWC0__ASJ35_03560
ERR1913257.707442__1.707442	1263011__R6DZ06__BN553_00907
ERR1913257.707452__1.707452	1262848__R6UEX2__BN818_00035
ERR1913257.707419__1.707419	74426__purC
ERR1913257.707592__1.707592	45851__D4S069__spoIVA
ERR1913257.707776__1.707776	1263011__R6DP90__BN553_01389
ERR1913257.707829__1.707829	1680__A0A3E4SB79__BAD_1517
ERR1913257.707977__1.707977	239935__A0A2N8IXN0__CXT95_01765
ERR1913257.707986__1.707986	239935__A0A2N8HUU6__CXT90_06150
ERR1913257.708333__1.708333	651609__E6KSM8__HMPREF9006_1230
ERR1913257.708400__1.708400	1262848__R6U282__BN818_00811
ERR1913257.708419__1.708419	820__A0A139KJR5__M093_4469
ERR1913257.708432__1.708432	907__S7ISK1__SAMN04488492_11532
ERR1913257.708450__1.708450	1550024__A0A3B9WIB6__TQ39_08435
ERR1913257.708511__1.708511	40518__R5DR72__RBL236_02110
ERR1913257.709002__1.709002	626940__E8LCG7__DCQ00_01770
ERR1913257.709410__1.709410	39491__A0A174IJH1__DXB76_01865
ERR1913257.709483__1.709483	357276__A0A174L570__GV66_05720
ERR1913257.709523__1.709523	214856__R5UN64__ERS852447_02669
ERR1913257.709560__1.709560	40520__A0A396A2X4__RUMOBE_00875
ERR1913257.709892__1.709892	1680__A0A173XYA2__B0703_0121
ERR1913257.710233__1.710233	33039__D4M1A7__RTO_02350
ERR1913257.710789__1.710789	1262942__R7QXM6__BN520_01371
ERR1913257.710804__1.710804	907__G0VPZ1__C6362_01115
ERR1913257.710834__1.710834	28111__E5WVR8__NCTC11155_02792
ERR1913257.710996__1.710996	1263011__R6EMB0__BN553_01865
ERR1913257.711061__1.711061	239935__R7DVL7__CXT93_01180
ERR1913257.711081__1.711081	357276__B6W5Q9__HMPREF1063_03125
ERR1913257.711144__1.711144	1681__A0A0H2NPR5__BBBF_1287
ERR1913257.711145__1.711145	1681__A0A0H2NPR5__BBBF_1287
ERR1913257.711113__1.711113	147206__GCF_000156215.1_01710
ERR1913257.711125__1.711125	357276__B6W5Q9__HMPREF1063_03125
ERR1913257.711296__1.711296	46503__R6X5W5__HMPREF1078_03156
ERR1913257.711413__1.711413	1550024__A0A0D8IWM4__TQ39_15635
ERR1913257.711417__1.711417	745368__A0A1T4WPJ1__SAMN02745178_00919
ERR1913257.711782__1.711782	239935__A0A139TPD4__CXT86_06450
ERR1913257.711796__1.711796	301301__A0A395V7C8__RHOM_02390
ERR1913257.711817__1.711817	39491__A0A395ZHW3__ERS852417_01359
ERR1913257.711840__1.711840	1262942__R7QXM6__BN520_01371
ERR1913257.711915__1.711915	1262882__A0A356PSJ4__BN519_01180
ERR1913257.712030__1.712030	45851__D4RWR5__BHV86_06295
ERR1913257.712065__1.712065	239935__A0A2N8HEH9__CXU07_11710
ERR1913257.712107__1.712107	821__I9R3W6__DXC16_12455
ERR1913257.712257__1.712257	572010__rpoB
ERR1913257.712219__1.712219	28025__D3R593__W7Y_0901
ERR1913257.712396__1.712396	1150298__A0A174DSD1__dacB_3
ERR1913257.712663__1.712663	40520__A0A174GNL5__DXD81_10555
ERR1913257.712880__1.712880	820__A0A174G065__DXB62_08975
ERR1913257.713023__1.713023	239935__A0A3F3K985__CXT98_05805
ERR1913257.713149__1.713149	239935__A0A139TPD4__CXT86_06450
ERR1913257.713156__1.713156	40518__R5DUU0__DXD93_03985
ERR1913257.713211__1.713211	1262954__R7FFX1__BN611_00665
ERR1913257.713222__1.713222	1603888__A0A133SJQ2__HMPREF3201_00575
ERR1913257.713232__1.713232	239935__A0A2N8J1K0__CXT97_05765
ERR1913257.713237__1.713237	2173__A0A1D2WTW4__BK798_02715
ERR1913257.713292__1.713292	1262924__R7HN26__BN585_02021
ERR1913257.713625__1.713625	820__A0A3E5E0T0__ERS852554_00312
ERR1913257.713724__1.713724	39491__A0A396FKI0__DXC13_11560
ERR1913257.713699__1.713699	1550024__G9RPK6__TQ39_05330
ERR1913257.713892__1.713892	820__A0A3E4GE89__DXB48_02565
ERR1913257.713894__1.713894	39488__A0A174JE42__ERS852450_02774
ERR1913257.713966__1.713966	1965650__A0A1Y3VEZ6__B5G16_11190
ERR1913257.713974__1.713974	239935__A0A2N8IU14__ADH72_05655
ERR1913257.714096__1.714096	74426__pflB_2
ERR1913257.714203__1.714203	40518__R5E1J7__RBL236_02062
ERR1913257.714450__1.714450	28025__A0A0L7CV69__BLC1_1290
ERR1913257.714524__1.714524	552398__F4XHL8__HMPREF0866_03122
ERR1913257.714620__1.714620	1897011__A0A1Q6RH12__BHW41_01505
ERR1913257.714908__1.714908	39491__A0A395V5R3__EUBREC_1883
ERR1913257.714962__1.714962	116085__D4J547__DW747_07130
ERR1913257.715013__1.715013	214851__D1PKC4__SUBVAR_04799
ERR1913257.715198__1.715198	1150298__A0A174MDL5__ERS852406_00648
ERR1913257.715318__1.715318	239935__A0A2N8IMC9__CXU09_02095
ERR1913257.715510__1.715510	1680__A0A2R4G1K8__BBMN23_0315
ERR1913257.715762__1.715762	28117__B0MST6__BHV66_06090
ERR1913257.715839__1.715839	1550024__G9RXY7__TQ39_00100
ERR1913257.715855__1.715855	239935__A0A2N8IMC9__CXU09_02095
ERR1913257.715860__1.715860	1150298__A0A174BP05__murAA
ERR1913257.716048__1.716048	39491__A0A395ZL98__DXB99_00620
ERR1913257.716055__1.716055	1680__R5GKP2__DXD60_06200
ERR1913257.716072__1.716072	39491__A0A396FJV5__ERS852417_00035
ERR1913257.716082__1.716082	45851__D4RZ27__BHV86_03325
ERR1913257.716253__1.716253	329854__R7E733__DXD57_00120
ERR1913257.716295__1.716295	1262924__R7HQD9__BN585_00129
ERR1913257.716748__1.716748	39491__A0A395ZGU6__ERS852417_01456
ERR1913257.716842__1.716842	74426__pdxS
ERR1913257.716902__1.716902	820__A0A139K5A6__DXB48_12175
ERR1913257.717016__1.717016	1262848__R6TXR7__BN818_00316
ERR1913257.717056__1.717056	39485__A0A174YTX0__mro
ERR1913257.717423__1.717423	1681__I3WJE2__DXC50_07465
ERR1913257.717765__1.717765	1680__A0A087DHN0__AL0462_1532
ERR1913257.717939__1.717939	39491__C4Z9K7__EUBREC_0050
ERR1913257.717922__1.717922	184870__A0A134BLU7__Q618_VCMC00002G0031
ERR1913257.718011__1.718011	1680__A1A1R1__BIFADO_00076
ERR1913257.718088__1.718088	1150298__A0A174DQT6__ERS852498_00506
ERR1913257.718376__1.718376	626940__E8LCM1__HMPREF9443_00590
ERR1913257.718486__1.718486	184870__A0A134BJS6__CJ240_04575
ERR1913257.718533__1.718533	2173__A5ULL1__Msm_0884
ERR1913257.718550__1.718550	39492__D4JRZ7__smc
ERR1913257.718881__1.718881	1897011__A0A1Q6RIF5__BHW41_01365
ERR1913257.719166__1.719166	28025__A0A0L7CUH2__Balac_0126
ERR1913257.719249__1.719249	1262882__R5MKX3__BN519_00395
ERR1913257.719275__1.719275	301301__A0A395V7U1__ycdT
ERR1913257.719356__1.719356	410072__C0BB27__ERS852525_01089
ERR1913257.719547__1.719547	1262736__R5Y285__BN496_00964
ERR1913257.719857__1.719857	1262924__R7HQB3__BN585_00435
ERR1913257.720301__1.720301	410072__A0A173S248__ERS852525_02992
ERR1913257.720315__1.720315	28117__B0MUB3__ALIPUT_00727
ERR1913257.720651__1.720651	1550024__A0A0D8IWH3__ASJ35_08185
ERR1913257.720782__1.720782	1680__A1A2N8__LMG10734_1314
ERR1913257.720794__1.720794	1150298__A0A174BP05__murAA
ERR1913257.721208__1.721208	1262848__R6VB39__BN818_00852
ERR1913257.721209__1.721209	1262848__R6VB39__BN818_00852
ERR1913257.721250__1.721250	39491__A0A396FPV7__ERS852580_01177
ERR1913257.721315__1.721315	301302__R5UK77__M72_08681
ERR1913257.721365__1.721365	39488__R5G6A7__DXD91_05835
ERR1913257.721439__1.721439	1263107__GCA_000436995.1_00223
ERR1913257.721492__1.721492	239935__A0A2N8HH03__CXU09_08875
ERR1913257.721620__1.721620	39491__A0A395ZHW3__ERS852417_01359
ERR1913257.721710__1.721710	1105031__J1H3W2__HMPREF1141_2783
ERR1913257.721822__1.721822	246787__A0A3D6AYV2__BcellWH2_03647
ERR1913257.721896__1.721896	1680__A7A7Z9__AAX71_05385
ERR1913257.721973__1.721973	1965650__A0A1Y3VEZ6__B5G16_11190
ERR1913257.722038__1.722038	239935__A0A139TPD8__CXU12_11015
ERR1913257.722068__1.722068	28117__B0MU76__ALIPUT_00202
ERR1913257.722287__1.722287	28117__B0MUL5__ALIPUT_00722
ERR1913257.722423__1.722423	2173__A0A1D2WST6__METSMIALI_00213
ERR1913257.722509__1.722509	239935__A0A2N8ITW6__CXT91_06265
ERR1913257.722617__1.722617	2173__A0A1D2WXY3__BK798_04185
ERR1913257.722672__1.722672	310298__B3JEV4__BACCOP_00398
ERR1913257.722674__1.722674	239935__A0A2N8HT44__CXT84_11035
ERR1913257.722696__1.722696	487174__K0XKB7__DDY40_03475
ERR1913257.723308__1.723308	39491__A0A395ZG74__licR
ERR1913257.723344__1.723344	239935__A0A2N8HT18__CXT93_06135
ERR1913257.723383__1.723383	239935__A0A2N8HT68__ADH72_00510
ERR1913257.723499__1.723499	39492__D4JWA3__ERS852540_01332
ERR1913257.723642__1.723642	39491__A0A396FUZ3__phoR_1
ERR1913257.723835__1.723835	33039__D4M5E1__ERS852577_03873
ERR1913257.723859__1.723859	39491__A0A395ZBW8__DXC13_08840
ERR1913257.723883__1.723883	239935__A0A2N8ITG2__Amuc_0335
ERR1913257.723933__1.723933	39491__A0A396FUZ3__phoR_1
ERR1913257.724067__1.724067	239935__A0A2N8I3Z7__CXU05_10555
ERR1913257.724198__1.724198	301301__A0A395VAR4__yieL
ERR1913257.724201__1.724201	88431__A0A174G8Q6__ERS852526_02711
ERR1913257.724157__1.724157	74426__rpoC
ERR1913257.724158__1.724158	853__A0A173YYY4__DWZ04_09420
ERR1913257.724243__1.724243	46503__K5ZAK9__NCTC13052_03308
ERR1913257.724267__1.724267	1683__C4FFP8__BIFANG_03162
ERR1913257.724272__1.724272	626940__E8LCL7__BN587_01653
ERR1913257.724286__1.724286	1579__A0A3A9YFS9__DBQ36_02890
ERR1913257.724323__1.724323	39488__A0A285PNU6__ERS852578_01621
ERR1913257.724390__1.724390	28117__B0MTV5__BHV66_06415
ERR1913257.724432__1.724432	239935__A0A2N8I9P4__CXT85_05050
ERR1913257.724433__1.724433	239935__A0A2N8I9P4__CXT85_05050
ERR1913257.724492__1.724492	1550024__A0A3B9WEL2__TQ39_11090
ERR1913257.724469__1.724469	33043__D5HGZ8__nnr
ERR1913257.724477__1.724477	552398__F4XHU2__HMPREF0866_03196
ERR1913257.724807__1.724807	552398__F4XCQ4__HMPREF0866_01621
ERR1913257.724882__1.724882	357276__A0A0M1VYB8__HMPREF1063_02104
ERR1913257.725251__1.725251	74426__asnS
ERR1913257.725187__1.725187	649756__L1Q8X1__DCR88_03995
ERR1913257.725214__1.725214	1263107__GCA_000436995.1_00103
ERR1913257.725332__1.725332	1263107__GCA_000436995.1_00228
ERR1913257.725369__1.725369	820__A0A396EXA7__DXB37_15530
ERR1913257.725728__1.725728	116085__D4J7N1__DW747_15135
ERR1913257.725738__1.725738	410072__A0A174AIQ9__DXD67_07210
ERR1913257.725838__1.725838	301301__A0A395V736__ERS852391_01566
ERR1913257.725859__1.725859	39492__B0MPL6__EUBSIR_01779
ERR1913257.725965__1.725965	239935__R7E524__CXT91_06180
ERR1913257.726064__1.726064	745368__A0A1T4X3J8__SAMN02745178_01380
ERR1913257.726067__1.726067	1550024__A0A3B9WI04__ASJ35_06105
ERR1913257.726156__1.726156	116085__D4J8Q3__DW747_08750
ERR1913257.726180__1.726180	301302__A0A0M6WTN6__ERS852420_01659
ERR1913257.726216__1.726216	301301__A0A395V928__RHOM_04950
ERR1913257.726352__1.726352	239935__A0A2N8IHY1__CXU06_00035
ERR1913257.726414__1.726414	745368__A0A1T4YBU5__SAMN02745178_02911
ERR1913257.726518__1.726518	454155__F3QUC1__HMPREF9442_01791
ERR1913257.726638__1.726638	39488__A0A174JUI0__EUBHAL_01212
ERR1913257.726735__1.726735	820__A0A374MMF0__HMPREF1073_03811
ERR1913257.726769__1.726769	820__A0A3E4W9D9__B5G17_12400
ERR1913257.726831__1.726831	1262924__R7HQS1__BN585_00657
ERR1913257.726842__1.726842	74426__groL
ERR1913257.726888__1.726888	1262924__R7HUJ5__BN585_00830
ERR1913257.727003__1.727003	214856__I3YMN6__Alfi_1938
ERR1913257.727300__1.727300	301301__A0A395V6G4__ERS852391_00892
ERR1913257.727651__1.727651	31754__GeneID:921290
ERR1913257.727654__1.727654	239935__A0A2N8HPS5__Amuc_0950
ERR1913257.728070__1.728070	1680__A7A7Z9__AAX71_05385
ERR1913257.727992__1.727992	649756__E5VJS7__mecR1_3
ERR1913257.728102__1.728102	39491__C4ZC33__DXC13_11585
ERR1913257.728261__1.728261	40520__A0A396A2X4__RUMOBE_00875
ERR1913257.728314__1.728314	626940__E8LB62__BHW43_02905
ERR1913257.728757__1.728757	216816__C2GSX7__DD678_03555
ERR1913257.728781__1.728781	216816__A0A374SVM3__BLSL_0492
ERR1913257.728784__1.728784	1680__A0A173W5Z2__DXC53_01290
ERR1913257.728815__1.728815	1263107__GCA_000436995.1_00212
ERR1913257.728818__1.728818	1550024__G9RPC6__TQ39_05630
ERR1913257.729227__1.729227	1262963__R6C7W6__BN718_00713
ERR1913257.729292__1.729292	246787__A0A3D6AZF7__BcellWH2_04504
ERR1913257.729307__1.729307	1262848__R6U9X1__BN818_01687
ERR1913257.729521__1.729521	1150298__A0A174NLT0__araC_6
ERR1913257.729524__1.729524	116085__D4J7G1__DW747_10355
ERR1913257.729533__1.729533	1550024__G9RZ38__ASJ35_12765
ERR1913257.729706__1.729706	39488__C0EZ14__EHLA_1075
ERR1913257.729879__1.729879	552398__T5RKT4__HMPREF0866_04531
ERR1913257.730122__1.730122	1897011__A0A1Q6RGA1__BHW41_02610
ERR1913257.730226__1.730226	1681__I3WJE2__DXC50_07465
ERR1913257.730744__1.730744	1897011__A0A1Q6RFH2__BHW41_03500
ERR1913257.730900__1.730900	2173__P22350__Msm_0089
ERR1913257.730922__1.730922	40520__A0A174JSI5__ERS852394_00345
ERR1913257.731152__1.731152	239935__A0A139TPG3__CXT86_08810
ERR1913257.731158__1.731158	239935__A0A2N8IVR0__CXT87_07115
ERR1913257.731211__1.731211	1550024__G9RT56__TQ39_09200
ERR1913257.731345__1.731345	1680__R5GR82__AD0028_0014
ERR1913257.731385__1.731385	239935__A0A2N8I694__CXU04_06245
ERR1913257.731756__1.731756	239935__A0A2N8IVK9__CXU08_03750
ERR1913257.731970__1.731970	1550024__G9RX51__TQ39_04720
ERR1913257.732191__1.732191	1680__R5GPK0__B0487_0620
ERR1913257.732209__1.732209	1261__A0A135YTZ5__HMPREF3183_00253
ERR1913257.732312__1.732312	74426__basR
ERR1913257.732323__1.732323	1681__A0A0H2PP44__BBTM_02041
ERR1913257.732349__1.732349	1550024__A0A3B9WI04__ASJ35_06105
ERR1913257.732375__1.732375	745368__A0A1T4XVH3__SAMN02745178_02334
ERR1913257.733135__1.733135	28111__R5K222__bglX_7
ERR1913257.733146__1.733146	1262848__R6UBZ9__BN818_00113
ERR1913257.733180__1.733180	487174__R5FJY1__DDY40_07045
ERR1913257.733210__1.733210	1681__E4VB47__IF1010_0583
ERR1913257.733290__1.733290	1262924__R7HTA4__BN585_00391
ERR1913257.733579__1.733579	745368__A0A1T4W6M6__SAMN02745178_00035
ERR1913257.733580__1.733580	745368__A0A1T4W6M6__SAMN02745178_00035
ERR1913257.733794__1.733794	1262848__R6TXS3__BN818_00318
ERR1913257.733926__1.733926	1262848__R6TXS3__BN818_00318
ERR1913257.734122__1.734122	28117__B0MVL5__BHV66_01660
ERR1913257.734401__1.734401	357276__I9QBT7__BSEG_03340
ERR1913257.734549__1.734549	239935__A0A2N8HT44__CXT84_11035
ERR1913257.734574__1.734574	1680__A0A374QDL4__LMG18897_0432
ERR1913257.734639__1.734639	1681__A0A0H2PGZ6__DXD34_05075
ERR1913257.734691__1.734691	204516__U6RPN2__HMPREF1534_00368
ERR1913257.735086__1.735086	820__A0A139KJR5__M093_4469
ERR1913257.735145__1.735145	239935__A0A2N8IMD6__CXU03_05585
ERR1913257.735344__1.735344	40518__R5E2F3__artQ
ERR1913257.735519__1.735519	1680__A0A0C2VBJ4__birA
ERR1913257.735600__1.735600	40520__A0A396A315__DXB81_12480
ERR1913257.735610__1.735610	1262924__R7HKX0__BN585_01279
ERR1913257.735807__1.735807	239935__B2UNF6__CXU17_03450
ERR1913257.735935__1.735935	1681__A0A286TB53__BBBF_1581
ERR1913257.736020__1.736020	1680__A0A1V8QAM8__BIFADO_02272
ERR1913257.736142__1.736142	147206__GCF_000156215.1_01776
ERR1913257.736158__1.736158	39485__A0A174YYW2__benM
ERR1913257.736169__1.736169	1681__I3WJK6__DXD72_06985
ERR1913257.736321__1.736321	1965650__A0A1Y3VA28__B5G16_11230
ERR1913257.736415__1.736415	46503__R6X607__HMPREF1060_03545
ERR1913257.736507__1.736507	907__R7MYX9__AZ49_04890
ERR1913257.736794__1.736794	33043__A0A174CPX4__ERS852386_02360
ERR1913257.736840__1.736840	357276__A0A0M1W9N4__GV66_05135
ERR1913257.736849__1.736849	1150298__R7JTW4__yvhJ
ERR1913257.736923__1.736923	626940__E8LG46__BHW43_08405
ERR1913257.736953__1.736953	1550024__A0A3B9WFS7__ASJ35_05525
ERR1913257.736959__1.736959	1262848__R6U4T9__BN818_00690
ERR1913257.736974__1.736974	239935__A0A2N8HQY4__CXT99_03170
ERR1913257.736981__1.736981	1680__R5GR82__AD0028_0014
ERR1913257.737025__1.737025	884684__GCA_002892425.1_01408
ERR1913257.737411__1.737411	2173__A0A1D2WTP5__BK798_02785
ERR1913257.737598__1.737598	454155__F3QUK4__HMPREF9442_01877
ERR1913257.737672__1.737672	74426__group_1871
ERR1913257.737676__1.737676	1680__A0A1X3A7D3__AD0028_1139
ERR1913257.737690__1.737690	39491__A0A395UWZ1__DXC13_02175
