ERR1913202.101__1.101	239935__A0A2N8HBP0__CXT94_04450
ERR1913202.1109473__1.1109473	214856__R6XKT4__ERS852559_01719
ERR1913202.1109561__1.1109561	39485__A0A1Q6PHD7__ERS852492_01801
ERR1913202.1109563__1.1109563	301302__R5V5K3__M72_10541
ERR1913202.1109659__1.1109659	239935__A0A2N8IU45__DEF40_02365
ERR1913202.1109760__1.1109760	214856__R6XKT4__ERS852559_01719
ERR1913202.1109734__1.1109734	301302__R5UVE7__ERS852420_01292
ERR1913202.1109971__1.1109971	410072__C0B9X3__ERS852481_01672
ERR1913202.1110024__1.1110024	821__A0A0P0LKG6__HMPREF1058_02188
ERR1913202.1110067__1.1110067	214856__A0A173YXX1__ERS852559_01651
ERR1913202.1110184__1.1110184	214856__I3YMC8__ERS852447_02666
ERR1913202.1110265__1.1110265	214856__I3YPN9__ERS852447_01389
ERR1913202.1110314__1.1110314	214856__I3YPQ6__Alfi_2714
ERR1913202.1110404__1.1110404	165179__A0A3E5DN34__DXC61_07865
ERR1913202.1110702__1.1110702	487174__K0X6A4__HMPREF9448_00105
ERR1913202.1110776__1.1110776	1262882__R5N211__BN519_01033
ERR1913202.1110863__1.1110863	214856__R6XKW1__ERS852559_01141
ERR1913202.1111052__1.1111052	214856__I3YMC8__ERS852447_02666
ERR1913202.1111079__1.1111079	1965590__A0A1Y4GPR0__B5F38_12845
ERR1913202.1111196__1.1111196	214856__I3YPN5__Alfi_2693
ERR1913202.1111396__1.1111396	818__R7KV41__Btheta7330_04616
ERR1913202.1111463__1.1111463	214856__I3YPP3__Alfi_2701
ERR1913202.1111484__1.1111484	1262882__R5N678__BN519_01604
ERR1913202.1111588__1.1111588	214856__I3YPP9__Alfi_2707
ERR1913202.1111623__1.1111623	214856__R6YD52__ERS852447_02171
ERR1913202.1111626__1.1111626	301302__A0A173T010__M72_26571
ERR1913202.1111700__1.1111700	871327__A0A1H5WNU7__SAMN05444001_11221
ERR1913202.1112029__1.1112029	1501391__GCA_000786575.1_00071
ERR1913202.1112032__1.1112032	1262882__A0A356PSJ4__BN519_01180
ERR1913202.1112151__1.1112151	1262882__R5MEK3__BN519_00296
ERR1913202.1112186__1.1112186	1262882__R5N1L4__BN519_00757
ERR1913202.1112189__1.1112189	214856__R6Y6H8__ERS852447_01719
ERR1913202.1112330__1.1112330	1262882__R5MSP5__BN519_01637
ERR1913202.1112607__1.1112607	28117__B0MWZ9__ALIPUT_01735
ERR1913202.1112756__1.1112756	39496__A5Z5I2__EUBVEN_00963
ERR1913202.1112913__1.1112913	1501391__GCA_000786575.1_00130
ERR1913202.1112930__1.1112930	214856__I3YPN5__Alfi_2693
ERR1913202.1112987__1.1112987	33043__D5HGR0__rpfC_2
ERR1913202.1112996__1.1112996	214856__I3YPQ4__Alfi_2712
ERR1913202.1112999__1.1112999	1235835__R9LCU2__C814_02677
ERR1913202.1113105__1.1113105	1262882__R5MMZ6__BN519_00737
ERR1913202.1113114__1.1113114	214856__I3YMC8__ERS852447_02666
ERR1913202.1113165__1.1113165	214856__A0A174EQR4__rsmA
ERR1913202.1113232__1.1113232	1501391__GCA_000786575.1_00103
ERR1913202.1113246__1.1113246	39492__D4JWT3__ERS852540_00301
ERR1913202.1113323__1.1113323	214856__I3YPQ0__ERS852447_01379
ERR1913202.1113324__1.1113324	1262911__R6H0J9__BN557_01024
ERR1913202.1113373__1.1113373	47678__A5ZEA3__ERS852558_00257
ERR1913202.1113428__1.1113428	214856__R5UN64__ERS852447_02669
ERR1913202.1113433__1.1113433	301302__A0A173RZU9__M72_23561
ERR1913202.1113508__1.1113508	818__A0A139K9H8__C5Z03_23905
ERR1913202.1113590__1.1113590	214856__I3YK71__ERS852559_02472
ERR1913202.1113592__1.1113592	214856__A0A173W3Y5__ERS852559_02032
ERR1913202.1113660__1.1113660	821__A0A174V2F3__NCTC10583_01474
ERR1913202.1113756__1.1113756	214856__A0A175A6T5__ERS852447_02658
ERR1913202.1113885__1.1113885	214856__A0A173Z1B0__ERS852447_00765
ERR1913202.1114119__1.1114119	1897011__A0A1Q6RI93__BHW41_01175
ERR1913202.1114155__1.1114155	821__A0A397WGD6__M098_0084
ERR1913202.1114563__1.1114563	214856__I3YPN3__ERS852447_01395
ERR1913202.1114592__1.1114592	214856__A0A174EJT5__mnmA
ERR1913202.1114671__1.1114671	214856__I3YPP3__Alfi_2701
ERR1913202.1115029__1.1115029	214856__I3YPN0__ERS852447_01398
ERR1913202.1115175__1.1115175	1262882__R5MFK5__BN519_00378
ERR1913202.1115207__1.1115207	214856__R6XNE7__ERS852447_02267
ERR1913202.1115418__1.1115418	214856__A0A173YXX1__ERS852559_01651
ERR1913202.1115475__1.1115475	1262882__R5N1M9__BN519_00768
ERR1913202.1115493__1.1115493	214856__I3YMN6__Alfi_1938
ERR1913202.1115526__1.1115526	214856__I3YPP1__Alfi_2699
ERR1913202.1115599__1.1115599	1262882__R5N2A9__BN519_00921
ERR1913202.1115734__1.1115734	357276__B6VT86__IY41_22515
ERR1913202.1115746__1.1115746	1897011__A0A1Q6RJV1__BHW41_00035
ERR1913202.1115793__1.1115793	371601__D7J175__DXD03_05675
ERR1913202.1115838__1.1115838	214856__A0A174CRY5__ERS852559_01060
ERR1913202.1115805__1.1115805	1262882__R5N1H7__BN519_00735
ERR1913202.1115986__1.1115986	239935__A0A139TMG9__CXU07_10650
ERR1913202.1116010__1.1116010	301302__A0A0M6WMV7__M72_28281
ERR1913202.1116064__1.1116064	1262882__R5MIQ8__BN519_01036
ERR1913202.1116349__1.1116349	487174__R5FN40__HMPREF9448_01366
ERR1913202.1116544__1.1116544	214856__A0A174AYS4__ERS852447_01192
ERR1913202.1116555__1.1116555	1262882__R5MJZ4__BN519_01269
ERR1913202.1116565__1.1116565	47678__R5U325__HMPREF1061_03209
ERR1913202.1116611__1.1116611	1501391__GCA_000786575.1_00087
ERR1913202.1116699__1.1116699	1897011__A0A1Q6RIQ3__BHW41_00450
ERR1913202.1116789__1.1116789	39492__D4MIK7__EUBSIR_00676
ERR1913202.1116874__1.1116874	214856__R6Z288__ERS852447_00734
ERR1913202.1116876__1.1116876	47678__R5UAF6__ERS852494_02966
ERR1913202.1116913__1.1116913	39488__A0A174KVU1__EUBHAL_00302
ERR1913202.1116926__1.1116926	28118__R6FX99__Odosp_1660
ERR1913202.1117254__1.1117254	1160721__R6T344__RBI_I00565
ERR1913202.1117381__1.1117381	487174__K0XA11__DDY40_03585
ERR1913202.1117382__1.1117382	821__A0A0P0M5Z6__BVU_0429
ERR1913202.1117441__1.1117441	487174__K0X3A6__HMPREF9448_02725
ERR1913202.1117814__1.1117814	1262882__R5N2A9__BN519_00921
ERR1913202.1117767__1.1117767	1501391__GCA_000786575.1_00050
ERR1913202.1117837__1.1117837	214856__I3YMC8__ERS852447_02666
ERR1913202.1117868__1.1117868	1262882__R5MGK3__BN519_00655
ERR1913202.1117979__1.1117979	214856__A0A174CRY5__ERS852559_01060
ERR1913202.1118068__1.1118068	1235835__R9LCU2__C814_02677
ERR1913202.1118129__1.1118129	214856__A0A174ZLW6__ERS852559_01424
ERR1913202.1118167__1.1118167	214856__I3YPP9__Alfi_2707
ERR1913202.1118212__1.1118212	1897011__A0A1Q6RH61__BHW41_01970
ERR1913202.1118194__1.1118194	239935__A0A2N8HBM4__CXT85_06270
ERR1913202.1118306__1.1118306	214856__I3YPP9__Alfi_2707
ERR1913202.1118321__1.1118321	47678__A5ZHL2__DXB67_12495
ERR1913202.1118428__1.1118428	853__A0A174C5M1__CGS58_04460
ERR1913202.1118493__1.1118493	39492__D4JUT9__ERS852540_01449
ERR1913202.1118715__1.1118715	214856__I3YPQ6__Alfi_2714
ERR1913202.1118912__1.1118912	214856__R6Z7Q9__ERS852447_02172
ERR1913202.1118874__1.1118874	214856__R6Y2Y4__ERS852447_01086
ERR1913202.1118849__1.1118849	39492__D4JTL0__EUBSIR_01428
ERR1913202.1118918__1.1118918	487174__K0XKB7__DDY40_03475
ERR1913202.1118960__1.1118960	1501391__GCA_000786575.1_00072
ERR1913202.1118972__1.1118972	1897011__A0A1Q6RI94__BHW41_01260
ERR1913202.1119056__1.1119056	214856__I3YPR5__ERS852447_01364
ERR1913202.1119095__1.1119095	214856__R5UN64__ERS852447_02669
ERR1913202.1119105__1.1119105	28118__F9ZCN9__DHW44_07820
ERR1913202.1119119__1.1119119	239935__A0A2N8HT68__ADH72_00510
ERR1913202.1119246__1.1119246	1262882__R5MFN3__BN519_00392
ERR1913202.1119420__1.1119420	214856__R6Z320__ERS852447_02148
ERR1913202.1119531__1.1119531	1501391__GCA_000786575.1_00120
ERR1913202.1119536__1.1119536	487174__K0X1V7__DIT83_03020
ERR1913202.1119722__1.1119722	1262882__R5MGX3__BN519_00046
ERR1913202.1119792__1.1119792	853__A0A173XRA8__CGS56_09290
ERR1913202.1119775__1.1119775	1262911__R6GQM3__BN557_01245
ERR1913202.1119851__1.1119851	47678__R5UUQ0__C5Z00_15605
ERR1913202.1119981__1.1119981	214856__R6YD52__ERS852447_02171
ERR1913202.1119990__1.1119990	1501391__GCA_000786575.1_00150
ERR1913202.1120439__1.1120439	214856__R5UN64__ERS852447_02669
ERR1913202.1120476__1.1120476	487174__K0WWT0__DIT83_10190
ERR1913202.1120546__1.1120546	214856__R5UN64__ERS852447_02669
ERR1913202.1120620__1.1120620	214856__R6Z5D0__resA_4
ERR1913202.1120954__1.1120954	239935__A0A2N8I1R3__CXU05_06075
ERR1913202.1121058__1.1121058	214856__A0A173W3Y5__ERS852559_02032
ERR1913202.1121217__1.1121217	1262911__R6H2J2__BN557_01228
ERR1913202.1121173__1.1121173	214856__I3YPN3__ERS852447_01395
ERR1913202.1121460__1.1121460	214856__I3YPP9__Alfi_2707
ERR1913202.1121465__1.1121465	214856__R6Y9P5__ERS852559_01811
ERR1913202.1121540__1.1121540	1897011__A0A1Q6RG95__BHW41_02720
ERR1913202.1121577__1.1121577	1262882__R5MM96__BN519_01545
ERR1913202.1121646__1.1121646	214856__R6XP73__ERS852447_00886
ERR1913202.1121611__1.1121611	239935__A0A139TPG3__CXT86_08810
ERR1913202.1121807__1.1121807	214856__R6XQX8__ERS852559_02550
ERR1913202.1121852__1.1121852	239935__B2UPZ6__CXU03_03800
ERR1913202.1121986__1.1121986	214856__R6XUN2__rcsC_1
ERR1913202.1122076__1.1122076	853__A0A173XRA8__CGS56_09290
ERR1913202.1122085__1.1122085	239935__A0A2N8I1R3__CXU05_06075
ERR1913202.1122108__1.1122108	1262882__R5N1T9__BN519_00804
ERR1913202.1122216__1.1122216	853__A0A173YYY4__DWZ04_09420
ERR1913202.1122335__1.1122335	214856__I3YMN6__Alfi_1938
ERR1913202.1122347__1.1122347	821__A0A395UNT8__DXD64_15275
ERR1913202.1122368__1.1122368	47678__A5ZEP5__CGC64_03450
ERR1913202.1122443__1.1122443	1150298__A0A174QAL8__ERS852498_02570
ERR1913202.1122521__1.1122521	214856__I3YMN6__Alfi_1938
ERR1913202.1122604__1.1122604	357276__B6W1J2__BACDOR_03380
ERR1913202.1122633__1.1122633	214856__R6Z5D0__resA_4
ERR1913202.1122738__1.1122738	214856__A0A173W3Y5__ERS852559_02032
ERR1913202.1122722__1.1122722	214856__I3YPP9__Alfi_2707
ERR1913202.1122827__1.1122827	410072__A0A174J5N8__sbcC
ERR1913202.1122834__1.1122834	1965604__A0A1Y4EJN3__B5F54_16620
ERR1913202.1122956__1.1122956	1262882__R5N5W2__BN519_00074
ERR1913202.1123229__1.1123229	214856__A0A173ZZ16__umuC_2
ERR1913202.1123420__1.1123420	1262882__R5MFA5__BN519_00331
ERR1913202.1123718__1.1123718	1262882__R5MFY4__BN519_00529
ERR1913202.1123762__1.1123762	214856__R6Z5D0__resA_4
ERR1913202.1123769__1.1123769	818__A0A174T624__HMPREF2534_01176
ERR1913202.1123859__1.1123859	214856__I3YPN3__ERS852447_01395
ERR1913202.1123867__1.1123867	487174__K0X1V7__DIT83_03020
ERR1913202.1123936__1.1123936	1262882__R5MGX3__BN519_00046
ERR1913202.1124229__1.1124229	301302__R5UUM8__ganB_1
ERR1913202.1124338__1.1124338	1262882__R5MND9__BN519_00831
ERR1913202.1124539__1.1124539	28116__F7LBW8__C5Z02_16055
ERR1913202.1124610__1.1124610	1262882__R5N532__BN519_01420
ERR1913202.1124693__1.1124693	214856__R6XKT4__ERS852559_01719
ERR1913202.1124769__1.1124769	239935__A0A2N8I9P4__CXT85_05050
ERR1913202.1124774__1.1124774	214856__I3YMB7__Alfi_1811
ERR1913202.1124884__1.1124884	214856__I3YPQ0__ERS852447_01379
ERR1913202.1125016__1.1125016	214856__I3YPP0__ERS852447_01388
ERR1913202.1125097__1.1125097	214856__I3YPQ0__ERS852447_01379
ERR1913202.1125107__1.1125107	214856__R6XP73__ERS852447_00886
ERR1913202.1125128__1.1125128	1262882__R5MM69__BN519_00075
ERR1913202.1125134__1.1125134	1262911__R6GPA9__BN557_00286
ERR1913202.1125204__1.1125204	214856__R6Y1K2__ERS852447_02306
ERR1913202.1125400__1.1125400	239935__A0A2N8IVR0__CXT87_07115
ERR1913202.1125425__1.1125425	214856__R6XNE7__ERS852447_02267
ERR1913202.1125408__1.1125408	214856__R6Y2Y4__ERS852447_01086
ERR1913202.1125544__1.1125544	214856__A0A174AYS4__ERS852447_01192
ERR1913202.1125786__1.1125786	239935__R6J9N8__CXT96_07990
ERR1913202.1125971__1.1125971	487174__K0X347__DIT83_07775
ERR1913202.1125979__1.1125979	818__A0A174RFL1__ERS852511_03380
ERR1913202.1126023__1.1126023	487174__K0XA48__DDY40_03955
ERR1913202.1126025__1.1126025	1262882__R5MSP5__BN519_01637
ERR1913202.1126042__1.1126042	1501391__GCA_000786575.1_00060
ERR1913202.1126125__1.1126125	239935__A0A2N8HUU6__CXT90_06150
ERR1913202.1126126__1.1126126	1501391__GCA_000786575.1_00110
ERR1913202.1126449__1.1126449	214856__R6XRA1__vatD_3
ERR1913202.1126734__1.1126734	214856__A0A174EJT5__mnmA
ERR1913202.1126750__1.1126750	214856__I3YPP9__Alfi_2707
ERR1913202.1126823__1.1126823	458033__GCA_001482755.1_02203
ERR1913202.1126934__1.1126934	47678__A5ZB44__C5Z00_17730
ERR1913202.1126946__1.1126946	301302__R5UKP4__cbiT
ERR1913202.1127132__1.1127132	214856__A0A173W3Y5__ERS852559_02032
ERR1913202.1127227__1.1127227	214856__R6XUN2__rcsC_1
ERR1913202.1127275__1.1127275	301302__R5UK77__M72_08681
ERR1913202.1127350__1.1127350	214856__R6XUN2__rcsC_1
ERR1913202.1127424__1.1127424	28118__F9ZAB4__B5F93_06270
ERR1913202.1127627__1.1127627	487174__K0WZU7__HMPREF9448_01154
ERR1913202.1127823__1.1127823	214856__I3YPQ0__ERS852447_01379
ERR1913202.1128170__1.1128170	328814__GCA_004558275.1_00074
ERR1913202.1128195__1.1128195	1501391__GCA_000786575.1_00055
ERR1913202.1128222__1.1128222	214856__R5UN64__ERS852447_02669
ERR1913202.1128235__1.1128235	487174__R5F3K6__DDY40_04230
ERR1913202.1128238__1.1128238	214856__A0A174ZD89__ERS852559_00526
ERR1913202.1128331__1.1128331	214856__A0A173ZSL2__ERS852559_00010
ERR1913202.1128406__1.1128406	1501391__GCA_000786575.1_00033
ERR1913202.1128608__1.1128608	818__A0A174RFL1__ERS852511_03380
ERR1913202.1128699__1.1128699	214856__R6XQX8__ERS852559_02550
ERR1913202.1128739__1.1128739	1262882__R5MPL0__BN519_01038
ERR1913202.1128858__1.1128858	214856__R6XS02__ERS852447_01685
ERR1913202.1128973__1.1128973	47678__R5U8P0__DW706_15950
ERR1913202.1129234__1.1129234	1501391__GCA_000786575.1_00142
ERR1913202.1129311__1.1129311	1262882__R5N1L4__BN519_00757
ERR1913202.1129448__1.1129448	1262882__R5N3H1__BN519_01121
ERR1913202.1129463__1.1129463	189722__E0NQU7__HMPREF0658_0548
ERR1913202.1129881__1.1129881	1501391__GCA_000786575.1_00135
ERR1913202.1129909__1.1129909	214856__I3YPN0__ERS852447_01398
ERR1913202.1129914__1.1129914	214856__R6Y7P0__ERS852447_00307
ERR1913202.1129953__1.1129953	214856__A0A174EJT5__mnmA
ERR1913202.1129957__1.1129957	214856__I3YPP0__ERS852447_01388
ERR1913202.1130038__1.1130038	487174__K0XA68__DDY40_04135
ERR1913202.1130137__1.1130137	214856__I3YPR6__Alfi_2724
ERR1913202.1130164__1.1130164	239935__A0A2N8I3G2__CXT89_00720
ERR1913202.1130251__1.1130251	1501391__GCA_000786575.1_00072
ERR1913202.1130341__1.1130341	214856__R6Y6H8__ERS852447_01719
ERR1913202.1130349__1.1130349	214856__R5UN64__ERS852447_02669
ERR1913202.1130456__1.1130456	214856__R6Z186__ERS852447_00718
ERR1913202.1130556__1.1130556	28118__F9ZBV2__NCTC10826_00352
ERR1913202.1130726__1.1130726	47678__R5UZM4__DW706_15680
ERR1913202.1130790__1.1130790	1262882__R5MF43__BN519_00282
ERR1913202.1130831__1.1130831	214856__I3YPQ3__Alfi_2711
ERR1913202.1130864__1.1130864	1262911__R6H1A6__BN557_01286
ERR1913202.1131008__1.1131008	214856__I3YPQ9__ERS852447_01370
ERR1913202.1131042__1.1131042	487174__K0WWY0__DIT83_10195
ERR1913202.1131107__1.1131107	214856__R6Z288__ERS852447_00734
ERR1913202.1131451__1.1131451	1262882__R5MHZ2__BN519_00742
ERR1913202.1131579__1.1131579	1262882__R5MDR8__BN519_00124
ERR1913202.1131615__1.1131615	214856__R6XQX8__ERS852559_02550
ERR1913202.1131635__1.1131635	1150298__R7JTX5__ERS852535_01291
ERR1913202.1131681__1.1131681	214856__I3YPN0__ERS852447_01398
ERR1913202.1131755__1.1131755	47678__R5UZM4__DW706_15680
ERR1913202.1131758__1.1131758	214856__R6Y8K1__ERS852447_02509
ERR1913202.1131771__1.1131771	1262882__R5MYI1__BN519_00416
ERR1913202.1131953__1.1131953	214856__I3YMC8__ERS852447_02666
ERR1913202.1131959__1.1131959	818__Q8A3A6__Btheta7330_00071
ERR1913202.1132127__1.1132127	214856__R6Y7P0__ERS852447_00307
ERR1913202.1132207__1.1132207	239935__A0A2N8IVT6__CXU13_08520
ERR1913202.1132371__1.1132371	301302__A0A173SCU7__M72_12871
ERR1913202.1132403__1.1132403	1628085__A0A374VUI1__C7386_11920
ERR1913202.1132476__1.1132476	301302__R5UUM8__ganB_1
ERR1913202.1132530__1.1132530	214856__D4IMT6__Alfi_1830
ERR1913202.1132479__1.1132479	214856__I3YPI7__pepD_1
ERR1913202.1132516__1.1132516	39492__D4JQS6__ykoD
ERR1913202.1132780__1.1132780	1501391__GCA_000786575.1_00003
ERR1913202.1132959__1.1132959	214856__A0A174C683__ERS852559_00523
ERR1913202.1132965__1.1132965	214856__R6Z3P8__ERS852559_01737
ERR1913202.1132998__1.1132998	821__A0A396F9T7__M097_3427
ERR1913202.1133037__1.1133037	1262882__R5MIQ8__BN519_01036
ERR1913202.1133042__1.1133042	1262882__R5MIP9__BN519_01028
ERR1913202.1133103__1.1133103	410072__C0BAJ3__ERS852574_01527
ERR1913202.1133190__1.1133190	239935__R6JCH3__CXT95_08205
ERR1913202.1133208__1.1133208	214856__R6Z4Q8__ERS852447_00885
ERR1913202.1133243__1.1133243	214856__A0A174EQR4__rsmA
ERR1913202.1133721__1.1133721	214856__I3YPQ8__ERS852447_01371
ERR1913202.1133761__1.1133761	214856__R6XP73__ERS852447_00886
ERR1913202.1133913__1.1133913	214856__R6Z7Q9__ERS852447_02172
ERR1913202.1133923__1.1133923	214856__R6Z186__ERS852447_00718
ERR1913202.1133973__1.1133973	1262882__R5N5D7__BN519_01676
ERR1913202.1133984__1.1133984	214856__I3YMN6__Alfi_1938
ERR1913202.1134108__1.1134108	214856__I3YPQ4__Alfi_2712
ERR1913202.1134267__1.1134267	214856__R6Y2Y4__ERS852447_01086
ERR1913202.1134269__1.1134269	214856__I3YPI7__pepD_1
ERR1913202.1134390__1.1134390	214856__I3YPN3__ERS852447_01395
ERR1913202.1134401__1.1134401	1262882__R5N0H9__BN519_00764
ERR1913202.1134402__1.1134402	1262882__R5N4F5__BN519_01266
ERR1913202.1134773__1.1134773	214856__I3YPP3__Alfi_2701
ERR1913202.1134847__1.1134847	552398__T5RX10__HMPREF0866_04541
ERR1913202.1134924__1.1134924	214856__I3YPI7__pepD_1
ERR1913202.1135022__1.1135022	214856__I3YMC8__ERS852447_02666
ERR1913202.1135133__1.1135133	301302__R5VGE0__ERS852420_00121
ERR1913202.1135140__1.1135140	1262911__R6GLA5__BN557_01456
ERR1913202.1135498__1.1135498	871327__A0A1H5WNU7__SAMN05444001_11221
ERR1913202.1135734__1.1135734	1263005__R6F0R0__BN497_00282
ERR1913202.1135801__1.1135801	214856__I3YPP9__Alfi_2707
ERR1913202.1136038__1.1136038	1501391__GCA_000786575.1_00003
ERR1913202.1136299__1.1136299	239935__A0A2N8J1K0__CXT97_05765
ERR1913202.1136434__1.1136434	214856__I3YPQ4__Alfi_2712
ERR1913202.1136450__1.1136450	47678__R5U9Z0__HMPREF1061_03210
ERR1913202.1136707__1.1136707	301302__R5VFV9__ERS852420_01969
ERR1913202.1136695__1.1136695	40518__A0A1Q6S5M1__DXD83_09325
ERR1913202.1136896__1.1136896	301302__R5UVE7__ERS852420_01292
ERR1913202.1136977__1.1136977	853__A0A174BA00__DW905_01145
ERR1913202.1136899__1.1136899	28116__C3QVY2__SAMN05444282_12234
ERR1913202.1137050__1.1137050	39492__D4JV86__spoIIE
ERR1913202.1137099__1.1137099	410072__A0A174E1G6__phoR_6
ERR1913202.1137152__1.1137152	214856__R6XNE7__ERS852447_02267
ERR1913202.1137299__1.1137299	1262882__R5MLA4__BN519_01536
ERR1913202.1137369__1.1137369	818__C6IJ08__BJP75_000645
ERR1913202.1137496__1.1137496	853__A0A174UDE9__C4N25_12775
ERR1913202.1137749__1.1137749	214856__R6Y2Y4__ERS852447_01086
ERR1913202.1137832__1.1137832	1262744__R6FST0__BN744_00381
ERR1913202.1137879__1.1137879	410072__C0B733__ERS852525_00482
ERR1913202.1137964__1.1137964	214856__I3YMB7__Alfi_1811
ERR1913202.1137989__1.1137989	1628085__A0A1C5ZVV6__C7386_11323
ERR1913202.1138059__1.1138059	1262882__R5MK03__BN519_01277
ERR1913202.1138154__1.1138154	1262911__R6H0U7__BN557_01104
ERR1913202.1138208__1.1138208	214856__R6Z288__ERS852447_00734
ERR1913202.1138225__1.1138225	1501391__GCA_000786575.1_00035
ERR1913202.1138452__1.1138452	214856__R6Y6H8__ERS852447_01719
ERR1913202.1138556__1.1138556	1501391__GCA_000786575.1_00064
ERR1913202.1138518__1.1138518	28118__R6FAT1__DHW44_00720
ERR1913202.1138527__1.1138527	818__R7KZU1__ERS852430_01306
ERR1913202.1138618__1.1138618	214856__R5UN64__ERS852447_02669
ERR1913202.1139148__1.1139148	487174__K0X524__DDY40_09270
ERR1913202.1139174__1.1139174	328813__A0A1Y3QZ64__B5G41_14235
ERR1913202.1139186__1.1139186	214856__R6Z320__ERS852447_02148
ERR1913202.1139318__1.1139318	47678__A0A174H7W9__ERS852494_00524
ERR1913202.1139319__1.1139319	301302__R5UU15__ERS852420_02998
ERR1913202.1139340__1.1139340	1897011__A0A1Q6RDJ0__BHW41_05420
ERR1913202.1139351__1.1139351	214856__R6XUN2__rcsC_1
ERR1913202.1139473__1.1139473	214856__R6XP73__ERS852447_00886
ERR1913202.1139478__1.1139478	214856__I3YPQ4__Alfi_2712
ERR1913202.1139546__1.1139546	214856__A0A174CRY5__ERS852559_01060
ERR1913202.1139642__1.1139642	745368__A0A1T4XY03__SAMN02745178_02465
ERR1913202.1139708__1.1139708	2108523__A0A2P2F3W3__LAWASA_692
ERR1913202.1139727__1.1139727	214856__R6XYY8__ERS852447_01722
ERR1913202.1139740__1.1139740	1262882__R5MRS7__BN519_01490
ERR1913202.1139844__1.1139844	214856__R5UN64__ERS852447_02669
ERR1913202.1139909__1.1139909	214856__R6Y1K2__ERS852447_02306
ERR1913202.1139859__1.1139859	1501391__GCA_000786575.1_00143
ERR1913202.1139866__1.1139866	410072__A0A173SL16__COPCOM_02085
ERR1913202.1140187__1.1140187	1150298__A0A174R918__ERS852535_01749
ERR1913202.1140345__1.1140345	1262882__R5MIC9__BN519_00834
ERR1913202.1140273__1.1140273	1501391__GCA_000786575.1_00065
ERR1913202.1140285__1.1140285	214856__I3YPP9__Alfi_2707
ERR1913202.1140455__1.1140455	39492__D4JWX2__accB
ERR1913202.1140520__1.1140520	214856__R6XNE7__ERS852447_02267
ERR1913202.1140888__1.1140888	1262882__R5N1T9__BN519_00804
ERR1913202.1140920__1.1140920	214856__R6YD52__ERS852447_02171
ERR1913202.1140934__1.1140934	301302__A0A0M6WSS7__ERS852420_02367
ERR1913202.1140935__1.1140935	1262882__R5MJM8__BN519_01064
ERR1913202.1141135__1.1141135	214856__R6YBX3__msbA_2
ERR1913202.1141149__1.1141149	853__A0A1Q6QQK2__FAEPRAA2165_01190
ERR1913202.1141316__1.1141316	214856__I3YPI7__pepD_1
ERR1913202.1141344__1.1141344	301302__A0A173R048__M72_22311
ERR1913202.1141589__1.1141589	214856__A0A174ZLW6__ERS852559_01424
ERR1913202.1141896__1.1141896	853__A0A2A7B9I6__DW855_13690
ERR1913202.1141902__1.1141902	214856__A0A175A1F5__ERS852559_01764
ERR1913202.1141978__1.1141978	1262882__R5MKU7__BN519_01276
ERR1913202.1142184__1.1142184	39488__A0A174HDU7__EUBHAL_01339
ERR1913202.1142198__1.1142198	458033__GCA_001482755.1_02203
ERR1913202.1142481__1.1142481	410072__A0A174J5N8__sbcC
ERR1913202.1142657__1.1142657	487174__K0XA48__DDY40_03955
ERR1913202.1142970__1.1142970	649756__L1Q9A7__DCR88_02520
ERR1913202.1142999__1.1142999	1262882__R5N4I5__BN519_01288
ERR1913202.1143124__1.1143124	301302__R5ULQ3__ERS852420_02626
