ERR1913073.257__1.257	1463165__A0A1D3KJ47__BME69_05190
ERR1913073.3869000__1.3869000	1304__A0A1V0GL68__CGZ74_06870
ERR1913073.3869041__1.3869041	33043__A0A174BBC4__ERS852575_02261
ERR1913073.3869054__1.3869054	39491__A0A395UZZ5__htpG_1
ERR1913073.3869081__1.3869081	905__D2RJX5__Acfer_1006
ERR1913073.3869100__1.3869100	1262992__R5CWT5__BN795_00747
ERR1913073.3869106__1.3869106	39491__A0A396FF66__DXD95_01810
ERR1913073.3869257__1.3869257	40518__R5E4E8__phoR_4
ERR1913073.3869308__1.3869308	40518__R5DR96__RBATCC27255_01185
ERR1913073.3869324__1.3869324	1680__A0A2R4G1K8__BBMN23_0315
ERR1913073.3869332__1.3869332	544644__GCA_001915615.1_02004
ERR1913073.3869346__1.3869346	100886__A0A174K8B7__lolD_6
ERR1913073.3869398__1.3869398	821__R6F3Y1__SAMN04487923_104318
ERR1913073.3869533__1.3869533	1304__A0A0Y1W7Q9__NX99_02675
ERR1913073.3869707__1.3869707	1262743__R5C054__BN727_01980
ERR1913073.3869812__1.3869812	853__A0A174C5M1__CGS58_04460
ERR1913073.3869822__1.3869822	1304__J7TU64__CYK22_02490
ERR1913073.3869862__1.3869862	216816__C2GV16__APC1504_1666
ERR1913073.3869946__1.3869946	246787__R6KCH8__csbC
ERR1913073.3870017__1.3870017	1262992__R5D8P4__BN795_00650
ERR1913073.3870063__1.3870063	1304__F8HC20__CGZ74_07260
ERR1913073.3870084__1.3870084	40518__R5DYP7__envC
ERR1913073.3870131__1.3870131	1304__T0T9N5__CQA85_09935
ERR1913073.3870197__1.3870197	1628085__A0A1C6CGB4__C7386_11411
ERR1913073.3870226__1.3870226	821__A0A0P0LJ37__DXB82_14270
ERR1913073.3870275__1.3870275	310298__B3JGK4__BACCOP_01006
ERR1913073.3870283__1.3870283	1680__A0A2R4G1K8__BBMN23_0315
ERR1913073.3870353__1.3870353	671232__A0A0E9F7P3__HMPREF1043_1317
ERR1913073.3870489__1.3870489	853__A0A174BZY1__xerD_1
ERR1913073.3870558__1.3870558	33043__A0A173WPI1__ERS852400_02100
ERR1913073.3870672__1.3870672	216816__Q8G585__APC1473_0508
ERR1913073.3870701__1.3870701	820__A0A3E4WA06__ERS852554_03404
ERR1913073.3870904__1.3870904	40518__R5DS38__RBL236_00785
ERR1913073.3870905__1.3870905	218538__C9LQR2__GCWU000321_01894
ERR1913073.3871001__1.3871001	823__A0A078SYK6__DXB14_02485
ERR1913073.3871041__1.3871041	853__A0A174CVG7__CGS58_09335
ERR1913073.3871060__1.3871060	216816__B7GQF0__CE170_00160
ERR1913073.3871258__1.3871258	39491__A0A395ZG74__licR
ERR1913073.3871288__1.3871288	39485__A0A174YYW2__benM
ERR1913073.3871353__1.3871353	1150298__A0A174MSM0__toxA_2
ERR1913073.3871590__1.3871590	246787__A0A0P0GJP1__BcellWH2_03982
ERR1913073.3871802__1.3871802	1304__A0A1V0GHL6__AWB63_08335
ERR1913073.3871855__1.3871855	39488__A0A173SKK4__ERS852578_01024
ERR1913073.3871880__1.3871880	74426__nifJ
ERR1913073.3871953__1.3871953	820__A0A139JY23__B5G17_06330
ERR1913073.3871986__1.3871986	1304__A0A1W5ZCY0__CKU37_03270
ERR1913073.3871992__1.3871992	216816__A0A0M4NCP0__HMPREF1313_0712
ERR1913073.3871995__1.3871995	39492__D4JRZ7__smc
ERR1913073.3872027__1.3872027	216816__Q8G5T7__HMPREF0175_0394
ERR1913073.3872224__1.3872224	818__A0A3E5HDU6__C799_04515
ERR1913073.3872252__1.3872252	1304__A0A1W5ZD60__TZ99_01678
ERR1913073.3872297__1.3872297	328813__A0A1Y3QVP6__B5G41_04655
ERR1913073.3872292__1.3872292	74426__nrdD
ERR1913073.3872312__1.3872312	33043__D5HIV9__pstS_2
ERR1913073.3872337__1.3872337	371601__A0A395W6D8__BXY_21530
ERR1913073.3872436__1.3872436	218538__C9LQ77__GCWU000321_01709
ERR1913073.3872547__1.3872547	1150298__A0A174MSM0__toxA_2
ERR1913073.3872573__1.3872573	40518__A0A1C6H8N9__RBATCC27255_01374
ERR1913073.3872660__1.3872660	853__A0A173RZ39__C4N22_01650
ERR1913073.3872828__1.3872828	39491__A0A3E4E7C5__DXB69_03255
ERR1913073.3872882__1.3872882	1304__J7SI29__DL08_08910
ERR1913073.3872993__1.3872993	100886__A0A174IRJ7__argD
ERR1913073.3873028__1.3873028	28117__R7JPX7__BHV66_00900
ERR1913073.3873154__1.3873154	47678__R5U206__C5Z00_07065
ERR1913073.3873302__1.3873302	310298__B3JFK5__BACCOP_00655
ERR1913073.3873306__1.3873306	214856__A0A174A0P3__ERS852447_00994
ERR1913073.3873334__1.3873334	1262948__R7EDA7__BN671_00036
ERR1913073.3873363__1.3873363	39491__A0A395ZHV7__ykvU
ERR1913073.3873430__1.3873430	246618__M4RG38__BPORC_0326
ERR1913073.3873404__1.3873404	40518__R5DTP7__DXD83_02415
ERR1913073.3873476__1.3873476	1232426__nifJ
ERR1913073.3873504__1.3873504	820__A0A174GK47__ERS852421_00200
ERR1913073.3873540__1.3873540	853__A0A173T8T3__DW882_06555
ERR1913073.3873583__1.3873583	394340__hgdC
ERR1913073.3873589__1.3873589	1628085__A0A374VPL1__C7386_10315
ERR1913073.3873670__1.3873670	853__A0A173T8T3__DW882_06555
ERR1913073.3873774__1.3873774	1150298__R7JTX5__ERS852535_01291
ERR1913073.3873841__1.3873841	39491__A0A395UUN5__EUBREC_0291
ERR1913073.3873952__1.3873952	40518__R5DSI5__fieF
ERR1913073.3873994__1.3873994	39491__A0A395V1R3__T1815_08181
ERR1913073.3874103__1.3874103	1263109__GCA_000438135.1_01423
ERR1913073.3874076__1.3874076	328813__A0A1Y3QZD2__B5G41_09470
ERR1913073.3874089__1.3874089	1263109__GCA_000438135.1_01423
ERR1913073.3874196__1.3874196	1262992__R5D6G0__BN795_00277
ERR1913073.3874208__1.3874208	39491__C4Z9E9__T1815_12341
ERR1913073.3874244__1.3874244	39491__A0A395V5R3__EUBREC_1883
ERR1913073.3874245__1.3874245	1150298__R7JTY5__ERS852406_02079
ERR1913073.3874308__1.3874308	884684__GCA_002892425.1_01408
ERR1913073.3874448__1.3874448	310298__B3JK49__BACCOP_02273
ERR1913073.3874460__1.3874460	1150298__A0A174U8I6__ERS852535_02809
ERR1913073.3874582__1.3874582	1628085__A0A3E2XRQ2__C7386_10552
ERR1913073.3874667__1.3874667	1965604__A0A1Y4EP83__B5F54_11720
ERR1913073.3874783__1.3874783	39491__A0A395ZEN3__DXD95_12655
ERR1913073.3874748__1.3874748	28116__A7M018__M089_5540
ERR1913073.3874858__1.3874858	487174__K0XDI7__DIT83_12065
ERR1913073.3874956__1.3874956	216816__U2TWA1__DD678_00805
ERR1913073.3874961__1.3874961	1304__A0A1V0H6X5__CQA85_03155
ERR1913073.3874986__1.3874986	1680__A7A7Z9__AAX71_05385
ERR1913073.3875049__1.3875049	1150298__A0A174LLX0__dhaD
ERR1913073.3875116__1.3875116	216816__A0A2N0SME6__BLIF_1881
ERR1913073.3875229__1.3875229	246787__A0A3D6AWJ7__AA416_00506
ERR1913073.3875253__1.3875253	47678__R5U7X5__ERS852558_01354
ERR1913073.3875278__1.3875278	33043__A8SQU6__ERS852386_01237
ERR1913073.3875265__1.3875265	246787__A0A0P0GCR8__xynD_3
ERR1913073.3875333__1.3875333	291644__I9HGA0__wzc
ERR1913073.3875371__1.3875371	40518__R5E2Z2__DXD93_09295
ERR1913073.3875454__1.3875454	33039__A0A174ZHW3__ERS852424_00452
ERR1913073.3875573__1.3875573	821__A0A174WBC9__ERS852556_03145
ERR1913073.3875575__1.3875575	310298__B3JNF3__BACCOP_03465
ERR1913073.3875652__1.3875652	28118__F9ZBG8__DHW44_04410
ERR1913073.3875656__1.3875656	1680__A0A0C2VBJ4__birA
ERR1913073.3875680__1.3875680	1150298__A0A174EBT8__ERS852406_01739
ERR1913073.3875769__1.3875769	28118__F9Z408__NCTC10826_01194
ERR1913073.3876022__1.3876022	1262911__R6GSH8__BN557_00939
ERR1913073.3876091__1.3876091	818__R7KV41__Btheta7330_04616
ERR1913073.3876098__1.3876098	33043__A0A174H5E3__ERS852400_02880
ERR1913073.3876138__1.3876138	1263109__GCA_000438135.1_00605
ERR1913073.3876191__1.3876191	1628085__A0A3E2XVL0__C7386_10291
ERR1913073.3876321__1.3876321	1262911__R6GSH0__BN557_00934
ERR1913073.3876297__1.3876297	39491__A0A174K9A3__DXB69_07785
ERR1913073.3876303__1.3876303	853__A0A3E2V168__FAEPRAM212_00929
ERR1913073.3876398__1.3876398	1263109__GCA_000438135.1_00605
ERR1913073.3876422__1.3876422	246787__R6K7I2__BcellWH2_03256
ERR1913073.3876459__1.3876459	1150298__A0A174DU21__toxA_3
ERR1913073.3876525__1.3876525	40518__R5DRG6__ylbJ
ERR1913073.3876546__1.3876546	1150298__A0A174PHI0__ERS852498_00826
ERR1913073.3876659__1.3876659	1681__A0A292G7V3__BBIF_1776
ERR1913073.3876708__1.3876708	39491__A0A395V5R3__EUBREC_1883
ERR1913073.3876722__1.3876722	853__A0A173XRA8__CGS56_09290
ERR1913073.3876757__1.3876757	33043__A0A173X520__ERS852575_01617
ERR1913073.3876858__1.3876858	1263107__GCA_000436995.1_00059
ERR1913073.3876922__1.3876922	39491__A0A396FMF1__EUR_28700
ERR1913073.3877137__1.3877137	1304__F8LI90__SSAL8618_06610
ERR1913073.3877236__1.3877236	214856__I3YPI7__pepD_1
ERR1913073.3877286__1.3877286	1304__A0A2A5QH81__SALIVA_1643
ERR1913073.3877293__1.3877293	39491__A0A395ZBW8__DXC13_08840
ERR1913073.3877245__1.3877245	1150298__A0A174Q6Q0__ERS852406_00063
ERR1913073.3877337__1.3877337	28116__F7L4X5__M089_2857
ERR1913073.3877385__1.3877385	28117__B0MUL5__ALIPUT_00722
ERR1913073.3877368__1.3877368	39491__D6E4H2__DXB99_00485
ERR1913073.3877416__1.3877416	39491__C4Z8B6__ERE_17960
ERR1913073.3877487__1.3877487	216816__U2TWA1__DD678_00805
ERR1913073.3877575__1.3877575	1550024__G9RPG8__TQ39_05515
ERR1913073.3877577__1.3877577	1304__J7SIV6__pspA_3
ERR1913073.3877769__1.3877769	649756__R7C2R1__marR
ERR1913073.3877728__1.3877728	853__A0A2A7B1Y7__C7K05_11930
ERR1913073.3877889__1.3877889	821__A0A174V2F3__NCTC10583_01474
ERR1913073.3878146__1.3878146	1262942__R7QX23__BN520_01368
ERR1913073.3878152__1.3878152	28117__B0MT86__BHV66_02450
ERR1913073.3878123__1.3878123	1304__J7TGU8__Ssal_02017
ERR1913073.3878170__1.3878170	40518__R5DZ16__DXD86_01455
ERR1913073.3878234__1.3878234	821__A6L0C7__ERS852556_03520
ERR1913073.3878228__1.3878228	853__A0A173XRA8__CGS56_09290
ERR1913073.3878344__1.3878344	1304__J7TYF2__hk13_3
ERR1913073.3878385__1.3878385	33043__A0A173ZDC4__malL_1
ERR1913073.3878490__1.3878490	39491__A0A396FRK0__ERS852417_00541
ERR1913073.3878492__1.3878492	818__A0A0N7IAV7__ERS852557_04536
ERR1913073.3878686__1.3878686	216816__A0A1S2VTC3__BLIC_e00847
ERR1913073.3878814__1.3878814	310298__B3JGJ2__BACCOP_00994
ERR1913073.3878875__1.3878875	40518__R5E282__DXD86_08940
ERR1913073.3878900__1.3878900	39491__A0A395V5R3__EUBREC_1883
ERR1913073.3878941__1.3878941	47678__R5U978__ERS852558_01076
ERR1913073.3879007__1.3879007	1304__C2LQE5__V471_05915
ERR1913073.3879061__1.3879061	820__A0A174CG08__DXB62_13215
ERR1913073.3879118__1.3879118	1150298__A0A174QAL8__ERS852498_02570
ERR1913073.3879206__1.3879206	40518__R5DTJ1__DXD86_03635
ERR1913073.3879209__1.3879209	39491__A0A396FVC0__ERE_15900
ERR1913073.3879326__1.3879326	487175__R5EH98__HMPREF9439_01623
ERR1913073.3879394__1.3879394	39488__A0A173T8Z7__hemZ_2
ERR1913073.3879568__1.3879568	40518__R5DM08__DXD83_06415
ERR1913073.3879569__1.3879569	905__D2RM13__SAMN02910455_00296
ERR1913073.3879619__1.3879619	310298__B3JK49__BACCOP_02273
ERR1913073.3879749__1.3879749	39488__C0EY05__EUBHAL_02306
ERR1913073.3879816__1.3879816	1680__A1A0V3__C8077_03025
ERR1913073.3879929__1.3879929	487174__K0WTW4__DDY40_12630
ERR1913073.3879943__1.3879943	28117__B0MST6__BHV66_06090
ERR1913073.3880059__1.3880059	1628085__A0A2U1BC68__C7386_10857
ERR1913073.3880036__1.3880036	216816__A0A2N0SME6__BLIF_1881
ERR1913073.3880228__1.3880228	40518__R5DQD6__DXD83_09060
ERR1913073.3880216__1.3880216	487175__R6A8J0__HMPREF9439_01209
ERR1913073.3880366__1.3880366	360807__A0A0M6WKR9__ROSEINA2194_01912
ERR1913073.3880413__1.3880413	853__A0A2A7B1Y7__C7K05_11930
ERR1913073.3880451__1.3880451	33043__D5HIC8__vspIM
ERR1913073.3880523__1.3880523	40518__R5E426__DXD93_04485
ERR1913073.3880553__1.3880553	1150298__A0A174R4D7__tmpC_2
ERR1913073.3880557__1.3880557	214856__A0A174CRY5__ERS852559_01060
ERR1913073.3880682__1.3880682	39491__A0A395V5L2__ERE_28270
ERR1913073.3880856__1.3880856	853__A0A2A7B1Y7__C7K05_11930
ERR1913073.3880946__1.3880946	40518__R5E6K4__RB5AMG_02070
ERR1913073.3880988__1.3880988	1262746__R5S265__BN750_01952
ERR1913073.3881191__1.3881191	39491__A0A395UWZ1__DXC13_02175
ERR1913073.3881211__1.3881211	246787__A0A0P0GNB7__xyl4
ERR1913073.3881218__1.3881218	1304__A0A2I1TLS3__DL07_03485
ERR1913073.3881374__1.3881374	216816__A0A395XZB7__DXD37_04075
ERR1913073.3881445__1.3881445	39491__R6UMS6__DXD13_07035
ERR1913073.3881406__1.3881406	1550024__G9RY06__TQ39_00225
ERR1913073.3881623__1.3881623	1150298__A0A174IJY8__ERS852498_03324
ERR1913073.3881609__1.3881609	33043__D5HDB6__sipT_2
ERR1913073.3881729__1.3881729	40518__R5DT16__ysdC_2
ERR1913073.3881706__1.3881706	39491__C4Z9K7__EUBREC_0050
ERR1913073.3881750__1.3881750	410072__A0A174IE93__DXD67_12120
ERR1913073.3881890__1.3881890	33043__A0A173YLD4__ERS852575_00535
ERR1913073.3881895__1.3881895	88431__A0A3D0EZN6__DORLON_02944
ERR1913073.3882007__1.3882007	573__A0A1D3KHJ2__phnE
ERR1913073.3882035__1.3882035	820__A0A3E4GA19__SAMN05444418_10562
ERR1913073.3882206__1.3882206	39491__A0A173QT73__alaS_2
ERR1913073.3882366__1.3882366	246787__A0A0P0G254__axeA1_2
ERR1913073.3882472__1.3882472	40518__R5E304__thiT
ERR1913073.3882494__1.3882494	39491__A0A396FS17__envC
ERR1913073.3882571__1.3882571	216816__E8MVM4__APC1480_1562
ERR1913073.3882593__1.3882593	310298__B3JH67__BACCOP_01223
ERR1913073.3882618__1.3882618	40518__R5DXI4__DXD86_07420
ERR1913073.3882772__1.3882772	33043__D5HDF1__ERS852386_02231
ERR1913073.3882776__1.3882776	1318__W1VC28__HMPREF9962_1236
ERR1913073.3882799__1.3882799	1681__A0A0H2P2G3__B0085_1927
ERR1913073.3882882__1.3882882	100886__E2NPA5__CATMIT_00396
ERR1913073.3882907__1.3882907	1150298__A0A174EBT8__ERS852406_01739
ERR1913073.3882967__1.3882967	1262911__R6HLZ3__BN557_00667
ERR1913073.3883001__1.3883001	39486__G1WUI9__yqeC
ERR1913073.3883137__1.3883137	1262911__R6HN81__BN557_00921
ERR1913073.3883199__1.3883199	328813__A0A1Y3QRL5__B5G41_11625
ERR1913073.3883267__1.3883267	216816__C5E9N8__DD678_02795
ERR1913073.3883304__1.3883304	1263109__GCA_000438135.1_00668
ERR1913073.3883424__1.3883424	1680__A0A0C2YPV2__AL0462_1474
ERR1913073.3883458__1.3883458	39491__A0A395ZG96__DXB69_15120
ERR1913073.3883517__1.3883517	853__A0A1Q6QQK2__FAEPRAA2165_01190
ERR1913073.3883569__1.3883569	39491__C4ZAT2__ERE_28440
ERR1913073.3883651__1.3883651	40518__R5DXH2__DXD83_10135
ERR1913073.3883702__1.3883702	1680__A1A2N8__LMG10734_1314
ERR1913073.3883731__1.3883731	544644__GCA_001915615.1_01402
ERR1913073.3883754__1.3883754	823__A0A395Z066__M091_0663
ERR1913073.3883919__1.3883919	328813__A0A1Y3QRL5__B5G41_11625
ERR1913073.3883937__1.3883937	853__A0A173SUU8__CGS54_06840
ERR1913073.3884012__1.3884012	1262911__R6GSH8__BN557_00939
ERR1913073.3883977__1.3883977	39491__C4Z8S1__DXB76_06750
ERR1913073.3884202__1.3884202	33043__A0A173WTV6__ERS852400_02153
ERR1913073.3884275__1.3884275	310298__B3JF96__BACCOP_00544
ERR1913073.3884332__1.3884332	1262992__R5DG08__BN795_00475
ERR1913073.3884376__1.3884376	1304__A0A1V0GJ48__SALIVB_1571
ERR1913073.3884560__1.3884560	39491__A0A396FPV7__ERS852580_01177
ERR1913073.3884564__1.3884564	40518__R5DW64__RBL236_01394
ERR1913073.3884746__1.3884746	100886__A0A174KEC0__CATMIT_00757
ERR1913073.3884816__1.3884816	39491__A0A174LTW7__DXD13_08720
ERR1913073.3884801__1.3884801	39491__A0A396FJJ9__DXB76_11995
ERR1913073.3884854__1.3884854	1304__A0A1V0H636__RSSL_01707
ERR1913073.3884912__1.3884912	39491__A0A396FBR6__DXC13_08575
ERR1913073.3884999__1.3884999	33043__A0A173XM20__ERS852445_01573
ERR1913073.3885069__1.3885069	1660__A7BE09__HMPREF0970_00624
ERR1913073.3885215__1.3885215	1263109__GCA_000438135.1_00076
ERR1913073.3885187__1.3885187	1150298__A0A174BC67__ERS852498_00837
ERR1913073.3885274__1.3885274	39491__A0A396FNY7__LD38_16155
ERR1913073.3885364__1.3885364	853__A0A1Q6QQK2__FAEPRAA2165_01190
ERR1913073.3885436__1.3885436	821__A0A0P0M2J4__DXD46_10295
ERR1913073.3885475__1.3885475	216816__B7GQM4__BLIC_f01073
ERR1913073.3885465__1.3885465	1304__A0A1V0GIJ4__SALIVB_0248
ERR1913073.3885471__1.3885471	1304__A0A2I1TK21__TZ99_00611
ERR1913073.3885512__1.3885512	1304__A0A1V0GHA0__SSALIVM18_08666
ERR1913073.3885555__1.3885555	218538__C9LQQ8__GCWU000321_01890
ERR1913073.3885517__1.3885517	216816__A0A061M1M5__HMPREF0177_01046
ERR1913073.3885589__1.3885589	820__A0A174Q0F0__DXB48_08080
ERR1913073.3885739__1.3885739	1263083__GCA_000433655.1_03088
ERR1913073.3885994__1.3885994	1150298__R7JUX4__ERS852535_02669
ERR1913073.3886006__1.3886006	74426__nifJ
ERR1913073.3886141__1.3886141	1160721__W0U5X6__RBI_I01796
ERR1913073.3886204__1.3886204	1304__W3Y6R6__RSSL_01366
ERR1913073.3886205__1.3886205	1304__T0UNZ5__SSALIVM18_09507
ERR1913073.3886385__1.3886385	1304__F8LL84__TZ98_00083
ERR1913073.3886405__1.3886405	1304__A0A1V0GJ48__SALIVB_1571
ERR1913073.3886470__1.3886470	1304__A0A0A1DX26__SSAL8618_09600
ERR1913073.3886546__1.3886546	39491__A0A395ZF49__DXB69_05290
ERR1913073.3886583__1.3886583	371601__A0A1H4AKU1__BXY_45200
ERR1913073.3886786__1.3886786	1304__C2LTN8__DL07_04840
ERR1913073.3886833__1.3886833	487174__K0X694__DIT83_09060
ERR1913073.3887099__1.3887099	40518__R5DMZ0__DXD83_05610
ERR1913073.3887120__1.3887120	1150298__A0A174PHI0__ERS852498_00826
ERR1913073.3887247__1.3887247	39491__C4Z9K7__EUBREC_0050
ERR1913073.3887504__1.3887504	871324__A0A1M6HHB2__SAMN05444350_11868
ERR1913073.3887583__1.3887583	821__A0A0P0LH09__ERS852457_03390
ERR1913073.3887530__1.3887530	1550024__G9RPG8__TQ39_05515
ERR1913073.3887598__1.3887598	1304__A0A1V0GGK6__SSALIVM18_02250
ERR1913073.3887667__1.3887667	418240__C6J8B6__ERS852523_03677
ERR1913073.3887730__1.3887730	40518__R5E7S2__RBL263_00671
ERR1913073.3887737__1.3887737	1680__A1A0V3__C8077_03025
ERR1913073.3887922__1.3887922	40518__R5E6K4__RB5AMG_02070
ERR1913073.3887996__1.3887996	246787__A0A3D6B0I1__BcellWH2_03253
ERR1913073.3888221__1.3888221	1304__A0A2I1TK21__TZ99_00611
ERR1913073.3888199__1.3888199	1262992__R5DBG3__BN795_01416
ERR1913073.3888302__1.3888302	246787__A0A3D6B182__HMPREF1062_00600
ERR1913073.3888405__1.3888405	853__A0A2A7ATM9__DWZ89_13645
ERR1913073.3888432__1.3888432	68891__A0A0F2DY13__dnaK
ERR1913073.3888485__1.3888485	1262992__R5D4D9__BN795_00562
ERR1913073.3888497__1.3888497	820__A0A3E4XM43__DXC91_13960
ERR1913073.3888652__1.3888652	1744__A0A2C8A7U3__PFCIRM129_03490
ERR1913073.3888669__1.3888669	310298__B3JQL6__BACCOP_04252
ERR1913073.3888754__1.3888754	487174__K0XBH1__DIT83_01445
ERR1913073.3888903__1.3888903	39491__A0A395ZIT8__EUR_13460
ERR1913073.3888955__1.3888955	39491__A0A395UWA3__DXB69_11805
ERR1913073.3889179__1.3889179	1263109__GCA_000438135.1_00330
ERR1913073.3889185__1.3889185	40518__A0A373KL92__RBATCC27255_01378
ERR1913073.3889302__1.3889302	1304__A0A1W5ZCY0__CKU37_03270
ERR1913073.3889325__1.3889325	1150298__R7JXH6__mecR1
ERR1913073.3889351__1.3889351	821__A0A395UNT8__DXD64_15275
ERR1913073.3889463__1.3889463	39491__A0A395ZHH5__ERS852497_02076
ERR1913073.3889512__1.3889512	100886__E2NRI8__ERS852383_05979
ERR1913073.3889477__1.3889477	28117__R7JPX7__BHV66_00900
ERR1913073.3889523__1.3889523	33043__D5HEY0__ERS852386_01426
ERR1913073.3889585__1.3889585	487175__D9Y3S6__HMPREF9439_00920
ERR1913073.3889764__1.3889764	246787__R6KBH9__HMPREF1062_04676
ERR1913073.3889819__1.3889819	33043__A0A173X520__ERS852575_01617
ERR1913073.3889891__1.3889891	487175__A0A3D3SJG1__HMPREF9439_01263
ERR1913073.3889932__1.3889932	310298__B3JNH4__BACCOP_03487
ERR1913073.3890007__1.3890007	214856__A0A175A6T5__ERS852447_02658
ERR1913073.3890045__1.3890045	1680__R5GSL8__DXD60_03315
ERR1913073.3890119__1.3890119	310298__B3JMZ2__BACCOP_03297
ERR1913073.3890146__1.3890146	39491__A0A396FIZ8__ERE_20410
ERR1913073.3890239__1.3890239	33043__A0A173ZDC4__malL_1
ERR1913073.3890791__1.3890791	40518__R5E1J2__DXD93_04070
ERR1913073.3890850__1.3890850	820__A0A3E4W4Y7__B5G17_02055
ERR1913073.3891007__1.3891007	310298__B3JK49__BACCOP_02273
ERR1913073.3891037__1.3891037	47678__R5UZM4__DW706_15680
ERR1913073.3891070__1.3891070	310298__B3JGL4__BACCOP_01016
ERR1913073.3891130__1.3891130	28117__R7JG17__ALIPUT_01859
ERR1913073.3891147__1.3891147	40518__R5DYU1__DXD86_01160
ERR1913073.3891315__1.3891315	1263109__GCA_000438135.1_01184
ERR1913073.3891327__1.3891327	28116__A0A1Y4PTX5__SAMN05192582_104017
ERR1913073.3891397__1.3891397	328813__A0A1Y3QUG7__B5G41_09450
ERR1913073.3891443__1.3891443	360807__A0A173WE18__prkC_2
ERR1913073.3891540__1.3891540	292800__A0A174N232__ADH75_10840
ERR1913073.3891545__1.3891545	1318__T0TTB0__strH_1
ERR1913073.3891550__1.3891550	853__A0A2A7A4A9__C4N21_14870
ERR1913073.3891667__1.3891667	39486__B0G3L7__DXD82_04335
ERR1913073.3891706__1.3891706	818__D7IK38__ERS852430_03017
ERR1913073.3891742__1.3891742	40518__R5DXI4__DXD86_07420
ERR1913073.3891765__1.3891765	1150298__A0A174M5F7__ERS852535_00457
ERR1913073.3891854__1.3891854	338188__R6RWS7__HMPREF1057_00911
ERR1913073.3891900__1.3891900	40518__R5DX31__DXD86_09775
ERR1913073.3892047__1.3892047	1150298__A0A174R918__ERS852535_01749
ERR1913073.3892072__1.3892072	40518__R5DRG6__ylbJ
ERR1913073.3892166__1.3892166	39491__A0A395UUN5__EUBREC_0291
ERR1913073.3892180__1.3892180	28117__B0MWH8__BHV66_01330
ERR1913073.3892214__1.3892214	1150298__A0A174R4D7__tmpC_2
ERR1913073.3892245__1.3892245	39485__C4Z6J9__ERS852492_02049
ERR1913073.3892355__1.3892355	40518__R5DUW7__DXD83_02105
ERR1913073.3892423__1.3892423	214856__A0A174EQR4__rsmA
ERR1913073.3892397__1.3892397	292800__A0A174RE33__HMPREF0372_03363
ERR1913073.3892506__1.3892506	33043__A0A173WPI1__ERS852400_02100
ERR1913073.3892585__1.3892585	1304__A0A074JJW4__RSSL_00707
ERR1913073.3892596__1.3892596	820__A0A374QGD2__ERS852421_02382
ERR1913073.3892598__1.3892598	40518__R5E5W1__RBL263_01034
ERR1913073.3892600__1.3892600	39491__A0A174IJH1__DXB76_01865
ERR1913073.3892697__1.3892697	1150298__A0A174HYM9__ERS852406_01664
ERR1913073.3892706__1.3892706	1304__J7TW34__msbA
ERR1913073.3892749__1.3892749	1150298__A0A174DX06__ERS852498_00491
ERR1913073.3892727__1.3892727	853__A0A2A7AXC8__C4N21_14120
ERR1913073.3892812__1.3892812	1263109__GCA_000438135.1_00330
ERR1913073.3892855__1.3892855	40518__R5DS23__DXD86_01715
ERR1913073.3892888__1.3892888	40518__R5E2R8__nnr_2
ERR1913073.3892959__1.3892959	39486__B0GA07__DXD18_03830
ERR1913073.3892943__1.3892943	871324__A0A1M6M773__SAMN05444350_16419
ERR1913073.3893015__1.3893015	820__A0A374QGD2__ERS852421_02382
ERR1913073.3893217__1.3893217	1263109__GCA_000438135.1_00176
ERR1913073.3893390__1.3893390	39491__A0A395ZKJ0__DXD13_11010
ERR1913073.3893394__1.3893394	1304__A0A1V0GHL6__AWB63_08335
ERR1913073.3893450__1.3893450	1680__A0A173YLK6__BAD_0868
ERR1913073.3893509__1.3893509	100886__E2NWG3__CATMIT_02958
ERR1913073.3893661__1.3893661	387661__B7B842__B5F96_11290
ERR1913073.3893704__1.3893704	1304__F8HDB1__CYK22_03350
ERR1913073.3893746__1.3893746	821__E5UMZ6__BVU_1450
ERR1913073.3893816__1.3893816	745368__A0A1T4XUK3__SAMN02745178_02339
ERR1913073.3893916__1.3893916	871324__A0A1M6HHB2__SAMN05444350_11868
ERR1913073.3893923__1.3893923	39491__A0A395UZ82__EUR_31520
ERR1913073.3894039__1.3894039	28118__R6FY14__NCTC10826_00745
