ERR1913153.510__1.510	454155__G5SS31__HMPREF9442_03407
ERR1913153.2071547__1.2071547	28118__F9Z4Y7__DF785_06945
ERR1913153.2071605__1.2071605	1262886__R6RDI4__BN563_00643
ERR1913153.2071637__1.2071637	40518__R5E6K5__speA
ERR1913153.2071641__1.2071641	301302__A0A173UN64__manA_2
ERR1913153.2071831__1.2071831	544645__A0A1U7L9B0__DXC42_03910
ERR1913153.2071902__1.2071902	820__A0A3E4IGB2__HMPREF1073_03893
ERR1913153.2071915__1.2071915	28052__R7N9Y1__spoIIE
ERR1913153.2071993__1.2071993	487174__K0WYI1__DDY40_08675
ERR1913153.2072005__1.2072005	40518__R5DME2__DXD86_07315
ERR1913153.2072026__1.2072026	46228__V8BL81__DXD17_11825
ERR1913153.2072108__1.2072108	46503__R6Y9P8__evgS_3
ERR1913153.2072113__1.2072113	116085__D4J5D0__DW747_06710
ERR1913153.2072079__1.2072079	1150298__A0A174PHI0__ERS852498_00826
ERR1913153.2072094__1.2072094	239935__A0A139TLF5__CXU18_06685
ERR1913153.2072181__1.2072181	74426__sugC
ERR1913153.2072164__1.2072164	1262886__R6QAM6__BN563_01696
ERR1913153.2072217__1.2072217	820__A0A3E4G493__ERS417307_00253
ERR1913153.2072463__1.2072463	28111__R5K2I8__HMPREF1016_03182
ERR1913153.2072465__1.2072465	310298__B3JQJ5__BACCOP_04231
ERR1913153.2072444__1.2072444	338188__A0A174J0B2__nucA_2
ERR1913153.2072445__1.2072445	1262886__R6RDI0__BN563_00638
ERR1913153.2072565__1.2072565	39491__A0A395V5R3__EUBREC_1883
ERR1913153.2072587__1.2072587	823__D7IUM6__M091_1082
ERR1913153.2072649__1.2072649	28118__R6FAT1__DHW44_00720
ERR1913153.2072770__1.2072770	1150298__A0A174HHW8__yhbU_1
ERR1913153.2072785__1.2072785	47678__R5U9Z0__HMPREF1061_03210
ERR1913153.2073060__1.2073060	88431__A0A173XSN2__ERS852526_00723
ERR1913153.2073071__1.2073071	853__A0A173XRA8__CGS56_09290
ERR1913153.2073134__1.2073134	338188__R6RWS7__HMPREF1057_00911
ERR1913153.2073168__1.2073168	100886__E2NSF9__rpoB
ERR1913153.2073288__1.2073288	40518__R5DZC6__mreC
ERR1913153.2073301__1.2073301	46503__R5DDT4__DD461_14650
ERR1913153.2073324__1.2073324	1262886__R6Q6Q1__BN563_00546
ERR1913153.2073408__1.2073408	338188__A0A173XHS4__BACFIN_08438
ERR1913153.2073414__1.2073414	28111__R5JUK8__NCTC11155_02515
ERR1913153.2073466__1.2073466	1680__A0A173W9E6__C8077_07070
ERR1913153.2073498__1.2073498	40518__R5E1J7__RBL236_02062
ERR1913153.2073753__1.2073753	301302__A0A0M6WZT5__M72_18331
ERR1913153.2073771__1.2073771	239935__A0A2N8HS88__CXU19_12255
ERR1913153.2073887__1.2073887	338188__R6S8N0__BACFIN_06127
ERR1913153.2073910__1.2073910	1150298__R7JRU1__degA_3
ERR1913153.2074083__1.2074083	820__A0A3E4G3J9__ERS852459_02265
ERR1913153.2074178__1.2074178	338188__C9L1Z4__ERS852397_00648
ERR1913153.2074488__1.2074488	1262911__R6H212__BN557_01031
ERR1913153.2074729__1.2074729	1262911__R6GTE6__BN557_01358
ERR1913153.2074733__1.2074733	823__D0TCC2__HMPREF1075_01590
ERR1913153.2074947__1.2074947	40518__R5DNI6__RBATCC27255_00844
ERR1913153.2074966__1.2074966	40518__R5DR39__mreB_2
ERR1913153.2075158__1.2075158	39491__A0A396FRK0__ERS852417_00541
ERR1913153.2075309__1.2075309	46503__R6WVI6__HMPREF1060_03610
ERR1913153.2075439__1.2075439	40518__A0A373KL92__RBATCC27255_01378
ERR1913153.2075535__1.2075535	39491__C4Z9K7__EUBREC_0050
ERR1913153.2075769__1.2075769	457421__C5ERC0__CBFG_04276
ERR1913153.2075834__1.2075834	853__A0A174BZY1__xerD_1
ERR1913153.2075892__1.2075892	301302__R5UQW7__ERS852420_02102
ERR1913153.2075900__1.2075900	40518__R5DQD6__DXD83_09060
ERR1913153.2075922__1.2075922	40518__R5DLM5__RB5AMG_00422
ERR1913153.2076085__1.2076085	821__A0A0P0LFP6__C5Z04_13890
ERR1913153.2076093__1.2076093	39491__A0A395V0E5__ERE_31370
ERR1913153.2076220__1.2076220	40518__R5DME2__DXD86_07315
ERR1913153.2076344__1.2076344	1150298__A0A174DU21__toxA_3
ERR1913153.2076346__1.2076346	384638__B7ASI3__BACPEC_02038
ERR1913153.2076543__1.2076543	46228__V8CB66__RUMLAC_02810
ERR1913153.2076546__1.2076546	820__A7V9F9__B5G17_14640
ERR1913153.2076680__1.2076680	387661__R5DFX1__PRABACTJOHN_01199
ERR1913153.2076732__1.2076732	28111__E5WUH3__BACEGG_02112
ERR1913153.2076755__1.2076755	39491__A0A395V297__EUR_01010
ERR1913153.2076785__1.2076785	39491__A0A395V297__EUR_01010
ERR1913153.2077179__1.2077179	371601__D7K8P3__SAMN05216250_10395
ERR1913153.2077288__1.2077288	47678__R5U8Y1__BACCAC_02615
ERR1913153.2077485__1.2077485	821__A0A395UNT8__DXD64_15275
ERR1913153.2077598__1.2077598	29361__B6FRT6__CLONEX_02860
ERR1913153.2077676__1.2077676	39491__A0A395V1R3__T1815_08181
ERR1913153.2077688__1.2077688	823__A6L930__DDY96_14995
ERR1913153.2077720__1.2077720	626933__H1DGX0__HMPREF9449_01506
ERR1913153.2077841__1.2077841	338188__R6S8N0__BACFIN_06127
ERR1913153.2077880__1.2077880	544645__A0A1Y3VLV6__pgeF
ERR1913153.2077948__1.2077948	301302__A0A0M6WF57__M72_22681
ERR1913153.2077987__1.2077987	100886__E2NP92__CATMIT_00376
ERR1913153.2078156__1.2078156	338188__C9L3B8__HMPREF1057_03388
ERR1913153.2078198__1.2078198	40518__R5E4X5__RB5AMG_01438
ERR1913153.2078288__1.2078288	1897011__A0A1Q6RC54__BHW41_06555
ERR1913153.2078290__1.2078290	853__A0A174C5M1__CGS58_04460
ERR1913153.2078308__1.2078308	239935__A0A2N8IUW6__Amuc_1525
ERR1913153.2078346__1.2078346	166486__D4KZ45__ROSINTL182_05738
ERR1913153.2078505__1.2078505	100886__E2NNV6__CATMIT_00217
ERR1913153.2078506__1.2078506	100886__E2NNV6__CATMIT_00217
ERR1913153.2078645__1.2078645	46228__V8BYC1__RUMLAC_00426
ERR1913153.2078701__1.2078701	820__A0A139K426__B5G17_09115
ERR1913153.2078763__1.2078763	1262743__R5C054__BN727_01980
ERR1913153.2078793__1.2078793	61171__B9Y5T8__HOLDEFILI_01170
ERR1913153.2078733__1.2078733	1150298__A0A174IG30__ERS852535_01135
ERR1913153.2079109__1.2079109	820__A0A139K5A6__DXB48_12175
ERR1913153.2079111__1.2079111	820__A0A396EUU8__luxQ_3
ERR1913153.2079147__1.2079147	46503__R6Y9P8__evgS_3
ERR1913153.2079182__1.2079182	239935__A0A2N8HAQ1__DEF40_05290
ERR1913153.2079240__1.2079240	820__A0A174R952__DXB48_02570
ERR1913153.2079241__1.2079241	33043__A0A173ZEG7__ERS852386_01252
ERR1913153.2079384__1.2079384	28111__R5JUE8__HMPREF1016_02680
ERR1913153.2079458__1.2079458	823__A0A174VBJ5__M091_5021
ERR1913153.2079474__1.2079474	28117__R7JIJ8__BHV66_01635
ERR1913153.2079518__1.2079518	39492__D4JUS6__accD5
ERR1913153.2079669__1.2079669	216816__C2GUV2__APC1478_0430
ERR1913153.2079697__1.2079697	818__A0A2J6AED2__C5Z03_02940
ERR1913153.2079706__1.2079706	823__E1YRQ7__M095_0737
ERR1913153.2080035__1.2080035	487174__K0WYC5__HMPREF9448_01493
ERR1913153.2080105__1.2080105	1150298__A0A174BP05__murAA
ERR1913153.2080127__1.2080127	39491__A0A395UZ89__DXB72_12805
ERR1913153.2080160__1.2080160	40518__R5DXW3__DXD86_07900
ERR1913153.2080479__1.2080479	29361__B6FRT6__CLONEX_02860
ERR1913153.2080485__1.2080485	820__A0A374Q854__HMPREF1073_03281
ERR1913153.2080578__1.2080578	821__A0A395UNT8__DXD64_15275
ERR1913153.2080605__1.2080605	823__A0A355XKQ8__DHP27_04010
ERR1913153.2080653__1.2080653	74426__yccM
ERR1913153.2080781__1.2080781	1150298__A0A174PHI0__ERS852498_00826
ERR1913153.2080776__1.2080776	47678__R5U3A7__ERS852494_02965
ERR1913153.2080812__1.2080812	216816__A0A0A6VPB9__B624_1780
ERR1913153.2080821__1.2080821	46503__R6Y0Q3__DCY29_15880
ERR1913153.2080867__1.2080867	745368__A0A1T4X3J8__SAMN02745178_01380
ERR1913153.2080913__1.2080913	39492__D4MMZ8__ERS852540_01407
ERR1913153.2080929__1.2080929	328814__GCA_004558275.1_00094
ERR1913153.2080956__1.2080956	820__A0A374Q351__DXD40_05850
ERR1913153.2081022__1.2081022	820__A0A173WUD7__DXB48_08055
ERR1913153.2081115__1.2081115	33043__A0A174B5C6__acm_3
ERR1913153.2081236__1.2081236	28117__R7JPX7__BHV66_00900
ERR1913153.2081253__1.2081253	820__A0A174A6K0__M093_0079
ERR1913153.2081264__1.2081264	216816__E8MFM6__DXC54_08560
ERR1913153.2081289__1.2081289	487174__K0X429__HMPREF9448_00932
ERR1913153.2081370__1.2081370	40518__R5DTW7__phoU
ERR1913153.2081486__1.2081486	820__A0A139K9Q2__DXD40_08795
ERR1913153.2081521__1.2081521	40518__R5DTJ1__DXD86_03635
ERR1913153.2081535__1.2081535	820__A0A3E4GFT8__HMPREF1073_03236
ERR1913153.2081614__1.2081614	301302__A0A0M6W9N8__tig_2
ERR1913153.2081744__1.2081744	28111__E5X118__NCTC11155_02425
ERR1913153.2081866__1.2081866	88431__A6BFJ3__ERS852408_01680
ERR1913153.2081888__1.2081888	1150298__R7JL35__ERS852498_02809
ERR1913153.2081893__1.2081893	40520__R7D4G0__ERS852533_01128
ERR1913153.2081898__1.2081898	28116__A0A1Y4Q363__Bovatus_00608
ERR1913153.2081941__1.2081941	33025__A0A395J9P6__C8D73_109115
ERR1913153.2081982__1.2081982	39492__B0MPL6__EUBSIR_01779
ERR1913153.2081991__1.2081991	1262746__R5SS80__BN750_02125
ERR1913153.2082022__1.2082022	626933__H1DGX0__HMPREF9449_01506
ERR1913153.2082152__1.2082152	820__A7V9F9__B5G17_14640
ERR1913153.2082176__1.2082176	28117__B0MUX4__ALIPUT_00911
ERR1913153.2082209__1.2082209	338188__K5CL92__BACFIN_07565
ERR1913153.2082242__1.2082242	40518__R5E6K4__RB5AMG_02070
ERR1913153.2082323__1.2082323	1150298__R7JV71__ERS852498_00755
ERR1913153.2082340__1.2082340	1262924__R7HRJ9__BN585_00557
ERR1913153.2082578__1.2082578	39492__D4JRS7__ERS852540_02076
ERR1913153.2082583__1.2082583	39491__A0A395V0H6__ERS852580_02570
ERR1913153.2082655__1.2082655	1150298__R7JTH7__ERS852498_00177
ERR1913153.2082716__1.2082716	820__A0A174B4N2__M093_2531
ERR1913153.2082745__1.2082745	40518__R5DQK2__DXD93_03730
ERR1913153.2082869__1.2082869	292800__G9YRQ7__ERS852518_04236
ERR1913153.2083088__1.2083088	1897011__A0A1Q6RH29__BHW41_01570
ERR1913153.2083121__1.2083121	10680__GeneID:1261099
ERR1913153.2083161__1.2083161	33043__A0A173WPI1__ERS852400_02100
ERR1913153.2083169__1.2083169	410072__A0A173SHF2__COPCOM_03201
ERR1913153.2083301__1.2083301	100886__E2NRF9__ERS852383_03596
ERR1913153.2083440__1.2083440	1262911__R6GMK4__BN557_00535
ERR1913153.2083589__1.2083589	1262911__R6H0U7__BN557_01104
ERR1913153.2083646__1.2083646	166486__D4KWZ7__cph2_5
ERR1913153.2083762__1.2083762	820__I9A4U7__DHU98_12785
ERR1913153.2083925__1.2083925	338188__C9KYW9__ERS852397_01315
ERR1913153.2083897__1.2083897	1150298__R7JUW7__ERS852406_02089
ERR1913153.2083954__1.2083954	821__A0A395VIK7__BVU_1225
ERR1913153.2083986__1.2083986	40518__R5E1X3__clcA
ERR1913153.2084014__1.2084014	47678__R5UER2__CGC64_00710
ERR1913153.2084019__1.2084019	47678__R5UER2__CGC64_00710
ERR1913153.2084102__1.2084102	46503__A7AH78__DD461_04085
ERR1913153.2084158__1.2084158	1263107__GCA_000436995.1_00090
ERR1913153.2084160__1.2084160	1550024__G9RPC6__TQ39_05630
ERR1913153.2084164__1.2084164	1262886__R6QP39__BN563_00737
ERR1913153.2084301__1.2084301	301302__R5USZ5__dus_2
ERR1913153.2084303__1.2084303	1262886__R6QJF6__BN563_01169
ERR1913153.2084312__1.2084312	820__A0A139KG04__ERS852459_01249
ERR1913153.2084328__1.2084328	28117__B0MY45__ALIPUT_02164
ERR1913153.2084345__1.2084345	820__A0A174DZ97__SAMN05444418_101240
ERR1913153.2084576__1.2084576	40518__R5E1J2__DXD93_04070
ERR1913153.2084634__1.2084634	823__A6LEF3__ERS852560_01356
ERR1913153.2084641__1.2084641	40518__R5E1J7__RBL236_02062
ERR1913153.2084644__1.2084644	33043__D5HFA1__ERS852400_02183
ERR1913153.2084765__1.2084765	46228__V8C6B2__DXD17_09805
ERR1913153.2084770__1.2084770	360807__A0A1Q6T8W5__ROSEINA2194_03072
ERR1913153.2084813__1.2084813	487174__K0X4V9__DDY40_12220
ERR1913153.2084900__1.2084900	1263044__GCA_000433375.1_01144
ERR1913153.2084912__1.2084912	88431__A0A3D0F2C1__DORLON_02135
ERR1913153.2084914__1.2084914	40518__R5E670__DXD93_06195
ERR1913153.2085097__1.2085097	1897011__A0A1Q6REX7__BHW41_04490
ERR1913153.2085193__1.2085193	47678__R5UHH8__HMPREF1061_02584
ERR1913153.2085215__1.2085215	239935__A0A2N8HWS3__CXU19_10285
ERR1913153.2085359__1.2085359	40518__R5DLW4__thiN
ERR1913153.2085312__1.2085312	28116__A0A1Y4PHM7__DXA80_25130
ERR1913153.2085374__1.2085374	310298__B3JQJ5__BACCOP_04231
ERR1913153.2085406__1.2085406	310298__B3JQJ5__BACCOP_04231
ERR1913153.2085473__1.2085473	823__K6APS3__DDY96_02400
ERR1913153.2085501__1.2085501	46228__V8BL81__DXD17_11825
ERR1913153.2085526__1.2085526	745368__A0A1T4Y0J9__SAMN02745178_02604
ERR1913153.2085626__1.2085626	46506__S3YBS6__AA415_01011
ERR1913153.2085681__1.2085681	39491__A0A395V0H6__ERS852580_02570
ERR1913153.2085691__1.2085691	40518__R5DTH7__DXD83_02405
ERR1913153.2085845__1.2085845	338188__C9L1Z4__ERS852397_00648
ERR1913153.2085863__1.2085863	853__A0A2A7ATM9__DWZ89_13645
ERR1913153.2086006__1.2086006	46503__K5ZBF7__DD461_15285
ERR1913153.2086017__1.2086017	1263044__GCA_000433375.1_01147
ERR1913153.2086040__1.2086040	823__A0A073I748__M096_3057
ERR1913153.2086055__1.2086055	216816__C5E9C3__CJO32_03030
ERR1913153.2086131__1.2086131	1897011__A0A1Q6RH61__BHW41_01970
ERR1913153.2086326__1.2086326	116085__D4J4Z6__DW747_07495
ERR1913153.2086468__1.2086468	39491__A0A396FPV7__ERS852580_01177
ERR1913153.2086532__1.2086532	360807__C0FVL5__ERS852392_00391
ERR1913153.2086570__1.2086570	33039__A0A173VTT4__frdB_1
ERR1913153.2086592__1.2086592	28111__E5X120__NCTC11155_02427
ERR1913153.2086628__1.2086628	823__A0A073I1X2__DXD05_18820
ERR1913153.2086837__1.2086837	301302__R5UUM8__ganB_1
ERR1913153.2086911__1.2086911	28111__R5JN40__HMPREF1016_01803
ERR1913153.2086933__1.2086933	28111__E5WYY8__HMPREF1016_01893
ERR1913153.2086998__1.2086998	39492__D4JTW7__EUBSIR_00859
ERR1913153.2087015__1.2087015	1263107__GCA_000436995.1_00209
ERR1913153.2087239__1.2087239	1263000__R5EKG2__BN466_02040
ERR1913153.2087576__1.2087576	821__A0A174V2F3__NCTC10583_01474
ERR1913153.2087674__1.2087674	39485__R5ZNG4__yerB
ERR1913153.2087986__1.2087986	40518__R5DU52__RB5AMG_02245
ERR1913153.2088006__1.2088006	301302__R5UKF2__M72_19701
ERR1913153.2088099__1.2088099	1150298__A0A173W9F4__ERS852498_02567
ERR1913153.2088079__1.2088079	39492__D4JUJ6__ssuB_2
ERR1913153.2088160__1.2088160	1160721__R6SUP4__vanY3
ERR1913153.2088169__1.2088169	39491__R6TQ09__DXC13_03010
ERR1913153.2088170__1.2088170	33043__A0A374K1H3__ykoD_2
ERR1913153.2088210__1.2088210	301302__A0A173UN64__manA_2
ERR1913153.2088269__1.2088269	301302__A0A0M6WF57__M72_22681
ERR1913153.2088279__1.2088279	28111__E5WZI3__NCTC11155_00586
ERR1913153.2088324__1.2088324	1262886__R6QGJ5__BN563_00263
ERR1913153.2088381__1.2088381	821__I9R3W6__DXC16_12455
ERR1913153.2088450__1.2088450	1262746__R5SS80__BN750_02125
ERR1913153.2088461__1.2088461	40518__R5E6K4__RB5AMG_02070
ERR1913153.2088471__1.2088471	40518__R5DR39__mreB_2
ERR1913153.2088478__1.2088478	47678__A0A174VGP6__HMPREF1061_01625
ERR1913153.2088511__1.2088511	39491__A0A395V0H6__ERS852580_02570
ERR1913153.2088548__1.2088548	39485__A0A174YSS6__trxB_2
ERR1913153.2088581__1.2088581	338188__K5CB50__BACFIN_05402
ERR1913153.2088640__1.2088640	384638__B7ASI3__BACPEC_02038
ERR1913153.2088756__1.2088756	39491__A0A3E4YFT8__DXB69_10940
ERR1913153.2088840__1.2088840	28111__R5K5Y3__BACEGG_03205
ERR1913153.2088871__1.2088871	216816__D6ZXB6__BBL306_0063
ERR1913153.2088819__1.2088819	39491__A0A395ZF49__DXB69_05290
ERR1913153.2088890__1.2088890	338188__C9L2Y9__BACFIN_08971
ERR1913153.2088949__1.2088949	47678__R5UWN2__BACCAC_01649
ERR1913153.2088953__1.2088953	853__A0A174AML0__FPR_08640
ERR1913153.2088956__1.2088956	649756__A0A173TB83__HMPREF0369_01758
ERR1913153.2089067__1.2089067	745368__A0A1T4Y119__SAMN02745178_02629
ERR1913153.2089093__1.2089093	2173__A0A1D2WT01__BK798_04470
ERR1913153.2089210__1.2089210	40518__R5DUG7__sbcC
ERR1913153.2089224__1.2089224	28116__A0A139LD88__CUY_2408
ERR1913153.2089250__1.2089250	556259__E5C8S0__BSGG_1769
ERR1913153.2089309__1.2089309	820__A0A3E5BMG9__DXD40_05130
ERR1913153.2089311__1.2089311	33043__A0A173YLD4__ERS852575_00535
ERR1913153.2089428__1.2089428	820__A0A174LJB2__HMPREF1072_04112
ERR1913153.2089469__1.2089469	216816__A0A0A6VPB9__B624_1780
ERR1913153.2089563__1.2089563	360807__A0A1Q6T8W5__ROSEINA2194_03072
ERR1913153.2089608__1.2089608	40518__R5DQL2__RBATCC27255_00937
ERR1913153.2089624__1.2089624	301302__R5VCU3__cbiK_2
ERR1913153.2089673__1.2089673	1263044__GCA_000433375.1_01146
ERR1913153.2089854__1.2089854	1261__A0A135YTZ5__HMPREF3183_00253
ERR1913153.2089855__1.2089855	410072__A0A173WD04__penA_2
ERR1913153.2089971__1.2089971	821__A0A174WBC9__ERS852556_03145
ERR1913153.2089936__1.2089936	1261__A0A135YTZ5__HMPREF3183_00253
ERR1913153.2090116__1.2090116	40518__R5E7S2__RBL263_00671
ERR1913153.2090126__1.2090126	418240__C6J892__ERS852478_02502
ERR1913153.2090141__1.2090141	418240__C6J892__ERS852478_02502
ERR1913153.2090148__1.2090148	33043__D5HIK4__ERS852400_01112
ERR1913153.2090309__1.2090309	239935__A0A2N8HCF5__CXU15_05660
ERR1913153.2090578__1.2090578	100886__A0A174HGR4__pepD
ERR1913153.2090590__1.2090590	1262911__R6H1B2__BN557_00840
ERR1913153.2090785__1.2090785	28117__R7JQW0__ALIPUT_01453
ERR1913153.2090787__1.2090787	820__A0A3E4W7J3__DXC07_00330
ERR1913153.2090809__1.2090809	28116__I9JM49__NCTC11153_01044
ERR1913153.2090908__1.2090908	40518__R5DSI5__fieF
ERR1913153.2090945__1.2090945	165179__A0A3E5E8M8__DXB80_11580
ERR1913153.2091121__1.2091121	47678__A5ZEX0__DW706_08045
ERR1913153.2091237__1.2091237	40518__R5E6K4__RB5AMG_02070
ERR1913153.2091252__1.2091252	1150298__A0A174J629__ERS852498_00833
ERR1913153.2091313__1.2091313	301302__A0A173RMN7__ERS852420_00721
ERR1913153.2091459__1.2091459	820__I9TWZ7__DXC80_10550
ERR1913153.2091496__1.2091496	216816__B7GPH6__DXC74_08225
ERR1913153.2091606__1.2091606	39492__D4JX40__EUBSIR_00020
ERR1913153.2091796__1.2091796	116085__D4J519__DW747_07275
ERR1913153.2091824__1.2091824	1150298__R7JMX3__ERS852498_00681
ERR1913153.2091903__1.2091903	1262886__R6QHF8__BN563_00567
ERR1913153.2091977__1.2091977	40518__R5DUU2__yvhJ_2
ERR1913153.2092342__1.2092342	338188__K5CL54__HMPREF1057_02531
ERR1913153.2092593__1.2092593	1262911__R6GS70__BN557_00854
ERR1913153.2092658__1.2092658	40518__R5DSI5__fieF
ERR1913153.2092731__1.2092731	853__A0A2A6Z8X1__FPR_03410
ERR1913153.2092868__1.2092868	40518__R5DZ16__DXD86_01455
ERR1913153.2093012__1.2093012	820__I9J701__ERS852510_01809
ERR1913153.2093019__1.2093019	46228__V8BL81__DXD17_11825
ERR1913153.2093021__1.2093021	360807__A0A173YJ94__ERS852444_03492
ERR1913153.2093260__1.2093260	40518__R5DTP7__DXD83_02415
ERR1913153.2093479__1.2093479	1262535__GeneID:16385017
ERR1913153.2093513__1.2093513	820__R9I3Q7__HMPREF1072_01668
ERR1913153.2093517__1.2093517	1150298__R7JTQ3__rne
ERR1913153.2093566__1.2093566	387661__K6AET8__HMPREF1077_00420
ERR1913153.2093712__1.2093712	47678__R5U9Z0__HMPREF1061_03210
ERR1913153.2093773__1.2093773	46228__B5CLV0__DXD17_01245
ERR1913153.2093851__1.2093851	1262882__R5MKX3__BN519_00395
ERR1913153.2093980__1.2093980	1262743__R5C054__BN727_01980
ERR1913153.2094038__1.2094038	39491__A0A396FEV5__EUR_24750
ERR1913153.2094109__1.2094109	1262911__R6H212__BN557_01031
ERR1913153.2094192__1.2094192	328814__GCA_004558275.1_00079
ERR1913153.2094328__1.2094328	820__A7VAS1__HMPREF2141_03259
ERR1913153.2094314__1.2094314	1262924__R7HRW9__BN585_00665
ERR1913153.2094364__1.2094364	28111__E5X237__NCTC11155_00628
ERR1913153.2094394__1.2094394	301302__R5VFU2__xynA1
ERR1913153.2094455__1.2094455	454155__F3QQI3__HMPREF9442_00425
ERR1913153.2094490__1.2094490	301302__A0A173SUI7__M72_11091
ERR1913153.2094551__1.2094551	1150298__A0A174K7D2__ERS852498_01147
ERR1913153.2094595__1.2094595	1262924__R7HQD9__BN585_00129
ERR1913153.2094641__1.2094641	1262911__R6GY78__BN557_00532
ERR1913153.2094645__1.2094645	39491__A0A395ZDC6__addB
ERR1913153.2094835__1.2094835	33043__A0A173X9G8__ERS852386_00532
ERR1913153.2094995__1.2094995	40518__A0A1C6H844__DXD93_02510
ERR1913153.2095017__1.2095017	28117__B0MTV3__BHV66_06405
ERR1913153.2095066__1.2095066	40518__R5DW64__RBL236_01394
ERR1913153.2095093__1.2095093	39491__A0A396FRE7__EUR_27520
ERR1913153.2095101__1.2095101	301301__A0A395V6S0__dosP
ERR1913153.2095132__1.2095132	100886__A0A174K0P2__cysA_2
ERR1913153.2095133__1.2095133	1262911__R6GS70__BN557_00854
ERR1913153.2095193__1.2095193	47678__A5ZG68__ERS852494_02968
ERR1913153.2095218__1.2095218	301302__R5UNJ6__M72_26701
ERR1913153.2095313__1.2095313	853__A0A174C5M1__CGS58_04460
ERR1913153.2095502__1.2095502	410072__A0A174E1G6__phoR_6
ERR1913153.2095562__1.2095562	820__A0A3E5BMG9__DXD40_05130
ERR1913153.2095619__1.2095619	100886__A0A174H497__ERS852383_03913
ERR1913153.2095672__1.2095672	40518__R5DY98__mepA_5
ERR1913153.2095680__1.2095680	853__A0A174C5M1__CGS58_04460
ERR1913153.2095934__1.2095934	1150298__R7JUS2__ERS852498_02193
ERR1913153.2095984__1.2095984	820__R9I3N4__M093_0061
ERR1913153.2095988__1.2095988	853__A0A2A7B9I6__DW855_13690
ERR1913153.2095996__1.2095996	218139__GCA_002259595.1_01049
ERR1913153.2096053__1.2096053	40518__R5E6K5__speA
ERR1913153.2096114__1.2096114	40518__R5DS23__DXD86_01715
ERR1913153.2096284__1.2096284	820__R9I3Q7__HMPREF1072_01668
ERR1913153.2096238__1.2096238	47678__R5U325__HMPREF1061_03209
ERR1913153.2096332__1.2096332	820__A0A139K5A6__DXB48_12175
ERR1913153.2096299__1.2096299	823__A0A073I5R7__cloSI
ERR1913153.2096338__1.2096338	116085__D4JAS8__DW747_11300
ERR1913153.2096452__1.2096452	821__A0A174JYD3__ERS852457_02610
ERR1913153.2096420__1.2096420	46503__R6Y9P8__evgS_3
ERR1913153.2096481__1.2096481	40518__R5DUG7__sbcC
ERR1913153.2096486__1.2096486	100886__A0A174HQ52__sacA_2
ERR1913153.2096510__1.2096510	28116__A0A1Y4Q1S9__DHW41_02535
ERR1913153.2096576__1.2096576	39491__A0A396FKG5__DXB76_07455
ERR1913153.2096611__1.2096611	853__A0A2A7B1Y7__C7K05_11930
ERR1913153.2096616__1.2096616	823__K6A718__CEQ22_003390
ERR1913153.2096668__1.2096668	39491__A0A396FKI0__DXC13_11560
ERR1913153.2096714__1.2096714	40518__R5E5W1__RBL263_01034
ERR1913153.2096827__1.2096827	46228__V8C484__HMPREF1202_01707
ERR1913153.2096905__1.2096905	301302__A0A0M6WIU8__M72_26811
ERR1913153.2097075__1.2097075	1262911__R6GI18__BN557_01377
ERR1913153.2097139__1.2097139	1262886__R6QBM7__BN563_01264
ERR1913153.2097199__1.2097199	40518__R5E426__DXD93_04485
ERR1913153.2097339__1.2097339	1262886__R6QGP2__BN563_00323
ERR1913153.2097347__1.2097347	40518__R5DR72__RBL236_02110
ERR1913153.2097360__1.2097360	40518__R5E1J2__DXD93_04070
ERR1913153.2097440__1.2097440	40518__R5DS23__DXD86_01715
ERR1913153.2097535__1.2097535	40518__R5DY98__mepA_5
ERR1913153.2097616__1.2097616	100886__E2NRI8__ERS852383_05979
ERR1913153.2097599__1.2097599	1099853__G9S456__NSB1T_03840
ERR1913153.2097672__1.2097672	28052__A0A174JNK0__ERS852451_01116
ERR1913153.2097793__1.2097793	2293125__A0A374C671__DW917_09135
ERR1913153.2097951__1.2097951	216816__D6D9A3__BLNIAS_01911
ERR1913153.2098107__1.2098107	1263107__GCA_000436995.1_00223
