ERR1913311.69__1.69	410072__A0A3E4GMB7__COPCOM_03357
ERR1913311.1608966__1.1608966	1262913__R7J951__BN646_01164
ERR1913311.1609051__1.1609051	1262913__R7JGD1__BN646_02188
ERR1913311.1609117__1.1609117	328814__GCA_004558275.1_00036
ERR1913311.1609224__1.1609224	39492__D4JWM0__atpF
ERR1913311.1609249__1.1609249	410072__C0BF75__ERS852389_02248
ERR1913311.1609308__1.1609308	371601__A0A1Y4VA43__HMPREF1074_02112
ERR1913311.1609367__1.1609367	39488__C0EVP9__ERS852450_03163
ERR1913311.1609419__1.1609419	1262924__R7HKP8__BN585_01113
ERR1913311.1609445__1.1609445	1262944__R7IXG4__BN596_00674
ERR1913311.1609658__1.1609658	1393034__GCA_001552785.1_00510
ERR1913311.1609714__1.1609714	1262882__R5MFT7__BN519_00494
ERR1913311.1609731__1.1609731	39492__A0A174ZL16__EUBSIR_01269
ERR1913311.1609769__1.1609769	1262913__R7JDE9__BN646_01761
ERR1913311.1609822__1.1609822	1262924__R7HUR1__BN585_00057
ERR1913311.1609748__1.1609748	246787__A0A3D6ARE5__HMPREF1062_01788
ERR1913311.1609862__1.1609862	371601__I9UPT6__B5E50_12390
ERR1913311.1610038__1.1610038	39492__D4JSU6__dacB_3
ERR1913311.1609960__1.1609960	853__A0A174BA00__DW905_01145
ERR1913311.1610048__1.1610048	1262882__R5MEI8__BN519_00283
ERR1913311.1610279__1.1610279	1262889__R7HD12__BN634_00607
ERR1913311.1610310__1.1610310	1262913__R7JDJ4__BN646_01744
ERR1913311.1610436__1.1610436	214856__A0A174ZLX0__ERS852559_00738
ERR1913311.1610447__1.1610447	39492__D4JTB5__EUBSIR_01720
ERR1913311.1610514__1.1610514	216816__C5E9N8__DD678_02795
ERR1913311.1610734__1.1610734	246787__A0A0N7IFH2__BcellWH2_02957
ERR1913311.1610730__1.1610730	1262825__R5ECH5__BN724_02253
ERR1913311.1610802__1.1610802	1262924__R7HMB7__BN585_01717
ERR1913311.1610964__1.1610964	1262913__R7J737__BN646_00600
ERR1913311.1611041__1.1611041	328814__GCA_004558275.1_01001
ERR1913311.1611058__1.1611058	552398__F4XCR9__HMPREF0866_01636
ERR1913311.1611135__1.1611135	39491__C4ZHS4__EUR_24420
ERR1913311.1611165__1.1611165	47678__R5UT83__DW706_09750
ERR1913311.1611419__1.1611419	39492__D4JTK2__EUBSIR_01439
ERR1913311.1611465__1.1611465	328814__GCA_004558275.1_00835
ERR1913311.1611448__1.1611448	40518__R5DNY7__RBATCC27255_00367
ERR1913311.1611456__1.1611456	216816__A0A061M1M5__HMPREF0177_01046
ERR1913311.1611726__1.1611726	1150298__A0A174Q3G7__hyaD_2
ERR1913311.1611787__1.1611787	204516__U6R9H3__HMPREF1534_03348
ERR1913311.1611808__1.1611808	39491__A0A173TFQ1__rsmF
ERR1913311.1611825__1.1611825	39492__D4JTI1__EUBSIR_01463
ERR1913311.1611919__1.1611919	246787__A0A3D6AWR4__HMPREF1062_04729
ERR1913311.1612071__1.1612071	39492__D4JUT9__ERS852540_01449
ERR1913311.1612148__1.1612148	1262913__R7JDU0__BN646_01809
ERR1913311.1612217__1.1612217	46228__B5CSI8__DXD17_05145
ERR1913311.1612225__1.1612225	1262913__R7JCU2__BN646_01689
ERR1913311.1612395__1.1612395	166486__R6B4E4__sinR_2
ERR1913311.1612349__1.1612349	39492__D4JSS2__EUBSIR_00553
ERR1913311.1612351__1.1612351	39491__C4ZGN3__DXB99_14175
ERR1913311.1612573__1.1612573	46228__B5CP97__RUMLAC_01288
ERR1913311.1612659__1.1612659	39492__D4JUL4__ERS852540_01381
ERR1913311.1612670__1.1612670	301302__A0A173RYX5__ERS852420_00973
ERR1913311.1613006__1.1613006	166486__C7GAX1__ERS852572_03188
ERR1913311.1613054__1.1613054	46228__B5CPX5__RUMLAC_01520
ERR1913311.1613055__1.1613055	1262882__R5MDR8__BN519_00124
ERR1913311.1613109__1.1613109	39492__D4JQY4__EUBSIR_01325
ERR1913311.1613136__1.1613136	328814__GCA_004558275.1_00076
ERR1913311.1613150__1.1613150	46228__V8BRK8__RUMLAC_01169
ERR1913311.1613341__1.1613341	626933__H1DGX0__HMPREF9449_01506
ERR1913311.1613354__1.1613354	1262882__R5MND9__BN519_00831
ERR1913311.1613562__1.1613562	360807__A0A0M6WQ40__hisK_1
ERR1913311.1613547__1.1613547	39488__C0EY05__EUBHAL_02306
ERR1913311.1613591__1.1613591	39492__D4JU81__xseA
ERR1913311.1613631__1.1613631	360807__C0FP30__ROSEINA2194_00482
ERR1913311.1613657__1.1613657	166486__D4L1P3__ERS852572_00760
ERR1913311.1613728__1.1613728	40518__R5DLJ7__lytR_4
ERR1913311.1613900__1.1613900	1150298__A0A174RJU1__gsiA_4
ERR1913311.1614057__1.1614057	1262882__R5MYS0__BN519_00284
ERR1913311.1614104__1.1614104	1262992__R5DGC6__BN795_00540
ERR1913311.1614191__1.1614191	46228__B5CPV4__DXD17_07415
ERR1913311.1614210__1.1614210	165179__A0A3E5AER8__DXB80_07075
ERR1913311.1614271__1.1614271	301301__G2SZN8__RHOM_00825
ERR1913311.1614386__1.1614386	1262924__R7HRJ9__BN585_00557
ERR1913311.1614395__1.1614395	214856__I3YMC8__ERS852447_02666
ERR1913311.1614493__1.1614493	301301__A0A395VA74__RHOM_00280
ERR1913311.1614511__1.1614511	1262882__R5N5C3__BN519_01664
ERR1913311.1614563__1.1614563	239935__B2UQB8__CXT86_01740
ERR1913311.1614584__1.1614584	1262882__R5MKV8__BN519_01281
ERR1913311.1614716__1.1614716	40518__R5DS23__DXD86_01715
ERR1913311.1614855__1.1614855	357276__B6W5Q7__DXD47_13945
ERR1913311.1614884__1.1614884	39491__A0A395V297__EUR_01010
ERR1913311.1614863__1.1614863	1262882__R5MPY4__BN519_01128
ERR1913311.1614994__1.1614994	39491__D6E118__DXB69_05765
ERR1913311.1615036__1.1615036	820__A0A174F0C1__nreB
ERR1913311.1615226__1.1615226	1261__D3MR67__SAMN05660467_01650
ERR1913311.1615259__1.1615259	1261__D3MR67__SAMN05660467_01650
ERR1913311.1615311__1.1615311	39491__A0A396FI89__DXD95_01300
ERR1913311.1615418__1.1615418	166486__C7GCP5__ROSINTL182_07683
ERR1913311.1615480__1.1615480	39488__A0A173Z3L4__DXD91_07055
ERR1913311.1615543__1.1615543	1150298__A0A173W9F4__ERS852498_02567
ERR1913311.1615581__1.1615581	1262924__R7HMN2__BN585_01573
ERR1913311.1615598__1.1615598	214856__R6Z186__ERS852447_00718
ERR1913311.1615705__1.1615705	39492__D4JQP0__ypeB
ERR1913311.1615855__1.1615855	40518__R5DS23__DXD86_01715
ERR1913311.1615890__1.1615890	214856__A0A174ZED5__ERS852559_00591
ERR1913311.1615956__1.1615956	357276__A0A0M1W9N4__GV66_05135
ERR1913311.1615989__1.1615989	46228__B5CQI4__RUMLAC_01730
ERR1913311.1616205__1.1616205	410072__A0A173Y221__spoIIIAE
ERR1913311.1616238__1.1616238	204516__U6RN30__HMPREF1534_00370
ERR1913311.1616251__1.1616251	626933__H1DGX0__HMPREF9449_01506
ERR1913311.1616278__1.1616278	1262924__R7HKZ9__BN585_01304
ERR1913311.1616282__1.1616282	46228__V8C4T8__RUMLAC_02058
ERR1913311.1616803__1.1616803	626933__H1DGX0__HMPREF9449_01506
ERR1913311.1616965__1.1616965	39492__D4JWI6__EUBSIR_01073
ERR1913311.1616992__1.1616992	853__A0A173YYY4__DWZ04_09420
ERR1913311.1617061__1.1617061	40520__A0A396G1I4__DXB81_08365
ERR1913311.1617109__1.1617109	214856__A0A174A1J3__ERS852447_01000
ERR1913311.1617162__1.1617162	39492__D4JTW7__EUBSIR_00859
ERR1913311.1617122__1.1617122	46228__B5CT56__RUMLAC_02679
ERR1913311.1617268__1.1617268	371601__G1UK36__HMPREF1074_03496
ERR1913311.1617301__1.1617301	1262913__R7JIT0__BN646_02465
ERR1913311.1617343__1.1617343	39492__D4JR31__EUBSIR_00106
ERR1913311.1617388__1.1617388	39492__D4JTW7__EUBSIR_00859
ERR1913311.1617471__1.1617471	1262882__R5N4I8__BN519_01293
ERR1913311.1617589__1.1617589	1262882__R5MT42__BN519_01729
ERR1913311.1617633__1.1617633	39488__C0EVP9__ERS852450_03163
ERR1913311.1617856__1.1617856	39492__A0A174Z2N0__EUBSIR_01615
ERR1913311.1617976__1.1617976	1262882__R5N3T7__BN519_01188
ERR1913311.1618179__1.1618179	1262924__R7HP98__BN585_02065
ERR1913311.1618196__1.1618196	301302__A0A0M6WVU2__M72_13551
ERR1913311.1618197__1.1618197	487175__F3QND6__HMPREF9439_02468
ERR1913311.1618227__1.1618227	39492__D4JV48__ERS852540_00852
ERR1913311.1618266__1.1618266	88431__A0A174RXE9__ERS852526_02186
ERR1913311.1618416__1.1618416	204516__U6R898__HMPREF1534_03335
ERR1913311.1618473__1.1618473	301301__A0A395VAV2__RHOM_03775
ERR1913311.1618474__1.1618474	1263000__R5EXT3__BN466_02213
ERR1913311.1618551__1.1618551	1262761__R6RML5__BN606_00248
ERR1913311.1618652__1.1618652	371601__F7LA63__HMPREF1074_04288
ERR1913311.1618671__1.1618671	1263005__R6EQ78__BN497_00036
ERR1913311.1618766__1.1618766	1262889__R7HBQ2__BN634_01539
ERR1913311.1618984__1.1618984	39488__C0EY05__EUBHAL_02306
ERR1913311.1618931__1.1618931	216816__D6D9H5__APC1466_0493
ERR1913311.1618946__1.1618946	39492__D4JR04__phoU
ERR1913311.1619156__1.1619156	1262989__R6YJH8__BN815_00928
ERR1913311.1619227__1.1619227	39485__A0A175A403__EUBELI_20577
ERR1913311.1619243__1.1619243	214856__A0A174A1J3__ERS852447_01000
ERR1913311.1619258__1.1619258	1150298__A0A174MFX3__ERS852498_01752
ERR1913311.1619336__1.1619336	820__E5VEH7__ERS852459_01300
ERR1913311.1619349__1.1619349	1150298__A0A174DU21__toxA_3
ERR1913311.1619303__1.1619303	1262882__R5N3T7__BN519_01188
ERR1913311.1619308__1.1619308	39492__D4JW10__pppA
ERR1913311.1619440__1.1619440	301301__A0A395V407__ERS852391_02230
ERR1913311.1619424__1.1619424	166486__D4KVZ2__cbiT
ERR1913311.1619473__1.1619473	28116__A0A1Y4VU28__SAMN05444282_1227
ERR1913311.1619538__1.1619538	39492__D4JU49__ERS852540_00175
ERR1913311.1619546__1.1619546	1262882__R5N0F4__BN519_00593
ERR1913311.1619549__1.1619549	39492__D4JUR4__ERS852540_01427
ERR1913311.1619555__1.1619555	39492__D4JRS7__ERS852540_02076
ERR1913311.1619611__1.1619611	1965576__A0A1Y4LSQ8__B5F19_04655
ERR1913311.1620069__1.1620069	1262882__R5MJZ7__BN519_01272
ERR1913311.1620053__1.1620053	28116__I8YA07__C5Z02_15915
ERR1913311.1620359__1.1620359	1262882__R5MLE6__BN519_01423
ERR1913311.1620317__1.1620317	1262913__R7JDP2__BN646_01793
ERR1913311.1620415__1.1620415	166486__D4L456__rpfG_10
ERR1913311.1620499__1.1620499	39492__D4JVX0__udk
ERR1913311.1620432__1.1620432	1897011__A0A1Q6RHD3__BHW41_02220
ERR1913311.1620716__1.1620716	301301__G2SZ82__RHOM_00970
ERR1913311.1620949__1.1620949	544645__A0A1Y3W252__DXC42_17140
ERR1913311.1620930__1.1620930	39492__D4JQM9__EUBSIR_00669
ERR1913311.1621123__1.1621123	214856__A0A174A257__ERS852447_01007
ERR1913311.1621125__1.1621125	46228__V8BTB9__RUMLAC_01945
ERR1913311.1621074__1.1621074	39492__D4JX87__EUBSIR_00361
ERR1913311.1621078__1.1621078	853__A0A173T0Y8__CGS54_07215
ERR1913311.1621244__1.1621244	39492__D4JX05__EUBSIR_01678
ERR1913311.1621360__1.1621360	936548__J1BC67__HMPREF1136_2009
ERR1913311.1621380__1.1621380	40520__A0A174JSI5__ERS852394_00345
ERR1913311.1621388__1.1621388	328814__GCA_004558275.1_02294
ERR1913311.1621628__1.1621628	39491__A0A396FUZ3__phoR_1
ERR1913311.1621564__1.1621564	371601__A0A078QBF2__HMPREF1074_01001
ERR1913311.1621632__1.1621632	1099853__G9S8I7__NSB1T_12985
ERR1913311.1621849__1.1621849	166486__D4KWL4__ROSINTL182_06052
ERR1913311.1621865__1.1621865	1262924__R7HPX8__BN585_00310
ERR1913311.1621913__1.1621913	1262913__R7JIT0__BN646_02465
ERR1913311.1621934__1.1621934	649756__A0A173R860__DO83_09130
ERR1913311.1621993__1.1621993	1263005__R6EZX6__BN497_00334
ERR1913311.1622087__1.1622087	1262882__R5MM69__BN519_00075
ERR1913311.1622145__1.1622145	1262913__R7JIT0__BN646_02465
ERR1913311.1622156__1.1622156	818__A0A3E5HDS4__BJP75_002620
ERR1913311.1622286__1.1622286	1150298__A0A174L2G3__ERS852498_01371
ERR1913311.1622294__1.1622294	1099853__R7DHR0__NSB1T_08950
ERR1913311.1622344__1.1622344	1262913__R7J556__BN646_00655
ERR1913311.1622349__1.1622349	46228__B5CLE1__HMPREF1202_01861
ERR1913311.1622363__1.1622363	46228__B5CQI6__RUMLAC_01732
ERR1913311.1622404__1.1622404	1262882__R5N048__BN519_00502
ERR1913311.1622440__1.1622440	301301__G2SZ87__RHOM_00995
ERR1913311.1622446__1.1622446	1262882__R5MS31__BN519_01529
ERR1913311.1622447__1.1622447	39488__A0A374NKN1__ltaS_2
ERR1913311.1622472__1.1622472	301301__G2SZ87__RHOM_00995
ERR1913311.1622645__1.1622645	39492__D4JX05__EUBSIR_01678
ERR1913311.1622794__1.1622794	360807__A0A0M6WCK5__ROSEINA2194_01361
ERR1913311.1623123__1.1623123	1262924__R7HSM4__BN585_00913
ERR1913311.1623126__1.1623126	371601__D7J4G5__DXD80_07740
ERR1913311.1623230__1.1623230	39492__D4JWJ4__EUBSIR_01090
ERR1913311.1623294__1.1623294	39492__R6SA81__EUBSIR_00402
ERR1913311.1623304__1.1623304	1262882__R5MHQ8__BN519_00707
ERR1913311.1623325__1.1623325	28116__E5C458__BACOV975_02730
ERR1913311.1623408__1.1623408	39492__D4JWI6__EUBSIR_01073
ERR1913311.1623562__1.1623562	246787__A0A3D6AYS8__HMPREF1062_06098
ERR1913311.1623584__1.1623584	357276__I9QBT7__BSEG_03340
ERR1913311.1623632__1.1623632	649756__D4MW63__DCR88_07570
ERR1913311.1623799__1.1623799	301301__G2SX14__RHOM_09085
ERR1913311.1623882__1.1623882	821__I9R3W6__DXC16_12455
ERR1913311.1623844__1.1623844	39492__D4MN06__EUBSIR_02672
ERR1913311.1623850__1.1623850	328814__GCA_004558275.1_01620
ERR1913311.1623904__1.1623904	39492__D4MIY5__EUBSIR_00233
ERR1913311.1624026__1.1624026	1262924__R7HPC8__BN585_00139
ERR1913311.1624042__1.1624042	39492__D4JR20__trmD
ERR1913311.1624181__1.1624181	46228__V8BY98__RUMLAC_00452
ERR1913311.1624136__1.1624136	214856__A0A174EQR4__rsmA
ERR1913311.1624145__1.1624145	46228__V8CCB0__HMPREF1202_00792
ERR1913311.1624293__1.1624293	39492__D4JSD3__EUBSIR_00131
ERR1913311.1624589__1.1624589	487175__D9Y2J1__HMPREF9439_02540
ERR1913311.1624603__1.1624603	39492__D4JRV7__EUBSIR_01513
ERR1913311.1624659__1.1624659	1262882__R5MND9__BN519_00831
ERR1913311.1624710__1.1624710	1297617__A0A0S2W429__BIV19_03925
ERR1913311.1624795__1.1624795	1150298__A0A174L6T3__cobD
ERR1913311.1624806__1.1624806	39491__A0A396FMF1__EUR_28700
ERR1913311.1624808__1.1624808	39485__R5ZPP8__EUBELI_20334
ERR1913311.1624828__1.1624828	1262924__R7HMZ4__BN585_01629
ERR1913311.1624880__1.1624880	214856__I3YMC8__ERS852447_02666
ERR1913311.1624901__1.1624901	1262882__R5MEN9__BN519_00201
ERR1913311.1625003__1.1625003	239935__A0A2N8IVR0__CXT87_07115
ERR1913311.1625053__1.1625053	214856__R6Z590__ERS852447_01059
ERR1913311.1625090__1.1625090	39491__A0A395ZGE4__ERS852497_01269
ERR1913311.1625132__1.1625132	410072__C0B9G6__ERS852481_03113
ERR1913311.1625150__1.1625150	214856__I3YMB7__Alfi_1811
ERR1913311.1625152__1.1625152	357276__I8WBQ9__HMPREF1065_03212
ERR1913311.1625227__1.1625227	1262882__R5MHZ2__BN519_00742
ERR1913311.1625238__1.1625238	821__A0A395VLM8__BvMPK_3650
ERR1913311.1625242__1.1625242	1262913__R7JBH4__BN646_01470
ERR1913311.1625261__1.1625261	487175__R5E7P2__HMPREF9439_00873
ERR1913311.1625388__1.1625388	40518__R5DY73__DXD86_02865
ERR1913311.1625432__1.1625432	39492__D4JV70__EUBSIR_01253
ERR1913311.1625412__1.1625412	239935__A0A2N8I5A2__DEF40_08455
ERR1913311.1625495__1.1625495	357276__I9F327__DXD47_22495
ERR1913311.1625614__1.1625614	301301__G2SZK8__ERS852391_00581
ERR1913311.1625616__1.1625616	39491__C4ZCV7__ERE_23110
ERR1913311.1625659__1.1625659	1262913__R7JIT0__BN646_02465
ERR1913311.1625666__1.1625666	357276__I9G0T7__BACDOR_04266
ERR1913311.1625707__1.1625707	301301__A0A395VGH2__dltB_2
ERR1913311.1625779__1.1625779	1262911__R6GSH8__BN557_00939
ERR1913311.1625766__1.1625766	39492__D4JU30__EUBSIR_00838
ERR1913311.1625952__1.1625952	2108523__A0A2P2F5J6__LAWASA_1285
ERR1913311.1626173__1.1626173	39491__A0A396FJJ9__DXB76_11995
ERR1913311.1626200__1.1626200	166486__R6AY46__ROSINTL182_06128
ERR1913311.1626205__1.1626205	371601__E4VPR2__BXY_44130
ERR1913311.1626313__1.1626313	39492__D4JX05__EUBSIR_01678
ERR1913311.1626423__1.1626423	166486__R6AZI2__ydaF
ERR1913311.1626571__1.1626571	626932__G5H871__HMPREF9450_01131
ERR1913311.1626621__1.1626621	1150298__A0A174N5I7__ERS852498_01953
ERR1913311.1626730__1.1626730	1262924__R7HQ14__BN585_00419
ERR1913311.1626853__1.1626853	1150298__A0A174MFD0__degA_1
ERR1913311.1626896__1.1626896	1550024__A0A0D8IYB1__TQ39_12130
ERR1913311.1626925__1.1626925	39492__D4JXA0__ERS852540_02538
ERR1913311.1626932__1.1626932	39492__R6SA81__EUBSIR_00402
ERR1913311.1626898__1.1626898	1263005__R6ESK3__BN497_01127
ERR1913311.1626939__1.1626939	1262882__R5MGK3__BN519_00655
ERR1913311.1626953__1.1626953	1262882__R5MLE6__BN519_01423
ERR1913311.1626967__1.1626967	39491__A0A396FKI6__mltF
ERR1913311.1627005__1.1627005	1897011__A0A1Q6RDX8__BHW41_05330
ERR1913311.1627042__1.1627042	39485__C4Z434__tilS
ERR1913311.1627372__1.1627372	40518__R5E6K4__RB5AMG_02070
ERR1913311.1627377__1.1627377	78346__A0A087D3Y1__BRUM_1576
ERR1913311.1627390__1.1627390	292800__A0A174NZG5__appA_1
ERR1913311.1627537__1.1627537	39491__D6E555__DXB99_06765
ERR1913311.1627621__1.1627621	371601__I9AGH0__BN890_47500
ERR1913311.1627689__1.1627689	40518__R5E500__RBL263_01193
ERR1913311.1627767__1.1627767	649756__D4MWI5__ERS852571_00908
ERR1913311.1627784__1.1627784	39485__R5ZHA7__ERS852490_00039
ERR1913311.1627934__1.1627934	46228__V8CB66__RUMLAC_02810
ERR1913311.1628179__1.1628179	40518__R5DZE2__DXD86_07400
ERR1913311.1628223__1.1628223	1262924__R7HQB3__BN585_00435
ERR1913311.1628457__1.1628457	301301__A0A174AM08__gluP_1
ERR1913311.1628661__1.1628661	371601__I9ALH7__DXD80_15875
ERR1913311.1628770__1.1628770	371601__A0A1Y4Q353__CW1_1747
ERR1913311.1628744__1.1628744	301301__G2SZF8__ERS852391_01416
ERR1913311.1628772__1.1628772	46503__R6X3F9__DCY29_09585
ERR1913311.1628806__1.1628806	821__E5UY21__C800_02204
ERR1913311.1628859__1.1628859	357276__A0A076IYE6__IY41_04275
ERR1913311.1629003__1.1629003	1965576__A0A1Y4L4M7__B5F19_14830
ERR1913311.1629035__1.1629035	357276__A0A0K2HI42__ABI39_06975
ERR1913311.1629274__1.1629274	214856__R5UN64__ERS852447_02669
ERR1913311.1629414__1.1629414	371601__A0A3E4NKK5__B5E52_17685
ERR1913311.1629419__1.1629419	40518__R5DP61__DXD86_06345
ERR1913311.1629509__1.1629509	28116__F7L4X5__M089_2857
ERR1913311.1629565__1.1629565	487175__D9Y8B5__HMPREF9439_02353
ERR1913311.1629644__1.1629644	39492__A0A174ZHV5__msbA_2
ERR1913311.1629625__1.1629625	218538__C9LQG5__GCWU000321_01796
ERR1913311.1629936__1.1629936	106588__A6NQY0__BACCAP_00604
ERR1913311.1629901__1.1629901	1262924__R7HRI6__BN585_00824
ERR1913311.1629902__1.1629902	1262882__R5MT42__BN519_01729
ERR1913311.1630006__1.1630006	1262882__R5MFK5__BN519_00378
ERR1913311.1630054__1.1630054	39491__A0A2U2EK03__ERE_28780
ERR1913311.1630059__1.1630059	246787__R6KRT7__BACCELL_01801
ERR1913311.1630112__1.1630112	1262882__R5N3T7__BN519_01188
ERR1913311.1630219__1.1630219	39491__A0A396FSK3__ERS852417_00383
ERR1913311.1630223__1.1630223	46228__V8CE73__DXD17_11635
ERR1913311.1630252__1.1630252	46503__R6Y8M7__ERS852463_01228
ERR1913311.1630280__1.1630280	246787__A0A3D6AV26__BcellWH2_02579
ERR1913311.1630290__1.1630290	40518__R5DTW7__phoU
ERR1913311.1630536__1.1630536	1150298__A0A174KZR5__ERS852498_01375
ERR1913311.1630685__1.1630685	1150298__R7JTH7__ERS852498_00177
ERR1913311.1630722__1.1630722	246787__A0A0P0FVC6__BACCELL_03671
ERR1913311.1630727__1.1630727	40520__R7DA92__DXC87_13515
ERR1913311.1630757__1.1630757	357276__A0A076J0Y3__IY41_06810
ERR1913311.1630912__1.1630912	216816__D6D9A3__BLNIAS_01911
ERR1913311.1630983__1.1630983	1262882__R5MKV8__BN519_01281
ERR1913311.1631204__1.1631204	853__C7H7F5__DWZ46_01780
ERR1913311.1631251__1.1631251	357276__B6W1Y5__IY41_11405
ERR1913311.1631224__1.1631224	28116__D4WLZ3__C5Z02_24105
ERR1913311.1631405__1.1631405	1262989__R6ZHL9__BN815_01323
ERR1913311.1631373__1.1631373	39492__R6RYB8__ERS852540_00322
ERR1913311.1631447__1.1631447	214856__I3YPI7__pepD_1
ERR1913311.1631692__1.1631692	216816__A0A133LQN7__BL15B_00780
ERR1913311.1631734__1.1631734	301301__A0A395VDE4__ERS852391_00518
ERR1913311.1631799__1.1631799	1150298__A0A174HDJ7__ERS852535_00590
ERR1913311.1631813__1.1631813	1262882__R5MT08__BN519_01706
ERR1913311.1631816__1.1631816	166486__D4KZY5__ROSINTL182_07635
ERR1913311.1631907__1.1631907	1262913__R7J7H8__BN646_00094
ERR1913311.1631958__1.1631958	1262882__R5N587__BN519_01643
ERR1913311.1632016__1.1632016	626933__H1DGX0__HMPREF9449_01506
ERR1913311.1632072__1.1632072	1262924__R7HKP8__BN585_01113
ERR1913311.1632164__1.1632164	371601__D6CXF7__BN891_50120
ERR1913311.1632195__1.1632195	39492__R6RYB8__ERS852540_00322
ERR1913311.1632263__1.1632263	40518__R5DVU7__RBL236_00839
ERR1913311.1632407__1.1632407	40518__R5DS37__DXD93_01965
ERR1913311.1632382__1.1632382	39492__D4JUP6__ERS852540_01404
ERR1913311.1632464__1.1632464	301301__G2T1N2__ERS852391_00344
ERR1913311.1632451__1.1632451	39492__D4JV86__spoIIE
ERR1913311.1632488__1.1632488	853__A0A173T0Y8__CGS54_07215
ERR1913311.1632555__1.1632555	39492__A0A174Z2N0__EUBSIR_01615
ERR1913311.1632655__1.1632655	1262882__R5N4F5__BN519_01266
ERR1913311.1632657__1.1632657	1262913__R7J952__BN646_00831
ERR1913311.1632842__1.1632842	301301__G2T3Q2__ERS852391_00522
ERR1913311.1632806__1.1632806	39492__D4JQS6__ykoD
ERR1913311.1632870__1.1632870	39491__D6E408__EUBREC_1466
ERR1913311.1632905__1.1632905	39492__D4JQL8__ywpJ
ERR1913311.1632911__1.1632911	301301__G2SZJ7__RHOM_00620
ERR1913311.1632936__1.1632936	39496__A5Z866__EUBVEN_01906
ERR1913311.1632989__1.1632989	204516__U6R8Z4__HMPREF1534_03879
ERR1913311.1633012__1.1633012	46228__V8BRM9__HMPREF1202_02379
ERR1913311.1633032__1.1633032	1262882__R5N211__BN519_01033
ERR1913311.1633098__1.1633098	301302__A0A173RJJ7__ERS852420_00620
ERR1913311.1633102__1.1633102	166486__D4L0E1__ypdA_4
ERR1913311.1633131__1.1633131	246787__A0A0P0GR24__BcellWH2_03263
ERR1913311.1633180__1.1633180	1262882__R5MIW5__BN519_00945
ERR1913311.1633218__1.1633218	360807__A0A173ZAC7__ROSEINA2194_01522
ERR1913311.1633304__1.1633304	39488__A0A374NKN1__ltaS_2
ERR1913311.1633367__1.1633367	1262924__R7HQB7__BN585_02057
ERR1913311.1633416__1.1633416	166486__D4KZ24__ROSINTL182_05766
ERR1913311.1633527__1.1633527	328814__GCA_004558275.1_00079
ERR1913311.1633533__1.1633533	39492__B0MNL5__phoR_1
ERR1913311.1633550__1.1633550	239935__A0A2N8IVR0__CXT87_07115
ERR1913311.1633624__1.1633624	156456__G9YIG0__HMPREF0080_01452
ERR1913311.1633625__1.1633625	204516__U6RFU0__HMPREF1534_02545
ERR1913311.1633665__1.1633665	39492__R6RT40__prkC_3
ERR1913311.1633710__1.1633710	1262756__R5XC86__BN568_02327
ERR1913311.1633774__1.1633774	360807__C0G0A1__ERS852444_02410
ERR1913311.1633817__1.1633817	39485__C4Z1Y9__EUBELI_00143
ERR1913311.1633853__1.1633853	39492__D4JWY5__rpe
ERR1913311.1633861__1.1633861	371601__C3QB87__BN890_8390
ERR1913311.1633880__1.1633880	216816__A0A2N0SME6__BLIF_1881
ERR1913311.1634035__1.1634035	1262924__R7HQN1__BN585_00550
ERR1913311.1634064__1.1634064	2108523__A0A2P2F8A7__LAWASA_2275
ERR1913311.1634148__1.1634148	357276__A0A0K2HDP3__IY41_00705
ERR1913311.1634151__1.1634151	216816__C2GUV2__APC1478_0430
ERR1913311.1634158__1.1634158	47678__R5UT83__DW706_09750
ERR1913311.1634130__1.1634130	821__A0A174NVL6__NCTC10583_01782
ERR1913311.1634131__1.1634131	1262882__R5N3H1__BN519_01121
ERR1913311.1634238__1.1634238	39488__A0A174BS94__DXD91_16570
