ERR1913317.44__1.44	28116__A0A3E5HUC8__DHW41_21025
ERR1913317.978692__1.978692	821__A0A3E4WAR6__DXD64_10735
ERR1913317.978769__1.978769	821__A0A0P0LNX8__ERS852509_03015
ERR1913317.978861__1.978861	820__A0A3E4VXP2__yesR
ERR1913317.978862__1.978862	187327__G4Q6E0__ACDG_00710
ERR1913317.978904__1.978904	28116__A0A3E5HUC8__DHW41_21025
ERR1913317.978881__1.978881	626929__R6LKK1__B5F24_07400
ERR1913317.978969__1.978969	204516__U6RAM4__HMPREF1534_03439
ERR1913317.978972__1.978972	1680__A0A173X776__B0070_1318
ERR1913317.979030__1.979030	40518__R5DXI4__DXD86_07420
ERR1913317.979032__1.979032	1150298__A0A174I2L4__ERS852535_01377
ERR1913317.979066__1.979066	745368__A0A1T4XUK3__SAMN02745178_02339
ERR1913317.979084__1.979084	2108523__A0A2P2F4E1__LAWASA_871
ERR1913317.979216__1.979216	820__A0A374Q854__HMPREF1073_03281
ERR1913317.979295__1.979295	28117__B0MZ14__ALIPUT_02383
ERR1913317.979332__1.979332	28118__F9ZAB4__B5F93_06270
ERR1913317.979355__1.979355	820__A0A174TRB5__DXD40_11305
ERR1913317.979410__1.979410	820__A0A3E4W984__pssA
ERR1913317.979415__1.979415	820__A0A3E4WCX3__C801_02709
ERR1913317.979449__1.979449	28116__R6JI94__ERS852555_01222
ERR1913317.979596__1.979596	40518__R5DVQ2__DXD93_00365
ERR1913317.979558__1.979558	649756__L1Q8X1__DCR88_03995
ERR1913317.979511__1.979511	187327__G4Q6A3__ACDG_01732
ERR1913317.979634__1.979634	39491__A0A395UVM9__DXB76_04540
ERR1913317.979692__1.979692	1304__Q55242__V471_04485
ERR1913317.979761__1.979761	28117__R7JH62__BHV66_05735
ERR1913317.979832__1.979832	820__A0A374Q854__HMPREF1073_03281
ERR1913317.979975__1.979975	40518__R5DW64__RBL236_01394
ERR1913317.980120__1.980120	239935__A0A2N8HB50__CXU17_02615
ERR1913317.980065__1.980065	820__A0A3E4W4Y7__B5G17_02055
ERR1913317.980070__1.980070	166486__D4KRN9__ERS852572_01822
ERR1913317.980229__1.980229	820__A0A3E4G2R7__DXC07_00510
ERR1913317.980273__1.980273	820__A0A3E4PYB0__yejM
ERR1913317.980503__1.980503	328813__A0A1Y3QRL5__B5G41_11625
ERR1913317.980526__1.980526	187327__G4Q2R0__ACDG_01369
ERR1913317.980551__1.980551	40518__R5DXW3__DXD86_07900
ERR1913317.980599__1.980599	214856__R6YC22__ERS852447_01215
ERR1913317.980809__1.980809	820__A0A3E5BMG9__DXD40_05130
ERR1913317.980810__1.980810	1263107__GCA_000436995.1_00056
ERR1913317.980834__1.980834	39491__A0A0M6WWT1__dus_2
ERR1913317.980896__1.980896	820__R9HXK9__DXB62_08265
ERR1913317.980974__1.980974	820__A0A139KG04__ERS852459_01249
ERR1913317.981179__1.981179	818__R7KV41__Btheta7330_04616
ERR1913317.981180__1.981180	820__A0A374Q4X1__HMPREF2141_02370
ERR1913317.981215__1.981215	39486__R6TK96__DXB12_05650
ERR1913317.981319__1.981319	820__A0A174M9V5__M093_0237
ERR1913317.981328__1.981328	1262743__R5C054__BN727_01980
ERR1913317.981404__1.981404	28116__A0A1Y4PWE4__M089_4352
ERR1913317.981417__1.981417	246787__A0A3D6AXJ7__BACCELL_02379
ERR1913317.981542__1.981542	820__A0A374QGD2__ERS852421_02382
ERR1913317.981482__1.981482	28116__A0A1H4GBQ8__HMPREF1017_04241
ERR1913317.981563__1.981563	187327__G4Q2J4__Acin_1428
ERR1913317.981584__1.981584	820__A0A173YYG4__evgS_3
ERR1913317.981624__1.981624	821__C6Z451__BHV80_04265
ERR1913317.981625__1.981625	28116__A7LSB9__DXF98_11950
ERR1913317.981687__1.981687	40518__R5DYM0__DXD86_08165
ERR1913317.981747__1.981747	40518__R5DR96__RBATCC27255_01185
ERR1913317.981814__1.981814	823__C7X996__DD466_12595
ERR1913317.981918__1.981918	820__A0A139JY23__B5G17_06330
ERR1913317.982119__1.982119	39491__A0A173VYV1__DXC13_02710
ERR1913317.982168__1.982168	1680__A7A7Z9__AAX71_05385
ERR1913317.982172__1.982172	357276__A0A076IS26__EL88_15950
ERR1913317.982295__1.982295	40520__A0A396A356__DXB81_07630
ERR1913317.982401__1.982401	418240__C6J887__ERS852523_03392
ERR1913317.982433__1.982433	820__A0A3E4G826__C801_01612
ERR1913317.982463__1.982463	820__A0A078STJ8__DXC68_04690
ERR1913317.982478__1.982478	552398__F4XHJ6__HMPREF0866_03100
ERR1913317.982555__1.982555	40518__R5DQL2__RBATCC27255_00937
ERR1913317.982557__1.982557	40518__R5E6K5__speA
ERR1913317.982595__1.982595	40518__R5E2F3__artQ
ERR1913317.982762__1.982762	39491__A0A173SH34__EUR_24920
ERR1913317.982943__1.982943	820__A0A374MXK3__HMPREF1072_00166
ERR1913317.982992__1.982992	187327__G4Q388__thiW
ERR1913317.983119__1.983119	1680__A0A0C2VBJ4__birA
ERR1913317.983120__1.983120	1535__A7VNP6__CH238_14995
ERR1913317.983182__1.983182	1262954__R7FCJ4__BN611_01800
ERR1913317.983293__1.983293	28117__R7JJM9__ALIPUT_00662
ERR1913317.983394__1.983394	40518__R5DZM6__lytR_3
ERR1913317.983468__1.983468	187327__G4Q2J8__Acin_1432
ERR1913317.983491__1.983491	821__A0A396F598__CUU_3259
ERR1913317.983511__1.983511	818__E5C5U7__SAMN05216253_101163
ERR1913317.983473__1.983473	28116__A0A1G8P076__AA414_01051
ERR1913317.983553__1.983553	821__A6L0C7__ERS852556_03520
ERR1913317.983597__1.983597	820__A0A173YYG4__evgS_3
ERR1913317.983613__1.983613	820__A0A078S569__gmhB
ERR1913317.983642__1.983642	418240__A0A174DNS5__ERS852478_02290
ERR1913317.983683__1.983683	820__A0A3E4RUC4__DHU98_02635
ERR1913317.983772__1.983772	357276__I8VLL2__HMPREF1065_03395
ERR1913317.983703__1.983703	40518__R5DZM6__lytR_3
ERR1913317.983979__1.983979	40518__R5DVU7__RBL236_00839
ERR1913317.984077__1.984077	820__A0A396EUU8__luxQ_3
ERR1913317.984084__1.984084	39491__A0A174K1W6__DXB99_15020
ERR1913317.984086__1.984086	39491__A0A396FSR4__ERS852580_02287
ERR1913317.984105__1.984105	820__A0A139K8N1__ERS852554_00951
ERR1913317.984211__1.984211	821__D4VD59__BHV80_04260
ERR1913317.984264__1.984264	820__R9I2U8__DXC68_09590
ERR1913317.984345__1.984345	292800__A0A174TQ47__HMPREF0372_00674
ERR1913317.984346__1.984346	487174__R5F4K8__HMPREF9448_01532
ERR1913317.984415__1.984415	487174__K0X070__HMPREF9448_01324
ERR1913317.984456__1.984456	292800__G9YW24__A4U99_01365
ERR1913317.984524__1.984524	820__A7VAS1__HMPREF2141_03259
ERR1913317.984544__1.984544	820__A0A139JUD3__DXC91_19380
ERR1913317.984600__1.984600	187327__G4Q2J7__ACDG_01693
ERR1913317.984569__1.984569	328814__GCA_004558275.1_00063
ERR1913317.984652__1.984652	28117__R7JH62__BHV66_05735
ERR1913317.984703__1.984703	28116__E5C458__BACOV975_02730
ERR1913317.984709__1.984709	572010__hgdC_1
ERR1913317.984818__1.984818	40518__A0A2N0UUY0__DXD83_02620
ERR1913317.984854__1.984854	820__A7UYX8__DXD40_11635
ERR1913317.984864__1.984864	2108523__A0A2P2F5U2__LAWASA_1376
ERR1913317.985119__1.985119	821__A0A174JYD3__ERS852457_02610
ERR1913317.985269__1.985269	823__A0A174VHT1__DHP27_04775
ERR1913317.985323__1.985323	820__A0A3E5E0T0__ERS852554_00312
ERR1913317.985340__1.985340	572010__argF
ERR1913317.985408__1.985408	40518__R5E550__aroK
ERR1913317.985383__1.985383	28116__A0A1Y4PWN5__M088_3731
ERR1913317.985478__1.985478	820__R9I3Q7__HMPREF1072_01668
ERR1913317.985604__1.985604	820__A0A174CG08__DXB62_13215
ERR1913317.985739__1.985739	820__A0A139K4T0__ERS852510_03146
ERR1913317.985755__1.985755	821__E5UY21__C800_02204
ERR1913317.985775__1.985775	820__A0A174CK74__DXB48_07060
ERR1913317.985899__1.985899	46506__B0NU77__AA415_02810
ERR1913317.986000__1.986000	187327__G4Q6N4__Acin_0130
ERR1913317.986110__1.986110	820__A0A139K426__B5G17_09115
ERR1913317.986163__1.986163	820__A0A139KG04__ERS852459_01249
ERR1913317.986178__1.986178	487174__R5FN40__HMPREF9448_01366
ERR1913317.986320__1.986320	818__D7I7V5__BJP75_001030
ERR1913317.986402__1.986402	820__A0A396EUV1__B5G17_06465
ERR1913317.986426__1.986426	187327__R6N873__ACDG_01983
ERR1913317.986431__1.986431	187327__R6M8W0__Acin_0920
ERR1913317.986591__1.986591	187327__G4Q2M9__ACDG_01875
ERR1913317.986771__1.986771	29361__B6FRT6__CLONEX_02860
ERR1913317.986816__1.986816	357276__B6W1J2__BACDOR_03380
ERR1913317.986968__1.986968	821__E5UY21__C800_02204
ERR1913317.986994__1.986994	74426__nifJ
ERR1913317.987008__1.987008	214856__I3YPP0__ERS852447_01388
ERR1913317.987040__1.987040	74426__pdxS
ERR1913317.987077__1.987077	357276__I8WFU9__BACDOR_02006
ERR1913317.987114__1.987114	820__A0A174M9V5__M093_0237
ERR1913317.987128__1.987128	823__A6LBY1__ERS852380_00510
ERR1913317.987175__1.987175	820__A0A173XIP7__B5G17_16050
ERR1913317.987209__1.987209	28117__B0MXG8__ALIPUT_01814
ERR1913317.987270__1.987270	39491__A0A395ZEN3__DXD95_12655
ERR1913317.987341__1.987341	820__A7V470__HMPREF1072_02076
ERR1913317.987427__1.987427	47678__R5UAG4__DW706_17045
ERR1913317.987367__1.987367	40518__R5DTJ1__DXD86_03635
ERR1913317.987377__1.987377	28116__A0A395VRD0__HMPREF1017_03376
ERR1913317.987582__1.987582	39496__A5ZAC3__EUBVEN_02670
ERR1913317.987584__1.987584	165179__A0A3E5DX15__DXC61_00345
ERR1913317.987697__1.987697	820__A0A174QT76__B5G17_18060
ERR1913317.987731__1.987731	820__A7VAR9__ERS852421_00197
ERR1913317.987777__1.987777	823__A0A173TL14__M095_0764
ERR1913317.987788__1.987788	1160721__W0U2E1__RBI_I00200
ERR1913317.987945__1.987945	40518__R5DZU5__RBL263_00458
ERR1913317.987913__1.987913	40518__R5DZB3__RB5AMG_01719
ERR1913317.987919__1.987919	40518__R5DP21__RBATCC27255_00348
ERR1913317.988064__1.988064	821__A0A395UNT8__DXD64_15275
ERR1913317.988165__1.988165	40518__R5E282__DXD86_08940
ERR1913317.988317__1.988317	556259__I0PYL9__BSGG_5205
ERR1913317.988404__1.988404	626929__F3PJP7__HMPREF9445_02250
ERR1913317.988472__1.988472	823__A0A174GGT1__queG
ERR1913317.988528__1.988528	28116__A0A395VSP8__ERS852555_02642
ERR1913317.988674__1.988674	40518__R5DWQ2__DXD93_03810
ERR1913317.988651__1.988651	40518__R5DY98__mepA_5
ERR1913317.988669__1.988669	820__A0A3E4W9D9__B5G17_12400
ERR1913317.988771__1.988771	187327__G4Q8Y2__ACDG_01084
ERR1913317.988886__1.988886	1262743__R5C054__BN727_01980
ERR1913317.988870__1.988870	820__A0A3E4G826__C801_01612
ERR1913317.989011__1.989011	40518__R5DVR2__RBL236_00303
ERR1913317.989145__1.989145	820__A0A3E4W6P0__gmhA
ERR1913317.989222__1.989222	39491__A0A396FNY7__LD38_16155
ERR1913317.989263__1.989263	821__A0A0P0LKG6__HMPREF1058_02188
ERR1913317.989269__1.989269	39488__C0F0P7__ERS852578_02651
ERR1913317.989278__1.989278	28117__B0MYW7__ALIPUT_02336
ERR1913317.989710__1.989710	47678__R5UXY0__CGC64_03535
ERR1913317.989767__1.989767	187327__U2TUH7__ACDG_00970
ERR1913317.989811__1.989811	487174__K0X1D9__HMPREF9448_00919
ERR1913317.989793__1.989793	821__A0A174T998__DXB82_10860
ERR1913317.989932__1.989932	1776081__A0A1B8WT11__A0U42_02585
ERR1913317.989984__1.989984	28116__A7LSB9__DXF98_11950
ERR1913317.990090__1.990090	823__D7IW29__DXD05_13365
ERR1913317.990106__1.990106	820__A0A1T4IYF4__mprA_1
ERR1913317.990230__1.990230	820__A0A174CK74__DXB48_07060
ERR1913317.990295__1.990295	820__A0A3E4GFT8__HMPREF1073_03236
ERR1913317.990264__1.990264	821__A0A0P0M2J4__DXD46_10295
ERR1913317.990383__1.990383	1262746__R5SS80__BN750_02125
ERR1913317.990361__1.990361	820__A0A3E4RUC4__DHU98_02635
ERR1913317.990478__1.990478	301302__R5UL57__ERS852420_00622
ERR1913317.990508__1.990508	820__A0A374Q8T2__DXB64_16190
ERR1913317.990546__1.990546	823__A0A174U5E4__BDI_3390
ERR1913317.990549__1.990549	818__D7I7V5__BJP75_001030
ERR1913317.990681__1.990681	820__A0A3E4FZM1__adaA_2
ERR1913317.990717__1.990717	187327__G4Q2T7__ACDG_01747
ERR1913317.990749__1.990749	246787__A0A3D6B2C7__BcellWH2_03259
ERR1913317.990760__1.990760	820__A0A1T4IYF4__mprA_1
ERR1913317.990743__1.990743	28116__A0A1Y4Q1S9__DHW41_02535
ERR1913317.990774__1.990774	74426__rpoB
ERR1913317.990875__1.990875	46506__A0A3E4USX2__BACSTE_03107
ERR1913317.990917__1.990917	1263107__GCA_000436995.1_00039
ERR1913317.991028__1.991028	820__A0A173WZS4__DXD90_10250
ERR1913317.991142__1.991142	820__A0A173YYG4__evgS_3
ERR1913317.991237__1.991237	1263044__GCA_000433375.1_00023
ERR1913317.991266__1.991266	28116__A7M018__M089_5540
ERR1913317.991321__1.991321	387090__S0F8B2__BACCOPRO_02129
ERR1913317.991348__1.991348	28116__A0A1Y4P6Z8__HMPREF1069_04439
ERR1913317.991352__1.991352	706562__GCA_900112995.1_02127
ERR1913317.991356__1.991356	1680__A0A087DHN0__AL0462_1532
ERR1913317.991536__1.991536	821__A0A173WG51__BVU_2549
ERR1913317.991570__1.991570	572010__nrdD
ERR1913317.991659__1.991659	820__R9I2U8__DXC68_09590
ERR1913317.991851__1.991851	187327__G4Q3H7__Acin_1761
ERR1913317.991857__1.991857	216816__E8MW20__DD674_07905
ERR1913317.991932__1.991932	649756__D4MX84__ERS852520_02352
ERR1913317.992025__1.992025	821__A0A174MBW9__SAMN04487923_10272
ERR1913317.991978__1.991978	214856__R6XNE7__ERS852447_02267
ERR1913317.992076__1.992076	820__A7V049__DXB48_04755
ERR1913317.992090__1.992090	39491__A0A395ZHW3__ERS852417_01359
ERR1913317.992156__1.992156	40518__R5DYP7__envC
ERR1913317.992163__1.992163	821__A0A174TD86__C800_00949
ERR1913317.992247__1.992247	187327__G4Q600__ACDG_00661
ERR1913317.992281__1.992281	1262746__R5SS80__BN750_02125
ERR1913317.992304__1.992304	821__A0A174MBW9__SAMN04487923_10272
ERR1913317.992314__1.992314	820__A0A3E4G826__C801_01612
ERR1913317.992361__1.992361	820__A0A139K426__B5G17_09115
ERR1913317.992526__1.992526	40518__R5DR39__mreB_2
ERR1913317.992604__1.992604	39491__A0A173U130__ERE_16110
ERR1913317.992661__1.992661	820__A0A3E5BMG9__DXD40_05130
ERR1913317.992666__1.992666	821__A0A395UNT8__DXD64_15275
ERR1913317.992643__1.992643	216816__B7GQF0__CE170_00160
ERR1913317.992743__1.992743	821__A0A174NM17__lacZ_6
ERR1913317.992704__1.992704	47678__R5U325__HMPREF1061_03209
ERR1913317.992835__1.992835	820__A0A3E4W4W5__ERS852554_02179
ERR1913317.992870__1.992870	187327__G4Q6A3__ACDG_01732
ERR1913317.992901__1.992901	214856__A0A175A6T5__ERS852447_02658
ERR1913317.992949__1.992949	820__A0A173XIP7__B5G17_16050
ERR1913317.993131__1.993131	169435__B0P982__DXC40_14410
ERR1913317.993146__1.993146	1680__A7A4N3__ERS852382_00779
ERR1913317.993446__1.993446	1780376__A0A143XEY2__BN3659_00222
ERR1913317.993507__1.993507	820__R9HP61__DXC91_01090
ERR1913317.993600__1.993600	28116__D4WLZ3__C5Z02_24105
ERR1913317.993680__1.993680	820__A0A396EUU8__luxQ_3
ERR1913317.993682__1.993682	820__A0A139KJ23__celCCA
ERR1913317.993885__1.993885	820__A0A374Q1D8__SAMN05444418_112114
ERR1913317.993900__1.993900	820__A0A3E4W3Y0__HMPREF2141_00338
ERR1913317.994097__1.994097	187327__G4Q6A3__ACDG_01732
ERR1913317.994193__1.994193	358743__A0A0F0C4X3__HMPREF9469_04638
ERR1913317.994206__1.994206	649756__E5VMQ9__prkC_2
ERR1913317.994247__1.994247	357276__B6W1J2__BACDOR_03380
ERR1913317.994227__1.994227	821__D4VC51__M099_1508
ERR1913317.994276__1.994276	166486__D4L456__rpfG_10
ERR1913317.994299__1.994299	40518__R5DVH6__DXD86_08955
ERR1913317.994370__1.994370	821__C6ZAA5__ERS852556_00403
ERR1913317.994481__1.994481	820__A7VAS1__HMPREF2141_03259
ERR1913317.994545__1.994545	820__A0A174R952__DXB48_02570
ERR1913317.994633__1.994633	820__A0A3E4QZJ7__C801_01798
ERR1913317.994649__1.994649	28117__B0MTH2__ALIPUT_00061
ERR1913317.994790__1.994790	246787__A0A0P0FSC9__BACCELL_02534
ERR1913317.994888__1.994888	40518__R5DQL2__RBATCC27255_00937
ERR1913317.994902__1.994902	821__A0A174NM17__lacZ_6
ERR1913317.995102__1.995102	820__A0A3E4W4Y7__B5G17_02055
ERR1913317.995119__1.995119	820__A0A139K1Y6__DXB48_02610
ERR1913317.995157__1.995157	820__A0A3E4PYB0__yejM
ERR1913317.995174__1.995174	626929__F3PE25__B5F97_01770
ERR1913317.995188__1.995188	820__A0A174LJB2__HMPREF1072_04112
ERR1913317.995192__1.995192	214856__R6XKW1__ERS852559_01141
ERR1913317.995242__1.995242	820__A0A3E4WA06__ERS852554_03404
ERR1913317.995205__1.995205	649756__L1PU84__ERS852571_01295
ERR1913317.995313__1.995313	40518__R5E670__DXD93_06195
ERR1913317.995374__1.995374	820__A0A173YYG4__evgS_3
ERR1913317.995563__1.995563	216816__D6DC09__BLIC_a02334
ERR1913317.995638__1.995638	28116__A0A1Y4V8A3__HMPREF1069_03044
ERR1913317.995675__1.995675	820__A0A3E4RU03__M093_0563
ERR1913317.995679__1.995679	187327__G4Q3J1__ACDG_01977
ERR1913317.995776__1.995776	187327__R6MDJ4__ACDG_00402
ERR1913317.995806__1.995806	820__A0A139K4W5__HMPREF2141_02394
ERR1913317.995846__1.995846	1680__A0A174BEE7__BSTER_1311
ERR1913317.995903__1.995903	1099853__U5CDU5__NSB1T_05645
ERR1913317.995968__1.995968	1680__A0A1V8QAM8__BIFADO_02272
ERR1913317.996197__1.996197	820__A0A139KA34__B5G17_05520
ERR1913317.996255__1.996255	28052__R7NCD4__ERS852451_00170
ERR1913317.996281__1.996281	820__A0A139KA34__B5G17_05520
ERR1913317.996302__1.996302	821__U6RDC2__DXD46_15675
ERR1913317.996313__1.996313	821__A0A173WG51__BVU_2549
ERR1913317.996324__1.996324	649756__R5Z9G3__ERS852571_02234
ERR1913317.996370__1.996370	28116__A0A1H4GBQ8__HMPREF1017_04241
ERR1913317.996432__1.996432	28117__B0MYM2__BHV66_04910
ERR1913317.996482__1.996482	1628085__A0A3E2XZW0__C7386_101386
ERR1913317.996566__1.996566	820__A7V8C2__ERS852554_01338
ERR1913317.996577__1.996577	820__A7V9F9__B5G17_14640
ERR1913317.996587__1.996587	74426__rpoC
ERR1913317.996649__1.996649	820__A0A3E4G826__C801_01612
ERR1913317.996660__1.996660	1680__R5GSL8__DXD60_03315
ERR1913317.996709__1.996709	820__A0A3E4FZM1__adaA_2
ERR1913317.996868__1.996868	820__A0A3E4W6P0__gmhA
ERR1913317.996886__1.996886	187327__G4Q440__pepD
ERR1913317.996908__1.996908	1150298__R7JTH7__ERS852498_00177
ERR1913317.996932__1.996932	239935__A0A2N8HZZ2__CXU19_04895
ERR1913317.996965__1.996965	649756__A0A173RGN8__DO83_04830
ERR1913317.997105__1.997105	28117__B0MWX3__BHV66_03010
ERR1913317.997188__1.997188	820__A0A139JY23__B5G17_06330
ERR1913317.997197__1.997197	187327__G4Q5R8__Acin_2165
ERR1913317.997235__1.997235	745368__A0A1T4XVH3__SAMN02745178_02334
ERR1913317.997341__1.997341	820__A0A139KH21__DXC80_01780
ERR1913317.997357__1.997357	649756__D4MY23__ERS852571_00200
ERR1913317.997456__1.997456	187327__G4Q3P7__Acin_0528
ERR1913317.997508__1.997508	821__A0A3E4XY72__NCTC10583_01067
ERR1913317.997580__1.997580	28118__F9ZC62__DF785_13495
ERR1913317.997670__1.997670	626929__A0A1Y4JTW9__B5F97_02770
ERR1913317.997822__1.997822	853__A0A2A7B1Y7__C7K05_11930
ERR1913317.997824__1.997824	820__A0A374MMF0__HMPREF1073_03811
ERR1913317.997914__1.997914	626929__R6L473__HMPREF9445_00229
ERR1913317.998094__1.998094	40518__R5DWB0__DXD86_00925
ERR1913317.998100__1.998100	1150298__A0A174MDR2__ERS852498_01766
ERR1913317.998120__1.998120	820__A0A174QT76__B5G17_18060
ERR1913317.998155__1.998155	328814__GCA_004558275.1_00234
ERR1913317.998174__1.998174	820__A0A3E4VZY4__ERS852554_01211
ERR1913317.998327__1.998327	214856__A0A174ZB00__ERS852559_00631
ERR1913317.998351__1.998351	40518__R5E4E8__phoR_4
ERR1913317.998402__1.998402	820__A0A139K2N9__DXB62_12420
ERR1913317.998491__1.998491	821__A0A174K302__CUU_3129
ERR1913317.998513__1.998513	39491__C4ZCV5__DXB99_11855
ERR1913317.998521__1.998521	28116__A0A396DFW5__C5Z02_07010
ERR1913317.998541__1.998541	487174__K0X524__DDY40_09270
ERR1913317.998669__1.998669	214856__E4MFP6__ERS852447_01708
ERR1913317.998707__1.998707	820__A7V092__hldE
ERR1913317.998769__1.998769	1628085__A0A396QCK7__C7386_10670
ERR1913317.998838__1.998838	821__D4VD59__BHV80_04260
ERR1913317.998977__1.998977	292800__A0A1C7FP14__ERS852518_04317
ERR1913317.999001__1.999001	40518__R5DTH7__DXD83_02405
ERR1913317.999069__1.999069	47678__R5U206__C5Z00_07065
ERR1913317.999243__1.999243	169435__B0P9T1__ANACOL_01500
ERR1913317.999312__1.999312	820__A0A174M9V5__M093_0237
ERR1913317.999332__1.999332	487174__K0WR72__HMPREF9448_02610
ERR1913317.999355__1.999355	357276__I9QBT7__BSEG_03340
ERR1913317.999432__1.999432	820__A0A3E4G493__ERS417307_00253
ERR1913317.999531__1.999531	1262911__R6H2J2__BN557_01228
ERR1913317.999577__1.999577	214856__R6Z5D0__resA_4
ERR1913317.999516__1.999516	820__A0A3E5BMG9__DXD40_05130
ERR1913317.999621__1.999621	626929__F3PIK9__HMPREF9445_01807
ERR1913317.999627__1.999627	28116__D4WPD7__HMPREF1069_02183
ERR1913317.999630__1.999630	1680__A0A0C2VBJ4__birA
ERR1913317.999830__1.999830	820__A0A174R952__DXB48_02570
ERR1913317.999932__1.999932	28116__I9ST00__M088_5588
ERR1913317.1000006__1.1000006	818__D7I7V5__BJP75_001030
ERR1913317.1000103__1.1000103	384639__GCA_003096855.1_01225
ERR1913317.1000139__1.1000139	40518__R5DU52__RB5AMG_02245
ERR1913317.1000371__1.1000371	649756__A0A174J035__DO83_03925
ERR1913317.1000665__1.1000665	40518__R5E6T5__DXD86_02820
ERR1913317.1000749__1.1000749	820__A0A1T4IY80__ERS852554_01621
ERR1913317.1000838__1.1000838	1550024__A0A0D8IU01__TQ39_19670
ERR1913317.1000882__1.1000882	1150298__A0A174KZR5__ERS852498_01375
ERR1913317.1000925__1.1000925	820__A0A139K337__ERS852459_02375
ERR1913317.1000946__1.1000946	39491__A0A0M6WWT1__dus_2
ERR1913317.1000949__1.1000949	821__A0A174JYD3__ERS852457_02610
ERR1913317.1000950__1.1000950	216816__A0A2N0SME6__BLIF_1881
ERR1913317.1001025__1.1001025	187327__U2VMS3__ACDG_00972
ERR1913317.1001029__1.1001029	820__A0A396CMY7__HMPREF1072_03009
ERR1913317.1001049__1.1001049	187327__G4Q3P7__Acin_0528
ERR1913317.1001068__1.1001068	820__A0A139JUD3__DXC91_19380
ERR1913317.1001080__1.1001080	418240__A0A174NZX7__tagF_1
ERR1913317.1001212__1.1001212	572010__hgdC_1
ERR1913317.1001223__1.1001223	187327__G4Q3E1__dnaQ
ERR1913317.1001233__1.1001233	28116__A0A1Y4Q119__DXD69_10975
ERR1913317.1001444__1.1001444	28116__A0A395VT11__SAMN05444282_11739
ERR1913317.1001603__1.1001603	823__A0A073I5R7__cloSI
ERR1913317.1001959__1.1001959	40518__R5DVL2__penA
ERR1913317.1001993__1.1001993	820__A0A174F0C1__nreB
ERR1913317.1002021__1.1002021	649756__D4MZ13__DCR88_08760
ERR1913317.1002153__1.1002153	187327__G4Q902__Acin_0458
ERR1913317.1002212__1.1002212	187327__G4Q3J1__ACDG_01977
ERR1913317.1002301__1.1002301	649756__A0A174B2V7__ERS852475_01064
ERR1913317.1002371__1.1002371	371601__A0A1Y4VIV8__SAMN05216250_12923
ERR1913317.1002450__1.1002450	1776081__A0A1B8WXB9__A0U42_00960
ERR1913317.1002452__1.1002452	820__A0A3E4FZM1__adaA_2
ERR1913317.1002535__1.1002535	28117__B0MUL5__ALIPUT_00722
ERR1913317.1002544__1.1002544	47678__A5ZB44__C5Z00_17730
ERR1913317.1002555__1.1002555	1965604__A0A1Y4EQ64__B5F54_11145
ERR1913317.1002595__1.1002595	820__A0A3E4G3J9__ERS852459_02265
ERR1913317.1002611__1.1002611	216816__A0A0S2MCH0__AYW81_04880
ERR1913317.1002634__1.1002634	28117__B0MXW9__ALIPUT_01981
ERR1913317.1002683__1.1002683	28116__A7LS02__DXF98_24100
