ERR1912976.284__1.284	329854__R5M2W6__DXD57_07830
ERR1912976.4342204__1.4342204	1262988__R7N8H1__BN816_00011
ERR1912976.4342244__1.4342244	39485__A0A174ZMD4__ERS852492_01969
ERR1912976.4342311__1.4342311	39485__A0A174ZPJ9__tig_2
ERR1912976.4342352__1.4342352	39491__A0A396FP46__cobD_2
ERR1912976.4342477__1.4342477	33038__F7JTF2__CDL22_02335
ERR1912976.4342547__1.4342547	165179__D1PGU8__PREVCOP_06463
ERR1912976.4342530__1.4342530	301302__R5UQ61__M72_23071
ERR1912976.4342604__1.4342604	165179__A0A3E5EDV6__DXC61_03365
ERR1912976.4342932__1.4342932	1160721__W0U2W0__BHW50_02075
ERR1912976.4342948__1.4342948	1262988__R7N458__BN816_01558
ERR1912976.4342950__1.4342950	40519__U2MCQ8__RUMCAL_00556
ERR1912976.4343088__1.4343088	214856__I3YMC8__ERS852447_02666
ERR1912976.4343156__1.4343156	33038__A0A396G851__tig
ERR1912976.4343257__1.4343257	821__A0A395UNT8__DXD64_15275
ERR1912976.4343286__1.4343286	33038__A0A2N5NWR8__CDL18_14140
ERR1912976.4343245__1.4343245	1897011__A0A1Q6RJV1__BHW41_00035
ERR1912976.4343248__1.4343248	106588__A6NUL8__BACCAP_01900
ERR1912976.4343362__1.4343362	820__A0A174CG08__DXB62_13215
ERR1912976.4343461__1.4343461	357276__I9QBT7__BSEG_03340
ERR1912976.4343559__1.4343559	487174__K0X6A4__HMPREF9448_00105
ERR1912976.4343849__1.4343849	357276__B6VXX7__HMPREF1063_02683
ERR1912976.4343996__1.4343996	821__A0A174MBW9__SAMN04487923_10272
ERR1912976.4344193__1.4344193	33038__A0A2N5PB54__CDL25_13710
ERR1912976.4344328__1.4344328	360807__A0A173ZAC7__ROSEINA2194_01522
ERR1912976.4344351__1.4344351	487174__K0WTQ3__HMPREF9448_02140
ERR1912976.4344393__1.4344393	329854__R5M3H0__DXD57_06945
ERR1912976.4344377__1.4344377	328814__GCA_004558275.1_00293
ERR1912976.4344491__1.4344491	39485__C4Z0G6__spoIVB
ERR1912976.4344608__1.4344608	28117__B0MY40__BHV66_05170
ERR1912976.4344735__1.4344735	1720294__A0A3E3I2H5__DXC51_15695
ERR1912976.4344736__1.4344736	1263000__R5ELA0__BN466_02255
ERR1912976.4344811__1.4344811	487174__R5FN40__HMPREF9448_01366
ERR1912976.4344815__1.4344815	329854__A0A3E4IPS4__DXD57_02175
ERR1912976.4344936__1.4344936	1720294__U2BM20__DXC51_01065
ERR1912976.4345081__1.4345081	487174__R5FMM3__DDY40_00820
ERR1912976.4345330__1.4345330	1897011__A0A1Q6RH73__BHW41_01885
ERR1912976.4345382__1.4345382	33038__A0A2N5PB54__CDL25_13710
ERR1912976.4345585__1.4345585	33038__F7JZ41__CCY17_00135
ERR1912976.4345588__1.4345588	384638__B7APN3__BACPEC_00639
ERR1912976.4345645__1.4345645	28052__R7NDB6__ERS852499_00304
ERR1912976.4345652__1.4345652	78257__A0A087CUE0__BSAE_1156
ERR1912976.4345666__1.4345666	239935__A0A2N8HZW2__A4V05_11120
ERR1912976.4345632__1.4345632	33038__F7JTR7__CDL22_03005
ERR1912976.4345721__1.4345721	39492__A0A174ZYY6__EUBSIR_02510
ERR1912976.4345746__1.4345746	1262921__R5LMK9__BN473_01331
ERR1912976.4345900__1.4345900	821__A0A0P0M4G3__M099_3092
ERR1912976.4345963__1.4345963	929814__GeneID:14006948
ERR1912976.4346053__1.4346053	821__D4V4X2__DXC16_18525
ERR1912976.4346085__1.4346085	33038__A0A2N5PFY8__CDL19_06745
ERR1912976.4346235__1.4346235	33038__A0A2N5NWR8__CDL18_14140
ERR1912976.4346275__1.4346275	384638__B7AT14__BACPEC_01282
ERR1912976.4346508__1.4346508	1547__H1AM84__DXB93_15135
ERR1912976.4346547__1.4346547	239935__A0A2N8IRW0__A4V05_11620
ERR1912976.4346606__1.4346606	301302__A0A173T0N8__ERS852420_01792
ERR1912976.4346778__1.4346778	329854__R5MCT6__BACINT_04189
ERR1912976.4346800__1.4346800	40518__R5E2Z2__DXD93_09295
ERR1912976.4346967__1.4346967	360807__A0A1Q6T8A0__mepA_13
ERR1912976.4347165__1.4347165	214856__A0A174FX52__yddM
ERR1912976.4347367__1.4347367	544645__A0A1U7L806__DXC42_13525
ERR1912976.4347644__1.4347644	552398__F4XCQ4__HMPREF0866_01621
ERR1912976.4347654__1.4347654	28052__R7NCD4__ERS852451_00170
ERR1912976.4347630__1.4347630	214856__A0A174ZEF7__mboIIM_1
ERR1912976.4347754__1.4347754	33038__A0A2N5NYI5__C5Y99_09140
ERR1912976.4347819__1.4347819	28117__B0MY41__BHV66_05165
ERR1912976.4348080__1.4348080	552398__F4XCQ4__HMPREF0866_01621
ERR1912976.4348276__1.4348276	28052__A0A174MLS2__ERS852451_02445
ERR1912976.4348301__1.4348301	239935__A0A2N8HW65__CXU09_08515
ERR1912976.4348309__1.4348309	820__A0A174GK47__ERS852421_00200
ERR1912976.4348311__1.4348311	40519__U2MCQ8__RUMCAL_00556
ERR1912976.4348479__1.4348479	329854__R5M856__DXD27_09575
ERR1912976.4348730__1.4348730	556259__I0PYJ6__BSGG_5210
ERR1912976.4348814__1.4348814	39485__A0A174ZBJ8__speA_2
ERR1912976.4348815__1.4348815	39485__C4Z390__EUBELI_01689
ERR1912976.4348879__1.4348879	28118__R6FD01__B5F99_06665
ERR1912976.4348884__1.4348884	2292352__A0A374UL63__DXC23_08410
ERR1912976.4348970__1.4348970	563769__GeneID:6973141
ERR1912976.4348993__1.4348993	301301__A0A395V8E1__RHOM_11160
ERR1912976.4349009__1.4349009	1160721__W0U7T4__BHW50_09645
ERR1912976.4348984__1.4348984	649756__B0P1V2__ERS852475_00214
ERR1912976.4349291__1.4349291	357276__A0A076IS46__BACDOR_03265
ERR1912976.4349354__1.4349354	28052__R7N736__yvhJ
ERR1912976.4349419__1.4349419	246787__I9QX02__HMPREF1062_01641
ERR1912976.4349424__1.4349424	1897011__A0A1Q6RDW7__BHW41_05280
ERR1912976.4349546__1.4349546	1262988__R7N2N8__BN816_01487
ERR1912976.4349549__1.4349549	552398__T5S086__HMPREF0866_01580
ERR1912976.4349702__1.4349702	28117__B0MVL5__BHV66_01660
ERR1912976.4349789__1.4349789	28118__F9ZBW3__Odosp_3541
ERR1912976.4349875__1.4349875	28118__F9Z408__NCTC10826_01194
ERR1912976.4349989__1.4349989	39492__D4JV86__spoIIE
ERR1912976.4350194__1.4350194	239935__A0A2N8HUU6__CXT90_06150
ERR1912976.4350292__1.4350292	460384__A0A1I0JPJ9__C7256_07710
ERR1912976.4350300__1.4350300	384639__GCA_003096855.1_01617
ERR1912976.4350343__1.4350343	39485__R6A1W2__ERS852490_01584
ERR1912976.4350433__1.4350433	28118__R6FC74__DHW44_13330
ERR1912976.4350454__1.4350454	1150298__A0A174T452__kfoC_3
ERR1912976.4350970__1.4350970	821__I9R3W6__DXC16_12455
ERR1912976.4351185__1.4351185	39492__D4JTF5__ybeY
ERR1912976.4351194__1.4351194	28052__R7NDG4__ERS852499_01797
ERR1912976.4351254__1.4351254	165179__A0A3E5E8M8__DXB80_11580
ERR1912976.4351279__1.4351279	2292352__A0A374UL49__DXC23_11310
ERR1912976.4351375__1.4351375	371601__A0A173ZG72__SAMN04487924_11442
ERR1912976.4351472__1.4351472	360807__A0A173R6V5__ROSEINA2194_00471
ERR1912976.4351542__1.4351542	239935__R6JAS2__CXU02_10725
ERR1912976.4351898__1.4351898	1263000__R5EKR4__BN466_01609
ERR1912976.4351924__1.4351924	165179__A0A3E5A554__DXB80_13805
ERR1912976.4351988__1.4351988	487174__R5G1E8__DIT83_00510
ERR1912976.4352364__1.4352364	821__A0A3E4WAR6__DXD64_10735
ERR1912976.4352377__1.4352377	853__E2ZJT1__C4N23_03535
ERR1912976.4352413__1.4352413	360807__A0A0M6WYQ7__RIL183_31481
ERR1912976.4352392__1.4352392	165179__A0A229I6N7__DXC61_06720
ERR1912976.4352537__1.4352537	28117__B0MTY2__BHV66_06485
ERR1912976.4352555__1.4352555	33038__A0A2N5P1G8__lyc
ERR1912976.4352715__1.4352715	28116__C3R0H4__DXD69_00155
ERR1912976.4352755__1.4352755	239935__A0A2N8IZ16__CXT84_05850
ERR1912976.4352811__1.4352811	487174__K0WRH0__DDY40_05725
ERR1912976.4352857__1.4352857	329854__B3C9R7__DXD57_13140
ERR1912976.4353043__1.4353043	649756__B0NYW1__DCR88_01045
ERR1912976.4353070__1.4353070	1263076__GCA_000437615.1_00143
ERR1912976.4353118__1.4353118	487174__K0XG34__HMPREF9448_02234
ERR1912976.4353087__1.4353087	39485__C4Z1Y9__EUBELI_00143
ERR1912976.4353128__1.4353128	33039__A0A173VTT4__frdB_1
ERR1912976.4353228__1.4353228	820__A0A174TRB5__DXD40_11305
ERR1912976.4353331__1.4353331	33038__F7JT04__CDL21_01120
ERR1912976.4353441__1.4353441	28116__I8YA52__M088_0798
ERR1912976.4353666__1.4353666	39488__A0A285PQ61__ERS852578_00704
ERR1912976.4353758__1.4353758	1262911__R6GZX7__BN557_00838
ERR1912976.4353990__1.4353990	384639__GCA_003096855.1_01178
ERR1912976.4354141__1.4354141	28052__A0A174MH21__ERS852499_01905
ERR1912976.4354185__1.4354185	165179__A0A3E5AGH1__DXB80_05820
ERR1912976.4354210__1.4354210	301302__A0A173T010__M72_26571
ERR1912976.4354579__1.4354579	821__A0A3E4WAR6__DXD64_10735
ERR1912976.4354597__1.4354597	821__I9R3W6__DXC16_12455
ERR1912976.4354784__1.4354784	328814__GCA_004558275.1_00293
ERR1912976.4354843__1.4354843	1160721__R6T2L9__BHW50_11315
ERR1912976.4354907__1.4354907	239935__A0A2N8I390__CXU16_10675
ERR1912976.4354988__1.4354988	28116__A0A395VZB9__Bovatus_03205
ERR1912976.4355017__1.4355017	821__A0A395VIK7__BVU_1225
ERR1912976.4355068__1.4355068	1263000__R5EFJ5__BN466_01372
ERR1912976.4355264__1.4355264	214856__A0A174ZLX0__ERS852559_00738
ERR1912976.4355489__1.4355489	33038__A7B8N9__CDL21_10000
ERR1912976.4355565__1.4355565	165179__D1PGU8__PREVCOP_06463
ERR1912976.4355671__1.4355671	292800__A0A1C7FV36__A4U99_10420
ERR1912976.4355988__1.4355988	1381__group_451
ERR1912976.4356032__1.4356032	28052__R7NDB6__ERS852499_00304
ERR1912976.4356112__1.4356112	39485__R5ZSI4__ERS852492_00875
ERR1912976.4356121__1.4356121	214856__A0A174ZER9__ERS852559_00614
ERR1912976.4356192__1.4356192	33038__F7JZ41__CCY17_00135
ERR1912976.4356253__1.4356253	301302__R5UVE7__ERS852420_01292
ERR1912976.4356289__1.4356289	1160721__W0U5X6__RBI_I01796
ERR1912976.4356314__1.4356314	10680__GeneID:1261092
ERR1912976.4356322__1.4356322	1318__I1ZNH4__NCTC12854_01702
ERR1912976.4356555__1.4356555	552398__F4XCR9__HMPREF0866_01636
ERR1912976.4356666__1.4356666	1862668__GCA_001945525.1_00031
ERR1912976.4356696__1.4356696	360807__C0FZ41__ROSEINA2194_04031
ERR1912976.4356724__1.4356724	39485__A0A174YU30__ERS852492_02057
ERR1912976.4357084__1.4357084	39485__C4Z1Y6__EUBELI_00140
ERR1912976.4357181__1.4357181	165179__A0A3E5EB26__CFT61_02800
ERR1912976.4357194__1.4357194	40519__U2MCQ8__RUMCAL_00556
ERR1912976.4357201__1.4357201	165179__A0A3E5EB26__CFT61_02800
ERR1912976.4357553__1.4357553	1160721__R6U5L6__RBI_I01802
ERR1912976.4357655__1.4357655	1550024__G9RTN6__TQ39_08170
ERR1912976.4357723__1.4357723	384638__B7APN3__BACPEC_00639
ERR1912976.4357878__1.4357878	1150298__A0A174TDE7__ERS852535_00299
ERR1912976.4358135__1.4358135	821__A0A396F9T7__M097_3427
ERR1912976.4358275__1.4358275	239935__A0A2N8IRW0__A4V05_11620
ERR1912976.4358425__1.4358425	1160721__A0A1C6DCM8__RBI_I01997
ERR1912976.4358526__1.4358526	821__D4VD59__BHV80_04260
ERR1912976.4358582__1.4358582	821__A0A0P0LKG6__HMPREF1058_02188
ERR1912976.4358618__1.4358618	39485__A0A174Z2K9__ERS852490_02052
ERR1912976.4358836__1.4358836	329854__A0A3E4IFR4__DXD27_22685
ERR1912976.4358841__1.4358841	301301__A0A395VBJ2__ERS852391_02160
ERR1912976.4358957__1.4358957	165179__D1PDF6__DXB80_12430
ERR1912976.4359189__1.4359189	1897011__A0A1Q6RE78__BHW41_04770
ERR1912976.4359259__1.4359259	33038__F7JZ41__CCY17_00135
ERR1912976.4359266__1.4359266	301302__A0A0M6WJW1__ERS852420_02245
ERR1912976.4359295__1.4359295	214856__A0A175A6T5__ERS852447_02658
ERR1912976.4359493__1.4359493	40519__U2MCQ8__RUMCAL_00556
ERR1912976.4359668__1.4359668	301302__A0A173T0N8__ERS852420_01792
ERR1912976.4359669__1.4359669	329854__A0A3E4KPG4__DXD27_21195
ERR1912976.4359711__1.4359711	818__A0A3E5GY47__SAMN02910322_02002
ERR1912976.4359857__1.4359857	821__I9R3W6__DXC16_12455
ERR1912976.4359900__1.4359900	821__I9R3W6__DXC16_12455
ERR1912976.4360021__1.4360021	39485__A0A174ZLH6__EUBELI_01564
ERR1912976.4360284__1.4360284	820__R9I3Q7__HMPREF1072_01668
ERR1912976.4360326__1.4360326	357276__I9QBT7__BSEG_03340
ERR1912976.4360405__1.4360405	328814__GCA_004558275.1_00033
ERR1912976.4360438__1.4360438	242750__D1PVG9__HMPREF0645_0954
ERR1912976.4360515__1.4360515	39485__C4Z1J7__ERS852490_01574
ERR1912976.4360590__1.4360590	501571__R8VWK4__HMPREF1526_03196
ERR1912976.4360676__1.4360676	360807__A0A1Q6TAV1__ROSEINA2194_00431
ERR1912976.4360730__1.4360730	239935__A0A2N8HUU6__CXT90_06150
ERR1912976.4360741__1.4360741	357276__A0A076INK2__BSEG_04225
ERR1912976.4360879__1.4360879	39491__A0A395UZL1__DXB76_05950
ERR1912976.4360960__1.4360960	820__A0A3E4VXP2__yesR
ERR1912976.4361003__1.4361003	1547__H1ARK5__DW242_07870
ERR1912976.4361024__1.4361024	165179__R6XLJ7__CFT61_06250
ERR1912976.4361127__1.4361127	821__A0A395UNT8__DXD64_15275
ERR1912976.4361084__1.4361084	33038__A0A2N5NXH5__CDL27_14300
ERR1912976.4361323__1.4361323	165179__A0A174SA26__PREVCOP_05758
ERR1912976.4361346__1.4361346	328814__GCA_004558275.1_00014
ERR1912976.4361403__1.4361403	562__P52045__CW278_17595
ERR1912976.4361485__1.4361485	384639__GCA_003096855.1_01187
ERR1912976.4361493__1.4361493	399742__A0A2A3WWQ3__Ent638_1356
ERR1912976.4361645__1.4361645	40519__U2MCQ8__RUMCAL_00556
ERR1912976.4361719__1.4361719	33038__A0A2N5P082__CDL24_08780
ERR1912976.4361796__1.4361796	292800__G9YPN8__A4U99_03635
ERR1912976.4361834__1.4361834	1262911__R6GLG8__BN557_00337
ERR1912976.4361993__1.4361993	33038__A0A2N5NXH5__CDL27_14300
ERR1912976.4362025__1.4362025	33038__A0A396G4K0__CDL22_09365
ERR1912976.4362008__1.4362008	821__U6RDC2__DXD46_15675
ERR1912976.4362099__1.4362099	649756__A0A174FNS3__trkA
ERR1912976.4362127__1.4362127	33038__A0A2N5NWR8__CDL18_14140
ERR1912976.4362170__1.4362170	384639__GCA_003096855.1_01173
ERR1912976.4362214__1.4362214	853__A0A2A7AXC8__C4N21_14120
ERR1912976.4362274__1.4362274	821__U6RDC2__DXD46_15675
ERR1912976.4362351__1.4362351	454154__G5SVN0__HMPREF9441_03447
ERR1912976.4362371__1.4362371	360807__C0FZ41__ROSEINA2194_04031
ERR1912976.4362505__1.4362505	29361__B6FSG5__CLONEX_03090
ERR1912976.4362677__1.4362677	1262911__R6GT76__BN557_01150
ERR1912976.4362901__1.4362901	301301__A0A395VA65__eutA
ERR1912976.4363068__1.4363068	165179__A0A3E4SDC8__PREVCOP_05706
ERR1912976.4363214__1.4363214	301302__R5UJV1__ERS852420_01672
ERR1912976.4363342__1.4363342	33038__A0A2N5NRJ3__CDL20_13245
ERR1912976.4363374__1.4363374	360807__A0A1Q6T5B1__ERS852444_03147
ERR1912976.4363444__1.4363444	329854__R5MCJ1__DXD57_00165
ERR1912976.4363643__1.4363643	28052__A0A174MGP2__lyc_2
ERR1912976.4363749__1.4363749	33038__F7JTF2__CDL22_02335
ERR1912976.4363842__1.4363842	821__R6F3Y1__SAMN04487923_104318
ERR1912976.4363962__1.4363962	28052__A0A174PF05__ERS852451_02043
ERR1912976.4363997__1.4363997	239935__A0A2N8IFA0__CXT92_02050
ERR1912976.4364025__1.4364025	28052__R7NCK3__ERS852499_02382
ERR1912976.4364234__1.4364234	165179__A0A3E5EAM5__DXC61_07785
ERR1912976.4364189__1.4364189	821__A0A3E4HP25__SAMN04487923_102450
ERR1912976.4364205__1.4364205	39485__A0A174YMI9__cph2_5
ERR1912976.4364483__1.4364483	418240__C6JFD7__ERS852523_02475
ERR1912976.4364532__1.4364532	239935__B2UNC5__B5G29_07685
ERR1912976.4364629__1.4364629	1150298__A0A174SLE6__mlc_1
ERR1912976.4364680__1.4364680	487174__K0XKD7__HMPREF9448_01550
ERR1912976.4364773__1.4364773	165179__R6C330__DXC61_04975
ERR1912976.4364806__1.4364806	239935__A0A2N8IVR0__CXT87_07115
ERR1912976.4364863__1.4364863	1160721__W0U979__BHW50_09935
ERR1912976.4365060__1.4365060	371601__I9AJD5__BN890_44160
ERR1912976.4365098__1.4365098	1160721__W0U3Z9__RBI_I00543
ERR1912976.4365234__1.4365234	562__P08371__RW92_04043
ERR1912976.4365341__1.4365341	562__A0A0E1LDD5__B9N12_14240
ERR1912976.4365436__1.4365436	28116__A0A1Y4Q1S9__DHW41_02535
ERR1912976.4365510__1.4365510	28052__A0A174NHE1__spoIIIE
ERR1912976.4365613__1.4365613	28118__F9ZAK8__NCTC10826_02458
ERR1912976.4365622__1.4365622	33038__A7B614__CDL24_02540
ERR1912976.4365782__1.4365782	853__A0A2A7B9I6__DW855_13690
ERR1912976.4365813__1.4365813	33038__A7B7G7__CDL25_12200
ERR1912976.4365889__1.4365889	33038__A7AZH0__HMPREF1201_02167
ERR1912976.4365987__1.4365987	487174__K0WZP2__DDY40_04000
ERR1912976.4366368__1.4366368	821__A0A3E4WAR6__DXD64_10735
ERR1912976.4366402__1.4366402	33038__A0A2N5NRJ3__CDL20_13245
ERR1912976.4366514__1.4366514	820__A0A173W419__DXC68_17760
ERR1912976.4366546__1.4366546	1262824__R6RKS2__BN719_01131
ERR1912976.4366639__1.4366639	39488__A0A173ZWK0__EHLA_2903
ERR1912976.4366646__1.4366646	329854__R5MR15__BACINT_04809
ERR1912976.4366769__1.4366769	28117__B0MYW7__ALIPUT_02336
ERR1912976.4366866__1.4366866	821__A0A173WG51__BVU_2549
ERR1912976.4366820__1.4366820	33038__A0A2N5PVP0__C5Y99_01390
ERR1912976.4367059__1.4367059	487174__K0X0F6__HMPREF9448_01444
ERR1912976.4367262__1.4367262	33038__A0A2N5NYI5__C5Y99_09140
ERR1912976.4367263__1.4367263	33038__F7JWW2__DXD36_06610
ERR1912976.4367292__1.4367292	39485__A0A174Z4K7__dosC_2
ERR1912976.4367375__1.4367375	821__A0A396F9T7__M097_3427
ERR1912976.4367387__1.4367387	552398__F4XCR9__HMPREF0866_01636
ERR1912976.4367669__1.4367669	820__A0A3E4VZF8__C801_00319
ERR1912976.4367725__1.4367725	360807__C0FYZ7__ERS852444_03522
ERR1912976.4367741__1.4367741	28116__A0A1Y4VU28__SAMN05444282_1227
ERR1912976.4367922__1.4367922	165179__A0A3E4SDC8__PREVCOP_05706
ERR1912976.4368149__1.4368149	29361__B6FRT6__CLONEX_02860
ERR1912976.4368160__1.4368160	39492__D4JT75__EUBSIR_01776
ERR1912976.4368320__1.4368320	28132__D9RV83__HMPREF0660_00835
ERR1912976.4368378__1.4368378	246787__A0A0P0G684__cirA_10
ERR1912976.4368425__1.4368425	165179__R6C330__DXC61_04975
ERR1912976.4368513__1.4368513	1297617__A0A0S2W146__IB211_00701
ERR1912976.4368553__1.4368553	1160721__W0U4N8__RBI_I00805
ERR1912976.4368654__1.4368654	329854__R5M2X4__DXD57_07795
ERR1912976.4368695__1.4368695	33038__A0A2N5NPD5__CCY17_06280
ERR1912976.4368752__1.4368752	2173__A0A1D2WST6__METSMIALI_00213
ERR1912976.4368820__1.4368820	823__A0A395YVY3__ERS852513_03204
ERR1912976.4368918__1.4368918	329854__R5M596__BACINT_00973
ERR1912976.4369231__1.4369231	33038__A7B6J7__CDL19_09220
ERR1912976.4369281__1.4369281	33038__A0A2N5PFY8__CDL19_06745
ERR1912976.4369316__1.4369316	1897011__A0A1Q6RH97__BHW41_01945
ERR1912976.4369578__1.4369578	1262911__R6GKS1__BN557_00184
ERR1912976.4369846__1.4369846	821__A0A0N7J7X2__SAMN04487923_101621
ERR1912976.4369928__1.4369928	1262986__R6A662__BN492_01834
ERR1912976.4369945__1.4369945	39485__R5ZQJ7__yniC
ERR1912976.4370016__1.4370016	821__A0A174NSU0__BVU_3144
ERR1912976.4370130__1.4370130	33038__A7B057__CDL26_15045
ERR1912976.4370145__1.4370145	39485__A0A174ZLH6__EUBELI_01564
ERR1912976.4370149__1.4370149	358743__A0A0F0CDH6__SAMN05216568_101883
ERR1912976.4370169__1.4370169	371601__A0A1H3XPY7__CW1_0993
ERR1912976.4370203__1.4370203	821__A0A3E4HP25__SAMN04487923_102450
ERR1912976.4370348__1.4370348	33038__A0A2N5NNN0__HMPREF1201_02166
ERR1912976.4370387__1.4370387	329854__A0A3E4KRG9__DXK01_03510
ERR1912976.4370465__1.4370465	821__A0A0P0M4G3__M099_3092
ERR1912976.4370521__1.4370521	246787__A0A3D6AS39__ina
ERR1912976.4370598__1.4370598	384639__GCA_003096855.1_00972
ERR1912976.4370601__1.4370601	33038__A0A2N5PRF0__CDL25_01605
ERR1912976.4370627__1.4370627	487174__K0XLV6__DIT83_00940
ERR1912976.4370645__1.4370645	501571__R8W119__SAMN02745978_00433
ERR1912976.4370703__1.4370703	1160721__W0U633__BHW50_00240
ERR1912976.4370842__1.4370842	116085__D4J7F7__DW747_10380
ERR1912976.4370854__1.4370854	239935__A0A2N8IMC9__CXU09_02095
ERR1912976.4371002__1.4371002	360807__C0G0A1__ERS852444_02410
ERR1912976.4371043__1.4371043	552398__F4XCQ4__HMPREF0866_01621
ERR1912976.4371153__1.4371153	28052__A0A174KKX6__ERS852499_01429
ERR1912976.4371246__1.4371246	1263076__GCA_000437615.1_00155
ERR1912976.4371445__1.4371445	821__C6Z451__BHV80_04265
ERR1912976.4371558__1.4371558	39485__A0A174ZQ05__EUBELI_01606
ERR1912976.4371650__1.4371650	820__A0A139K426__B5G17_09115
ERR1912976.4371625__1.4371625	1776045__A0A0U5J7K7__BN3456_00132
ERR1912976.4371684__1.4371684	360807__A0A0M6X1Y4__ROSEINA2194_02133
ERR1912976.4371797__1.4371797	1160721__W0U532__RBI_I00944
ERR1912976.4371940__1.4371940	28117__B0MTV0__BHV66_06395
ERR1912976.4372058__1.4372058	552398__T5S086__HMPREF0866_01580
ERR1912976.4372358__1.4372358	360807__C0FN02__ERS852392_01841
ERR1912976.4372432__1.4372432	28052__R7NEJ4__ERS852451_01746
ERR1912976.4372441__1.4372441	487174__K0X773__DIT83_07170
ERR1912976.4372465__1.4372465	329854__B3C9R7__DXD57_13140
ERR1912976.4372471__1.4372471	28052__A0A174KY36__mepA_13
ERR1912976.4372578__1.4372578	1263000__R5EAZ0__BN466_00537
ERR1912976.4372602__1.4372602	28116__I9JM49__NCTC11153_01044
ERR1912976.4372731__1.4372731	28116__A0A1G8H1M8__DXF98_11065
ERR1912976.4372778__1.4372778	357276__B6W1J2__BACDOR_03380
ERR1912976.4372830__1.4372830	33038__F7JUE7__CDL26_12120
ERR1912976.4372935__1.4372935	821__A0A396F9T7__M097_3427
ERR1912976.4373032__1.4373032	821__A0A396F9T7__M097_3427
ERR1912976.4373180__1.4373180	39485__A0A174YMC1__recN
ERR1912976.4373197__1.4373197	820__A0A173YYG4__evgS_3
ERR1912976.4373473__1.4373473	39488__A0A285PPV7__DXD91_14610
ERR1912976.4373625__1.4373625	1796613__A0A1V0QDA8__A4V03_02465
ERR1912976.4373658__1.4373658	501571__R8W1G4__B5F15_07910
ERR1912976.4374321__1.4374321	301302__R5UHX5__M72_14301
ERR1912976.4374323__1.4374323	821__I9R3W6__DXC16_12455
ERR1912976.4374361__1.4374361	292800__G9YMM4__B5F52_06130
ERR1912976.4374451__1.4374451	33039__A0A174ZIS2__RTO_10090
ERR1912976.4374479__1.4374479	357276__I8VN48__ABI39_07855
ERR1912976.4374657__1.4374657	28052__R7N9Y1__spoIIE
ERR1912976.4374700__1.4374700	817__A0A0K6BYY8__M130_4302
ERR1912976.4374800__1.4374800	33038__A0A2N5NWJ7__CDL25_16350
ERR1912976.4374898__1.4374898	292800__A0A174VVP8__patB_3
ERR1912976.4374899__1.4374899	28116__F7L4X5__M089_2857
ERR1912976.4374927__1.4374927	418240__A0A174VMW5__ERS852478_01082
ERR1912976.4375092__1.4375092	28118__F9ZAB2__SAMEA44545918_01079
ERR1912976.4375280__1.4375280	301301__G2SZJ7__RHOM_00620
ERR1912976.4375329__1.4375329	1263000__R5F0H8__BN466_00254
ERR1912976.4375374__1.4375374	1262921__R5LMK9__BN473_01331
ERR1912976.4375416__1.4375416	165179__A0A229I3Z6__PREVCOP_03666
ERR1912976.4375559__1.4375559	1262889__R7HF34__BN634_01261
ERR1912976.4375734__1.4375734	214856__I3YMC8__ERS852447_02666
ERR1912976.4375765__1.4375765	1150298__R7JRK4__ERS852406_01648
ERR1912976.4375796__1.4375796	239935__A0A2N8IJI1__B5G29_04615
ERR1912976.4376043__1.4376043	39485__R6AKA4__rssA
ERR1912976.4376036__1.4376036	29361__B6FQ81__CLONEX_02300
ERR1912976.4376251__1.4376251	33038__R5TPI2__CDL21_12595
ERR1912976.4376338__1.4376338	33038__R5TPI2__CDL21_12595
ERR1912976.4376527__1.4376527	239935__A0A2N8IUQ8__CXU09_01665
ERR1912976.4376932__1.4376932	1262986__R5ZVR7__BN492_01484
ERR1912976.4377071__1.4377071	487174__K0X7X4__DIT83_09125
ERR1912976.4377271__1.4377271	33038__A0A2N5PPZ0__CDL27_15150
ERR1912976.4377246__1.4377246	818__A0A396DZ59__NCTC13706_00402
ERR1912976.4377480__1.4377480	28116__A0A395VRD0__HMPREF1017_03376
ERR1912976.4377732__1.4377732	33038__A0A396G851__tig
