ERR1913297.53__1.53	820__A0A139K5A6__DXB48_12175
ERR1913297.748826__1.748826	39492__D4JQU2__EUBSIR_01294
ERR1913297.748931__1.748931	39491__A0A395ZHV7__ykvU
ERR1913297.748933__1.748933	39492__D4JT68__spoIIIE
ERR1913297.748943__1.748943	39492__D4JWL2__ERS852540_01201
ERR1913297.749124__1.749124	2173__A0A1D2WS10__METSMIALI_00345
ERR1913297.749358__1.749358	39492__D4JWA3__ERS852540_01332
ERR1913297.749407__1.749407	39492__D4JUS6__accD5
ERR1913297.749492__1.749492	820__R9I324__HMPREF2141_02414
ERR1913297.749525__1.749525	39492__B0MNQ2__EUBSIR_01459
ERR1913297.749528__1.749528	357276__I8VLL2__HMPREF1065_03395
ERR1913297.749538__1.749538	1150298__R7JTX5__ERS852535_01291
ERR1913297.749715__1.749715	39492__B0MNL5__phoR_1
ERR1913297.749746__1.749746	820__A0A139K4T0__ERS852510_03146
ERR1913297.749907__1.749907	39492__B0MNQ2__EUBSIR_01459
ERR1913297.750014__1.750014	166486__D4KZ14__inlA_1
ERR1913297.750042__1.750042	28052__A0A174HUY2__ERS852451_01601
ERR1913297.750159__1.750159	39492__R6RT40__prkC_3
ERR1913297.750170__1.750170	820__R9HP61__DXC91_01090
ERR1913297.750214__1.750214	39488__C0ESJ6__EUBHAL_00369
ERR1913297.750243__1.750243	39492__D4JTW6__ERS852540_00220
ERR1913297.750352__1.750352	333367__C0CW59__citN
ERR1913297.750479__1.750479	39491__C4Z9D4__DXD95_00055
ERR1913297.750535__1.750535	39485__A0A174ZA72__glgB_1
ERR1913297.750555__1.750555	39491__A0A395ZM93__DXD13_03490
ERR1913297.750605__1.750605	204516__U6RAM4__HMPREF1534_03439
ERR1913297.750662__1.750662	39492__D4JSS2__EUBSIR_00553
ERR1913297.750922__1.750922	239935__R6JD78__CXU05_09250
ERR1913297.750983__1.750983	166486__D4L458__ROSINTL182_07088
ERR1913297.751056__1.751056	39491__A0A396FFW0__ERE_10580
ERR1913297.751202__1.751202	820__A0A3E4G8F8__ERS852421_01645
ERR1913297.751220__1.751220	823__D0TGE9__ERS852429_03294
ERR1913297.751318__1.751318	820__A0A3E4W6P0__gmhA
ERR1913297.751457__1.751457	39491__A0A395UVM9__DXB76_04540
ERR1913297.751548__1.751548	39492__D4JWY1__rnfA_1
ERR1913297.751540__1.751540	1472761__GCA_002159295.1_00742
ERR1913297.751634__1.751634	39492__D4JV86__spoIIE
ERR1913297.751649__1.751649	853__A0A2A7B1Y7__C7K05_11930
ERR1913297.751689__1.751689	357276__I8WPR6__EL88_06675
ERR1913297.752015__1.752015	357276__A0A1Y3Z6X3__GV66_07715
ERR1913297.752080__1.752080	818__A0A0N7I9H8__ERS852461_00040
ERR1913297.752125__1.752125	1150298__A0A173ZPH3__rnhA
ERR1913297.752195__1.752195	39491__A0A396FFW0__ERE_10580
ERR1913297.752306__1.752306	28052__A0A174LHM7__ERS852451_02351
ERR1913297.752293__1.752293	39491__A0A395ZG74__licR
ERR1913297.752390__1.752390	204516__U6RFU0__HMPREF1534_02545
ERR1913297.752531__1.752531	39492__D4JRM9__bglB_2
ERR1913297.752583__1.752583	28052__A0A174MSU9__ERS852499_02010
ERR1913297.752688__1.752688	39492__D4JSD3__EUBSIR_00131
ERR1913297.752699__1.752699	357276__A0A0M1VZP2__IY41_00605
ERR1913297.752775__1.752775	39492__D4JSG7__EUBSIR_01006
ERR1913297.752712__1.752712	820__A0A3E4VXP2__yesR
ERR1913297.752792__1.752792	333367__C0D6P1__CLOSTASPAR_04938
ERR1913297.752935__1.752935	823__A0A355XLT7__HMPREF1075_03402
ERR1913297.752996__1.752996	39491__A0A395ZG74__licR
ERR1913297.753003__1.753003	1262915__R6HBU2__BN574_01303
ERR1913297.753005__1.753005	39492__D4JSD3__EUBSIR_00131
ERR1913297.753037__1.753037	853__A0A3E2U7E6__ERS852582_01640
ERR1913297.753077__1.753077	39492__D4JQU6__ERS852540_02194
ERR1913297.753198__1.753198	1262915__R6HBF8__BN574_01128
ERR1913297.753150__1.753150	39492__D4JV48__ERS852540_00852
ERR1913297.753315__1.753315	357276__I9QWD4__DXD47_15075
ERR1913297.753233__1.753233	39485__A0A174ZLH6__EUBELI_01564
ERR1913297.753244__1.753244	166486__D4KZ24__ROSINTL182_05766
ERR1913297.753584__1.753584	39492__D4JWM0__atpF
ERR1913297.753551__1.753551	28052__R7NDD4__ywtF
ERR1913297.753560__1.753560	39492__D4JU56__hemZ
ERR1913297.753562__1.753562	457421__C5ERC0__CBFG_04276
ERR1913297.753673__1.753673	357276__A0A0M1W1I8__ABI39_13620
ERR1913297.753724__1.753724	626929__R6L473__HMPREF9445_00229
ERR1913297.753819__1.753819	1262743__R5C3K0__BN727_00595
ERR1913297.754162__1.754162	39492__D4JQY4__EUBSIR_01325
ERR1913297.754218__1.754218	39491__C4Z8S1__DXB76_06750
ERR1913297.754219__1.754219	1262945__R6YFE7__BN600_01049
ERR1913297.754157__1.754157	1150298__A0A174PHI0__ERS852498_00826
ERR1913297.754359__1.754359	39492__D4JRZ7__smc
ERR1913297.754403__1.754403	28052__A0A174HXG0__galK_3
ERR1913297.754460__1.754460	28052__A0A174KNE1__ptsI_2
ERR1913297.754897__1.754897	39492__D4JX50__EUBSIR_00410
ERR1913297.754954__1.754954	39492__D4MIX3__ERS852540_01230
ERR1913297.755028__1.755028	204516__U6RFV1__HMPREF1534_02560
ERR1913297.755055__1.755055	820__A0A174F0C1__nreB
ERR1913297.755076__1.755076	357276__I9QBT4__GV66_09000
ERR1913297.755126__1.755126	301302__R5UKP4__cbiT
ERR1913297.755237__1.755237	1150298__A0A174APS6__kinA
ERR1913297.755299__1.755299	357276__D1JY58__BACDOR_04277
ERR1913297.755410__1.755410	823__A0A069SAX6__ERS852380_00710
ERR1913297.755423__1.755423	820__A0A174RFI5__SAMN05444418_12240
ERR1913297.755500__1.755500	1262911__R6GZX7__BN557_00838
ERR1913297.755523__1.755523	823__A6L930__DDY96_14995
ERR1913297.755529__1.755529	357276__A0A0K2HG61__BACDOR_02028
ERR1913297.755568__1.755568	28052__A0A174NHE1__spoIIIE
ERR1913297.755602__1.755602	166486__D4KZ69__ERS852572_01502
ERR1913297.755660__1.755660	39492__D4JTW6__ERS852540_00220
ERR1913297.755664__1.755664	291644__I8YR49__ERS852428_01188
ERR1913297.755741__1.755741	823__A0A395YY84__DXC05_19515
ERR1913297.755777__1.755777	39492__D4JT87__clpC
ERR1913297.755819__1.755819	39492__D4JU31__ERS852540_00198
ERR1913297.755799__1.755799	39492__R6RT40__prkC_3
ERR1913297.755873__1.755873	39491__A0A396FMF1__EUR_28700
ERR1913297.755876__1.755876	39485__A0A174YYW2__benM
ERR1913297.756176__1.756176	39492__R6SPM9__pheT
ERR1913297.756291__1.756291	745368__A0A1T4Y119__SAMN02745178_02629
ERR1913297.756360__1.756360	39491__A0A395ZG74__licR
ERR1913297.756447__1.756447	166486__A0A1Q6S8P7__ROSINTL182_06253
ERR1913297.756529__1.756529	28052__A0A174HXG0__galK_3
ERR1913297.756531__1.756531	1263005__R6F226__BN497_00998
ERR1913297.756534__1.756534	39492__D4JUS6__accD5
ERR1913297.756681__1.756681	1262886__R6QBM7__BN563_01264
ERR1913297.756682__1.756682	39491__R6UMS6__DXD13_07035
ERR1913297.756739__1.756739	39492__D4JQL8__ywpJ
ERR1913297.756860__1.756860	28117__B0MYI9__BHV66_05415
ERR1913297.756993__1.756993	39491__C4ZAT2__ERE_28440
ERR1913297.757044__1.757044	39491__A0A396FGM9__fliU_1
ERR1913297.757099__1.757099	338188__R6S6X5__BACFIN_08521
ERR1913297.757109__1.757109	39491__A0A395ZIT8__EUR_13460
ERR1913297.757126__1.757126	853__A0A2A7A628__CGS57_13755
ERR1913297.757156__1.757156	39492__D4JWX2__accB
ERR1913297.757179__1.757179	1262915__R6IDW0__BN574_00534
ERR1913297.757268__1.757268	39492__B0MNQ2__EUBSIR_01459
ERR1913297.757303__1.757303	39492__D4JT87__clpC
ERR1913297.757323__1.757323	39491__A0A174EQV2__DXB69_10230
ERR1913297.757343__1.757343	28052__R7NDB6__ERS852499_00304
ERR1913297.757352__1.757352	820__A7VAS1__HMPREF2141_03259
ERR1913297.757415__1.757415	301302__A0A0M6WSS7__ERS852420_02367
ERR1913297.757395__1.757395	28116__A0A078QGJ1__AA414_00533
ERR1913297.757396__1.757396	384639__GCA_003096855.1_01192
ERR1913297.757433__1.757433	39492__D4JVX0__udk
ERR1913297.757436__1.757436	39492__D4MMN2__EUBSIR_00964
ERR1913297.757473__1.757473	239935__A0A2N8J2P6__ADH72_06730
ERR1913297.757505__1.757505	1550024__G9RWD3__ASJ35_03625
ERR1913297.757548__1.757548	821__A0A0P0LKG6__HMPREF1058_02188
ERR1913297.757561__1.757561	1262992__R5CXM7__BN795_01016
ERR1913297.757624__1.757624	820__R9HP61__DXC91_01090
ERR1913297.757676__1.757676	39492__A0A174ZHV5__msbA_2
ERR1913297.757740__1.757740	39488__A0A173UQ83__mutY
ERR1913297.757767__1.757767	39492__D4MMN2__EUBSIR_00964
ERR1913297.757805__1.757805	39492__B0MNU1__ERS852540_02349
ERR1913297.757819__1.757819	166486__D4KXJ6__ERS852572_00336
ERR1913297.757886__1.757886	823__A0A3E4PAQ2__DDY96_18275
ERR1913297.757946__1.757946	246787__R6KBH9__HMPREF1062_04676
ERR1913297.757960__1.757960	28052__R7NA50__ERS852499_01486
ERR1913297.758005__1.758005	357276__I9R4T1__IY41_06800
ERR1913297.758073__1.758073	357276__I9R994__BACDOR_04044
ERR1913297.758094__1.758094	820__A0A3E4PYB0__yejM
ERR1913297.758200__1.758200	28052__R6K5E4__sepF
ERR1913297.758294__1.758294	39491__C4ZAT2__ERE_28440
ERR1913297.758305__1.758305	39491__A0A395ZKJ0__DXD13_11010
ERR1913297.758533__1.758533	1603888__A0A133SJQ2__HMPREF3201_00575
ERR1913297.758551__1.758551	291644__R5JES5__HMPREF1071_02803
ERR1913297.758799__1.758799	39492__D4JT68__spoIIIE
ERR1913297.758867__1.758867	357276__B6VVS0__HMPREF1064_03951
ERR1913297.758930__1.758930	39492__D4JT68__spoIIIE
ERR1913297.758937__1.758937	853__A0A2A7AXC8__C4N21_14120
ERR1913297.758939__1.758939	39492__D4JX50__EUBSIR_00410
ERR1913297.759108__1.759108	166486__C7G849__ERS852572_00697
ERR1913297.759117__1.759117	823__A0A174UR44__M095_2641
ERR1913297.759063__1.759063	39492__D4JQS6__ykoD
ERR1913297.759073__1.759073	39491__A0A395UZL1__DXB76_05950
ERR1913297.759204__1.759204	418240__A0A173WPF0__spoIIIAE
ERR1913297.759479__1.759479	823__A0A069SAX6__ERS852380_00710
ERR1913297.759486__1.759486	1150298__A0A174DTK6__ERS852498_00510
ERR1913297.759534__1.759534	39491__A0A396FEW6__T1815_18721
ERR1913297.759570__1.759570	820__I9TWZ7__DXC80_10550
ERR1913297.759730__1.759730	39492__D4JRZ7__smc
ERR1913297.759718__1.759718	291644__I9HF91__ERS852428_01588
ERR1913297.759816__1.759816	820__A0A3E4PYB0__yejM
ERR1913297.759883__1.759883	1262915__R6HCJ7__BN574_00649
ERR1913297.759977__1.759977	649756__A0A173T0Q8__DCR88_01335
ERR1913297.759993__1.759993	357276__D1JYA0__EL88_06560
ERR1913297.760018__1.760018	823__A0A355XPA0__DXB14_05710
ERR1913297.760022__1.760022	823__A0A355XLT7__HMPREF1075_03402
ERR1913297.760402__1.760402	39491__A0A173TAZ5__DXB99_09520
ERR1913297.760520__1.760520	39492__D4JU57__EUBSIR_00802
ERR1913297.760547__1.760547	820__A0A3E5E0T0__ERS852554_00312
ERR1913297.760560__1.760560	189722__E0NQU7__HMPREF0658_0548
ERR1913297.760617__1.760617	1262886__R6QGP2__BN563_00323
ERR1913297.760623__1.760623	1262911__R6H2J2__BN557_01228
ERR1913297.760634__1.760634	39492__D4JTL0__EUBSIR_01428
ERR1913297.760645__1.760645	357276__G5SMD3__BSEG_02959
ERR1913297.760604__1.760604	820__A0A396EUU8__luxQ_3
ERR1913297.760841__1.760841	28111__E5X120__NCTC11155_02427
ERR1913297.760893__1.760893	820__A0A3E5E0T0__ERS852554_00312
ERR1913297.760861__1.760861	820__A0A174DZ97__SAMN05444418_101240
ERR1913297.760955__1.760955	39492__D4JVG7__ERS852540_00946
ERR1913297.761110__1.761110	301302__A0A173UN64__manA_2
ERR1913297.761119__1.761119	301302__R5UUM8__ganB_1
ERR1913297.761161__1.761161	626929__F3PKG7__SAMN05444376_0720
ERR1913297.761194__1.761194	626929__R5JTP9__HMPREF9445_01944
ERR1913297.761231__1.761231	823__A0A355XIK0__CEQ22_011965
ERR1913297.761235__1.761235	357276__A0A076IR37__DXD47_07890
ERR1913297.761332__1.761332	166486__D4KZY4__ERS852572_03347
ERR1913297.761607__1.761607	39491__R6UMS6__DXD13_07035
ERR1913297.761634__1.761634	820__R9I2U8__DXC68_09590
ERR1913297.761732__1.761732	820__A0A173YYG4__evgS_3
ERR1913297.761755__1.761755	39491__A0A395UWZ1__DXC13_02175
ERR1913297.761799__1.761799	28052__A0A174HY73__ERS852451_01605
ERR1913297.761860__1.761860	572010__atpD
ERR1913297.761891__1.761891	1150298__A0A174MLY5__ERS852498_01797
ERR1913297.761922__1.761922	28052__R7NAP6__ERS852499_01969
ERR1913297.761929__1.761929	39492__D4JRM9__bglB_2
ERR1913297.761978__1.761978	1150298__A0A174M5F7__ERS852535_00457
ERR1913297.762027__1.762027	39491__C4Z9Y3__ERS852417_01808
ERR1913297.762151__1.762151	39491__A0A395ZDC6__addB
ERR1913297.762265__1.762265	371601__A0A139LNL6__ERS852396_04350
ERR1913297.762293__1.762293	39492__D4JRM9__bglB_2
ERR1913297.762325__1.762325	820__A7V8C2__ERS852554_01338
ERR1913297.762388__1.762388	301302__R5VEI6__cysA_2
ERR1913297.762441__1.762441	39492__D4JRM9__bglB_2
ERR1913297.762470__1.762470	214856__A0A174A0P3__ERS852447_00994
ERR1913297.762527__1.762527	853__A0A2A7B9I6__DW855_13690
ERR1913297.762553__1.762553	88431__A0A174G8Q6__ERS852526_02711
ERR1913297.762598__1.762598	39491__A0A395ZHW3__ERS852417_01359
ERR1913297.762631__1.762631	820__A0A396EUU8__luxQ_3
ERR1913297.762638__1.762638	39492__D4JQS6__ykoD
ERR1913297.762715__1.762715	39491__D6DXZ8__DXB72_15035
ERR1913297.762763__1.762763	291644__I9T9Y0__HMPREF1071_01813
ERR1913297.762739__1.762739	39491__A0A395UWZ1__DXC13_02175
ERR1913297.762888__1.762888	39492__D4JUL3__nreC_2
ERR1913297.762837__1.762837	820__A0A078S4C2__ERS417307_00828
ERR1913297.762928__1.762928	39492__D4JWY0__EUBSIR_01648
ERR1913297.762956__1.762956	39492__D4JTH4__ERS852540_00702
ERR1913297.763017__1.763017	39491__A0A174EQV2__DXB69_10230
ERR1913297.763024__1.763024	820__A0A3E5E0T0__ERS852554_00312
ERR1913297.763140__1.763140	301302__A0A0M6WWC3__M72_11371
ERR1913297.763355__1.763355	820__A0A173WZS4__DXD90_10250
ERR1913297.763368__1.763368	823__A0A078TE44__DD466_14830
ERR1913297.763390__1.763390	39492__D4JW10__pppA
ERR1913297.763393__1.763393	39492__D4JR58__EUBSIR_02090
ERR1913297.763591__1.763591	823__A0A355XKQ8__DHP27_04010
ERR1913297.763607__1.763607	28052__A0A174GS61__ERS852451_00341
ERR1913297.763646__1.763646	823__A0A355XN73__DXC05_07000
ERR1913297.763661__1.763661	39492__D4JQS7__ERS852540_01645
ERR1913297.763745__1.763745	39491__A0A396FRK0__ERS852417_00541
ERR1913297.763838__1.763838	39491__A0A396FFW0__ERE_10580
ERR1913297.763897__1.763897	28117__B0MU76__ALIPUT_00202
ERR1913297.764080__1.764080	39491__A0A174A751__DXB69_15525
ERR1913297.764194__1.764194	39492__D4JSG7__EUBSIR_01006
ERR1913297.764232__1.764232	823__A0A395YZG9__M092_4358
ERR1913297.764282__1.764282	39492__D4JQU2__EUBSIR_01294
ERR1913297.764297__1.764297	166486__D4L457__ROSINTL182_07087
ERR1913297.764258__1.764258	39492__D4JUL4__ERS852540_01381
ERR1913297.764274__1.764274	28052__A0A174PF05__ERS852451_02043
ERR1913297.764507__1.764507	39492__D4JQY4__EUBSIR_01325
ERR1913297.764631__1.764631	28116__I9JM49__NCTC11153_01044
ERR1913297.764720__1.764720	357276__A0A076J8M3__ABI39_13695
ERR1913297.764785__1.764785	39491__D4JMW8__ERS852497_01971
ERR1913297.764841__1.764841	39492__D4MN06__EUBSIR_02672
ERR1913297.764901__1.764901	29361__B6FT60__CLONEX_03337
ERR1913297.765112__1.765112	39491__A0A396FF66__DXD95_01810
ERR1913297.765267__1.765267	39492__D4JRM9__bglB_2
ERR1913297.765316__1.765316	39491__A0A3E4YFT8__DXB69_10940
ERR1913297.765325__1.765325	39492__D4JRY3__EUBSIR_01473
ERR1913297.765480__1.765480	39492__D4JQM9__EUBSIR_00669
ERR1913297.765590__1.765590	823__D7ILK2__ERS852380_00031
ERR1913297.765762__1.765762	1150298__A0A174R4D7__tmpC_2
ERR1913297.765811__1.765811	204516__U6R9E6__HMPREF1534_03149
ERR1913297.765803__1.765803	357276__I9R1V6__DXD47_04125
ERR1913297.765805__1.765805	39492__D4JR08__ERS852540_02467
ERR1913297.765912__1.765912	214856__A0A174ZB00__ERS852559_00631
ERR1913297.765958__1.765958	39492__D4JTI2__ERS852540_00694
ERR1913297.766087__1.766087	39492__D4JUD7__EUBSIR_01877
ERR1913297.766079__1.766079	301302__R5UMU6__M72_26821
ERR1913297.766109__1.766109	10680__GeneID:1261099
ERR1913297.766265__1.766265	39492__D4JUN0__EUBSIR_02705
ERR1913297.766270__1.766270	39492__D4JRZ7__smc
ERR1913297.766535__1.766535	706562__GCA_900112995.1_01415
ERR1913297.766560__1.766560	39491__A0A395ZDC6__addB
ERR1913297.766576__1.766576	39488__R5GAY8__EUBHAL_01199
ERR1913297.766635__1.766635	39492__D4JT90__coaE
ERR1913297.766672__1.766672	338188__A0A174GWW7__ERS852397_02491
ERR1913297.766684__1.766684	28111__E5X0X9__HMPREF1016_02597
ERR1913297.766743__1.766743	39492__A0A174ZYY6__EUBSIR_02510
ERR1913297.766761__1.766761	39491__A0A173RA59__EUR_24800
ERR1913297.766778__1.766778	820__A0A174QT76__B5G17_18060
ERR1913297.766982__1.766982	39491__A0A395UWA3__DXB69_11805
ERR1913297.766955__1.766955	1660__A0A0V8RY64__HMPREF0970_01123
ERR1913297.767122__1.767122	39492__D4JWM0__atpF
ERR1913297.767235__1.767235	820__A0A374Q854__HMPREF1073_03281
ERR1913297.767272__1.767272	39491__A0A396FBR6__DXC13_08575
ERR1913297.767328__1.767328	291644__I9SJC4__ERS852428_02891
ERR1913297.767457__1.767457	39492__D4JWI6__EUBSIR_01073
ERR1913297.767465__1.767465	1381__group_451
ERR1913297.767772__1.767772	39492__D4MIY5__EUBSIR_00233
ERR1913297.767801__1.767801	1262743__R5C7B5__BN727_00586
ERR1913297.767822__1.767822	39492__D4JU56__hemZ
ERR1913297.767955__1.767955	39492__D4JV38__EUBSIR_01205
ERR1913297.767985__1.767985	28052__R6JVH3__ERS852499_00454
ERR1913297.768068__1.768068	39492__D4JQS6__ykoD
ERR1913297.768125__1.768125	357276__B6W5Q7__DXD47_13945
ERR1913297.768144__1.768144	626929__F3PKF4__SAMN05444376_0707
ERR1913297.768237__1.768237	39492__D4JTJ1__EUBSIR_01453
ERR1913297.768336__1.768336	39491__A0A395ZHV7__ykvU
ERR1913297.768457__1.768457	39491__A0A395UWA3__DXB69_11805
ERR1913297.768579__1.768579	357276__E5UTL1__HMPREF1065_03551
ERR1913297.768595__1.768595	39492__D4JR31__EUBSIR_00106
ERR1913297.768670__1.768670	487174__K0WUM9__HMPREF9448_02608
ERR1913297.768777__1.768777	818__Q8A3I3__HMPREF2534_00068
ERR1913297.768816__1.768816	28116__A0A1Y4PUF8__DXF98_07610
ERR1913297.768831__1.768831	39492__D4JW10__pppA
ERR1913297.768848__1.768848	820__A7V9F9__B5G17_14640
ERR1913297.768866__1.768866	28052__A0A174KY36__mepA_13
ERR1913297.768878__1.768878	820__A0A174M9V5__M093_0237
ERR1913297.768964__1.768964	823__A0A355XFH7__ERS852513_00769
ERR1913297.769075__1.769075	39492__R6RT40__prkC_3
ERR1913297.769039__1.769039	853__A0A2A7B1Y7__C7K05_11930
ERR1913297.769234__1.769234	357276__I8WBQ9__HMPREF1065_03212
ERR1913297.769454__1.769454	1262886__R6RCF6__BN563_00371
ERR1913297.769534__1.769534	820__A0A3E4W084__BACUNI_04042
ERR1913297.769536__1.769536	291644__I9HP97__HMPREF1532_00061
ERR1913297.769542__1.769542	820__A0A3E4W7J3__DXC07_00330
ERR1913297.769588__1.769588	39491__C4ZCV5__DXB99_11855
ERR1913297.769689__1.769689	1262803__R6NL95__BN649_00814
ERR1913297.769762__1.769762	28116__E5CHV5__B5F02_08530
ERR1913297.769802__1.769802	853__A0A2A7B1Y7__C7K05_11930
ERR1913297.769887__1.769887	357276__A0A076J8D4__HMPREF1064_00553
ERR1913297.770209__1.770209	39492__D4MJF6__EUBSIR_02251
ERR1913297.770398__1.770398	357276__A0A076IP73__BACDOR_04237
ERR1913297.770547__1.770547	671266__GCA_004801615.1_00183
ERR1913297.770606__1.770606	1911679__E8JZI7__VCHSUH03_00550
ERR1913297.770643__1.770643	1150298__A0A174Q6Q0__ERS852406_00063
ERR1913297.770709__1.770709	649756__D4MWR2__sigA
ERR1913297.770777__1.770777	28052__A0A174JFD0__ERS852499_01102
ERR1913297.770876__1.770876	820__A0A139K4T0__ERS852510_03146
ERR1913297.771034__1.771034	384639__GCA_003096855.1_01226
ERR1913297.771090__1.771090	820__A0A3E4W4Y7__B5G17_02055
ERR1913297.771251__1.771251	40518__R5DY98__mepA_5
ERR1913297.771323__1.771323	28111__E5WTR3__BACEGG_01888
ERR1913297.771358__1.771358	39492__D4JRM9__bglB_2
ERR1913297.771413__1.771413	301302__A0A0M6WB53__mcp4_4
ERR1913297.771438__1.771438	28117__B0MXG8__ALIPUT_01814
ERR1913297.771538__1.771538	39492__D4JRX7__EUBSIR_01480
ERR1913297.771637__1.771637	291644__R5JC88__HMPREF1532_00990
ERR1913297.771722__1.771722	357276__C3R9Y0__HMPREF1064_01889
ERR1913297.771807__1.771807	626929__F3PKF4__SAMN05444376_0707
ERR1913297.771810__1.771810	28118__F9Z6F1__DER54_08365
ERR1913297.771943__1.771943	39492__D4JW10__pppA
ERR1913297.771965__1.771965	204516__U6RFB2__HMPREF1534_01733
ERR1913297.772038__1.772038	39485__C4Z2J8__ERS852490_02044
ERR1913297.772017__1.772017	823__A0A174LWY0__lepB
ERR1913297.772146__1.772146	820__A0A3E4VZT7__DXB48_16145
ERR1913297.772163__1.772163	544644__GCA_001915615.1_00059
ERR1913297.772473__1.772473	166486__C7GCP5__ROSINTL182_07683
ERR1913297.772475__1.772475	301302__R5V671__M72_27831
ERR1913297.772574__1.772574	39492__D4JV38__EUBSIR_01205
ERR1913297.772611__1.772611	78535__E6J267__NCTC1080_01209
ERR1913297.772668__1.772668	301302__R5UNJ6__M72_26701
ERR1913297.772854__1.772854	28111__E5WVR8__NCTC11155_02792
ERR1913297.772871__1.772871	821__I9R3W6__DXC16_12455
ERR1913297.772936__1.772936	626929__F3PKZ2__SAMN05444376_0882
ERR1913297.772956__1.772956	853__A0A173YYY4__DWZ04_09420
ERR1913297.773002__1.773002	28111__E5X0Y0__HMPREF1016_02598
ERR1913297.773019__1.773019	28052__R7NHJ5__ERS852499_01501
ERR1913297.773023__1.773023	165179__A0A174W369__PREVCOP_04548
ERR1913297.773041__1.773041	39492__A0A174ZP27__EUBSIR_00033
ERR1913297.773099__1.773099	39492__D4JQM9__EUBSIR_00669
ERR1913297.773231__1.773231	823__A6L9D3__ERS852560_03374
ERR1913297.773182__1.773182	204516__U6REI9__HMPREF1534_02357
ERR1913297.773248__1.773248	39491__A0A174K1W6__DXB99_15020
ERR1913297.773265__1.773265	823__A0A174VHT1__DHP27_04775
ERR1913297.773201__1.773201	39491__C4Z9E9__T1815_12341
ERR1913297.773215__1.773215	166486__D4L2Y9__ROSINTL182_06221
ERR1913297.773317__1.773317	820__A0A3E4WCC2__lptB_1
ERR1913297.773458__1.773458	820__A0A174VD39__DXD90_12235
ERR1913297.773663__1.773663	35833__E5Y305__HMPREF0179_00566
ERR1913297.773736__1.773736	39485__A0A174ZI57__ERS852490_00285
ERR1913297.773698__1.773698	204516__U6R9E0__HMPREF1534_03742
ERR1913297.773800__1.773800	165179__A0A3E5DX33__PREVCOP_05190
ERR1913297.773804__1.773804	39491__A0A395ZG74__licR
ERR1913297.773813__1.773813	823__A0A355XIK0__CEQ22_011965
ERR1913297.773921__1.773921	357276__I9FGI3__EL88_12385
ERR1913297.773987__1.773987	823__A0A174JYU9__DER51_02115
ERR1913297.773992__1.773992	28111__R5K3D9__NCTC11155_02788
ERR1913297.774134__1.774134	291644__I9HGA0__wzc
ERR1913297.774146__1.774146	39492__D4JR58__EUBSIR_02090
ERR1913297.774191__1.774191	28052__A0A174P635__ERS852499_02418
ERR1913297.774242__1.774242	39491__A0A396FMT0__EUBREC_3020
ERR1913297.774294__1.774294	204516__U6RAM4__HMPREF1534_03439
ERR1913297.774295__1.774295	1150298__A0A174T452__kfoC_3
ERR1913297.774327__1.774327	39492__D4MIX3__ERS852540_01230
ERR1913297.774352__1.774352	28052__A0A174M0I3__ERS852451_02171
ERR1913297.774373__1.774373	39491__A0A395ZBW8__DXC13_08840
