ERR1913043.66__1.66	39491__C4ZF05__vpr
ERR1913043.1466855__1.1466855	69974__A0A090FEL8__MPL3365_630008
ERR1913043.1466895__1.1466895	69974__A0A090FEL8__MPL3365_630008
ERR1913043.1467044__1.1467044	871327__A0A1H5WNU7__SAMN05444001_11221
ERR1913043.1467135__1.1467135	2292284__A0A374V9L1__DXC10_09375
ERR1913043.1467005__1.1467005	69974__A0A090FEL8__MPL3365_630008
ERR1913043.1467285__1.1467285	1628085__A0A1C6BMM1__C7386_11221
ERR1913043.1467385__1.1467385	28116__A0A1Y4Q1S9__DHW41_02535
ERR1913043.1467433__1.1467433	1735__B7CDP2__carA
ERR1913043.1467439__1.1467439	28117__B0MXG8__ALIPUT_01814
ERR1913043.1467450__1.1467450	204516__U6RH18__HMPREF1534_01847
ERR1913043.1467526__1.1467526	69974__A0A090FEL8__MPL3365_630008
ERR1913043.1467509__1.1467509	626933__H1DGX0__HMPREF9449_01506
ERR1913043.1467583__1.1467583	69974__A0A090FEL8__MPL3365_630008
ERR1913043.1467595__1.1467595	69974__A0A090FEL8__MPL3365_630008
ERR1913043.1467607__1.1467607	626933__H1DGX0__HMPREF9449_01506
ERR1913043.1467623__1.1467623	165179__A0A3E5DY64__CFT61_10025
ERR1913043.1467668__1.1467668	165179__A0A3E4SDC8__PREVCOP_05706
ERR1913043.1467742__1.1467742	216816__A0A061M1M5__HMPREF0177_01046
ERR1913043.1467995__1.1467995	69974__A0A090FEL8__MPL3365_630008
ERR1913043.1468000__1.1468000	165179__R6PU83__CFT61_14275
ERR1913043.1468071__1.1468071	820__A0A139JRS5__HMPREF1073_04025
ERR1913043.1468184__1.1468184	39485__A0A1Q6PHD7__ERS852492_01801
ERR1913043.1468306__1.1468306	310298__B3JGJ2__BACCOP_00994
ERR1913043.1468419__1.1468419	853__A0A3E2V168__FAEPRAM212_00929
ERR1913043.1468565__1.1468565	40518__R5DZM6__lytR_3
ERR1913043.1468652__1.1468652	310298__B3JGJ2__BACCOP_00994
ERR1913043.1468708__1.1468708	165179__A0A3E5EB26__CFT61_02800
ERR1913043.1468767__1.1468767	649756__L1PU84__ERS852571_01295
ERR1913043.1468989__1.1468989	69974__A0A090FEL8__MPL3365_630008
ERR1913043.1469072__1.1469072	69974__A0A090FEL8__MPL3365_630008
ERR1913043.1469130__1.1469130	310298__B3JI31__BACCOP_01543
ERR1913043.1469339__1.1469339	165179__A0A3E4SDC8__PREVCOP_05706
ERR1913043.1469356__1.1469356	116085__A0A3E2TF13__mobB
ERR1913043.1469597__1.1469597	310298__B3JMG0__BACCOP_03099
ERR1913043.1469603__1.1469603	39485__A0A174YSU1__ERS852492_00576
ERR1913043.1469614__1.1469614	39490__A0A173U8I1__LG34_05080
ERR1913043.1469691__1.1469691	1262924__R7HRJ9__BN585_00557
ERR1913043.1469729__1.1469729	39485__A0A174YVL0__xynZ_2
ERR1913043.1469733__1.1469733	165179__A0A3E5A554__DXB80_13805
ERR1913043.1469798__1.1469798	1262924__R7HT04__BN585_00021
ERR1913043.1469932__1.1469932	39488__A0A173ZWK0__EHLA_2903
ERR1913043.1469946__1.1469946	310298__B3JJX9__BACCOP_02203
ERR1913043.1470133__1.1470133	28117__B0MY41__BHV66_05165
ERR1913043.1470158__1.1470158	1262924__R7HT26__BN585_00306
ERR1913043.1470181__1.1470181	165179__A0A3E5A5E5__DXC61_13965
ERR1913043.1470286__1.1470286	69974__A0A090FEL8__MPL3365_630008
ERR1913043.1470435__1.1470435	310298__B3JGJ2__BACCOP_00994
ERR1913043.1470490__1.1470490	552398__F4XCR9__HMPREF0866_01636
ERR1913043.1470493__1.1470493	39491__A0A3E4YFT8__DXB69_10940
ERR1913043.1470500__1.1470500	165179__A0A174SA26__PREVCOP_05758
ERR1913043.1470515__1.1470515	69974__A0A090FEL8__MPL3365_630008
ERR1913043.1470665__1.1470665	1262924__R7HUJ5__BN585_00830
ERR1913043.1470676__1.1470676	39485__C4Z6K2__ERS852490_00407
ERR1913043.1470714__1.1470714	28117__B0MUB3__ALIPUT_00727
ERR1913043.1470750__1.1470750	28117__B0MY82__BHV66_04755
ERR1913043.1470761__1.1470761	28117__B0MY82__BHV66_04755
ERR1913043.1470825__1.1470825	165179__D1PHC0__PREVCOP_06640
ERR1913043.1470897__1.1470897	1150298__R7JXH6__mecR1
ERR1913043.1470882__1.1470882	821__A0A0P0LKG6__HMPREF1058_02188
ERR1913043.1470922__1.1470922	204516__U6R989__HMPREF1534_03109
ERR1913043.1470927__1.1470927	1680__A7A2Y2__NCTC11814_00537
ERR1913043.1470958__1.1470958	626933__H1DGX0__HMPREF9449_01506
ERR1913043.1470960__1.1470960	1262924__R7HRJ9__BN585_00557
ERR1913043.1471170__1.1471170	1965632__A0A1Y4A853__B5F91_11650
ERR1913043.1471248__1.1471248	39485__A0A174ZQT9__EUBELI_20278
ERR1913043.1471279__1.1471279	820__A0A3E4FWC8__DXC91_14635
ERR1913043.1471335__1.1471335	1897011__A0A1Q6RF88__BHW41_03295
ERR1913043.1471434__1.1471434	216816__Q8G585__APC1473_0508
ERR1913043.1471402__1.1471402	853__A0A2A7B1Y7__C7K05_11930
ERR1913043.1471465__1.1471465	821__A6L0C7__ERS852556_03520
ERR1913043.1471550__1.1471550	28117__B0MZ50__ALIPUT_02424
ERR1913043.1471586__1.1471586	69974__A0A090FEL8__MPL3365_630008
ERR1913043.1471733__1.1471733	39485__A0A174YJA4__EUBELI_20421
ERR1913043.1471897__1.1471897	1897011__A0A1Q6RGC2__BHW41_02765
ERR1913043.1472007__1.1472007	69974__A0A090FEL8__MPL3365_630008
ERR1913043.1472063__1.1472063	69974__A0A090FEL8__MPL3365_630008
ERR1913043.1472036__1.1472036	39491__C4ZCV5__DXB99_11855
ERR1913043.1472074__1.1472074	28116__A0A139LD88__CUY_2408
ERR1913043.1472134__1.1472134	204516__U6R921__HMPREF1534_03932
ERR1913043.1472170__1.1472170	165179__D1PHC0__PREVCOP_06640
ERR1913043.1472260__1.1472260	626933__H1DGX0__HMPREF9449_01506
ERR1913043.1472454__1.1472454	384639__GCA_003096855.1_00996
ERR1913043.1472489__1.1472489	69974__A0A090FEL8__MPL3365_630008
ERR1913043.1472474__1.1472474	821__A0A0P0L8F8__ERS852509_03705
ERR1913043.1472518__1.1472518	165179__A0A3E5AGH1__DXB80_05820
ERR1913043.1472545__1.1472545	39491__A0A396FKI0__DXC13_11560
ERR1913043.1472584__1.1472584	1262739__R6MJ86__BN659_00644
ERR1913043.1472636__1.1472636	204516__U6RF58__HMPREF1534_02095
ERR1913043.1472706__1.1472706	487173__H1D187__HMPREF9453_01375
ERR1913043.1472800__1.1472800	69974__A0A090FEL8__MPL3365_630008
ERR1913043.1472922__1.1472922	39485__A0A174ZNW9__luxQ_1
ERR1913043.1472982__1.1472982	1262992__R5DA18__BN795_01586
ERR1913043.1473001__1.1473001	1262882__R5MKX3__BN519_00395
ERR1913043.1473043__1.1473043	28116__A0A3E5HUC8__DHW41_21025
ERR1913043.1473119__1.1473119	69974__A0A090FEL8__MPL3365_630008
ERR1913043.1473154__1.1473154	165179__A0A3E4SDC8__PREVCOP_05706
ERR1913043.1473171__1.1473171	821__A6L0C7__ERS852556_03520
ERR1913043.1473181__1.1473181	853__C7H7F8__yccM_1
ERR1913043.1473250__1.1473250	204516__U6RMH5__HMPREF1534_00591
ERR1913043.1473406__1.1473406	310298__B3JK99__BACCOP_02328
ERR1913043.1473433__1.1473433	310298__B3JLT9__BACCOP_02886
ERR1913043.1473466__1.1473466	1323__A0A380LK73__NCTC11087_00600
ERR1913043.1473565__1.1473565	165179__D1PCL6__DXB80_13435
ERR1913043.1473608__1.1473608	216816__C5E8I1__yciB
ERR1913043.1473637__1.1473637	39491__A0A395ZBQ4__cph2_2
ERR1913043.1473640__1.1473640	1897011__A0A1Q6RD61__BHW41_05790
ERR1913043.1473664__1.1473664	1262924__R7HTA4__BN585_00391
ERR1913043.1473906__1.1473906	69974__A0A090FEL8__MPL3365_630008
ERR1913043.1473889__1.1473889	853__A0A2A7B9I6__DW855_13690
ERR1913043.1473988__1.1473988	69974__A0A090FEL8__MPL3365_630008
ERR1913043.1474111__1.1474111	69974__A0A090FEL8__MPL3365_630008
ERR1913043.1474300__1.1474300	165179__A0A174SA26__PREVCOP_05758
ERR1913043.1474301__1.1474301	165179__A0A174SA26__PREVCOP_05758
ERR1913043.1474401__1.1474401	310298__B3JFK5__BACCOP_00655
ERR1913043.1474447__1.1474447	69974__A0A090FEL8__MPL3365_630008
ERR1913043.1474466__1.1474466	165179__A0A3E5AG99__DXB80_04390
ERR1913043.1474470__1.1474470	1262924__R7HTW2__BN585_00604
ERR1913043.1474481__1.1474481	1262739__R6MRN4__BN659_01580
ERR1913043.1474527__1.1474527	39485__C4Z1Y9__EUBELI_00143
ERR1913043.1474555__1.1474555	39491__A0A2U2EED4__ERS852580_01584
ERR1913043.1474580__1.1474580	745368__A0A1T4XCE1__SAMN02745178_01686
ERR1913043.1474592__1.1474592	544644__GCA_001915615.1_02076
ERR1913043.1474611__1.1474611	1262743__R5C3A8__BN727_00457
ERR1913043.1474669__1.1474669	821__A0A0P0LKG6__HMPREF1058_02188
ERR1913043.1474693__1.1474693	1262992__R5D9A6__BN795_00819
ERR1913043.1474701__1.1474701	28117__B0N007__BHV66_10275
ERR1913043.1474734__1.1474734	69974__A0A090FEL8__MPL3365_630008
ERR1913043.1474966__1.1474966	853__A0A173T0Y8__CGS54_07215
ERR1913043.1475023__1.1475023	384638__B7APN3__BACPEC_00639
ERR1913043.1475104__1.1475104	204516__U6RM57__HMPREF1534_00757
ERR1913043.1475191__1.1475191	626933__H1DGX0__HMPREF9449_01506
ERR1913043.1475218__1.1475218	310298__B3JH75__BACCOP_01229
ERR1913043.1475242__1.1475242	39491__C4ZHS4__EUR_24420
ERR1913043.1475367__1.1475367	216816__A0A2U0BT35__BL1206_1860
ERR1913043.1475413__1.1475413	40518__R5DLM5__RB5AMG_00422
ERR1913043.1475420__1.1475420	1262913__R7J7E0__BN646_00943
ERR1913043.1475703__1.1475703	853__A0A173T8T3__DW882_06555
ERR1913043.1475770__1.1475770	487173__H1D168__HMPREF9453_01356
ERR1913043.1475815__1.1475815	165179__A0A3E4SB95__DXC61_13455
ERR1913043.1475908__1.1475908	28117__B0MUB3__ALIPUT_00727
ERR1913043.1475948__1.1475948	853__A0A2A7B9I6__DW855_13690
ERR1913043.1476002__1.1476002	853__A0A2A7B1Y7__C7K05_11930
ERR1913043.1476206__1.1476206	69974__A0A090FEL8__MPL3365_630008
ERR1913043.1476246__1.1476246	1262929__R6EYU3__BN691_00676
ERR1913043.1476316__1.1476316	39488__C0ESJ6__EUBHAL_00369
ERR1913043.1476401__1.1476401	853__A0A173SUU8__CGS54_06840
ERR1913043.1476402__1.1476402	626933__H1DGX0__HMPREF9449_01506
ERR1913043.1476494__1.1476494	1262924__R7HQ03__BN585_01295
ERR1913043.1476513__1.1476513	165179__A0A3E5DY64__CFT61_10025
ERR1913043.1476618__1.1476618	69974__A0A090FEL8__MPL3365_630008
ERR1913043.1476622__1.1476622	69974__A0A090FEL8__MPL3365_630008
ERR1913043.1476719__1.1476719	28116__D7J6B1__B5F02_07870
ERR1913043.1476795__1.1476795	74426__argF
ERR1913043.1476876__1.1476876	1262924__R7HTW2__BN585_00604
ERR1913043.1476935__1.1476935	165179__A0A3E5DV57__DXB80_11400
ERR1913043.1477136__1.1477136	69974__A0A090FEL8__MPL3365_630008
ERR1913043.1477185__1.1477185	39485__A0A174Z7G5__EUBELI_01168
ERR1913043.1477235__1.1477235	820__A0A139KH21__DXC80_01780
ERR1913043.1477263__1.1477263	338188__A0A174ETX3__ERS852397_01955
ERR1913043.1477361__1.1477361	410072__A0A173WZ94__DXD67_05780
ERR1913043.1477397__1.1477397	69974__A0A090FEL8__MPL3365_630008
ERR1913043.1477466__1.1477466	853__A0A174BA00__DW905_01145
ERR1913043.1477580__1.1477580	820__A0A374Q854__HMPREF1073_03281
ERR1913043.1477590__1.1477590	1262913__R7JPP6__BN646_00416
ERR1913043.1477596__1.1477596	165179__A0A174SA26__PREVCOP_05758
ERR1913043.1477681__1.1477681	40518__R5DUG7__sbcC
ERR1913043.1477708__1.1477708	69974__A0A090FEL8__MPL3365_630008
ERR1913043.1477753__1.1477753	853__A0A173YYY4__DWZ04_09420
ERR1913043.1477890__1.1477890	165179__A0A229I3Z6__PREVCOP_03666
ERR1913043.1477971__1.1477971	39491__A0A396FP46__cobD_2
ERR1913043.1477980__1.1477980	418240__A0A174R2N4__ERS852523_02758
ERR1913043.1478009__1.1478009	310298__B3JFQ2__BACCOP_00703
ERR1913043.1478151__1.1478151	371601__D6D2M1__CW1_3199
ERR1913043.1478163__1.1478163	165179__A0A3E5A554__DXB80_13805
ERR1913043.1478166__1.1478166	310298__B3JLC6__BACCOP_02712
ERR1913043.1478263__1.1478263	165179__A0A3E5EA43__DXC61_07775
ERR1913043.1478340__1.1478340	820__A0A174CG08__DXB62_13215
ERR1913043.1478403__1.1478403	310298__B3JK97__BACCOP_02326
ERR1913043.1478609__1.1478609	69974__A0A090FEL8__MPL3365_630008
ERR1913043.1478664__1.1478664	165179__W1I4H6__DXB80_13655
ERR1913043.1478670__1.1478670	354276__A0A0T5XK22__SAMEA2273418_02010
ERR1913043.1478832__1.1478832	1262913__R7J951__BN646_01164
ERR1913043.1478861__1.1478861	69974__A0A090FEL8__MPL3365_630008
ERR1913043.1478883__1.1478883	310298__B3JN71__BACCOP_03383
ERR1913043.1478957__1.1478957	39485__C4Z2I5__ERS852492_02214
ERR1913043.1479122__1.1479122	69974__A0A090FEL8__MPL3365_630008
ERR1913043.1479159__1.1479159	28117__B0MYI9__BHV66_05415
ERR1913043.1479249__1.1479249	165179__A0A3E5EA83__DXC61_07750
ERR1913043.1479291__1.1479291	69974__A0A090FEL8__MPL3365_630008
ERR1913043.1479313__1.1479313	69974__A0A090FEL8__MPL3365_630008
ERR1913043.1479364__1.1479364	310298__B3JGL4__BACCOP_01016
ERR1913043.1479476__1.1479476	165179__A0A3E5EA43__DXC61_07775
ERR1913043.1479517__1.1479517	310298__B3JED9__BACCOP_00230
ERR1913043.1479524__1.1479524	154288__A0A174R6R7__azoR_2
ERR1913043.1479561__1.1479561	820__R7E9Z4__DXC68_06065
ERR1913043.1479585__1.1479585	40518__R5E8B6__RB5AMG_00876
ERR1913043.1479628__1.1479628	69974__A0A090FEL8__MPL3365_630008
ERR1913043.1479657__1.1479657	39485__A0A174ZJ84__EUBELI_00107
ERR1913043.1479674__1.1479674	1735__B7C8J4__EUBIFOR_00498
ERR1913043.1479737__1.1479737	310298__B3JNH4__BACCOP_03487
ERR1913043.1479820__1.1479820	39485__C4Z0F4__ERS852490_00945
ERR1913043.1479793__1.1479793	39491__A0A174LTW7__DXD13_08720
ERR1913043.1479802__1.1479802	310298__B3JKM0__BACCOP_02451
ERR1913043.1479854__1.1479854	39485__A0A174Z1A6__EUBELI_00220
ERR1913043.1479855__1.1479855	357276__A0A076IYG1__B5F95_22465
ERR1913043.1479929__1.1479929	301301__G2SXB0__RHOM_09565
ERR1913043.1480244__1.1480244	165179__D1PHD6__DXC61_03380
ERR1913043.1480436__1.1480436	204516__U6RFU0__HMPREF1534_02545
ERR1913043.1480473__1.1480473	371601__W6P631__B5E50_14625
ERR1913043.1480553__1.1480553	69974__A0A090FEL8__MPL3365_630008
ERR1913043.1480618__1.1480618	626933__H1DGX0__HMPREF9449_01506
ERR1913043.1480681__1.1480681	853__A0A3E2W3R8__FAEPRAM212_00849
ERR1913043.1480817__1.1480817	216816__A0A396FVC5__BL71B_00290
ERR1913043.1480839__1.1480839	1262924__R7HTW9__BN585_00609
ERR1913043.1481011__1.1481011	47678__R5U8P0__DW706_15950
ERR1913043.1481027__1.1481027	39485__A0A174ZJ13__ssuB
ERR1913043.1481032__1.1481032	40518__R5DXP6__DXD83_06110
ERR1913043.1481038__1.1481038	853__A0A3E2W3R8__FAEPRAM212_00849
ERR1913043.1481060__1.1481060	165179__D1PER3__DXB80_11525
ERR1913043.1481097__1.1481097	418240__C6J887__ERS852523_03392
ERR1913043.1481105__1.1481105	39485__C4Z6F3__EUBELI_20400
ERR1913043.1481230__1.1481230	165179__A0A3E4SID1__DXB80_01945
ERR1913043.1481261__1.1481261	1262924__R7HND0__BN585_00157
ERR1913043.1481264__1.1481264	69974__A0A090FEL8__MPL3365_630008
ERR1913043.1481309__1.1481309	165179__A0A3E5DY64__CFT61_10025
ERR1913043.1481371__1.1481371	165179__A0A174IPI3__CFT61_10940
ERR1913043.1481449__1.1481449	1262929__R6F6C8__BN691_01344
ERR1913043.1481511__1.1481511	39491__C4ZF05__vpr
ERR1913043.1481628__1.1481628	69974__A0A090FEL8__MPL3365_630008
ERR1913043.1481686__1.1481686	69974__A0A090FEL8__MPL3365_630008
ERR1913043.1481709__1.1481709	28118__F9Z9B0__SAMEA44545918_02179
ERR1913043.1481722__1.1481722	853__A0A173YYY4__DWZ04_09420
ERR1913043.1481755__1.1481755	69974__A0A090FEL8__MPL3365_630008
ERR1913043.1482221__1.1482221	39491__A0A0M6WBQ6__ERS852417_02951
ERR1913043.1482253__1.1482253	69974__A0A090FEL8__MPL3365_630008
ERR1913043.1482278__1.1482278	165179__A0A3E5E8N5__DXC61_13460
ERR1913043.1482239__1.1482239	165179__D1PHV2__PREVCOP_06822
ERR1913043.1482439__1.1482439	69974__A0A090FEL8__MPL3365_630008
ERR1913043.1482489__1.1482489	1262743__R5C054__BN727_01980
ERR1913043.1482573__1.1482573	28116__A0A078Q626__HMPREF1070_02735
ERR1913043.1482578__1.1482578	69974__A0A090FEL8__MPL3365_630008
ERR1913043.1482609__1.1482609	165179__A0A3E5AER8__DXB80_07075
ERR1913043.1482751__1.1482751	69974__A0A090FEL8__MPL3365_630008
ERR1913043.1482755__1.1482755	310298__B3JFK6__BACCOP_00656
ERR1913043.1482876__1.1482876	1262924__R7HRE7__BN585_00055
ERR1913043.1483003__1.1483003	47678__R5UES7__sipS
ERR1913043.1483062__1.1483062	626933__H1DGX0__HMPREF9449_01506
ERR1913043.1483135__1.1483135	1262924__R7HRJ9__BN585_00557
ERR1913043.1483154__1.1483154	69974__A0A090FEL8__MPL3365_630008
ERR1913043.1483199__1.1483199	69974__A0A090FEL8__MPL3365_630008
ERR1913043.1483217__1.1483217	165179__A0A3E5A554__DXB80_13805
ERR1913043.1483352__1.1483352	69974__A0A090FEL8__MPL3365_630008
ERR1913043.1483436__1.1483436	69974__A0A090FEL8__MPL3365_630008
ERR1913043.1483452__1.1483452	310298__B3JKM0__BACCOP_02451
ERR1913043.1483504__1.1483504	165179__A0A3E5DWJ4__PREVCOP_06538
ERR1913043.1483518__1.1483518	626933__H1DGX0__HMPREF9449_01506
ERR1913043.1483560__1.1483560	853__A0A3E2V168__FAEPRAM212_00929
ERR1913043.1483595__1.1483595	28117__B0MUY3__BHV66_00515
ERR1913043.1483646__1.1483646	28117__B0MSR5__BHV66_02095
ERR1913043.1483660__1.1483660	69974__A0A090FEL8__MPL3365_630008
ERR1913043.1483707__1.1483707	165179__A0A229I7F5__DXB80_02650
ERR1913043.1483719__1.1483719	39485__A0A1Q6PH92__cbbX
ERR1913043.1483919__1.1483919	39485__R5ZSH7__EUBELI_00953
ERR1913043.1483989__1.1483989	821__A6L0C7__ERS852556_03520
ERR1913043.1483993__1.1483993	204516__U6RH18__HMPREF1534_01847
ERR1913043.1484019__1.1484019	165179__A0A3E5DY64__CFT61_10025
ERR1913043.1484078__1.1484078	165179__A0A3E5E8N5__DXC61_13460
ERR1913043.1484154__1.1484154	69974__A0A090FEL8__MPL3365_630008
ERR1913043.1484163__1.1484163	165179__A0A3E4SDC8__PREVCOP_05706
ERR1913043.1484174__1.1484174	820__A0A396EUV1__B5G17_06465
ERR1913043.1484475__1.1484475	40518__R5E282__DXD86_08940
ERR1913043.1484660__1.1484660	39491__A0A395ZGE4__ERS852497_01269
ERR1913043.1484683__1.1484683	853__A0A2A7B9I6__DW855_13690
ERR1913043.1484768__1.1484768	1262924__R7HUJ5__BN585_00830
ERR1913043.1484769__1.1484769	626933__H1DGX0__HMPREF9449_01506
ERR1913043.1484788__1.1484788	47678__A5ZEA3__ERS852558_00257
ERR1913043.1484811__1.1484811	165179__D1PGU8__PREVCOP_06463
ERR1913043.1484953__1.1484953	69974__A0A090FEL8__MPL3365_630008
ERR1913043.1485049__1.1485049	1262924__R7HT26__BN585_00306
ERR1913043.1485053__1.1485053	301301__A0A395VBD1__bcrC_1
ERR1913043.1485074__1.1485074	626933__H1DGX0__HMPREF9449_01506
ERR1913043.1485159__1.1485159	853__A0A173T751__C4N24_10280
ERR1913043.1485169__1.1485169	165179__A0A3E5A5E5__DXC61_13965
ERR1913043.1485231__1.1485231	69974__A0A090FEL8__MPL3365_630008
ERR1913043.1485301__1.1485301	1262924__R7HQB3__BN585_00435
ERR1913043.1485353__1.1485353	28116__A0A1Y4Q112__evgS_13
ERR1913043.1485390__1.1485390	165179__A0A3E5DY64__CFT61_10025
ERR1913043.1485409__1.1485409	204516__U6R9E0__HMPREF1534_03742
ERR1913043.1485395__1.1485395	69974__A0A090FEL8__MPL3365_630008
ERR1913043.1485449__1.1485449	165179__A0A3E5AAM8__DXB80_10240
ERR1913043.1485549__1.1485549	69974__A0A090FEL8__MPL3365_630008
ERR1913043.1485571__1.1485571	310298__B3JMZ2__BACCOP_03297
ERR1913043.1485619__1.1485619	165179__A0A3E4SID1__DXB80_01945
ERR1913043.1485741__1.1485741	69974__A0A090FEL8__MPL3365_630008
ERR1913043.1485798__1.1485798	40518__R5DVV1__RBATCC27255_00999
ERR1913043.1485810__1.1485810	820__A0A139K5A6__DXB48_12175
ERR1913043.1485848__1.1485848	69974__A0A090FEL8__MPL3365_630008
ERR1913043.1485967__1.1485967	310298__B3JH76__BACCOP_01230
ERR1913043.1485979__1.1485979	28117__R7JPX7__BHV66_00900
ERR1913043.1486020__1.1486020	310298__B3JQL6__BACCOP_04252
ERR1913043.1486129__1.1486129	1262992__R5D6G0__BN795_00277
ERR1913043.1486102__1.1486102	165179__A0A229I7F5__DXB80_02650
ERR1913043.1486213__1.1486213	374844__GeneID:1260912
ERR1913043.1486246__1.1486246	204516__U6RMH5__HMPREF1534_00591
ERR1913043.1486302__1.1486302	487173__H1D3F9__HMPREF9453_02142
ERR1913043.1486325__1.1486325	487174__R5FMM3__DDY40_00820
ERR1913043.1486339__1.1486339	28117__B0MUY3__BHV66_00515
ERR1913043.1486368__1.1486368	39485__C4Z6F3__EUBELI_20400
ERR1913043.1486415__1.1486415	410072__A0A173XQG6__ERS852574_01620
ERR1913043.1486421__1.1486421	626933__H1DGX0__HMPREF9449_01506
ERR1913043.1486587__1.1486587	1323__A0A3E3E835__NCTC11087_00562
ERR1913043.1486591__1.1486591	165179__A0A3E5DWJ4__PREVCOP_06538
ERR1913043.1486893__1.1486893	165179__D1PER3__DXB80_11525
ERR1913043.1487481__1.1487481	204516__U6RFB2__HMPREF1534_01733
ERR1913043.1487507__1.1487507	28116__E5C458__BACOV975_02730
ERR1913043.1487658__1.1487658	28116__A7LYG5__M089_5828
ERR1913043.1487668__1.1487668	28117__B0MWP2__ALIPUT_01468
ERR1913043.1487705__1.1487705	39485__C4Z6F3__EUBELI_20400
ERR1913043.1487773__1.1487773	69974__A0A090FEL8__MPL3365_630008
ERR1913043.1487803__1.1487803	301302__A0A0M6WV88__dhaS_2
ERR1913043.1487880__1.1487880	39485__A0A174Z851__cdaR_1
ERR1913043.1487886__1.1487886	301301__A0A395VGH2__dltB_2
ERR1913043.1488034__1.1488034	165179__A0A3E5DY64__CFT61_10025
ERR1913043.1488020__1.1488020	165179__A0A229I6N7__DXC61_06720
ERR1913043.1488026__1.1488026	28116__E5CEE4__SAMN05444282_12363
ERR1913043.1488033__1.1488033	310298__B3JFS5__BACCOP_00726
ERR1913043.1488162__1.1488162	40518__R5E1J7__RBL236_02062
ERR1913043.1488234__1.1488234	39491__A0A396FS17__envC
ERR1913043.1488235__1.1488235	39488__A0A285PT25__EUBHAL_01908
ERR1913043.1488274__1.1488274	39485__A0A174YW66__ERS852490_03040
ERR1913043.1488382__1.1488382	39491__A0A395ZHH5__ERS852497_02076
ERR1913043.1488513__1.1488513	39485__A0A174YMC1__recN
ERR1913043.1488535__1.1488535	871327__A0A1H5WNU7__SAMN05444001_11221
ERR1913043.1488602__1.1488602	165179__D1PEQ5__PREVCOP_05711
ERR1913043.1488627__1.1488627	39491__A0A395ZHW3__ERS852417_01359
ERR1913043.1488611__1.1488611	820__A0A3E4G8F8__ERS852421_01645
ERR1913043.1488668__1.1488668	165179__A0A3E5DV57__DXB80_11400
ERR1913043.1488671__1.1488671	69974__A0A090FEL8__MPL3365_630008
ERR1913043.1488675__1.1488675	487173__H1D020__HMPREF9453_00958
ERR1913043.1488772__1.1488772	69974__A0A090FEL8__MPL3365_630008
ERR1913043.1488780__1.1488780	39485__R5ZYJ0__ERS852492_00222
ERR1913043.1488787__1.1488787	1780381__A0A143ZTH2__tagB
ERR1913043.1488832__1.1488832	39491__A0A174IJH1__DXB76_01865
ERR1913043.1488811__1.1488811	39491__A0A174K9A3__DXB69_07785
ERR1913043.1488941__1.1488941	626933__H1DGX0__HMPREF9449_01506
ERR1913043.1489010__1.1489010	626933__H1DGX0__HMPREF9449_01506
ERR1913043.1489066__1.1489066	165179__A0A3E5AHY4__CFT61_07675
ERR1913043.1489331__1.1489331	40518__R5E6N4__DXD93_01325
ERR1913043.1489476__1.1489476	39485__R5ZZA6__ERS852490_00168
ERR1913043.1489547__1.1489547	301302__A0A0M6WV88__dhaS_2
ERR1913043.1489609__1.1489609	165179__A0A3E5DY64__CFT61_10025
ERR1913043.1489961__1.1489961	371601__A0A139LNL6__ERS852396_04350
ERR1913043.1490088__1.1490088	69974__A0A090FEL8__MPL3365_630008
ERR1913043.1490435__1.1490435	626933__H1DGX0__HMPREF9449_01506
ERR1913043.1490415__1.1490415	310298__B3JK99__BACCOP_02328
ERR1913043.1490518__1.1490518	1263107__GCA_000436995.1_00197
ERR1913043.1490589__1.1490589	69974__A0A090FEL8__MPL3365_630008
ERR1913043.1490601__1.1490601	165179__A0A174IPI3__CFT61_10940
ERR1913043.1490629__1.1490629	1262924__R7HPG6__BN585_00099
ERR1913043.1490652__1.1490652	1262924__R7HRE7__BN585_00055
ERR1913043.1490729__1.1490729	165179__A0A3E5AER8__DXB80_07075
