ERR1913203.14__1.14	239935__A0A2N8IEP3__CXT84_03735
ERR1913203.1071331__1.1071331	214856__A0A174CRY5__ERS852559_01060
ERR1913203.1071355__1.1071355	214856__A0A174ZD89__ERS852559_00526
ERR1913203.1071407__1.1071407	1262882__R5MFK5__BN519_00378
ERR1913203.1071368__1.1071368	214856__I3YPP1__Alfi_2699
ERR1913203.1071540__1.1071540	301302__A0A0M6WMV7__M72_28281
ERR1913203.1071601__1.1071601	214856__A0A173YXX1__ERS852559_01651
ERR1913203.1071623__1.1071623	1262882__R5MFT7__BN519_00494
ERR1913203.1071822__1.1071822	214856__A0A174C683__ERS852559_00523
ERR1913203.1071935__1.1071935	1262882__R5MYP8__BN519_00439
ERR1913203.1071917__1.1071917	214856__I3YPQ0__ERS852447_01379
ERR1913203.1072083__1.1072083	214856__R6XS02__ERS852447_01685
ERR1913203.1072194__1.1072194	239935__A0A2N8HHB6__B5G29_11500
ERR1913203.1072261__1.1072261	239935__R6IZT7__CXU18_11710
ERR1913203.1072290__1.1072290	239935__B2URG6__CXU02_00030
ERR1913203.1072307__1.1072307	214856__R6Y9P5__ERS852559_01811
ERR1913203.1072249__1.1072249	239935__A0A2N8IKW7__pstA
ERR1913203.1072442__1.1072442	214856__I3YMC8__ERS852447_02666
ERR1913203.1072458__1.1072458	74426__purL
ERR1913203.1072546__1.1072546	214856__R6XS46__ERS852559_00812
ERR1913203.1072702__1.1072702	818__R7KZF1__C5Z03_07410
ERR1913203.1072766__1.1072766	47678__R5U8S9__DW706_06260
ERR1913203.1072809__1.1072809	487174__K0WTW4__DDY40_12630
ERR1913203.1073071__1.1073071	214856__R6XKT4__ERS852559_01719
ERR1913203.1073121__1.1073121	487174__K0X4L2__pgl
ERR1913203.1073201__1.1073201	214856__I3YPN9__ERS852447_01389
ERR1913203.1073273__1.1073273	39492__D4JRV7__EUBSIR_01513
ERR1913203.1073279__1.1073279	1262882__R5N526__BN519_01603
ERR1913203.1073242__1.1073242	1501391__GCA_000786575.1_00079
ERR1913203.1073247__1.1073247	214856__R6Z5D0__resA_4
ERR1913203.1073365__1.1073365	214856__A0A173YDP1__ERS852559_00120
ERR1913203.1073490__1.1073490	487174__K0X5B1__DDY40_01695
ERR1913203.1073524__1.1073524	410072__A0A173R660__ERS852389_00536
ERR1913203.1073621__1.1073621	214856__R6XKW1__ERS852559_01141
ERR1913203.1073664__1.1073664	214856__R6XS46__ERS852559_00812
ERR1913203.1073727__1.1073727	1262882__R5MEW7__BN519_00010
ERR1913203.1073745__1.1073745	214856__I3YMB7__Alfi_1811
ERR1913203.1073821__1.1073821	1501391__GCA_000786575.1_00016
ERR1913203.1073809__1.1073809	214856__I3YPR6__Alfi_2724
ERR1913203.1073886__1.1073886	47678__R5UES3__CGC64_00760
ERR1913203.1073947__1.1073947	1501391__GCA_000786575.1_00074
ERR1913203.1074073__1.1074073	487174__K0X429__HMPREF9448_00932
ERR1913203.1074260__1.1074260	1262882__R5MKL9__BN519_00353
ERR1913203.1074271__1.1074271	291645__I8WZT8__HMPREF1068_04327
ERR1913203.1074280__1.1074280	1262882__R5N532__BN519_01420
ERR1913203.1074480__1.1074480	1262882__R5N526__BN519_01603
ERR1913203.1074495__1.1074495	239935__A0A139TQT9__Amuc_1197
ERR1913203.1074563__1.1074563	239935__R6JD78__CXU05_09250
ERR1913203.1074683__1.1074683	214856__I3YMC8__ERS852447_02666
ERR1913203.1074772__1.1074772	239935__A0A2N8HSC0__CXU06_05505
ERR1913203.1074855__1.1074855	214856__R6XQX8__ERS852559_02550
ERR1913203.1075092__1.1075092	487174__R5FN40__HMPREF9448_01366
ERR1913203.1075174__1.1075174	1160721__W0U4Y3__sipW2
ERR1913203.1075177__1.1075177	1849041__A0A3E2T5U5__DW086_00765
ERR1913203.1075265__1.1075265	487174__K0X591__DDY40_01805
ERR1913203.1075237__1.1075237	1262911__R6GZX7__BN557_00838
ERR1913203.1075324__1.1075324	1501391__GCA_000786575.1_00041
ERR1913203.1075501__1.1075501	239935__A0A2N8IVK9__CXU08_03750
ERR1913203.1075519__1.1075519	1262882__R5MLA4__BN519_01536
ERR1913203.1075790__1.1075790	214856__I3YMB7__Alfi_1811
ERR1913203.1076003__1.1076003	1262882__R5MJJ9__BN519_01035
ERR1913203.1076047__1.1076047	1262882__R5MF58__BN519_00393
ERR1913203.1076151__1.1076151	214856__R6XTZ7__ERS852447_02314
ERR1913203.1076362__1.1076362	214856__R6Y6H8__ERS852447_01719
ERR1913203.1076521__1.1076521	487174__K0WRR5__DDY40_06130
ERR1913203.1076573__1.1076573	328814__GCA_004558275.1_00078
ERR1913203.1076685__1.1076685	328814__GCA_004558275.1_00056
ERR1913203.1076791__1.1076791	214856__R6XUN2__rcsC_1
ERR1913203.1076803__1.1076803	214856__I3YPN0__ERS852447_01398
ERR1913203.1076973__1.1076973	1262911__R6GTZ0__BN557_01437
ERR1913203.1077121__1.1077121	214856__R6XNE7__ERS852447_02267
ERR1913203.1077388__1.1077388	818__A0A139KY34__ERS852461_03898
ERR1913203.1077361__1.1077361	214856__R6XS46__ERS852559_00812
ERR1913203.1077438__1.1077438	1501391__GCA_000786575.1_00032
ERR1913203.1077602__1.1077602	410072__A0A3E4GRE0__DXD67_07105
ERR1913203.1077807__1.1077807	291645__I8WZT8__HMPREF1068_04327
ERR1913203.1077996__1.1077996	1262911__R6GLA5__BN557_01456
ERR1913203.1078066__1.1078066	47678__R5U9Z0__HMPREF1061_03210
ERR1913203.1078116__1.1078116	1150298__R7JXP3__ERS852535_00653
ERR1913203.1078212__1.1078212	1262882__R5MH55__BN519_00725
ERR1913203.1078220__1.1078220	214856__I3YPP3__Alfi_2701
ERR1913203.1078294__1.1078294	214856__I3YMC8__ERS852447_02666
ERR1913203.1078728__1.1078728	39492__D4JQS6__ykoD
ERR1913203.1078928__1.1078928	239935__A0A2N8HPS5__Amuc_0950
ERR1913203.1078883__1.1078883	1262882__R5N3T7__BN519_01188
ERR1913203.1079114__1.1079114	214856__I3YPQ4__Alfi_2712
ERR1913203.1079185__1.1079185	1262882__R5N1M9__BN519_00768
ERR1913203.1079331__1.1079331	1262882__R5MKV8__BN519_01281
ERR1913203.1079496__1.1079496	189722__E0NQU7__HMPREF0658_0548
ERR1913203.1079499__1.1079499	649756__B0P1Y8__ERS852571_00196
ERR1913203.1079517__1.1079517	214856__R6XUN2__rcsC_1
ERR1913203.1079597__1.1079597	39492__R6SPM9__pheT
ERR1913203.1079817__1.1079817	1262882__R5N5J6__BN519_01504
ERR1913203.1079991__1.1079991	1262911__R6GLA5__BN557_01456
ERR1913203.1079998__1.1079998	1501391__GCA_000786575.1_00158
ERR1913203.1080138__1.1080138	214856__I3YPQ4__Alfi_2712
ERR1913203.1080140__1.1080140	214856__R5UN64__ERS852447_02669
ERR1913203.1080395__1.1080395	446660__GCA_003428235.1_01417
ERR1913203.1080445__1.1080445	487174__K0X3L3__DDY40_11345
ERR1913203.1080526__1.1080526	1965537__A0A1Y4WEH0__B5E42_13260
ERR1913203.1080731__1.1080731	1299998__GCA_001494635.1_00422
ERR1913203.1080734__1.1080734	1262882__R5MND9__BN519_00831
ERR1913203.1080950__1.1080950	1501391__GCA_000786575.1_00131
ERR1913203.1080969__1.1080969	301302__A0A0M6WB53__mcp4_4
ERR1913203.1081202__1.1081202	214856__A0A175A6T5__ERS852447_02658
ERR1913203.1081236__1.1081236	1965604__A0A1Y4EMH2__B5F54_14485
ERR1913203.1081357__1.1081357	47678__R5U8P0__DW706_15950
ERR1913203.1081385__1.1081385	487174__K0WVG2__DDY40_00285
ERR1913203.1081480__1.1081480	1262882__R5MGX3__BN519_00046
ERR1913203.1081613__1.1081613	214856__R5UN64__ERS852447_02669
ERR1913203.1081672__1.1081672	458033__GCA_001482755.1_02203
ERR1913203.1081878__1.1081878	1501391__GCA_000786575.1_00156
ERR1913203.1082059__1.1082059	214856__I3YMB7__Alfi_1811
ERR1913203.1082083__1.1082083	39492__D4JUD9__EUBSIR_01875
ERR1913203.1082102__1.1082102	214856__E4MF20__Alfi_0697
ERR1913203.1082239__1.1082239	214856__R6Y2Y4__ERS852447_01086
ERR1913203.1082376__1.1082376	214856__R6YD52__ERS852447_02171
ERR1913203.1082476__1.1082476	214856__I3YPP0__ERS852447_01388
ERR1913203.1082534__1.1082534	301302__A0A173T1J1__M72_18951
ERR1913203.1082660__1.1082660	487174__K0WUZ1__DIT83_10815
ERR1913203.1082615__1.1082615	1262882__R5MLP0__BN519_01597
ERR1913203.1082699__1.1082699	1501391__GCA_000786575.1_00063
ERR1913203.1082705__1.1082705	214856__I3YPP0__ERS852447_01388
ERR1913203.1082720__1.1082720	28118__R6F2P2__NCTC10826_02131
ERR1913203.1082792__1.1082792	1262882__R5MJM8__BN519_01064
ERR1913203.1082809__1.1082809	214856__R6XTZ7__ERS852447_02314
ERR1913203.1082974__1.1082974	487174__K0X6A4__HMPREF9448_00105
ERR1913203.1083033__1.1083033	214856__I3YMN6__Alfi_1938
ERR1913203.1083121__1.1083121	214856__R6XS46__ERS852559_00812
ERR1913203.1083168__1.1083168	487174__K0X694__DIT83_09060
ERR1913203.1083187__1.1083187	1965629__A0A1Y4BDB9__B5F88_17705
ERR1913203.1083397__1.1083397	214856__A0A174CRY5__ERS852559_01060
ERR1913203.1083517__1.1083517	214856__R6Z4Q8__ERS852447_00885
ERR1913203.1083464__1.1083464	1262882__R5MFR3__BN519_00473
ERR1913203.1083601__1.1083601	821__A0A396F1N0__M099_1553
ERR1913203.1083620__1.1083620	818__A0A0P0EV21__NCTC13706_01181
ERR1913203.1083685__1.1083685	1262882__R5N4F5__BN519_01266
ERR1913203.1083815__1.1083815	1501391__GCA_000786575.1_00092
ERR1913203.1083837__1.1083837	214856__R5UN64__ERS852447_02669
ERR1913203.1084006__1.1084006	214856__R6XUN2__rcsC_1
ERR1913203.1084024__1.1084024	371601__D7J175__DXD03_05675
ERR1913203.1084147__1.1084147	214856__I3YPR6__Alfi_2724
ERR1913203.1084159__1.1084159	214856__I3YMB7__Alfi_1811
ERR1913203.1084277__1.1084277	1262882__R5MHQ8__BN519_00707
ERR1913203.1084514__1.1084514	239935__A0A139TPG3__CXT86_08810
ERR1913203.1084757__1.1084757	239935__B2UQB8__CXT86_01740
ERR1913203.1084836__1.1084836	214856__I3YPQ6__Alfi_2714
ERR1913203.1085223__1.1085223	214856__R6Z5D0__resA_4
ERR1913203.1085284__1.1085284	214856__R6Z186__ERS852447_00718
ERR1913203.1085525__1.1085525	818__A0A3E5HY51__rpfC_2
ERR1913203.1085538__1.1085538	214856__R6YD52__ERS852447_02171
ERR1913203.1085581__1.1085581	1501391__GCA_000786575.1_00113
ERR1913203.1085602__1.1085602	1897011__A0A1Q6RDV6__BHW41_05295
ERR1913203.1085688__1.1085688	487174__K0X7X4__DIT83_09125
ERR1913203.1085719__1.1085719	47678__R5UU25__DXB67_16190
ERR1913203.1085742__1.1085742	214856__R6XTZ7__ERS852447_02314
ERR1913203.1085873__1.1085873	214856__R5UN64__ERS852447_02669
ERR1913203.1085919__1.1085919	214856__R6Z5D0__resA_4
ERR1913203.1085921__1.1085921	214856__I3YPP2__Alfi_2700
ERR1913203.1085962__1.1085962	328814__GCA_004558275.1_00236
ERR1913203.1085965__1.1085965	214856__R6XS46__ERS852559_00812
ERR1913203.1086010__1.1086010	214856__R6Y7P0__ERS852447_00307
ERR1913203.1086150__1.1086150	47678__R5UU99__C5Z00_11925
ERR1913203.1086248__1.1086248	1262882__R5N3H1__BN519_01121
ERR1913203.1086267__1.1086267	214856__A0A173W3Y5__ERS852559_02032
ERR1913203.1086275__1.1086275	239935__A0A2N8IRW0__A4V05_11620
ERR1913203.1086324__1.1086324	214856__R6Y2Y4__ERS852447_01086
ERR1913203.1086369__1.1086369	328814__GCA_004558275.1_00007
ERR1913203.1086454__1.1086454	487174__K0WT65__HMPREF9448_02407
ERR1913203.1086546__1.1086546	47678__R5U9Z0__HMPREF1061_03210
ERR1913203.1086813__1.1086813	487174__K0WZN5__HMPREF9448_01108
ERR1913203.1086934__1.1086934	214856__R6XNE7__ERS852447_02267
ERR1913203.1087078__1.1087078	818__A0A139K2A0__SAMN02910322_00898
ERR1913203.1087127__1.1087127	1262882__R5N532__BN519_01420
ERR1913203.1087131__1.1087131	1965576__A0A1Y4LFQ2__B5F19_08365
ERR1913203.1087426__1.1087426	821__A0A0P0L8F8__ERS852509_03705
ERR1913203.1087708__1.1087708	301302__R5UMB9__M72_25011
ERR1913203.1087873__1.1087873	214856__I3YPI7__pepD_1
ERR1913203.1088030__1.1088030	301302__A0A0M6WVU2__M72_13551
ERR1913203.1088069__1.1088069	487174__K0XDZ0__HMPREF9448_02863
ERR1913203.1088209__1.1088209	214856__I3YPP9__Alfi_2707
ERR1913203.1088620__1.1088620	214856__R6XS46__ERS852559_00812
ERR1913203.1088896__1.1088896	301302__A0A0M6W9I4__M72_19871
ERR1913203.1088864__1.1088864	214856__A0A174ZLW6__ERS852559_01424
ERR1913203.1088934__1.1088934	1501391__GCA_000786575.1_00075
ERR1913203.1089138__1.1089138	214856__I3YPP0__ERS852447_01388
ERR1913203.1089179__1.1089179	1262882__R5MEM1__BN519_00313
ERR1913203.1089256__1.1089256	1262882__R5MRT2__BN519_01494
ERR1913203.1089316__1.1089316	214856__R6XQX8__ERS852559_02550
ERR1913203.1089339__1.1089339	239935__R7DVL7__CXT93_01180
ERR1913203.1089351__1.1089351	1897011__A0A1Q6RGZ3__BHW41_01455
ERR1913203.1089363__1.1089363	214856__I3YMC8__ERS852447_02666
ERR1913203.1089493__1.1089493	1262882__R5N3H1__BN519_01121
ERR1913203.1089718__1.1089718	214856__A0A174ZLW6__ERS852559_01424
ERR1913203.1089855__1.1089855	1262882__R5MLP5__BN519_01602
ERR1913203.1089929__1.1089929	39492__D4MIY5__EUBSIR_00233
ERR1913203.1089901__1.1089901	47678__A0A174TQR6__CGC64_14735
ERR1913203.1089943__1.1089943	328814__GCA_004558275.1_01001
ERR1913203.1090035__1.1090035	214856__R5UN64__ERS852447_02669
ERR1913203.1090302__1.1090302	239935__B2UPZ6__CXU03_03800
ERR1913203.1090346__1.1090346	487174__K0XM88__DDY40_02935
ERR1913203.1090353__1.1090353	328814__GCA_004558275.1_00995
ERR1913203.1090633__1.1090633	487174__K0X3L3__DDY40_11345
ERR1913203.1090831__1.1090831	1262882__R5N349__BN519_01037
ERR1913203.1090868__1.1090868	487174__K0WUM9__HMPREF9448_02608
ERR1913203.1090981__1.1090981	1262882__R5N678__BN519_01604
ERR1913203.1091100__1.1091100	214856__R6Z320__ERS852447_02148
ERR1913203.1091220__1.1091220	214856__R6XTZ7__ERS852447_02314
ERR1913203.1091304__1.1091304	214856__R6Z3P8__ERS852559_01737
ERR1913203.1091342__1.1091342	239935__A0A2N8I3G2__CXT89_00720
ERR1913203.1091610__1.1091610	1501391__GCA_000786575.1_00029
ERR1913203.1091618__1.1091618	214856__R6Y2Y4__ERS852447_01086
ERR1913203.1091696__1.1091696	1262882__R5MK82__BN519_00260
ERR1913203.1092000__1.1092000	214856__I3YPQ8__ERS852447_01371
ERR1913203.1092115__1.1092115	214856__I3YPQ3__Alfi_2711
ERR1913203.1092211__1.1092211	214856__A0A174CRY5__ERS852559_01060
ERR1913203.1092222__1.1092222	487174__K0X353__DIT83_07800
ERR1913203.1092276__1.1092276	214856__R6Z7Q9__ERS852447_02172
ERR1913203.1092333__1.1092333	1262911__R6GT76__BN557_01150
ERR1913203.1092628__1.1092628	1262911__R6H212__BN557_01031
ERR1913203.1092598__1.1092598	328813__A0A1Y3QZ64__B5G41_14235
ERR1913203.1092668__1.1092668	189722__E0NQU7__HMPREF0658_0548
ERR1913203.1092860__1.1092860	239935__A0A2N8IL82__CXU02_11740
ERR1913203.1092909__1.1092909	214856__I3YPQ6__Alfi_2714
ERR1913203.1092917__1.1092917	1262882__R5MKW1__BN519_00390
ERR1913203.1092956__1.1092956	1262882__R5N1M9__BN519_00768
ERR1913203.1093133__1.1093133	39492__D4JV38__EUBSIR_01205
ERR1913203.1093183__1.1093183	214856__R6Y2Y4__ERS852447_01086
ERR1913203.1093362__1.1093362	33025__A0A395JE11__C8D73_101318
ERR1913203.1093390__1.1093390	214856__I3YPP9__Alfi_2707
ERR1913203.1093409__1.1093409	1262882__R5MEN9__BN519_00201
ERR1913203.1093560__1.1093560	239935__A0A139TPD4__CXT86_06450
ERR1913203.1093580__1.1093580	239935__A0A2N8IYM5__CXT84_05130
ERR1913203.1093684__1.1093684	214856__I3YPP1__Alfi_2699
ERR1913203.1093765__1.1093765	214856__I3YPQ6__Alfi_2714
ERR1913203.1093727__1.1093727	214856__I3YPI7__pepD_1
ERR1913203.1093923__1.1093923	239935__A0A2N8I9P4__CXT85_05050
ERR1913203.1094094__1.1094094	487174__K0WYC5__HMPREF9448_01493
ERR1913203.1094229__1.1094229	214856__R6XKW1__ERS852559_01141
ERR1913203.1094367__1.1094367	214856__A0A174ZLY7__ERS852447_02456
ERR1913203.1094461__1.1094461	1262882__R5MSI5__BN519_01596
ERR1913203.1094485__1.1094485	214856__A0A174CRY5__ERS852559_01060
ERR1913203.1094558__1.1094558	214856__I3YPQ4__Alfi_2712
ERR1913203.1094591__1.1094591	1965604__A0A1Y4EP06__B5F54_12490
ERR1913203.1094643__1.1094643	301302__A0A0M6WIX9__ERS852420_01972
ERR1913203.1094808__1.1094808	47678__R5USS6__C5Z00_03300
ERR1913203.1094855__1.1094855	1262911__R6GZX7__BN557_00838
ERR1913203.1095121__1.1095121	1262882__R5MGX3__BN519_00046
ERR1913203.1095096__1.1095096	1262882__R5MEK3__BN519_00296
ERR1913203.1095284__1.1095284	328814__GCA_004558275.1_01570
ERR1913203.1095401__1.1095401	487174__R5FN40__HMPREF9448_01366
ERR1913203.1095403__1.1095403	239935__A0A2N8HTZ8__CXU09_01270
ERR1913203.1095410__1.1095410	214856__I3YPQ4__Alfi_2712
ERR1913203.1095462__1.1095462	214856__I3YPQ0__ERS852447_01379
ERR1913203.1095503__1.1095503	487174__K0X5U7__DDY40_04950
ERR1913203.1095550__1.1095550	214856__R6Y1K2__ERS852447_02306
ERR1913203.1095638__1.1095638	47678__R5U3L4__C5Z00_12600
ERR1913203.1095722__1.1095722	328814__GCA_004558275.1_00835
ERR1913203.1095792__1.1095792	239935__R7DVL7__CXT93_01180
ERR1913203.1095793__1.1095793	626940__R6WLE3__BN587_00781
ERR1913203.1095829__1.1095829	1235835__R9LCU2__C814_02677
ERR1913203.1095956__1.1095956	214856__I3YPR5__ERS852447_01364
ERR1913203.1096096__1.1096096	1262882__R5MQ68__BN519_01178
ERR1913203.1096251__1.1096251	214856__R6Y6H8__ERS852447_01719
ERR1913203.1096266__1.1096266	239935__R6JD78__CXU05_09250
ERR1913203.1096353__1.1096353	214856__A0A173YXX1__ERS852559_01651
ERR1913203.1096383__1.1096383	1262882__R5MZF2__BN519_00592
ERR1913203.1096480__1.1096480	487174__K0XRL3__HMPREF9448_00669
ERR1913203.1096512__1.1096512	214856__A0A174G9T6__ERS852447_02535
ERR1913203.1096678__1.1096678	1235835__R9LCU2__C814_02677
ERR1913203.1096706__1.1096706	214856__R6XKT4__ERS852559_01719
ERR1913203.1096657__1.1096657	1262882__R5ML49__BN519_01361
ERR1913203.1096797__1.1096797	214856__A0A174CRY5__ERS852559_01060
ERR1913203.1096813__1.1096813	1262882__R5N345__BN519_01034
ERR1913203.1096844__1.1096844	33039__R6P0F1__ERS852424_02256
ERR1913203.1096908__1.1096908	214856__R6Y1K2__ERS852447_02306
ERR1913203.1097008__1.1097008	1262882__R5MF51__BN519_00287
ERR1913203.1097004__1.1097004	487174__K0XF08__DDY40_09050
ERR1913203.1097054__1.1097054	487174__K0X429__HMPREF9448_00932
ERR1913203.1097079__1.1097079	328813__A0A1Y3QQ66__B5G41_14240
ERR1913203.1097123__1.1097123	214856__I3YPR6__Alfi_2724
ERR1913203.1097165__1.1097165	88431__A0A174GCE2__ERS852423_01397
ERR1913203.1097304__1.1097304	1262911__R6H212__BN557_01031
ERR1913203.1097376__1.1097376	871327__A0A1H5WNU7__SAMN05444001_11221
ERR1913203.1097466__1.1097466	1262882__R5MNC1__BN519_00818
ERR1913203.1097559__1.1097559	239935__A0A2N8I694__CXU04_06245
ERR1913203.1097567__1.1097567	214856__I3YPQ3__Alfi_2711
ERR1913203.1097643__1.1097643	1262882__R5MND9__BN519_00831
ERR1913203.1097697__1.1097697	487174__K0X773__DIT83_07170
ERR1913203.1097729__1.1097729	487174__K0X6Z7__DDY40_11525
ERR1913203.1097762__1.1097762	39492__D4JTU4__ykfG
ERR1913203.1097924__1.1097924	214856__I3YMN6__Alfi_1938
ERR1913203.1098119__1.1098119	487174__K0WX70__DDY40_01710
ERR1913203.1098293__1.1098293	214856__R6XUN2__rcsC_1
ERR1913203.1098478__1.1098478	214856__I3YPN0__ERS852447_01398
ERR1913203.1098503__1.1098503	214856__R6Z7Q9__ERS852447_02172
ERR1913203.1098532__1.1098532	1262882__R5N1T9__BN519_00804
ERR1913203.1098547__1.1098547	214856__R6Z7Q9__ERS852447_02172
ERR1913203.1098591__1.1098591	214856__A0A175A6T5__ERS852447_02658
ERR1913203.1098702__1.1098702	1262882__R5MIQ8__BN519_01036
ERR1913203.1098730__1.1098730	214856__R5UN64__ERS852447_02669
ERR1913203.1098731__1.1098731	239935__A0A2N8ITX2__CXT86_11265
ERR1913203.1098796__1.1098796	487174__K0X773__DIT83_07170
ERR1913203.1098828__1.1098828	214856__R6Z590__ERS852447_01059
ERR1913203.1098847__1.1098847	214856__R6XS46__ERS852559_00812
ERR1913203.1098942__1.1098942	214856__A0A175A6T5__ERS852447_02658
ERR1913203.1098969__1.1098969	214856__R6Z288__ERS852447_00734
ERR1913203.1099198__1.1099198	214856__A0A174CRY5__ERS852559_01060
ERR1913203.1099356__1.1099356	239935__A0A2N8IEP3__CXT84_03735
ERR1913203.1099469__1.1099469	1262882__R5N1R4__BN519_00788
ERR1913203.1099580__1.1099580	853__A0A2A7A4A9__C4N21_14870
ERR1913203.1099702__1.1099702	1262882__R5MMZ6__BN519_00737
ERR1913203.1099918__1.1099918	1501391__GCA_000786575.1_00057
ERR1913203.1099924__1.1099924	1262911__R6GLA5__BN557_01456
ERR1913203.1099996__1.1099996	214856__R6XUN2__rcsC_1
ERR1913203.1100158__1.1100158	39491__C4ZF05__vpr
ERR1913203.1100184__1.1100184	214856__A0A174EQR4__rsmA
ERR1913203.1100210__1.1100210	1235835__R9LCU2__C814_02677
ERR1913203.1100258__1.1100258	214856__A0A175A6T5__ERS852447_02658
ERR1913203.1100288__1.1100288	214856__I3YPN9__ERS852447_01389
ERR1913203.1100513__1.1100513	1897011__A0A1Q6RIA1__BHW41_01225
ERR1913203.1100593__1.1100593	1501391__GCA_000786575.1_00070
ERR1913203.1100655__1.1100655	214856__I3YMN6__Alfi_1938
ERR1913203.1100805__1.1100805	214856__R6XUN2__rcsC_1
ERR1913203.1100829__1.1100829	214856__R6Z5D0__resA_4
ERR1913203.1100932__1.1100932	1501391__GCA_000786575.1_00018
ERR1913203.1100936__1.1100936	214856__R6Z320__ERS852447_02148
ERR1913203.1100974__1.1100974	1262882__R5MYX5__BN519_00333
ERR1913203.1101107__1.1101107	1262882__R5MYI1__BN519_00416
ERR1913203.1101115__1.1101115	261299__W1UL69__CLOBAR_01396
ERR1913203.1101130__1.1101130	1897011__A0A1Q6RBY8__BHW41_06910
ERR1913203.1101271__1.1101271	301302__A0A173S436__M72_16191
ERR1913203.1101273__1.1101273	239935__A0A2N8IYM5__CXT84_05130
ERR1913203.1101308__1.1101308	1897011__A0A1Q6RDE2__BHW41_05525
ERR1913203.1101381__1.1101381	328814__GCA_004558275.1_01006
ERR1913203.1101417__1.1101417	328814__GCA_004558275.1_00018
ERR1913203.1101418__1.1101418	301302__A0A173T3P5__ERS852420_01836
ERR1913203.1101499__1.1101499	239935__A0A2N8HDT1__CXT94_05270
ERR1913203.1101576__1.1101576	214856__I3YPQ6__Alfi_2714
ERR1913203.1101748__1.1101748	214856__I3YPI7__pepD_1
ERR1913203.1101729__1.1101729	214856__A0A174H6R3__ERS852447_02809
ERR1913203.1101966__1.1101966	214856__A0A174G1M7__ERS852559_00594
ERR1913203.1101991__1.1101991	214856__A0A174AYS4__ERS852447_01192
ERR1913203.1102017__1.1102017	214856__R6XTZ7__ERS852447_02314
ERR1913203.1102224__1.1102224	1965576__A0A1Y4L6Q9__B5F19_14475
ERR1913203.1102286__1.1102286	214856__R5UN64__ERS852447_02669
ERR1913203.1102377__1.1102377	1262882__R5MLT4__BN519_01496
ERR1913203.1102364__1.1102364	214856__R6Y7P0__ERS852447_00307
ERR1913203.1102346__1.1102346	239935__A0A2N8IVR0__CXT87_07115
ERR1913203.1102450__1.1102450	214856__R6XUN2__rcsC_1
ERR1913203.1102462__1.1102462	239935__R6J9Y2__CXT85_07000
ERR1913203.1102467__1.1102467	214856__I3YPP9__Alfi_2707
ERR1913203.1102745__1.1102745	1262911__R6GT76__BN557_01150
ERR1913203.1102893__1.1102893	214856__A0A174ZZS1__ERS852559_01484
ERR1913203.1102945__1.1102945	214856__I3YPQ9__ERS852447_01370
ERR1913203.1102977__1.1102977	214856__R6XKT4__ERS852559_01719
ERR1913203.1103092__1.1103092	214856__R6YD52__ERS852447_02171
ERR1913203.1103351__1.1103351	821__A0A396F1N0__M099_1553
ERR1913203.1103581__1.1103581	1262882__R5MM69__BN519_00075
ERR1913203.1103612__1.1103612	1262882__R5MFA5__BN519_00331
ERR1913203.1103613__1.1103613	214856__I3YPP0__ERS852447_01388
ERR1913203.1103636__1.1103636	214856__I3YPN3__ERS852447_01395
