ERR1913220.32__1.32	745368__A0A1T4Y2M2__SAMN02745178_02631
ERR1913220.817806__1.817806	357276__A0A0M1W1I8__ABI39_13620
ERR1913220.817838__1.817838	1262911__R6GT76__BN557_01150
ERR1913220.817847__1.817847	820__A0A139KIL9__DXC68_05945
ERR1913220.817867__1.817867	1624__A0A385XN91__B6U52_01845
ERR1913220.817877__1.817877	1739491__A0A1F0N9Q2__HMPREF2987_06720
ERR1913220.817899__1.817899	301301__G2SZJ7__RHOM_00620
ERR1913220.818099__1.818099	1263006__R6LUL0__BN515_01517
ERR1913220.818138__1.818138	1263006__R6LUR7__BN515_01572
ERR1913220.818160__1.818160	239935__A0A2N8IKW7__pstA
ERR1913220.818239__1.818239	820__A0A174F696__macB_13
ERR1913220.818379__1.818379	357276__D1K3K9__EL88_23995
ERR1913220.818458__1.818458	1263006__R6LMI6__BN515_01248
ERR1913220.818566__1.818566	239935__R6IZU4__CXT87_08085
ERR1913220.818596__1.818596	1550024__A0A0D8J3F2__ASJ35_12800
ERR1913220.818680__1.818680	239935__A0A2N8IXN0__CXT95_01765
ERR1913220.818749__1.818749	820__A0A174DZ97__SAMN05444418_101240
ERR1913220.819187__1.819187	39488__A0A173RHK8__EUBHAL_01709
ERR1913220.819327__1.819327	1262911__R6HGD7__BN557_00108
ERR1913220.819387__1.819387	40518__R5DP61__DXD86_06345
ERR1913220.819397__1.819397	820__R9HXK9__DXB62_08265
ERR1913220.819445__1.819445	116085__D4J595__DW747_06900
ERR1913220.819571__1.819571	239935__A0A2N8ITW6__CXT91_06265
ERR1913220.819565__1.819565	1681__A0A0H3EBH6__BBNG_00468
ERR1913220.819730__1.819730	239935__A0A2N8IRW0__A4V05_11620
ERR1913220.819894__1.819894	1862668__GCA_001945525.1_00025
ERR1913220.820051__1.820051	820__A0A396CMY7__HMPREF1072_03009
ERR1913220.820243__1.820243	820__A0A139K4W1__M093_0353
ERR1913220.820366__1.820366	357276__A0A076IS73__GV66_00410
ERR1913220.820531__1.820531	1680__A0A076JNH5__DXC60_03835
ERR1913220.820540__1.820540	820__A0A173YYG4__evgS_3
ERR1913220.820555__1.820555	357276__B6W5Q7__DXD47_13945
ERR1913220.820615__1.820615	1263006__R6LQ17__BN515_02097
ERR1913220.820664__1.820664	78535__E6J204__NCTC1080_01272
ERR1913220.820788__1.820788	301301__A0A395V4S5__RHOM_15770
ERR1913220.820890__1.820890	1262911__R6GLH3__BN557_00339
ERR1913220.820891__1.820891	820__A7V049__DXB48_04755
ERR1913220.820856__1.820856	820__A0A3E4IGB2__HMPREF1073_03893
ERR1913220.821023__1.821023	1262882__R5MND9__BN519_00831
ERR1913220.821008__1.821008	853__A0A174AML0__FPR_08640
ERR1913220.821327__1.821327	1624__A0A1Y3S8E9__LSJ_2116c
ERR1913220.821356__1.821356	820__A0A174M9V5__M093_0237
ERR1913220.821462__1.821462	1680__A0A374QDL4__LMG18897_0432
ERR1913220.821559__1.821559	357276__A0A0K2HI25__DXD47_04465
ERR1913220.821625__1.821625	246787__A0A3D6AZX0__BACCELL_00122
ERR1913220.821634__1.821634	1099853__U5CIM6__NSB1T_01675
ERR1913220.821988__1.821988	40518__R5DLU0__fmt
ERR1913220.822058__1.822058	1624__A0A2A2WYM7__A8C35_07840
ERR1913220.822095__1.822095	1262911__R6H074__BN557_00923
ERR1913220.822153__1.822153	357276__I9R4T1__IY41_06800
ERR1913220.822200__1.822200	820__A0A174QLF0__SAMN05444418_109151
ERR1913220.822109__1.822109	1263006__R6LPA6__BN515_01864
ERR1913220.822436__1.822436	1680__A7A4N3__ERS852382_00779
ERR1913220.822910__1.822910	151537__GeneID:920381
ERR1913220.823011__1.823011	1613__A0A0R2EGG2__DBQ14_00885
ERR1913220.823064__1.823064	820__A0A174F696__macB_13
ERR1913220.823089__1.823089	1550024__A0A3B9WKW6__TQ39_07780
ERR1913220.823136__1.823136	853__A0A2A7B9I6__DW855_13690
ERR1913220.823359__1.823359	1263006__R6M176__BN515_00274
ERR1913220.823607__1.823607	357276__D1K3K9__EL88_23995
ERR1913220.823531__1.823531	158787__A0A087D8Z8__BBSC_1282
ERR1913220.823638__1.823638	1624__A0A385XMI9__A8C42_01405
ERR1913220.823651__1.823651	1358__D2BPI5__P620_03855
ERR1913220.823908__1.823908	301301__G2T152__RHOM_05005
ERR1913220.823911__1.823911	40518__R5E2F3__artQ
ERR1913220.824042__1.824042	1596__D1YKH9__CK796_06320
ERR1913220.824051__1.824051	1596__A0A087QB15__CYJ88_04990
ERR1913220.824011__1.824011	820__A0A174KKV6__DXC07_02635
ERR1913220.824107__1.824107	1686__B6XTQ5__B5782_1168
ERR1913220.824339__1.824339	39488__A0A173U4P2__ERS852578_02139
ERR1913220.824375__1.824375	1150298__A0A174PHI0__ERS852498_00826
ERR1913220.824428__1.824428	1584__A0A0R1G6S2__B506_02274
ERR1913220.824759__1.824759	1263006__R6LGA5__BN515_00076
ERR1913220.824906__1.824906	1099853__U5CBZ4__NSB1T_00950
ERR1913220.824967__1.824967	1624__Q1WRR9__A8C45_02380
ERR1913220.825095__1.825095	1680__A0A087DHN0__AL0462_1532
ERR1913220.825318__1.825318	227942__H4GKT5__PS3_10553
ERR1913220.825271__1.825271	74426__pflB_2
ERR1913220.825409__1.825409	239935__A0A2N8HW65__CXU09_08515
ERR1913220.825459__1.825459	301301__A0A395V9G1__RHOM_02750
ERR1913220.825467__1.825467	1681__E4VBF7__DD684_05570
ERR1913220.825472__1.825472	1263006__R6LGI4__BN515_00844
ERR1913220.825616__1.825616	820__A0A396EWL3__ERS417307_03868
ERR1913220.825566__1.825566	1262882__R5N3H1__BN519_01121
ERR1913220.825676__1.825676	1160721__W0U3P2__RBI_I00640
ERR1913220.825715__1.825715	239935__B2UQP8__CXU15_01110
ERR1913220.825855__1.825855	1263006__R6LRT3__BN515_00657
ERR1913220.825858__1.825858	40518__R5DRY6__RB5AMG_00549
ERR1913220.825913__1.825913	239935__A0A2N8IRH4__CXT92_05605
ERR1913220.825957__1.825957	216816__D6DBD5__DXC32_04335
ERR1913220.825970__1.825970	1550024__G9RWR2__TQ39_04385
ERR1913220.826049__1.826049	357276__C3RA36__HMPREF1065_03270
ERR1913220.826051__1.826051	357276__C3RA36__HMPREF1065_03270
ERR1913220.826127__1.826127	1262911__R6H1B2__BN557_00840
ERR1913220.826247__1.826247	1262911__R6GPM2__BN557_00937
ERR1913220.826408__1.826408	820__A0A3E4W4Y7__B5G17_02055
ERR1913220.826410__1.826410	552398__T5S086__HMPREF0866_01580
ERR1913220.826493__1.826493	820__A0A3E4VZY4__ERS852554_01211
ERR1913220.826675__1.826675	1681__A0A3E4TVE9__HMPREF3196_01855
ERR1913220.826858__1.826858	563769__GeneID:6973158
ERR1913220.826942__1.826942	1596__D1YGR7__C3745_03675
ERR1913220.827026__1.827026	820__R7E9Z4__DXC68_06065
ERR1913220.827218__1.827218	1263006__R6M2H0__BN515_00628
ERR1913220.827251__1.827251	1263006__R6M2H0__BN515_00628
ERR1913220.827390__1.827390	1680__R5GR82__AD0028_0014
ERR1913220.827398__1.827398	214856__I3YPR5__ERS852447_01364
ERR1913220.827453__1.827453	40518__R5DXI4__DXD86_07420
ERR1913220.827599__1.827599	1262911__R6HN81__BN557_00921
ERR1913220.827666__1.827666	301302__A0A0M6WI31__znuC_2
ERR1913220.827893__1.827893	239935__A0A2N8HHB6__B5G29_11500
ERR1913220.827941__1.827941	39492__D4JSB6__ERS852540_00627
ERR1913220.828385__1.828385	158787__A0A087DI78__BSCA_1046
ERR1913220.828524__1.828524	301301__A0A395VA97__RHOM_13930
ERR1913220.828634__1.828634	820__A0A3E4WCX3__C801_02709
ERR1913220.828664__1.828664	1628085__A0A3E2XUX9__C7386_10290
ERR1913220.828667__1.828667	820__A0A139KH21__DXC80_01780
ERR1913220.828834__1.828834	1624__A0A089RWE3__B5G14_01420
ERR1913220.828846__1.828846	820__A0A3E4W3Y0__HMPREF2141_00338
ERR1913220.829085__1.829085	239935__A0A3F3KBB8__CXU16_06755
ERR1913220.829048__1.829048	418240__A0A174C465__ydaM
ERR1913220.829120__1.829120	1550024__G9RXA8__TQ39_17870
ERR1913220.829232__1.829232	1550024__A0A0D8IZ03__ASJ35_10695
ERR1913220.829403__1.829403	1393034__GCA_001552785.1_00728
ERR1913220.829426__1.829426	1099853__U5CNF1__NSB1T_01130
ERR1913220.829364__1.829364	1263006__R6LZM6__BN515_01762
ERR1913220.829450__1.829450	552398__F4XCR9__HMPREF0866_01636
ERR1913220.829508__1.829508	151534__GeneID:920222
ERR1913220.829845__1.829845	1358__D2BKH7__DRA4_2076
ERR1913220.829926__1.829926	158787__A0A087DIL3__BSCA_1326
ERR1913220.829873__1.829873	40518__R5E282__DXD86_08940
ERR1913220.830021__1.830021	823__A6LHJ7__ERS852380_00253
ERR1913220.829980__1.829980	1624__A0A385XNI5__B6U38_01935
ERR1913220.830124__1.830124	1628085__A0A2U1BGI3__C7386_10130
ERR1913220.830245__1.830245	1263006__R6M176__BN515_00274
ERR1913220.830420__1.830420	820__A0A139K8N1__ERS852554_00951
ERR1913220.830553__1.830553	357276__I9F327__DXD47_22495
ERR1913220.830684__1.830684	1262911__R6GPI7__BN557_00907
ERR1913220.830700__1.830700	357276__I8WBQ9__HMPREF1065_03212
ERR1913220.830894__1.830894	357276__A0A076INK2__BSEG_04225
ERR1913220.830935__1.830935	818__A0A174WSX6__Btheta7330_01915
ERR1913220.830990__1.830990	820__A0A3E4W4Y7__B5G17_02055
ERR1913220.830960__1.830960	671232__J4KAG0__SanJ4211_0398
ERR1913220.831036__1.831036	1262992__R5D586__BN795_00723
ERR1913220.831206__1.831206	1263000__R5EKR3__BN466_00099
ERR1913220.831208__1.831208	1262882__R5N526__BN519_01603
ERR1913220.831243__1.831243	239935__A0A2N8I9I3__CXU19_12035
ERR1913220.831249__1.831249	2173__A0A1D2WT18__METSMIALI_00395
ERR1913220.831889__1.831889	458033__GCA_001482755.1_02203
ERR1913220.832010__1.832010	820__A0A374Q4X1__HMPREF2141_02370
ERR1913220.831966__1.831966	1550024__G9RYB3__TQ39_01060
ERR1913220.832196__1.832196	74426__rpoC
ERR1913220.832204__1.832204	1680__A0A174BEE7__BSTER_1311
ERR1913220.832334__1.832334	1624__A0A089QBF7__A8C46_08780
ERR1913220.832340__1.832340	1262882__R5MJJ3__BN519_01027
ERR1913220.832374__1.832374	357276__B6W5Q9__HMPREF1063_03125
ERR1913220.832443__1.832443	1263006__R6LKC6__BN515_02058
ERR1913220.832447__1.832447	818__R7KWE7__HMPREF2534_03255
ERR1913220.832506__1.832506	74426__infB
ERR1913220.832470__1.832470	39492__D4JWD3__EUBSIR_00151
ERR1913220.832483__1.832483	1263006__R6LG93__BN515_00770
ERR1913220.832485__1.832485	1680__A0A173Y6N7__yhaH
ERR1913220.832645__1.832645	1262911__R6GSH8__BN557_00939
ERR1913220.832716__1.832716	2108523__A0A2P2F214__LAWASA_27
ERR1913220.832787__1.832787	357276__A0A076ISD9__EL88_07480
ERR1913220.832848__1.832848	1263006__R6MMN2__BN515_01202
ERR1913220.832931__1.832931	1160721__R6TGH1__BHW50_05060
ERR1913220.833028__1.833028	354260__GeneID:1260676
ERR1913220.833323__1.833323	1680__A0A174BEE7__BSTER_1311
ERR1913220.833347__1.833347	139871__GeneID:5839459
ERR1913220.833380__1.833380	116085__D4J7P1__DW747_15085
ERR1913220.833486__1.833486	357276__A0A0K2HKT7__B5F95_21090
ERR1913220.833598__1.833598	1263006__R6MPG9__BN515_01866
ERR1913220.833643__1.833643	853__A0A2A7A4A9__C4N21_14870
ERR1913220.833740__1.833740	357276__I8WBQ9__HMPREF1065_03212
ERR1913220.833821__1.833821	820__A0A174CG08__DXB62_13215
ERR1913220.833968__1.833968	1550024__G9RZ38__ASJ35_12765
ERR1913220.833989__1.833989	69974__A0A090FEL8__MPL3365_630008
ERR1913220.834053__1.834053	820__A0A139KHX1__HMPREF2141_00289
ERR1913220.834212__1.834212	28118__F9Z408__NCTC10826_01194
ERR1913220.834192__1.834192	100886__E2NP62__nagE
ERR1913220.834491__1.834491	1262911__R6H212__BN557_01031
ERR1913220.834522__1.834522	820__A0A374Q351__DXD40_05850
ERR1913220.834723__1.834723	1550024__G9RZ38__ASJ35_12765
ERR1913220.834852__1.834852	706562__GCA_900112995.1_02127
ERR1913220.835247__1.835247	1624__A0A385XKE5__B6U46_05205
ERR1913220.835319__1.835319	820__A0A174B4N2__M093_2531
ERR1913220.835381__1.835381	1262882__R5N1Z9__BN519_01020
ERR1913220.835409__1.835409	40518__R5DY98__mepA_5
ERR1913220.835505__1.835505	1680__A1A132__B0703_0684
ERR1913220.835657__1.835657	745368__A0A1T4XS74__SAMN02745178_02179
ERR1913220.835602__1.835602	1263006__R6M176__BN515_00274
ERR1913220.835816__1.835816	820__A0A139KHX1__HMPREF2141_00289
ERR1913220.835835__1.835835	820__A0A1T4IYF4__mprA_1
ERR1913220.835848__1.835848	1262911__R6GMZ7__BN557_01741
ERR1913220.835970__1.835970	1262882__R5N532__BN519_01420
ERR1913220.835975__1.835975	820__A0A174Q0F0__DXB48_08080
ERR1913220.836018__1.836018	626940__R6XX39__DCQ00_06610
ERR1913220.836108__1.836108	1263006__R6LYS1__BN515_01485
ERR1913220.836304__1.836304	1262911__R6HN81__BN557_00921
ERR1913220.836454__1.836454	357276__A0A076IN21__BSEG_03078
ERR1913220.836694__1.836694	227943__C8P7C7__FC31_GL001095
ERR1913220.836936__1.836936	301302__R5VGE0__ERS852420_00121
ERR1913220.837518__1.837518	1624__A0A385XS10__DB362_03015
ERR1913220.837946__1.837946	1262911__R6GQM3__BN557_01245
ERR1913220.837961__1.837961	649756__A0A1Q2CBF2__ctc
ERR1913220.838194__1.838194	1309__A0A2J9QFC1__SMU94_03621
ERR1913220.838226__1.838226	820__A7V859__ERS852462_00341
ERR1913220.838467__1.838467	820__A0A174KKV6__DXC07_02635
ERR1913220.838651__1.838651	239935__A0A139TMD2__CXU18_02250
ERR1913220.838721__1.838721	1318__A0A359YHY5__HMPREF9626_1667
ERR1913220.838989__1.838989	1262882__R5MGX3__BN519_00046
ERR1913220.838974__1.838974	40518__R5DR72__RBL236_02110
ERR1913220.839143__1.839143	1681__E4V7X5__BBNG_00264
ERR1913220.839280__1.839280	147207__dnaK2
ERR1913220.839334__1.839334	1262911__R6HN87__BN557_00926
ERR1913220.839455__1.839455	820__I9TWZ7__DXC80_10550
ERR1913220.839591__1.839591	1263006__R6LRT3__BN515_00657
ERR1913220.839674__1.839674	1624__A0A385XN09__B6U44_01760
ERR1913220.839768__1.839768	1262746__R5SS80__BN750_02125
ERR1913220.839866__1.839866	1262911__R6H0S8__BN557_01079
ERR1913220.839890__1.839890	1262882__R5MEW7__BN519_00010
ERR1913220.839913__1.839913	1262911__R6GLH3__BN557_00339
ERR1913220.839920__1.839920	1624__A0A385XPM0__B6U58_04310
ERR1913220.839946__1.839946	1624__C2EJK1__B6U53_05845
ERR1913220.840064__1.840064	357276__D1K3K9__EL88_23995
ERR1913220.840693__1.840693	394340__nifJ
ERR1913220.840726__1.840726	357276__A0A076IP73__BACDOR_04237
ERR1913220.840756__1.840756	100886__E2NVF2__CATMIT_02583
ERR1913220.841118__1.841118	1624__A0A089QDW1__CR249_02860
ERR1913220.841128__1.841128	1099853__U5CKV1__NSB1T_12505
ERR1913220.841207__1.841207	1550024__A0A0W7TR16__TQ39_07995
ERR1913220.841360__1.841360	820__A0A3E4G493__ERS417307_00253
ERR1913220.841967__1.841967	1550024__A0A3B9WG46__ASJ35_14590
ERR1913220.841968__1.841968	1393034__GCA_001552785.1_00728
ERR1913220.841941__1.841941	1262882__R5MND9__BN519_00831
ERR1913220.841977__1.841977	1550024__G9RXB5__TQ39_17835
ERR1913220.842085__1.842085	301301__A0A395V8E1__RHOM_11160
ERR1913220.842127__1.842127	821__R6F3Y1__SAMN04487923_104318
ERR1913220.842251__1.842251	820__R9I2U8__DXC68_09590
ERR1913220.842485__1.842485	239935__A0A2N8IAY7__CXU13_02935
ERR1913220.842807__1.842807	1263000__R5EH44__BN466_01492
ERR1913220.842952__1.842952	820__A0A174M9V5__M093_0237
ERR1913220.843080__1.843080	239935__A0A2N8J1K0__CXT97_05765
ERR1913220.843127__1.843127	651822__GCA_000210715.1_00753
ERR1913220.843181__1.843181	471189__GCA_003340385.1_00343
ERR1913220.843156__1.843156	1262882__R5MM69__BN519_00075
ERR1913220.843173__1.843173	357276__I9FRW5__B5F95_21685
ERR1913220.843374__1.843374	239935__A0A2N8HQY4__CXT99_03170
ERR1913220.843390__1.843390	552398__F4XHU2__HMPREF0866_03196
ERR1913220.843795__1.843795	301301__A0A395V747__ERS852391_01535
ERR1913220.843815__1.843815	227942__H4GJX9__PS3_21815
ERR1913220.843937__1.843937	246787__A0A0P0GPP9__BACCELL_01902
ERR1913220.843971__1.843971	820__A0A078S4C2__ERS417307_00828
ERR1913220.843976__1.843976	853__A0A2A7AXC8__C4N21_14120
ERR1913220.844055__1.844055	1624__C2EHI0__A8C50_02855
ERR1913220.844145__1.844145	1262882__R5MHX6__BN519_00733
ERR1913220.844404__1.844404	1262992__R5DBP5__BN795_00200
ERR1913220.844731__1.844731	1263006__R6LYS1__BN515_01485
ERR1913220.844763__1.844763	1263000__R5EGY7__BN466_01478
ERR1913220.844783__1.844783	227943__C8P7I3__HMPREF0494_1277
ERR1913220.844791__1.844791	1263006__R6LRT3__BN515_00657
ERR1913220.844907__1.844907	40518__R5DW64__RBL236_01394
ERR1913220.844949__1.844949	239935__A0A2N8ITX2__CXT86_11265
ERR1913220.845013__1.845013	2108523__A0A2P2F214__LAWASA_27
ERR1913220.845056__1.845056	166486__D4KW59__ERS852572_02363
ERR1913220.845308__1.845308	1263000__R5EHB0__BN466_01647
ERR1913220.845318__1.845318	88431__A0A174GCE2__ERS852423_01397
ERR1913220.845363__1.845363	1318__U5PE10__HMPREF8577_1394
ERR1913220.845432__1.845432	357276__A0A0K2HI25__DXD47_04465
ERR1913220.845456__1.845456	97478__A0A0D4CIE5__SAMN05216545_101268
ERR1913220.845797__1.845797	1263006__R6LZ17__BN515_01569
ERR1913220.845830__1.845830	100884__E7G5K0__HMPREF9488_00038
ERR1913220.846005__1.846005	821__A0A3E4WAR6__DXD64_10735
ERR1913220.846058__1.846058	820__A0A3E4W4Y7__B5G17_02055
ERR1913220.846116__1.846116	1263006__R6LSL5__BN515_00102
ERR1913220.846117__1.846117	820__A0A173YYG4__evgS_3
ERR1913220.846377__1.846377	357276__A0A0M1W9N4__GV66_05135
ERR1913220.846348__1.846348	1099853__G9S6Y8__NSB1T_06345
ERR1913220.846607__1.846607	1613__A0A158SK07__FM122_06160
ERR1913220.846655__1.846655	1624__A0A385XMV1__A8C39_06675
ERR1913220.846689__1.846689	1550024__G9RUM6__TQ39_16565
ERR1913220.846710__1.846710	820__A0A174KKV6__DXC07_02635
ERR1913220.846807__1.846807	1263107__GCA_000436995.1_00020
ERR1913220.846989__1.846989	818__Q8A7D8__Btheta7330_01478
ERR1913220.847140__1.847140	820__A0A173WUD7__DXB48_08055
ERR1913220.847207__1.847207	40520__R7DEU2__ERS852394_00085
ERR1913220.847369__1.847369	78258__E6K2D2__PSDT_0085
ERR1913220.847305__1.847305	357276__B6W1Y1__BSEG_03960
ERR1913220.847342__1.847342	1160721__R6TIT8__BHW50_03275
ERR1913220.847392__1.847392	1550024__G9RNN4__ASJ35_08335
ERR1913220.847393__1.847393	1624__A0A089RVW7__A8C42_03740
ERR1913220.847414__1.847414	823__D0TJX4__M095_1560
ERR1913220.847444__1.847444	301302__A0A173SF21__M72_12691
ERR1913220.847591__1.847591	116085__D4J425__spoIVB
ERR1913220.847755__1.847755	1262911__R6H1M1__BN557_00925
ERR1913220.847838__1.847838	88431__A0A3D0F1H3__ERS852573_02429
ERR1913220.847884__1.847884	1628085__A0A2U1B8P6__C7386_11432
ERR1913220.848110__1.848110	1624__F7QS04__B6U57_01015
ERR1913220.848152__1.848152	820__A0A139KIL9__DXC68_05945
ERR1913220.848164__1.848164	671232__A0A0C1HL45__SanJ4206_0258
ERR1913220.848246__1.848246	1680__A0A087DLC6__C8077_00815
ERR1913220.848247__1.848247	563769__GeneID:6973156
ERR1913220.848241__1.848241	1263006__R6LKA3__BN515_00205
ERR1913220.848292__1.848292	1262992__R5DDC9__BN795_00492
ERR1913220.848464__1.848464	1624__A0A385XMV1__A8C39_06675
ERR1913220.848613__1.848613	2173__A5UK74__pyrP
ERR1913220.848575__1.848575	165179__D1PHC0__PREVCOP_06640
ERR1913220.848673__1.848673	39488__C0EUW7__ERS852578_01381
ERR1913220.849196__1.849196	46503__R6XAG6__DXB85_14995
ERR1913220.849228__1.849228	1263006__R6LRT3__BN515_00657
ERR1913220.849270__1.849270	1550024__A0A0W7TQZ0__TQ39_10670
ERR1913220.849368__1.849368	2173__A0A1D2WRI4__BK798_01325
ERR1913220.849462__1.849462	301302__R5UK77__M72_08681
ERR1913220.849889__1.849889	40518__R5DUJ5__DXD83_01635
ERR1913220.849830__1.849830	1263000__R5EF60__BN466_01316
ERR1913220.849864__1.849864	418240__A0A174NZX7__tagF_1
ERR1913220.850073__1.850073	139872__GeneID:2717130
ERR1913220.850170__1.850170	1099853__U5CMJ0__NSB1T_01275
ERR1913220.850134__1.850134	357276__I9RCD3__IY41_15070
ERR1913220.850257__1.850257	39492__D4JW25__EUBSIR_02203
ERR1913220.850372__1.850372	1262911__R6GPC5__BN557_00852
ERR1913220.850342__1.850342	40518__R5DUU2__yvhJ_2
ERR1913220.850358__1.850358	820__A7V8C2__ERS852554_01338
ERR1913220.850518__1.850518	1263006__R6LYA7__BN515_01307
ERR1913220.850602__1.850602	239935__A0A2N8ITX2__CXT86_11265
ERR1913220.850715__1.850715	1262882__R5MSX6__BN519_01697
ERR1913220.850948__1.850948	1262882__R5MND9__BN519_00831
ERR1913220.851008__1.851008	354260__GeneID:1260676
ERR1913220.850936__1.850936	820__A0A3E4RTP0__C801_01067
ERR1913220.851024__1.851024	301302__R5UMB3__M72_01421
ERR1913220.851058__1.851058	1124654__GeneID:14005780
ERR1913220.851097__1.851097	544581__G9PLG1__HMPREF1549_02262
ERR1913220.851156__1.851156	820__A0A1T4IYF4__mprA_1
ERR1913220.851164__1.851164	2173__A5UJ58__BK798_03985
ERR1913220.851312__1.851312	40518__R5DX31__DXD86_09775
ERR1913220.851232__1.851232	1624__A0A385XM57__B6U56_08480
ERR1913220.851367__1.851367	40518__A0A1C6H8C4__DXD93_02535
ERR1913220.851384__1.851384	820__A0A174F0C1__nreB
ERR1913220.851474__1.851474	1263006__R6LPZ5__BN515_02090
ERR1913220.851560__1.851560	820__A0A139K5A6__DXB48_12175
ERR1913220.851682__1.851682	1262911__R6GS70__BN557_00854
ERR1913220.851762__1.851762	1550024__G9RZN9__ASJ35_05735
ERR1913220.852211__1.852211	1262911__R6HIJ8__BN557_01742
ERR1913220.852221__1.852221	1262882__R5MM25__BN519_00600
ERR1913220.852249__1.852249	301302__A0A173TWC1__phoR_7
ERR1913220.852268__1.852268	357276__A0A0K2HI25__DXD47_04465
ERR1913220.852444__1.852444	820__A7V8C2__ERS852554_01338
ERR1913220.852559__1.852559	357276__I9R994__BACDOR_04044
ERR1913220.852750__1.852750	1263006__R6LT09__BN515_01035
ERR1913220.852895__1.852895	820__A0A374Q351__DXD40_05850
ERR1913220.853010__1.853010	301301__A0A395VFD3__ERS852391_02492
ERR1913220.853147__1.853147	301301__A0A395VA97__RHOM_13930
ERR1913220.853167__1.853167	820__A0A174B4N2__M093_2531
ERR1913220.853224__1.853224	40520__R7D9N7__RUMOBE_02765
ERR1913220.853428__1.853428	1681__E4VB47__IF1010_0583
ERR1913220.853518__1.853518	1550024__A0A3B9WG46__ASJ35_14590
ERR1913220.853537__1.853537	78346__A0A087D4I9__BRUM_0204
ERR1913220.853561__1.853561	239935__A0A2N8HPS5__Amuc_0950
ERR1913220.853605__1.853605	1263006__R6LLP6__BN515_01041
ERR1913220.853660__1.853660	357276__A0A076IYG1__B5F95_22465
ERR1913220.854030__1.854030	1941478__A0A316SUN6__DBY16_04785
ERR1913220.854261__1.854261	74426__nifJ
ERR1913220.854339__1.854339	1262924__R7HMZ4__BN585_01629
ERR1913220.854380__1.854380	820__A0A374Q854__HMPREF1073_03281
ERR1913220.854438__1.854438	40518__R5E7G3__DXD86_03405
ERR1913220.854460__1.854460	651822__GCA_000210715.1_00753
ERR1913220.854786__1.854786	871327__A0A1H5WNU7__SAMN05444001_11221
ERR1913220.854938__1.854938	357276__A0A0K2HJA6__DXD47_07320
ERR1913220.855091__1.855091	1262882__R5N3H1__BN519_01121
ERR1913220.855210__1.855210	1685__D6ZT75__CE162_03165
ERR1913220.855404__1.855404	1262882__R5MM25__BN519_00600
ERR1913220.855558__1.855558	239935__A0A2N8IG27__CXT85_07805
ERR1913220.855515__1.855515	1262911__R6GLA5__BN557_01456
ERR1913220.855532__1.855532	74426__argF
ERR1913220.855684__1.855684	1681__A0A292FUY6__DD684_00535
ERR1913220.855711__1.855711	820__A0A3E4VZY4__ERS852554_01211
ERR1913220.856123__1.856123	301301__A0A395VAR4__yieL
ERR1913220.856241__1.856241	1262911__R6GT76__BN557_01150
ERR1913220.856173__1.856173	1680__A0A076JNH5__DXC60_03835
