ERR1913201.51__1.51	39488__A0A174DGL6__EUBHAL_03262
ERR1913201.2298911__1.2298911	39491__A0A396FPV7__ERS852580_01177
ERR1913201.2299122__1.2299122	820__A0A139K1Y6__DXB48_02610
ERR1913201.2299205__1.2299205	214856__R6Z4Q8__ERS852447_00885
ERR1913201.2299284__1.2299284	454155__F3QT57__HMPREF9442_01374
ERR1913201.2299461__1.2299461	1262743__R5C054__BN727_01980
ERR1913201.2299510__1.2299510	820__A0A139KHD8__ERS417307_00569
ERR1913201.2299556__1.2299556	821__A0A395VIK7__BVU_1225
ERR1913201.2299624__1.2299624	410072__A0A174LAX8__DXD67_10655
ERR1913201.2299582__1.2299582	28116__A7LYG5__M089_5828
ERR1913201.2299800__1.2299800	310298__B3JQJ5__BACCOP_04231
ERR1913201.2299870__1.2299870	853__A0A2J4JL53__CRH10_10795
ERR1913201.2299946__1.2299946	820__A0A173W419__DXC68_17760
ERR1913201.2300143__1.2300143	1735__A0A395WAL9__EUBIFOR_01618
ERR1913201.2300164__1.2300164	28116__A7LS02__DXF98_24100
ERR1913201.2300195__1.2300195	821__A0A0P0M3U7__DXB90_14325
ERR1913201.2300237__1.2300237	357276__B6VXX7__HMPREF1063_02683
ERR1913201.2300298__1.2300298	357276__A0A3E4JJ65__HMPREF1064_00497
ERR1913201.2300338__1.2300338	823__A0A355XKQ8__DHP27_04010
ERR1913201.2300412__1.2300412	301302__A0A0M6X038__M72_18501
ERR1913201.2300477__1.2300477	821__A0A396F9T7__M097_3427
ERR1913201.2300501__1.2300501	1263107__GCA_000436995.1_00215
ERR1913201.2300539__1.2300539	39491__C4Z9D4__DXD95_00055
ERR1913201.2300557__1.2300557	357276__D1JY58__BACDOR_04277
ERR1913201.2300510__1.2300510	360807__C0FPW0__ROSEINA2194_00763
ERR1913201.2300631__1.2300631	166486__D4KUM5__afr
ERR1913201.2300656__1.2300656	1680__A0A087DLC6__C8077_00815
ERR1913201.2300709__1.2300709	1680__A0A0C2YNK5__BADO_0780
ERR1913201.2300748__1.2300748	166486__A0A173T114__ROSINTL182_05085
ERR1913201.2300796__1.2300796	360807__A0A0M6WVC6__ERS852444_01433
ERR1913201.2300878__1.2300878	853__C7H7F5__DWZ46_01780
ERR1913201.2301124__1.2301124	820__A0A173W419__DXC68_17760
ERR1913201.2301153__1.2301153	820__A0A174GK47__ERS852421_00200
ERR1913201.2301205__1.2301205	1261__D3MR67__SAMN05660467_01650
ERR1913201.2301269__1.2301269	1735__B7CD72__EUBIFOR_02151
ERR1913201.2301368__1.2301368	39488__A0A173V5H8__appA
ERR1913201.2301594__1.2301594	357276__A0A0K2HI25__DXD47_04465
ERR1913201.2301709__1.2301709	28116__A0A139LKF7__DXA80_16100
ERR1913201.2301714__1.2301714	1735__B7C7R7__EUBIFOR_00217
ERR1913201.2301872__1.2301872	387090__S0F541__BACCOPRO_00727
ERR1913201.2301848__1.2301848	216816__B7GPE8__I118_0062
ERR1913201.2301853__1.2301853	216816__V6XY04__APK78_02285
ERR1913201.2302185__1.2302185	821__A0A395UNT8__DXD64_15275
ERR1913201.2302226__1.2302226	360807__A0A396AIG0__ROSEINA2194_00358
ERR1913201.2302407__1.2302407	1680__A0A087DHN0__AL0462_1532
ERR1913201.2302468__1.2302468	1235835__R9LCU2__C814_02677
ERR1913201.2302486__1.2302486	1735__B7CEC3__EUBIFOR_02567
ERR1913201.2302494__1.2302494	823__A0A355XKR1__DHP27_04035
ERR1913201.2302548__1.2302548	360807__A0A173T4V2__ROSEINA2194_02477
ERR1913201.2302574__1.2302574	1735__A0A0E9EXE5__EUBIFOR_01739
ERR1913201.2302641__1.2302641	216816__A0A2U0BLP0__tsaB
ERR1913201.2302711__1.2302711	1735__B7CBP5__EUBIFOR_01620
ERR1913201.2302715__1.2302715	29391__GCA_900476045.1_00770
ERR1913201.2302697__1.2302697	147206__GCF_000156215.1_00974
ERR1913201.2302832__1.2302832	46503__R6WWC9__PARMER_03215
ERR1913201.2302808__1.2302808	216816__R5MZK3__DPC6320_1630
ERR1913201.2302897__1.2302897	47678__A5ZEP5__CGC64_03450
ERR1913201.2302898__1.2302898	1735__B7CEC3__EUBIFOR_02567
ERR1913201.2302874__1.2302874	357276__A0A0M1W1I8__ABI39_13620
ERR1913201.2302927__1.2302927	820__A0A374Q854__HMPREF1073_03281
ERR1913201.2303261__1.2303261	47678__R5U9Z0__HMPREF1061_03210
ERR1913201.2303309__1.2303309	820__A0A139KHX1__HMPREF2141_00289
ERR1913201.2303439__1.2303439	47678__R5UA23__C5Z00_15610
ERR1913201.2303545__1.2303545	33039__A0A174YA68__ribU
ERR1913201.2303698__1.2303698	454154__G5SLR2__HMPREF9441_00281
ERR1913201.2303701__1.2303701	301302__A0A0M6WWE7__ERS852420_01309
ERR1913201.2303982__1.2303982	821__A6L0C7__ERS852556_03520
ERR1913201.2303920__1.2303920	823__A0A078SYK6__DXB14_02485
ERR1913201.2303999__1.2303999	360807__A0A396A9J5__ROSEINA2194_00828
ERR1913201.2304013__1.2304013	47678__A5ZEP5__CGC64_03450
ERR1913201.2304082__1.2304082	47678__R5U9S9__BACCAC_01855
ERR1913201.2304086__1.2304086	745368__A0A1T4XK16__SAMN02745178_01970
ERR1913201.2304096__1.2304096	418240__C6JAJ9__ERS852523_02796
ERR1913201.2304112__1.2304112	820__A0A174F0C1__nreB
ERR1913201.2304135__1.2304135	387090__S0FAH0__BACCOPRO_02960
ERR1913201.2304146__1.2304146	818__A0A0P0F2P7__BT_1771
ERR1913201.2304154__1.2304154	28118__F9Z7M2__B5F99_10065
ERR1913201.2304360__1.2304360	28026__R6NSS2__truB
ERR1913201.2304364__1.2304364	47678__R5U2H9__DXB67_10685
ERR1913201.2304379__1.2304379	74426__rpoC
ERR1913201.2304787__1.2304787	821__A0A174JYD3__ERS852457_02610
ERR1913201.2304870__1.2304870	821__A0A174ALF2__BvMPK_3016
ERR1913201.2304891__1.2304891	820__A0A374Q854__HMPREF1073_03281
ERR1913201.2305129__1.2305129	357276__D1K526__GV66_17250
ERR1913201.2305247__1.2305247	1284680__A0A095WRS1__HMPREF1627_05870
ERR1913201.2305271__1.2305271	823__A0A355XKR1__DHP27_04035
ERR1913201.2305314__1.2305314	487174__K0X1D9__HMPREF9448_00919
ERR1913201.2305500__1.2305500	47678__R5UMP1__CGC64_03365
ERR1913201.2305480__1.2305480	357276__B6W5Q9__HMPREF1063_03125
ERR1913201.2305878__1.2305878	820__A0A174A6K0__M093_0079
ERR1913201.2306009__1.2306009	166486__D4KWL3__ROSINTL182_06053
ERR1913201.2306233__1.2306233	1735__B7C892__EUBIFOR_00389
ERR1913201.2306337__1.2306337	820__A0A139K4T0__ERS852510_03146
ERR1913201.2306403__1.2306403	216816__B3DNW2__BL171B_07980
ERR1913201.2306450__1.2306450	820__A0A174VD39__DXD90_12235
ERR1913201.2306535__1.2306535	74426__asnS
ERR1913201.2306780__1.2306780	820__A0A3E4VXP2__yesR
ERR1913201.2306785__1.2306785	47678__R5UUS9__ERS852558_01432
ERR1913201.2306801__1.2306801	853__A0A3E2U7E6__ERS852582_01640
ERR1913201.2306809__1.2306809	820__A0A139K4W1__M093_0353
ERR1913201.2306827__1.2306827	410072__C0BAS6__ERS852481_01274
ERR1913201.2306909__1.2306909	39486__B0G8A7__DXD82_06625
ERR1913201.2306914__1.2306914	1628085__A0A3E2XTD7__C7386_10384
ERR1913201.2306945__1.2306945	821__C6Z087__DXB90_00750
ERR1913201.2307022__1.2307022	47678__R5UES3__CGC64_00760
ERR1913201.2307146__1.2307146	821__C3RB94__DXC03_15585
ERR1913201.2307167__1.2307167	821__A0A174JYD3__ERS852457_02610
ERR1913201.2307240__1.2307240	28026__A0A396B960__DXC71_09530
ERR1913201.2307331__1.2307331	820__A0A174DZ97__SAMN05444418_101240
ERR1913201.2307336__1.2307336	820__A0A173YYG4__evgS_3
ERR1913201.2307390__1.2307390	39488__C0EWC5__EHLA_2843
ERR1913201.2307550__1.2307550	418240__A0A174T5R0__yehU_2
ERR1913201.2307571__1.2307571	33039__R6PAH6__ERS852577_01830
ERR1913201.2307643__1.2307643	821__A0A395UNT8__DXD64_15275
ERR1913201.2307727__1.2307727	166486__A0A173T114__ROSINTL182_05085
ERR1913201.2307728__1.2307728	46503__R5DM05__DD461_09230
ERR1913201.2307812__1.2307812	46503__R6X5E7__PARMER_00245
ERR1913201.2307876__1.2307876	357276__D1K3K9__EL88_23995
ERR1913201.2307944__1.2307944	552398__F4XCR9__HMPREF0866_01636
ERR1913201.2307948__1.2307948	1680__A0A2R4G1K8__BBMN23_0315
ERR1913201.2308150__1.2308150	28026__A0A396BIJ5__DXD35_04925
ERR1913201.2308161__1.2308161	820__A0A174CG08__DXB62_13215
ERR1913201.2308163__1.2308163	821__E5UY21__C800_02204
ERR1913201.2308244__1.2308244	357276__C3REQ8__GV66_09740
ERR1913201.2308267__1.2308267	301302__R5UUM8__ganB_1
ERR1913201.2308313__1.2308313	418240__C6JGZ2__ERS852478_02682
ERR1913201.2308334__1.2308334	853__D4K7X0__DW905_09540
ERR1913201.2308441__1.2308441	357276__I9R4T1__IY41_06800
ERR1913201.2308503__1.2308503	454154__G5SPC2__HMPREF9441_01204
ERR1913201.2308559__1.2308559	47678__R5U878__ERS852494_03300
ERR1913201.2308602__1.2308602	410072__A0A174GUX6__COPCOM_03717
ERR1913201.2308573__1.2308573	820__A0A139KG60__M094_2679
ERR1913201.2308534__1.2308534	138595__GCF_000468755.1_01268
ERR1913201.2308537__1.2308537	1686__B6XUW3__BIFCAT_00676
ERR1913201.2308784__1.2308784	47678__A5ZBD0__ERS852494_02920
ERR1913201.2308794__1.2308794	39491__A0A396FSK3__ERS852417_00383
ERR1913201.2308833__1.2308833	166486__D4KPQ7__ROSINTL182_09065
ERR1913201.2308925__1.2308925	166486__D4L3K7__ERS852572_00904
ERR1913201.2308887__1.2308887	853__A0A173T8T3__DW882_06555
ERR1913201.2308896__1.2308896	454154__G5SQ56__HMPREF9441_01493
ERR1913201.2308899__1.2308899	33039__R6PAH6__ERS852577_01830
ERR1913201.2308959__1.2308959	1680__R5GZJ8__BSTER_1195
ERR1913201.2309009__1.2309009	301302__A0A173T8V6__ERS852420_01966
ERR1913201.2308972__1.2308972	357276__I9QWD4__DXD47_15075
ERR1913201.2309039__1.2309039	820__A0A3E4VZF8__C801_00319
ERR1913201.2309076__1.2309076	820__A7V9F9__B5G17_14640
ERR1913201.2309089__1.2309089	387090__S0FDW2__BACCOPRO_02252
ERR1913201.2309124__1.2309124	820__R9I2U8__DXC68_09590
ERR1913201.2309148__1.2309148	820__A0A3E5BMG9__DXD40_05130
ERR1913201.2309265__1.2309265	33039__D4M6R8__bglB_8
ERR1913201.2309228__1.2309228	821__A0A395UNT8__DXD64_15275
ERR1913201.2309312__1.2309312	821__A0A395VIK7__BVU_1225
ERR1913201.2309313__1.2309313	360807__A0A0M6WAF4__ERS852392_02663
ERR1913201.2309318__1.2309318	1680__A0A0C2YPV2__AL0462_1474
ERR1913201.2309391__1.2309391	821__A0A0P0LKG6__HMPREF1058_02188
ERR1913201.2309445__1.2309445	357276__E5UTL1__HMPREF1065_03551
ERR1913201.2309515__1.2309515	166486__D4L378__hcaR
ERR1913201.2309601__1.2309601	821__A0A173XDD3__DXB82_17180
ERR1913201.2309617__1.2309617	821__A6KZK3__ERS852457_04265
ERR1913201.2309653__1.2309653	39491__D4JMW8__ERS852497_01971
ERR1913201.2309701__1.2309701	357276__C3RDQ5__HMPREF1065_03827
ERR1913201.2309724__1.2309724	39491__A0A395UZ82__EUR_31520
ERR1913201.2309810__1.2309810	1680__A0A2R4G1K8__BBMN23_0315
ERR1913201.2309894__1.2309894	216816__A0A396FRQ5__DD678_01245
ERR1913201.2310034__1.2310034	1735__B7CEC3__EUBIFOR_02567
ERR1913201.2310134__1.2310134	1262948__R7E9S8__BN671_01993
ERR1913201.2310158__1.2310158	216816__E8MH24__APS65_02760
ERR1913201.2310259__1.2310259	821__A0A3E4XY72__NCTC10583_01067
ERR1913201.2310177__1.2310177	28026__A0A072MTT5__BPS1E_1554
ERR1913201.2310309__1.2310309	33039__D4M1V6__bioA
ERR1913201.2310325__1.2310325	166486__D4L0J8__ROSINTL182_08089
ERR1913201.2310271__1.2310271	166486__D4KUK5__thiM
ERR1913201.2310279__1.2310279	39491__A0A395ZL98__DXB99_00620
ERR1913201.2310427__1.2310427	39491__A0A174LTW7__DXD13_08720
ERR1913201.2310628__1.2310628	301302__A0A173UAS4__M72_15061
ERR1913201.2310737__1.2310737	1628085__A0A3E2XSL7__C7386_12131
ERR1913201.2310786__1.2310786	301302__A0A0M6WVL0__celA
ERR1913201.2310823__1.2310823	820__A0A374MXK3__HMPREF1072_00166
ERR1913201.2310944__1.2310944	820__R9I2U8__DXC68_09590
ERR1913201.2310969__1.2310969	47678__A5ZLX1__C5Z00_04825
ERR1913201.2311025__1.2311025	820__A0A139K0J1__HMPREF2141_03205
ERR1913201.2311061__1.2311061	821__E5UY21__C800_02204
ERR1913201.2311072__1.2311072	357276__I9QWN0__ABI39_00335
ERR1913201.2311163__1.2311163	357276__A0A076IXE0__HMPREF1064_04364
ERR1913201.2311208__1.2311208	118748__GCF_000177375.1_00534
ERR1913201.2311320__1.2311320	357276__C3REQ8__GV66_09740
ERR1913201.2311427__1.2311427	216816__V6XY04__APK78_02285
ERR1913201.2311431__1.2311431	821__A0A396F9T7__M097_3427
ERR1913201.2311457__1.2311457	853__A0A173T6P2__DWZ46_14595
ERR1913201.2311528__1.2311528	357276__A0A076IXE0__HMPREF1064_04364
ERR1913201.2311572__1.2311572	28116__A0A078Q626__HMPREF1070_02735
ERR1913201.2311578__1.2311578	166486__D4L273__ERS852572_01638
ERR1913201.2311741__1.2311741	357276__A0A076J8M3__ABI39_13695
ERR1913201.2311839__1.2311839	357276__C3R5A0__B5F00_02960
ERR1913201.2311905__1.2311905	328813__A0A1Y3QZ64__B5G41_14235
ERR1913201.2311916__1.2311916	301302__A0A0M6W9I4__M72_19871
ERR1913201.2312085__1.2312085	649756__R5Z9G3__ERS852571_02234
ERR1913201.2312197__1.2312197	74426__pflB_2
ERR1913201.2312168__1.2312168	301302__R5UKP4__cbiT
ERR1913201.2312214__1.2312214	1318__I1ZPN1__NCTC12854_02060
ERR1913201.2312316__1.2312316	821__A0A174T998__DXB82_10860
ERR1913201.2312436__1.2312436	74426__nifJ
ERR1913201.2312520__1.2312520	821__A0A396F9T7__M097_3427
ERR1913201.2312452__1.2312452	1735__B7CD84__EUBIFOR_02163
ERR1913201.2312458__1.2312458	820__A0A139KIL9__DXC68_05945
ERR1913201.2312489__1.2312489	1735__B7CCS4__EUBIFOR_02002
ERR1913201.2312597__1.2312597	821__I9R3W6__DXC16_12455
ERR1913201.2312773__1.2312773	28116__R6JIR4__DXA80_14190
ERR1913201.2312741__1.2312741	357276__A0A0K2HJA6__DXD47_07320
ERR1913201.2312798__1.2312798	74426__groL
ERR1913201.2312808__1.2312808	1358__D2BKH7__DRA4_2076
ERR1913201.2312912__1.2312912	820__A0A139KHX1__HMPREF2141_00289
ERR1913201.2312979__1.2312979	454155__F3QTH4__HMPREF9442_01492
ERR1913201.2312928__1.2312928	820__A0A174A6K0__M093_0079
ERR1913201.2312938__1.2312938	166486__A0A173VSP1__ERS852572_03465
ERR1913201.2313075__1.2313075	46503__K5ZK07__PARMER_03787
ERR1913201.2313056__1.2313056	39492__D4JS87__EUBSIR_02328
ERR1913201.2313153__1.2313153	33039__A0A174P3P0__ERS852424_01681
ERR1913201.2313359__1.2313359	1262743__R5C054__BN727_01980
ERR1913201.2313371__1.2313371	39491__R6UMS6__DXD13_07035
ERR1913201.2313535__1.2313535	820__A0A139KJ23__celCCA
ERR1913201.2313569__1.2313569	1150298__A0A174DQP3__rpe_2
ERR1913201.2313575__1.2313575	1150298__A0A174DQP3__rpe_2
ERR1913201.2313622__1.2313622	820__A0A3E4VZY4__ERS852554_01211
ERR1913201.2313676__1.2313676	745368__A0A1T4XY03__SAMN02745178_02465
ERR1913201.2313764__1.2313764	821__A0A396F9T7__M097_3427
ERR1913201.2313903__1.2313903	821__A0A0P0LNX8__ERS852509_03015
ERR1913201.2313950__1.2313950	820__A0A139KHX1__HMPREF2141_00289
ERR1913201.2314040__1.2314040	301302__A0A0M6WYL6__ERS852420_02628
ERR1913201.2314066__1.2314066	46503__K6A7H7__DCY29_03460
ERR1913201.2314107__1.2314107	1628085__A0A374VR48__C7386_10754
ERR1913201.2314134__1.2314134	820__A0A3E4RU03__M093_0563
ERR1913201.2314167__1.2314167	33039__D4M0U9__mucD
ERR1913201.2314153__1.2314153	166486__A0A173T114__ROSINTL182_05085
ERR1913201.2314330__1.2314330	357276__A0A0K2HG61__BACDOR_02028
ERR1913201.2314408__1.2314408	166486__R6AY46__ROSINTL182_06128
ERR1913201.2314416__1.2314416	166486__D4KZ24__ROSINTL182_05766
ERR1913201.2314420__1.2314420	821__A0A395UNT8__DXD64_15275
ERR1913201.2314520__1.2314520	418240__A0A174AX68__ERS852478_00844
ERR1913201.2314576__1.2314576	329854__B3C787__BACINT_00778
ERR1913201.2314695__1.2314695	47678__R5UG22__ERS852558_01514
ERR1913201.2314746__1.2314746	556259__I0PXW0__BSGG_5187
ERR1913201.2314769__1.2314769	820__E5VA63__DXC80_01025
ERR1913201.2314888__1.2314888	216816__A0A2U0BT35__BL1206_1860
ERR1913201.2314892__1.2314892	47678__R5UV30__C5Z00_12615
ERR1913201.2314920__1.2314920	357276__I8WBQ9__HMPREF1065_03212
ERR1913201.2314931__1.2314931	39491__A0A173QT73__alaS_2
ERR1913201.2314983__1.2314983	39491__A0A395V5R3__EUBREC_1883
ERR1913201.2314989__1.2314989	820__R7E9Z4__DXC68_06065
ERR1913201.2315063__1.2315063	821__A0A174T998__DXB82_10860
ERR1913201.2315136__1.2315136	821__D4VD59__BHV80_04260
ERR1913201.2315225__1.2315225	33905__A0A0C2Z570__CQR47_0419
ERR1913201.2315465__1.2315465	166486__R6AY46__ROSINTL182_06128
ERR1913201.2315535__1.2315535	28026__A0A267WLS3__DXD35_07705
ERR1913201.2315603__1.2315603	1680__A0A173XYA2__B0703_0121
ERR1913201.2315631__1.2315631	387090__S0F9K2__BACCOPRO_02271
ERR1913201.2315666__1.2315666	1550024__G9RXB5__TQ39_17835
ERR1913201.2315742__1.2315742	820__A0A3E4WA06__ERS852554_03404
ERR1913201.2315745__1.2315745	487174__R5F4K8__HMPREF9448_01532
ERR1913201.2315757__1.2315757	823__A0A355XJ56__DDY96_07685
ERR1913201.2315855__1.2315855	820__A0A139K4T0__ERS852510_03146
ERR1913201.2316029__1.2316029	630129__A0A395ZPX1__BKAS_0816
ERR1913201.2316154__1.2316154	821__A0A174NSU0__BVU_3144
ERR1913201.2316117__1.2316117	28118__R6FCW4__DF785_08500
ERR1913201.2316251__1.2316251	820__A7V049__DXB48_04755
ERR1913201.2316188__1.2316188	301302__A0A0M6WVL0__celA
ERR1913201.2316330__1.2316330	823__A0A355XF06__B5F32_11480
ERR1913201.2316337__1.2316337	853__A0A2A7AXC8__C4N21_14120
ERR1913201.2316387__1.2316387	418240__A0A174AQ30__ERS852478_00945
ERR1913201.2316576__1.2316576	1735__B7CEC3__EUBIFOR_02567
ERR1913201.2316634__1.2316634	1628085__A0A374VUP1__C7386_10971
ERR1913201.2316679__1.2316679	357276__A0A1Y3Z3W0__IY41_20500
ERR1913201.2316832__1.2316832	357276__B6W1Y5__IY41_11405
ERR1913201.2316844__1.2316844	387090__S0F9K2__BACCOPRO_02271
ERR1913201.2316921__1.2316921	487174__K0WTV8__DIT83_04385
ERR1913201.2317033__1.2317033	74426__thrZ
ERR1913201.2317072__1.2317072	166486__D4KUC8__ERS852572_00958
ERR1913201.2317120__1.2317120	301302__A0A0M6X0D2__cpsB_2
ERR1913201.2317296__1.2317296	28118__R6FVQ4__DHW44_00725
ERR1913201.2317322__1.2317322	357276__B6W5Q7__DXD47_13945
ERR1913201.2317359__1.2317359	853__C7H7F8__yccM_1
ERR1913201.2317361__1.2317361	821__C6ZAA5__ERS852556_00403
ERR1913201.2317405__1.2317405	820__A0A174F696__macB_13
ERR1913201.2317446__1.2317446	552398__F4XCR9__HMPREF0866_01636
ERR1913201.2317493__1.2317493	1262921__R5M393__BN473_00677
ERR1913201.2317538__1.2317538	28026__A0A396BDZ7__DXC83_06050
ERR1913201.2317565__1.2317565	820__A0A3E4HWJ4__DXD40_05945
ERR1913201.2317608__1.2317608	216816__D6DBD5__DXC32_04335
ERR1913201.2317668__1.2317668	47678__R5U9M8__CGC64_07665
ERR1913201.2317775__1.2317775	216816__A0A0A6VPB9__B624_1780
ERR1913201.2317862__1.2317862	820__A0A1T4IY71__HMPREF2141_02402
ERR1913201.2317908__1.2317908	357276__A0A0K2HDP3__IY41_00705
ERR1913201.2317998__1.2317998	39491__R6TNE7__T1815_09811
ERR1913201.2318021__1.2318021	820__R9I2U8__DXC68_09590
ERR1913201.2318144__1.2318144	820__A0A139KG60__M094_2679
ERR1913201.2318149__1.2318149	820__A0A139KEW8__DXB64_06405
ERR1913201.2318198__1.2318198	216816__A0A2U0BLP0__tsaB
ERR1913201.2318344__1.2318344	1965646__A0A1Y3WG78__B5G10_10525
ERR1913201.2318345__1.2318345	1965646__A0A1Y3WG78__B5G10_10525
ERR1913201.2318349__1.2318349	1680__A0A076JM61__DXD63_05245
ERR1913201.2318393__1.2318393	39491__C4Z9K7__EUBREC_0050
ERR1913201.2318413__1.2318413	43675__D2NPG2__CYK05_06875
ERR1913201.2318433__1.2318433	166486__C7GCP5__ROSINTL182_07683
ERR1913201.2318501__1.2318501	853__A0A174C5M1__CGS58_04460
ERR1913201.2318631__1.2318631	818__A0A3E5HEU1__NCTC10582_02468
ERR1913201.2318653__1.2318653	1680__A7A7Z9__AAX71_05385
ERR1913201.2318684__1.2318684	39491__A0A395ZF49__DXB69_05290
ERR1913201.2318731__1.2318731	357276__A0A0K2HG61__BACDOR_02028
ERR1913201.2318873__1.2318873	301302__A0A173UPG6__ERS852420_03127
ERR1913201.2318887__1.2318887	39491__A0A396FKG5__DXB76_07455
ERR1913201.2318914__1.2318914	821__A0A396F598__CUU_3259
ERR1913201.2319124__1.2319124	166486__D4KZF9__ROSINTL182_08499
ERR1913201.2319231__1.2319231	47678__R5U325__HMPREF1061_03209
ERR1913201.2319201__1.2319201	74426__thrZ
ERR1913201.2319369__1.2319369	28026__A0A395ZKQ2__DXC83_07645
ERR1913201.2319761__1.2319761	357276__A0A076IXE0__HMPREF1064_04364
ERR1913201.2319866__1.2319866	823__A0A073I5R7__cloSI
ERR1913201.2319992__1.2319992	39496__A5Z7Y6__EUBVEN_01827
ERR1913201.2320111__1.2320111	166486__D4L1P2__ROSINTL182_05240
ERR1913201.2320227__1.2320227	39496__A5Z8A3__EUBVEN_01944
ERR1913201.2320292__1.2320292	166486__D4L0L8__ROSINTL182_08063
ERR1913201.2320348__1.2320348	166486__R6B4E4__sinR_2
ERR1913201.2320470__1.2320470	357276__I8WBQ9__HMPREF1065_03212
ERR1913201.2320500__1.2320500	357276__A0A076IS26__EL88_15950
ERR1913201.2320792__1.2320792	820__A0A3E4QZJ7__C801_01798
ERR1913201.2320842__1.2320842	387090__S0F9K2__BACCOPRO_02271
ERR1913201.2320882__1.2320882	745368__A0A1T4X6K8__SAMN02745178_01452
ERR1913201.2320938__1.2320938	74426__asnS
ERR1913201.2321054__1.2321054	853__A0A173YYY4__DWZ04_09420
ERR1913201.2321143__1.2321143	360807__A0A396AIV6__RIL183_05461
ERR1913201.2321141__1.2321141	39488__A0A374NJ86__mltG
ERR1913201.2321166__1.2321166	821__I9R3W6__DXC16_12455
ERR1913201.2321276__1.2321276	818__A0A174SHK6__ERS852511_01161
ERR1913201.2321455__1.2321455	387090__S0FA01__BACCOPRO_02772
ERR1913201.2321850__1.2321850	1735__B7CD72__EUBIFOR_02151
ERR1913201.2321829__1.2321829	47678__A0A3E5BQM1__DXB67_08970
ERR1913201.2321876__1.2321876	357276__B6W1J2__BACDOR_03380
ERR1913201.2321906__1.2321906	218538__C9LPF0__GCWU000321_01429
ERR1913201.2321969__1.2321969	1680__A0A1X2ZFB6__AD0028_0856
ERR1913201.2321922__1.2321922	823__A0A355XN73__DXC05_07000
ERR1913201.2321994__1.2321994	47678__R5U8S9__DW706_06260
ERR1913201.2322063__1.2322063	821__A0A173WG51__BVU_2549
ERR1913201.2322070__1.2322070	357276__B6VW91__BACDOR_01584
ERR1913201.2322080__1.2322080	301302__R5V671__M72_27831
ERR1913201.2322171__1.2322171	1628085__A0A374VPP0__C7386_11442
ERR1913201.2322218__1.2322218	1235790__S0J8L6__C805_00148
ERR1913201.2322229__1.2322229	745368__A0A1T4XHM8__SAMN02745178_01848
ERR1913201.2322282__1.2322282	853__A8SCP3__C4N26_07960
ERR1913201.2322369__1.2322369	166486__D4KZP0__ERS852572_00486
ERR1913201.2322482__1.2322482	820__A0A173W419__DXC68_17760
ERR1913201.2322556__1.2322556	820__A0A3E4RUC4__DHU98_02635
ERR1913201.2322563__1.2322563	384638__B7ASI3__BACPEC_02038
ERR1913201.2322629__1.2322629	410072__A0A174L0Z1__ERS852525_00863
ERR1913201.2322656__1.2322656	387090__S0FAH6__BACCOPRO_02588
ERR1913201.2322682__1.2322682	310298__B3JQJ5__BACCOP_04231
ERR1913201.2322919__1.2322919	39491__A0A395ZG74__licR
ERR1913201.2322943__1.2322943	823__A0A395YVY3__ERS852513_03204
ERR1913201.2322973__1.2322973	649756__L1Q8U4__ERS852571_01677
ERR1913201.2322980__1.2322980	39491__A0A174M1X5__DXB99_18695
ERR1913201.2323261__1.2323261	39496__A5ZAI8__EUBVEN_02735
ERR1913201.2323298__1.2323298	301302__R5USZ5__dus_2
ERR1913201.2323444__1.2323444	454155__R5NGE6__HMPREF9442_02438
ERR1913201.2323448__1.2323448	1262743__R5C054__BN727_01980
ERR1913201.2323503__1.2323503	1680__A0A1E7Y0K2__DXC59_05185
ERR1913201.2323521__1.2323521	1262743__R5C054__BN727_01980
ERR1913201.2323664__1.2323664	301302__A0A0M6WZT5__M72_18331
ERR1913201.2323670__1.2323670	39496__A5ZAI0__EUBVEN_02727
ERR1913201.2323749__1.2323749	410072__A0A174DIZ5__ERS852574_01258
ERR1913201.2323778__1.2323778	39491__C4ZGN3__DXB99_14175
ERR1913201.2323779__1.2323779	1262743__R5C054__BN727_01980
ERR1913201.2323879__1.2323879	821__A0A3E4KIM1__M097_3660
ERR1913201.2323977__1.2323977	166486__D4L402__ROSINTL182_05182
ERR1913201.2324083__1.2324083	74426__purC
ERR1913201.2324169__1.2324169	166486__A0A1Q6SCR5__ROSINTL182_05686
