ERR1913218.204__1.204	357276__I9FTR0__HMPREF1065_02861
ERR1913218.873770__1.873770	820__A0A174GYA8__DXB64_07370
ERR1913218.873776__1.873776	1624__A0A385XNP0__A8C54_05230
ERR1913218.873849__1.873849	357276__I9G0T7__BACDOR_04266
ERR1913218.873968__1.873968	40518__R5DNY7__RBATCC27255_00367
ERR1913218.873995__1.873995	301302__A0A0M6WB38__ERS852420_00286
ERR1913218.874010__1.874010	40518__R5DUG7__sbcC
ERR1913218.874094__1.874094	1681__A0A292G5S9__BBPR_1493
ERR1913218.874139__1.874139	820__A0A174DZ97__SAMN05444418_101240
ERR1913218.874229__1.874229	28118__F9ZCN1__B5F99_10605
ERR1913218.874529__1.874529	1160721__W0U811__RBI_II00162
ERR1913218.874662__1.874662	823__A0A355XIK0__CEQ22_011965
ERR1913218.874758__1.874758	1262882__R5MY46__BN519_00355
ERR1913218.874807__1.874807	46503__R6Y6S8__xynB_2
ERR1913218.874862__1.874862	820__A0A3E4PYB0__yejM
ERR1913218.874906__1.874906	357276__B6W1Y5__IY41_11405
ERR1913218.874942__1.874942	823__A0A355XF06__B5F32_11480
ERR1913218.875229__1.875229	357276__C3R9Y0__HMPREF1064_01889
ERR1913218.875286__1.875286	1262911__R6H1K1__BN557_00910
ERR1913218.875394__1.875394	301302__R5UK77__M72_08681
ERR1913218.875425__1.875425	357276__I9QBT7__BSEG_03340
ERR1913218.875491__1.875491	1624__A0A1V9QQ42__B6U43_06850
ERR1913218.875500__1.875500	40518__R5E1J2__DXD93_04070
ERR1913218.875620__1.875620	820__A0A173W419__DXC68_17760
ERR1913218.875621__1.875621	301301__A0A395V8K9__RHOM_00130
ERR1913218.875690__1.875690	1680__A7A7Z9__AAX71_05385
ERR1913218.875817__1.875817	100886__A0A174GT42__ERS852383_03762
ERR1913218.875891__1.875891	1624__A0A1V9RIL1__LSJ_1026c
ERR1913218.876028__1.876028	33039__R6P9Z4__ERS852502_00114
ERR1913218.876040__1.876040	1262882__R5MHA1__BN519_00763
ERR1913218.876185__1.876185	40518__R5DUU0__DXD93_03985
ERR1913218.876344__1.876344	1263107__GCA_000436995.1_00133
ERR1913218.876391__1.876391	116085__D4J6M2__cobT
ERR1913218.876441__1.876441	820__A0A3E4G3J9__ERS852459_02265
ERR1913218.876621__1.876621	1624__Q1WRR9__A8C45_02380
ERR1913218.876969__1.876969	239935__A0A2N8J1K0__CXT97_05765
ERR1913218.877034__1.877034	821__A0A173XDD3__DXB82_17180
ERR1913218.877060__1.877060	1624__F7QVE1__B6U64_05115
ERR1913218.877136__1.877136	1263006__R6MRG8__BN515_00513
ERR1913218.877203__1.877203	626940__E8LBE7__BN587_01102
ERR1913218.877314__1.877314	820__A0A174Q0F0__DXB48_08080
ERR1913218.877378__1.877378	1262911__R6H074__BN557_00923
ERR1913218.877455__1.877455	1550024__G9RP69__ASJ35_11625
ERR1913218.877411__1.877411	1262911__R6HJZ1__BN557_00331
ERR1913218.877415__1.877415	28116__R6K4N7__ERS852555_03750
ERR1913218.877847__1.877847	78258__E6K224__HMPREF0620_1497
ERR1913218.877913__1.877913	1681__A0A133KR12__SAMN05216254_0148
ERR1913218.878095__1.878095	394340__rnjA
ERR1913218.878133__1.878133	158787__A0A087DI29__BBSC_1487
ERR1913218.878258__1.878258	40518__R5DV58__htrA
ERR1913218.878349__1.878349	1624__A0A385XRF9__A8C35_05800
ERR1913218.878545__1.878545	40518__R5DXI4__DXD86_07420
ERR1913218.878583__1.878583	301301__A0A395V714__evgS
ERR1913218.878697__1.878697	1262911__R6HN81__BN557_00921
ERR1913218.878794__1.878794	1624__F7QWW8__DBP89_09915
ERR1913218.878871__1.878871	823__A6LDT7__CEQ22_002595
ERR1913218.878891__1.878891	1550024__A0A3B9WKW6__TQ39_07780
ERR1913218.878977__1.878977	239935__A0A2N8I7W6__CXT90_04245
ERR1913218.879081__1.879081	820__A0A3E4VZT7__DXB48_16145
ERR1913218.879164__1.879164	1624__A0A089QH34__B6U42_07040
ERR1913218.879233__1.879233	1550024__G9RWW8__TQ39_12140
ERR1913218.879466__1.879466	820__A0A3E4W984__pssA
ERR1913218.880055__1.880055	301301__A0A395VA97__RHOM_13930
ERR1913218.880072__1.880072	1624__A0A1V9QQ42__B6U43_06850
ERR1913218.880177__1.880177	820__A0A3E4VZT7__DXB48_16145
ERR1913218.880183__1.880183	820__A0A174CG08__DXB62_13215
ERR1913218.880208__1.880208	239935__A0A2N8IRW0__A4V05_11620
ERR1913218.880272__1.880272	820__A0A3E4G493__ERS417307_00253
ERR1913218.880321__1.880321	1263006__R6LK25__BN515_01963
ERR1913218.880323__1.880323	1603888__A0A133SJQ2__HMPREF3201_00575
ERR1913218.880358__1.880358	1680__A0A174BEE7__BSTER_1311
ERR1913218.880726__1.880726	1263006__R6LT09__BN515_01035
ERR1913218.880953__1.880953	1262882__R5MS31__BN519_01529
ERR1913218.880989__1.880989	1624__F7QVZ7__A8C52_08820
ERR1913218.881108__1.881108	1262882__R5MFA5__BN519_00331
ERR1913218.881192__1.881192	357276__A0A0P0M2G3__BACDOR_03913
ERR1913218.881285__1.881285	214856__E4MF20__Alfi_0697
ERR1913218.881385__1.881385	39491__A0A396FMF1__EUR_28700
ERR1913218.881445__1.881445	2173__A0A1D2WTN6__METSMIALI_01091
ERR1913218.881769__1.881769	1262882__R5MHZ2__BN519_00742
ERR1913218.881827__1.881827	2173__A0A1D2WSL0__METSMIF1_03725
ERR1913218.882054__1.882054	820__A0A139JV05__B5G17_18125
ERR1913218.881969__1.881969	301302__A0A173TYC8__M72_00761
ERR1913218.881994__1.881994	745368__A0A1T4WPN5__SAMN02745178_00931
ERR1913218.882109__1.882109	1624__A0A385XPF6__DXC22_01600
ERR1913218.882279__1.882279	100884__E7G7H4__DXB26_01505
ERR1913218.882348__1.882348	40518__R5DZC6__mreC
ERR1913218.882428__1.882428	1262882__R5N4P6__BN519_01346
ERR1913218.882528__1.882528	1262911__R6GI18__BN557_01377
ERR1913218.882580__1.882580	1263109__GCA_000438135.1_00333
ERR1913218.882767__1.882767	301301__G2T207__cph2_5
ERR1913218.882818__1.882818	626940__E8LB62__BHW43_02905
ERR1913218.882839__1.882839	820__A0A396EWL3__ERS417307_03868
ERR1913218.883023__1.883023	1262911__R6H174__BN557_01246
ERR1913218.883114__1.883114	301301__A0A395V957__RHOM_14115
ERR1913218.883421__1.883421	1680__R5GR82__AD0028_0014
ERR1913218.883643__1.883643	1358__A0A0H1RRI0__N42_0236
ERR1913218.883957__1.883957	1262924__R7HRW7__BN585_01894
ERR1913218.884168__1.884168	1263006__R6LK25__BN515_01963
ERR1913218.884188__1.884188	39492__D4JUD7__EUBSIR_01877
ERR1913218.884225__1.884225	1681__A0A0E2ZBQ4__DXD53_02285
ERR1913218.884432__1.884432	1550024__A0A0D8J659__TQ39_00125
ERR1913218.884444__1.884444	1680__A0A173Y6N7__yhaH
ERR1913218.884477__1.884477	1550024__A0A0D8IUW2__TQ39_17855
ERR1913218.884489__1.884489	1681__A0A0H2PIV6__APS66_03240
ERR1913218.884578__1.884578	1263006__R6LZM6__BN515_01762
ERR1913218.884645__1.884645	820__A0A3E5E0T0__ERS852554_00312
ERR1913218.884704__1.884704	239935__R6JAS2__CXU02_10725
ERR1913218.884881__1.884881	820__A0A174Q0F0__DXB48_08080
ERR1913218.884850__1.884850	1318__I1ZJB7__HMPREF8577_1638
ERR1913218.884826__1.884826	39488__A0A174B7Y0__ERS852450_00913
ERR1913218.884968__1.884968	1680__A7A7Z9__AAX71_05385
ERR1913218.884980__1.884980	1681__E4VBF7__DD684_05570
ERR1913218.884985__1.884985	820__A0A173YYG4__evgS_3
ERR1913218.885409__1.885409	1160721__R6SW95__BHW50_08895
ERR1913218.885583__1.885583	1352__A0A242BI37__tetA
ERR1913218.885587__1.885587	1160721__R6TBX7__BHW50_00205
ERR1913218.885516__1.885516	552398__F4XCR9__HMPREF0866_01636
ERR1913218.885670__1.885670	1263006__R6LK25__BN515_01963
ERR1913218.885689__1.885689	239935__A0A139TPG3__CXT86_08810
ERR1913218.885777__1.885777	40518__R5E4X1__DXD93_05270
ERR1913218.886025__1.886025	2173__A5ULL1__Msm_0884
ERR1913218.886067__1.886067	1263006__R6LWF1__BN515_02111
ERR1913218.886440__1.886440	329854__R5LZK1__DXD27_00590
ERR1913218.886504__1.886504	1099853__U5CG55__NSB1T_12540
ERR1913218.886560__1.886560	820__A0A173WZS4__DXD90_10250
ERR1913218.886604__1.886604	357276__A0A0K2HJA6__DXD47_07320
ERR1913218.886690__1.886690	301301__A0A395V8E1__RHOM_11160
ERR1913218.886716__1.886716	1680__R5GR82__AD0028_0014
ERR1913218.887030__1.887030	239935__A0A2N8IKW7__pstA
ERR1913218.887240__1.887240	626940__E8LGB0__BN587_02003
ERR1913218.887358__1.887358	100884__E7GF32__HMPREF9488_03375
ERR1913218.887636__1.887636	820__A7UYX8__DXD40_11635
ERR1913218.887656__1.887656	563769__GeneID:6973157
ERR1913218.887695__1.887695	40518__R5E2F3__artQ
ERR1913218.887946__1.887946	1550024__G9RNN5__TQ39_03430
ERR1913218.887974__1.887974	1263107__GCA_000436995.1_00224
ERR1913218.888007__1.888007	820__A0A3E4RTP0__C801_01067
ERR1913218.888044__1.888044	1262882__R5N511__BN519_01592
ERR1913218.888161__1.888161	116085__D4J7S7__DW747_05675
ERR1913218.888109__1.888109	1681__A0A151CB13__B0156_0656
ERR1913218.888253__1.888253	39486__B0G239__DXD82_09385
ERR1913218.888271__1.888271	1680__A0A3E4SB79__BAD_1517
ERR1913218.888349__1.888349	820__A0A139K1Y6__DXB48_02610
ERR1913218.888417__1.888417	1584__A0A0R2N0Q2__LDS38_04010
ERR1913218.888645__1.888645	552398__F4XCR9__HMPREF0866_01636
ERR1913218.888648__1.888648	39488__A0A285PT25__EUBHAL_01908
ERR1913218.888835__1.888835	1262882__R5MIC9__BN519_00834
ERR1913218.888977__1.888977	820__A0A173WUD7__DXB48_08055
ERR1913218.889006__1.889006	239935__A0A2N8HL50__CXT98_09135
ERR1913218.889026__1.889026	357276__C3R9Y0__HMPREF1064_01889
ERR1913218.889173__1.889173	1203033__I7JUY5__BN55_00910
ERR1913218.889384__1.889384	1263000__R5EQI3__BN466_00125
ERR1913218.889670__1.889670	39485__C4Z6B7__EUBELI_20364
ERR1913218.889786__1.889786	418240__A0A174QSP2__kinA_1
ERR1913218.889790__1.889790	1262911__R6GSH8__BN557_00939
ERR1913218.889803__1.889803	1111760__A0A1L7LM10__SRT_19830
ERR1913218.890335__1.890335	1263006__R6M0F1__BN515_00198
ERR1913218.890445__1.890445	820__A0A174Q0F0__DXB48_08080
ERR1913218.890449__1.890449	357276__B6W1Y5__IY41_11405
ERR1913218.890469__1.890469	1624__A0A385XN09__B6U44_01760
ERR1913218.890600__1.890600	1262882__A0A356PSJ4__BN519_01180
ERR1913218.890734__1.890734	394340__rplB
ERR1913218.890772__1.890772	1262803__R6NL95__BN649_00814
ERR1913218.890810__1.890810	1680__A1A1R1__BIFADO_00076
ERR1913218.890894__1.890894	1262700__R5XBD0__BN695_00459
ERR1913218.891025__1.891025	301302__A0A173T010__M72_26571
ERR1913218.891124__1.891124	1099853__R7DMC8__NSB1T_00120
ERR1913218.891429__1.891429	1262924__R7HQS1__BN585_00657
ERR1913218.891457__1.891457	301301__A0A395V9V0__RHOM_01245
ERR1913218.891579__1.891579	820__A0A139JRS5__HMPREF1073_04025
ERR1913218.891536__1.891536	1262911__R6GI18__BN557_01377
ERR1913218.891663__1.891663	1550024__G9RWR2__TQ39_04385
ERR1913218.891670__1.891670	39496__A5Z5I2__EUBVEN_00963
ERR1913218.891832__1.891832	1262924__R7HPG6__BN585_00099
ERR1913218.891871__1.891871	216816__A0A061M1M5__HMPREF0177_01046
ERR1913218.891960__1.891960	1550024__G9RTW4__TQ39_08265
ERR1913218.892046__1.892046	76489__A0A1E8EUC5__CLOACE_23150
ERR1913218.892416__1.892416	1263006__R6M2F7__BN515_00608
ERR1913218.892471__1.892471	1262882__R5N532__BN519_01420
ERR1913218.892637__1.892637	820__A7VAR9__ERS852421_00197
ERR1913218.892655__1.892655	357276__B6VVS0__HMPREF1064_03951
ERR1913218.892850__1.892850	239935__A0A2N8I365__CXU20_11690
ERR1913218.892978__1.892978	823__A6LEP0__M091_1976
ERR1913218.893372__1.893372	1262911__R6HN81__BN557_00921
ERR1913218.893396__1.893396	301301__A0A395V747__ERS852391_01535
ERR1913218.893431__1.893431	1263006__R6LMV4__BN515_01401
ERR1913218.893435__1.893435	1262911__R6GSH8__BN557_00939
ERR1913218.893595__1.893595	46228__B5CQD2__HMPREF1202_00579
ERR1913218.894095__1.894095	820__A0A174CG08__DXB62_13215
ERR1913218.894137__1.894137	384638__B7APR0__BACPEC_00666
ERR1913218.894542__1.894542	1262911__R6H2J2__BN557_01228
ERR1913218.894564__1.894564	1263006__R6LN22__BN515_01469
ERR1913218.894629__1.894629	301301__A0A174GNJ2__RHOM_05610
ERR1913218.894844__1.894844	1680__A0A174BEE7__BSTER_1311
ERR1913218.894952__1.894952	1262911__R6H212__BN557_01031
ERR1913218.895237__1.895237	2173__A0A1D2WST6__METSMIALI_00213
ERR1913218.895365__1.895365	1262924__R7HT26__BN585_00306
ERR1913218.895496__1.895496	33043__A0A174BLU4__ERS852386_02221
ERR1913218.895763__1.895763	1263006__R6LI44__BN515_01329
ERR1913218.895850__1.895850	158787__A0A087D7D2__BBSC_0727
ERR1913218.896007__1.896007	1550024__A0A0W7TSP5__ASJ35_06140
ERR1913218.896108__1.896108	2107999__A0A1V3Y1T4__HMPREF0514_11487
ERR1913218.896109__1.896109	1550024__A0A0W7TN61__ASJ35_14460
ERR1913218.896179__1.896179	301302__A0A173SUI7__M72_11091
ERR1913218.896237__1.896237	1358__D2BPI5__P620_03855
ERR1913218.896214__1.896214	39485__A0A174ZA72__glgB_1
ERR1913218.896250__1.896250	2173__A0A1D2WTP5__BK798_02785
ERR1913218.896534__1.896534	357276__C3RA36__HMPREF1065_03270
ERR1913218.896499__1.896499	1596__A0A133P8X7__CJ221_01250
ERR1913218.896574__1.896574	1624__Q1WRR9__A8C45_02380
ERR1913218.896549__1.896549	357276__A0A076IXE0__HMPREF1064_04364
ERR1913218.896745__1.896745	1550024__G9RT56__TQ39_09200
ERR1913218.896796__1.896796	1262911__R6GZW9__BN557_00833
ERR1913218.897128__1.897128	1624__A0A1V9T1T8__B6U64_00780
ERR1913218.897249__1.897249	454155__F3QTI7__HMPREF9442_01505
ERR1913218.897540__1.897540	1624__A0A385XKA7__A8C38_03140
ERR1913218.897590__1.897590	1263000__R5EDV4__BN466_01097
ERR1913218.897747__1.897747	1262911__R6GPI7__BN557_00907
ERR1913218.897805__1.897805	1262911__R6H2J2__BN557_01228
ERR1913218.897868__1.897868	552398__F4XHU2__HMPREF0866_03196
ERR1913218.897893__1.897893	1263000__R5EHB0__BN466_01647
ERR1913218.898053__1.898053	1681__E3EQP9__DXD45_08580
ERR1913218.898131__1.898131	820__A0A3E4G8F8__ERS852421_01645
ERR1913218.898383__1.898383	357276__A0A076IXE0__HMPREF1064_04364
ERR1913218.898386__1.898386	1358__P0A4N7__CRM88_09405
ERR1913218.898398__1.898398	1680__A0A173W5Z2__DXC53_01290
ERR1913218.898433__1.898433	1624__Q1WRR9__A8C45_02380
ERR1913218.898594__1.898594	357276__A0A076IYG1__B5F95_22465
ERR1913218.898615__1.898615	100886__E2NQY0__CATMIT_00983
ERR1913218.898772__1.898772	1263006__R6LM98__BN515_00610
ERR1913218.898832__1.898832	165179__A0A3E5EAM8__PREVCOP_03872
ERR1913218.898857__1.898857	1624__A0A089RVX1__A8C47_04565
ERR1913218.899085__1.899085	357276__A0A0M1W1I8__ABI39_13620
ERR1913218.899176__1.899176	357276__A0A076INK2__BSEG_04225
ERR1913218.899232__1.899232	1550024__A0A0D8IYB1__TQ39_12130
ERR1913218.899235__1.899235	820__A0A173WUD7__DXB48_08055
ERR1913218.899240__1.899240	357276__E5UTL1__HMPREF1065_03551
ERR1913218.899246__1.899246	1624__A0A089QH34__B6U42_07040
ERR1913218.899272__1.899272	360807__C0FPW0__ROSEINA2194_00763
ERR1913218.899344__1.899344	1624__H7G0J2__B6U52_05715
ERR1913218.899431__1.899431	1262911__R6HN81__BN557_00921
ERR1913218.900023__1.900023	1160721__W0U8M9__RBI_II00386
ERR1913218.900075__1.900075	1660__A0A1N1ZD03__NCTC9935_00080
ERR1913218.900102__1.900102	1550024__G9RW35__ASJ35_04635
ERR1913218.900137__1.900137	1262882__R5N5J6__BN519_01504
ERR1913218.900229__1.900229	1150298__R7JUX4__ERS852535_02669
ERR1913218.900234__1.900234	1263000__R5ER71__BN466_00316
ERR1913218.900251__1.900251	151534__GeneID:920234
ERR1913218.900257__1.900257	1160721__R6SZN5__BHW50_07705
ERR1913218.900314__1.900314	40518__R5DVL2__penA
ERR1913218.900480__1.900480	1262882__R5N2A9__BN519_00921
ERR1913218.900615__1.900615	100886__A0A174IWV6__CATMIT_02431
ERR1913218.900701__1.900701	239935__A0A139TVJ4__CXT86_02020
ERR1913218.900894__1.900894	1263006__R6LY37__BN515_01224
ERR1913218.900952__1.900952	552398__F4XCQ4__HMPREF0866_01621
ERR1913218.901079__1.901079	301301__A0A395VAD5__RHOM_06975
ERR1913218.901335__1.901335	357276__B6VYT9__HMPREF1063_05030
ERR1913218.901342__1.901342	357276__A0A0K2HI25__DXD47_04465
ERR1913218.901352__1.901352	78346__A0A087D3Y1__BRUM_1576
ERR1913218.901495__1.901495	820__A0A3E5BMG9__DXD40_05130
ERR1913218.901519__1.901519	1263000__R5ESM1__BN466_01440
ERR1913218.901520__1.901520	820__A0A139JY23__B5G17_06330
ERR1913218.901528__1.901528	823__A0A174W1A8__panE
ERR1913218.902286__1.902286	28118__R6F4F9__Odosp_1027
ERR1913218.902291__1.902291	301301__A0A395VDE1__ERS852391_03099
ERR1913218.902241__1.902241	1681__A0A292G5S9__BBPR_1493
ERR1913218.902667__1.902667	74426__nrdD
ERR1913218.902793__1.902793	1624__A0A385XLX3__LsR_01407
ERR1913218.902863__1.902863	1262911__R6GPM2__BN557_00937
ERR1913218.903067__1.903067	301301__A0A395VG51__RHOM_05870
ERR1913218.903148__1.903148	301301__A0A395V700__RHOM_03405
ERR1913218.903205__1.903205	239935__A0A2N8INK7__Amuc_0521
ERR1913218.903276__1.903276	357276__I9QWD4__DXD47_15075
ERR1913218.903420__1.903420	1263006__R6LR21__BN515_00462
ERR1913218.903680__1.903680	1550024__A0A0D8IY61__ASJ35_05690
ERR1913218.903905__1.903905	246787__A0A0P0GIA4__AA416_04405
ERR1913218.904026__1.904026	100886__E2NUH9__CATMIT_02260
ERR1913218.904201__1.904201	1262882__R5MJ49__BN519_01124
ERR1913218.904301__1.904301	301302__A0A0M6WXK9__chtA
ERR1913218.904378__1.904378	823__A0A395YX30__M090_4590
ERR1913218.904672__1.904672	39488__A0A174HCB2__ERS852450_02287
ERR1913218.904966__1.904966	1263006__R6LK25__BN515_01963
ERR1913218.905093__1.905093	239935__A0A2N8I9N0__CXT97_09915
ERR1913218.905095__1.905095	1550024__A0A3B9WKW6__TQ39_07780
ERR1913218.905153__1.905153	239935__A0A2N8HUU6__CXT90_06150
ERR1913218.905371__1.905371	820__A0A174F0C1__nreB
ERR1913218.905386__1.905386	1099853__R7DHV1__NSB1T_13600
ERR1913218.905658__1.905658	820__A0A374Q4X1__HMPREF2141_02370
ERR1913218.905788__1.905788	1550024__A0A0D8IY45__ASJ35_05575
ERR1913218.906005__1.906005	820__A0A374Q854__HMPREF1073_03281
ERR1913218.906212__1.906212	820__A0A3E4WCX3__C801_02709
ERR1913218.906400__1.906400	1680__A0A173Y6N7__yhaH
ERR1913218.906707__1.906707	39492__D4JUP6__ERS852540_01404
ERR1913218.906726__1.906726	446660__GCA_003428235.1_01424
ERR1913218.906978__1.906978	820__R9HXK9__DXB62_08265
ERR1913218.907251__1.907251	239935__A0A2N8J2P6__ADH72_06730
ERR1913218.907288__1.907288	1680__A0A0B5BKZ3__DXD60_01450
ERR1913218.907291__1.907291	1304__T0T9N5__CQA85_09935
ERR1913218.907485__1.907485	1263006__R6LQF9__BN515_02202
ERR1913218.907443__1.907443	40518__R5DM08__DXD83_06415
ERR1913218.907516__1.907516	1624__A0A385XNP0__A8C54_05230
ERR1913218.907766__1.907766	1343__E3CRQ1__glgP
ERR1913218.907808__1.907808	745368__A0A1T4Y2H2__SAMN02745178_02630
ERR1913218.907872__1.907872	40518__R5DR39__mreB_2
ERR1913218.907981__1.907981	100886__A0A174GQY1__ERS852383_03761
ERR1913218.907999__1.907999	239935__R7DVL7__CXT93_01180
ERR1913218.908001__1.908001	1308__Q5M5L9__X841_02550
ERR1913218.908099__1.908099	1262882__R5MIQ8__BN519_01036
ERR1913218.908077__1.908077	1150298__A0A174PHI0__ERS852498_00826
ERR1913218.908067__1.908067	100886__A0A174GT42__ERS852383_03762
ERR1913218.908478__1.908478	227942__H4GKT5__PS3_10553
ERR1913218.908534__1.908534	1550024__A0A0D8IY45__ASJ35_05575
ERR1913218.908536__1.908536	1262882__R5MYP2__BN519_00435
ERR1913218.908581__1.908581	357276__A0A0K2HKT7__B5F95_21090
ERR1913218.908583__1.908583	1262992__R5DCV6__BN795_00412
ERR1913218.908603__1.908603	1550024__A0A0D8IZ16__ASJ35_10840
ERR1913218.908692__1.908692	853__A8S882__C4N23_07600
ERR1913218.908698__1.908698	1624__A0A1Y3C014__A8C44_09960
ERR1913218.908733__1.908733	100886__A0A174LEG5__ERS852383_05606
ERR1913218.908783__1.908783	1680__A0A1X3A951__AL0462_1583
ERR1913218.909128__1.909128	1550024__G9RPC6__TQ39_05630
ERR1913218.909042__1.909042	1099853__R7DJ70__NSB1T_07155
ERR1913218.909146__1.909146	820__A0A139KIL9__DXC68_05945
ERR1913218.909176__1.909176	39492__D4JWT3__ERS852540_00301
ERR1913218.909178__1.909178	1624__Q1WRR9__A8C45_02380
ERR1913218.909398__1.909398	821__I9R3W6__DXC16_12455
ERR1913218.909456__1.909456	101570__GeneID:3342474
ERR1913218.909514__1.909514	821__I9R3W6__DXC16_12455
ERR1913218.909754__1.909754	1358__D2BR64__SAMN02982984_00749
ERR1913218.909778__1.909778	820__A0A3E4GE89__DXB48_02565
ERR1913218.909783__1.909783	823__A0A173TL14__M095_0764
ERR1913218.909800__1.909800	1633__C2EVP6__HMPREF0549_1532
ERR1913218.909856__1.909856	820__A7VAR9__ERS852421_00197
ERR1913218.909865__1.909865	1262882__R5N1H7__BN519_00735
ERR1913218.909926__1.909926	1680__R5GZF2__DXC60_01925
ERR1913218.910032__1.910032	74426__rpoB
ERR1913218.910040__1.910040	820__A0A174QLF0__SAMN05444418_109151
ERR1913218.910380__1.910380	1681__E4V807__BIFI_0882
ERR1913218.910398__1.910398	78535__A0A380M1P9__trkH_2
ERR1913218.910448__1.910448	823__A0A355XIK0__CEQ22_011965
ERR1913218.910557__1.910557	820__A0A078STJ8__DXC68_04690
ERR1913218.910815__1.910815	1624__A0A385XNU7__DBP87_01330
ERR1913218.911093__1.911093	74426__rpoB
ERR1913218.911617__1.911617	357276__E5UTL1__HMPREF1065_03551
ERR1913218.911736__1.911736	1550024__A0A0W7TTP8__TQ39_06385
ERR1913218.912026__1.912026	351676__A0A2D0KSQ6__Xkoz_03831
ERR1913218.911984__1.911984	40518__R5DME2__DXD86_07315
ERR1913218.912095__1.912095	1358__A0A3B0GF98__BW152_07280
ERR1913218.912148__1.912148	357276__A0A0K2HJA6__DXD47_07320
ERR1913218.912319__1.912319	2173__A0A1D2WWE0__METSMIF1_03349
ERR1913218.912433__1.912433	871327__A0A1H5WNU7__SAMN05444001_11221
ERR1913218.912399__1.912399	818__A0A0P0F391__BJP75_009470
ERR1913218.912469__1.912469	820__I9TWZ7__DXC80_10550
ERR1913218.912542__1.912542	28117__B0MUB4__BHV66_01895
ERR1913218.912580__1.912580	354260__GeneID:1260676
ERR1913218.912667__1.912667	40520__R7D9K2__DXC87_04105
ERR1913218.912736__1.912736	357276__D1K526__GV66_17250
ERR1913218.912956__1.912956	40518__R5E6X5__sbcD
ERR1913218.913052__1.913052	820__A7V049__DXB48_04755
ERR1913218.913078__1.913078	1624__A0A2A2X109__B5G36_07945
ERR1913218.913212__1.913212	40518__R5E282__DXD86_08940
ERR1913218.913380__1.913380	1680__A1A0V3__C8077_03025
ERR1913218.913412__1.913412	821__A0A173XDD3__DXB82_17180
ERR1913218.913419__1.913419	39488__A0A173URV1__DXD91_07100
ERR1913218.913551__1.913551	460384__A0A1I0CYC3__C7256_13410
ERR1913218.913755__1.913755	1632__C8P9Y6__FC49_GL000376
ERR1913218.913784__1.913784	820__A0A139K9Q2__DXD40_08795
ERR1913218.913911__1.913911	216816__Q8G4X6__DXD52_09895
ERR1913218.914008__1.914008	40518__R5DYT8__mscS
ERR1913218.914117__1.914117	2108523__A0A2P2F214__LAWASA_27
ERR1913218.914190__1.914190	1624__F7QST0__A8C46_07655
ERR1913218.914324__1.914324	1263000__R5EKG2__BN466_02040
ERR1913218.914643__1.914643	39492__D4JVC7__yfgF
ERR1913218.914619__1.914619	820__R9HXK9__DXB62_08265
ERR1913218.914629__1.914629	1262882__R5MZZ3__BN519_00482
ERR1913218.914775__1.914775	1262911__R6GSH8__BN557_00939
ERR1913218.914839__1.914839	214856__R5UN64__ERS852447_02669
ERR1913218.914997__1.914997	1263000__R5EXT3__BN466_02213
ERR1913218.915016__1.915016	139872__GeneID:2717174
