ERR1913226.15__1.15	46228__V8BM45__DXD17_14355
ERR1913226.837878__1.837878	820__A7VAS1__HMPREF2141_03259
ERR1913226.838014__1.838014	1262743__R5C054__BN727_01980
ERR1913226.838031__1.838031	360807__A0A173T236__RIL183_24471
ERR1913226.838035__1.838035	487174__K0X3A6__HMPREF9448_02725
ERR1913226.838060__1.838060	1262911__R6H074__BN557_00923
ERR1913226.838127__1.838127	2293125__A0A374BSW4__DW917_13420
ERR1913226.838294__1.838294	47678__A5ZEA3__ERS852558_00257
ERR1913226.838386__1.838386	2293125__A0A374CIC9__DW917_02045
ERR1913226.838306__1.838306	1262761__R6R380__BN606_01693
ERR1913226.838907__1.838907	40520__R7D9K2__DXC87_04105
ERR1913226.839142__1.839142	2293125__A0A374C7Q7__DW917_07770
ERR1913226.839234__1.839234	820__A0A374QGD2__ERS852421_02382
ERR1913226.839335__1.839335	820__A0A3E4VZY4__ERS852554_01211
ERR1913226.839362__1.839362	820__A0A174QT76__B5G17_18060
ERR1913226.839684__1.839684	1262761__R6R8K0__BN606_01521
ERR1913226.839731__1.839731	2293125__A0A374CMK5__DW917_00330
ERR1913226.839838__1.839838	218538__C9LL79__GCWU000321_00015
ERR1913226.839874__1.839874	165179__D1PCL6__DXB80_13435
ERR1913226.839994__1.839994	853__A0A174BA00__DW905_01145
ERR1913226.840239__1.840239	1262911__R6GZ01__BN557_00641
ERR1913226.840454__1.840454	2293125__A0A374BNR6__DW917_15660
ERR1913226.840587__1.840587	165179__A0A174SA26__PREVCOP_05758
ERR1913226.840787__1.840787	1262736__R5YCY9__BN496_00487
ERR1913226.840850__1.840850	1262942__R7QX23__BN520_01368
ERR1913226.840836__1.840836	1262761__R6QU78__BN606_01972
ERR1913226.840884__1.840884	1262942__R7QW47__BN520_00690
ERR1913226.840918__1.840918	820__A0A139JRH8__HMPREF2141_04326
ERR1913226.841029__1.841029	2293125__A0A374BSW4__DW917_13420
ERR1913226.841087__1.841087	2293125__A0A374C4C8__DW917_09805
ERR1913226.841117__1.841117	820__A7V092__hldE
ERR1913226.841169__1.841169	1262761__R6QJW9__BN606_00404
ERR1913226.841366__1.841366	39485__A0A174YSS6__trxB_2
ERR1913226.841758__1.841758	1262824__R6RRJ9__BN719_00224
ERR1913226.841809__1.841809	28117__B0MSL1__BHV66_06710
ERR1913226.841927__1.841927	165179__A0A174XZU8__DXB80_12180
ERR1913226.841938__1.841938	820__A0A139K1Y6__DXB48_02610
ERR1913226.841944__1.841944	39492__D4JRX9__sepF
ERR1913226.842054__1.842054	28116__A7M4E1__NCTC11153_01558
ERR1913226.842060__1.842060	820__A0A173XIP7__B5G17_16050
ERR1913226.842130__1.842130	1262942__R7QX74__BN520_01082
ERR1913226.842335__1.842335	1262942__R7QWD0__BN520_00972
ERR1913226.842387__1.842387	1262911__R6H0U7__BN557_01104
ERR1913226.842685__1.842685	1262761__R6QR72__BN606_01181
ERR1913226.842687__1.842687	418240__A0A174EFK2__ERS852478_02213
ERR1913226.842723__1.842723	28116__E5CHV5__B5F02_08530
ERR1913226.842744__1.842744	329854__A0A3E4KUY3__HMPREF2531_02104
ERR1913226.842799__1.842799	10680__GeneID:1261099
ERR1913226.842877__1.842877	1262889__R7HAE5__BN634_02047
ERR1913226.842898__1.842898	165179__A0A3E5E8M8__DXB80_11580
ERR1913226.843390__1.843390	301301__A0A395V8T7__ERS852391_01243
ERR1913226.843707__1.843707	2293125__A0A374CFW0__DW917_03450
ERR1913226.843907__1.843907	1262761__R6RNL8__BN606_00387
ERR1913226.844190__1.844190	1501391__GCA_000786575.1_00040
ERR1913226.844208__1.844208	165179__A0A174SA26__PREVCOP_05758
ERR1913226.844509__1.844509	40520__A0A396A315__DXB81_12480
ERR1913226.844849__1.844849	2293125__A0A374CFZ2__DW917_03445
ERR1913226.844851__1.844851	817__A0A395WHI5__M113_3549
ERR1913226.845082__1.845082	1262777__R5WDG0__BN512_01280
ERR1913226.845277__1.845277	1262911__R6GR13__BN557_00618
ERR1913226.846022__1.846022	2293125__A0A374BUM7__DW917_12980
ERR1913226.845948__1.845948	88431__A6BDR0__DXB16_07995
ERR1913226.846337__1.846337	10680__GeneID:1261100
ERR1913226.846619__1.846619	1099853__U5CJB2__NSB1T_07700
ERR1913226.846651__1.846651	88431__A0A3D0EYE9__rafA
ERR1913226.846758__1.846758	239935__A0A2N8ITW6__CXT91_06265
ERR1913226.846699__1.846699	28116__A0A1Y4PTX5__SAMN05192582_104017
ERR1913226.846804__1.846804	1263000__R5ES99__BN466_01121
ERR1913226.846811__1.846811	820__A7V9F9__B5G17_14640
ERR1913226.847059__1.847059	2293125__A0A374C7Q4__DW917_07745
ERR1913226.847811__1.847811	239935__A0A2N8I791__CXT99_09415
ERR1913226.847867__1.847867	410072__A0A3E4GUH0__COPCOM_01729
ERR1913226.848077__1.848077	487174__K0X177__HMPREF9448_00818
ERR1913226.848040__1.848040	2293125__A0A374C4J1__DW917_09855
ERR1913226.848269__1.848269	1262736__R5YXP7__BN496_01309
ERR1913226.848437__1.848437	418240__C6JFK4__ERS852523_01172
ERR1913226.848555__1.848555	820__A0A1Q6IDS8__chtA
ERR1913226.848592__1.848592	28116__F7LC60__AA414_00422
ERR1913226.848747__1.848747	820__A0A139K0J1__HMPREF2141_03205
ERR1913226.848891__1.848891	821__E5UY21__C800_02204
ERR1913226.849029__1.849029	1262761__R6R4V4__BN606_00113
ERR1913226.849062__1.849062	820__A0A3E4VZT7__DXB48_16145
ERR1913226.849098__1.849098	165179__A0A3E5AHY4__CFT61_07675
ERR1913226.849540__1.849540	823__A0A355XLH0__fepA_1
ERR1913226.849552__1.849552	2293125__A0A374CFZ2__DW917_03445
ERR1913226.849561__1.849561	2293125__A0A374BSW4__DW917_13420
ERR1913226.849890__1.849890	1263107__GCA_000436995.1_00080
ERR1913226.849994__1.849994	1262761__R6QN56__BN606_00886
ERR1913226.849977__1.849977	2293125__A0A374BZ93__DW917_11205
ERR1913226.850093__1.850093	2293125__A0A374BVX3__DW917_12740
ERR1913226.850202__1.850202	218538__C9LL79__GCWU000321_00015
ERR1913226.850227__1.850227	322505__group_105
ERR1913226.850376__1.850376	39485__A0A1Q6PGI7__pehX_3
ERR1913226.850508__1.850508	820__A0A3E4VZS7__DXC07_14435
ERR1913226.850609__1.850609	39491__D4JM76__DXC13_02150
ERR1913226.850678__1.850678	2293125__A0A374BSW4__DW917_13420
ERR1913226.850790__1.850790	1262761__R6QMI9__BN606_00798
ERR1913226.850884__1.850884	820__A0A139K8X8__DXC80_17665
ERR1913226.850930__1.850930	2293125__A0A374C955__DW917_08135
ERR1913226.851135__1.851135	1262988__R7N751__BN816_00584
ERR1913226.851211__1.851211	1262761__R6QVL2__BN606_00807
ERR1913226.851357__1.851357	487174__K0WRZ5__HMPREF9448_02826
ERR1913226.851419__1.851419	1263000__R5EXT3__BN466_02213
ERR1913226.851581__1.851581	2293125__A0A374CFW0__DW917_03450
ERR1913226.851618__1.851618	39492__D4JUL4__ERS852540_01381
ERR1913226.851791__1.851791	1262988__R7N2P9__BN816_01088
ERR1913226.852090__1.852090	1262761__R6QW14__BN606_00877
ERR1913226.852141__1.852141	2293125__A0A374C9I8__DW917_06795
ERR1913226.852283__1.852283	1262761__R6R5E1__BN606_01164
ERR1913226.852409__1.852409	165179__A0A3E5E920__DXB80_11625
ERR1913226.852412__1.852412	1262761__R6RB22__BN606_01933
ERR1913226.852588__1.852588	418240__C6JFP2__ERS852523_01216
ERR1913226.852565__1.852565	2293125__A0A374BRB6__DW917_13815
ERR1913226.852570__1.852570	2293125__A0A374BRU5__DW917_14365
ERR1913226.852647__1.852647	36343__GeneID:1261160
ERR1913226.852666__1.852666	820__A0A174LIN6__HMPREF1072_03144
ERR1913226.853062__1.853062	820__A0A139K8N1__ERS852554_00951
ERR1913226.853149__1.853149	1262761__R6RUQ5__BN606_01129
ERR1913226.853332__1.853332	1160721__R6SZN5__BHW50_07705
ERR1913226.853416__1.853416	1941478__A0A316SUN6__DBY16_04785
ERR1913226.853489__1.853489	218538__C9LNQ3__GCWU000321_01176
ERR1913226.853552__1.853552	39485__A0A174Z2K9__ERS852490_02052
ERR1913226.853811__1.853811	1262988__R7N4A0__BN816_02360
ERR1913226.853813__1.853813	820__A0A374QGD2__ERS852421_02382
ERR1913226.853903__1.853903	39492__D4JT56__lepB
ERR1913226.853911__1.853911	1262948__R7EDZ4__BN671_00895
ERR1913226.854049__1.854049	1262761__R6QU78__BN606_01972
ERR1913226.854042__1.854042	2293125__A0A374BUM7__DW917_12980
ERR1913226.854089__1.854089	1262761__R6QMC1__BN606_00771
ERR1913226.854124__1.854124	820__A0A3E4VZY4__ERS852554_01211
ERR1913226.854164__1.854164	2293125__A0A374C955__DW917_08135
ERR1913226.854269__1.854269	1262761__R6RY17__BN606_01538
ERR1913226.854225__1.854225	218538__C9LL79__GCWU000321_00015
ERR1913226.854284__1.854284	239935__R6JAS2__CXU02_10725
ERR1913226.854358__1.854358	1262992__R5DC96__BN795_01524
ERR1913226.854425__1.854425	2293125__A0A374CMK5__DW917_00330
ERR1913226.854441__1.854441	418240__A0A174C8P8__ERS852478_01803
ERR1913226.854629__1.854629	2293125__A0A374BSW4__DW917_13420
ERR1913226.854695__1.854695	39485__A0A175A273__plsX_2
ERR1913226.855075__1.855075	820__A0A174CK74__DXB48_07060
ERR1913226.855052__1.855052	28116__A0A1Y4PVG3__imd
ERR1913226.855057__1.855057	2293125__A0A374C955__DW917_08135
ERR1913226.855389__1.855389	1262761__R6QZJ9__BN606_00492
ERR1913226.855433__1.855433	853__D4KAK8__C4N21_13380
ERR1913226.855580__1.855580	2293125__A0A374C955__DW917_08135
ERR1913226.855604__1.855604	820__A0A3E4VXP2__yesR
ERR1913226.855809__1.855809	1262783__R6CKD8__BN558_01372
ERR1913226.855794__1.855794	1262743__R5C054__BN727_01980
ERR1913226.856009__1.856009	1160721__W0U330__BHW50_08125
ERR1913226.856026__1.856026	2293125__A0A374BUM7__DW917_12980
ERR1913226.856139__1.856139	820__A0A174GYA8__DXB64_07370
ERR1913226.856229__1.856229	820__A0A174CK74__DXB48_07060
ERR1913226.856248__1.856248	1501391__GCA_000786575.1_00071
ERR1913226.856255__1.856255	1501391__GCA_000786575.1_00018
ERR1913226.856657__1.856657	820__A0A3E4G826__C801_01612
ERR1913226.856773__1.856773	39491__A0A395ZF49__DXB69_05290
ERR1913226.856842__1.856842	823__A0A174L7J4__CF162_00380
ERR1913226.856933__1.856933	2293125__A0A374BUM7__DW917_12980
ERR1913226.856935__1.856935	47678__A5ZEX0__DW706_08045
ERR1913226.857007__1.857007	1262761__R6QU78__BN606_01972
ERR1913226.857019__1.857019	414970__GeneID:5204379
ERR1913226.857353__1.857353	1262761__R6QUS0__BN606_00152
ERR1913226.857377__1.857377	820__A0A174DZ97__SAMN05444418_101240
ERR1913226.857384__1.857384	820__A0A174GK47__ERS852421_00200
ERR1913226.857391__1.857391	1262988__R7N4G5__BN816_01692
ERR1913226.857417__1.857417	2293125__A0A374CHT4__DW917_03485
ERR1913226.857466__1.857466	165179__A0A174MTF2__DXC61_13200
ERR1913226.857535__1.857535	544644__GCA_001915615.1_01913
ERR1913226.857541__1.857541	626933__H1DGX0__HMPREF9449_01506
ERR1913226.857601__1.857601	40518__R5DR96__RBATCC27255_01185
ERR1913226.857695__1.857695	165179__D1PGU8__PREVCOP_06463
ERR1913226.858381__1.858381	39485__R5ZVC3__ERS852490_00250
ERR1913226.858824__1.858824	820__I9A4U7__DHU98_12785
ERR1913226.859030__1.859030	823__E1YSG0__DHP27_00465
ERR1913226.859086__1.859086	40520__R7DCR4__DXB81_00490
ERR1913226.859061__1.859061	820__A0A1T4IY71__HMPREF2141_02402
ERR1913226.859188__1.859188	165179__A0A3E5EB26__CFT61_02800
ERR1913226.859106__1.859106	410072__A0A173XQG6__ERS852574_01620
ERR1913226.859112__1.859112	39492__R6RYB8__ERS852540_00322
ERR1913226.859214__1.859214	1262761__R6RY17__BN606_01538
ERR1913226.859335__1.859335	246787__A0A3D6AXJ7__BACCELL_02379
ERR1913226.859452__1.859452	28116__A7LS02__DXF98_24100
ERR1913226.859534__1.859534	418240__A0A174VMW5__ERS852478_01082
ERR1913226.859735__1.859735	1262761__R6RZ48__BN606_01724
ERR1913226.859781__1.859781	2293125__A0A374CCM7__DW917_05375
ERR1913226.859867__1.859867	2293125__A0A374BQ34__DW917_14250
ERR1913226.859922__1.859922	745368__A0A1T4Y5S3__SAMN02745178_02736
ERR1913226.859958__1.859958	1262911__R6H174__BN557_01246
ERR1913226.859979__1.859979	820__A0A3E4G826__C801_01612
ERR1913226.860129__1.860129	46228__V8CAV6__addA
ERR1913226.860298__1.860298	2293125__A0A374C9I8__DW917_06795
ERR1913226.860316__1.860316	1501391__GCA_000786575.1_00016
ERR1913226.860325__1.860325	1262911__R6GZX7__BN557_00838
ERR1913226.860428__1.860428	28116__I9SW74__BACOVA_04237
ERR1913226.860512__1.860512	39488__C0EX85__ERS852578_02315
ERR1913226.860657__1.860657	165179__A0A229I9X5__CFT61_01205
ERR1913226.860771__1.860771	39491__A0A395V397__EUR_09960
ERR1913226.860829__1.860829	2293125__A0A374CC93__DW917_06625
ERR1913226.860943__1.860943	820__A0A374Q854__HMPREF1073_03281
ERR1913226.861425__1.861425	1150298__A0A174E950__ERS852498_02096
ERR1913226.861479__1.861479	1735__B7C892__EUBIFOR_00389
ERR1913226.861511__1.861511	1262761__R6QJJ2__BN606_00358
ERR1913226.861515__1.861515	2293125__A0A374C9I8__DW917_06795
ERR1913226.861664__1.861664	1262761__R6QV93__BN606_01806
ERR1913226.861672__1.861672	820__R9HXK9__DXB62_08265
ERR1913226.861798__1.861798	820__A0A396EWL3__ERS417307_03868
ERR1913226.861853__1.861853	47678__R5UXY0__CGC64_03535
ERR1913226.861884__1.861884	88431__A0A174MAX1__ERS852423_01871
ERR1913226.861927__1.861927	1262911__R6GT76__BN557_01150
ERR1913226.861995__1.861995	853__A0A173YYY4__DWZ04_09420
ERR1913226.862105__1.862105	1262761__R6R744__BN606_01303
ERR1913226.862208__1.862208	2293125__A0A374CII0__DW917_03470
ERR1913226.862225__1.862225	820__A0A139K337__ERS852459_02375
ERR1913226.862242__1.862242	820__A0A3E4VXP2__yesR
ERR1913226.862253__1.862253	46228__B5CPV4__DXD17_07415
ERR1913226.862271__1.862271	47678__R5UZR6__HMPREF1061_03971
ERR1913226.862311__1.862311	28116__A0A139LL51__B5F02_01570
ERR1913226.862697__1.862697	239935__A0A2N8IEP3__CXT84_03735
ERR1913226.862747__1.862747	165179__A0A3E5DY64__CFT61_10025
ERR1913226.862778__1.862778	1501391__GCA_000786575.1_00076
ERR1913226.862890__1.862890	2293125__A0A374CMK5__DW917_00330
ERR1913226.862932__1.862932	165179__A0A3E5DY64__CFT61_10025
ERR1913226.862948__1.862948	33043__A0A173ZEP9__araC_1
ERR1913226.863158__1.863158	165179__D1PHC0__PREVCOP_06640
ERR1913226.863281__1.863281	2293125__A0A374CC93__DW917_06625
ERR1913226.863310__1.863310	2293125__A0A374BRB6__DW917_13815
ERR1913226.863347__1.863347	1262948__R7E7D5__BN671_01618
ERR1913226.863371__1.863371	10680__GeneID:1261099
ERR1913226.863627__1.863627	820__A0A3E4G3J9__ERS852459_02265
ERR1913226.863721__1.863721	820__A0A139K4W5__HMPREF2141_02394
ERR1913226.863909__1.863909	1150298__A0A174BC67__ERS852498_00837
ERR1913226.863957__1.863957	2293125__A0A374C9M9__DW917_08170
ERR1913226.864002__1.864002	2293125__A0A374BQ34__DW917_14250
ERR1913226.863973__1.863973	2293125__A0A374BUM7__DW917_12980
ERR1913226.864030__1.864030	1262761__R6R4Y1__BN606_02001
ERR1913226.864053__1.864053	1262761__R6R380__BN606_01693
ERR1913226.864109__1.864109	1501391__GCA_000786575.1_00115
ERR1913226.864165__1.864165	39488__A0A173RSC6__ERS852450_01530
ERR1913226.864293__1.864293	2293125__A0A374CII0__DW917_03470
ERR1913226.864405__1.864405	820__A7V470__HMPREF1072_02076
ERR1913226.864481__1.864481	418240__C6JFJ7__ERS852523_01165
ERR1913226.864486__1.864486	2293125__A0A374CI55__DW917_03455
ERR1913226.864626__1.864626	33043__A0A173ZL29__ERS852386_01345
ERR1913226.864643__1.864643	2293125__A0A374BZ93__DW917_11205
ERR1913226.864607__1.864607	820__A0A374Q351__DXD40_05850
ERR1913226.864929__1.864929	357276__I8W0U0__BACDOR_02820
ERR1913226.865003__1.865003	821__A0A174AYT0__DXC02_03530
ERR1913226.865025__1.865025	39485__A0A175A273__plsX_2
ERR1913226.865383__1.865383	1262761__R6QU88__BN606_01983
ERR1913226.865361__1.865361	39485__C4Z028__ERS852492_00100
ERR1913226.865431__1.865431	817__Q5LF48__M109_1766
ERR1913226.865896__1.865896	28116__C3QMW5__M089_4133
ERR1913226.866415__1.866415	39485__A0A174YSU1__ERS852492_00576
ERR1913226.866420__1.866420	1263000__R5ES99__BN466_01121
ERR1913226.866388__1.866388	1501391__GCA_000786575.1_00143
ERR1913226.866422__1.866422	1262761__R6RU22__BN606_01110
ERR1913226.866504__1.866504	1262988__R7N5Z7__BN816_02182
ERR1913226.866646__1.866646	820__A0A173XIP7__B5G17_16050
ERR1913226.866658__1.866658	853__A0A174BZY1__xerD_1
ERR1913226.866859__1.866859	246787__A0A3D6B0E4__BACCELL_02533
ERR1913226.866970__1.866970	853__A0A173YYY4__DWZ04_09420
ERR1913226.867032__1.867032	671267__R9ICM6__C802_00589
ERR1913226.867213__1.867213	820__A0A1T4IY71__HMPREF2141_02402
ERR1913226.867335__1.867335	28116__D7J6B1__B5F02_07870
ERR1913226.867370__1.867370	2108523__A0A2P2F8F2__LAWASA_2325
ERR1913226.867523__1.867523	820__A0A174DZ97__SAMN05444418_101240
ERR1913226.867758__1.867758	2293125__A0A374BZ50__DW917_11090
ERR1913226.867765__1.867765	39485__C4Z6R3__mcp2_1
ERR1913226.867953__1.867953	165179__D1PHC0__PREVCOP_06640
ERR1913226.868043__1.868043	2293125__A0A374CFT0__DW917_03440
ERR1913226.868064__1.868064	821__A0A395UNT8__DXD64_15275
ERR1913226.868373__1.868373	1262761__R6QZS1__BN606_01236
ERR1913226.868815__1.868815	2293125__A0A374C4C8__DW917_09805
ERR1913226.868938__1.868938	39485__C4Z434__tilS
ERR1913226.868995__1.868995	562__P23837__phoQ
ERR1913226.869290__1.869290	820__A0A374Q351__DXD40_05850
ERR1913226.869531__1.869531	39485__C4Z6K2__ERS852490_00407
ERR1913226.869618__1.869618	1262911__R6H212__BN557_01031
ERR1913226.869623__1.869623	384638__B7AVT0__BACPEC_02830
ERR1913226.869856__1.869856	487174__K0X665__DIT83_12000
ERR1913226.870101__1.870101	39492__D4JX40__EUBSIR_00020
ERR1913226.870108__1.870108	1262944__R7IQJ5__BN596_01752
ERR1913226.870161__1.870161	1550024__G9RZ38__ASJ35_12765
ERR1913226.870382__1.870382	820__A0A139K426__B5G17_09115
ERR1913226.870519__1.870519	1262992__R5CXL9__BN795_01014
ERR1913226.870543__1.870543	823__A0A173W404__DHP27_04905
ERR1913226.870767__1.870767	39492__D4JRM4__tap_5
ERR1913226.870799__1.870799	1262911__R6GKW2__BN557_01379
ERR1913226.870898__1.870898	820__A0A3E4XM43__DXC91_13960
ERR1913226.870925__1.870925	1501391__GCA_000786575.1_00097
ERR1913226.870926__1.870926	384638__B7ANZ3__BACPEC_00397
ERR1913226.871057__1.871057	1262761__R6QR25__BN606_01386
ERR1913226.871082__1.871082	384638__B7AP84__BACPEC_00488
ERR1913226.871151__1.871151	1262911__R6GR13__BN557_00618
ERR1913226.871190__1.871190	39492__D4JRM9__bglB_2
ERR1913226.871242__1.871242	820__A0A174CG08__DXB62_13215
ERR1913226.871287__1.871287	40520__A0A174EQJ0__DXB81_02710
ERR1913226.871402__1.871402	820__A0A3E4VZY4__ERS852554_01211
ERR1913226.871410__1.871410	610243__A0A060QJF7__ASAP_2763
ERR1913226.871527__1.871527	2293125__A0A374BQ34__DW917_14250
ERR1913226.871458__1.871458	1501391__GCA_000786575.1_00123
ERR1913226.871465__1.871465	1501391__GCA_000786575.1_00091
ERR1913226.871468__1.871468	1501391__GCA_000786575.1_00036
ERR1913226.871692__1.871692	2293125__A0A374CC93__DW917_06625
ERR1913226.871722__1.871722	1262911__R6GQM3__BN557_01245
ERR1913226.871771__1.871771	1262761__R6RUQ5__BN606_01129
ERR1913226.871885__1.871885	28116__A0A078Q626__HMPREF1070_02735
ERR1913226.872016__1.872016	2293125__A0A374BZ50__DW917_11090
ERR1913226.872077__1.872077	40520__A0A174MK43__DXC87_03315
ERR1913226.872064__1.872064	1262761__R6QS88__BN606_01626
ERR1913226.872285__1.872285	1262889__R7HDN9__BN634_01543
ERR1913226.872361__1.872361	820__A0A1T4IYF4__mprA_1
ERR1913226.872363__1.872363	1150298__R7JUS7__ytlR
ERR1913226.872379__1.872379	821__D4VD59__BHV80_04260
ERR1913226.872433__1.872433	28116__E5CH94__NCTC11153_03344
ERR1913226.872595__1.872595	1262911__R6GR13__BN557_00618
ERR1913226.872732__1.872732	1262889__R7HCK4__BN634_01783
ERR1913226.872809__1.872809	2293125__A0A374C9I8__DW917_06795
ERR1913226.873188__1.873188	1262700__R5XKX7__BN695_01333
ERR1913226.873236__1.873236	1262761__R6RU22__BN606_01110
ERR1913226.873435__1.873435	820__A0A3E4WA06__ERS852554_03404
ERR1913226.873570__1.873570	28118__F9Z695__DER54_04745
ERR1913226.873684__1.873684	39492__A0A174ZP27__EUBSIR_00033
ERR1913226.873724__1.873724	820__A0A3E4QZJ7__C801_01798
ERR1913226.874161__1.874161	820__A0A173YYG4__evgS_3
ERR1913226.874358__1.874358	820__A0A3E4G826__C801_01612
ERR1913226.874371__1.874371	820__A0A139JV05__B5G17_18125
ERR1913226.874433__1.874433	384638__B7ASL2__BACPEC_02067
ERR1913226.874648__1.874648	1262911__R6GKS1__BN557_00184
ERR1913226.874665__1.874665	1262889__R7HCL5__BN634_01590
ERR1913226.874992__1.874992	39485__A0A174Z9M2__yhbU_1
ERR1913226.875051__1.875051	2293125__A0A374BSW4__DW917_13420
ERR1913226.875053__1.875053	189722__E0NQU7__HMPREF0658_0548
ERR1913226.875119__1.875119	39492__B0MNQ2__EUBSIR_01459
ERR1913226.875123__1.875123	1262761__R6QHJ4__BN606_00427
ERR1913226.875333__1.875333	1501391__GCA_000786575.1_00106
ERR1913226.875479__1.875479	1262948__R7EDA7__BN671_00036
ERR1913226.875799__1.875799	2293125__A0A374CI55__DW917_03455
ERR1913226.875874__1.875874	384638__B7APR0__BACPEC_00666
ERR1913226.876219__1.876219	820__A0A139KIL9__DXC68_05945
ERR1913226.876800__1.876800	2293125__A0A374CI55__DW917_03455
ERR1913226.876874__1.876874	1262911__R6GPA9__BN557_00286
ERR1913226.876948__1.876948	2293125__A0A374BNR6__DW917_15660
ERR1913226.877030__1.877030	817__A0A081TV60__M077_1122
ERR1913226.877113__1.877113	1262761__R6QNB5__BN606_00915
ERR1913226.877151__1.877151	2293125__A0A374CFU2__DW917_03475
ERR1913226.877160__1.877160	1735__B7CBI6__EUBIFOR_01561
ERR1913226.877219__1.877219	820__A0A374Q854__HMPREF1073_03281
ERR1913226.877277__1.877277	1262761__R6RU22__BN606_01110
ERR1913226.877292__1.877292	165179__D1PGU8__PREVCOP_06463
ERR1913226.877374__1.877374	46228__V8BLL4__HMPREF1202_02582
ERR1913226.877415__1.877415	2293125__A0A374CKY3__DW917_01805
ERR1913226.877416__1.877416	387090__S0FDJ4__BACCOPRO_03775
ERR1913226.877495__1.877495	46228__B5CT56__RUMLAC_02679
ERR1913226.877582__1.877582	1262761__R6QN56__BN606_00886
ERR1913226.877612__1.877612	246787__A0A3D6AWJ7__AA416_00506
ERR1913226.877704__1.877704	1262761__R6R8K0__BN606_01521
ERR1913226.877796__1.877796	853__A0A3E2V168__FAEPRAM212_00929
ERR1913226.877966__1.877966	28118__R6F2P2__NCTC10826_02131
ERR1913226.878036__1.878036	39485__A0A174Z4K7__dosC_2
ERR1913226.878200__1.878200	1262761__R6RP35__BN606_00461
ERR1913226.878214__1.878214	39485__A0A174YVS4__EUBELI_00620
ERR1913226.878399__1.878399	2293125__A0A374CI55__DW917_03455
ERR1913226.878416__1.878416	39491__A0A173TAZ5__DXB99_09520
ERR1913226.878482__1.878482	1262777__R5VJS3__BN512_00127
ERR1913226.878484__1.878484	28116__I9JM49__NCTC11153_01044
ERR1913226.878577__1.878577	820__A0A374Q8T2__DXB64_16190
