ERR1913286.212__1.212	33043__A0A173WWJ5__ERS852386_00339
ERR1913286.720504__1.720504	74426__rpoB
ERR1913286.720506__1.720506	360807__C0FVK8__ERS852392_00397
ERR1913286.720635__1.720635	165179__A0A229I2W6__PREVCOP_04332
ERR1913286.720799__1.720799	39488__A0A173ZWK0__EHLA_2903
ERR1913286.720977__1.720977	165179__A0A3E5AFJ9__CFT61_15180
ERR1913286.720925__1.720925	40520__A0A395ZYQ3__RUMOBE_02371
ERR1913286.721107__1.721107	165179__A0A174SA26__PREVCOP_05758
ERR1913286.721315__1.721315	649756__B0P476__ERS852475_00941
ERR1913286.721428__1.721428	39491__A0A396FUZ3__phoR_1
ERR1913286.721495__1.721495	33043__D5HGZ8__nnr
ERR1913286.721537__1.721537	626940__E8LDB8__BHW43_09995
ERR1913286.721605__1.721605	165179__A0A3E4SEG4__DXC61_11235
ERR1913286.721706__1.721706	818__A0A1H7X9X1__SAMN02910322_04797
ERR1913286.721673__1.721673	39491__C4Z9Y3__ERS852417_01808
ERR1913286.721683__1.721683	33043__D5HFA1__ERS852400_02183
ERR1913286.721817__1.721817	165179__A0A174K816__DXB80_12000
ERR1913286.721889__1.721889	39492__R6SPM9__pheT
ERR1913286.722089__1.722089	357276__I8WC65__EL88_00520
ERR1913286.722181__1.722181	40518__A0A2N0UK36__RBATCC27255_01376
ERR1913286.722135__1.722135	853__A0A174C5M1__CGS58_04460
ERR1913286.722350__1.722350	165179__A0A3E5E5L1__DXB80_05980
ERR1913286.722373__1.722373	853__A0A173XRA8__CGS56_09290
ERR1913286.722484__1.722484	39492__D4JV70__EUBSIR_01253
ERR1913286.722602__1.722602	28118__F9Z750__Odosp_3044
ERR1913286.722835__1.722835	360807__A0A1Q6T326__appA_1
ERR1913286.722912__1.722912	165179__A0A3E5A832__DXC61_13685
ERR1913286.722888__1.722888	1150298__A0A174N5I7__ERS852498_01953
ERR1913286.722949__1.722949	28117__R7JIJ8__BHV66_01635
ERR1913286.722968__1.722968	40518__R5DWB0__DXD86_00925
ERR1913286.723161__1.723161	40518__R5E0F2__RBATCC27255_01890
ERR1913286.723227__1.723227	357276__A6L053__ABI39_04450
ERR1913286.723388__1.723388	33043__D5HI09__ERS852575_02656
ERR1913286.723308__1.723308	39488__A0A285PUH7__ERS852450_00520
ERR1913286.723603__1.723603	821__A0A174WBC9__ERS852556_03145
ERR1913286.723610__1.723610	165179__A0A3E5EDS1__DXC61_03115
ERR1913286.723597__1.723597	165179__A0A174W369__PREVCOP_04548
ERR1913286.724069__1.724069	165179__A0A3E5E8M8__DXB80_11580
ERR1913286.724327__1.724327	39491__A0A395ZHW3__ERS852417_01359
ERR1913286.724426__1.724426	487175__D9Y5K8__HMPREF9439_00630
ERR1913286.724975__1.724975	360807__A0A173R6V5__ROSEINA2194_00471
ERR1913286.725057__1.725057	853__A0A173XRA8__CGS56_09290
ERR1913286.725172__1.725172	28117__A0A1Q6FAD1__ALIPUT_01287
ERR1913286.725286__1.725286	39485__C4Z0B2__EUBELI_01024
ERR1913286.725374__1.725374	394340__ppdK
ERR1913286.725492__1.725492	33043__A8SWM2__ERS852575_01910
ERR1913286.725500__1.725500	165179__D1PDT3__PREVCOP_05375
ERR1913286.725595__1.725595	1263000__R5EKG2__BN466_02040
ERR1913286.725625__1.725625	487174__K0XA68__DDY40_04135
ERR1913286.725767__1.725767	1304__A0A2P1BV91__A6J87_10220
ERR1913286.725813__1.725813	33043__D5HF29__eglS_1
ERR1913286.725831__1.725831	165179__D1PCL6__DXB80_13435
ERR1913286.725908__1.725908	39492__D4JTF2__mutS2
ERR1913286.725921__1.725921	360807__A0A0M6WN30__RIL183_03801
ERR1913286.725923__1.725923	33039__A0A174ZIS2__RTO_10090
ERR1913286.725970__1.725970	165179__A0A229I4J4__proA
ERR1913286.725984__1.725984	28052__A0A174GWB0__amiC
ERR1913286.726240__1.726240	818__Q8A3I3__HMPREF2534_00068
ERR1913286.726716__1.726716	239935__A0A2N8I1R3__CXU05_06075
ERR1913286.726808__1.726808	1263107__GCA_000436995.1_00223
ERR1913286.726870__1.726870	165179__A0A229I4J4__proA
ERR1913286.727001__1.727001	33043__A0A173X520__ERS852575_01617
ERR1913286.727108__1.727108	626940__E8LBD1__BN587_01117
ERR1913286.727173__1.727173	1680__R5GSL8__DXD60_03315
ERR1913286.727278__1.727278	706562__GCA_900112995.1_01297
ERR1913286.727356__1.727356	165179__A0A3E4SEG4__DXC61_11235
ERR1913286.727608__1.727608	165179__D1PAR0__DXB80_01190
ERR1913286.727805__1.727805	165179__A0A3E4S980__PREVCOP_04626
ERR1913286.727851__1.727851	165179__A0A174W369__PREVCOP_04548
ERR1913286.727930__1.727930	33043__D5HHE4__ERS852445_02332
ERR1913286.728017__1.728017	39491__A0A0M6WPN4__DXB69_06325
ERR1913286.728706__1.728706	165179__R6BQP4__DXC61_02015
ERR1913286.728679__1.728679	39492__D4JVT0__EUBSIR_00059
ERR1913286.728786__1.728786	165179__D1P9T6__PREVCOP_04016
ERR1913286.728898__1.728898	1263011__R6E3N4__BN553_01940
ERR1913286.728863__1.728863	165179__A0A174WGF6__PREVCOP_04095
ERR1913286.729135__1.729135	165179__A0A3E4SDC8__PREVCOP_05706
ERR1913286.729426__1.729426	165179__D1PDT3__PREVCOP_05375
ERR1913286.729460__1.729460	165179__A0A174IPI3__CFT61_10940
ERR1913286.729511__1.729511	33043__A0A174AEP1__apr
ERR1913286.729535__1.729535	165179__A0A3E5A832__DXC61_13685
ERR1913286.730021__1.730021	39488__A0A374NRX1__licR_1
ERR1913286.730643__1.730643	165179__A0A3E5EDS1__DXC61_03115
ERR1913286.730685__1.730685	39485__A0A175A403__EUBELI_20577
ERR1913286.730728__1.730728	165179__D1PEW8__DXB80_13775
ERR1913286.730734__1.730734	40518__R5DSI5__fieF
ERR1913286.731003__1.731003	387090__S0F7Y3__BACCOPRO_02028
ERR1913286.731018__1.731018	165179__A0A174K816__DXB80_12000
ERR1913286.731060__1.731060	28117__B0MTY2__BHV66_06485
ERR1913286.731257__1.731257	1262924__R7HSB4__BN585_00816
ERR1913286.731275__1.731275	33043__D5HHY4__luxQ_1
ERR1913286.731276__1.731276	33043__D5HHY4__luxQ_1
ERR1913286.731411__1.731411	165179__D1PHV2__PREVCOP_06822
ERR1913286.731419__1.731419	28052__R7N736__yvhJ
ERR1913286.731431__1.731431	360807__A0A1Q6T7G0__ERS852392_03048
ERR1913286.731753__1.731753	165179__A0A3E5A5E5__DXC61_13965
ERR1913286.731757__1.731757	46503__R6Y449__ERS852463_00137
ERR1913286.731808__1.731808	33043__A0A173X7L1__ERS852400_00423
ERR1913286.731814__1.731814	165179__A0A3E5E7Z8__PREVCOP_06480
ERR1913286.731737__1.731737	40518__R5E7S2__RBL263_00671
ERR1913286.731956__1.731956	100884__E7GFK8__HMPREF9488_03551
ERR1913286.732081__1.732081	46503__R6X0L4__DXB61_05325
ERR1913286.732093__1.732093	1262803__R6NA32__BN649_01196
ERR1913286.732065__1.732065	1262893__R5H7Y7__BN782_00665
ERR1913286.732046__1.732046	239935__A0A139TVJ4__CXT86_02020
ERR1913286.732258__1.732258	33043__D5HFA0__glfT2
ERR1913286.732315__1.732315	165179__A0A174W369__PREVCOP_04548
ERR1913286.732392__1.732392	239935__A0A2N8HPS5__Amuc_0950
ERR1913286.732466__1.732466	301302__R5UU15__ERS852420_02998
ERR1913286.732520__1.732520	745368__A0A1T4WPJ1__SAMN02745178_00919
ERR1913286.732699__1.732699	28052__A0A174JFU5__yhbU_1
ERR1913286.732937__1.732937	572010__fusA
ERR1913286.733167__1.733167	626940__E8LEW0__BN587_02177
ERR1913286.733233__1.733233	33043__A0A174B7D6__ERS852400_01331
ERR1913286.733331__1.733331	165179__A0A174W369__PREVCOP_04548
ERR1913286.733652__1.733652	165179__R6CNX7__DXB80_02200
ERR1913286.733743__1.733743	745368__A0A1T4WBJ5__SAMN02745178_00329
ERR1913286.734043__1.734043	39492__D4JR08__ERS852540_02467
ERR1913286.734167__1.734167	39496__A5Z8R4__EUBVEN_02106
ERR1913286.734116__1.734116	33039__D4M6R8__bglB_8
ERR1913286.734121__1.734121	39491__A0A396FGM9__fliU_1
ERR1913286.734137__1.734137	39492__D4MMN2__EUBSIR_00964
ERR1913286.734190__1.734190	165179__A0A3E4SJT2__PREVCOP_04897
ERR1913286.734378__1.734378	410072__A0A174PVL5__COPCOM_03341
ERR1913286.734460__1.734460	853__A0A2A7B9I6__DW855_13690
ERR1913286.734543__1.734543	39491__C4ZHS4__EUR_24420
ERR1913286.734603__1.734603	39492__D4JT68__spoIIIE
ERR1913286.734629__1.734629	360807__A0A1Q6T326__appA_1
ERR1913286.734773__1.734773	40518__R5DQR9__DXD83_00030
ERR1913286.734795__1.734795	39492__D4JU94__ispE
ERR1913286.734923__1.734923	821__A0A395UNT8__DXD64_15275
ERR1913286.734996__1.734996	39492__D4JRV5__acrR_2
ERR1913286.735079__1.735079	28117__R7JH62__BHV66_05735
ERR1913286.735130__1.735130	301302__A0A0M6WWE7__ERS852420_01309
ERR1913286.735132__1.735132	33043__A8SQU6__ERS852386_01237
ERR1913286.735157__1.735157	165179__A0A3E5AE59__DXC61_12885
ERR1913286.735254__1.735254	40518__R5DUU0__DXD93_03985
ERR1913286.735309__1.735309	239935__A0A2N8IMC3__CXT96_03840
ERR1913286.735314__1.735314	39492__D4MMN2__EUBSIR_00964
ERR1913286.735358__1.735358	165179__D1PAN5__PREVCOP_04260
ERR1913286.735660__1.735660	40518__R5DXI4__DXD86_07420
ERR1913286.735760__1.735760	360807__C0FT10__ROSEINA2194_01877
ERR1913286.735772__1.735772	1262803__R6NP12__BN649_01645
ERR1913286.735847__1.735847	165179__A0A229I4J4__proA
ERR1913286.735900__1.735900	33043__A8SWL7__ERS852386_02506
ERR1913286.735932__1.735932	1750__I6XSY3__HMPREF9154_0153
ERR1913286.735938__1.735938	384639__GCA_003096855.1_01178
ERR1913286.736030__1.736030	239935__A0A2N8HUU6__CXT90_06150
ERR1913286.736240__1.736240	165179__D1P9T6__PREVCOP_04016
ERR1913286.736204__1.736204	33043__A0A374K1H3__ykoD_2
ERR1913286.736372__1.736372	301302__A0A0M6WSS7__ERS852420_02367
ERR1913286.736404__1.736404	1262911__R6GIB9__BN557_01439
ERR1913286.736536__1.736536	1262911__R6GSH0__BN557_00934
ERR1913286.736563__1.736563	165179__A0A3E5DZ85__PREVCOP_04238
ERR1913286.736604__1.736604	39491__A0A395UZ82__EUR_31520
ERR1913286.736630__1.736630	33043__A0A174DSP1__essC_2
ERR1913286.736729__1.736729	1263000__R5EGP9__BN466_01419
ERR1913286.736760__1.736760	357276__I9QWD4__DXD47_15075
ERR1913286.736717__1.736717	165179__D1PAJ7__PREVCOP_04222
ERR1913286.736949__1.736949	33043__D5HF43__ERS852445_00477
ERR1913286.736963__1.736963	1780376__A0A143XQT4__BN3659_01658
ERR1913286.737189__1.737189	40518__A0A2N0UQR6__RBATCC27255_01177
ERR1913286.737257__1.737257	39491__A0A396FMF1__EUR_28700
ERR1913286.737401__1.737401	165179__R6CNX7__DXB80_02200
ERR1913286.737646__1.737646	165179__A0A174SA26__PREVCOP_05758
ERR1913286.737612__1.737612	1262924__R7HM98__BN585_01697
ERR1913286.737613__1.737613	40518__R5DMZ0__DXD83_05610
ERR1913286.737961__1.737961	853__E2ZJT1__C4N23_03535
ERR1913286.737981__1.737981	165179__A0A3E5DZ45__DXC61_02820
ERR1913286.737986__1.737986	301302__R5VCU3__cbiK_2
ERR1913286.738055__1.738055	1628085__A0A396MGZ2__C7386_12111
ERR1913286.738057__1.738057	1628085__A0A396MGZ2__C7386_12111
ERR1913286.738167__1.738167	33043__A0A174BZH8__ERS852575_02145
ERR1913286.738346__1.738346	39491__A0A395ZBQ4__cph2_2
ERR1913286.738397__1.738397	28052__A0A174PF05__ERS852451_02043
ERR1913286.738631__1.738631	40518__R5DTP7__DXD83_02415
ERR1913286.738657__1.738657	40518__R5DVH6__DXD86_08955
ERR1913286.738802__1.738802	39491__D6E118__DXB69_05765
ERR1913286.738811__1.738811	165179__D1PGU8__PREVCOP_06463
ERR1913286.738817__1.738817	165179__D1PGJ6__DXC61_07300
ERR1913286.738931__1.738931	28052__A0A174JVY9__ERS852451_01194
ERR1913286.739235__1.739235	165179__R6XLJ7__CFT61_06250
ERR1913286.739366__1.739366	46503__A7AB27__DXB85_00430
ERR1913286.739361__1.739361	360807__A0A396AF38__RIL183_00781
ERR1913286.739489__1.739489	165179__D1P8V8__DXC61_01940
ERR1913286.739493__1.739493	47678__A5ZHP9__bioD1
ERR1913286.739477__1.739477	39491__D6E4H2__DXB99_00485
ERR1913286.739520__1.739520	100886__A0A174GV62__CATMIT_00996
ERR1913286.739545__1.739545	47678__R5UME6__BACCAC_01239
ERR1913286.739596__1.739596	1262743__R5C534__BN727_01046
ERR1913286.739637__1.739637	301302__A0A173S3L8__vpr
ERR1913286.739793__1.739793	39491__A0A396FM36__DXB99_00820
ERR1913286.739803__1.739803	33043__D5HIL8__ERS852386_02009
ERR1913286.739919__1.739919	33043__A0A174EI47__inlJ
ERR1913286.739926__1.739926	46228__B5CR74__HMPREF1202_02190
ERR1913286.740117__1.740117	46503__R6WUV4__DD461_04535
ERR1913286.740313__1.740313	100886__E2NRW9__ERS852383_05961
ERR1913286.740324__1.740324	239935__A0A2N8IJI1__B5G29_04615
ERR1913286.740358__1.740358	39492__D4JUJ6__ssuB_2
ERR1913286.740509__1.740509	165179__D1P9T6__PREVCOP_04016
ERR1913286.740601__1.740601	39491__A0A395ZDC6__addB
ERR1913286.740648__1.740648	394340__rplK
ERR1913286.740701__1.740701	239935__A0A2N8HAQ1__DEF40_05290
ERR1913286.740867__1.740867	28118__R6F984__B5F93_04540
ERR1913286.740958__1.740958	33043__D5HFA0__glfT2
ERR1913286.741115__1.741115	33043__D5HIS6__ERS852575_02019
ERR1913286.741225__1.741225	165179__A0A3E5ECZ7__PREVCOP_06006
ERR1913286.741519__1.741519	817__A0A1C0WIC5__DXC86_06670
ERR1913286.741552__1.741552	649756__B0P2G4__HMPREF0369_01300
ERR1913286.741585__1.741585	165179__D1PDJ4__DXB80_08505
ERR1913286.741896__1.741896	33043__D5HFA0__glfT2
ERR1913286.742097__1.742097	43768__C0E1K0__murJ
ERR1913286.742273__1.742273	853__C7H1R8__DW905_06675
ERR1913286.742325__1.742325	1262911__R6H1P0__BN557_00940
ERR1913286.742357__1.742357	626940__E8LD58__BHW43_06055
ERR1913286.742479__1.742479	387090__S0F8B2__BACCOPRO_02129
ERR1913286.742443__1.742443	33043__A8SWM2__ERS852575_01910
ERR1913286.742557__1.742557	165179__A0A3E4SDC8__PREVCOP_05706
ERR1913286.742705__1.742705	239935__R7E524__CXT91_06180
ERR1913286.742742__1.742742	853__E2ZJT1__C4N23_03535
ERR1913286.742803__1.742803	165179__D1PDT3__PREVCOP_05375
ERR1913286.742778__1.742778	39491__A0A395ZGE4__ERS852497_01269
ERR1913286.742957__1.742957	165179__A0A3E5E2S3__DXB80_03455
ERR1913286.742992__1.742992	33043__A0A173YSY7__tilS
ERR1913286.743183__1.743183	165179__A0A174IHQ2__PREVCOP_05478
ERR1913286.743258__1.743258	33043__D5HEE1__ERS852386_01671
ERR1913286.743478__1.743478	165179__A0A3E5DV57__DXB80_11400
ERR1913286.743584__1.743584	39485__C4Z389__ERS852490_01920
ERR1913286.743603__1.743603	39492__B0MS79__ERS852540_01394
ERR1913286.743714__1.743714	1262736__R5Y7T6__BN496_00858
ERR1913286.743656__1.743656	33043__D5HFA1__ERS852400_02183
ERR1913286.743910__1.743910	1897011__A0A1Q6RBY8__BHW41_06910
ERR1913286.744265__1.744265	1262924__R7HTA4__BN585_00391
ERR1913286.744338__1.744338	853__A0A173XRA8__CGS56_09290
ERR1913286.744408__1.744408	39491__A0A173QT73__alaS_2
ERR1913286.744414__1.744414	165179__D1PE06__DXC61_05975
ERR1913286.744283__1.744283	28052__A0A174KKX6__ERS852499_01429
ERR1913286.744301__1.744301	39491__C4Z9K7__EUBREC_0050
ERR1913286.744505__1.744505	165179__A0A174WGF6__PREVCOP_04095
ERR1913286.744613__1.744613	487174__R5EP60__DIT83_09045
ERR1913286.744633__1.744633	165179__D1PES9__DXB80_11585
ERR1913286.744655__1.744655	239935__A0A2N8ITG2__Amuc_0335
ERR1913286.744755__1.744755	1262945__R6YTQ4__BN600_01086
ERR1913286.744756__1.744756	1262945__R6YTQ4__BN600_01086
ERR1913286.744737__1.744737	28118__F9Z5M1__NCTC10826_02946
ERR1913286.745160__1.745160	165179__A0A3E5EA83__DXC61_07750
ERR1913286.745087__1.745087	33043__D5HDZ9__ERS852386_00394
ERR1913286.745213__1.745213	357276__A0A3E4JJ65__HMPREF1064_00497
ERR1913286.745354__1.745354	189722__E0NQU7__HMPREF0658_0548
ERR1913286.745361__1.745361	360807__C0FYZ7__ERS852444_03522
ERR1913286.745427__1.745427	239935__A0A2N8HT44__CXT84_11035
ERR1913286.745380__1.745380	239935__R7DVL7__CXT93_01180
ERR1913286.745400__1.745400	2293125__A0A374C7P4__DW917_07690
ERR1913286.745481__1.745481	165179__R6B8D8__DXC61_09245
ERR1913286.745532__1.745532	1263011__R6DUS5__BN553_00580
ERR1913286.745541__1.745541	39491__A0A396FRE7__EUR_27520
ERR1913286.745715__1.745715	1160721__R6TH82__BHW50_00835
ERR1913286.745752__1.745752	165179__R6XIF8__DXC61_07265
ERR1913286.745891__1.745891	165179__A0A174W369__PREVCOP_04548
ERR1913286.745958__1.745958	28117__B0MXX3__BHV66_07695
ERR1913286.746090__1.746090	239935__A0A2N8HUU6__CXT90_06150
ERR1913286.746260__1.746260	853__A0A173YYY4__DWZ04_09420
ERR1913286.746412__1.746412	626940__E8LD48__DCQ00_06315
ERR1913286.746374__1.746374	821__A0A0P0M2J4__DXD46_10295
ERR1913286.746377__1.746377	33043__D5HEU4__ftsW_3
ERR1913286.746645__1.746645	165179__D1PE06__DXC61_05975
ERR1913286.746685__1.746685	28118__F9ZAB2__SAMEA44545918_01079
ERR1913286.746797__1.746797	165179__D1PCT4__DXB80_09470
ERR1913286.746842__1.746842	1304__A0A0A1DX26__SSAL8618_09600
ERR1913286.746843__1.746843	1897011__A0A1Q6RGB6__BHW41_02790
ERR1913286.747040__1.747040	165179__A0A229I1J2__DXB80_03950
ERR1913286.747133__1.747133	165179__A0A3E5ECZ7__PREVCOP_06006
ERR1913286.747312__1.747312	165179__A0A3E5EBV0__DXB80_01745
ERR1913286.747354__1.747354	410072__A0A173S248__ERS852525_02992
ERR1913286.747394__1.747394	40520__A5ZN83__DXC87_06350
ERR1913286.747452__1.747452	360807__A0A396ADY6__RIL183_17001
ERR1913286.747543__1.747543	28052__A0A174KNE1__ptsI_2
ERR1913286.747623__1.747623	47678__A5ZF31__DXB67_11050
ERR1913286.747745__1.747745	360807__C0FYZ7__ERS852444_03522
ERR1913286.747838__1.747838	165179__A0A3E5AER8__DXB80_07075
ERR1913286.747881__1.747881	33043__A0A173ZDC4__malL_1
ERR1913286.747931__1.747931	1263011__R6E2T8__BN553_01793
ERR1913286.748059__1.748059	33043__A8SWI7__bcrC
ERR1913286.748246__1.748246	1263000__R5EK86__BN466_02022
ERR1913286.748334__1.748334	239935__A0A2N8IQ67__CXU20_08505
ERR1913286.748426__1.748426	33043__A0A174H5E3__ERS852400_02880
ERR1913286.748466__1.748466	853__A0A173XRA8__CGS56_09290
ERR1913286.748658__1.748658	165179__A0A3E5DX33__PREVCOP_05190
ERR1913286.748794__1.748794	116085__D4JBR5__DW747_01030
ERR1913286.748879__1.748879	165179__A0A3E5E8M8__DXB80_11580
ERR1913286.749199__1.749199	165179__A0A3E5A5E5__DXC61_13965
ERR1913286.749425__1.749425	338188__A0A174GWW7__ERS852397_02491
ERR1913286.749431__1.749431	165179__A0A3E5E189__PREVCOP_06699
ERR1913286.749502__1.749502	39491__A0A396FF66__DXD95_01810
ERR1913286.749553__1.749553	165179__A0A3E4SEG4__DXC61_11235
ERR1913286.749645__1.749645	39485__A0A174YMC1__recN
ERR1913286.749753__1.749753	39491__A0A396FS17__envC
ERR1913286.749840__1.749840	239935__A0A2N8IRL2__CXU06_01170
ERR1913286.749985__1.749985	853__A0A3E2U7E6__ERS852582_01640
ERR1913286.750038__1.750038	2292352__A0A374ULV9__DXC23_07855
ERR1913286.750253__1.750253	165179__A0A3E5DY64__CFT61_10025
ERR1913286.750337__1.750337	40520__R7DEU2__ERS852394_00085
ERR1913286.750358__1.750358	165179__A0A3E5DRF6__DXC61_00200
ERR1913286.750620__1.750620	33043__D5HGZ8__nnr
ERR1913286.750570__1.750570	33043__A0A173W9Y8__ERS852575_00062
ERR1913286.750668__1.750668	165179__A0A3E5DV57__DXB80_11400
ERR1913286.750710__1.750710	360807__A0A396AIC7__ERS852392_01627
ERR1913286.750712__1.750712	165179__D1PGU8__PREVCOP_06463
ERR1913286.751115__1.751115	1262736__R5Y8Z5__BN496_01182
ERR1913286.751174__1.751174	165179__A0A3E5E4P9__DXB80_07930
ERR1913286.751319__1.751319	239935__A0A2N8INK7__Amuc_0521
ERR1913286.751343__1.751343	39492__D4JWT3__ERS852540_00301
ERR1913286.751426__1.751426	40518__R5DUG7__sbcC
ERR1913286.751429__1.751429	1262743__R5C564__BN727_01104
ERR1913286.751552__1.751552	39491__C4ZAT2__ERE_28440
ERR1913286.751677__1.751677	165179__A0A3E4SJT2__PREVCOP_04897
ERR1913286.751729__1.751729	360807__C0FRV5__ROSEINA2194_01466
ERR1913286.751806__1.751806	165179__D1P8K1__DXB80_06045
ERR1913286.751851__1.751851	33043__D5HIA8__ERS852575_01867
ERR1913286.751900__1.751900	853__A0A173YYY4__DWZ04_09420
ERR1913286.752268__1.752268	33043__D5HGZ8__nnr
ERR1913286.752601__1.752601	214851__D1PSK7__SUBVAR_07390
ERR1913286.752663__1.752663	165179__A0A3E5E189__PREVCOP_06699
ERR1913286.752687__1.752687	360807__A0A174C9G9__ERS852392_02115
ERR1913286.752703__1.752703	853__A0A173T6P2__DWZ46_14595
ERR1913286.752707__1.752707	165179__R6CNX7__DXB80_02200
ERR1913286.752734__1.752734	165179__A0A3E4S980__PREVCOP_04626
ERR1913286.752747__1.752747	165179__D1PEZ7__DXC61_06515
ERR1913286.752797__1.752797	357276__I9QWD4__DXD47_15075
ERR1913286.752878__1.752878	1263000__R5ER71__BN466_00316
ERR1913286.753070__1.753070	39485__A0A174ZNW9__luxQ_1
ERR1913286.753297__1.753297	165179__A0A3E5DZD8__DXB80_09150
ERR1913286.753314__1.753314	853__A0A173YYY4__DWZ04_09420
ERR1913286.753322__1.753322	853__A0A173RZ39__C4N22_01650
ERR1913286.753383__1.753383	33043__A0A173YEP6__ERS852575_00888
ERR1913286.753563__1.753563	165179__D1P8Q2__trpF
ERR1913286.753577__1.753577	165179__A0A3E4SDC8__PREVCOP_05706
ERR1913286.753789__1.753789	47678__R5U2I4__ERS852558_03712
ERR1913286.753805__1.753805	357276__I9R994__BACDOR_04044
ERR1913286.753869__1.753869	165179__D1PAN5__PREVCOP_04260
ERR1913286.753993__1.753993	360807__C0FPW0__ROSEINA2194_00763
ERR1913286.753945__1.753945	28052__R7N9Y1__spoIIE
ERR1913286.754086__1.754086	165179__A0A3E5DZ45__DXC61_02820
ERR1913286.754784__1.754784	357276__A0A076IRX7__HMPREF1064_00526
ERR1913286.754844__1.754844	165179__A0A229I1J2__DXB80_03950
ERR1913286.755094__1.755094	40518__R5DU52__RB5AMG_02245
ERR1913286.755208__1.755208	239935__A0A2N8I9P4__CXT85_05050
ERR1913286.755261__1.755261	853__A8S882__C4N23_07600
ERR1913286.755323__1.755323	165179__A0A3E5E920__DXB80_11625
ERR1913286.755383__1.755383	74426__group_4851
ERR1913286.755392__1.755392	165179__A0A3E5E4P9__DXB80_07930
ERR1913286.755666__1.755666	33043__D5HI36__ERS852400_02168
ERR1913286.755847__1.755847	165179__A0A3E5E5H1__DXC61_07220
ERR1913286.755931__1.755931	46503__R6X275__DD461_10840
ERR1913286.755979__1.755979	165179__A0A3E4SG51__DXC61_10575
ERR1913286.756058__1.756058	28118__F9Z667__NCTC10826_00403
ERR1913286.756177__1.756177	301302__A0A173UPG6__ERS852420_03127
ERR1913286.756429__1.756429	165179__A0A3E5E7A6__PREVCOP_04277
ERR1913286.756764__1.756764	1628085__A0A374VTN8__C7386_104135
ERR1913286.756821__1.756821	33043__A0A174EE68__rimP
ERR1913286.756805__1.756805	28117__B0MSR5__BHV66_02095
ERR1913286.756910__1.756910	39491__C4Z9D4__DXD95_00055
ERR1913286.756961__1.756961	165179__D1PAN5__PREVCOP_04260
ERR1913286.757144__1.757144	39491__C4ZCV7__ERE_23110
ERR1913286.757173__1.757173	33043__A0A173X520__ERS852575_01617
ERR1913286.757202__1.757202	820__A0A174CK74__DXB48_07060
ERR1913286.757504__1.757504	33043__A0A173X520__ERS852575_01617
ERR1913286.757448__1.757448	357276__I8WFU9__BACDOR_02006
ERR1913286.757486__1.757486	165179__A0A3E5A832__DXC61_13685
ERR1913286.757635__1.757635	28052__R7NE99__ERS852451_00573
ERR1913286.757722__1.757722	165179__D1PCL6__DXB80_13435
ERR1913286.757809__1.757809	165179__A0A174W369__PREVCOP_04548
ERR1913286.757817__1.757817	28052__R7NEG2__yihY
ERR1913286.757849__1.757849	706562__GCA_900112995.1_02230
ERR1913286.757860__1.757860	39486__B0G9D1__DXC93_13935
