ERR1912966.46__1.46	1161942__argD
ERR1912966.4068337__1.4068337	239935__A0A2N8J2P6__ADH72_06730
ERR1912966.4068519__1.4068519	165179__A0A3E5DX15__DXC61_00345
ERR1912966.4069016__1.4069016	853__A0A3E2U7E6__ERS852582_01640
ERR1912966.4069147__1.4069147	328814__GCA_004558275.1_00992
ERR1912966.4069301__1.4069301	1262761__R6QT59__BN606_01822
ERR1912966.4069449__1.4069449	853__A8SCP3__C4N26_07960
ERR1912966.4069452__1.4069452	1680__A0A173XYA2__B0703_0121
ERR1912966.4069586__1.4069586	820__A0A374Q854__HMPREF1073_03281
ERR1912966.4069695__1.4069695	853__A0A2A7A628__CGS57_13755
ERR1912966.4069862__1.4069862	1680__A0A0B5BIU5__BSTER_0145
ERR1912966.4070002__1.4070002	1263000__R5EHB0__BN466_01647
ERR1912966.4069991__1.4069991	116085__D4J6L8__DW747_08035
ERR1912966.4070545__1.4070545	246787__R6KBH9__HMPREF1062_04676
ERR1912966.4070575__1.4070575	1897011__A0A1Q6RDL4__BHW41_05540
ERR1912966.4070836__1.4070836	1680__A0A374QDL4__LMG18897_0432
ERR1912966.4071006__1.4071006	239935__A0A2N8I6R6__CXU04_04335
ERR1912966.4071370__1.4071370	39492__D4JUD7__EUBSIR_01877
ERR1912966.4071389__1.4071389	74426__infB
ERR1912966.4071429__1.4071429	901__B6WYC3__DESPIG_03104
ERR1912966.4071631__1.4071631	1161942__accD5
ERR1912966.4071651__1.4071651	1897011__A0A1Q6RDI3__BHW41_05415
ERR1912966.4071706__1.4071706	46503__A0A3E4ZQ73__ERS852463_01043
ERR1912966.4072026__1.4072026	901__B6WVJ8__DHV46_03535
ERR1912966.4072056__1.4072056	165179__D1PE06__DXC61_05975
ERR1912966.4072252__1.4072252	165179__A0A174IHQ2__PREVCOP_05478
ERR1912966.4072505__1.4072505	239935__A0A2N8IMD6__CXU03_05585
ERR1912966.4072915__1.4072915	33043__A0A374K1H3__ykoD_2
ERR1912966.4073033__1.4073033	46503__R6WQ01__PARMER_03826
ERR1912966.4073565__1.4073565	33043__A0A173XM20__ERS852445_01573
ERR1912966.4073690__1.4073690	1262986__R5ZX08__BN492_01351
ERR1912966.4073938__1.4073938	853__A0A173T0Y8__CGS54_07215
ERR1912966.4073990__1.4073990	239935__A0A2N8IFA0__CXT92_02050
ERR1912966.4074000__1.4074000	74426__gap
ERR1912966.4074001__1.4074001	33043__D5HFA1__ERS852400_02183
ERR1912966.4074026__1.4074026	1263000__R5EF36__BN466_01303
ERR1912966.4074039__1.4074039	33043__A0A173W4C0__ERS852575_01486
ERR1912966.4074206__1.4074206	74426__pdxS
ERR1912966.4074238__1.4074238	239935__A0A2N8HL50__CXT98_09135
ERR1912966.4074507__1.4074507	33043__A8SWM2__ERS852575_01910
ERR1912966.4074583__1.4074583	216816__Q8G4D7__DD721_10575
ERR1912966.4074628__1.4074628	901__B6WXS9__pssA
ERR1912966.4074661__1.4074661	216816__A0A0A1GSN4__DVB78_03875
ERR1912966.4074759__1.4074759	239935__R7DVW2__CXU02_03915
ERR1912966.4074773__1.4074773	33043__D5HEF6__ERS852445_00180
ERR1912966.4074721__1.4074721	1897011__A0A1Q6RH29__BHW41_01570
ERR1912966.4074828__1.4074828	39485__C4Z355__ERS852490_01971
ERR1912966.4075039__1.4075039	33043__D5HDL8__ERS852575_02529
ERR1912966.4075001__1.4075001	239935__A0A2N8I3G2__CXT89_00720
ERR1912966.4075154__1.4075154	239935__A0A2N8IRL2__CXU06_01170
ERR1912966.4075155__1.4075155	901__B6WY11__DESPIGER_1484
ERR1912966.4075225__1.4075225	33043__D5HDL8__ERS852575_02529
ERR1912966.4075270__1.4075270	1262915__R6HCJ7__BN574_00649
ERR1912966.4075511__1.4075511	1262761__R6QU78__BN606_01972
ERR1912966.4075733__1.4075733	33043__D5HEU4__ftsW_3
ERR1912966.4075765__1.4075765	39486__R6S348__DXD50_06750
ERR1912966.4075823__1.4075823	74426__sugC
ERR1912966.4075832__1.4075832	28117__A0A1Q6F5G6__ALIPUT_00577
ERR1912966.4075974__1.4075974	165179__A0A3E5DRF6__DXC61_00200
ERR1912966.4076076__1.4076076	1235835__R9LCU2__C814_02677
ERR1912966.4076360__1.4076360	239935__A0A2N8IF99__lpdA
ERR1912966.4076384__1.4076384	33043__A0A173WXS1__ERS852445_00262
ERR1912966.4076422__1.4076422	1262761__R6QU78__BN606_01972
ERR1912966.4076500__1.4076500	944036__A0A196S9L6__AV274_5258
ERR1912966.4076658__1.4076658	1262761__R6RNL8__BN606_00387
ERR1912966.4076742__1.4076742	216816__C2GUV2__APC1478_0430
ERR1912966.4076807__1.4076807	1262761__R6RU22__BN606_01110
ERR1912966.4076994__1.4076994	33043__D5HIL8__ERS852386_02009
ERR1912966.4077272__1.4077272	61171__B9Y5T8__HOLDEFILI_01170
ERR1912966.4077334__1.4077334	165179__A0A3E5DR10__DXC61_03505
ERR1912966.4077372__1.4077372	853__E2ZJT1__C4N23_03535
ERR1912966.4077428__1.4077428	33043__D5HF09__ERS852575_02732
ERR1912966.4077534__1.4077534	239935__A0A2N8ITG2__Amuc_0335
ERR1912966.4077623__1.4077623	239935__A0A139TM51__CXT91_12120
ERR1912966.4077709__1.4077709	487175__R5DYU5__HMPREF9439_02354
ERR1912966.4077769__1.4077769	901__B6WUY7__DHV46_11425
ERR1912966.4077879__1.4077879	33043__A0A173YSY7__tilS
ERR1912966.4077922__1.4077922	944036__A0A196SDQ9__AV274_4068
ERR1912966.4078198__1.4078198	1262911__R6H0U7__BN557_01104
ERR1912966.4078265__1.4078265	1262961__R6DJH7__BN710_01796
ERR1912966.4078333__1.4078333	1262761__R6R5E1__BN606_01164
ERR1912966.4078343__1.4078343	33043__D5HF29__eglS_1
ERR1912966.4078491__1.4078491	165179__A0A3E4SEG4__DXC61_11235
ERR1912966.4078618__1.4078618	28116__I9JM49__NCTC11153_01044
ERR1912966.4078633__1.4078633	33043__A0A174EI47__inlJ
ERR1912966.4078755__1.4078755	820__A0A139KHX1__HMPREF2141_00289
ERR1912966.4078964__1.4078964	239935__A0A2N8IRL2__CXU06_01170
ERR1912966.4079516__1.4079516	1897011__A0A1Q6RDG0__BHW41_05600
ERR1912966.4079593__1.4079593	1262986__R6A6R8__BN492_00138
ERR1912966.4079707__1.4079707	944036__A0A196S962__AV274_5429
ERR1912966.4079836__1.4079836	1262761__R6QUS0__BN606_00152
ERR1912966.4080125__1.4080125	901__B6WWY3__DESPIG_02606
ERR1912966.4080166__1.4080166	1161942__asd
ERR1912966.4080196__1.4080196	33043__A8SPT5__yfiN_2
ERR1912966.4080266__1.4080266	239935__A0A2N8HEH9__CXU07_11710
ERR1912966.4080426__1.4080426	33043__D5HFZ0__rlmH
ERR1912966.4080463__1.4080463	1262992__R5CXM8__BN795_01024
ERR1912966.4080479__1.4080479	821__E5UY21__C800_02204
ERR1912966.4080757__1.4080757	239935__A0A2N8ITX2__CXT86_11265
ERR1912966.4080882__1.4080882	33043__A0A174H1B6__ERS852575_02702
ERR1912966.4080986__1.4080986	1965604__A0A1Y4EWD0__B5F54_04425
ERR1912966.4081036__1.4081036	88431__A0A174L1Y3__cat
ERR1912966.4081057__1.4081057	88431__A0A174L1Y3__cat
ERR1912966.4081094__1.4081094	239935__A0A2N8HUU6__CXT90_06150
ERR1912966.4081298__1.4081298	1262869__R7CQ04__BN625_01499
ERR1912966.4081344__1.4081344	165179__A0A174W369__PREVCOP_04548
ERR1912966.4081448__1.4081448	239935__A0A139TQT9__Amuc_1197
ERR1912966.4081625__1.4081625	33043__A0A173WCG7__ERS852575_01602
ERR1912966.4081878__1.4081878	74426__pflB_2
ERR1912966.4081894__1.4081894	165179__A0A229I1J2__DXB80_03950
ERR1912966.4081951__1.4081951	1263027__R6ZEN0__BN699_02354
ERR1912966.4082251__1.4082251	239935__A0A139TLF5__CXU18_06685
ERR1912966.4083431__1.4083431	239935__A0A2N8I7W6__CXT90_04245
ERR1912966.4083634__1.4083634	1262761__R6QUP0__BN606_01674
ERR1912966.4083974__1.4083974	487175__R5EEQ9__HMPREF9439_02786
ERR1912966.4084031__1.4084031	1262911__R6H1B2__BN557_00840
ERR1912966.4084210__1.4084210	239935__A0A139TSG7__CXU17_09600
ERR1912966.4084439__1.4084439	239935__R6IZU4__CXT87_08085
ERR1912966.4084526__1.4084526	1262761__R6QHE1__BN606_00392
ERR1912966.4084683__1.4084683	1262911__R6H0U7__BN557_01104
ERR1912966.4084667__1.4084667	1161942__clpC_3
ERR1912966.4084799__1.4084799	1161942__adrA
ERR1912966.4084987__1.4084987	33043__D5HFA0__glfT2
ERR1912966.4085107__1.4085107	239935__A0A2N8I5A2__DEF40_08455
ERR1912966.4085169__1.4085169	1161942__atpA_2
ERR1912966.4085439__1.4085439	165179__A0A3E5ECZ7__PREVCOP_06006
ERR1912966.4085447__1.4085447	239935__A0A139TVJ4__CXT86_02020
ERR1912966.4085555__1.4085555	165179__W1I4H6__DXB80_13655
ERR1912966.4085642__1.4085642	301301__A0A395V4X8__ERS852391_01546
ERR1912966.4085687__1.4085687	165179__D1PCY7__DXB80_02765
ERR1912966.4085758__1.4085758	1262761__R6R3W1__BN606_01849
ERR1912966.4085974__1.4085974	165179__A0A229I4J4__proA
ERR1912966.4086061__1.4086061	239935__A0A139TT05__CXU09_03335
ERR1912966.4086073__1.4086073	165179__A0A3E5DRA5__PREVCOP_06668
ERR1912966.4086076__1.4086076	239935__A0A2N8HPS5__Amuc_0950
ERR1912966.4086123__1.4086123	33043__A0A174DSP1__essC_2
ERR1912966.4086318__1.4086318	1262761__R6RU22__BN606_01110
ERR1912966.4086427__1.4086427	1235835__R9LCU2__C814_02677
ERR1912966.4086541__1.4086541	853__D4JY61__C4N21_10560
ERR1912966.4086574__1.4086574	1262761__R6QXL2__BN606_02127
ERR1912966.4086968__1.4086968	33043__A0A174AHE2__ERS852445_01187
ERR1912966.4086969__1.4086969	33043__A0A174AHE2__ERS852445_01187
ERR1912966.4087093__1.4087093	239935__A0A2N8HL50__CXT98_09135
ERR1912966.4087177__1.4087177	40518__R5E1J2__DXD93_04070
ERR1912966.4087188__1.4087188	1150298__A0A174EM68__ERS852406_01867
ERR1912966.4087325__1.4087325	384638__B7AT14__BACPEC_01282
ERR1912966.4087681__1.4087681	33043__A0A374K1H3__ykoD_2
ERR1912966.4087765__1.4087765	384638__B7ARB4__BACPEC_01224
ERR1912966.4087773__1.4087773	214856__R6Z590__ERS852447_01059
ERR1912966.4088031__1.4088031	1897011__A0A1Q6RDV6__BHW41_05295
ERR1912966.4088211__1.4088211	214856__A0A175A6T5__ERS852447_02658
ERR1912966.4088324__1.4088324	1161942__acsA_1
ERR1912966.4088435__1.4088435	301301__A0A395VDW7__RHOM_05405
ERR1912966.4088479__1.4088479	1263000__R5EI35__BN466_01649
ERR1912966.4088570__1.4088570	1263000__R5ETL6__BN466_01607
ERR1912966.4088817__1.4088817	33043__A0A374K1H3__ykoD_2
ERR1912966.4088848__1.4088848	1262986__R5ZWR9__BN492_01296
ERR1912966.4088908__1.4088908	1161942__celD_3
ERR1912966.4088915__1.4088915	216816__B3DRU6__DPC6323_0992
ERR1912966.4088985__1.4088985	33043__A0A173YSY7__tilS
ERR1912966.4089331__1.4089331	216816__D6D9A3__BLNIAS_01911
ERR1912966.4089471__1.4089471	1262761__R6R3W1__BN606_01849
ERR1912966.4089475__1.4089475	239935__A0A3F3K9J9__DEF40_00940
ERR1912966.4089564__1.4089564	1897011__A0A1Q6RC54__BHW41_06555
ERR1912966.4089597__1.4089597	1262942__R7QVG1__BN520_01673
ERR1912966.4089681__1.4089681	46503__R6X2Z6__PARMER_01597
ERR1912966.4089730__1.4089730	165179__D1PCT4__DXB80_09470
ERR1912966.4089702__1.4089702	1262761__R6RZF9__BN606_01803
ERR1912966.4089767__1.4089767	33043__A8SWI7__bcrC
ERR1912966.4089743__1.4089743	1262761__R6QWI4__BN606_00934
ERR1912966.4090204__1.4090204	1897011__A0A1Q6RCY0__BHW41_05945
ERR1912966.4090240__1.4090240	1897011__A0A1Q6RDJ0__BHW41_05420
ERR1912966.4090533__1.4090533	216816__D6ZW33__azlC
ERR1912966.4090644__1.4090644	239935__R6IZU4__CXT87_08085
ERR1912966.4090759__1.4090759	33043__D5HI86__ERS852575_00288
ERR1912966.4090815__1.4090815	853__A0A3E2U7E6__ERS852582_01640
ERR1912966.4091108__1.4091108	820__A0A396EUU8__luxQ_3
ERR1912966.4091440__1.4091440	853__A0A174C5M1__CGS58_04460
ERR1912966.4091441__1.4091441	165179__A0A174UTZ7__DXC61_06705
ERR1912966.4091810__1.4091810	1680__A0A076JM61__DXD63_05245
ERR1912966.4092058__1.4092058	33043__A0A174B5C6__acm_3
ERR1912966.4092221__1.4092221	239935__A0A2N8I8X8__B5G29_00185
ERR1912966.4092302__1.4092302	1262915__R6ICQ9__BN574_00188
ERR1912966.4092304__1.4092304	39485__C4Z6U7__EUBELI_20545
ERR1912966.4092384__1.4092384	33043__A0A174CC83__ERS852575_02077
ERR1912966.4092528__1.4092528	33043__A0A173R1J6__rpfG_1
ERR1912966.4092709__1.4092709	1603888__A0A133SJQ2__HMPREF3201_00575
ERR1912966.4092763__1.4092763	40518__R5DLU0__fmt
ERR1912966.4092777__1.4092777	239935__A0A2N8IRH4__CXT92_05605
ERR1912966.4092804__1.4092804	853__A0A2A7A628__CGS57_13755
ERR1912966.4093015__1.4093015	239935__R6J776__CXU07_02355
ERR1912966.4093082__1.4093082	1262915__R6HGK8__BN574_00427
ERR1912966.4093306__1.4093306	1897011__A0A1Q6RE83__BHW41_04925
ERR1912966.4093814__1.4093814	33043__D5HJ22__ERS852575_02302
ERR1912966.4093828__1.4093828	1680__A0A0B5BME4__DXD63_05015
ERR1912966.4093918__1.4093918	239935__A0A2N8IRW0__A4V05_11620
ERR1912966.4093939__1.4093939	1262869__R7CTX9__BN625_00495
ERR1912966.4093942__1.4093942	1680__A0A0B5BME4__DXD63_05015
ERR1912966.4094105__1.4094105	1680__A0A374QDL4__LMG18897_0432
ERR1912966.4094126__1.4094126	1262986__R6A821__BN492_01136
ERR1912966.4095113__1.4095113	28117__R7JJM9__ALIPUT_00662
ERR1912966.4095286__1.4095286	1262986__R5ZVR7__BN492_01484
ERR1912966.4095512__1.4095512	39496__A5Z5I2__EUBVEN_00963
ERR1912966.4095531__1.4095531	33043__D5HJC5__ERS852386_02144
ERR1912966.4095732__1.4095732	28117__B0MXU6__ALIPUT_01958
ERR1912966.4095770__1.4095770	1262761__R6R3W1__BN606_01849
ERR1912966.4095953__1.4095953	1262992__R5CXM7__BN795_01016
ERR1912966.4096028__1.4096028	1262761__R6QV93__BN606_01806
ERR1912966.4096197__1.4096197	853__A0A174BA00__DW905_01145
ERR1912966.4096285__1.4096285	165179__A0A3E5E2V4__PREVCOP_05070
ERR1912966.4096266__1.4096266	46503__R6X5E7__PARMER_00245
ERR1912966.4096913__1.4096913	1262761__R6QNF0__BN606_00930
ERR1912966.4096955__1.4096955	1262961__R6DWX9__BN710_01507
ERR1912966.4097134__1.4097134	820__A0A3E4RU03__M093_0563
ERR1912966.4097300__1.4097300	239935__A0A2N8I368__CXT95_04550
ERR1912966.4097735__1.4097735	1680__A7A4N3__ERS852382_00779
ERR1912966.4097836__1.4097836	33043__A0A173YSY7__tilS
ERR1912966.4097932__1.4097932	33043__A0A174BPV6__ERS852445_01773
ERR1912966.4098080__1.4098080	239935__A0A2N8IRW0__A4V05_11620
ERR1912966.4098083__1.4098083	28117__B0MU76__ALIPUT_00202
ERR1912966.4098123__1.4098123	853__D4JY61__C4N21_10560
ERR1912966.4098237__1.4098237	1263000__R5F0P4__BN466_00308
ERR1912966.4098219__1.4098219	1263000__R5F0P4__BN466_00308
ERR1912966.4098270__1.4098270	944036__A0A196S4X3__AV274_6193
ERR1912966.4098341__1.4098341	1150298__A0A174HEB6__ypdC_2
ERR1912966.4098486__1.4098486	28117__R7JR95__ALIPUT_01367
ERR1912966.4098490__1.4098490	39488__A0A374NVL2__EHLA_3034
ERR1912966.4098518__1.4098518	39488__A0A374NVL2__EHLA_3034
ERR1912966.4098546__1.4098546	165179__R6CJG8__DXC61_09290
ERR1912966.4098785__1.4098785	165179__A0A3E5E7A6__PREVCOP_04277
ERR1912966.4098860__1.4098860	1262961__R6EKE2__BN710_00905
ERR1912966.4098831__1.4098831	239935__A0A2N8IYM5__CXT84_05130
ERR1912966.4098900__1.4098900	239935__A0A2N8HUU6__CXT90_06150
ERR1912966.4098977__1.4098977	1263000__R5EQI3__BN466_00125
ERR1912966.4099184__1.4099184	33043__D5HFE3__lacR
ERR1912966.4099226__1.4099226	1161942__adk
ERR1912966.4099383__1.4099383	1262889__R7HBR7__BN634_00170
ERR1912966.4099387__1.4099387	1680__A0A0C2VBJ4__birA
ERR1912966.4099557__1.4099557	1262915__R6HRT0__BN574_00012
ERR1912966.4099632__1.4099632	33043__A8SWL7__ERS852386_02506
ERR1912966.4099952__1.4099952	239935__A0A2N8HPS5__Amuc_0950
ERR1912966.4100115__1.4100115	1262761__R6QW09__BN606_00873
ERR1912966.4100304__1.4100304	33043__D5HIL8__ERS852386_02009
ERR1912966.4100453__1.4100453	853__A0A173RZ39__C4N22_01650
ERR1912966.4100694__1.4100694	33043__A8SWM2__ERS852575_01910
ERR1912966.4100702__1.4100702	706562__GCA_900112995.1_01419
ERR1912966.4100771__1.4100771	33043__A0A173W4M0__dnaD
ERR1912966.4100783__1.4100783	1262915__R6HCK9__BN574_00669
ERR1912966.4101014__1.4101014	239935__R7E524__CXT91_06180
ERR1912966.4101222__1.4101222	1262989__R6ZJK5__BN815_01843
ERR1912966.4101627__1.4101627	853__A0A173RZ39__C4N22_01650
ERR1912966.4101909__1.4101909	239935__A0A2N8IF99__lpdA
ERR1912966.4101935__1.4101935	1262992__R5D4X3__BN795_00699
ERR1912966.4102455__1.4102455	33043__A0A173WXS1__ERS852445_00262
ERR1912966.4102491__1.4102491	328814__GCA_004558275.1_00288
ERR1912966.4102702__1.4102702	39491__A0A395ZHW3__ERS852417_01359
ERR1912966.4103028__1.4103028	1897011__A0A1Q6RF44__BHW41_03065
ERR1912966.4103107__1.4103107	1262761__R6QWI4__BN606_00934
ERR1912966.4103174__1.4103174	28117__B0MXW9__ALIPUT_01981
ERR1912966.4103192__1.4103192	78346__A0A087D3Y1__BRUM_1576
ERR1912966.4103364__1.4103364	33043__D5HJC5__ERS852386_02144
ERR1912966.4103432__1.4103432	33043__A0A173X520__ERS852575_01617
ERR1912966.4103600__1.4103600	116085__D4J7I3__DW747_10245
ERR1912966.4103638__1.4103638	1262761__R6QU88__BN606_01983
ERR1912966.4103746__1.4103746	239935__A0A2N8IVR0__CXT87_07115
ERR1912966.4103844__1.4103844	1161942__celA_3
ERR1912966.4104026__1.4104026	74426__group_4823
ERR1912966.4104059__1.4104059	239935__R6JD78__CXU05_09250
ERR1912966.4104463__1.4104463	901__B6WTR4__DESPIGER_1248
ERR1912966.4104523__1.4104523	1681__A0A0M4LK35__LMG13200_0631
ERR1912966.4104539__1.4104539	147206__GCF_000156215.1_00332
ERR1912966.4104580__1.4104580	239935__A0A2N8I7W6__CXT90_04245
ERR1912966.4104643__1.4104643	165179__A0A229I4J4__proA
ERR1912966.4104648__1.4104648	39485__C4Z0T2__ykvU
ERR1912966.4104836__1.4104836	1965631__A0A1Y4AIV0__B5F90_04660
ERR1912966.4104880__1.4104880	33043__A0A173YSY7__tilS
ERR1912966.4104957__1.4104957	74426__sufB
ERR1912966.4105028__1.4105028	292800__A0A174XBF3__ERS852504_03492
ERR1912966.4105248__1.4105248	1262992__R5DGC6__BN795_00540
ERR1912966.4105238__1.4105238	745368__A0A1T4Y963__SAMN02745178_02859
ERR1912966.4105463__1.4105463	1161942__adk
ERR1912966.4105597__1.4105597	821__A0A396F598__CUU_3259
ERR1912966.4105990__1.4105990	1897011__A0A1Q6RDN9__BHW41_05070
ERR1912966.4106078__1.4106078	853__A0A2A7B1Y7__C7K05_11930
ERR1912966.4106164__1.4106164	853__A0A3E2W3R8__FAEPRAM212_00849
ERR1912966.4106346__1.4106346	901__B6WVE0__DESPIG_02056
ERR1912966.4106543__1.4106543	1680__R5GZJ8__BSTER_1195
ERR1912966.4106624__1.4106624	39492__D4JR20__trmD
ERR1912966.4106640__1.4106640	1263000__R5EXT3__BN466_02213
ERR1912966.4106821__1.4106821	39492__D4JWG3__EUBSIR_00308
ERR1912966.4106984__1.4106984	1262961__R6DWA0__BN710_00347
ERR1912966.4107105__1.4107105	239935__A0A2N8HSC0__CXU06_05505
ERR1912966.4107115__1.4107115	1262761__R6R4Y1__BN606_02001
ERR1912966.4107182__1.4107182	1681__A0A1V8QZE2__B216_08176
ERR1912966.4107235__1.4107235	853__A0A2A7B1Y7__C7K05_11930
ERR1912966.4107249__1.4107249	745368__A0A1T4Y119__SAMN02745178_02629
ERR1912966.4107279__1.4107279	239935__A0A139TPD4__CXT86_06450
ERR1912966.4107547__1.4107547	33043__A0A173W4M0__dnaD
ERR1912966.4107625__1.4107625	47678__R5UFW6__ERS852558_01575
ERR1912966.4107752__1.4107752	853__A0A2A7B1Y7__C7K05_11930
ERR1912966.4107963__1.4107963	820__A0A174G065__DXB62_08975
ERR1912966.4108066__1.4108066	33039__A0A173VTT4__frdB_1
ERR1912966.4108099__1.4108099	944036__A0A196S4X3__AV274_6193
ERR1912966.4108301__1.4108301	239935__A0A2N8ITX2__CXT86_11265
ERR1912966.4108356__1.4108356	1897011__A0A1Q6RGZ3__BHW41_01455
ERR1912966.4108370__1.4108370	1262761__R6RU22__BN606_01110
ERR1912966.4108420__1.4108420	33043__A0A173XL07__nadD
ERR1912966.4108570__1.4108570	745368__A0A1T4WPJ1__SAMN02745178_00919
ERR1912966.4108874__1.4108874	1263000__R5EXF8__BN466_01942
ERR1912966.4108985__1.4108985	33043__A0A174GPT0__plsC_2
ERR1912966.4109002__1.4109002	745368__A0A1T4XQU7__SAMN02745178_02180
ERR1912966.4109128__1.4109128	853__A0A173T751__C4N24_10280
ERR1912966.4109399__1.4109399	239935__B2URG6__CXU02_00030
ERR1912966.4109785__1.4109785	1297617__A0A0S2W0Y0__IB211_00609
ERR1912966.4109877__1.4109877	39485__A0A174YNV0__cheW_1
ERR1912966.4109907__1.4109907	853__A0A3E2W3R8__FAEPRAM212_00849
ERR1912966.4110038__1.4110038	74426__infB
ERR1912966.4110214__1.4110214	239935__A0A2N8HUU6__CXT90_06150
ERR1912966.4110590__1.4110590	33043__A8SPT5__yfiN_2
ERR1912966.4110874__1.4110874	310297__B5CZI0__BACPLE_02145
ERR1912966.4110943__1.4110943	1263027__R6ZZ44__BN699_01880
ERR1912966.4111539__1.4111539	1262986__R6AR20__BN492_01540
ERR1912966.4111579__1.4111579	1161942__celI_4
ERR1912966.4111631__1.4111631	572010__srrA
ERR1912966.4111757__1.4111757	1680__A0A087DHN0__AL0462_1532
ERR1912966.4111949__1.4111949	33043__A0A173QUA9__ERS852400_01795
ERR1912966.4111977__1.4111977	1297617__A0A0S2W7K0__IB211_02916
ERR1912966.4112100__1.4112100	1262761__R6R4V4__BN606_00113
ERR1912966.4112302__1.4112302	853__A0A3E2U7E6__ERS852582_01640
ERR1912966.4112403__1.4112403	1262761__R6QTF1__BN606_01445
ERR1912966.4112474__1.4112474	944036__A0A196SGL1__AV274_3870
ERR1912966.4112732__1.4112732	28117__B0MU57__ALIPUT_00175
ERR1912966.4112688__1.4112688	1263000__R5EGY6__BN466_00973
ERR1912966.4112802__1.4112802	239935__A0A2N8ITX2__CXT86_11265
ERR1912966.4112977__1.4112977	1897011__A0A1Q6RDY7__BHW41_05255
ERR1912966.4113003__1.4113003	33043__D5HFA1__ERS852400_02183
ERR1912966.4113631__1.4113631	901__B6WXK8__DESPIG_02835
ERR1912966.4113894__1.4113894	239935__A0A2N8HUU6__CXT90_06150
ERR1912966.4113910__1.4113910	39485__C4Z6R3__mcp2_1
ERR1912966.4113951__1.4113951	239935__A0A2N8IYM5__CXT84_05130
ERR1912966.4114066__1.4114066	39485__C4Z6R3__mcp2_1
ERR1912966.4114187__1.4114187	33043__A0A174B5C6__acm_3
ERR1912966.4114271__1.4114271	853__A0A173T0Y8__CGS54_07215
ERR1912966.4114674__1.4114674	1897011__A0A1Q6RH29__BHW41_01570
ERR1912966.4115065__1.4115065	1520815__A0A1I3L7C9__SAMN02910435_00789
ERR1912966.4115174__1.4115174	239935__A0A2N8ITX2__CXT86_11265
ERR1912966.4115299__1.4115299	1263027__R6ZXA4__BN699_00085
ERR1912966.4115378__1.4115378	853__A0A2A7B9I6__DW855_13690
ERR1912966.4115443__1.4115443	33043__D5HGR0__rpfC_2
ERR1912966.4115470__1.4115470	1263027__R6ZXA4__BN699_00085
ERR1912966.4115472__1.4115472	39492__D4JSG7__EUBSIR_01006
ERR1912966.4115490__1.4115490	1263027__R6ZXA4__BN699_00085
ERR1912966.4115745__1.4115745	944036__A0A196S8T6__AV274_5857
ERR1912966.4115877__1.4115877	147206__GCF_000156215.1_01776
ERR1912966.4116175__1.4116175	239935__A0A2N8HT44__CXT84_11035
ERR1912966.4116243__1.4116243	33043__A0A173YEP6__ERS852575_00888
ERR1912966.4116396__1.4116396	239935__A0A2N8HW65__CXU09_08515
ERR1912966.4116397__1.4116397	239935__A0A2N8HW65__CXU09_08515
ERR1912966.4116479__1.4116479	1235835__R9LCU2__C814_02677
ERR1912966.4116498__1.4116498	1897011__A0A1Q6RFB9__BHW41_03520
ERR1912966.4116620__1.4116620	1686__B6XT54__B5782_1371
ERR1912966.4116836__1.4116836	1262915__R6HKE8__BN574_00620
ERR1912966.4117128__1.4117128	1262948__R7E9E1__BN671_00103
ERR1912966.4117129__1.4117129	239935__B2UNC5__B5G29_07685
ERR1912966.4117178__1.4117178	239935__B2UNC5__B5G29_07685
ERR1912966.4117223__1.4117223	901__B6WUH5__DESPIGER_1779
ERR1912966.4117311__1.4117311	47678__R5U7T0__CGC64_00755
ERR1912966.4117371__1.4117371	74426__infB
ERR1912966.4117451__1.4117451	454155__F3QUC1__HMPREF9442_01791
ERR1912966.4117604__1.4117604	116085__D4J9P0__DW747_03470
ERR1912966.4117678__1.4117678	1965587__A0A1Y4I0B5__B5F35_09285
ERR1912966.4117849__1.4117849	74426__group_4851
ERR1912966.4117884__1.4117884	33043__D5HH62__ERS852575_00121
ERR1912966.4117929__1.4117929	1161942__bdhA
ERR1912966.4117964__1.4117964	1535__A7VTE8__CH238_00020
ERR1912966.4118304__1.4118304	1263027__R6ZI16__BN699_01371
ERR1912966.4118307__1.4118307	47678__R5U9Z0__HMPREF1061_03210
ERR1912966.4118416__1.4118416	74426__rpoB
ERR1912966.4118596__1.4118596	28117__B0MXJ1__BHV66_08445
