ERR1913239.775__1.775	39485__A0A174Z2K9__ERS852490_02052
ERR1913239.2277853__1.2277853	1660__Z4WYX3__CYJ22_09470
ERR1913239.2278174__1.2278174	745368__A0A1T4XL82__SAMN02745178_01984
ERR1913239.2278847__1.2278847	1897011__A0A1Q6RIA0__BHW41_01275
ERR1913239.2279282__1.2279282	147206__GCF_000156215.1_01777
ERR1913239.2279365__1.2279365	901__B6WTR4__DESPIGER_1248
ERR1913239.2279502__1.2279502	1262911__R6GY22__BN557_00023
ERR1913239.2279682__1.2279682	1628085__A0A1C5ZCR8__C7386_10447
ERR1913239.2279719__1.2279719	901__A0A1K1LGQ2__DESPIG_02072
ERR1913239.2279874__1.2279874	328814__GCA_004558275.1_01621
ERR1913239.2279876__1.2279876	214856__A0A174H6R3__ERS852447_02809
ERR1913239.2279943__1.2279943	1263006__R6MRG8__BN515_00513
ERR1913239.2280049__1.2280049	39492__A0A174ZG93__EUBSIR_00254
ERR1913239.2280017__1.2280017	1263000__R5EFY3__BN466_01416
ERR1913239.2280032__1.2280032	214856__R6XTZ7__ERS852447_02314
ERR1913239.2280190__1.2280190	820__A0A174CG08__DXB62_13215
ERR1913239.2280258__1.2280258	1263000__R5ETL6__BN466_01607
ERR1913239.2280372__1.2280372	216816__Q8G6X1__DD674_00140
ERR1913239.2280642__1.2280642	745368__A0A1T4XK16__SAMN02745178_01970
ERR1913239.2281131__1.2281131	328814__GCA_004558275.1_00835
ERR1913239.2281206__1.2281206	1628085__A0A2U1B7S9__C7386_11634
ERR1913239.2281237__1.2281237	1262911__R6GP42__BN557_00222
ERR1913239.2281466__1.2281466	901__B6WXD6__DHV46_02215
ERR1913239.2281698__1.2281698	1897011__A0A1Q6RGB4__BHW41_02795
ERR1913239.2282176__1.2282176	28117__B0MWP2__ALIPUT_01468
ERR1913239.2282463__1.2282463	74426__sugC
ERR1913239.2282757__1.2282757	853__C7H7F8__yccM_1
ERR1913239.2282943__1.2282943	1263000__R5ESM1__BN466_01440
ERR1913239.2283037__1.2283037	745368__A0A1T4XQT6__SAMN02745178_02143
ERR1913239.2283306__1.2283306	1160721__R6TH82__BHW50_00835
ERR1913239.2283704__1.2283704	1262911__R6GY78__BN557_00532
ERR1913239.2283914__1.2283914	817__A0A1C0WW19__macB_12
ERR1913239.2284092__1.2284092	1262927__R7EX56__BN677_00089
ERR1913239.2284745__1.2284745	216816__A0A0A1GN66__APC1468_1044
ERR1913239.2284814__1.2284814	745368__A0A1T4Y119__SAMN02745178_02629
ERR1913239.2285092__1.2285092	1262927__R7EX56__BN677_00089
ERR1913239.2285240__1.2285240	74426__group_1088
ERR1913239.2285283__1.2285283	1262889__R7H8U5__BN634_02236
ERR1913239.2285401__1.2285401	901__A0A1K1LG50__DESPIG_01817
ERR1913239.2285626__1.2285626	216816__E8MVM4__APC1480_1562
ERR1913239.2285809__1.2285809	1262927__R7EX56__BN677_00089
ERR1913239.2285820__1.2285820	901__B6WVE1__DESPIGER_2036
ERR1913239.2285874__1.2285874	357276__B6W1J2__BACDOR_03380
ERR1913239.2286237__1.2286237	328814__GCA_004558275.1_00289
ERR1913239.2286563__1.2286563	1263000__R5EXT3__BN466_02213
ERR1913239.2286734__1.2286734	28117__A0A1Q6FAD1__ALIPUT_01287
ERR1913239.2286789__1.2286789	821__A0A174K302__CUU_3129
ERR1913239.2286792__1.2286792	853__D4K7X0__DW905_09540
ERR1913239.2287532__1.2287532	1160721__R6U7U7__cheW1
ERR1913239.2287780__1.2287780	1628085__A0A396MGZ2__C7386_12111
ERR1913239.2288081__1.2288081	901__B6WVX9__DESPIG_02247
ERR1913239.2288089__1.2288089	1628085__A0A2U1BGZ9__C7386_101169
ERR1913239.2288444__1.2288444	310298__B3JII2__BACCOP_01694
ERR1913239.2288467__1.2288467	28117__B0MY34__BHV66_05195
ERR1913239.2288577__1.2288577	853__A0A3E2U7E6__ERS852582_01640
ERR1913239.2288807__1.2288807	1262927__R7EX56__BN677_00089
ERR1913239.2288875__1.2288875	28117__B0MTS2__ALIPUT_00159
ERR1913239.2288988__1.2288988	745368__A0A1T4XF62__SAMN02745178_01833
ERR1913239.2289145__1.2289145	853__A0A3E2U7E6__ERS852582_01640
ERR1913239.2289468__1.2289468	28117__B0MYP3__BHV66_04995
ERR1913239.2289471__1.2289471	214856__R5UN64__ERS852447_02669
ERR1913239.2289499__1.2289499	446660__GCA_003428235.1_01100
ERR1913239.2289715__1.2289715	901__B6WXI1__DESPIGER_1636
ERR1913239.2289765__1.2289765	166486__D4L1P5__ERS852572_00758
ERR1913239.2290060__1.2290060	544645__A0A3D2DVR9__DXC42_05855
ERR1913239.2290232__1.2290232	1263006__R6LPA6__BN515_01864
ERR1913239.2290570__1.2290570	1628085__A0A2U1BCH3__C7386_10746
ERR1913239.2290631__1.2290631	172901__A0A2U1AT14__C8D82_12016
ERR1913239.2290715__1.2290715	45851__D4S1E0__BUTYVIB_01910
ERR1913239.2290786__1.2290786	1897011__A0A1Q6RE83__BHW41_04925
ERR1913239.2291123__1.2291123	853__A0A1Q6QQK2__FAEPRAA2165_01190
ERR1913239.2291157__1.2291157	28117__B0MXG8__ALIPUT_01814
ERR1913239.2291883__1.2291883	1262700__R5XKJ0__BN695_01190
ERR1913239.2291896__1.2291896	1262927__R7EX56__BN677_00089
ERR1913239.2292222__1.2292222	901__B6WUH5__DESPIGER_1779
ERR1913239.2292359__1.2292359	853__A0A3E2U7E6__ERS852582_01640
ERR1913239.2292416__1.2292416	74426__rpoB
ERR1913239.2292661__1.2292661	39485__C4Z6E8__EUBELI_20395
ERR1913239.2292981__1.2292981	745368__A0A1T4Y963__SAMN02745178_02859
ERR1913239.2293175__1.2293175	853__D4K7X0__DW905_09540
ERR1913239.2293221__1.2293221	1897011__A0A1Q6RGC2__BHW41_02765
ERR1913239.2293406__1.2293406	853__A0A1Q6QQK2__FAEPRAA2165_01190
ERR1913239.2293519__1.2293519	901__A0A1K1LFD7__DHV46_01840
ERR1913239.2293874__1.2293874	1262927__R7EX56__BN677_00089
ERR1913239.2293909__1.2293909	166486__D4KJ39__ERS852572_02622
ERR1913239.2293971__1.2293971	1263006__R6LPK6__BN515_01980
ERR1913239.2294522__1.2294522	1235835__R9LCU2__C814_02677
ERR1913239.2294575__1.2294575	1501391__GCA_000786575.1_00065
ERR1913239.2294851__1.2294851	214856__R5UN64__ERS852447_02669
ERR1913239.2295350__1.2295350	853__E2ZJT1__C4N23_03535
ERR1913239.2295399__1.2295399	74426__nifJ
ERR1913239.2295590__1.2295590	823__A6LEF1__CF162_12695
ERR1913239.2295806__1.2295806	1262911__R6GTZ0__BN557_01437
ERR1913239.2296810__1.2296810	1262911__R6GKS1__BN557_00184
ERR1913239.2296871__1.2296871	823__K6APS3__DDY96_02400
ERR1913239.2296896__1.2296896	1262927__R7EX56__BN677_00089
ERR1913239.2297089__1.2297089	1262992__R5D1U8__BN795_00158
ERR1913239.2297425__1.2297425	821__A0A0P0LQT3__DXC03_05050
ERR1913239.2297550__1.2297550	2108523__A0A2P2F314__LAWASA_362
ERR1913239.2297778__1.2297778	1897011__A0A1Q6RHX0__BHW41_00740
ERR1913239.2298614__1.2298614	1263000__R5EC87__BN466_00713
ERR1913239.2298669__1.2298669	46228__V8CHJ4__RUMLAC_00753
ERR1913239.2299000__1.2299000	1897011__A0A1Q6RH97__BHW41_01945
ERR1913239.2299238__1.2299238	901__A0A1K1LF78__DESPIGER_1556
ERR1913239.2300123__1.2300123	853__A0A2A6Z8X1__FPR_03410
ERR1913239.2300232__1.2300232	39485__A0A174YYW2__benM
ERR1913239.2300337__1.2300337	853__A8SCP3__C4N26_07960
ERR1913239.2300581__1.2300581	901__B6WQE3__DHV46_07200
ERR1913239.2300928__1.2300928	28117__B0MWZ9__ALIPUT_01735
ERR1913239.2301205__1.2301205	74426__purL
ERR1913239.2302067__1.2302067	745368__A0A1T4Y2H2__SAMN02745178_02630
ERR1913239.2302096__1.2302096	1262911__R6GMA5__BN557_00481
ERR1913239.2302295__1.2302295	39491__A0A395ZKJ0__DXD13_11010
ERR1913239.2302470__1.2302470	1262927__R7EX56__BN677_00089
ERR1913239.2303017__1.2303017	214856__I3YPI7__pepD_1
ERR1913239.2303174__1.2303174	214856__A0A175A6T5__ERS852447_02658
ERR1913239.2303225__1.2303225	1262886__R6QAM6__BN563_01696
ERR1913239.2303326__1.2303326	28117__B0MTH2__ALIPUT_00061
ERR1913239.2303367__1.2303367	166486__D4L2C3__ERS852572_01686
ERR1913239.2303579__1.2303579	1501391__GCA_000786575.1_00052
ERR1913239.2303759__1.2303759	544645__A0A3E4SZ70__DXC42_14810
ERR1913239.2303946__1.2303946	853__A0A174C5M1__CGS58_04460
ERR1913239.2303962__1.2303962	853__A0A3E2U7E6__ERS852582_01640
ERR1913239.2304205__1.2304205	853__R6QDR1__C4N27_08170
ERR1913239.2304302__1.2304302	901__B6WXI1__DESPIGER_1636
ERR1913239.2304588__1.2304588	46228__V8CBW1__HMPREF1202_00636
ERR1913239.2304766__1.2304766	821__A0A395UNT8__DXD64_15275
ERR1913239.2304876__1.2304876	745368__A0A1T4W6M6__SAMN02745178_00035
ERR1913239.2304962__1.2304962	1550024__G9RWE3__TQ39_04170
ERR1913239.2305489__1.2305489	166486__D4KZI1__ERS852572_00422
ERR1913239.2305678__1.2305678	821__A0A174NM17__lacZ_6
ERR1913239.2305768__1.2305768	745368__A0A1T4XF62__SAMN02745178_01833
ERR1913239.2306112__1.2306112	1897011__A0A1Q6RES7__BHW41_04275
ERR1913239.2306232__1.2306232	446660__GCA_003428235.1_01040
ERR1913239.2307100__1.2307100	301301__A0A395V9P9__ERS852391_00747
ERR1913239.2307484__1.2307484	1896974__A0A1Q6H018__BHV77_13175
ERR1913239.2307502__1.2307502	1262743__R5C9G8__BN727_01341
ERR1913239.2308008__1.2308008	572010__dnaK2
ERR1913239.2308027__1.2308027	1262992__R5DG08__BN795_00475
ERR1913239.2308036__1.2308036	572010__dnaK2
ERR1913239.2308070__1.2308070	1897011__A0A1Q6RDY7__BHW41_05255
ERR1913239.2308212__1.2308212	39488__A0A173UYZ4__EHLA_0662
ERR1913239.2308270__1.2308270	821__A0A174NVL6__NCTC10583_01782
ERR1913239.2308323__1.2308323	820__A0A396EXA7__DXB37_15530
ERR1913239.2308702__1.2308702	901__B6WYA8__DESPIGER_1386
ERR1913239.2308736__1.2308736	901__B6WTW8__DESPIGER_1202
ERR1913239.2308753__1.2308753	820__A0A3E4W9D9__B5G17_12400
ERR1913239.2308771__1.2308771	166486__D4KMI6__ERS852572_01515
ERR1913239.2308956__1.2308956	1262927__R7EX56__BN677_00089
ERR1913239.2309010__1.2309010	28117__B0MT73__ALIPUT_00412
ERR1913239.2309564__1.2309564	1262927__R7EX56__BN677_00089
ERR1913239.2309576__1.2309576	1263000__R5EFJ5__BN466_01372
ERR1913239.2309602__1.2309602	214856__R6XTZ7__ERS852447_02314
ERR1913239.2309636__1.2309636	204516__U6RPN2__HMPREF1534_00368
ERR1913239.2309768__1.2309768	853__C7H7F8__yccM_1
ERR1913239.2310087__1.2310087	1262927__R7EX56__BN677_00089
ERR1913239.2310143__1.2310143	28117__B0MTS2__ALIPUT_00159
ERR1913239.2310343__1.2310343	853__C7H7F8__yccM_1
ERR1913239.2310450__1.2310450	1263000__R5EUG9__BN466_01476
ERR1913239.2310491__1.2310491	1262927__R7EX56__BN677_00089
ERR1913239.2310813__1.2310813	46228__B5CTC0__RUMLAC_02743
ERR1913239.2310940__1.2310940	901__B6WTW8__DESPIGER_1202
ERR1913239.2310998__1.2310998	166486__D4L458__ROSINTL182_07088
ERR1913239.2311115__1.2311115	28117__B0MY40__BHV66_05170
ERR1913239.2311508__1.2311508	46228__V8CCW7__DXD17_07330
ERR1913239.2311523__1.2311523	901__B6WX92__DESPIG_02718
ERR1913239.2312126__1.2312126	418240__C6JAJ8__ERS852478_03436
ERR1913239.2312634__1.2312634	572010__pnp
ERR1913239.2312693__1.2312693	166486__D4KWN4__ERS852572_01865
ERR1913239.2312858__1.2312858	39485__A0A174YKY3__EUBELI_00877
ERR1913239.2312944__1.2312944	28116__A0A1Y4PHM7__DXA80_25130
ERR1913239.2313068__1.2313068	39485__C4Z390__EUBELI_01689
ERR1913239.2313277__1.2313277	1897011__A0A1Q6RGA5__BHW41_02775
ERR1913239.2313388__1.2313388	166486__D4L458__ROSINTL182_07088
ERR1913239.2313418__1.2313418	39485__A0A174ZA72__glgB_1
ERR1913239.2313564__1.2313564	74426__pflB_2
ERR1913239.2313658__1.2313658	28117__R7JPX7__BHV66_00900
ERR1913239.2313695__1.2313695	853__A0A2A7B9I6__DW855_13690
ERR1913239.2314210__1.2314210	820__A0A3E4HWJ4__DXD40_05945
ERR1913239.2314299__1.2314299	39485__A0A174YVB5__lyc
ERR1913239.2314307__1.2314307	100886__E2NQ04__CATMIT_00655
ERR1913239.2314613__1.2314613	745368__A0A1T4W6M6__SAMN02745178_00035
ERR1913239.2314631__1.2314631	1897011__A0A1Q6RDX8__BHW41_05330
ERR1913239.2314703__1.2314703	360807__A0A0M6WKA4__ERS852392_00206
ERR1913239.2314750__1.2314750	28117__B0MY82__BHV66_04755
ERR1913239.2314909__1.2314909	901__B6WRB3__DESPIGER_0300
ERR1913239.2315281__1.2315281	1262927__R7EX56__BN677_00089
ERR1913239.2315341__1.2315341	28116__R6JLW4__DHW41_14880
ERR1913239.2315383__1.2315383	39491__A0A396FJJ9__DXB76_11995
ERR1913239.2315710__1.2315710	394340__group_617
ERR1913239.2315740__1.2315740	901__B6WPV2__DHV46_04070
ERR1913239.2315922__1.2315922	487174__K0WXI5__DDY40_07185
ERR1913239.2315949__1.2315949	1262911__R6GR13__BN557_00618
ERR1913239.2315962__1.2315962	74426__group_4823
ERR1913239.2316055__1.2316055	47678__R5USS6__C5Z00_03300
ERR1913239.2316174__1.2316174	33025__A0A395JEP7__C8D73_10844
ERR1913239.2316304__1.2316304	901__B6WQ99__BHW59_02695
ERR1913239.2316375__1.2316375	1263000__R5EDV4__BN466_01097
ERR1913239.2316571__1.2316571	214856__A0A173Z1B0__ERS852447_00765
ERR1913239.2316791__1.2316791	1263000__R5EV67__BN466_01611
ERR1913239.2317069__1.2317069	487174__K0WXG8__DIT83_09300
ERR1913239.2317158__1.2317158	853__C7H7F8__yccM_1
ERR1913239.2317240__1.2317240	823__A0A073I748__M096_3057
ERR1913239.2317281__1.2317281	901__B6WR27__lnt
ERR1913239.2317482__1.2317482	28117__B0MWZ9__ALIPUT_01735
ERR1913239.2318115__1.2318115	1262911__R6GLI1__BN557_01518
ERR1913239.2318362__1.2318362	853__A0A173YYY4__DWZ04_09420
ERR1913239.2318511__1.2318511	1262927__R7EX56__BN677_00089
ERR1913239.2318515__1.2318515	745368__A0A1T4W6M6__SAMN02745178_00035
ERR1913239.2318537__1.2318537	745368__A0A1T4XL82__SAMN02745178_01984
ERR1913239.2318725__1.2318725	901__B6WUL1__DESPIG_01755
ERR1913239.2318785__1.2318785	853__A0A3E2V168__FAEPRAM212_00929
ERR1913239.2318875__1.2318875	214856__A0A173YXX1__ERS852559_01651
ERR1913239.2319034__1.2319034	33043__A0A173WWJ5__ERS852386_00339
ERR1913239.2319065__1.2319065	901__B6WW26__DESPIG_02294
ERR1913239.2319339__1.2319339	1628085__A0A396QTT4__C7386_103139
ERR1913239.2319317__1.2319317	74426__purL
ERR1913239.2319481__1.2319481	901__B6WUL1__DESPIG_01755
ERR1913239.2319494__1.2319494	821__A6L0C7__ERS852556_03520
ERR1913239.2319848__1.2319848	1262743__R5C9G8__BN727_01341
ERR1913239.2320004__1.2320004	394340__rny
ERR1913239.2320288__1.2320288	1897011__A0A1Q6RDY7__BHW41_05255
ERR1913239.2320463__1.2320463	853__R6QDR1__C4N27_08170
ERR1913239.2320711__1.2320711	214856__I3YPQ6__Alfi_2714
ERR1913239.2320783__1.2320783	1897011__A0A1Q6RCL1__BHW41_06190
ERR1913239.2320895__1.2320895	74426__gap
ERR1913239.2320901__1.2320901	1897011__A0A1Q6RJ96__BHW41_00350
ERR1913239.2321086__1.2321086	166486__D4KW38__ERS852572_02341
ERR1913239.2321109__1.2321109	853__A0A1Q6QQK2__FAEPRAA2165_01190
ERR1913239.2321497__1.2321497	1897011__A0A1Q6REV3__BHW41_04080
ERR1913239.2321653__1.2321653	1262927__R7EX56__BN677_00089
ERR1913239.2321759__1.2321759	1263000__R5F0H8__BN466_00254
ERR1913239.2322794__1.2322794	820__A0A174LJB2__HMPREF1072_04112
ERR1913239.2322924__1.2322924	901__B6WXT8__DESPIGER_1543
ERR1913239.2323549__1.2323549	745368__A0A1T4W6M6__SAMN02745178_00035
ERR1913239.2323652__1.2323652	853__D4K7X0__DW905_09540
ERR1913239.2323695__1.2323695	853__A0A3E2V168__FAEPRAM212_00929
ERR1913239.2324292__1.2324292	552398__T5S086__HMPREF0866_01580
ERR1913239.2324676__1.2324676	853__A0A329UEG4__CHR60_00585
ERR1913239.2324729__1.2324729	147206__GCF_000156215.1_01773
ERR1913239.2325145__1.2325145	214856__I3YPI7__pepD_1
ERR1913239.2325300__1.2325300	745368__A0A1T4X705__SAMN02745178_01472
ERR1913239.2325351__1.2325351	147206__GCF_000156215.1_01776
ERR1913239.2325354__1.2325354	1263030__R5CRR4__BN705_00100
ERR1913239.2325418__1.2325418	853__A0A3E2U7E6__ERS852582_01640
ERR1913239.2325875__1.2325875	1150298__A0A174MSM0__toxA_2
ERR1913239.2325876__1.2325876	214856__I3YPI7__pepD_1
ERR1913239.2326030__1.2326030	820__A0A174EV88__HMPREF1072_01427
ERR1913239.2326641__1.2326641	28117__B0MWH8__BHV66_01330
ERR1913239.2327528__1.2327528	446660__GCA_003428235.1_01598
ERR1913239.2327801__1.2327801	853__A0A1Q6QQK2__FAEPRAA2165_01190
ERR1913239.2327913__1.2327913	901__B6WXF1__DESPIGER_1660
ERR1913239.2328420__1.2328420	853__D4JY61__C4N21_10560
ERR1913239.2328557__1.2328557	901__B6WQ99__BHW59_02695
ERR1913239.2329300__1.2329300	1897011__A0A1Q6RGG6__BHW41_02770
ERR1913239.2330265__1.2330265	106588__A6P303__BACCAP_04887
ERR1913239.2330369__1.2330369	214856__I3YMC8__ERS852447_02666
ERR1913239.2330384__1.2330384	853__A0A174C5M1__CGS58_04460
ERR1913239.2330451__1.2330451	901__B6WXF1__DESPIGER_1660
ERR1913239.2330980__1.2330980	446660__GCA_003428235.1_01529
ERR1913239.2331252__1.2331252	745368__A0A1T4Y119__SAMN02745178_02629
ERR1913239.2331262__1.2331262	1263000__R5EAZ0__BN466_00537
ERR1913239.2331726__1.2331726	74426__argF
ERR1913239.2331753__1.2331753	1897011__A0A1Q6RIP3__BHW41_00615
ERR1913239.2331895__1.2331895	853__A0A173YYY4__DWZ04_09420
ERR1913239.2331974__1.2331974	46503__R6WYJ8__DXB85_13825
ERR1913239.2332026__1.2332026	1897011__A0A1Q6RHB1__BHW41_01830
ERR1913239.2332370__1.2332370	552398__F4XHL8__HMPREF0866_03122
ERR1913239.2332423__1.2332423	1897011__A0A1Q6RIC6__BHW41_01345
ERR1913239.2332543__1.2332543	901__B6WYA8__DESPIGER_1386
ERR1913239.2332928__1.2332928	853__D4JY61__C4N21_10560
ERR1913239.2332929__1.2332929	214856__A0A175A6T5__ERS852447_02658
ERR1913239.2332965__1.2332965	556259__I0PXW0__BSGG_5187
ERR1913239.2332990__1.2332990	328814__GCA_004558275.1_01822
ERR1913239.2333184__1.2333184	901__B6WVR4__DESPIGER_2125
ERR1913239.2333922__1.2333922	28117__B0MY34__BHV66_05195
ERR1913239.2334393__1.2334393	214856__I3YMN6__Alfi_1938
ERR1913239.2334565__1.2334565	745368__A0A1T4W6M6__SAMN02745178_00035
ERR1913239.2334630__1.2334630	172901__A0A2U1AV19__C8D82_11898
ERR1913239.2334664__1.2334664	28117__R7JIY2__BHV66_06465
ERR1913239.2334980__1.2334980	901__A0A1K1LG50__DESPIG_01817
ERR1913239.2335161__1.2335161	1150298__A0A174K7D2__ERS852498_01147
ERR1913239.2335270__1.2335270	821__A6L0C7__ERS852556_03520
ERR1913239.2335716__1.2335716	147206__GCF_000156215.1_01773
ERR1913239.2335830__1.2335830	204516__U6RFU0__HMPREF1534_02545
ERR1913239.2336175__1.2336175	901__B6WXX4__DESPIGER_1515
ERR1913239.2336274__1.2336274	745368__A0A1T4Y2H2__SAMN02745178_02630
ERR1913239.2336295__1.2336295	1897011__A0A1Q6RDX8__BHW41_05330
ERR1913239.2336397__1.2336397	357276__A0A076ITU4__EL88_22160
ERR1913239.2336528__1.2336528	853__A0A3E2U7E6__ERS852582_01640
ERR1913239.2336650__1.2336650	1262927__R7EX56__BN677_00089
ERR1913239.2336673__1.2336673	1660__S2Z6V4__hrpB
ERR1913239.2336698__1.2336698	1897011__A0A1Q6RI94__BHW41_01260
ERR1913239.2336815__1.2336815	901__B6WRI9__DESPIGER_0385
ERR1913239.2336875__1.2336875	74426__purL
ERR1913239.2337398__1.2337398	1262911__R6GQM3__BN557_01245
ERR1913239.2337541__1.2337541	745368__A0A1T4Y119__SAMN02745178_02629
ERR1913239.2337770__1.2337770	1263000__R5EKG2__BN466_02040
ERR1913239.2337873__1.2337873	1263000__R5EXF8__BN466_01942
ERR1913239.2337997__1.2337997	853__D4K7X0__DW905_09540
ERR1913239.2338297__1.2338297	901__B6WTQ4__DESPIGER_1255
ERR1913239.2338469__1.2338469	901__B6WWB4__DESPIGER_2273
ERR1913239.2338580__1.2338580	487174__K0X3V7__DIT83_01400
ERR1913239.2338697__1.2338697	301301__A0A173ZW33__RHOM_02600
ERR1913239.2338882__1.2338882	745368__A0A1T4XVH8__SAMN02745178_02336
ERR1913239.2339266__1.2339266	821__I9R3W6__DXC16_12455
ERR1913239.2339300__1.2339300	901__B6WY35__DESPIGER_1461
ERR1913239.2339460__1.2339460	46228__V8BL81__DXD17_11825
ERR1913239.2339556__1.2339556	1262911__R6H2J2__BN557_01228
ERR1913239.2339573__1.2339573	28117__B0MTS2__ALIPUT_00159
ERR1913239.2339709__1.2339709	552398__F4XCR9__HMPREF0866_01636
ERR1913239.2339753__1.2339753	147206__GCF_000156215.1_01777
ERR1913239.2339962__1.2339962	901__B6WTQ4__DESPIGER_1255
ERR1913239.2340061__1.2340061	901__B6WRI9__DESPIGER_0385
ERR1913239.2340443__1.2340443	901__B6WY50__DESPIGER_1446
ERR1913239.2340601__1.2340601	1262927__R7EX56__BN677_00089
ERR1913239.2340846__1.2340846	1262927__R7EX56__BN677_00089
ERR1913239.2340896__1.2340896	901__B6WR31__DESPIG_00511
ERR1913239.2340962__1.2340962	147206__GCF_000156215.1_01776
ERR1913239.2341227__1.2341227	28117__B0MY40__BHV66_05170
ERR1913239.2341471__1.2341471	47678__R5UES3__CGC64_00760
ERR1913239.2341627__1.2341627	820__A0A174Q0F0__DXB48_08080
ERR1913239.2341825__1.2341825	1262927__R7EX56__BN677_00089
ERR1913239.2342024__1.2342024	552398__F4XCR9__HMPREF0866_01636
ERR1913239.2342342__1.2342342	46228__V8CDA4__DXD17_12295
ERR1913239.2342554__1.2342554	901__B6WUN9__DESPIGER_1850
ERR1913239.2342674__1.2342674	821__A0A3E4HP25__SAMN04487923_102450
ERR1913239.2342943__1.2342943	1897011__A0A1Q6REW8__BHW41_04435
ERR1913239.2343060__1.2343060	901__A0A1K1LF78__DESPIGER_1556
ERR1913239.2343079__1.2343079	901__B6WXG9__DESPIG_02795
ERR1913239.2343222__1.2343222	853__A0A173RZ39__C4N22_01650
ERR1913239.2343296__1.2343296	360807__C0G083__ROSEINA2194_04432
ERR1913239.2343344__1.2343344	572010__pnp
ERR1913239.2343612__1.2343612	45851__D4S2U9__BHV86_05685
ERR1913239.2343692__1.2343692	853__E2ZGD9__C7J97_11715
ERR1913239.2343783__1.2343783	357276__A0A0M1W657__HMPREF1064_04629
ERR1913239.2343977__1.2343977	1150298__R7JXH6__mecR1
ERR1913239.2344415__1.2344415	1262889__R7HBI6__BN634_00794
ERR1913239.2344501__1.2344501	1897011__A0A1Q6RJH2__BHW41_00235
ERR1913239.2344723__1.2344723	853__A0A173RZ39__C4N22_01650
ERR1913239.2344791__1.2344791	166486__C7GCP5__ROSINTL182_07683
ERR1913239.2344962__1.2344962	1263044__GCA_000433375.1_00653
ERR1913239.2345120__1.2345120	214856__A0A175A6T5__ERS852447_02658
ERR1913239.2345242__1.2345242	901__B6WY11__DESPIGER_1484
ERR1913239.2345376__1.2345376	901__B6WVJ0__BHW59_08380
ERR1913239.2345513__1.2345513	901__B6WXX4__DESPIGER_1515
ERR1913239.2345661__1.2345661	1263000__R5EMW8__BN466_00256
ERR1913239.2345684__1.2345684	901__B6WTR9__DESPIG_01476
ERR1913239.2345765__1.2345765	74426__rpoB
ERR1913239.2345802__1.2345802	360807__A0A396AF38__RIL183_00781
ERR1913239.2346070__1.2346070	901__A0A1K1LG50__DESPIG_01817
ERR1913239.2346138__1.2346138	572010__hgdC_1
ERR1913239.2346397__1.2346397	853__D4K7X0__DW905_09540
ERR1913239.2346730__1.2346730	28117__B0MY40__BHV66_05170
ERR1913239.2346809__1.2346809	1263000__R5EGY6__BN466_00973
ERR1913239.2346943__1.2346943	901__B6WRK3__DESPIG_00694
ERR1913239.2346985__1.2346985	1263000__R5EVY6__BN466_01709
ERR1913239.2347065__1.2347065	166486__D4KVZ2__cbiT
ERR1913239.2347093__1.2347093	901__A0A1K1LF78__DESPIGER_1556
ERR1913239.2347335__1.2347335	901__B6WUH5__DESPIGER_1779
ERR1913239.2347574__1.2347574	39491__A0A396FRE7__EUR_27520
ERR1913239.2347870__1.2347870	1628085__A0A2U1BD76__C7386_10691
ERR1913239.2347938__1.2347938	1263000__R5EV67__BN466_01611
ERR1913239.2347940__1.2347940	1897011__A0A1Q6RJ96__BHW41_00350
ERR1913239.2348126__1.2348126	28117__B0MTH2__ALIPUT_00061
ERR1913239.2348408__1.2348408	166486__D4KJ71__ERS852572_03479
ERR1913239.2348674__1.2348674	1262927__R7EX56__BN677_00089
ERR1913239.2348697__1.2348697	572010__nifJ
ERR1913239.2348712__1.2348712	901__B6WX96__DHV46_02375
ERR1913239.2348916__1.2348916	1263000__R5EJ27__BN466_01916
ERR1913239.2349088__1.2349088	901__B6WY50__DESPIGER_1446
ERR1913239.2349147__1.2349147	28117__B0MT73__ALIPUT_00412
ERR1913239.2349165__1.2349165	28117__B0MTS2__ALIPUT_00159
ERR1913239.2349285__1.2349285	28117__B0MY41__BHV66_05165
