ERR1913141.6__1.6	1681__A0A0E2ZCN8__DXD31_01560
ERR1913141.839327__1.839327	820__A7VAR9__ERS852421_00197
ERR1913141.839330__1.839330	1299998__GCA_001494635.1_00056
ERR1913141.839531__1.839531	1263000__R5EQI3__BN466_00125
ERR1913141.839565__1.839565	239935__A0A2N8IKW7__pstA
ERR1913141.839810__1.839810	239935__A0A2N8IMD6__CXU03_05585
ERR1913141.839835__1.839835	820__A0A3E4VXP2__yesR
ERR1913141.839846__1.839846	239935__A0A2N8HM32__CXT85_08075
ERR1913141.839877__1.839877	239935__A0A2N8I9P4__CXT85_05050
ERR1913141.840096__1.840096	357276__I8WEZ6__BACDOR_02323
ERR1913141.840117__1.840117	239935__R6JD78__CXU05_09250
ERR1913141.840162__1.840162	1262882__R5MDR8__BN519_00124
ERR1913141.840277__1.840277	239935__A0A2N8ITX2__CXT86_11265
ERR1913141.840373__1.840373	40518__R5DQK2__DXD93_03730
ERR1913141.840386__1.840386	40518__R5DXI4__DXD86_07420
ERR1913141.840585__1.840585	239935__A0A2N8IRL2__CXU06_01170
ERR1913141.840893__1.840893	1262882__R5N4I8__BN519_01293
ERR1913141.840981__1.840981	1263000__R5EYJ0__BN466_02095
ERR1913141.841071__1.841071	239935__A0A2N8IYM5__CXT84_05130
ERR1913141.841220__1.841220	357276__I9RCD3__IY41_15070
ERR1913141.841232__1.841232	357276__B6W1Y5__IY41_11405
ERR1913141.841421__1.841421	821__A0A078R9Y9__M097_2119
ERR1913141.841588__1.841588	1550024__G9RWE3__TQ39_04170
ERR1913141.841616__1.841616	28116__E5C458__BACOV975_02730
ERR1913141.841721__1.841721	820__A0A374Q4X1__HMPREF2141_02370
ERR1913141.841781__1.841781	1263000__R5EH44__BN466_01492
ERR1913141.841870__1.841870	328814__GCA_004558275.1_02278
ERR1913141.841970__1.841970	1501391__GCA_000786575.1_00042
ERR1913141.842155__1.842155	394340__nrdD
ERR1913141.842168__1.842168	1262882__R5MYP8__BN519_00439
ERR1913141.842371__1.842371	239935__B2UPZ6__CXU03_03800
ERR1913141.842373__1.842373	357276__A6L053__ABI39_04450
ERR1913141.842404__1.842404	820__A0A174LJB2__HMPREF1072_04112
ERR1913141.842416__1.842416	357276__I9R994__BACDOR_04044
ERR1913141.842427__1.842427	47678__R5UU25__DXB67_16190
ERR1913141.842460__1.842460	239935__A0A2N8HEH9__CXU07_11710
ERR1913141.842483__1.842483	1262882__R5MYI1__BN519_00416
ERR1913141.842710__1.842710	357276__A0A0K2HKT7__B5F95_21090
ERR1913141.842692__1.842692	1897011__A0A1Q6RIC6__BHW41_01345
ERR1913141.842770__1.842770	1262911__R6H0U7__BN557_01104
ERR1913141.842848__1.842848	1897011__A0A1Q6RDL4__BHW41_05540
ERR1913141.843066__1.843066	1262882__R5MSX6__BN519_01697
ERR1913141.843111__1.843111	74426__group_4823
ERR1913141.843253__1.843253	239935__A0A139TT05__CXU09_03335
ERR1913141.843549__1.843549	1501391__GCA_000786575.1_00074
ERR1913141.843563__1.843563	823__A0A395YX30__M090_4590
ERR1913141.843949__1.843949	239935__A0A139TPG3__CXT86_08810
ERR1913141.844152__1.844152	820__A0A374MXK3__HMPREF1072_00166
ERR1913141.844142__1.844142	239935__A0A2N8HT44__CXT84_11035
ERR1913141.844333__1.844333	1262882__R5MJJ9__BN519_01035
ERR1913141.844895__1.844895	1262882__R5MM69__BN519_00075
ERR1913141.844909__1.844909	239935__A0A2N8I9P4__CXT85_05050
ERR1913141.845230__1.845230	502393__GCA_001553005.1_00849
ERR1913141.845329__1.845329	47678__A0A174TQR6__CGC64_14735
ERR1913141.845295__1.845295	1550024__A0A0D8J112__TQ39_05560
ERR1913141.845359__1.845359	820__R9HXK9__DXB62_08265
ERR1913141.845383__1.845383	853__A0A3E2V168__FAEPRAM212_00929
ERR1913141.845389__1.845389	239935__A0A139TVJ4__CXT86_02020
ERR1913141.845434__1.845434	820__A0A3E4G493__ERS417307_00253
ERR1913141.845668__1.845668	239935__A0A139TPD8__CXU12_11015
ERR1913141.845757__1.845757	820__A0A139K4W1__M093_0353
ERR1913141.845933__1.845933	239935__R7E524__CXT91_06180
ERR1913141.845977__1.845977	2292284__A0A374V8M3__DXC10_12345
ERR1913141.846026__1.846026	1262882__R5N4G2__BN519_01273
ERR1913141.846070__1.846070	1262882__R5MF51__BN519_00287
ERR1913141.846157__1.846157	371601__C3QR34__DXD03_22980
ERR1913141.846291__1.846291	1501391__GCA_000786575.1_00062
ERR1913141.846311__1.846311	1263000__R5EV67__BN466_01611
ERR1913141.846479__1.846479	820__R9I2U8__DXC68_09590
ERR1913141.846507__1.846507	820__I9A4U7__DHU98_12785
ERR1913141.846587__1.846587	820__A0A3E4W984__pssA
ERR1913141.846555__1.846555	39492__D4JUT9__ERS852540_01449
ERR1913141.846621__1.846621	1262882__R5MSS9__BN519_01662
ERR1913141.846936__1.846936	239935__A0A2N8I6R6__CXU04_04335
ERR1913141.846962__1.846962	357276__B6W1J2__BACDOR_03380
ERR1913141.847103__1.847103	46506__B0NM94__HMPREF1181_03250
ERR1913141.847626__1.847626	239935__A0A2N8IRH4__CXT92_05605
ERR1913141.847854__1.847854	818__R9HBA6__HMPREF2534_04317
ERR1913141.847979__1.847979	820__A0A139K2N9__DXB62_12420
ERR1913141.847906__1.847906	239935__B2UQP8__CXU15_01110
ERR1913141.847922__1.847922	328814__GCA_004558275.1_00296
ERR1913141.847998__1.847998	239935__A0A2N8HT44__CXT84_11035
ERR1913141.848137__1.848137	818__A0A0N7I9M6__Btheta7330_00939
ERR1913141.848099__1.848099	357276__A0A174L570__GV66_05720
ERR1913141.848601__1.848601	47678__R5UER2__CGC64_00710
ERR1913141.848645__1.848645	394340__ddhA_1
ERR1913141.848797__1.848797	39492__B0MM84__lgt
ERR1913141.848944__1.848944	47678__R5U2X1__ERS852494_00033
ERR1913141.849021__1.849021	357276__I8WBQ9__HMPREF1065_03212
ERR1913141.849053__1.849053	1263107__GCA_000436995.1_00173
ERR1913141.849293__1.849293	1501391__GCA_000786575.1_00055
ERR1913141.849358__1.849358	328814__GCA_004558275.1_00293
ERR1913141.849512__1.849512	745368__A0A1T4XVH8__SAMN02745178_02336
ERR1913141.849575__1.849575	239935__A0A139TPG3__CXT86_08810
ERR1913141.849647__1.849647	239935__A0A2N8IV82__CXT99_06735
ERR1913141.849887__1.849887	820__A0A3E4IGA7__DXD40_07110
ERR1913141.849922__1.849922	239935__A0A139TPU7__CXT91_06575
ERR1913141.849977__1.849977	1550024__A0A3B9WI73__ASJ35_03410
ERR1913141.850021__1.850021	239935__R6IZU4__CXT87_08085
ERR1913141.850345__1.850345	40520__R7DDE2__mglA_2
ERR1913141.850351__1.850351	1603888__A0A133SJQ2__HMPREF3201_00575
ERR1913141.850352__1.850352	47678__A5ZEP4__DXB67_14045
ERR1913141.850391__1.850391	239935__A0A2N8HUU6__CXT90_06150
ERR1913141.850520__1.850520	357276__A0A076INK2__BSEG_04225
ERR1913141.850530__1.850530	357276__B6W1Y5__IY41_11405
ERR1913141.850810__1.850810	1897011__A0A1Q6REA0__BHW41_04660
ERR1913141.850816__1.850816	1681__I3WJE2__DXC50_07465
ERR1913141.850862__1.850862	1262882__R5N532__BN519_01420
ERR1913141.850972__1.850972	239935__R7DVL7__CXT93_01180
ERR1913141.850987__1.850987	1501391__GCA_000786575.1_00016
ERR1913141.851153__1.851153	239935__A0A2N8I3G2__CXT89_00720
ERR1913141.851198__1.851198	239935__A0A139TPD4__CXT86_06450
ERR1913141.851221__1.851221	47678__A5ZEX0__DW706_08045
ERR1913141.851618__1.851618	239935__A0A2N8HAQ1__DEF40_05290
ERR1913141.851627__1.851627	1262882__R5MZZ3__BN519_00482
ERR1913141.851709__1.851709	371601__C3QB87__BN890_8390
ERR1913141.851736__1.851736	239935__A0A139TMG9__CXU07_10650
ERR1913141.852004__1.852004	46506__B0NU77__AA415_02810
ERR1913141.852172__1.852172	820__A0A174F696__macB_13
ERR1913141.852285__1.852285	239935__A0A2N8IMD6__CXU03_05585
ERR1913141.852268__1.852268	818__A0A3E5HY51__rpfC_2
ERR1913141.852344__1.852344	33039__D4M379__selB
ERR1913141.852356__1.852356	328814__GCA_004558275.1_00036
ERR1913141.852360__1.852360	239935__A0A139TQT9__Amuc_1197
ERR1913141.852366__1.852366	357276__A0A174L570__GV66_05720
ERR1913141.852401__1.852401	1501391__GCA_000786575.1_00036
ERR1913141.852499__1.852499	239935__A0A2N8IZ16__CXT84_05850
ERR1913141.852513__1.852513	820__E5VA63__DXC80_01025
ERR1913141.852605__1.852605	1501391__GCA_000786575.1_00076
ERR1913141.852623__1.852623	239935__A0A2N8HB50__CXU17_02615
ERR1913141.852929__1.852929	1262992__R5DCN3__BN795_00359
ERR1913141.853007__1.853007	1501391__GCA_000786575.1_00055
ERR1913141.853284__1.853284	1262882__R5N526__BN519_01603
ERR1913141.853512__1.853512	46503__R6X5E7__PARMER_00245
ERR1913141.853785__1.853785	239935__A0A2N8HPX2__CXT90_09930
ERR1913141.853796__1.853796	239935__A0A2N8IRL2__CXU06_01170
ERR1913141.853943__1.853943	239935__A0A139TT05__CXU09_03335
ERR1913141.853948__1.853948	1263044__GCA_000433375.1_01144
ERR1913141.853950__1.853950	47678__R5USR9__HMPREF1061_01404
ERR1913141.853979__1.853979	357276__I9QBT7__BSEG_03340
ERR1913141.854063__1.854063	1262882__R5N2U9__BN519_01221
ERR1913141.854174__1.854174	239935__B2UQB8__CXT86_01740
ERR1913141.854282__1.854282	1262882__R5N1V0__BN519_00816
ERR1913141.854299__1.854299	820__A0A139K4W5__HMPREF2141_02394
ERR1913141.854313__1.854313	1263000__R5EGY6__BN466_00973
ERR1913141.854255__1.854255	818__Q8A3I3__HMPREF2534_00068
ERR1913141.854546__1.854546	239935__A0A2N8ITX2__CXT86_11265
ERR1913141.854615__1.854615	820__A0A3E5E0T0__ERS852554_00312
ERR1913141.854965__1.854965	820__A0A174G065__DXB62_08975
ERR1913141.855059__1.855059	820__A0A3E4FZM1__adaA_2
ERR1913141.855074__1.855074	239935__A0A2N8IVR0__CXT87_07115
ERR1913141.855105__1.855105	820__A0A139K4W5__HMPREF2141_02394
ERR1913141.855138__1.855138	1262882__R5MH55__BN519_00725
ERR1913141.855217__1.855217	239935__A0A2N8J2P6__ADH72_06730
ERR1913141.855314__1.855314	1262882__R5N708__BN519_00095
ERR1913141.855278__1.855278	1262882__R5MN65__BN519_00771
ERR1913141.855474__1.855474	820__A0A174M9V5__M093_0237
ERR1913141.855509__1.855509	291645__I8XPK0__HMPREF1068_01554
ERR1913141.855588__1.855588	1550024__G9RTA6__TQ39_10970
ERR1913141.855635__1.855635	820__A0A3E4RUC4__DHU98_02635
ERR1913141.855764__1.855764	118748__GCF_000177375.1_00533
ERR1913141.855743__1.855743	357276__A0A076INK2__BSEG_04225
ERR1913141.855837__1.855837	239935__A0A139TT05__CXU09_03335
ERR1913141.855901__1.855901	820__A7VAS1__HMPREF2141_03259
ERR1913141.855979__1.855979	239935__A0A139TMG9__CXU07_10650
ERR1913141.856111__1.856111	1263076__GCA_000437615.1_00071
ERR1913141.856221__1.856221	820__A7V470__HMPREF1072_02076
ERR1913141.856254__1.856254	239935__R7DVL7__CXT93_01180
ERR1913141.856342__1.856342	1262882__R5N004__BN519_00490
ERR1913141.856384__1.856384	1550024__A0A0D8J0Y8__ASJ35_08680
ERR1913141.856447__1.856447	357276__I8WPR6__EL88_06675
ERR1913141.856543__1.856543	40518__R5E4Y8__RBATCC27255_01448
ERR1913141.856860__1.856860	1263000__R5EYJ0__BN466_02095
ERR1913141.857179__1.857179	239935__A0A139TVJ4__CXT86_02020
ERR1913141.857267__1.857267	239935__A0A2N8IMC3__CXT96_03840
ERR1913141.857441__1.857441	820__A0A3E4W4Y7__B5G17_02055
ERR1913141.857397__1.857397	1681__K2IQY4__RY70_39
ERR1913141.857585__1.857585	47678__A5ZG68__ERS852494_02968
ERR1913141.857631__1.857631	556261__F0YZT7__HMPREF0240_02366
ERR1913141.857747__1.857747	39492__D4JU31__ERS852540_00198
ERR1913141.857749__1.857749	1681__A0A292G0N0__DD699_04260
ERR1913141.857821__1.857821	239935__R6IZT7__CXU18_11710
ERR1913141.857840__1.857840	820__A0A139KG04__ERS852459_01249
ERR1913141.857963__1.857963	1262882__R5MJJ9__BN519_01035
ERR1913141.858035__1.858035	239935__A0A2N8HHY4__DEF40_10850
ERR1913141.858285__1.858285	239935__A0A2N8I1R3__CXU05_06075
ERR1913141.858317__1.858317	818__A0A1H7TGM1__BJP75_010615
ERR1913141.858659__1.858659	239935__B2URG6__CXU02_00030
ERR1913141.858764__1.858764	820__A0A396EXA7__DXB37_15530
ERR1913141.858861__1.858861	1262882__R5MHX6__BN519_00733
ERR1913141.858986__1.858986	239935__R6JWJ7__CXT94_02580
ERR1913141.859002__1.859002	1628085__A0A3E2XZW0__C7386_101386
ERR1913141.859222__1.859222	823__A0A174EFT7__luxQ_5
ERR1913141.859475__1.859475	1501391__GCA_000786575.1_00006
ERR1913141.859526__1.859526	1160721__W0U560__RBI_I01229
ERR1913141.859712__1.859712	46506__B0NT08__BACSTE_02624
ERR1913141.859794__1.859794	1550024__G9RWE0__TQ39_04155
ERR1913141.859889__1.859889	820__A0A3E4VZT7__DXB48_16145
ERR1913141.859897__1.859897	1262911__R6H2J2__BN557_01228
ERR1913141.860268__1.860268	310298__B3JQJ5__BACCOP_04231
ERR1913141.860329__1.860329	1262882__R5N3H1__BN519_01121
ERR1913141.860379__1.860379	47678__R5UV30__C5Z00_12615
ERR1913141.860750__1.860750	47678__R5U9X5__BACCAC_01339
ERR1913141.861082__1.861082	1550024__G9RWC0__ASJ35_03560
ERR1913141.861188__1.861188	338188__A0A173X8B0__BACFIN_07108
ERR1913141.861252__1.861252	1681__A0A0H2PIV6__APS66_03240
ERR1913141.861267__1.861267	1550024__G9RWC0__ASJ35_03560
ERR1913141.861456__1.861456	46506__A0A120A3P8__SAMN05444283_1172
ERR1913141.861966__1.861966	239935__A0A2N8HZW2__A4V05_11120
ERR1913141.861854__1.861854	39492__D4JRR5__ERS852540_02089
ERR1913141.862056__1.862056	239935__A0A2N8HSC0__CXU06_05505
ERR1913141.862496__1.862496	820__A0A174EV88__HMPREF1072_01427
ERR1913141.862527__1.862527	820__A0A3E5E0T0__ERS852554_00312
ERR1913141.862691__1.862691	46228__V8CB66__RUMLAC_02810
ERR1913141.862705__1.862705	338188__A0A174DQN3__HMPREF1057_03481
ERR1913141.862763__1.862763	820__A0A3E4VZT7__DXB48_16145
ERR1913141.863138__1.863138	239935__A0A2N8HUU6__CXT90_06150
ERR1913141.863167__1.863167	1262882__R5MT08__BN519_01706
ERR1913141.863226__1.863226	818__A0A3E5HEU1__NCTC10582_02468
ERR1913141.863252__1.863252	328814__GCA_004558275.1_00035
ERR1913141.863329__1.863329	47678__R5USZ3__DXB67_12245
ERR1913141.863344__1.863344	100884__E7GDK9__DXB30_04385
ERR1913141.863507__1.863507	1897011__A0A1Q6RFQ8__BHW41_03470
ERR1913141.863510__1.863510	357276__I9R4T1__IY41_06800
ERR1913141.863567__1.863567	1897011__A0A1Q6RHX0__BHW41_00740
ERR1913141.863522__1.863522	239935__A0A2N8IMD6__CXU03_05585
ERR1913141.863613__1.863613	1263006__R6LYW4__BN515_01529
ERR1913141.863717__1.863717	1262882__R5MRT2__BN519_01494
ERR1913141.863883__1.863883	820__A0A139JRS5__HMPREF1073_04025
ERR1913141.864374__1.864374	214856__A0A174FZ29__ERS852559_00600
ERR1913141.864615__1.864615	1263000__R5F0H4__BN466_00249
ERR1913141.864783__1.864783	1897011__A0A1Q6RIC6__BHW41_01345
ERR1913141.864863__1.864863	626929__R6L317__HMPREF9445_00686
ERR1913141.864963__1.864963	47678__A5ZI88__BACCAC_02617
ERR1913141.865192__1.865192	239935__A0A2N8IRH4__CXT92_05605
ERR1913141.865290__1.865290	239935__A0A2N8IUQ8__CXU09_01665
ERR1913141.865326__1.865326	1550024__G9RTA6__TQ39_10970
ERR1913141.865466__1.865466	116085__D4J6A3__cls
ERR1913141.865583__1.865583	820__A0A3E4G2R7__DXC07_00510
ERR1913141.865641__1.865641	239935__A0A2N8IVR0__CXT87_07115
ERR1913141.865680__1.865680	820__A0A078S569__gmhB
ERR1913141.865774__1.865774	1681__E4VBY1__DD718_08225
ERR1913141.866015__1.866015	239935__A0A2N8HB50__CXU17_02615
ERR1913141.866113__1.866113	338188__R6RT73__HMPREF1057_02828
ERR1913141.866222__1.866222	47678__R5U8D1__CGC64_17595
ERR1913141.866188__1.866188	1262882__R5MIC9__BN519_00834
ERR1913141.866308__1.866308	33039__D4M5J1__spoIIIAE_2
ERR1913141.866381__1.866381	357276__B6W5Q9__HMPREF1063_03125
ERR1913141.866433__1.866433	156456__G9YIG0__HMPREF0080_01452
ERR1913141.866512__1.866512	338188__A0A173WKZ0__BACFIN_07292
ERR1913141.866626__1.866626	820__I9J701__ERS852510_01809
ERR1913141.866769__1.866769	47678__R5UMP1__CGC64_03365
ERR1913141.866756__1.866756	1501391__GCA_000786575.1_00077
ERR1913141.866845__1.866845	47678__R5U8Y1__BACCAC_02615
ERR1913141.866955__1.866955	357276__A0A076IS73__GV66_00410
ERR1913141.866976__1.866976	28118__F9Z920__B5F99_04535
ERR1913141.866995__1.866995	823__A0A355XF06__B5F32_11480
ERR1913141.867169__1.867169	40520__A0A174JSI5__ERS852394_00345
ERR1913141.867192__1.867192	214856__I3YMN6__Alfi_1938
ERR1913141.867483__1.867483	818__A0A139KCA0__SAMN05216253_102371
ERR1913141.867504__1.867504	820__A0A139K024__B5G17_02060
ERR1913141.867720__1.867720	239935__A0A2N8HUU6__CXT90_06150
ERR1913141.867822__1.867822	338188__C9KR58__BACFIN_04781
ERR1913141.867934__1.867934	820__A0A3E4FWC8__DXC91_14635
ERR1913141.868020__1.868020	239935__A0A2N8HUU6__CXT90_06150
ERR1913141.868184__1.868184	239935__A0A2N8HT18__CXT93_06135
ERR1913141.868226__1.868226	818__Q8A3A6__Btheta7330_00071
ERR1913141.868268__1.868268	47678__R5UGC2__ERS852494_02070
ERR1913141.868478__1.868478	46506__A0A120A3P8__SAMN05444283_1172
ERR1913141.868807__1.868807	1262882__R5MEK3__BN519_00296
ERR1913141.868926__1.868926	28118__R6F2P2__NCTC10826_02131
ERR1913141.868932__1.868932	39492__D4JRX7__EUBSIR_01480
ERR1913141.868972__1.868972	328814__GCA_004558275.1_00079
ERR1913141.868997__1.868997	1501391__GCA_000786575.1_00068
ERR1913141.869004__1.869004	820__A0A374QGD2__ERS852421_02382
ERR1913141.869113__1.869113	820__A0A3E4IBC1__M094_0628
ERR1913141.869147__1.869147	116085__D4J8U5__DW747_04340
ERR1913141.869275__1.869275	820__A0A174Q0F0__DXB48_08080
ERR1913141.869354__1.869354	239935__A0A2N8ILG3__CXT93_10135
ERR1913141.869359__1.869359	1262882__R5MEN9__BN519_00201
ERR1913141.869467__1.869467	820__A0A139K2N9__DXB62_12420
ERR1913141.869564__1.869564	1550024__A0A0W7TTG8__TQ39_11315
ERR1913141.869607__1.869607	239935__A0A2N8IVR0__CXT87_07115
ERR1913141.869655__1.869655	820__A7UYX8__DXD40_11635
ERR1913141.869710__1.869710	40518__R5DQD6__DXD83_09060
ERR1913141.869804__1.869804	1897011__A0A1Q6RDI2__BHW41_05530
ERR1913141.869860__1.869860	116085__D4JAK3__DW747_10755
ERR1913141.869883__1.869883	1501391__GCA_000786575.1_00008
ERR1913141.870042__1.870042	239935__A0A2N8IVK9__CXU08_03750
ERR1913141.870157__1.870157	1550024__A0A0D8J0K7__TQ39_06245
ERR1913141.870284__1.870284	818__C6IIW4__dapH_1
ERR1913141.870447__1.870447	820__A0A174DZ97__SAMN05444418_101240
ERR1913141.870648__1.870648	239935__A0A2N8INK7__Amuc_0521
ERR1913141.870657__1.870657	239935__A0A2N8IL82__CXU02_11740
ERR1913141.870796__1.870796	74426__group_4808
ERR1913141.870861__1.870861	394340__hgdC
ERR1913141.871009__1.871009	239935__A0A2N8INZ4__CXU08_03560
ERR1913141.871318__1.871318	820__A0A174M9V5__M093_0237
ERR1913141.871330__1.871330	218538__C9LQG5__GCWU000321_01796
ERR1913141.871397__1.871397	239935__A0A2N8HS88__CXU19_12255
ERR1913141.871427__1.871427	820__A0A1T4IY71__HMPREF2141_02402
ERR1913141.871498__1.871498	1262882__R5MYS9__BN519_00290
ERR1913141.871583__1.871583	371601__D7J4W7__CW3_3382
ERR1913141.871595__1.871595	853__A0A3E2U7E6__ERS852582_01640
ERR1913141.871654__1.871654	820__A0A139K9Q2__DXD40_08795
ERR1913141.871667__1.871667	46503__R6WPS1__lepB
ERR1913141.871684__1.871684	239935__A0A139TT05__CXU09_03335
ERR1913141.871988__1.871988	239935__A0A2N8I1R3__CXU05_06075
ERR1913141.872095__1.872095	239935__A0A2N8I8X8__B5G29_00185
ERR1913141.872177__1.872177	1150298__A0A174QZ74__ERS852406_01102
ERR1913141.872192__1.872192	1262882__R5MEN9__BN519_00201
ERR1913141.872218__1.872218	357276__I9R994__BACDOR_04044
ERR1913141.872475__1.872475	46503__R6WTN6__PARMER_00136
ERR1913141.872502__1.872502	823__D7IUM6__M091_1082
ERR1913141.872709__1.872709	745368__A0A1T4XVH3__SAMN02745178_02334
ERR1913141.872842__1.872842	357276__E5UTL1__HMPREF1065_03551
ERR1913141.872882__1.872882	1262882__R5N1T9__BN519_00804
ERR1913141.873090__1.873090	357276__A0A076II57__GV66_07710
ERR1913141.873240__1.873240	820__A0A173WZS4__DXD90_10250
ERR1913141.873212__1.873212	853__A0A2A7B1Y7__C7K05_11930
ERR1913141.873293__1.873293	239935__A0A2N8HT44__CXT84_11035
ERR1913141.873630__1.873630	818__Q8AAE0__Btheta7330_02023
ERR1913141.873648__1.873648	40518__R5DU52__RB5AMG_02245
ERR1913141.873666__1.873666	820__R9I2U8__DXC68_09590
ERR1913141.873675__1.873675	239935__A0A2N8I3G2__CXT89_00720
ERR1913141.873705__1.873705	47678__A5ZG68__ERS852494_02968
ERR1913141.873975__1.873975	357276__I9F327__DXD47_22495
ERR1913141.873932__1.873932	821__A0A174NVL6__NCTC10583_01782
ERR1913141.874097__1.874097	116085__D4J5M8__DW747_05055
ERR1913141.874098__1.874098	239935__A0A2N8J1K0__CXT97_05765
ERR1913141.874176__1.874176	357276__A0A076IXE0__HMPREF1064_04364
ERR1913141.874248__1.874248	820__A0A1T4IY80__ERS852554_01621
ERR1913141.874473__1.874473	357276__A0A3E4JJ65__HMPREF1064_00497
ERR1913141.874486__1.874486	39492__D4JUD7__EUBSIR_01877
ERR1913141.874528__1.874528	239935__A0A2N8HUU6__CXT90_06150
ERR1913141.874539__1.874539	1262882__R5MK03__BN519_01277
ERR1913141.874490__1.874490	357276__A0A076IYG1__B5F95_22465
ERR1913141.874499__1.874499	239935__A0A2N8HW65__CXU09_08515
ERR1913141.874568__1.874568	1501391__GCA_000786575.1_00042
ERR1913141.874659__1.874659	823__A0A173RD26__B5F32_03910
ERR1913141.874886__1.874886	239935__A0A2N8J2P6__ADH72_06730
ERR1913141.875021__1.875021	239935__A0A2N8I6R6__CXU04_04335
ERR1913141.875127__1.875127	820__R9I2U8__DXC68_09590
ERR1913141.875194__1.875194	820__A0A3E4RU03__M093_0563
ERR1913141.875668__1.875668	239935__A0A139TMG9__CXU07_10650
ERR1913141.875677__1.875677	818__A0A3E5HN77__HMPREF2534_00072
ERR1913141.875878__1.875878	1501391__GCA_000786575.1_00071
ERR1913141.875955__1.875955	1262882__R5N0M6__BN519_00794
ERR1913141.875995__1.875995	239935__A0A2N8HHY4__DEF40_10850
ERR1913141.876029__1.876029	1263107__GCA_000436995.1_00200
ERR1913141.876034__1.876034	818__Q8AAE0__Btheta7330_02023
ERR1913141.876035__1.876035	39496__A5Z6L0__EUBVEN_01343
ERR1913141.876047__1.876047	239935__A0A139TT05__CXU09_03335
ERR1913141.876117__1.876117	239935__A0A2N8IUW6__Amuc_1525
ERR1913141.876120__1.876120	47678__A5ZBL9__C5Z00_18710
ERR1913141.876233__1.876233	820__A7VAR9__ERS852421_00197
ERR1913141.876388__1.876388	239935__A0A2N8IUQ8__CXU09_01665
ERR1913141.876579__1.876579	1262882__R5MMD8__BN519_01576
ERR1913141.876589__1.876589	818__A0A139K9H8__C5Z03_23905
ERR1913141.876723__1.876723	820__A0A3E4G2R7__DXC07_00510
ERR1913141.876778__1.876778	1550024__G9RWG5__TQ39_04290
ERR1913141.876998__1.876998	357276__A0A076ITH2__BSEG_03273
ERR1913141.877118__1.877118	820__A0A3E4G826__C801_01612
ERR1913141.877120__1.877120	1501391__GCA_000786575.1_00016
ERR1913141.877416__1.877416	47678__A5ZL09__BACCAC_03608
ERR1913141.877464__1.877464	100884__E7GED8__HMPREF9488_03310
ERR1913141.877728__1.877728	116085__D4J3Z5__tig
ERR1913141.877756__1.877756	357276__D1JYA3__BSEG_00395
ERR1913141.877863__1.877863	239935__B2URG6__CXU02_00030
ERR1913141.878059__1.878059	239935__A0A2N8HSC0__CXU06_05505
ERR1913141.878216__1.878216	46506__R6AEP1__HMPREF1181_01415
ERR1913141.878224__1.878224	239935__A0A2N8HT44__CXT84_11035
