ERR1913223.13__1.13	28111__E5WZR2__HMPREF1016_02168
ERR1913223.3140830__1.3140830	45851__D4RY62__BHV86_05035
ERR1913223.3140881__1.3140881	1262760__R5L6L4__BN758_00893
ERR1913223.3141388__1.3141388	821__A0A0P0M2J4__DXD46_10295
ERR1913223.3141457__1.3141457	45851__D4RW33__ylbJ
ERR1913223.3141597__1.3141597	2173__A0A1D2WT64__METSMIALI_01143
ERR1913223.3141766__1.3141766	165179__D1PCT4__DXB80_09470
ERR1913223.3141988__1.3141988	39485__R5ZII6__EUBELI_00986
ERR1913223.3142387__1.3142387	820__A0A174DZ97__SAMN05444418_101240
ERR1913223.3142524__1.3142524	39485__A0A174Z1A6__EUBELI_00220
ERR1913223.3142537__1.3142537	1262761__R6RY17__BN606_01538
ERR1913223.3142691__1.3142691	45851__D4RY08__BUTYVIB_00711
ERR1913223.3142863__1.3142863	100886__E2NPA5__CATMIT_00396
ERR1913223.3143101__1.3143101	310298__B3JGH4__BACCOP_00976
ERR1913223.3143130__1.3143130	45851__D4S141__BHV86_05760
ERR1913223.3143377__1.3143377	39485__C4Z6I9__ERS852492_02038
ERR1913223.3143481__1.3143481	165179__A0A3E5E7J5__DXC61_10360
ERR1913223.3143534__1.3143534	39491__A0A173TM76__DXB72_10535
ERR1913223.3143972__1.3143972	165179__A0A3E5AI09__DXC61_05815
ERR1913223.3144095__1.3144095	544645__A0A3E4T3S3__DXC42_12255
ERR1913223.3144299__1.3144299	165179__A0A3E4SB80__DXC61_12880
ERR1913223.3144330__1.3144330	45851__D4RYS4__BHV86_05460
ERR1913223.3144574__1.3144574	2173__A0A1D2WV05__BK798_06920
ERR1913223.3144578__1.3144578	745368__A0A1T4WBZ5__SAMN02745178_00335
ERR1913223.3144701__1.3144701	165179__A0A3E5E7J5__DXC61_10360
ERR1913223.3144921__1.3144921	33039__A0A174YCL2__ERS852424_00029
ERR1913223.3144971__1.3144971	39485__A0A174YSS6__trxB_2
ERR1913223.3145169__1.3145169	165179__A0A3E5ECZ7__PREVCOP_06006
ERR1913223.3145190__1.3145190	39485__C4Z6J9__ERS852492_02049
ERR1913223.3145201__1.3145201	384638__B7APN3__BACPEC_00639
ERR1913223.3145416__1.3145416	33043__A0A173WTV6__ERS852400_02153
ERR1913223.3145490__1.3145490	45851__D4S2J5__BUTYVIB_02317
ERR1913223.3145664__1.3145664	1897011__A0A1Q6RIQ1__BHW41_00490
ERR1913223.3146151__1.3146151	165179__A0A3E5DWZ6__DXC61_10880
ERR1913223.3146216__1.3146216	2173__A0A1D2WWF3__METSMIALI_00379
ERR1913223.3146757__1.3146757	39491__A0A174IJH1__DXB76_01865
ERR1913223.3146784__1.3146784	1262760__R5L825__BN758_01252
ERR1913223.3146883__1.3146883	165179__A0A3E5E189__PREVCOP_06699
ERR1913223.3147023__1.3147023	1262961__R6E0C8__BN710_00049
ERR1913223.3147069__1.3147069	45851__D4RZF5__BUTYVIB_01221
ERR1913223.3147046__1.3147046	39485__A0A1Q6PHD7__ERS852492_01801
ERR1913223.3147118__1.3147118	165179__A0A174W369__PREVCOP_04548
ERR1913223.3147295__1.3147295	45851__D4RZ84__BUTYVIB_01149
ERR1913223.3147540__1.3147540	45851__D4RWZ9__murF
ERR1913223.3147663__1.3147663	1262760__R5LN70__BN758_00719
ERR1913223.3147797__1.3147797	45851__D4RWR5__BHV86_06295
ERR1913223.3148220__1.3148220	745368__A0A1T4Y2M2__SAMN02745178_02631
ERR1913223.3148396__1.3148396	1263006__R6LXG0__BN515_01067
ERR1913223.3148426__1.3148426	1263030__R5CZV8__BN705_01159
ERR1913223.3148508__1.3148508	45851__D4RY55__BHV86_05010
ERR1913223.3148524__1.3148524	39485__C4Z355__ERS852490_01971
ERR1913223.3148598__1.3148598	33043__A0A174BPV6__ERS852445_01773
ERR1913223.3148607__1.3148607	45851__D4RWG7__BUTYVIB_00298
ERR1913223.3148630__1.3148630	1263030__R5CUH1__BN705_00716
ERR1913223.3148707__1.3148707	28111__E5WUX3__HMPREF1016_00550
ERR1913223.3148945__1.3148945	1262825__R5DZE3__BN724_01011
ERR1913223.3148970__1.3148970	1263006__R6MLU5__BN515_01014
ERR1913223.3149048__1.3149048	820__A0A174QLF0__SAMN05444418_109151
ERR1913223.3149028__1.3149028	165179__A0A3E5DWZ6__DXC61_10880
ERR1913223.3149345__1.3149345	165179__A0A3E5DZ85__PREVCOP_04238
ERR1913223.3149487__1.3149487	39485__A0A174ZPH7__ERS852490_01992
ERR1913223.3149708__1.3149708	2173__A0A1D2WSY5__METSMIF1_03017
ERR1913223.3149716__1.3149716	165179__A0A3E5EDV6__DXC61_03365
ERR1913223.3149877__1.3149877	47678__A5ZEA3__ERS852558_00257
ERR1913223.3150075__1.3150075	45851__R5LVD9__BHV86_05140
ERR1913223.3150257__1.3150257	1262761__R6QJJ2__BN606_00358
ERR1913223.3150345__1.3150345	2173__R7PTP8__METSMIF1_02137
ERR1913223.3150479__1.3150479	39485__R5ZT06__EUBELI_20526
ERR1913223.3150660__1.3150660	1262882__R5MT42__BN519_01729
ERR1913223.3150901__1.3150901	39485__A0A174Z7G5__EUBELI_01168
ERR1913223.3151122__1.3151122	1965660__A0A1Y3SSG6__B5G34_01735
ERR1913223.3151043__1.3151043	33043__D5HFD3__ybbD
ERR1913223.3151372__1.3151372	1262961__R6E1W4__BN710_00924
ERR1913223.3151464__1.3151464	2173__R7PYR7__BK798_01375
ERR1913223.3151470__1.3151470	45851__D4RY81__BUTYVIB_00786
ERR1913223.3151412__1.3151412	1262961__R6DRK8__BN710_01062
ERR1913223.3151632__1.3151632	45851__D4S1E0__BUTYVIB_01910
ERR1913223.3151816__1.3151816	165179__A0A3E5DWQ1__DXB80_06635
ERR1913223.3151821__1.3151821	33039__A0A174YIE5__soxS_4
ERR1913223.3151783__1.3151783	45851__D4RXL7__BUTYVIB_00568
ERR1913223.3151765__1.3151765	45851__D4RXL7__BUTYVIB_00568
ERR1913223.3152021__1.3152021	2292352__A0A374US83__DXC23_04370
ERR1913223.3152245__1.3152245	1262882__R5MYS9__BN519_00290
ERR1913223.3152304__1.3152304	1262761__R6QN98__BN606_00094
ERR1913223.3152476__1.3152476	45851__D4RYR7__BHV86_05495
ERR1913223.3152680__1.3152680	45851__D4S0D7__BUTYVIB_01556
ERR1913223.3152725__1.3152725	165179__A0A3E5EDS1__DXC61_03115
ERR1913223.3153012__1.3153012	1262761__R6RY17__BN606_01538
ERR1913223.3153013__1.3153013	1150298__A0A174E950__ERS852498_02096
ERR1913223.3153200__1.3153200	45851__D4S141__BHV86_05760
ERR1913223.3153232__1.3153232	28125__I4Z7F4__HMPREF3218_0201500
ERR1913223.3153436__1.3153436	100886__E2NNS9__CATMIT_00226
ERR1913223.3153605__1.3153605	165179__A0A3E5DZ85__PREVCOP_04238
ERR1913223.3153638__1.3153638	165179__A0A229I443__DXB80_10950
ERR1913223.3153697__1.3153697	1261__A0A135YTZ5__HMPREF3183_00253
ERR1913223.3153832__1.3153832	45851__D4S1J6__BHV86_08535
ERR1913223.3153861__1.3153861	33043__A0A174CPX4__ERS852386_02360
ERR1913223.3153967__1.3153967	45851__D4S0T7__BHV86_09275
ERR1913223.3154003__1.3154003	418240__A0A173ZFY9__ERS852478_00591
ERR1913223.3154148__1.3154148	45851__D4S080__BHV86_10275
ERR1913223.3154360__1.3154360	1262825__R5EA87__BN724_01038
ERR1913223.3154527__1.3154527	39491__A0A396FFW0__ERE_10580
ERR1913223.3154798__1.3154798	1897011__A0A1Q6RGA3__BHW41_02665
ERR1913223.3154959__1.3154959	487174__K0WT60__DDY40_05170
ERR1913223.3155031__1.3155031	151539__GeneID:920458
ERR1913223.3155012__1.3155012	39485__A0A175A2T1__EUBELI_02034
ERR1913223.3155085__1.3155085	40520__R7DA92__DXC87_13515
ERR1913223.3155505__1.3155505	45851__D4RZK8__BUTYVIB_01274
ERR1913223.3155691__1.3155691	1262761__R6RUC6__BN606_00092
ERR1913223.3155800__1.3155800	2173__A0A1D2WRC1__Msm_0093
ERR1913223.3155817__1.3155817	1262825__R5DZJ8__BN724_01044
ERR1913223.3155909__1.3155909	1262911__R6H2J2__BN557_01228
ERR1913223.3156211__1.3156211	116085__D4JAK3__DW747_10755
ERR1913223.3156303__1.3156303	61171__B9Y5T9__HOLDEFILI_01171
ERR1913223.3156347__1.3156347	901__B6WPV0__BHW59_02315
ERR1913223.3156371__1.3156371	371601__I9UUC0__DXD80_12950
ERR1913223.3156554__1.3156554	1897011__A0A1Q6RDE2__BHW41_05525
ERR1913223.3156714__1.3156714	100886__A0A174LP26__CATMIT_01220
ERR1913223.3157137__1.3157137	1897011__A0A1Q6RDL4__BHW41_05540
ERR1913223.3157230__1.3157230	1262886__R6QCG3__BN563_00145
ERR1913223.3157198__1.3157198	46503__R5DM05__DD461_09230
ERR1913223.3157212__1.3157212	1284775__A0A096A9J4__HMPREF1640_07270
ERR1913223.3157403__1.3157403	2173__A5UK74__pyrP
ERR1913223.3157871__1.3157871	165179__A0A3E5E2S3__DXB80_03455
ERR1913223.3157901__1.3157901	33039__D4M1V4__RTO_04530
ERR1913223.3158010__1.3158010	1262882__R5MDR8__BN519_00124
ERR1913223.3158043__1.3158043	165179__D1P8V8__DXC61_01940
ERR1913223.3158067__1.3158067	131111__K0Z4B4__CYJ25_06070
ERR1913223.3158143__1.3158143	165179__D1PAJ7__PREVCOP_04222
ERR1913223.3158363__1.3158363	1150298__R7JV71__ERS852498_00755
ERR1913223.3158379__1.3158379	1262911__R6GS70__BN557_00854
ERR1913223.3158625__1.3158625	45851__D4RWZ9__murF
ERR1913223.3158776__1.3158776	1263006__R6LGI4__BN515_00844
ERR1913223.3158991__1.3158991	821__A0A174AYT0__DXC02_03530
ERR1913223.3159226__1.3159226	39491__A0A173QT73__alaS_2
ERR1913223.3159293__1.3159293	45851__D4RYD2__BUTYVIB_00837
ERR1913223.3159336__1.3159336	45851__D4RYA4__BHV86_02030
ERR1913223.3159477__1.3159477	131111__A0A0E9DR99__CYJ25_07280
ERR1913223.3159841__1.3159841	1262882__R5MFR3__BN519_00473
ERR1913223.3160091__1.3160091	1262882__R5MQ63__BN519_01173
ERR1913223.3160108__1.3160108	39485__C4Z2I5__ERS852492_02214
ERR1913223.3160264__1.3160264	39491__A0A395UYA6__EUBREC_0408
ERR1913223.3160665__1.3160665	39485__A0A174Z551__glnL
ERR1913223.3160912__1.3160912	100886__A0A174GT42__ERS852383_03762
ERR1913223.3160951__1.3160951	165179__A0A3E5E4P9__DXB80_07930
ERR1913223.3161199__1.3161199	45851__D4S1E0__BUTYVIB_01910
ERR1913223.3161277__1.3161277	2108523__A0A2P2F819__LAWASA_2157
ERR1913223.3161452__1.3161452	745368__A0A1T4X3J8__SAMN02745178_01380
ERR1913223.3161496__1.3161496	165179__R6CNX7__DXB80_02200
ERR1913223.3161812__1.3161812	45851__D4S1I1__BHV86_08605
ERR1913223.3161837__1.3161837	45851__D4RW17__BUTYVIB_01298
ERR1913223.3161913__1.3161913	45851__D4RWC5__BHV86_07005
ERR1913223.3162093__1.3162093	100886__E2NVF2__CATMIT_02583
ERR1913223.3162213__1.3162213	45851__D4S2U9__BHV86_05685
ERR1913223.3162408__1.3162408	39491__C4ZC33__DXC13_11585
ERR1913223.3162411__1.3162411	165179__D1P8V8__DXC61_01940
ERR1913223.3162416__1.3162416	45851__D4RWR5__BHV86_06295
ERR1913223.3162561__1.3162561	1262816__R6C2E4__BN687_01567
ERR1913223.3162588__1.3162588	39491__D4JM76__DXC13_02150
ERR1913223.3162603__1.3162603	745368__A0A1T4XXN7__SAMN02745178_02496
ERR1913223.3162765__1.3162765	165179__A0A3E5AGH1__DXB80_05820
ERR1913223.3163066__1.3163066	2173__A5UNC4__METSMIALI_00562
ERR1913223.3163075__1.3163075	1897011__A0A1Q6RIP3__BHW41_00615
ERR1913223.3163181__1.3163181	2022527__A0A264YB35__CHL74_00015
ERR1913223.3163343__1.3163343	1262761__R6RZF9__BN606_01803
ERR1913223.3163435__1.3163435	1262816__R6BYX7__BN687_00408
ERR1913223.3163445__1.3163445	39491__A0A396FNY7__LD38_16155
ERR1913223.3163474__1.3163474	1262825__R5E3H9__BN724_01592
ERR1913223.3163480__1.3163480	165179__A0A3E5E7D5__PREVCOP_03928
ERR1913223.3163544__1.3163544	40519__U2KNI1__RUMCAL_02150
ERR1913223.3163741__1.3163741	39491__A0A173TAZ5__DXB99_09520
ERR1913223.3163834__1.3163834	39485__C4Z685__EUBELI_20332
ERR1913223.3163814__1.3163814	45851__D4S0P6__BUTYVIB_01665
ERR1913223.3164159__1.3164159	1262760__R5LAY9__BN758_01679
ERR1913223.3164277__1.3164277	74426__sigA
ERR1913223.3164278__1.3164278	28052__R5HJU0__ERS852451_00148
ERR1913223.3164301__1.3164301	39485__C4Z5L2__ERS852490_00659
ERR1913223.3164355__1.3164355	1262761__R6RZF9__BN606_01803
ERR1913223.3164583__1.3164583	28130__U2J4G5__HMPREF0653_02136
ERR1913223.3164698__1.3164698	418240__R7CMK4__ERS852478_03653
ERR1913223.3164723__1.3164723	45851__D4RWC6__BHV86_07010
ERR1913223.3164789__1.3164789	1262886__R6RCF6__BN563_00371
ERR1913223.3164943__1.3164943	45851__D4RW43__BUTYVIB_00173
ERR1913223.3165297__1.3165297	1262761__R6QV93__BN606_01806
ERR1913223.3165308__1.3165308	39485__A0A174ZNZ2__ERS852492_02345
ERR1913223.3165425__1.3165425	1262743__R5C054__BN727_01980
ERR1913223.3165542__1.3165542	1261__A0A135YTZ5__HMPREF3183_00253
ERR1913223.3165625__1.3165625	45851__D4RW43__BUTYVIB_00173
ERR1913223.3165851__1.3165851	2293125__A0A374BUM7__DW917_12980
ERR1913223.3165941__1.3165941	165179__A0A3E5EAT2__DXC61_07585
ERR1913223.3166014__1.3166014	165179__A0A3E5A554__DXB80_13805
ERR1913223.3166044__1.3166044	45851__D4RYK6__BHV86_00465
ERR1913223.3166132__1.3166132	1262825__R5ED22__BN724_01434
ERR1913223.3166142__1.3166142	45851__D4RXA4__BUTYVIB_00455
ERR1913223.3166342__1.3166342	2173__A0A1D2WWF3__METSMIALI_00379
ERR1913223.3166349__1.3166349	39496__A5Z5I2__EUBVEN_00963
ERR1913223.3166434__1.3166434	45851__D4RWI2__BHV86_07325
ERR1913223.3166458__1.3166458	1897011__A0A1Q6RI90__BHW41_01230
ERR1913223.3166490__1.3166490	1262988__R7N4U5__BN816_00495
ERR1913223.3166643__1.3166643	39485__R5ZVC3__ERS852490_00250
ERR1913223.3166772__1.3166772	1680__A0A087CWH8__ERS852382_00646
ERR1913223.3166939__1.3166939	39485__R5ZNS8__rsmG
ERR1913223.3167012__1.3167012	1262816__R6C1E9__BN687_01217
ERR1913223.3167167__1.3167167	1262961__R6DXU0__BN710_00642
ERR1913223.3167634__1.3167634	821__D4VD59__BHV80_04260
ERR1913223.3167881__1.3167881	39491__A0A3E4YFT8__DXB69_10940
ERR1913223.3168061__1.3168061	45851__D4RX43__BUTYVIB_00394
ERR1913223.3168078__1.3168078	165179__A0A3E5A5E5__DXC61_13965
ERR1913223.3168240__1.3168240	823__C7X996__DD466_12595
ERR1913223.3168327__1.3168327	2173__A0A1D2WY02__BK798_00680
ERR1913223.3168808__1.3168808	1263000__R5EKG2__BN466_02040
ERR1913223.3168903__1.3168903	165179__A0A174W369__PREVCOP_04548
ERR1913223.3168969__1.3168969	1262911__R6GKX4__BN557_01388
ERR1913223.3169253__1.3169253	165179__D1PCU4__PREVCOP_05029
ERR1913223.3169339__1.3169339	45851__D4RZ40__BHV86_03390
ERR1913223.3169468__1.3169468	45851__D4RYI3__BHV86_01630
ERR1913223.3169618__1.3169618	487174__K0WZU9__HMPREF9448_01159
ERR1913223.3169620__1.3169620	821__A0A395UNT8__DXD64_15275
ERR1913223.3169757__1.3169757	45851__D4RZ84__BUTYVIB_01149
ERR1913223.3169838__1.3169838	45851__R5LVD9__BHV86_05140
ERR1913223.3169780__1.3169780	165179__A0A3E5A832__DXC61_13685
ERR1913223.3169918__1.3169918	1262760__R5L825__BN758_01252
ERR1913223.3170006__1.3170006	165179__D1P8K1__DXB80_06045
ERR1913223.3170559__1.3170559	45851__D4RYZ4__BHV86_03155
ERR1913223.3170613__1.3170613	328814__GCA_004558275.1_01000
ERR1913223.3170772__1.3170772	1262961__R6E3F4__BN710_01091
ERR1913223.3170843__1.3170843	1262760__R5LYI8__BN758_00227
ERR1913223.3170920__1.3170920	1262760__R5LAY9__BN758_01679
ERR1913223.3170999__1.3170999	1262882__R5MIW5__BN519_00945
ERR1913223.3171074__1.3171074	39492__D4JW10__pppA
ERR1913223.3171075__1.3171075	45851__D4RYI3__BHV86_01630
ERR1913223.3171215__1.3171215	33043__A0A173ZZ54__ERS852400_00193
ERR1913223.3171193__1.3171193	853__A0A3E2U7E6__ERS852582_01640
ERR1913223.3171445__1.3171445	33039__D4M379__selB
ERR1913223.3171499__1.3171499	357276__A0A076ISJ4__B5F95_19420
ERR1913223.3171736__1.3171736	2108523__A0A2P2F3W3__LAWASA_692
ERR1913223.3171750__1.3171750	45851__D4S0C7__BHV86_10030
ERR1913223.3171772__1.3171772	39485__A0A174YQX9__ERS852490_00864
ERR1913223.3172244__1.3172244	45851__D4RZA1__rimI
ERR1913223.3172328__1.3172328	28130__A0A096AJ88__speB_4
ERR1913223.3172744__1.3172744	45851__D4RWC5__BHV86_07005
ERR1913223.3172755__1.3172755	2293125__A0A374CJ13__DW917_03145
ERR1913223.3173016__1.3173016	165179__A0A174W369__PREVCOP_04548
ERR1913223.3173039__1.3173039	45851__D4RZ17__BUTYVIB_01081
ERR1913223.3173188__1.3173188	45851__D4RYS4__BHV86_05460
ERR1913223.3173222__1.3173222	45851__D4RYQ0__BUTYVIB_00958
ERR1913223.3173384__1.3173384	1262760__R5LAY9__BN758_01679
ERR1913223.3173390__1.3173390	45851__D4RX43__BUTYVIB_00394
ERR1913223.3173512__1.3173512	45851__D4RY62__BHV86_05035
ERR1913223.3173650__1.3173650	45851__D4RX09__BUTYVIB_00360
ERR1913223.3173723__1.3173723	45851__D4RYU3__BUTYVIB_01007
ERR1913223.3173870__1.3173870	39491__A0A174LTW7__DXD13_08720
ERR1913223.3173955__1.3173955	419015__U1SIZ9__HMPREF3214_00771
ERR1913223.3174251__1.3174251	1284775__A0A096A9F7__HMPREF1640_07000
ERR1913223.3174427__1.3174427	1262930__R6AVG7__BN693_02115
ERR1913223.3174650__1.3174650	1262741__R6CUS4__BN697_02654
ERR1913223.3174739__1.3174739	1297617__A0A0S2W855__BIV19_10465
ERR1913223.3174766__1.3174766	2173__A0A1D2WU59__Msm_1444
ERR1913223.3174793__1.3174793	39491__A0A174LTW7__DXD13_08720
ERR1913223.3174816__1.3174816	33043__A0A173WXS1__ERS852445_00262
ERR1913223.3174871__1.3174871	301302__R5UQK8__M72_11501
ERR1913223.3175015__1.3175015	45851__D4RW73__BHV86_06745
ERR1913223.3175171__1.3175171	45851__D4S2F2__BHV86_00830
ERR1913223.3175451__1.3175451	165179__A0A174IHQ2__PREVCOP_05478
ERR1913223.3175567__1.3175567	100886__E2NQ04__CATMIT_00655
ERR1913223.3175573__1.3175573	1150298__A0A174HG99__ERS852498_00387
ERR1913223.3175640__1.3175640	45851__D4S200__BHV86_07815
ERR1913223.3175997__1.3175997	821__A0A174TD86__C800_00949
ERR1913223.3176075__1.3176075	39485__C4Z434__tilS
ERR1913223.3176405__1.3176405	1262882__R5N1N6__BN519_00968
ERR1913223.3176463__1.3176463	1262882__R5N1N6__BN519_00968
ERR1913223.3176551__1.3176551	33043__D5HGR0__rpfC_2
ERR1913223.3176533__1.3176533	45851__R5LHP6__BUTYVIB_00994
ERR1913223.3176905__1.3176905	45851__D4RWC8__BHV86_07020
ERR1913223.3176998__1.3176998	45851__D4RWS6__BHV86_06350
ERR1913223.3177041__1.3177041	45851__D4S1A8__BHV86_08940
ERR1913223.3177055__1.3177055	39485__A0A175A023__yhhT
ERR1913223.3177101__1.3177101	1262911__R6H1D2__BN557_00855
ERR1913223.3177370__1.3177370	166486__D4KWN0__ERS852572_00733
ERR1913223.3177573__1.3177573	1284775__A0A096A9J4__HMPREF1640_07270
ERR1913223.3177599__1.3177599	33043__A0A173YSY7__tilS
ERR1913223.3178834__1.3178834	2173__A5UL11__BK798_00645
ERR1913223.3179609__1.3179609	1262886__R6RCF6__BN563_00371
ERR1913223.3179731__1.3179731	165179__A0A3E5E7Z8__PREVCOP_06480
ERR1913223.3179747__1.3179747	1262988__R7N524__BN816_01860
ERR1913223.3179749__1.3179749	147206__GCF_000156215.1_01777
ERR1913223.3179750__1.3179750	418240__C6J9M2__ERS852523_01869
ERR1913223.3179759__1.3179759	2173__A0A1D2WVF8__Msm_1030
ERR1913223.3179864__1.3179864	209880__A0A1G5W5W4__SAMN02910343_01122
ERR1913223.3179837__1.3179837	45851__D4S288__BHV86_04325
ERR1913223.3179857__1.3179857	45851__D4RY81__BUTYVIB_00786
ERR1913223.3179979__1.3179979	745368__A0A1T4WBJ5__SAMN02745178_00329
ERR1913223.3180308__1.3180308	1263000__R5EKG2__BN466_02040
ERR1913223.3180460__1.3180460	39485__A0A175A403__EUBELI_20577
ERR1913223.3180543__1.3180543	1262992__R5CXM8__BN795_01024
ERR1913223.3180633__1.3180633	45851__D4RY81__BUTYVIB_00786
ERR1913223.3181189__1.3181189	45851__D4RYZ4__BHV86_03155
ERR1913223.3181227__1.3181227	39491__A0A396FEW6__T1815_18721
ERR1913223.3181314__1.3181314	45851__R5LHP6__BUTYVIB_00994
ERR1913223.3181463__1.3181463	61171__B9Y5T8__HOLDEFILI_01170
ERR1913223.3181473__1.3181473	1262886__R6RFE5__BN563_01256
ERR1913223.3181595__1.3181595	165179__A0A3E5ECZ7__PREVCOP_06006
ERR1913223.3181740__1.3181740	165179__A0A3E5DZA5__DXB80_12550
ERR1913223.3182007__1.3182007	418240__A0A174FAS2__btr_1
ERR1913223.3182075__1.3182075	821__A6L0C7__ERS852556_03520
ERR1913223.3182050__1.3182050	2022527__A0A264YA17__CHL74_03025
ERR1913223.3182085__1.3182085	45851__D4S1R9__BHV86_08150
ERR1913223.3182110__1.3182110	1547597__A0A0C3NK89__BA92_01830
ERR1913223.3182441__1.3182441	39485__A0A174Z551__glnL
ERR1913223.3182501__1.3182501	1897011__A0A1Q6RI31__BHW41_00965
ERR1913223.3182604__1.3182604	1297617__A0A2U1CEZ3__BIV19_14435
ERR1913223.3182683__1.3182683	45851__D4RXA4__BUTYVIB_00455
ERR1913223.3182858__1.3182858	39485__A0A174YJA4__EUBELI_20421
ERR1913223.3182973__1.3182973	165179__A0A3E5AE59__DXC61_12885
ERR1913223.3183184__1.3183184	165179__A0A3E5ED28__PREVCOP_06655
ERR1913223.3183328__1.3183328	1262911__R6GY22__BN557_00023
ERR1913223.3183378__1.3183378	47678__R5UAF6__ERS852494_02966
ERR1913223.3183382__1.3183382	1263006__R6M176__BN515_00274
ERR1913223.3183414__1.3183414	45851__D4S1R7__BUTYVIB_02039
ERR1913223.3183561__1.3183561	1262961__R6DWJ6__BN710_00420
ERR1913223.3183664__1.3183664	1262760__R5LYI8__BN758_00227
ERR1913223.3183702__1.3183702	28116__A0A395VSP8__ERS852555_02642
ERR1913223.3183732__1.3183732	821__A6L0C7__ERS852556_03520
ERR1913223.3183790__1.3183790	45851__D4RXA5__BHV86_02525
ERR1913223.3183909__1.3183909	45851__D4S247__BUTYVIB_02169
ERR1913223.3184171__1.3184171	1262886__R6QI91__BN563_00800
ERR1913223.3184480__1.3184480	1262761__R6RZF9__BN606_01803
ERR1913223.3184962__1.3184962	418240__C6JFI7__ERS852523_01130
ERR1913223.3185046__1.3185046	2033405__A0A2L2WP67__PvtlMGM1_1949
ERR1913223.3185121__1.3185121	1262911__R6H2B5__BN557_01151
ERR1913223.3185858__1.3185858	651822__GCA_000210715.1_00753
ERR1913223.3185870__1.3185870	1262882__R5MT42__BN519_01729
ERR1913223.3186119__1.3186119	45851__D4S0P1__BUTYVIB_01660
ERR1913223.3186232__1.3186232	39485__C4Z355__ERS852490_01971
ERR1913223.3186387__1.3186387	45851__D4RWZ9__murF
ERR1913223.3186492__1.3186492	1262825__R5EC53__BN724_01317
ERR1913223.3186580__1.3186580	45851__D4RYR7__BHV86_05495
ERR1913223.3186621__1.3186621	45851__D4RYR7__BHV86_05495
ERR1913223.3187288__1.3187288	745368__A0A1T4WBZ5__SAMN02745178_00335
ERR1913223.3187448__1.3187448	47678__R5UPZ8__ERS852494_01752
ERR1913223.3187503__1.3187503	2033405__A0A2L2WP67__PvtlMGM1_1949
ERR1913223.3187631__1.3187631	45851__D4RZC5__BUTYVIB_01191
ERR1913223.3187721__1.3187721	1262825__R5ECD0__BN724_02208
ERR1913223.3187687__1.3187687	39485__C4Z6B7__EUBELI_20364
ERR1913223.3187819__1.3187819	2173__A0A1D2WVA1__Msm_0411
ERR1913223.3187825__1.3187825	853__A0A173XRA8__CGS56_09290
ERR1913223.3187967__1.3187967	853__D4JY61__C4N21_10560
ERR1913223.3188041__1.3188041	1263006__R6LU28__BN515_01365
ERR1913223.3188045__1.3188045	45851__D4RXM8__BHV86_03015
ERR1913223.3188110__1.3188110	39485__A0A174ZBJ8__speA_2
ERR1913223.3188209__1.3188209	45851__D4RWR5__BHV86_06295
ERR1913223.3188275__1.3188275	1262886__R6QJJ7__BN563_01219
ERR1913223.3188281__1.3188281	45851__R5LHP6__BUTYVIB_00994
ERR1913223.3188320__1.3188320	88431__A0A3E5GJ50__DORLON_02273
ERR1913223.3188421__1.3188421	246787__A0A0P0GIS1__BcellWH2_02680
ERR1913223.3188403__1.3188403	165179__A0A3E5AF88__DXC61_14960
ERR1913223.3188473__1.3188473	33039__D4M5J1__spoIIIAE_2
ERR1913223.3188718__1.3188718	165179__D1P9T6__PREVCOP_04016
ERR1913223.3188777__1.3188777	39485__C4Z6U7__EUBELI_20545
ERR1913223.3189117__1.3189117	33043__A0A174BLU4__ERS852386_02221
ERR1913223.3189119__1.3189119	1262761__R6QHJ4__BN606_00427
ERR1913223.3189189__1.3189189	39485__A0A174ZA72__glgB_1
ERR1913223.3189372__1.3189372	33043__A0A173WU55__ganB_2
ERR1913223.3189745__1.3189745	1897011__A0A1Q6RH12__BHW41_01505
ERR1913223.3189959__1.3189959	45851__D4RYQ9__BUTYVIB_00967
ERR1913223.3189968__1.3189968	1262760__R5LWH5__BN758_00129
ERR1913223.3189977__1.3189977	45851__D4S013__BHV86_10590
ERR1913223.3190160__1.3190160	2173__A5UNC4__METSMIALI_00562
ERR1913223.3190179__1.3190179	33043__A0A173YQY3__ERS852445_01438
ERR1913223.3190181__1.3190181	39485__A0A174Z7G5__EUBELI_01168
ERR1913223.3190200__1.3190200	39485__C4Z6J7__ERS852492_02047
