ERR1913299.35__1.35	28052__A0A174HF53__ERS852499_00436
ERR1913299.814187__1.814187	39492__D4JWJ4__EUBSIR_01090
ERR1913299.814388__1.814388	39491__A0A173QT73__alaS_2
ERR1913299.814507__1.814507	291644__I9HGE0__HMPREF1071_03565
ERR1913299.814537__1.814537	39491__A0A395ZDC6__addB
ERR1913299.814561__1.814561	39491__A0A395V5R3__EUBREC_1883
ERR1913299.814810__1.814810	39491__A0A396FPV7__ERS852580_01177
ERR1913299.814860__1.814860	1262743__R5C7D3__BN727_00606
ERR1913299.815112__1.815112	39492__B0MPL6__EUBSIR_01779
ERR1913299.815137__1.815137	357276__D1JY58__BACDOR_04277
ERR1913299.815152__1.815152	292800__G9YPS4__ERS852544_03247
ERR1913299.815191__1.815191	39492__D4JVN3__spsA
ERR1913299.815207__1.815207	301302__A0A0M6WU48__M72_10411
ERR1913299.815274__1.815274	357276__B6VT86__IY41_22515
ERR1913299.815344__1.815344	820__A0A174QT76__B5G17_18060
ERR1913299.815332__1.815332	39492__D4JW25__EUBSIR_02203
ERR1913299.815443__1.815443	292800__A0A173ZCZ3__A4U99_03035
ERR1913299.815446__1.815446	820__R9I2U8__DXC68_09590
ERR1913299.815600__1.815600	39492__D4JU81__xseA
ERR1913299.815614__1.815614	853__E2ZGD9__C7J97_11715
ERR1913299.815702__1.815702	823__A0A355XKR1__DHP27_04035
ERR1913299.815706__1.815706	2108523__A0A2P2F666__LAWASA_1491
ERR1913299.815923__1.815923	823__A6LBY1__ERS852380_00510
ERR1913299.815939__1.815939	39491__A0A396FSN2__EUBREC_0707
ERR1913299.815948__1.815948	820__R9I3Q7__HMPREF1072_01668
ERR1913299.816027__1.816027	820__A0A139K8N1__ERS852554_00951
ERR1913299.816110__1.816110	1099853__U5CE08__NSB1T_14190
ERR1913299.816133__1.816133	239935__A0A139TPD4__CXT86_06450
ERR1913299.816165__1.816165	28052__R7N9R4__gsiA_2
ERR1913299.816278__1.816278	39492__D4JU30__EUBSIR_00838
ERR1913299.816304__1.816304	820__A0A139KJ23__celCCA
ERR1913299.816356__1.816356	1150298__A0A174I056__ERS852535_01387
ERR1913299.816599__1.816599	706562__GCA_900112995.1_02104
ERR1913299.816613__1.816613	39492__D4JR58__EUBSIR_02090
ERR1913299.816656__1.816656	28111__E5WZR2__HMPREF1016_02168
ERR1913299.816670__1.816670	166486__D4KWL4__ROSINTL182_06052
ERR1913299.816671__1.816671	39492__D4MJF3__EUBSIR_02248
ERR1913299.816707__1.816707	823__A0A078S9Y4__M096_1441
ERR1913299.816719__1.816719	28111__R5K5Y0__NCTC11155_03071
ERR1913299.816755__1.816755	28111__E5WVG5__pspE
ERR1913299.816772__1.816772	626929__F3PDX0__B5F97_14720
ERR1913299.816813__1.816813	357276__I9R4T1__IY41_06800
ERR1913299.816866__1.816866	166486__D4KZY5__ROSINTL182_07635
ERR1913299.816989__1.816989	384639__GCA_003096855.1_01178
ERR1913299.816964__1.816964	39491__C4ZCV5__DXB99_11855
ERR1913299.816968__1.816968	33039__A0A173VNF2__truB
ERR1913299.817096__1.817096	820__A0A3E4G493__ERS417307_00253
ERR1913299.817124__1.817124	166486__D4L1P5__ERS852572_00758
ERR1913299.817234__1.817234	820__A0A139KA34__B5G17_05520
ERR1913299.817206__1.817206	39492__D4JRR5__ERS852540_02089
ERR1913299.817342__1.817342	2173__A0A1D2WTR8__METSMIALI_00113
ERR1913299.817285__1.817285	39492__D4JV48__ERS852540_00852
ERR1913299.817291__1.817291	357276__I9QDB8__B5F95_08105
ERR1913299.817360__1.817360	357276__I9FGI3__EL88_12385
ERR1913299.817388__1.817388	820__A0A374MMF0__HMPREF1073_03811
ERR1913299.817476__1.817476	823__A0A173RD26__B5F32_03910
ERR1913299.817516__1.817516	39492__D4JQS6__ykoD
ERR1913299.817722__1.817722	820__A0A3E4G2R7__DXC07_00510
ERR1913299.817740__1.817740	39492__D4JQM9__EUBSIR_00669
ERR1913299.817785__1.817785	39492__D4JT87__clpC
ERR1913299.817814__1.817814	166486__D4KUM5__afr
ERR1913299.817850__1.817850	1262911__R6GR13__BN557_00618
ERR1913299.817900__1.817900	78535__E6J2B6__hsdS1
ERR1913299.817934__1.817934	28052__A0A174NHE1__spoIIIE
ERR1913299.818087__1.818087	28052__A0A174JNK0__ERS852451_01116
ERR1913299.818099__1.818099	39492__B0MNL5__phoR_1
ERR1913299.818101__1.818101	818__A0A139L1N9__ERS852430_00647
ERR1913299.818123__1.818123	820__A0A374Q854__HMPREF1073_03281
ERR1913299.818196__1.818196	28116__E5C458__BACOV975_02730
ERR1913299.818447__1.818447	820__A0A1Q6IDS8__chtA
ERR1913299.818496__1.818496	166486__D4KX00__ROSINTL182_07577
ERR1913299.818635__1.818635	239935__A0A139TPD4__CXT86_06450
ERR1913299.818636__1.818636	39492__D4JWI6__EUBSIR_01073
ERR1913299.818644__1.818644	39491__A0A395UYA6__EUBREC_0408
ERR1913299.818797__1.818797	384639__GCA_003096855.1_01617
ERR1913299.818930__1.818930	39491__A0A395ZEN3__DXD95_12655
ERR1913299.819109__1.819109	28052__A0A174M9U3__ERS852451_02548
ERR1913299.819125__1.819125	357276__A0A0M1VZP2__IY41_00605
ERR1913299.819195__1.819195	39491__A0A395ZG74__licR
ERR1913299.819327__1.819327	39492__B0MNQ2__EUBSIR_01459
ERR1913299.819310__1.819310	39492__D4JVG7__ERS852540_00946
ERR1913299.819377__1.819377	28052__A0A174IBJ6__luxQ_1
ERR1913299.819436__1.819436	552398__F4XAJ9__HMPREF0866_00317
ERR1913299.819444__1.819444	239935__A0A2N8J2P6__ADH72_06730
ERR1913299.819447__1.819447	39491__C4ZAT2__ERE_28440
ERR1913299.819480__1.819480	820__A0A3E4FWC8__DXC91_14635
ERR1913299.819528__1.819528	820__A0A174A6K0__M093_0079
ERR1913299.819530__1.819530	39491__A0A395UWZ1__DXC13_02175
ERR1913299.819531__1.819531	39492__D4JT75__EUBSIR_01776
ERR1913299.819544__1.819544	39492__D4JR43__ERS852540_02379
ERR1913299.819577__1.819577	626933__H1DGX0__HMPREF9449_01506
ERR1913299.819724__1.819724	1262915__R6HBF8__BN574_01128
ERR1913299.820095__1.820095	39492__D4JVZ6__truB
ERR1913299.820115__1.820115	1150298__A0A174RJU1__gsiA_4
ERR1913299.820172__1.820172	39492__D4JQY4__EUBSIR_01325
ERR1913299.820415__1.820415	39492__D4JRM9__bglB_2
ERR1913299.820540__1.820540	39492__D4JW25__EUBSIR_02203
ERR1913299.820585__1.820585	1262743__R5C7B5__BN727_00586
ERR1913299.820556__1.820556	28052__A0A174IP79__gmr_4
ERR1913299.820680__1.820680	820__A0A3E4G826__C801_01612
ERR1913299.820689__1.820689	820__R9HP61__DXC91_01090
ERR1913299.820832__1.820832	28111__E5WZE2__NCTC11155_00550
ERR1913299.820964__1.820964	1150298__A0A174RJU1__gsiA_4
ERR1913299.821125__1.821125	39492__D4MJF3__EUBSIR_02248
ERR1913299.821214__1.821214	357276__I9RAC4__BSEG_00561
ERR1913299.821234__1.821234	357276__A0A076IS73__GV66_00410
ERR1913299.821302__1.821302	1262911__R6H1B2__BN557_00840
ERR1913299.821424__1.821424	853__A0A3E2U7E6__ERS852582_01640
ERR1913299.821479__1.821479	1150298__R7JV71__ERS852498_00755
ERR1913299.821623__1.821623	39491__A0A395UZZ5__htpG_1
ERR1913299.821661__1.821661	39492__D4JTF2__mutS2
ERR1913299.821672__1.821672	166486__D4KX29__ROSINTL182_09734
ERR1913299.821751__1.821751	39492__D4JTG7__EUBSIR_00572
ERR1913299.821855__1.821855	39491__A0A395ZEN3__DXD95_12655
ERR1913299.821870__1.821870	357276__A0A076IRX7__HMPREF1064_00526
ERR1913299.821926__1.821926	39486__B0G9P9__DXC93_15995
ERR1913299.821971__1.821971	40518__R5E550__aroK
ERR1913299.822048__1.822048	166486__D4KZ27__ROSINTL182_05762
ERR1913299.822090__1.822090	28111__R5JPF7__BACEGG_02051
ERR1913299.822215__1.822215	1262911__R6H212__BN557_01031
ERR1913299.822299__1.822299	820__A0A3E4WA06__ERS852554_03404
ERR1913299.822300__1.822300	357276__A0A076IXE0__HMPREF1064_04364
ERR1913299.822331__1.822331	47678__R5UD76__BACCAC_01373
ERR1913299.822345__1.822345	28052__A0A174M0I3__ERS852451_02171
ERR1913299.822361__1.822361	820__A0A139KJR5__M093_4469
ERR1913299.822400__1.822400	168384__C6LDD4__BRYFOR_06543
ERR1913299.822488__1.822488	166486__A0A1Q6S852__ERS852572_03466
ERR1913299.822542__1.822542	28118__A0A3D4ZFP4__DHW44_00270
ERR1913299.822696__1.822696	357276__A0A076J8D4__HMPREF1064_00553
ERR1913299.822719__1.822719	28111__R5JSC9__HMPREF1016_01677
ERR1913299.822753__1.822753	39492__A0A174ZL16__EUBSIR_01269
ERR1913299.822763__1.822763	39491__A0A395ZHW9__DXC13_02590
ERR1913299.822849__1.822849	39492__D4JWY7__EUBSIR_01655
ERR1913299.823093__1.823093	1262743__R5C7D3__BN727_00606
ERR1913299.823127__1.823127	820__A0A174QLF0__SAMN05444418_109151
ERR1913299.823185__1.823185	360807__C0FVV2__RIL183_27361
ERR1913299.823228__1.823228	1262743__R5C7B5__BN727_00586
ERR1913299.823319__1.823319	40518__R5DT16__ysdC_2
ERR1913299.823414__1.823414	39492__D4JWI6__EUBSIR_01073
ERR1913299.823416__1.823416	820__R7E9Z4__DXC68_06065
ERR1913299.823436__1.823436	39491__A0A3E4YFT8__DXB69_10940
ERR1913299.823471__1.823471	39492__D4JWP8__EUBSIR_00699
ERR1913299.823492__1.823492	204516__U6RH18__HMPREF1534_01847
ERR1913299.823521__1.823521	301302__R5UMB9__M72_25011
ERR1913299.823575__1.823575	39492__D4JTG7__EUBSIR_00572
ERR1913299.823602__1.823602	39492__D4MJF3__EUBSIR_02248
ERR1913299.823603__1.823603	39492__D4JQU6__ERS852540_02194
ERR1913299.823656__1.823656	1897011__A0A1Q6RIQ1__BHW41_00490
ERR1913299.823663__1.823663	39492__D4JU30__EUBSIR_00838
ERR1913299.823669__1.823669	1550024__G9RQ59__TQ39_14360
ERR1913299.823681__1.823681	1262915__R6HPQ8__BN574_00511
ERR1913299.823802__1.823802	39491__A0A395UXH0__EUBREC_0021
ERR1913299.823902__1.823902	338188__R6RY59__BACFIN_08333
ERR1913299.823883__1.823883	166486__A0A173T114__ROSINTL182_05085
ERR1913299.823955__1.823955	853__A0A2A7B1Y7__C7K05_11930
ERR1913299.824035__1.824035	1262911__R6GT12__BN557_01070
ERR1913299.824049__1.824049	823__A6LC27__DXB14_11470
ERR1913299.824050__1.824050	39492__D4JR58__EUBSIR_02090
ERR1913299.824065__1.824065	39492__D4JWI6__EUBSIR_01073
ERR1913299.824130__1.824130	39491__A0A395ZHV7__ykvU
ERR1913299.824222__1.824222	1550024__A0A0W7TQU7__TQ39_10940
ERR1913299.824249__1.824249	301302__R5VFW5__M72_26781
ERR1913299.824305__1.824305	1262886__R6QJJ7__BN563_01219
ERR1913299.824381__1.824381	39492__D4MIY5__EUBSIR_00233
ERR1913299.824389__1.824389	818__A0A0P0EV21__NCTC13706_01181
ERR1913299.824473__1.824473	28111__E5X0X9__HMPREF1016_02597
ERR1913299.824579__1.824579	1150298__R7JUS2__ERS852498_02193
ERR1913299.824635__1.824635	820__A7UYX8__DXD40_11635
ERR1913299.824738__1.824738	166486__D4L1P5__ERS852572_00758
ERR1913299.824811__1.824811	853__C7H7F8__yccM_1
ERR1913299.824880__1.824880	28052__R7NB47__msbA_2
ERR1913299.824924__1.824924	166486__D4L1H3__sacC
ERR1913299.825084__1.825084	29361__B6FRT6__CLONEX_02860
ERR1913299.825196__1.825196	745368__A0A1T4Y9Q7__SAMN02745178_02874
ERR1913299.825299__1.825299	39492__D4JR58__EUBSIR_02090
ERR1913299.825327__1.825327	39492__D4JV86__spoIIE
ERR1913299.825328__1.825328	39491__A0A395V297__EUR_01010
ERR1913299.825370__1.825370	28052__A0A174M9U3__ERS852451_02548
ERR1913299.825402__1.825402	39492__B0MNL5__phoR_1
ERR1913299.825419__1.825419	39492__D4JRV7__EUBSIR_01513
ERR1913299.825460__1.825460	820__A0A078S569__gmhB
ERR1913299.825469__1.825469	823__A0A173RD26__B5F32_03910
ERR1913299.825478__1.825478	1304__J7TYF2__hk13_3
ERR1913299.825512__1.825512	1150298__A0A174MSM0__toxA_2
ERR1913299.825631__1.825631	39496__A5Z5I2__EUBVEN_00963
ERR1913299.825689__1.825689	39491__A0A396FNY7__LD38_16155
ERR1913299.825810__1.825810	39492__D4JU36__cobC_1
ERR1913299.825924__1.825924	204516__U6RPN2__HMPREF1534_00368
ERR1913299.825861__1.825861	1896974__A0A1Q6H7S4__BHV77_07555
ERR1913299.825974__1.825974	39492__A0A175A133__cycB_1
ERR1913299.826048__1.826048	28052__R7N7V7__hemZ_1
ERR1913299.826166__1.826166	820__A0A374Q1D8__SAMN05444418_112114
ERR1913299.826170__1.826170	39491__A0A395V6A3__DXB69_00505
ERR1913299.826172__1.826172	39492__D4JVG7__ERS852540_00946
ERR1913299.826228__1.826228	40518__R5DVX3__RBL263_01584
ERR1913299.826232__1.826232	39492__D4JUT9__ERS852540_01449
ERR1913299.826284__1.826284	649756__B0NZZ8__DO83_09740
ERR1913299.826365__1.826365	40518__R5E4V5__RBL263_01242
ERR1913299.826431__1.826431	40520__A5ZN83__DXC87_06350
ERR1913299.826507__1.826507	39491__C4ZC33__DXC13_11585
ERR1913299.826540__1.826540	39485__C4Z0G6__spoIVB
ERR1913299.826518__1.826518	39492__D4JVW2__EUBSIR_02285
ERR1913299.826525__1.826525	292800__A0A1C7FI72__ERS852504_01815
ERR1913299.826565__1.826565	1297617__A0A0S2W1V2__IB211_00824
ERR1913299.826577__1.826577	39485__A0A175A023__yhhT
ERR1913299.826579__1.826579	39491__A0A174K9A3__DXB69_07785
ERR1913299.826582__1.826582	28052__R7N7E0__cynR_4
ERR1913299.826721__1.826721	28111__E5WUU3__HMPREF1016_00520
ERR1913299.826785__1.826785	39492__D4MIK7__EUBSIR_00676
ERR1913299.826796__1.826796	39492__D4JQS6__ykoD
ERR1913299.826807__1.826807	821__A0A395US34__C5Z04_18975
ERR1913299.826910__1.826910	745368__A0A1T4XU57__SAMN02745178_02337
ERR1913299.827087__1.827087	47678__R5U206__C5Z00_07065
ERR1913299.827130__1.827130	39492__D4MIK7__EUBSIR_00676
ERR1913299.827205__1.827205	357276__C3R9Y0__HMPREF1064_01889
ERR1913299.827145__1.827145	166486__A0A173T114__ROSINTL182_05085
ERR1913299.827155__1.827155	39492__D4JT87__clpC
ERR1913299.827195__1.827195	39491__C4ZC33__DXC13_11585
ERR1913299.827364__1.827364	39492__D4JQS6__ykoD
ERR1913299.827477__1.827477	204516__U6R9E6__HMPREF1534_03149
ERR1913299.827652__1.827652	1297617__A0A0S2W1V2__IB211_00824
ERR1913299.827667__1.827667	357276__A0A076J9V8__BACDOR_01395
ERR1913299.827734__1.827734	39492__D4JR04__phoU
ERR1913299.827976__1.827976	40518__R5E6K4__RB5AMG_02070
ERR1913299.828000__1.828000	871327__A0A1H5WNU7__SAMN05444001_11221
ERR1913299.828209__1.828209	39491__A0A3E4YFT8__DXB69_10940
ERR1913299.828276__1.828276	1262915__R6I9M7__BN574_00854
ERR1913299.828226__1.828226	39491__D4JMW8__ERS852497_01971
ERR1913299.828301__1.828301	39492__D4JRZ7__smc
ERR1913299.828310__1.828310	39496__A5Z5I2__EUBVEN_00963
ERR1913299.828335__1.828335	39492__R6SPM9__pheT
ERR1913299.828409__1.828409	39492__D4JWR6__dnaN
ERR1913299.828433__1.828433	1262746__R5SS80__BN750_02125
ERR1913299.828455__1.828455	39492__D4JRX7__EUBSIR_01480
ERR1913299.828560__1.828560	39491__A0A395ZJZ1__LD38_01870
ERR1913299.828575__1.828575	292800__G9YTT2__HMPREF0372_02944
ERR1913299.828675__1.828675	649756__L1Q8U4__ERS852571_01677
ERR1913299.828676__1.828676	820__A0A174GYA8__DXB64_07370
ERR1913299.828718__1.828718	853__E2ZGD9__C7J97_11715
ERR1913299.828725__1.828725	28052__A0A174MSU9__ERS852499_02010
ERR1913299.828731__1.828731	818__A0A139JW76__BJP75_002555
ERR1913299.828741__1.828741	39491__A0A395ZJZ1__LD38_01870
ERR1913299.828750__1.828750	39485__C4Z028__ERS852492_00100
ERR1913299.828804__1.828804	1099853__G9S3X6__NSB1T_04020
ERR1913299.828808__1.828808	39491__C4Z9Y3__ERS852417_01808
ERR1913299.828780__1.828780	1550024__G9RX76__ASJ35_12355
ERR1913299.828874__1.828874	291644__I9SZW4__HMPREF1071_02889
ERR1913299.828906__1.828906	28116__A0A1Y4PWN5__M088_3731
ERR1913299.829050__1.829050	28052__A0A174YX76__mcp4_5
ERR1913299.829100__1.829100	39492__D4JU56__hemZ
ERR1913299.829306__1.829306	39491__A0A396FIZ8__ERE_20410
ERR1913299.829312__1.829312	39492__D4JX34__ERS852540_00411
ERR1913299.829337__1.829337	39492__D4JR43__ERS852540_02379
ERR1913299.829350__1.829350	166486__D4KUC4__arcB_1
ERR1913299.829421__1.829421	28111__E5X0X9__HMPREF1016_02597
ERR1913299.829521__1.829521	853__A0A2A7B9I6__DW855_13690
ERR1913299.829687__1.829687	239935__A0A2N8IYM5__CXT84_05130
ERR1913299.829737__1.829737	39492__D4JVX0__udk
ERR1913299.829858__1.829858	820__A0A3E4XDK3__ERS852554_03650
ERR1913299.829921__1.829921	39492__A0A175A133__cycB_1
ERR1913299.829906__1.829906	28116__A0A1Y4Q367__ERS852555_04706
ERR1913299.829955__1.829955	1150298__A0A174SLE6__mlc_1
ERR1913299.830047__1.830047	39492__D4JWY7__EUBSIR_01655
ERR1913299.830174__1.830174	39492__D4JRV7__EUBSIR_01513
ERR1913299.830293__1.830293	39491__D4JMW8__ERS852497_01971
ERR1913299.830370__1.830370	28052__A0A174NY34__ERS852499_02326
ERR1913299.830523__1.830523	1262911__R6GR13__BN557_00618
ERR1913299.830495__1.830495	39491__A0A2U2EI54__DXD95_12010
ERR1913299.830599__1.830599	204516__U6RA51__HMPREF1534_03959
ERR1913299.830639__1.830639	39492__D4JRM9__bglB_2
ERR1913299.830727__1.830727	39491__D4JM76__DXC13_02150
ERR1913299.830741__1.830741	1150298__R7JSE8__coaX_1
ERR1913299.830763__1.830763	39485__R6AKA4__rssA
ERR1913299.830945__1.830945	1150298__R7JNU0__nagK
ERR1913299.830879__1.830879	820__A0A139KG04__ERS852459_01249
ERR1913299.831092__1.831092	706562__GCA_900112995.1_01625
ERR1913299.831212__1.831212	39491__C4Z9K0__DXD95_07445
ERR1913299.831234__1.831234	39492__B0MM26__ERS852540_00640
ERR1913299.831236__1.831236	649756__A0A348YI82__ERS852520_03326
ERR1913299.831264__1.831264	39491__A0A395ZHW3__ERS852417_01359
ERR1913299.831418__1.831418	817__A0A1C0WW19__macB_12
ERR1913299.831395__1.831395	39485__A0A1Q6PGI7__pehX_3
ERR1913299.831503__1.831503	820__A0A3E4WA06__ERS852554_03404
ERR1913299.831644__1.831644	28111__R5JUJ8__nanA_2
ERR1913299.831670__1.831670	820__A0A3E4RUC4__DHU98_02635
ERR1913299.831736__1.831736	39492__D4JWR6__dnaN
ERR1913299.831797__1.831797	39485__A0A174ZPH7__ERS852490_01992
ERR1913299.831801__1.831801	1550024__A0A0D8IYM8__ASJ35_18670
ERR1913299.831955__1.831955	28111__E5WWI8__HMPREF1016_01036
ERR1913299.832055__1.832055	39491__A0A395ZHH5__ERS852497_02076
ERR1913299.832029__1.832029	1150298__A0A174QSN4__rpoD
ERR1913299.832137__1.832137	39492__D4JTJ1__EUBSIR_01453
ERR1913299.832272__1.832272	706562__GCA_900112995.1_02127
ERR1913299.832342__1.832342	39492__D4JT75__EUBSIR_01776
ERR1913299.832389__1.832389	40518__R5DY98__mepA_5
ERR1913299.832418__1.832418	39492__B0MN61__epsF_2
ERR1913299.832420__1.832420	39492__D4JR20__trmD
ERR1913299.832428__1.832428	357276__I9QBT7__BSEG_03340
ERR1913299.832487__1.832487	28052__A0A174MF60__ERS852499_01909
ERR1913299.832515__1.832515	28118__F9Z4Q7__DER54_08070
ERR1913299.832574__1.832574	820__A0A3E4W7J3__DXC07_00330
ERR1913299.832594__1.832594	28052__A0A174GQI3__ERS852451_00394
ERR1913299.832783__1.832783	39491__A0A395ZJZ1__LD38_01870
ERR1913299.832890__1.832890	39492__D4JUP6__ERS852540_01404
ERR1913299.832891__1.832891	239935__A0A139TM51__CXT91_12120
ERR1913299.832925__1.832925	39492__B0MN61__epsF_2
ERR1913299.832942__1.832942	39492__D4JV48__ERS852540_00852
ERR1913299.832997__1.832997	39492__D4JRM9__bglB_2
ERR1913299.832972__1.832972	28052__A0A174GQI3__ERS852451_00394
ERR1913299.833021__1.833021	357276__A0A076IKP2__HMPREF1063_00218
ERR1913299.833089__1.833089	40518__R5DXH2__DXD83_10135
ERR1913299.833095__1.833095	166486__A0A1Q6S8P7__ROSINTL182_06253
ERR1913299.833136__1.833136	39492__D4JU31__ERS852540_00198
ERR1913299.833145__1.833145	820__R9HXK9__DXB62_08265
ERR1913299.833185__1.833185	357276__C3REQ8__GV66_09740
ERR1913299.833199__1.833199	28116__F7L4X5__M089_2857
ERR1913299.833220__1.833220	166486__D4L457__ROSINTL182_07087
ERR1913299.833474__1.833474	301302__A0A173UN64__manA_2
ERR1913299.833592__1.833592	39491__A0A396FMF1__EUR_28700
ERR1913299.833681__1.833681	39491__A0A396FUZ3__phoR_1
ERR1913299.833697__1.833697	166486__D4KU79__ROSINTL182_06970
ERR1913299.833778__1.833778	818__A0A3E5H6T5__Btheta7330_01926
ERR1913299.833863__1.833863	39491__A0A396FMF1__EUR_28700
ERR1913299.833878__1.833878	39492__D4JRZ7__smc
ERR1913299.833893__1.833893	649756__L1Q9A7__DCR88_02520
ERR1913299.833898__1.833898	820__A0A3E5BMG9__DXD40_05130
ERR1913299.833985__1.833985	384639__GCA_003096855.1_00253
ERR1913299.834082__1.834082	39492__D4JQL8__ywpJ
ERR1913299.834040__1.834040	40518__R5DUG7__sbcC
ERR1913299.834146__1.834146	357276__B6W5Q9__HMPREF1063_03125
ERR1913299.834257__1.834257	820__A0A174B4N2__M093_2531
ERR1913299.834296__1.834296	239935__R6JAS2__CXU02_10725
ERR1913299.834315__1.834315	39492__D4JRM9__bglB_2
ERR1913299.834354__1.834354	28052__A0A174GR15__mcp3_1
ERR1913299.834369__1.834369	823__A0A078SYK6__DXB14_02485
ERR1913299.834423__1.834423	1628085__A0A2U1B8P6__C7386_11432
ERR1913299.834462__1.834462	39491__A0A395UZL1__DXB76_05950
ERR1913299.834477__1.834477	823__A0A355XFH7__ERS852513_00769
ERR1913299.834533__1.834533	357276__I9QBT7__BSEG_03340
ERR1913299.834543__1.834543	166486__D4L1L1__ROSINTL182_05277
ERR1913299.834607__1.834607	357276__A0A076IN30__DXD47_09350
ERR1913299.834817__1.834817	820__A7UYX8__DXD40_11635
ERR1913299.834833__1.834833	292800__A0A174UQD2__B5F52_18205
ERR1913299.834902__1.834902	820__A0A3E4G826__C801_01612
ERR1913299.835009__1.835009	301302__R5UMU6__M72_26821
ERR1913299.835014__1.835014	1262988__R7N577__BN816_02671
ERR1913299.835158__1.835158	706562__GCA_900112995.1_01415
ERR1913299.835276__1.835276	28118__R6FAT1__DHW44_00720
ERR1913299.835342__1.835342	39492__D4JQP0__ypeB
ERR1913299.835394__1.835394	39492__D4JT87__clpC
ERR1913299.835469__1.835469	820__A0A3E4XM43__DXC91_13960
ERR1913299.835552__1.835552	1150298__A0A174QNY9__ERS852498_01028
ERR1913299.835553__1.835553	39491__C4ZF05__vpr
ERR1913299.835588__1.835588	39492__D4JWY7__EUBSIR_01655
ERR1913299.835642__1.835642	446660__GCA_003428235.1_01236
ERR1913299.835724__1.835724	1297617__A0A0S2W6E1__BIV19_07700
ERR1913299.835768__1.835768	28111__E5WVZ4__NCTC11155_02635
ERR1913299.835783__1.835783	357276__A0A076J8M3__ABI39_13695
ERR1913299.835848__1.835848	39491__A0A173QT73__alaS_2
ERR1913299.835860__1.835860	820__A0A139JRH8__HMPREF2141_04326
ERR1913299.836210__1.836210	357276__A0A076IP73__BACDOR_04237
ERR1913299.836229__1.836229	301302__A0A0M6WJW1__ERS852420_02245
ERR1913299.836289__1.836289	39491__A0A395UYL9__ERS852417_00624
ERR1913299.836386__1.836386	649756__B0P476__ERS852475_00941
ERR1913299.836428__1.836428	39492__D4JWY7__EUBSIR_01655
ERR1913299.836485__1.836485	823__A0A174U5E4__BDI_3390
ERR1913299.836560__1.836560	39492__D4JVG7__ERS852540_00946
ERR1913299.836595__1.836595	823__A0A073IAS1__M091_0201
ERR1913299.836738__1.836738	28111__E5X119__NCTC11155_02426
ERR1913299.836806__1.836806	78535__E6J267__NCTC1080_01209
ERR1913299.836784__1.836784	291644__I8Z302__HMPREF1532_01182
ERR1913299.836791__1.836791	39492__D4JR31__EUBSIR_00106
ERR1913299.836911__1.836911	1150298__A0A174IG30__ERS852535_01135
ERR1913299.836893__1.836893	823__D0TBY4__M090_0431
ERR1913299.836955__1.836955	166486__D4L1H8__ERS852572_02204
ERR1913299.836966__1.836966	1897011__A0A1Q6RF20__BHW41_02930
ERR1913299.837019__1.837019	39492__D4JQP0__ypeB
ERR1913299.836994__1.836994	39492__D4JQS6__ykoD
ERR1913299.837164__1.837164	820__A0A3E4G3J9__ERS852459_02265
ERR1913299.837211__1.837211	649756__L1PXG6__CL2_21620
ERR1913299.837266__1.837266	745368__A0A1T4Y7W7__SAMN02745178_02825
