ERR1913204.80__1.80	1262882__R5ML49__BN519_01361
ERR1913204.1025717__1.1025717	239935__A0A139TPD4__CXT86_06450
ERR1913204.1025819__1.1025819	487174__K0X2Y1__lepB
ERR1913204.1025945__1.1025945	214856__R6Z288__ERS852447_00734
ERR1913204.1026165__1.1026165	818__A0A0P0F004__SAMN02910322_02925
ERR1913204.1026185__1.1026185	1501391__GCA_000786575.1_00116
ERR1913204.1026230__1.1026230	853__A0A173XRA8__CGS56_09290
ERR1913204.1026463__1.1026463	47678__R5UUB5__ERS852558_00247
ERR1913204.1026598__1.1026598	487174__K0XG34__HMPREF9448_02234
ERR1913204.1026723__1.1026723	1262882__R5MKU2__BN519_01271
ERR1913204.1026730__1.1026730	239935__A0A2N8IVR0__CXT87_07115
ERR1913204.1026797__1.1026797	1501391__GCA_000786575.1_00055
ERR1913204.1026822__1.1026822	291645__I8WZT8__HMPREF1068_04327
ERR1913204.1026823__1.1026823	1262882__R5MH81__BN519_00748
ERR1913204.1026837__1.1026837	487174__K0WXB5__DIT83_09520
ERR1913204.1026909__1.1026909	214856__R6Z186__ERS852447_00718
ERR1913204.1026995__1.1026995	214856__I3YPN0__ERS852447_01398
ERR1913204.1027139__1.1027139	47678__R5V127__HMPREF1061_04334
ERR1913204.1027140__1.1027140	214856__R5UN64__ERS852447_02669
ERR1913204.1027660__1.1027660	1262882__R5MKU2__BN519_01271
ERR1913204.1027757__1.1027757	214856__R6Z186__ERS852447_00718
ERR1913204.1028052__1.1028052	214856__I3YPR5__ERS852447_01364
ERR1913204.1028056__1.1028056	1262882__R5MKF5__BN519_00316
ERR1913204.1028057__1.1028057	1262882__R5MKF5__BN519_00316
ERR1913204.1028176__1.1028176	47678__R5UZM4__DW706_15680
ERR1913204.1028233__1.1028233	1262911__R6GXH0__BN557_00389
ERR1913204.1028253__1.1028253	214856__R6YD52__ERS852447_02171
ERR1913204.1028254__1.1028254	214856__R6YD52__ERS852447_02171
ERR1913204.1028282__1.1028282	328813__A0A1Y3QZ64__B5G41_14235
ERR1913204.1028324__1.1028324	214856__I3YMB7__Alfi_1811
ERR1913204.1028488__1.1028488	1262882__R5MHQ8__BN519_00707
ERR1913204.1028497__1.1028497	214856__I3YPP9__Alfi_2707
ERR1913204.1028587__1.1028587	1262882__R5ML49__BN519_01361
ERR1913204.1028604__1.1028604	487174__K0X6Z7__DDY40_11525
ERR1913204.1028638__1.1028638	214856__R6XNE7__ERS852447_02267
ERR1913204.1028643__1.1028643	1262882__R5MIW5__BN519_00945
ERR1913204.1028772__1.1028772	214856__I3YPN9__ERS852447_01389
ERR1913204.1028834__1.1028834	214856__A0A173YXX1__ERS852559_01651
ERR1913204.1028993__1.1028993	1235790__S0J8L6__C805_00148
ERR1913204.1029099__1.1029099	239935__A0A2N8IVR0__CXT87_07115
ERR1913204.1029123__1.1029123	328813__A0A1Y3QQ66__B5G41_14240
ERR1913204.1029236__1.1029236	214856__R6XRA1__vatD_3
ERR1913204.1029231__1.1029231	239935__A0A2N8IV82__CXT99_06735
ERR1913204.1029475__1.1029475	214856__A0A174ZLX0__ERS852559_00738
ERR1913204.1029548__1.1029548	214856__A0A175A6T5__ERS852447_02658
ERR1913204.1029799__1.1029799	301302__A0A0M6WBZ5__spr
ERR1913204.1029833__1.1029833	649756__B0P4Q3__ERS852425_01640
ERR1913204.1029846__1.1029846	214856__A0A175A6T5__ERS852447_02658
ERR1913204.1029850__1.1029850	818__A0A3E5HVG2__C5Z03_11060
ERR1913204.1030028__1.1030028	47678__R5U206__C5Z00_07065
ERR1913204.1030205__1.1030205	1262882__R5MPJ1__BN519_01023
ERR1913204.1030254__1.1030254	214856__R6Z5D0__resA_4
ERR1913204.1030435__1.1030435	239935__R6IZT7__CXU18_11710
ERR1913204.1030594__1.1030594	47678__R5UET0__BACCAC_02656
ERR1913204.1030561__1.1030561	1501391__GCA_000786575.1_00029
ERR1913204.1030714__1.1030714	239935__A0A2N8I9P4__CXT85_05050
ERR1913204.1030800__1.1030800	487174__R5FMM3__DDY40_00820
ERR1913204.1030889__1.1030889	1150298__A0A174BP05__murAA
ERR1913204.1030921__1.1030921	39488__A0A374MTU0__ERS852578_02616
ERR1913204.1031112__1.1031112	487174__K0WY34__DDY40_07435
ERR1913204.1031181__1.1031181	301302__A0A173T010__M72_26571
ERR1913204.1031502__1.1031502	214856__R6YBX3__msbA_2
ERR1913204.1031507__1.1031507	33025__A0A395J947__C8D73_11315
ERR1913204.1031603__1.1031603	1501391__GCA_000786575.1_00062
ERR1913204.1031570__1.1031570	239935__A0A2N8IEP3__CXT84_03735
ERR1913204.1031689__1.1031689	1262882__R5MM96__BN519_01545
ERR1913204.1031672__1.1031672	214856__I3YPP3__Alfi_2701
ERR1913204.1031730__1.1031730	214856__I3YPQ4__Alfi_2712
ERR1913204.1031842__1.1031842	214856__R6Z288__ERS852447_00734
ERR1913204.1031805__1.1031805	1235835__R9LCU2__C814_02677
ERR1913204.1031821__1.1031821	1150298__R7JTQ3__rne
ERR1913204.1031999__1.1031999	1262882__R5MT08__BN519_01706
ERR1913204.1032092__1.1032092	1262882__R5N4I8__BN519_01293
ERR1913204.1032119__1.1032119	239935__A0A2N8I8X8__B5G29_00185
ERR1913204.1032143__1.1032143	1897011__A0A1Q6RH37__BHW41_01795
ERR1913204.1032202__1.1032202	214856__A0A174ZD89__ERS852559_00526
ERR1913204.1032396__1.1032396	1965576__A0A1Y4LMI1__B5F19_05570
ERR1913204.1032408__1.1032408	360807__A0A0M6WIL3__ERS852444_01365
ERR1913204.1032611__1.1032611	214856__I3YK71__ERS852559_02472
ERR1913204.1032945__1.1032945	291645__I8WZT8__HMPREF1068_04327
ERR1913204.1033000__1.1033000	1262743__R5C054__BN727_01980
ERR1913204.1033037__1.1033037	28118__R6F7J8__Odosp_3206
ERR1913204.1033136__1.1033136	487174__K0X455__HMPREF9448_00399
ERR1913204.1033188__1.1033188	328813__A0A1Y3QZ64__B5G41_14235
ERR1913204.1033202__1.1033202	1262882__R5MJZ4__BN519_01269
ERR1913204.1033272__1.1033272	1262882__R5N089__BN519_00546
ERR1913204.1033336__1.1033336	214856__R6Z5D0__resA_4
ERR1913204.1033404__1.1033404	292800__G9YX54__A4U99_08800
ERR1913204.1033417__1.1033417	1501391__GCA_000786575.1_00112
ERR1913204.1033440__1.1033440	1262882__R5N3T7__BN519_01188
ERR1913204.1033446__1.1033446	1262882__R5MZZ3__BN519_00482
ERR1913204.1033486__1.1033486	1262882__R5MYI1__BN519_00416
ERR1913204.1033564__1.1033564	1262882__R5N2A9__BN519_00921
ERR1913204.1033621__1.1033621	1235835__R9LCU2__C814_02677
ERR1913204.1033676__1.1033676	1262882__R5MKF5__BN519_00316
ERR1913204.1033748__1.1033748	214856__A0A174CRY5__ERS852559_01060
ERR1913204.1033920__1.1033920	487174__K0WXB5__DIT83_09520
ERR1913204.1034117__1.1034117	214856__R6XUN2__rcsC_1
ERR1913204.1034092__1.1034092	301302__A0A0M6WPV4__M72_29701
ERR1913204.1034145__1.1034145	214856__R6XUN2__rcsC_1
ERR1913204.1034161__1.1034161	818__A0A3E5HN77__HMPREF2534_00072
ERR1913204.1034266__1.1034266	39485__R5ZYJ0__ERS852492_00222
ERR1913204.1034291__1.1034291	214856__I3YPQ9__ERS852447_01370
ERR1913204.1034250__1.1034250	239935__A0A2N8HH03__CXU09_08875
ERR1913204.1034346__1.1034346	1262882__R5N532__BN519_01420
ERR1913204.1034446__1.1034446	1501391__GCA_000786575.1_00027
ERR1913204.1034551__1.1034551	1262882__R5MZ06__BN519_00492
ERR1913204.1034731__1.1034731	301302__A0A0M6WWE7__ERS852420_01309
ERR1913204.1034736__1.1034736	487174__K0WXG8__DIT83_09300
ERR1913204.1034748__1.1034748	39492__A0A174ZHV5__msbA_2
ERR1913204.1034890__1.1034890	328814__GCA_004558275.1_00033
ERR1913204.1034938__1.1034938	214856__I3YMB7__Alfi_1811
ERR1913204.1034999__1.1034999	214856__I3YPQ0__ERS852447_01379
ERR1913204.1035156__1.1035156	487174__K0X488__HMPREF9448_00323
ERR1913204.1035217__1.1035217	214856__I3YPP9__Alfi_2707
ERR1913204.1035289__1.1035289	818__A0A3E5HN77__HMPREF2534_00072
ERR1913204.1035340__1.1035340	818__C6ILT7__BSIG_2708
ERR1913204.1035352__1.1035352	239935__A0A2N8I3G2__CXT89_00720
ERR1913204.1035357__1.1035357	39496__A5Z5I2__EUBVEN_00963
ERR1913204.1035358__1.1035358	39492__B0MLV5__EUBSIR_00804
ERR1913204.1035491__1.1035491	328813__A0A1Y3QZ64__B5G41_14235
ERR1913204.1035563__1.1035563	1262882__R5MF43__BN519_00282
ERR1913204.1035607__1.1035607	214856__R6XKT4__ERS852559_01719
ERR1913204.1035769__1.1035769	28118__F9ZCN9__DHW44_07820
ERR1913204.1035772__1.1035772	39492__D4JVG7__ERS852540_00946
ERR1913204.1035844__1.1035844	1897011__A0A1Q6RDJ0__BHW41_05420
ERR1913204.1035919__1.1035919	214856__R6Y1K2__ERS852447_02306
ERR1913204.1036033__1.1036033	47678__R5UUS9__ERS852558_01432
ERR1913204.1036112__1.1036112	47678__R5U8S9__DW706_06260
ERR1913204.1036185__1.1036185	1501391__GCA_000786575.1_00042
ERR1913204.1036217__1.1036217	214856__R6XS46__ERS852559_00812
ERR1913204.1036332__1.1036332	214856__D4IMT6__Alfi_1830
ERR1913204.1036358__1.1036358	1262882__R5N1L4__BN519_00757
ERR1913204.1036403__1.1036403	821__I9R3W6__DXC16_12455
ERR1913204.1036424__1.1036424	214856__R6YD52__ERS852447_02171
ERR1913204.1036469__1.1036469	1262882__R5N1V0__BN519_00816
ERR1913204.1036557__1.1036557	1262882__R5MPY4__BN519_01128
ERR1913204.1036664__1.1036664	1262744__R6FST0__BN744_00381
ERR1913204.1036986__1.1036986	1262882__R5N678__BN519_01604
ERR1913204.1037046__1.1037046	410072__A0A173S248__ERS852525_02992
ERR1913204.1037277__1.1037277	487174__R5FN40__HMPREF9448_01366
ERR1913204.1037256__1.1037256	214856__R6XS46__ERS852559_00812
ERR1913204.1037307__1.1037307	239935__A0A2N8HTZ8__CXU09_01270
ERR1913204.1037353__1.1037353	47678__A5ZEA3__ERS852558_00257
ERR1913204.1037368__1.1037368	328813__A0A1Y3QQ66__B5G41_14240
ERR1913204.1037406__1.1037406	1262911__R6GKS1__BN557_00184
ERR1913204.1037417__1.1037417	1501391__GCA_000786575.1_00103
ERR1913204.1037469__1.1037469	487174__K0XLC3__HMPREF9448_01065
ERR1913204.1037606__1.1037606	214856__A0A175A6T5__ERS852447_02658
ERR1913204.1037640__1.1037640	214856__R6XRA1__vatD_3
ERR1913204.1037619__1.1037619	301301__A0A395V8C2__rhaR_3
ERR1913204.1037989__1.1037989	1262882__R5MJM8__BN519_01064
ERR1913204.1038344__1.1038344	214856__A0A174EQR4__rsmA
ERR1913204.1038311__1.1038311	487174__K0WU53__DDY40_07650
ERR1913204.1038403__1.1038403	357276__A0A0K2HDP3__IY41_00705
ERR1913204.1038444__1.1038444	39492__D4JV86__spoIIE
ERR1913204.1038499__1.1038499	1262882__R5MLE6__BN519_01423
ERR1913204.1038554__1.1038554	487174__K0WU53__DDY40_07650
ERR1913204.1038729__1.1038729	239935__A0A2N8IRW0__A4V05_11620
ERR1913204.1038730__1.1038730	239935__A0A2N8HDT1__CXT94_05270
ERR1913204.1038861__1.1038861	821__A0A174JYD3__ERS852457_02610
ERR1913204.1038936__1.1038936	28118__R6F6Y6__DF785_01440
ERR1913204.1039036__1.1039036	214856__R6XUN2__rcsC_1
ERR1913204.1039129__1.1039129	214856__R6Z320__ERS852447_02148
ERR1913204.1039161__1.1039161	214856__I3YPN3__ERS852447_01395
ERR1913204.1039219__1.1039219	39492__D4JQS6__ykoD
ERR1913204.1039387__1.1039387	214856__I3YPN5__Alfi_2693
ERR1913204.1039436__1.1039436	214856__I3YPP2__Alfi_2700
ERR1913204.1039694__1.1039694	214856__R6Z3P8__ERS852559_01737
ERR1913204.1039847__1.1039847	214856__A0A174ZZS1__ERS852559_01484
ERR1913204.1039940__1.1039940	39492__D4JUL4__ERS852540_01381
ERR1913204.1039891__1.1039891	214856__R6Z186__ERS852447_00718
ERR1913204.1039915__1.1039915	239935__A0A2N8HZW2__A4V05_11120
ERR1913204.1040039__1.1040039	214856__R5UN64__ERS852447_02669
ERR1913204.1040044__1.1040044	1262882__R5N1T9__BN519_00804
ERR1913204.1040071__1.1040071	328814__GCA_004558275.1_01002
ERR1913204.1040265__1.1040265	214856__I3YPN0__ERS852447_01398
ERR1913204.1040339__1.1040339	214856__I3YPQ4__Alfi_2712
ERR1913204.1040504__1.1040504	214856__I3YPQ3__Alfi_2711
ERR1913204.1040478__1.1040478	1262882__R5N2A9__BN519_00921
ERR1913204.1040708__1.1040708	214856__I3YPR5__ERS852447_01364
ERR1913204.1040812__1.1040812	214856__R6Z4Q8__ERS852447_00885
ERR1913204.1040825__1.1040825	47678__R5U9Z0__HMPREF1061_03210
ERR1913204.1040922__1.1040922	487174__K0X347__DIT83_07775
ERR1913204.1041033__1.1041033	47678__R5UXY0__CGC64_03535
ERR1913204.1041160__1.1041160	239935__A0A2N8IMC3__CXT96_03840
ERR1913204.1041170__1.1041170	214856__I3YPN9__ERS852447_01389
ERR1913204.1041419__1.1041419	239935__A0A2N8HT68__ADH72_00510
ERR1913204.1041427__1.1041427	1262882__R5N3H1__BN519_01121
ERR1913204.1041522__1.1041522	214856__R6Y9P5__ERS852559_01811
ERR1913204.1041613__1.1041613	487174__K0WYC5__HMPREF9448_01493
ERR1913204.1041705__1.1041705	1262882__R5MJ49__BN519_01124
ERR1913204.1041747__1.1041747	1501391__GCA_000786575.1_00054
ERR1913204.1041751__1.1041751	214856__A0A173ZR84__ERS852559_00013
ERR1913204.1041789__1.1041789	1262882__R5MSX6__BN519_01697
ERR1913204.1041802__1.1041802	239935__A0A139TT05__CXU09_03335
ERR1913204.1041880__1.1041880	239935__A0A2N8IHY1__CXU06_00035
ERR1913204.1041985__1.1041985	818__A0A2J6AAA9__NCTC10582_00162
ERR1913204.1041995__1.1041995	1262911__R6H2J2__BN557_01228
ERR1913204.1042026__1.1042026	487174__K0WXI5__DDY40_07185
ERR1913204.1042031__1.1042031	28118__F9ZBV2__NCTC10826_00352
ERR1913204.1042127__1.1042127	39492__D4JRZ7__smc
ERR1913204.1042115__1.1042115	1262882__R5MM25__BN519_00600
ERR1913204.1042196__1.1042196	214856__R6YD52__ERS852447_02171
ERR1913204.1042241__1.1042241	214856__A0A174EQR4__rsmA
ERR1913204.1042276__1.1042276	214856__A0A174CRY5__ERS852559_01060
ERR1913204.1042416__1.1042416	1501391__GCA_000786575.1_00037
ERR1913204.1042478__1.1042478	1150298__R7JTW4__yvhJ
ERR1913204.1042442__1.1042442	214856__R5UN64__ERS852447_02669
ERR1913204.1042445__1.1042445	1262882__R5N1V0__BN519_00816
ERR1913204.1042543__1.1042543	214856__R6XP73__ERS852447_00886
ERR1913204.1042647__1.1042647	47678__R5UT79__ERS852558_03890
ERR1913204.1042714__1.1042714	239935__B2UPZ6__CXU03_03800
ERR1913204.1042836__1.1042836	214856__E4MF20__Alfi_0697
ERR1913204.1042895__1.1042895	36343__GeneID:1261150
ERR1913204.1042958__1.1042958	214856__A0A175A6T5__ERS852447_02658
ERR1913204.1043078__1.1043078	214856__I3YPQ4__Alfi_2712
ERR1913204.1043153__1.1043153	47678__A5ZL09__BACCAC_03608
ERR1913204.1043156__1.1043156	1262882__R5MRT2__BN519_01494
ERR1913204.1043181__1.1043181	214856__I3YMC8__ERS852447_02666
ERR1913204.1043216__1.1043216	1501391__GCA_000786575.1_00076
ERR1913204.1043248__1.1043248	239935__A0A2N8IHY1__CXU06_00035
ERR1913204.1043258__1.1043258	1501391__GCA_000786575.1_00129
ERR1913204.1043319__1.1043319	328814__GCA_004558275.1_01006
ERR1913204.1043382__1.1043382	214856__R6XRA1__vatD_3
ERR1913204.1043539__1.1043539	1262882__R5MND9__BN519_00831
ERR1913204.1043727__1.1043727	1262882__R5N532__BN519_01420
ERR1913204.1043733__1.1043733	1262882__R5MSX6__BN519_01697
ERR1913204.1043862__1.1043862	214856__I3YPP9__Alfi_2707
ERR1913204.1043925__1.1043925	1897011__A0A1Q6RBV8__BHW41_06760
ERR1913204.1043906__1.1043906	239935__A0A2N8IVR0__CXT87_07115
ERR1913204.1044167__1.1044167	47678__R5UAF6__ERS852494_02966
ERR1913204.1044321__1.1044321	214856__R6XNE7__ERS852447_02267
ERR1913204.1044331__1.1044331	239935__R7E524__CXT91_06180
ERR1913204.1044433__1.1044433	239935__R7E524__CXT91_06180
ERR1913204.1044474__1.1044474	214856__A0A175A6T5__ERS852447_02658
ERR1913204.1044450__1.1044450	214856__R6Y6H8__ERS852447_01719
ERR1913204.1044571__1.1044571	214856__A0A174ZLW6__ERS852559_01424
ERR1913204.1044677__1.1044677	214856__R5UN64__ERS852447_02669
ERR1913204.1044978__1.1044978	487174__K0X694__DIT83_09060
ERR1913204.1044992__1.1044992	28118__R6F1R3__NCTC10826_00739
ERR1913204.1044995__1.1044995	214856__R6Y1K2__ERS852447_02306
ERR1913204.1045152__1.1045152	1262882__R5N532__BN519_01420
ERR1913204.1045065__1.1045065	214856__R6Y6H8__ERS852447_01719
ERR1913204.1045278__1.1045278	1262882__R5MYG7__BN519_00405
ERR1913204.1045295__1.1045295	239935__A0A2N8HT44__CXT84_11035
ERR1913204.1045321__1.1045321	214856__I3YPP0__ERS852447_01388
ERR1913204.1045239__1.1045239	487174__K0X3L3__DDY40_11345
ERR1913204.1045526__1.1045526	1262882__R5N1M9__BN519_00768
ERR1913204.1045687__1.1045687	853__A0A174C5M1__CGS58_04460
ERR1913204.1045601__1.1045601	239935__A0A139TMG9__CXU07_10650
ERR1913204.1045755__1.1045755	487174__K0XLV6__DIT83_00940
ERR1913204.1045854__1.1045854	1262882__R5MPY4__BN519_01128
ERR1913204.1045864__1.1045864	88431__A6BFJ3__ERS852408_01680
ERR1913204.1045950__1.1045950	47678__R5UAI1__BACCAC_01922
ERR1913204.1046168__1.1046168	214856__A0A173W3Y5__ERS852559_02032
ERR1913204.1046202__1.1046202	1501391__GCA_000786575.1_00124
ERR1913204.1046203__1.1046203	214856__A0A174EQR4__rsmA
ERR1913204.1046127__1.1046127	1262882__R5N4P6__BN519_01346
ERR1913204.1046325__1.1046325	214856__I3YPP0__ERS852447_01388
ERR1913204.1046375__1.1046375	214856__A0A173YJS4__xerD_3
ERR1913204.1046443__1.1046443	487174__K0WZN5__HMPREF9448_01108
ERR1913204.1046565__1.1046565	1262882__R5MQ68__BN519_01178
ERR1913204.1046696__1.1046696	649756__A0A173TB83__HMPREF0369_01758
ERR1913204.1046765__1.1046765	1262882__R5N532__BN519_01420
ERR1913204.1046767__1.1046767	214856__I3YPP2__Alfi_2700
ERR1913204.1046989__1.1046989	1897011__A0A1Q6RDG0__BHW41_05600
ERR1913204.1047017__1.1047017	1262882__R5MKL9__BN519_00353
ERR1913204.1047048__1.1047048	301302__A0A173SJJ1__ERS852420_01411
ERR1913204.1047068__1.1047068	1501391__GCA_000786575.1_00119
ERR1913204.1047161__1.1047161	1501391__GCA_000786575.1_00067
ERR1913204.1047240__1.1047240	214856__A0A174CRY5__ERS852559_01060
ERR1913204.1047332__1.1047332	1262911__R6GZW9__BN557_00833
ERR1913204.1047608__1.1047608	239935__A0A2N8HT44__CXT84_11035
ERR1913204.1047613__1.1047613	214856__I3YPP9__Alfi_2707
ERR1913204.1047620__1.1047620	214856__R6Z5D0__resA_4
ERR1913204.1047708__1.1047708	47678__R5UUS9__ERS852558_01432
ERR1913204.1047740__1.1047740	214856__R6Y2Y4__ERS852447_01086
ERR1913204.1048251__1.1048251	214856__I3YPQ4__Alfi_2712
ERR1913204.1048350__1.1048350	214856__I3YMC8__ERS852447_02666
ERR1913204.1048288__1.1048288	239935__A0A2N8HEH9__CXU07_11710
ERR1913204.1048445__1.1048445	214856__A0A173YXX1__ERS852559_01651
ERR1913204.1048474__1.1048474	649756__B0P442__DO83_03915
ERR1913204.1048497__1.1048497	1262882__R5N4I8__BN519_01293
ERR1913204.1048557__1.1048557	39492__D4JQL8__ywpJ
ERR1913204.1048587__1.1048587	487174__K0X353__DIT83_07800
ERR1913204.1048686__1.1048686	1965555__A0A1Y4S377__B5E77_13980
ERR1913204.1048778__1.1048778	47678__R5U3A7__ERS852494_02965
ERR1913204.1048912__1.1048912	214856__R5UN64__ERS852447_02669
ERR1913204.1048936__1.1048936	214856__I3YMN6__Alfi_1938
ERR1913204.1049077__1.1049077	47678__A5ZEA3__ERS852558_00257
ERR1913204.1049177__1.1049177	871327__A0A1H5WNU7__SAMN05444001_11221
ERR1913204.1049241__1.1049241	214856__A0A174ZLW6__ERS852559_01424
ERR1913204.1049244__1.1049244	239935__A0A2N8ITG2__Amuc_0335
ERR1913204.1049258__1.1049258	214856__R6Y6H8__ERS852447_01719
ERR1913204.1049323__1.1049323	214856__R6XYY8__ERS852447_01722
ERR1913204.1049388__1.1049388	47678__R5UES3__CGC64_00760
ERR1913204.1049494__1.1049494	214856__R5UN64__ERS852447_02669
ERR1913204.1049507__1.1049507	301302__R5UNC5__M72_02681
ERR1913204.1049683__1.1049683	214856__R6XKT4__ERS852559_01719
ERR1913204.1049698__1.1049698	1501391__GCA_000786575.1_00068
ERR1913204.1049734__1.1049734	1262882__R5MDR8__BN519_00124
ERR1913204.1049771__1.1049771	214856__R6Z7Q9__ERS852447_02172
ERR1913204.1049806__1.1049806	1262882__R5MLA4__BN519_01536
ERR1913204.1049857__1.1049857	214856__R6XNE7__ERS852447_02267
ERR1913204.1049911__1.1049911	214856__R6Y6H8__ERS852447_01719
ERR1913204.1049953__1.1049953	214856__R6XRA1__vatD_3
ERR1913204.1050031__1.1050031	1262882__R5MQ68__BN519_01178
ERR1913204.1050181__1.1050181	1262882__R5MIQ8__BN519_01036
ERR1913204.1050220__1.1050220	239935__A0A3F3K985__CXT98_05805
ERR1913204.1050231__1.1050231	39491__D6E118__DXB69_05765
ERR1913204.1050320__1.1050320	214856__R6XKW1__ERS852559_01141
ERR1913204.1050371__1.1050371	214856__R5UN64__ERS852447_02669
ERR1913204.1050268__1.1050268	214856__R5UN64__ERS852447_02669
ERR1913204.1050553__1.1050553	818__A0A139KW19__nedA_1
ERR1913204.1050531__1.1050531	214856__R6Y1K2__ERS852447_02306
ERR1913204.1050685__1.1050685	487174__K0WTV8__DIT83_04385
ERR1913204.1050751__1.1050751	214856__A0A174CRY5__ERS852559_01060
ERR1913204.1050931__1.1050931	47678__R5UZM4__DW706_15680
ERR1913204.1051044__1.1051044	1897011__A0A1Q6REW8__BHW41_04435
ERR1913204.1051073__1.1051073	214856__A0A175A6T5__ERS852447_02658
ERR1913204.1051088__1.1051088	239935__A0A139TMG9__CXU07_10650
ERR1913204.1051173__1.1051173	214856__I3YPQ4__Alfi_2712
ERR1913204.1051293__1.1051293	487174__K0XH97__HMPREF9448_01909
ERR1913204.1051403__1.1051403	214856__I3YPQ4__Alfi_2712
ERR1913204.1051477__1.1051477	239935__A0A2N8I390__CXU16_10675
ERR1913204.1051509__1.1051509	1501391__GCA_000786575.1_00114
ERR1913204.1051616__1.1051616	28118__F9ZB50__Odosp_2374
ERR1913204.1051691__1.1051691	1262882__R5MEM1__BN519_00313
ERR1913204.1051844__1.1051844	301302__R5ULM4__M72_25081
ERR1913204.1051856__1.1051856	338188__A0A174ETX3__ERS852397_01955
ERR1913204.1051876__1.1051876	1262882__R5N1T9__BN519_00804
ERR1913204.1051916__1.1051916	1262882__R5MT08__BN519_01706
ERR1913204.1052033__1.1052033	47678__R5UXJ2__DW706_08325
ERR1913204.1051980__1.1051980	853__A0A2A7A628__CGS57_13755
ERR1913204.1052120__1.1052120	1628085__A0A2U1BDS5__C7386_1046
ERR1913204.1052175__1.1052175	214856__R6Z288__ERS852447_00734
ERR1913204.1052325__1.1052325	239935__A0A2N8J2P6__ADH72_06730
ERR1913204.1052294__1.1052294	28116__A0A1Y4PID3__SAMN05192581_102825
ERR1913204.1052430__1.1052430	47678__A5ZL09__BACCAC_03608
ERR1913204.1052457__1.1052457	214856__I3YPP9__Alfi_2707
ERR1913204.1052460__1.1052460	214856__I3YPP9__Alfi_2707
ERR1913204.1052597__1.1052597	1897011__A0A1Q6RDW7__BHW41_05280
ERR1913204.1052677__1.1052677	301302__A0A0M6WG68__ERS852420_02421
ERR1913204.1052842__1.1052842	328814__GCA_004558275.1_00992
ERR1913204.1052919__1.1052919	1501391__GCA_000786575.1_00081
ERR1913204.1052942__1.1052942	239935__A0A2N8HUU6__CXT90_06150
ERR1913204.1053075__1.1053075	1262882__R5MH81__BN519_00748
ERR1913204.1053061__1.1053061	214856__R6YC22__ERS852447_01215
ERR1913204.1053191__1.1053191	239935__A0A2N8I3G2__CXT89_00720
ERR1913204.1053243__1.1053243	214856__R6XS46__ERS852559_00812
ERR1913204.1053248__1.1053248	301302__A0A173RYX5__ERS852420_00973
ERR1913204.1053222__1.1053222	301302__R5UHX5__M72_14301
ERR1913204.1053391__1.1053391	214856__I3YPP0__ERS852447_01388
ERR1913204.1053504__1.1053504	214856__R6YD52__ERS852447_02171
ERR1913204.1053605__1.1053605	1262882__R5N3H1__BN519_01121
ERR1913204.1053701__1.1053701	556259__E5C607__BSGG_0170
ERR1913204.1053897__1.1053897	214856__A0A173Z1B0__ERS852447_00765
ERR1913204.1053918__1.1053918	1501391__GCA_000786575.1_00144
